Regulator	Target	MI	pvalue
ZNF484	TMEM60	1.1988493129136213	2.682259351056704E-4
GTF2B	BRD1	1.273827332196129	0.020427743803961174
RUNX1	GTF2IRD2B	1.2175938177342482	0.020427743803961174
DMTF1	RNF144A	1.2105646284265132	3.1915770137835864E-8
ZNF557	HECW2	1.1613603032723674	0.020427743803961174
ZNF33B	AZIN1	1.1988493129136213	2.682259351056704E-4
ZNF320	FTH1	1.3394330990683232	2.682259351056704E-4
JUN	PRKRIP1	1.2738273321961289	0.020427743803961174
ZNF260	PTRH2	1.2175938177342482	0.020427743803961174
SALL4	LRFN3	1.1051267888104865	2.682259351056704E-4
ZNF721	VASN	1.3394330990683232	2.682259351056704E-4
GATA1	GATAD2B	1.2175938177342482	0.020427743803961174
ZNF774	OR2A1	1.3862943611198906	0.020427743803961174
NFAT5	C17orf78	1.3862943611198906	0.020427743803961174
ZNF790	ADAMTS1	1.3862943611198906	3.1915770137835864E-8
ZNF362	DDI2	1.1613603032723674	0.020427743803961174
TBX21	ITCH	1.3862943611198906	0.020427743803961174
THAP6	LCA5L	1.1613603032723674	0.020427743803961174
RXRA	CCL3	1.2175938177342482	0.020427743803961174
ZNF486	ARG2	1.2256271769430884	3.084223968774502E-6
USF2	ACAA1	1.3862943611198906	0.020427743803961174
ZKSCAN1	NUCKS1	1.1754186818878376	3.1915770137835864E-8
NFE2L3	PAICS	1.2457105749651887	2.682259351056704E-4
GTF2IRD2	ITSN1	1.2175938177342482	0.020427743803961174
FOXP4	ID3	1.3394330990683232	2.682259351056704E-4
ZNF358	SYT11	1.2457105749651887	2.682259351056704E-4
PBX3	CEP135	1.151988050862054	2.682259351056704E-4
ZNF649	RMND5A	1.3862943611198906	2.682259351056704E-4
ZNF570	KIAA1671	1.1988493129136213	2.682259351056704E-4
ZNF766	CNDP2	1.273827332196129	0.020427743803961174
BARHL1	BCKDK	1.3862943611198906	0.020427743803961174
HOXB3	MOCS3	1.1676084715459096	0.0
HOXA5	TNRC6A	1.2256271769430884	3.084223968774502E-6
ZNF44	LIN52	1.3300608466580097	0.020427743803961174
ZNF513	ZNF512B	1.1613603032723674	0.020427743803961174
ZNF445	PLCD1	1.185460380898888	3.084223968774502E-6
ZNF608	NACA	1.151988050862054	2.682259351056704E-4
HOXA9	MFAP1	1.1988493129136213	2.682259351056704E-4
ZBTB5	SNORD87	1.273827332196129	0.020427743803961174
ZNF727	ABCC1	1.1613603032723674	0.020427743803961174
HMBOX1	CSF2RA	1.2175938177342482	0.020427743803961174
ZNF510	S100Z	1.3862943611198906	0.020427743803961174
ZNF391	BCAS3	1.33006084665801	0.020427743803961174
ZNF16	SOBP	1.1613603032723674	0.020427743803961174
SGSM2	RPP40	1.3862943611198906	3.1915770137835864E-8
ZBED4	CHMP2A	1.1988493129136213	2.682259351056704E-4
ZNF189	NEXN	1.273827332196129	0.020427743803961174
CGGBP1	SESN1	1.1988493129136213	2.682259351056704E-4
SOX15	SLC18A1	1.185460380898888	3.084223968774502E-6
KCMF1	HERPUD1	1.1613603032723674	0.020427743803961174
NFYB	TMEM59	1.2175938177342482	0.020427743803961174
EGR3	TRNAU1AP	1.33006084665801	0.020427743803961174
ZFPM2	OAZ3	1.2457105749651887	2.682259351056704E-4
ZNF410	LRRC17	1.2175938177342482	0.020427743803961174
MECOM	SLC26A3	1.1051267888104865	0.020427743803961174
ZNF629	NEK1	1.2175938177342482	0.020427743803961174
ZNF583	PTAFR	1.2175938177342482	0.020427743803961174
THAP3	AIG1	1.1988493129136213	2.682259351056704E-4
FOSB	ODF2	1.2175938177342482	0.020427743803961174
TGIF2	CDKN2A	1.2457105749651887	2.682259351056704E-4
NFKB2	FGFR1	1.1988493129136213	2.682259351056704E-4
ZNF324B	OAS3	1.273827332196129	0.020427743803961174
ZNF790	LRRC57	1.273827332196129	0.020427743803961174
FOXD4	AHCY	1.3862943611198906	0.0
ZNF570	GYPC	1.2175938177342482	0.020427743803961174
MXD3	TRAM1	1.1051267888104865	0.020427743803961174
MECP2	FSD2	1.3862943611198906	0.020427743803961174
THAP5	CAMK2G	1.1613603032723674	0.020427743803961174
BHLHE41	BRAF	1.1988493129136213	2.682259351056704E-4
FOSL1	TM9SF3	1.33006084665801	0.020427743803961174
ZNF717	HAUS6	1.33006084665801	0.020427743803961174
ZNF425	CABP4	1.3300608466580097	0.020427743803961174
TBX19	LDB2	1.3394330990683232	2.682259351056704E-4
SP140	SP100	1.2256271769430884	3.084223968774502E-6
ZNF844	ABI2	1.3862943611198906	2.682259351056704E-4
GATAD2A	CHRNG	1.1051267888104865	0.020427743803961174
ZNF597	ZFP36	1.273827332196129	0.020427743803961174
ZNF780B	RAC3	1.1051267888104865	0.020427743803961174
NFIX	FUT6	1.2175938177342482	0.020427743803961174
THAP1	CD79A	1.3607336727281265	0.0
ZNF773	ACOT13	1.1613603032723674	0.020427743803961174
FOXD4L3	CTDSPL	1.33006084665801	0.020427743803961174
ZNF467	SSX2IP	1.2175938177342482	0.020427743803961174
RORC	PPP1R12B	1.1854603808988877	3.084223968774502E-6
ZNF333	CBX7	1.2175938177342482	0.020427743803961174
TCFL5	USP38	1.273827332196129	0.020427743803961174
MYPOP	SPTLC3	1.1613603032723674	0.020427743803961174
ZNF135	ATG4C	1.3394330990683232	2.682259351056704E-4
TBX10	UBE2K	1.1613603032723674	0.020427743803961174
TP63	AP3M2	1.1613603032723674	0.020427743803961174
FOXC1	PUS7	1.2175938177342482	0.020427743803961174
NR2E3	NRBP1	1.1519880508620544	0.0
GSC	LRRC2	1.1613603032723674	0.020427743803961174
ZNF823	FZD6	1.2175938177342482	0.020427743803961174
ZNF831	OASL	1.273827332196129	0.020427743803961174
ZNF582	SPIN3	1.2175938177342482	0.020427743803961174
ATF3	GCC1	1.1613603032723674	0.020427743803961174
ZNF844	CTR9	1.2175938177342482	0.020427743803961174
ZNF684	DUSP4	1.3862943611198906	3.084223968774502E-6
ZNF630	MUC20	1.273827332196129	0.020427743803961174
GTF2IRD2B	RUNX1	1.2175938177342482	0.020427743803961174
ANKZF1	POLM	1.2175938177342482	0.020427743803961174
ZNF80	RAP1GDS1	1.1988493129136213	2.682259351056704E-4
ZNF711	MAP4K3	1.273827332196129	0.020427743803961174
ZFP41	NBPF14	1.2256271769430884	3.084223968774502E-6
VENTX	KBTBD3	1.3300608466580097	0.020427743803961174
ZNF473	SNX11	1.2175938177342482	0.020427743803961174
POU5F2	DTX4	1.3461275650756899	3.084223968774502E-6
ZBTB16	ARHGEF11	1.1613603032723674	0.020427743803961174
YBX1	TRAPPC3	1.1613603032723674	0.020427743803961174
ZNF564	C16orf90	1.2175938177342482	0.020427743803961174
ZFY	HMMR	1.273827332196129	0.020427743803961174
KLF13	CDC6	1.3300608466580097	0.020427743803961174
NFIL3	RASGRF1	1.1613603032723674	0.020427743803961174
ZNF417	MTSS1	1.273827332196129	0.020427743803961174
PRDM2	CDR1	1.292571837016756	2.682259351056704E-4
ZNF641	NMI	1.3862943611198906	3.084223968774502E-6
ZNF676	MTMR10	1.1051267888104865	0.020427743803961174
ZNF101	AP1B1	1.3300608466580097	0.020427743803961174
ZNF260	DLGAP5	1.3394330990683232	2.682259351056704E-4
ZNF594	SLC25A29	1.33006084665801	0.020427743803961174
FOXP4	MRPL51	1.2738273321961289	0.020427743803961174
LCOR	SMC5	1.273827332196129	0.020427743803961174
NR4A3	PPP1R11	1.265793972987289	3.084223968774502E-6
ZNF621	CCDC51	1.33006084665801	0.020427743803961174
ZNF831	PHEX	1.273827332196129	0.020427743803961174
ZNF502	KDM2A	1.2738273321961289	0.020427743803961174
NFIA	SCARNA15	1.3862943611198906	0.020427743803961174
ETV1	MED22	1.2457105749651887	3.1915770137835864E-8
CHCHD3	MEIS2	1.2175938177342482	0.020427743803961174
ZNF627	ZBTB34	1.3394330990683232	2.682259351056704E-4
ZNF333	TERF1	1.33006084665801	0.020427743803961174
ZNF514	CARD10	1.3862943611198906	0.020427743803961174
SPIB	CEP57	1.1051267888104865	0.020427743803961174
ZNF33B	TNRC6A	1.1613603032723674	0.020427743803961174
ZNF784	RAPGEF3	1.273827332196129	0.020427743803961174
SATB2	COQ6	1.2105646284265132	3.1915770137835864E-8
ZNF23	MBD6	1.3059607690314896	3.084223968774502E-6
PPARD	UNC45A	1.292571837016756	2.682259351056704E-4
ANKZF1	SNAPC1	1.3300608466580097	0.020427743803961174
ZNF718	SNORD116-27	1.3394330990683232	2.682259351056704E-4
ZNF658	ERCC6	1.292571837016756	2.682259351056704E-4
LTF	NDUFB9	1.2175938177342482	0.020427743803961174
HOXA6	MBOAT1	1.3300608466580097	0.020427743803961174
ANKZF1	ZFAND5	1.2175938177342482	0.020427743803961174
POU6F1	GDPD1	1.1613603032723674	0.020427743803961174
SOX13	ZFX	1.3461275650756899	3.084223968774502E-6
HIF1A	TPP1	1.3862943611198906	0.020427743803961174
ZNF215	RTF1	1.2175938177342482	0.020427743803961174
TGIF1	SLC2A11	1.3862943611198906	0.020427743803961174
ZBTB38	LRRC70	1.1988493129136213	2.682259351056704E-4
PRDM2	DNAJB11	1.1988493129136213	2.682259351056704E-4
TIGD3	SARDH	1.3300608466580097	0.020427743803961174
VDR	PHF19	1.1051267888104865	0.020427743803961174
EEA1	OR52N4	1.2175938177342482	0.020427743803961174
FIZ1	SLPI	1.1613603032723674	0.020427743803961174
MEIS1	CD36	1.1988493129136213	2.682259351056704E-4
ZNF98	MAPK12	1.3862943611198906	2.682259351056704E-4
CENPB	PLEKHM2	1.273827332196129	0.020427743803961174
TCFL5	P2RY13	1.151988050862054	2.682259351056704E-4
ZNF652	THRB	1.3059607690314894	3.084223968774502E-6
ZNF26	PIP4K2B	1.2256271769430884	3.084223968774502E-6
HMGA1	SGMS1	1.3300608466580097	0.020427743803961174
ZNF428	COQ7	1.2175938177342482	0.020427743803961174
CSRNP1	DKK3	1.1613603032723674	0.020427743803961174
ZNF235	APEX1	1.3862943611198906	0.020427743803961174
ZNF135	XRCC6	1.33006084665801	0.020427743803961174
NR6A1	NUDT6	1.273827332196129	0.020427743803961174
CEBPB	COMMD3	1.1613603032723674	0.020427743803961174
ZNF317	NDUFB6	1.1988493129136213	2.682259351056704E-4
NR2C1	KIF3B	1.2738273321961289	0.020427743803961174
ZNF71	B3GNT7	1.3862943611198906	0.020427743803961174
NCOA3	CD44	1.151988050862054	2.682259351056704E-4
PLAG1	SLFNL1	1.273827332196129	0.020427743803961174
ZNF770	MOB2	1.2175938177342482	0.020427743803961174
MBD6	ARAP3	1.2457105749651887	0.0
LHX6	ACTR3C	1.2175938177342482	0.020427743803961174
ZNF552	GADD45B	1.2738273321961289	0.020427743803961174
ZNF85	ITGAD	1.1051267888104865	2.682259351056704E-4
ZNF780B	ADAM23	1.1613603032723674	0.020427743803961174
ARID2	GYPC	1.273827332196129	0.020427743803961174
ZNF480	ZNF131	1.1988493129136213	2.682259351056704E-4
ZNF449	ASB1	1.33006084665801	0.020427743803961174
SEBOX	DDX21	1.2175938177342482	0.020427743803961174
ZNF781	CSRP3	1.140272735349162	3.1915770137835864E-8
NR5A1	PUS3	1.3862943611198906	2.682259351056704E-4
ZNF430	GLS2	1.3862943611198906	2.682259351056704E-4
TBP	FLT1	1.2738273321961289	0.020427743803961174
ZNF860	FGFR2	1.2457105749651887	2.682259351056704E-4
BPTF	ETF1	1.3862943611198906	2.682259351056704E-4
ZNF229	PLA2G1B	1.3300608466580097	0.020427743803961174
BCL6	C8orf33	1.3862943611198906	0.020427743803961174
ZNF273	FTSJ1	1.3862943611198906	0.020427743803961174
MBNL2	BMP6	1.2457105749651884	2.682259351056704E-4
ZFPM2	PATL2	1.1613603032723674	0.020427743803961174
FOXK1	CCDC102B	1.3862943611198906	0.020427743803961174
ZNF761	KLHL26	1.1051267888104865	0.020427743803961174
ZFP91	C6orf89	1.3862943611198906	0.020427743803961174
PBX1	PATL2	1.273827332196129	0.020427743803961174
ZNF808	MCF2L2	1.33006084665801	0.020427743803961174
ZNF282	SH3PXD2B	1.3862943611198906	3.084223968774502E-6
ZNF844	BCL2L12	1.185460380898888	3.084223968774502E-6
ZKSCAN3	SLC16A3	1.2175938177342482	0.020427743803961174
NR6A1	PODXL2	1.273827332196129	0.020427743803961174
ZEB2	TMEM229B	1.34612756507569	3.084223968774502E-6
NFIX	C17orf107	1.2175938177342482	0.020427743803961174
SNAI3	CHAD	1.3862943611198906	0.020427743803961174
HMGA2	ASL	1.3862943611198906	0.020427743803961174
IKZF5	HSD17B4	1.2738273321961289	0.020427743803961174
ATF5	FRAT2	1.3862943611198906	0.020427743803961174
ZNF260	CSNK1G2	1.3394330990683232	2.682259351056704E-4
TCFL5	DIAPH3	1.3862943611198906	0.020427743803961174
RLF	GTPBP1	1.3300608466580097	0.020427743803961174
CREB3L1	ELF2	1.3862943611198906	0.020427743803961174
SP140	SP2	1.265793972987289	3.084223968774502E-6
ZNF282	COMMD1	1.3862943611198906	0.020427743803961174
ZNF7	DNAH1	1.3862943611198906	3.1915770137835864E-8
NFYB	HMGXB4	1.1051267888104865	0.020427743803961174
NR5A1	TCF4	1.273827332196129	0.020427743803961174
RHOXF1	MBD4	1.1613603032723674	0.020427743803961174
AKAP8L	ZNF28	1.1988493129136213	2.682259351056704E-4
NFAT5	NFX1	1.2175938177342482	0.020427743803961174
NR5A1	TNXB	1.2175938177342482	0.020427743803961174
ZNF2	FAM117A	1.1613603032723674	0.020427743803961174
ZNF671	PGRMC1	1.151988050862054	2.682259351056704E-4
ZNF362	PDCD1	1.3862943611198906	2.682259351056704E-4
PRDM2	ZNF879	1.1051267888104865	0.020427743803961174
ZNF780A	PCDHGA2	1.2175938177342482	0.020427743803961174
ZNF804A	ZNF880	1.151988050862054	2.682259351056704E-4
ZNF80	GCDH	1.2175938177342482	0.020427743803961174
ZNF585A	DDX41	1.2738273321961289	0.020427743803961174
SON	MRPL40	1.1613603032723674	0.020427743803961174
