Cell_line	IDH_statut	Replicat_tech	Replicat_bio	BASAL_OCR	ATP-linked_OCR	Proton_leak	Maximal_OCR	Spare_Capacity_OCR	Non_mito_OCR	ECAR	BASAL_OCR_Ext	ATP-linked_OCR_Ext	Proton_leak_Ext	Maximal_OCR_Ext	Spare_Capacity_OCR_Ext	Non_mito_OCR_Ext	ECAR_Ext
Molm13	IDH1	3	2	104.927234754406	87.4756733768616	17.4515613775444	85.0699719299085	-19.8572628244974	11.8503956804501	48.8076737056785	117.724718011907	101.488591574702	16.2361264372053	34.0644016514534	-83.660316360454	16.9233864887937	50.2606654021655
Molm13	IDH2	1	2	99.5042914757414	76.7030774402795	22.8012140354618	59.8158310832375	-39.6884603925039	1.96624978745866	43.7721612104764	63.9131893967029	52.0678061525103	11.8453832441926	163.932954413846	100.019765017143	4.41112381045608	35.2244604124715
Molm13	IDH2	2	2	112.538767243316	91.7686729797313	20.7700942635845	228.839728153393	116.300960910077	10.4762293650652	55.313123990308	68.8085960529503	55.0118702349726	13.7967258179777	31.8561088513374	-36.9524872016128	7.02540678905475	34.0651199687546
Molm13	IDH2	3	2	105.708600525422	84.8022133450143	20.9063871804072	49.498631228958	-56.2099692964635	2.94480377027547	46.578860311413	129.336064201324	117.227870870453	12.108193330871	16.9233099668439	-112.41275423448	3.51833903149521	55.8319974250095
K562	WT	1	1	281.508939692798	219.723738560441	61.7852011323568	518.20340333574	236.694463642942	20.8749749848376	51.233434940539	184.403180730317	135.7299493719	48.6732313584166	286.009837760536	101.606657030218	22.8915862240415	69.164488345051
K562	WT	2	1	167.09927017253	118.928430011533	48.1708401609971	316.838712884867	149.739442712338	15.8889569589024	52.317004025971	273.923699682839	219.744609201217	54.1790904816225	303.977348897212	30.053649214373	19.4177971759805	64.9824453105435
K562	WT	3	1	204.097394388087	157.412910341706	46.6844840463808	331.057730661341	126.960336273255	22.8578166640022	56.435700144986	157.925056754361	110.914390368514	47.0106663858477	280.467248851877	122.542192097516	14.1273350377108	57.991451464499
K562	WT	4	1	171.052088969018	126.993093461065	44.0589955079527	297.246109734397	126.194020765379	19.0116568470503	54.0732681014065	205.417312389172	155.462982980544	49.9543294086289	290.151478503208	84.7341661140357	18.8122394792443	64.0461283733645
K562	IDH1	1	1	286.650412925029	223.54317594355	63.1072369814786	396.673726671803	110.023313746773	39.8016167473609	70.9735623954385	192.829238629856	146.070460351116	46.7587782787406	350.779018831076	157.94978020122	35.7814901558593	65.422409293071
K562	IDH1	2	1	232.988939907902	175.599735681079	57.3892042268234	599.02793508624	366.038995178338	37.3213478795722	67.458650926923	173.609894868458	125.860660811719	47.7492340567394	389.200124154777	215.590229286318	30.1402636700155	65.367723331652
K562	IDH1	3	1	198.055048159746	136.141002261474	61.9140458982713	578.890185360185	380.835137200439	37.3518875739177	61.85431590815	157.843928317723	112.766787515674	45.0771408020492	388.177153689	230.333225371277	30.7823261256959	65.189149064858
K562	IDH2	1	1	148.337385823175	108.580300850383	39.7570849727922	219.567642266403	71.2302564432278	27.6443283729973	70.7208914832455	334.514777019551	287.257676850478	47.2571001690734	270.764755856629	-63.7500211629219	17.2219452928261	81.969162157035
K562	IDH2	2	1	185.350509235669	141.479637246097	43.870871989572	278.169756813158	92.8192475774895	25.1473688504955	67.6310696457845	189.178406276016	141.153210903288	48.0251953727279	257.769498824528	68.5910925485117	20.7610613623906	72.4972671978365
K562	IDH2	3	1	156.775157727603	117.74249505883	39.0326626687727	271.623630214699	114.848472487096	25.8556395851713	71.2479767147025	140.946405033261	97.088087276353	43.8583177569081	258.187141949641	117.24073691638	19.6542351853024	65.139400204976
K562	IDH2	4	1	147.520194609957	107.627660084372	39.892534525585	276.385001256111	128.864806646154	34.1474403678369	69.0388974512125	221.546529442943	175.16632501004	46.3802044329031	262.240465543599	40.6939361006566	19.2124139468397	73.2019431866158
K562	WT	1	2	212.115916471497	159.364869740946	52.7510467305518	456.600120684882	244.484204213385	24.0024736439667	63.5466696095305	145.122672704157	103.126580648746	41.996092055412	403.503447602158	258.380774898001	27.8761121377816	65.8168624579275
K562	WT	2	2	324.353358550992	272.698198488842	51.65516006215	404.902409929234	80.5490513782416	30.3542152447751	67.5211775771275	200.645662722624	146.464707462776	54.1809552598479	478.041125959263	277.395463236639	37.2862114788141	73.284979631378
K562	WT	3	2	241.921600130114	194.358429066566	47.5631710635482	401.47082713676	159.549227006646	29.4105224495598	63.508450149212	232.125464881967	186.39811113323	45.7273537487375	304.24218258015	72.116717698183	22.023308531257	67.354101402124
K562	IDH1	1	2	251.144735749051	193.285085501519	57.8596502475324	714.2269892742	463.082253525149	35.9225628536541	63.4294257896605	241.887437736902	185.587470036933	56.2999676999686	479.117505917618	237.230068180716	43.7216884516899	71.6420609915205
K562	IDH1	2	2	301.779446713353	238.216590559098	63.5628561542545	682.044343192115	380.264896478762	65.7196975411105	68.449816381729	211.941115138392	150.898779495679	61.042335642713	582.243870532605	370.302755394213	44.9452614211435	69.7228663283085
K562	IDH1	3	2	365.540356988752	293.59510085339	71.9452561353625	448.638800959697	83.0984439709445	58.9163322650115	74.417271013577	245.545232680708	196.698588102667	48.8466445780409	370.571466874367	125.02623419366	38.4102784186286	72.279057828867
K562	IDH2	1	2	120.864158672436	85.3263904779235	35.5377681945128	218.022852165948	97.1586934935122	15.9767986559162	66.253596730307	122.847925009596	82.188025410384	40.659899599212	228.606335981893	105.758410972298	21.370942912802	67.558196836122
K562	IDH2	2	2	128.293062992441	92.474231588737	35.8188314037037	227.098556646398	98.8054936539573	22.5928481955142	68.238299633908	116.334713260646	78.4392106226145	37.895502638031	212.24422277433	95.909509513685	21.1395467119825	68.3076999819875
K562	IDH2	3	2	125.925445509955	92.1321252388355	33.7933202711198	227.116398749924	101.190953239969	24.1656814572072	72.6454229786975	120.603032927567	82.525858068988	38.0771748585788	223.438782177929	102.835749250362	23.8315986831622	67.77601238032
Molm13	WT	1	3	125.27267	94.464083	30.808587	497.3698435	372.0971735	15.834639	27.689906	0	0	0	0	0	0	0
Molm13	WT	2	3	191.483485	162.4978575	28.9856275	311.2682635	119.7847785	24.990682	40.0852295	0	0	0	0	0	0	0
Molm13	WT	3	3	180.8173245	159.320237	21.4970875	116.716317	-64.1010075	19.749777	35.704078	0	0	0	0	0	0	0
Molm13	IDH1	1	3	128.8960315	106.332692	22.5633395	657.8560715	528.96004	16.2299005	50.239946	0	0	0	0	0	0	0
Molm13	IDH1	2	3	174.996836	143.387682	31.609154	707.589365	532.592529	52.3989955	59.41575	0	0	0	0	0	0	0
Molm13	IDH1	3	3	144.299845	130.0297635	14.2700815	56.791508	-87.508337	13.891073	46.1744695	0	0	0	0	0	0	0
Molm13	IDH2	1	3	118.5406155	88.927908	29.6127075	570.175859	451.6352435	10.3608955	45.872419	0	0	0	0	0	0	0
Molm13	IDH2	2	3	125.570086	108.4671975	17.1028885	127.655224	2.08513799999999	15.649278	51.5234345	0	0	0	0	0	0	0
Molm13	IDH2	3	3	133.2223095	112.809587	20.4127225	144.757932	11.5356225	15.169548	46.000876	0	0	0	0	0	0	0
K562	WT	1	3	268.385343	203.3195755	65.0657675	748.152513	479.76717	44.844211	54.748765	0	0	0	0	0	0	0
K562	WT	2	3	332.392918	254.591034	77.801884	779.4433035	447.0503855	33.090728	53.945024	0	0	0	0	0	0	0
K562	WT	3	3	495.526696	451.814503	43.712193	302.222043	-193.304653	32.2924235	54.633154	0	0	0	0	0	0	0
K562	IDH1	1	3	536.322732	399.1606825	137.1620495	548.565482	12.24275	63.2262515	70.838153	0	0	0	0	0	0	0
K562	IDH1	2	3	385.4929265	320.540584	64.9523425	524.6151125	139.122186	49.7529225	67.136538	0	0	0	0	0	0	0
K562	IDH1	3	3	241.1241835	204.15377	36.9704135	352.966635	111.8424515	48.167547	57.551278	0	0	0	0	0	0	0
K562	IDH2	1	3	224.8560425	161.8350045	63.021038	780.9545845	556.098542	44.079233	58.406158	0	0	0	0	0	0	0
K562	IDH2	2	3	227.3285945	160.3119725	67.016622	696.8723985	469.543804	38.1782445	62.443706	0	0	0	0	0	0	0
K562	IDH2	3	3	527.364927	476.8337935	50.5311335	131.561647	-395.80328	24.419187	79.6011	0	0	0	0	0	0	0
