Cell_line	IDH_statut	Replicat_tech	Replicat_bio	BASAL_OCR	ATP-linked_OCR	Proton_leak	Maximal_OCR	Spare_Capacity_OCR	Non_mito_OCR	ECAR	BASAL_OCR_Ext	ATP-linked_OCR_Ext	Proton_leak_Ext	Maximal_OCR_Ext	Spare_Capacity_OCR_Ext	Non_mito_OCR_Ext	ECAR_Ext
Molm13	WT	1	1	206.364007594314	154.743170293131	51.6208373011827	629.108309433545	422.744301839231	17.5378646384543	38.7075276271961	118.620572226767	80.461364057502	38.1592081692651	289.494208676521	170.873636449754	12.9355068234015	35.7421718494552
Molm13	WT	2	1	271.103602794888	222.94004545797	48.1635573369177	707.23947740124	436.135874606352	27.6346864319278	41.1139888760058	135.113632856836	94.50409088656	40.6095419702761	114.09593142811	-21.017701428726	24.8434608431564	39.025177060156
Molm13	WT	3	1	197.330123331227	156.029458781002	41.300664550225	132.712410244958	-64.617713086269	24.828334228972	36.9736658039821	157.917764963115	119.090573940521	38.8271910225947	147.435194425766	-10.4825705373497	12.8487613988448	40.1317391088869
Molm13	IDH1	1	1	94.4892311810026	77.7176143107739	16.7716168702287	87.418458752194	-7.07077242880865	5.40961358189235	47.4667046073773	90.5819598562515	75.3209791040125	15.2609807522391	137.196196593996	46.614236737745	13.0071108016255	41.8022486928228
Molm13	IDH1	2	1	120.454351008682	104.111082834259	16.343268174423	101.851876422332	-18.6024745863506	14.2410294758269	48.9427924269358	104.684141883753	87.1995992396552	17.4845426440983	95.285361132375	-9.3987807513784	9.0121835696226	44.0225393460058
Molm13	IDH1	3	1	84.6768454227597	70.1332710041271	14.5435744186325	65.327424358135	-19.3494210646247	10.4689788546169	45.4519373126383	88.9869509426689	72.8236622177512	16.1632887249177	78.8074332121345	-10.1795177305344	6.8741826023206	44.3993348504509
Molm13	IDH2	1	1	94.3350547427673	70.2756127827012	24.0594419600662	235.830440015577	141.49538527281	0.191667162237671	39.3746466938014	96.6333128604509	77.4361836987906	19.1971291616603	139.765207733745	43.1318948732941	8.77335397356565	46.5202893699143
Molm13	IDH2	2	1	96.6148933967935	77.4533879218946	19.1615054748989	184.378332747186	87.763439350392	16.490461764745	51.5635263786035	96.2793968839904	75.6946160966258	20.5847807873646	116.251320370094	19.9719234861036	8.95473588569105	46.3394747224934
Molm13	IDH2	3	1	114.664764279766	90.9420441475021	23.722720132264	57.4996325121655	-57.1651317676006	6.3126242649089	48.2843284523631	103.412597644618	81.3129327844582	22.0996648601597	15.1078443439509	-88.3047533006669	-55.557060090452	45.6414759713749
Molm13	WT	1	2	163.500933787959	119.950362360183	43.5505714277758	777.963329170705	614.462395382746	20.9493461360977	30.2911735324421	135.573859757645	95.7898591085945	39.7840006490509	519.062734290785	383.48887453314	20.0118157138991	33.2514903993124
Molm13	WT	2	2	239.537319692248	190.068921572108	49.4683981201399	159.931145554953	-79.6061741372958	22.9392781621226	39.576013206408	168.622092265057	131.44591082862	37.1761814364377	121.572719032344	-47.0493732327137	20.1542384748343	39.9009783473229
Molm13	WT	3	2	334.718693139605	287.462198240642	47.2564948989632	211.233696094378	-123.484997045227	30.8065469582528	51.5321898597455	209.084227150308	164.178611918428	44.90561523188	52.2662623692275	-156.817964781081	11.4112034989681	43.4327073362959
Molm13	IDH1	1	2	107.255856570848	90.7406550338625	16.5152015369858	176.110854254226	68.8549976833777	21.4794301341582	55.1350972190035	92.1899365602283	74.9367137088579	17.2532228513704	157.664300523529	65.4743639633003	7.90468119187225	40.3548315499405
Molm13	IDH1	2	2	136.409927768231	114.332150614567	22.077777153664	55.103080315829	-81.3068474524016	14.2108106635979	52.387679224897	80.6503211390789	66.5811777797273	14.0691433593516	122.903347676537	42.2530265374581	14.4216771995946	39.3167971439447
