ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	size	nes	pval	pval.fdr
ABCB8	-0.0902429474711894	3.34195391131858	0.453518721873547	0.652568167098966	0.884442928191418	-5.09212712985114	0	0	1	1
ABCB9	-0.611975626059575	0.95293459788161	1.86313724894593	0.0696217777925379	0.623723646970893	-4.01968969768886	0	0	1	1
ABCC1	-0.763876665534159	-1.1596675223295	0.637480749443163	0.527358128671904	0.830233735098152	-5.02299836714	0	0	1	1
ABCC10	-0.505806651286909	7.94391061775965	2.48575240545511	0.0170988465198572	0.589100373157291	-3.20741747893606	0	0	1	1
ABCC11	-0.0603985583108617	4.964660824676	0.309946528655259	0.758172590049787	0.925899235276907	-5.13006972620351	0	0	1	1
ABCC12	-0.756706024572459	-4.70795354217391	1.1743010982248	0.247054554230007	0.720642419425352	-4.69418226855894	0	0	1	1
ABCC13	0.00255573776172291	-7.52866624936582	-0.0180170669951373	0.985712687957004	0.995713646830423	-5.16332079034136	0	0	1	1
ABCC2	0.0488160172741763	3.26250695677318	-0.206026919511268	0.837790177822371	0.955698695481117	-5.1486791159403	0	0	1	1
ABCC3	0.31392854841581	1.62414245578899	-0.389278442304805	0.69908607446116	0.903911596025423	-5.11085164728142	0	0	1	1
ABCC4	-0.917663111755243	5.096647889507	2.18654229710343	0.0345421594011857	0.592454700717865	-3.61872462276455	0	0	1	1
ABCC5	-0.114550546873139	5.44439675807449	0.620108187988708	0.538620275617275	0.835666877281702	-5.03050187353663	0	0	1	1
ABCC6	-0.368533087771736	-6.86568860685723	0.717068944287471	0.477399577428886	0.8031181934078	-4.98604909832493	0	0	1	1
ABCC6P1	-0.637089803759083	2.91376586677077	1.41946318215925	0.163327542620177	0.677344341510441	-4.48457129468889	0	0	1	1
ABCC6P2	-0.104582457192837	-4.26285237270213	0.127675425641775	0.899030406998264	0.972176690009827	-5.15776509160833	0	0	1	1
ABCC8	-1.65478901075569	-5.40431470245814	2.59390942758159	0.0131023961981327	0.585919319863068	-3.05025990822613	47	-2.82269765845047	0.00476214570448667	0.486926726644378
ABCC9	-0.560999250366108	-5.42577254594091	0.66402781537771	0.510392055257912	0.821718662027793	-5.01114248892249	35	-0.190396610360432	0.848998353633251	0.952156817030629
ABCD1	0.00236882918446391	4.34492097256881	-0.010238379040092	0.991880786958883	0.997375297911693	-5.16339724107374	0	0	1	1
ABCD2	1.32303957236385	1.0141260106914	-1.29186641858944	0.20364290355334	0.713726539471362	-4.59809452283114	0	0	1	1
ABCD3	-0.0169477554637201	6.08666485062974	0.123220194224094	0.902535184104521	0.973564340245906	-5.15815370621728	0	0	1	1
ABCD4	-0.241301643432788	5.42686368750529	1.38435839355111	0.173742403545729	0.685885750971487	-4.51674551395838	0	0	1	1
ABCE1	-0.127748259516443	5.86892596796589	0.639670398726516	0.525947527290778	0.829290159104347	-5.02203828714802	0	0	1	1
ABCF1	0.144501805821069	7.03160590743844	-1.09432897621319	0.280202312149825	0.720642419425352	-4.75475471438752	0	0	1	1
ABCF2	-0.0362128395094654	5.52125541137646	0.22132107745653	0.825941730320262	0.953511068925963	-5.1464090229644	0	0	1	1
ABCF3	0.0440626795516375	5.81085751398558	-0.408003097433989	0.685395637577893	0.898328135335319	-5.1056853527818	0	0	1	1
ABCG1	0.0954749860949224	4.62053097663126	-0.361373391881106	0.719677141531244	0.912362022687817	-5.11810477570087	249	-0.484462155724648	0.62805791600083	0.877697998948324
ABCG2	-0.668196358035588	1.92880542629962	0.969553766914262	0.337957676363776	0.720642419425352	-4.84132882234754	0	0	1	1
ABCG4	-0.333727617342037	-6.90857789757188	0.802676443012087	0.426793285110293	0.774724235768347	-4.94162720540109	93	-0.937908613575476	0.348291376224618	0.767248993529458
ABCG5	-0.420981682658039	-5.08430941978958	0.624157588179409	0.535984021811996	0.834657170923752	-5.02877093251135	0	0	1	1
ABCG8	-0.252525541070147	-4.03832489589296	0.428173115350103	0.670767461057523	0.893833701111669	-5.09985176279942	0	0	1	1
ABHD1	-0.306638260068139	2.63347248908927	1.48116981125183	0.146211055126175	0.66299394311189	-4.42631384250637	0	0	1	1
ABHD10	-0.404190151345647	0.244244619270916	1.36428079358243	0.179926232647185	0.694513903661847	-4.53482789049528	0	0	1	1
ABHD11	-0.0824197510449665	4.10900225538755	0.48082618030687	0.63319765822731	0.877399876076375	-5.08331434417838	0	0	1	1
ABHD12	-0.216249956930729	5.30816794740737	1.45059423110271	0.154505759298231	0.669118941074338	-4.4554498687686	0	0	1	1
ABHD12B	-0.0174820120164869	1.83909674162131	0.0643219387891173	0.949026676494404	0.987091688466772	-5.1619946874857	0	0	1	1
ABHD13	-0.160001066629166	1.86116899370442	0.387325835714966	0.700519669667815	0.904283163261563	-5.11137655493434	0	0	1	1
ABHD14A	-0.0878242195345877	3.45876350647964	0.453893880795118	0.652300355202778	0.884357543941568	-5.0920094992706	0	0	1	1
ABHD14B	-0.204598191622146	1.19399673104548	0.960610384216092	0.34238283272662	0.722057655499218	-4.84715728553435	0	0	1	1
ABHD15	-0.250139665739372	3.00246924589887	1.24469227846527	0.220317392835738	0.720642419425352	-4.63764555841833	0	0	1	1
ABHD2	-0.333168419265554	6.17546129945983	1.84384521311877	0.072445584241779	0.625084308442857	-4.04203963477169	0	0	1	1
ABHD3	0.232535874080923	3.71613570576686	-1.37226864185144	0.177445980266246	0.692153688657963	-4.52766177613346	0	0	1	1
ABHD4	-0.10989267120226	3.78903519681694	0.512298469220428	0.611192721943958	0.868149956701537	-5.07252832293221	0	0	1	1
ABHD5	-0.170780014666172	5.02739895506777	0.627980581807562	0.533501360434073	0.833448938111061	-5.02712668949681	0	0	1	1
ABHD6	0.306442798168623	1.43616554281431	-1.09547056552822	0.279708050981669	0.720642419425352	-4.75391774845538	0	0	1	1
ABHD8	-0.331973086690871	2.10030913651054	1.3469614705922	0.185395582239474	0.700200162346419	-4.550238299902	0	0	1	1
ABI1	0.116742193819435	6.83273771163243	-0.918155562263451	0.363910796130957	0.735548125908972	-4.87413000782067	59	0.890466931238073	0.373215217200912	0.777098491815069
ABI2	-0.31779511779489	3.04329377451614	1.03356346253163	0.307402354297066	0.720642419425352	-4.79813597421774	0	0	1	1
ABI3	-0.186482106020021	0.0406746614487486	0.492804502253063	0.624781403328283	0.87328900477477	-5.07928851006452	0	0	1	1
ABI3BP	1.05662942188533	2.21083289755604	-1.84748720837315	0.0719051731323421	0.625084308442857	-4.0378344959323	0	0	1	1
ABL1	-0.366712947716576	5.89772775025101	1.99872619315302	0.0523018205824368	0.609297801251888	-3.85750077984837	65	-2.0318307299595	0.0421707950729407	0.643271969287239
ABL2	-0.0647623002449205	4.84663350103549	0.416400027586052	0.6792905464118	0.896188185090699	-5.10329059643396	72	-0.950107639294522	0.342057561938168	0.767248993529458
ABLIM1	0.308507636727609	5.8356183012787	-0.889341381262823	0.379011451150325	0.745459776654355	-4.89177884459832	0	0	1	1
ABLIM2	1.30312223340533	-1.93831788500386	-1.89368186781511	0.0653427006168373	0.618928165926617	-3.98392827920507	0	0	1	1
ABLIM3	0.801901811690448	0.0485769803836005	-0.93249710761915	0.356542222541637	0.731562951967697	-4.86514720492397	238	1.18505980508014	0.235993801915899	0.727390622695883
ABO	-0.851473918556732	1.97295204632346	0.816874503033506	0.418724525349622	0.770692568620844	-4.93379508901805	0	0	1	1
ABP1	-0.0201349179858237	-1.79670216582583	0.0190542890134477	0.984890282871212	0.995713646830423	-5.16330741571911	0	0	1	1
ABR	0.287018488121387	-1.27356537097104	-0.615596199638605	0.541565607364239	0.837096665412217	-5.03241760529604	44	0.785931643893631	0.43190753472445	0.802832919402983
ABRA	-0.0859526486168631	6.4778109163117	0.312577113397694	0.756187333663858	0.92534281892925	-5.12950188203778	65	-0.570907757890267	0.56806217189214	0.854315723299447
ABT1	-0.18567505817414	3.38170101339208	1.05974500375919	0.295467943752488	0.720642419425352	-4.77972684269564	109	-0.78020985428785	0.435267362936408	0.802842395424271
ABTB1	0.181377267490936	6.24393805725782	-0.650599564214013	0.518936831324889	0.824926572565766	-5.01719833743857	0	0	1	1
ABTB2	-0.906450769082125	2.43162827765537	2.02501657162456	0.0494145698962427	0.604009918993655	-3.82504179583074	0	0	1	1
ACAA1	-0.0038690240474013	5.68141430470281	0.0209949714122118	0.983351576664944	0.995713646830423	-5.1632803811483	0	0	1	1
ACAA2	-0.0319903039866594	4.35746017065047	0.0894165955610837	0.92918648543677	0.98149123763357	-5.16065298813583	0	0	1	1
ACACA	-0.38254605251479	6.85052155830286	1.93147976702966	0.0603605867221417	0.612057643266396	-3.93904496938061	0	0	1	1
ACACB	-0.121653932479115	4.92615235806091	0.443447272971262	0.659775061398158	0.888128760952817	-5.09524913374731	0	0	1	1
ACAD10	-0.213385902630606	4.99561104227011	1.43605865809638	0.158576963285029	0.672601311916925	-4.46911571344749	0	0	1	1
ACAD11	0.00479694354626048	4.5219632231598	-0.0215033382951965	0.982948518881594	0.995713646830423	-5.16327286632583	0	0	1	1
ACAD8	0.147391929016276	4.90165392501893	-0.832398628356315	0.410009504705558	0.763229560415082	-4.92508104801104	140	0.344206254908773	0.730691178659256	0.920105991733844
ACAD9	-0.0941094617925655	6.28745231436338	0.622260482247586	0.537218242775332	0.835131169908453	-5.0295832300977	0	0	1	1
ACADL	-0.302963709671226	-6.65016888119654	0.603724277019572	0.549354979442319	0.839641581267429	-5.0373930323807	0	0	1	1
ACADM	0.0600712807938599	6.50222439766737	-0.273853524857252	0.78557303332367	0.938095072032236	-5.13737887604547	0	0	1	1
ACADS	0.548392140432324	4.07210069268493	-2.94485728193107	0.00530481703720314	0.574165318760097	-2.51335792551022	0	0	1	1
ACADSB	-0.640837575669329	4.24970646824752	1.94216087117683	0.0590132719160274	0.612057643266396	-3.926236675899	0	0	1	1
ACADVL	-0.00652064910931571	8.755135774712	0.0423550623330512	0.966421381097494	0.991657597252216	-5.16280971773178	0	0	1	1
ACAN	1.50740880450023	-2.00154480774758	-1.6500291823745	0.106583333198866	0.6471268400074	-4.25608457173882	0	0	1	1
ACAP1	0.0960348700007172	7.48308619473171	-0.5332173244445	0.596763757031228	0.862291613361961	-5.06498734389208	73	0.0360211964305748	0.971265457612875	0.987741804410235
ACAP2	0.137757339041997	7.02923630661537	-1.00982666810115	0.318504795295403	0.720642419425352	-4.81445469112808	78	0.65892630901444	0.509943090546493	0.836220659870159
ACAP3	-0.3018027164975	4.81673866772731	1.24958935958048	0.218540553363033	0.720642419425352	-4.63360147531745	53	-0.308304778912956	0.757850429998757	0.927914028495741
ACAT1	0.382658682547222	5.05303134316837	-1.73877813489227	0.0895834605046173	0.639229018711988	-4.16047663961721	0	0	1	1
ACAT2	0.0159690929608498	4.04598406395716	-0.0932457176182935	0.926162817312403	0.98149123763357	-5.16040976354758	0	0	1	1
ACBD3	0.0647810734602885	4.95239085395913	-0.500739653582223	0.619233696219266	0.87180982332489	-5.07656786512566	0	0	1	1
ACBD4	-0.0251269942936219	3.79097714294547	0.13762877327733	0.891207927858595	0.971120686242657	-5.15684709141884	0	0	1	1
ACBD5	0.127384715201774	6.01647599175434	-1.06026999557125	0.295231969905333	0.720642419425352	-4.77935332307337	0	0	1	1
ACBD6	-0.120638973101329	5.16262083024257	0.723054159675857	0.47375407447412	0.800860686963338	-4.98310037291937	0	0	1	1
ACBD7	-0.107709819053236	-1.5655017221035	0.342752659217687	0.733536764090178	0.918068719631685	-5.12264721309634	0	0	1	1
ACCN1	-0.132558539509677	-6.85966420402624	0.294340932081121	0.769983464297423	0.931035834470452	-5.13334028764499	0	0	1	1
ACCN2	1.00270907971975	-2.98266330110762	-1.45524832494888	0.153219757795484	0.668690142957653	-4.45104893965213	0	0	1	1
ACCN3	-0.225195455576439	1.71685912389437	0.708737669847368	0.482500424914636	0.80634261647578	-4.99011417748718	0	0	1	1
ACCN4	-0.969558101349955	-2.35278879805423	1.53983565315898	0.131288470418747	0.655086643721364	-4.3689449850811	0	0	1	1
ACCN5	-0.614206475114751	-7.01501440157557	1.26895698063388	0.211617836348513	0.71883165586357	-4.61746718755825	0	0	1	1
ACCS	-0.0824984497515535	-5.70196438118468	0.109633180444408	0.913235493692826	0.977363938759907	-5.1592537052206	0	0	1	1
ACCSL	-0.695728572362933	4.4410129237923	2.42034499621847	0.0200249622414455	0.589100373157291	-3.30036084469065	0	0	1	1
ACD	0.253452897142823	4.22808316719097	-1.34833603586988	0.184956895125812	0.700200162346419	-4.54902161278268	0	0	1	1
ACE	0.0455597448033114	3.50655772812369	-0.278520100894683	0.782013966049448	0.93702643281089	-5.13648445868329	0	0	1	1
ACE2	0.250329103002094	3.16859335781426	-0.507114801842943	0.614792849039839	0.869789826270104	-5.07435110893791	0	0	1	1
ACER1	-0.228948491230309	-5.5330151474408	0.35626918467226	0.723466997037492	0.913731562023741	-5.1193736315622	0	0	1	1
ACER2	0.281584035744473	-4.67274635461904	-0.390146497282018	0.698449108998129	0.903734940665921	-5.11061745390901	0	0	1	1
ACER3	-0.541386280807769	0.799505325508056	2.06853950782489	0.0449391589840798	0.602872484683745	-3.77060505061725	0	0	1	1
ACHE	-1.05226598848706	-0.241516269818158	0.930044881770576	0.357795201461666	0.73271995574876	-4.86669248194219	0	0	1	1
ACIN1	0.0373113627354904	8.06558971202749	-0.353135235520124	0.725797439148359	0.915190665775758	-5.12014383017368	64	-0.291481307076467	0.770683238309696	0.931535240721933
ACLY	-0.213512713617868	7.56612218451331	1.92582784050402	0.0610841575691273	0.612057643266396	-3.94580031795434	0	0	1	1
ACMSD	-0.604299617149389	-2.02693785370352	1.47555626414422	0.147706880765211	0.663655049224714	-4.43170255539878	0	0	1	1
ACN9	0.090394545064989	1.89710621331444	-0.374766774427742	0.709766733504944	0.907765010453512	-5.11469023588463	0	0	1	1
ACO1	-0.147568454351888	4.54978905695938	0.970484971838726	0.337499118356019	0.720642419425352	-4.84071902902937	0	0	1	1
ACO2	-0.127833071085679	6.61486710733937	1.25000025292309	0.218391953077311	0.720642419425352	-4.63326150167931	0	0	1	1
ACOT1	0.000682595669652564	2.36371049645509	-0.00350512096270274	0.997220334063195	0.998827261697557	-5.16342942936533	0	0	1	1
ACOT11	-1.57730145027227	1.33003567641088	1.98851797956209	0.0534617151327448	0.611943544087151	-3.87001716322341	57	-3.37040246034284	0.000750584729360276	0.486926726644378
ACOT12	-0.781514001964124	3.50076232908102	1.61702696139789	0.113546606807244	0.651774573772262	-4.29057429074041	0	0	1	1
ACOT13	-0.706248998415093	-3.91937007130664	1.18534015460916	0.24271219265633	0.720642419425352	-4.68551392929507	0	0	1	1
ACOT2	0.0196897976853947	3.20941266575039	-0.0757655266777577	0.939974374916367	0.984616197440737	-5.16143715717528	0	0	1	1
ACOT4	-0.562879031192159	-0.888118508482185	0.979626633240083	0.333019467463351	0.720642419425352	-4.83470345946292	0	0	1	1
ACOT6	-0.902585516976957	-5.62978993101266	1.33881606665182	0.188011544432902	0.700670930124944	-4.5574255415072	0	0	1	1
ACOT7	-0.466507689919264	3.80779205640795	1.42753226742374	0.161003985832613	0.674933105626386	-4.47707605842438	0	0	1	1
ACOT8	-0.142594631635324	2.43230551956662	0.798826006009224	0.428997589015657	0.775621153142993	-4.94372853705114	0	0	1	1
ACOT9	0.195294530019597	4.39307344284512	-1.14353549275722	0.259453603022492	0.720642419425352	-4.71794900171356	0	0	1	1
ACOX1	-0.0121790656035081	6.63146081815486	0.0975113022361519	0.922795800029995	0.980745463741723	-5.16012681477539	0	0	1	1
ACOX2	0.0635925053849844	-2.32329940855672	-0.0934347992125632	0.926013537211597	0.98149123763357	-5.16039748908685	0	0	1	1
ACOX3	-0.139318034246857	4.15838856784549	0.809164473076392	0.423094532237248	0.772728612345333	-4.93806452275195	0	0	1	1
ACOXL	0.145404738091057	-3.32750149100273	-0.210555951085132	0.83427740819965	0.955664888697706	-5.14802376236509	0	0	1	1
ACP1	-0.14896555394848	5.05466236905595	1.13143257725724	0.264451818324638	0.720642419425352	-4.72713994892738	0	0	1	1
ACP2	-0.195927342992377	2.98809716457063	1.4895053817681	0.144012104017746	0.661574088074024	-4.41827950820657	0	0	1	1
ACP5	0.291966198864686	3.10906180312255	-0.666575976590782	0.508779240627661	0.821658800296358	-5.00997974919713	0	0	1	1
ACP6	-0.383343576382714	2.52034552808967	0.956014724773908	0.344671628747849	0.723125993695021	-4.85013252642165	0	0	1	1
ACPL2	0.485363243999166	2.14040940471992	-1.59455458809521	0.118497521942649	0.652937645533743	-4.31372445287653	0	0	1	1
ACPP	-0.0323118069458976	4.15190418707423	0.0604875663454683	0.952061394097497	0.988168136402087	-5.16216112971449	0	0	1	1
ACPT	-0.853583376592518	0.566381381291226	2.59458663573216	0.013080322617894	0.585919319863068	-3.04926270436562	0	0	1	1
ACR	-0.537766437964965	-2.05577294243015	0.752699611624446	0.455933345736623	0.791210218929747	-4.96814613488196	0	0	1	1
ACRBP	0.0944100309227225	-3.09326044574286	-0.118207350938113	0.90648096800731	0.974923322974305	-5.15857447451781	0	0	1	1
ACRC	0.0148221632624512	2.8698339136014	-0.0623749164781964	0.95056755615743	0.98749261645486	-5.16208048144431	0	0	1	1
ACRV1	0.232036280487115	3.31148869260351	-0.918414609474941	0.363776829771397	0.735548125908972	-4.87396892219253	0	0	1	1
ACSBG1	-1.74602231111265	-1.44851872671729	2.56002453116899	0.014251451660001	0.588764109184612	-3.09994952274181	0	0	1	1
ACSBG2	-0.633640924749376	-2.11719450854276	1.40830571788465	0.166583502501511	0.679586476394388	-4.4948739789954	0	0	1	1
ACSF2	-0.159399767014316	3.7483535859201	0.626413411526606	0.534518355325502	0.833830747922785	-5.02780190240686	0	0	1	1
ACSF3	-0.245244745758253	6.05850936639422	1.25860411273433	0.215297624186778	0.720642419425352	-4.62611950671445	0	0	1	1
ACSL1	0.173957710183178	6.54918830446123	-0.410149617734187	0.683832935411393	0.89762962054559	-5.10507776843104	0	0	1	1
ACSL3	0.174388716159735	4.71618599445374	-0.937250956095105	0.354121393932459	0.730384488214647	-4.86214060473832	0	0	1	1
ACSL4	0.0815421698663439	5.84982526607547	-0.540322368304866	0.591899806989924	0.860497522170966	-5.06235865763583	0	0	1	1
ACSL5	0.107100223586295	6.29790466324386	-0.869579392466996	0.389595988991383	0.752811958843293	-4.90357410016394	0	0	1	1
ACSL6	0.295464635442151	3.77688678076686	-0.325845299906852	0.746199738984949	0.921940070236072	-5.12656511093006	80	0.241071642994019	0.809499590329385	0.943325512902027
ACSM1	-0.990555590975945	1.60976228653011	1.49122650535503	0.143561356849579	0.660549697554635	-4.41661573516517	0	0	1	1
ACSM2A	-0.0310544834188962	-7.54916028667108	0.266983463968385	0.790821084954221	0.940495137663087	-5.13866825299104	0	0	1	1
ACSM2B	0.163546126084201	-7.43050137843748	-0.611726938473158	0.544098004603085	0.83756384768619	-5.03404957024324	0	0	1	1
ACSM3	-0.785892158950311	3.6839962573257	1.80765470388153	0.078005398436951	0.634397921436604	-4.08346615432799	0	0	1	1
ACSM4	0.097830332286625	-5.62789327424531	-0.156802801950707	0.876170362688937	0.965487592674901	-5.15488477404735	0	0	1	1
ACSM5	0.251688673610927	-4.22583101360559	-0.283665028320767	0.778095554627176	0.934990979291895	-5.13548093109758	0	0	1	1
ACSS1	-0.566800219408166	6.02651130266647	2.78506353199788	0.00806616925356891	0.574165318760097	-2.76262874338359	0	0	1	1
ACSS2	-0.00370614520299561	5.0567902209217	0.0163616585318209	0.987025280399019	0.996204426095787	-5.16334058586237	0	0	1	1
ACSS3	-0.18860071745366	-4.5272954487322	0.186636368210197	0.852866782768722	0.959254942808029	-5.15132423865739	0	0	1	1
ACTA1	-1.51402620606732	-1.87766703228547	1.51821653935982	0.136638697748284	0.656789342507755	-4.39030877718105	0	0	1	1
ACTA2	0.212033973730697	4.59382962094357	-0.942829352457843	0.351294440301656	0.728442333144719	-4.85859410636316	0	0	1	1
ACTB	0.0304058507358649	-7.51168447316208	-0.185729180215701	0.853573556079188	0.959254942808029	-5.15144160883948	32	-1.29000570395366	0.197048677668436	0.709153368855089
ACTBL2	0.213540525666502	14.0191036820939	-1.13268112452281	0.263933035623847	0.720642419425352	-4.72619596041299	0	0	1	1
ACTC1	-0.12047436117123	-7.15289348752013	0.330622945551292	0.742614074750845	0.920062442086228	-5.12547794212447	0	0	1	1
ACTG1	0.102275580353487	12.0412408787499	-0.633467931101704	0.529948424838347	0.831523074683256	-5.0247495153402	0	0	1	1
ACTG2	0.817208344783607	-6.63330448502965	-1.66622684111788	0.103296307910802	0.6471268400074	-4.23894429029916	0	0	1	1
ACTL6A	-0.0755154670180573	5.22615471647958	0.473152580486333	0.638615395815908	0.879746893133383	-5.08584210368696	84	-0.271469407477556	0.786030025847103	0.935910029134238
ACTL6B	-0.11805022105867	-4.94145296454929	0.178167677895598	0.859469269868702	0.961095617284251	-5.15239769933079	78	-0.716003034594388	0.473989475134985	0.819743045479401
ACTL7A	0.231256978401514	-3.50491151107662	-0.441889348344618	0.660892828141721	0.888933356776589	-5.09572588624591	0	0	1	1
