Mixture	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK	P-value	Correlation	RMSE
2260553_BL	0.274228539648904	0.299810996553664	0.335459055415359	0	0.000501042385991229	0	0	0.0357492394040729	0.00151234691988324	0.0527387796721258	0.05	0.0443763656051277	1.00235307843512
2280935_BL	0.0114344524261109	0.182042984822806	0.197323316753335	0.105732589500289	0	0	0	0.469124068453363	0	0.0343425880440967	0.01	0.0821122993308785	0.999525095684171
2283265_BL	0.27984380264652	0.638364617693527	0.0495308136455447	0.010549795158947	0	0	0	0.00456368311808612	0.0171472877373742	0	0.13	0.0137383715353653	1.00244462284624
2410163_BL	0.0660390836681183	0.874041992576709	0.0367900430434211	0	0	0	0	0.00125718493027075	0.0151114807132571	0.00676021506822345	0.05	0.0454751538988343	0.999881990833562
2450523_BL	0.114050989753974	0.358276697526359	0.124279172121625	0.00716669405642956	0.000506343636614767	0.00070736745995221	0	0.296456260653193	0.0985564747918521	0	0.01	0.0928278396515237	0.996330561796129
2463247_BL	0.103668864865467	0.140752986912666	0	0	0	0.025033419232107	0	0.610042194999455	0.0986769217416992	0.0218256122486061	0.04	0.0524500434467164	1.00649413645487
2480485_BL	0.138407386997834	0.638850573833005	0.206486488057984	0	0.000119209076534004	0.000169612308141906	0	0.00223452472846488	0.00658316991605231	0.00714903508198489	0.01	0.091316471364035	0.996132515740877
2297625_BL	0.00016324105770743	0.11896270424464	0.286693582020758	0.155079824450076	0.000203025782520625	0	0	0.0177801222271692	0.143815540761227	0.277301959455903	0.03	0.0555242844489067	1.02253297000399
1825001_BL	0.0082848546932819	0.357987188857685	0.113586268621816	0.0202228322634417	0	0.001323112763999	0	0.190831272203784	0.264009439332174	0.0437550312638181	0.04	0.0501014831103927	1.00633743312702
2247707_BL	0.2538407676122	0.391145550862661	0.0328400208739054	0	0	0.0299441214568047	0	0.207256713298243	0.0325984217705568	0.0523744041256289	0.02	0.0807439130461751	0.997326781052252
2620771_BL	0.313692945004759	0.599463182906494	0.0143094750651398	0.0490214038292324	0	0	0	0.0023098361819873	0.0203704415930186	0.000832715419368898	0.02	0.0642806563475062	0.99842660349949
2430935_BL	0.00429585336171015	0.228075491741002	0.00364277634571797	0	0	0.0228776586414808	0	0.282377177044879	0.413041345239557	0.045689697625653	0	0.25006896685485	0.968192745706919
2295595_BL	0.599054533999979	0.257971964004624	0	0.0405222779208156	0	0	0	0.0735715226156947	0.0288797014588872	0	0.07	0.0282655051958625	1.00334185118691
2264225_BL	0.0857033476352555	0.283815238240019	0.310978656140382	0	9.86206268125416e-05	0	0	0.0470178081374284	0.269126648263865	0.00325968095623766	0.02	0.0719582474708447	1.00251092442799
2297941_BL	0.106160539609704	0.493920009479809	0.143898270093025	0.0670678820678947	0	0.00183980656669284	0	0.160679702346489	0	0.0264337898363854	0.01	0.128760959896632	0.992133123451144
2151503_BL	0.151726364805799	0.419000751605855	0.211634766648394	0.0526827951657976	0	0	0	0.0986939053848048	0.0662614163893492	0	0.02	0.0603524209201495	0.999726718521492
2263055_BL	0.130037966873303	0.526105626125132	0.0159130488127362	0.0093583215807486	0	0	0	0.254049459194779	0.0620752982194989	0.00246027919380201	0.0600000000000001	0.0338450554812721	1.00196833698239
757509_BL	0.0956307651684428	0.131690845921909	0.312948051055689	0.00789544585770869	0	0.00777170488835217	0	0.427219241640699	0.0168439454671991	0	0.01	0.135294171234883	0.9908983832003
