Mixture	B	CTL	GMP-like	LSPC-Cycle	LSPC-Primed	LSPC-Quiescent	Mono-like	Monocyte	NK	Plasma	ProMono-like	T	cDC	cDC-like	P-value	Correlation	RMSE
IDHwt_1	0.118261061866519	0.187467577325891	0.0680728467016052	0	0	0.112190538043611	0.0636783275860765	0	0	0.203523574761696	0	0.0163164144450624	0.021009664225973	0.209479995043566	0.09	0.00649971113332872	1.038091298867
IDHwt_2	0	0.0591073187223659	0.157874603990389	0.289751143317443	0.206957406443887	0	0.0546073671994636	0.012905464363032	0.0813281830196657	0.026657294005016	0	0.0235281111332513	0	0.0872831078054861	0.92	-0.00631913827593029	1.02313701904732
IDHwt_3	0.0839361948353687	0.0343076971317294	0.148117178211352	0.109183076199732	0	0.249002937550612	0	0.176190379376946	0.0520369011231027	0.0237511905788748	0.0204538416106646	0.0427585944821105	0.0602620088995074	0	0.81	-0.00458106941170945	1.08178958053499
IDHwt_4	0.0696467282170866	0.0728847124964706	0.0808084944573071	0.177564179612555	0	0	0.103411330685841	0.0906358050376282	0.0111759530214371	0	0	0.223203710787719	0	0.170669085683956	0.42	-0.00149127529702591	1.08773086876573
IDHwt_5	0.058575754897753	0	0.0617443550849878	0	0	0.507626809996259	0.0187657321666821	0	0.060597283852076	0.00252105403705402	0	0.152591978699986	0.137577031265202	0	0.64	-0.00300981297613123	1.01409300677891
IDHwt_6	0	0	0	0.1980296071335	0	0.422062509116603	0	0.0555542472139571	0.013030501898365	0.0281981954445344	0.0528899193907667	0.0441056363884407	0.186129383413833	0	0.79	-0.0040052304962478	1.05913633300255
IDHwt_7	0	0.0942473686493721	0	0.308986617390902	0	0.284482854533453	0.116513119518338	0	0.0554308790594755	0	0	0	0.14033916084846	0	0.65	-0.00313266021506657	1.05723042232439
IDHwt_8	0.0322878812253785	0.026534289096073	0.105337009806532	0.252545920474798	0.0613133526704639	0.310956604780051	0.00411047723538811	0.0485606628977926	0.158353801813523	0	0	0	0	0	0.95	-0.00704395523847917	1.01272619268405
IDHwt_9	0.0727775678726583	0.0320733374665521	0	0.226824391354302	0.00746841013296906	0.123461900049098	0.0229783926296192	0.23849420785047	0.150710199904455	0.0567745019811804	0	0.0684370907586961	0	0	0.8	-0.00408776005760222	1.10921114955179
IDHwt_10	0.253192619639255	0.187275671074325	0.0291656726598127	0.276922254502504	0	0.08739266047567	0	0	0	0.0389956139869055	0.127055507661527	0	0	0	0.7	-0.00349749452231014	1.06337903483839
IDHwt_11	0.156761756215238	0	0.284639535156078	0	0.242507726008568	0	0.108583661532637	0.0210328923678484	0.0339709561094789	0.0792251149390901	0	0.0730330206886605	0	0.000245336982401429	0.89	-0.00576904351077834	1.0513995378416
IDHwt_12	0	0.0198678860909894	0	0	0.0384563279361351	0.00286525221692509	0.111254777962879	0.057905821442186	0.051152340904557	0.0222700162430574	0	0	0	0.696227577203271	0.62	-0.00286826789230613	1.1230902815298
IDHwt_13	0.362154419426115	0.411350259832515	0.0837898081331931	0	0	0.0530370374560716	0	0.049866560411401	0	0	0	0.0398019147407048	0	0	0.62	-0.00283938086153045	1.01482522115215
IDHwt_14	0.245817468754652	0.236081882833089	0.0554720603240651	0.306067718362769	0.0506937075891278	0	0	0.0752929316907683	0	0	0	0	0.0122306894970685	0.0183435409484608	0.61	-0.00280915843071083	1.01769239141599
IDHwt_15	0.0159808153135677	0	0.0118326032919563	0	0	0.435174270979802	0	0.0671049049975944	0.00147476048248676	0.014435716123098	0.0261848945696517	0.272875969099472	0	0.154936065142371	0.55	-0.00232814263347576	1.02901013038705
IDHwt_16	0	0.0816209103285235	0.500372946807815	0.150663681095336	0	0	0	0	0.0790468504302976	0.166912377829504	0	0	0.00592452255647149	0.0154587109520522	0.63	-0.00298080082322247	1.02135351670754
IDHwt_17	0.298630482006434	0	0.0587836832513174	0.0461329769777626	0	0	0.0216042686439757	0	0.0359073412119274	0.130813591661901	0.0173463857384854	0	0.241428054662153	0.149353215846044	0.61	-0.00277783641596364	1.05053173857981
IDHwt_18	0.114764134850468	0.238413728035589	0.0217610751289611	0.410171486776524	0.0172254305153718	0	0	0	0.109667567673769	0	0.0229498186751535	0	0.0650467583441635	0	0.62	-0.00285999686443033	1.0138656943375
IDHwt_19	0	0.0600944504572036	0.0835331812346231	0	0.289738330218231	0.0402504153979821	0	0.202406538292773	0.066374746874868	0.0139325499107073	0.0658616864341708	0.105033938118605	0.0727741630608356	0	0.8	-0.00423301483103182	1.14263517915921
IDHwt_20	0.203980154242865	0.0835136852639157	0.0219446607242692	0.179385404021422	0.0627063857939979	0	0.158365536232511	0	0.232191084260283	0.0579130894607357	0	0	0	0	0.45	-0.00177824381225663	1.06489039949991
IDHwt_21	0	0.0799735384668341	0	0.114895804827779	0	0.414201562619699	0	0.216746437458853	0.0605586414681418	0.0237534088468568	0.089870606311837	0	0	0	0.51	-0.00212063079788927	1.1565159359321
IDHwt_22	0.197803497920411	0.0205842362154397	0	0.118244037756583	0	0.0265895106531228	0	0.31266837025019	0.0679815610492185	0.109011930185392	0	0.147116855969643	0	0	0.64	-0.00301936232827818	1.14760541637937
IDHwt_23	0.129167615246822	0.125524421648982	0	0.0694511763618636	0	0.512973739206441	0	0.110498147174488	0.0229083062884409	0	0.0294765940729628	0	0	0	0.88	-0.00556458986586781	1.03987104358349
IDHwt_24	0	0.0995470107840539	0.152136656303653	0.227930099225219	0.0164584412090712	0.090103133414109	0.0317502185713014	0	0.261366708745972	0.12070773174662	0	0	0	0	0.08	0.00825310865640864	1.01634604300261
IDHwt_25	0	0	0	0	0	0.490841424262052	0	0.21861948256578	0	0	0.246668195480562	0.0438708976916069	0	0	0.54	-0.00224039008330815	1.36937884802916
IDHwt_26	0.189364897512626	0	0	0	0.207619865844103	0	0	0.0840219978839408	0.0370947973771983	0.199883876692683	0.196088313507356	0	0.0859262511820929	0	0.31	-0.000447060731509641	1.21531310871311
IDHwt_27	0.177880023326376	0.236289491418176	0.0684820780696467	0.0473430096054538	0.0964599968350656	0.0368669100762297	0	0.189991413870058	0.0282655939379725	0.0106484845217848	0	0	0	0.107772998339237	0.81	-0.00455962484878325	1.07144670634904
IDHwt_28	0.29269314819501	0.062384943217401	0.206170947936062	0.00766100998733974	0.0688261903110171	0	0	0.36226376035317	0	0	0	0	0	0	0.8	-0.00427187903477318	1.19300213723565
IDHwt_29	0.157309568791381	0.111714748817084	0.157455842895153	0.0333323528009615	0.0136384345392283	0	0	0.265134372716981	0.0894557313450865	0.0490235948375166	0.00224938382007997	0	0	0.120685969436529	0.6	-0.00269640904555756	1.12772339486581
IDHwt_30	0	0	0	0.0394899685025867	0	0.281476042795712	0.0216983372022795	0	0.0795100536516881	0.0327392164087931	0	0.225699606226172	0.170291525236213	0.149095249976556	0.78	-0.00397780653474889	1.02415457380345
IDHwt_31	0.368041429185012	0.288412001978676	0.0485166169667054	0	0	0.140402020305953	0	0.093601673961215	0	0	0	0.0502054598389006	0.010820797763538	0	0.19	0.00127853587784109	1.02304421968327
IDHwt_32	0.0034752259799665	0.110380860396722	0.0162457933967305	0.17559125244581	0.00822724501715211	0.118988484397989	0	0.449385459436967	0.0707052887167232	0	0	0.0470003902119393	0	0	0.41	-0.00133017179608492	1.26861726457952
IDHwt_33	0	0.0529250171604407	0	0.180234085178996	0.282536539548813	0	0.0638207890319784	0.128899220763487	0.158911029409558	0.0292526505367756	0	0.00461178132903532	0	0.0988088870409164	0.54	-0.00222888031839473	1.07584869397136
