Mixture	B	CTL	GMP-like	LSPC-Cycle	LSPC-Primed	LSPC-Quiescent	Mono-like	Monocyte	NK	Plasma	ProMono-like	T	cDC	cDC-like	P-value	Correlation	RMSE
IDHwt_34	0	0.245134439673022	0.148439491647804	0.0501785529134002	0	0.258809316280138	0	0.0480684246295235	0.0855499067264569	0.0281128368623673	0	0	0.135222975065564	0.000484056201724611	0.22	0.00039778725677642	1.02368843983666
IDHwt_35	0	0	0.20438804041034	0.321406297207499	0	0.292962003674163	0.125022260275708	0.00567141668700154	0	0.0505499817452893	0	0	0	0	0.62	-0.00283275534823748	1.04893363830923
IDHwt_36	0.058426188766166	0.0208171805093823	0.0911089470444664	0.201929758817141	0	0.0782530878486776	0.0218588091780194	0.388155645155412	0.044681925082911	0.0947684575978247	0	0	0	0	0.56	-0.00249140424783778	1.23807617726465
IDHwt_37	0.125125739712152	0	0.0848880507158069	0.165203777459308	0	0.25222108690136	0	0.269849578429702	0.0366523238316832	0	0.039359352201591	0.0255912942042499	0	0.00110879654414696	0.82	-0.00469013405025719	1.14886317198758
IDHwt_38	0.187395110925619	0	0.0594942553001363	0.136677785071421	0.0277366483657382	0.00514429479601768	0.070271127877359	0	0	0.295647159275229	0	0.185811711043826	0	0.0318219073446546	0.05	0.0111177526537767	1.04073017647814
IDHwt_39	0.419866078274012	0.105975751664612	0.0363372395179367	0.0371614557527329	0	0.253081013887892	0	0.00978322502226692	0	0	0	0.0447313450304181	0.0930638908501301	0	0.9	-0.00611808612258134	1.00987628394903
IDHwt_40	0.027902173900144	0.0736291027135694	0	0.334547725290604	0	0.323508427411925	0	0.160218055073562	0	0.0122622715934448	0.0679322440167509	0	0	0	0.81	-0.00441797065071501	1.09391841357376
IDHwt_41	0	0.0510178743540941	0	0	0.500919477022396	0	0	0	0.0369360105312762	0.0269175152609763	0.0356115909595318	0.10484126819731	0	0.243756263674415	0.08	0.00851258180647149	1.0163147668199
IDHwt_42	0.118764802368312	0.0778400923921376	0	0	0.237517946285738	0.133625719394172	0.149678274275109	0	0.162090534490235	0.120482630794296	0	0	0	0	0.71	-0.00352754350841988	1.06087551574933
IDHwt_43	0.594376157780402	0	0	0	0.029541136022664	0	0	0.129261310947002	0	0	0.00987765827280384	0.16142209080441	0	0.075521646172718	0.71	-0.00361619457290654	1.0438618625247
IDHwt_44	0.0460954849200256	0	0.0321073854240012	0.256719669504698	0	0.254437780610047	0	0.086097338785675	0.0419312021318284	0.229773736764731	0	0	0.0253049781115604	0.0275324237474333	0.12	0.00438783507780595	1.03362509818788
IDHwt_45	0.215320893692706	0.493575518378643	0.0106567996606974	0.224043542370118	0.0188473892360318	0	0	0	0	0	0	0	0.037555856661803	0	0	0.056791384551265	1.0013906701861
IDHwt_46	0.141317660211426	0.124871484606949	0	0.142577865207781	0	0	0	0.278769487863135	0	0	0.0940294245194883	0	0	0.218434077591219	0.67	-0.00326092708519341	1.24413473710532
IDHwt_47	0.0243066173906222	0.0504201482139896	0.143942168075378	0.118160777646951	0	0.0124431027722529	0	0.191769468970777	0.101807375969047	0.0461469065275028	0	0.126303252084687	0.184700182348792	0	0.38	-0.000896849262154415	1.10102164551119
IDHwt_48	0.235851805110357	0.0313407125198087	0.10667463212194	0	0.0140590860013697	0.25570322587876	0.101220636203019	0.0138056656633579	0.0215262760872293	0.125098410389173	0	0.0251447580151669	0	0.0695747920098184	0.81	-0.00430958993349033	1.04630353820306
IDHwt_49	0.286026277997657	0.124651612526708	0.046178222192403	0.124673894938848	0.111986065922332	0	0.0351615778697316	0.0423466507145494	0.0634378389928666	0.0169099355273697	0	0.148627923317534	0	0	0.5	-0.00206173526604936	1.01925732339906
IDHwt_50	0.124612743337157	0	0	0.10221407580763	0	0.273388639641963	0.269622737861117	0.175087777237687	0	0.0550740261144465	0	0	0	0	0.51	-0.00208998550571175	1.30813062608093
IDHwt_51	0	0.127208817045394	0.0235237872277419	0.190283117688079	0	0.428842185186962	0	0.15742853924284	0.0478653695269441	0	0.00677119172690864	0	0	0.01807699235513	0.92	-0.00634511559364839	1.04973008417054
IDHwt_52	0	0.138883338252768	0.09849474319533	0.32449460501781	0	0.00964586938005253	0	0.277159563345501	0	0.0703401616018269	0	0.0809817192067119	0	0	0.5	-0.00199310464699397	1.11947538573083
IDHwt_53	0.0448264139196057	0.0247150977267589	0.0701385791257373	0.261275054291076	0	0.144765313018134	0.0380141140709266	0.359079805393571	0.0571856224541907	0	0	0	0	0	0.8	-0.00406787680542809	1.22421727272543
IDHwt_54	0	0.0715348977220781	0	0	0.150402267338024	0.265238944381217	0	0.383195102737018	0	0.116850022578211	0.0127787652434523	0	0	0	0.4	-0.00123191810796272	1.22005462570891
IDHwt_55	0	0.113111048274269	0.0976435912774134	0.186801274133482	0	0.0495974052026315	0.0875546793268704	0.158656483731781	0.0580347508580173	0.248600767195536	0	0	0	0	0.48	-0.00189489106246631	1.12399217580787
IDHwt_56	0.225766988265758	0.223371045083638	0	0	0	0.160907238638846	0	0.168013951674684	0	0	0.0699222892880452	0.152018487049029	0	0	0.5	-0.00196254201423873	1.10211910692757
IDHwt_57	0.0164955294506511	0.192388980392193	0	0	0.415804583289185	0	0	0.177946893567626	0	0	0.0437864972512006	0.153577516049144	0	0	0.46	-0.00179104470214025	1.08434739037137
IDHwt_58	0.109395239573626	0	0.0737982061697726	0	0	0.548046567593839	0	0	0.05057806385019	0.0132467010767043	0	0.0383834716294361	0.166551750106431	0	0.1	0.00575732874365947	1.01036114166203
IDHwt_59	0.160656782905773	0.0745454269939056	0.016474083545203	0	0	0	0	0.0190982149681233	0.0287008892253713	0.113318219269572	0	0.400421235133619	0	0.186785147958432	0.39	-0.00121968168872314	1.01580461459321
IDHwt_60	0.22668258592359	0.149141762928575	0.0408193130234917	0.0838906001846678	0.180066347445123	0.177932213769628	0	0.0899796688586941	0.0200356534908353	0.031451854375396	0	0	0	0	0.04	0.0159840102505288	1.01604711395646
IDHwt_61	0.00555279558650766	0.323990592535107	0.0845258167987547	0.0388349505980173	0.0784289695484668	0	0.0421196994025333	0.0607688336700441	0	0.200752626151011	0	0.165025715709559	0	0	0.3	-0.000326773308547602	1.04051538706965
IDHwt_62	0.0110962570651221	0	0.0962812549592766	0.149048992980977	0	0.160869396482446	0	0.265013931525131	0.162293194993701	0	0	0	0	0.155396971993346	0.83	-0.0050044506111683	1.12593169229482
IDHwt_63	0.296075889213043	0	0	0	0	0.238061416330035	0	0.286835227925342	0	0	0.0411821658943222	0	0	0.137845300637257	0.93	-0.00646607340478902	1.17879576685788
IDHwt_64	0.273737604257652	0	0.372219333747214	0	0	0	0.0162774950997991	0.0795019062727252	0.0956742311229946	0.0230414628176803	0	0.139547966681934	0	0	0.97	-0.00944932133878716	1.03197642033277
IDHwt_65	0.175251676006644	0.15317670341365	0	0.213768570029395	0	0.287203041192104	0	0.0608194068165416	0	0	0.031942627995666	0	0.0778379745459998	0	0.9	-0.00593341117969394	1.0323059774867
IDHwt_66	0.0248773048844504	0.148396037018795	0.145389624390468	0.215376769945214	0.0120990118409127	0.146376224332167	0.0143804746227156	0.0471358260172586	0.028888958088057	0.130297535251953	0	0.0058317542911225	0	0.080950479316887	0.88	-0.00562609414255064	1.02297766780672
IDHwt_67	0.0250725955195245	0.0255555386461789	0.161113878357248	0	0.329419540301504	0.081614575631407	0	0.0831453564162857	0.0826592223569188	0	0.0119997833802272	0	0.199419509390706	0	0.8	-0.00411286000564531	1.05063584827975
IDHwt_68	0	0.349499897858344	0.108558898022307	0.0839896440979496	0	0	0.088581008953803	0.285511182108085	0.0838593689595118	0	0	0	0	0	0.81	-0.00458353665720115	1.21785480430999
IDHwt_69	0	0.0272430290335187	0.0720063338389729	0.21185321832003	0	0.176900556565289	0.0505180437452431	0.0725954567551387	0.0274394909319553	0.217157896454196	0	0.123529955879608	0	0.0207560184760475	0.55	-0.00241767181915135	1.04809352541586
IDHwt_70	0.0138473956610805	0.134516586437806	0.14041921329124	0	0	0.379383123686206	0	0.106954423554243	0.0611275494505281	0.0568553334261355	0	0.0170314776175955	0.089864896875165	0	0.54	-0.00230223438458448	1.03839048254596
IDHwt_71	0.338750700999883	0	0.00217871864969789	0.502900331922506	0	0	0.0371973745652487	0	0.00184057588456382	0.0307884178560727	0	0	0.0863438801220277	0	0.9	-0.00609940814849034	1.0155721103782
IDHwt_72	0.213593402285689	0.0198060628014023	0.0483658911061211	0	0	0.258757508706967	0	0.0943734336534326	0.0833736794844547	0.030898209607742	0.0537186268283311	0.167177594345998	0.0299355911798628	0	0.81	-0.00454434138314151	1.05501117189327
IDHwt_73	0.150643170681123	0.108226317410128	0.0805803092205641	0.167555384166536	0	0	0.017883402470893	0.420696427949563	0.0544149881011923	0	0	0	0	0	0.65	-0.00310406840297058	1.26405271097489
IDHwt_74	0.0909782531550467	0.11660059520416	0.0349936606073749	0	0	0.0124669304346274	0	0.272119973754446	0.0431400513467988	0.0983741855617649	0.101883776976548	0	0	0.229442572959234	0.74	-0.00376495651330701	1.25660238042357
IDHwt_75	0	0	0	0.0824940848720076	0	0.0182845772558849	0.0855242809110351	0	0.193373331518149	0.101176244297163	0	0.287194443013167	0.231953038132594	0	0.21	0.000596738239068172	1.05977037132663
IDHwt_76	0.0768795720636486	0.172509669458777	0.0470705609289865	0	0.0462674951823814	0.104869248664684	0	0.206020396068727	0	0.00991489162476522	0.0644262635436881	0.272041902464341	0	0	0.39	-0.00108614742445985	1.12412821771697
IDHwt_77	0	0.104938619570987	0.166713432425527	0.410400394318398	0	0.122424521772163	0	0.150366432642938	0	0.0178196473346422	0	0.027336951935344	0	0	0.83	-0.00493843502565032	1.04422768046873
IDHwt_78	0.0469582587450534	0.0472791547591763	0.311627115811728	0.0387686527280924	0	0.00714273480834607	0.244699219296019	0	0.102841740359967	0.0747173000451625	0	0.0678822600984437	0	0.0580835633480114	0.71	-0.00355829543857575	1.14848856306711
IDHwt_79	0	0	0	0.253308095505323	0	0.3004731117632	0.0801103065893484	0	0.0211817582811744	0.0267153926713821	0	0.0406853747144677	0.277525960475104	0	0.65	-0.00312395371134772	1.05839518292701
IDHwt_80	0.323366649120168	0.020574743250473	0	0	0	0	0.0907495666688671	0	0	0.397375725752025	0	0.167933315208467	0	0	0.54	-0.00222179659735107	1.07078006178575
IDHwt_81	0.163860808433354	0.000310994562755617	0.0508130843459075	0	0.112529701410969	0	0	0.384352546270382	0.0276166844026596	0.240731559590341	0	0.0197846209836306	0	0	0.39	-0.000996478466460673	1.22203185886284
IDHwt_82	0.284418948623701	0.103191731104194	0	0.0116296473708641	0.00350446402969123	0.0139859156853627	0	0.532755811445599	0	0	0.049975948219131	0.000537533521456835	0	0	0.65	-0.00311579602237995	1.4273262857714
IDHwt_83	0.293205605621164	0.0930348642079238	0.0751356372748008	0.080178765696421	0.0325324496564778	0	0	0.0797700264183563	0.0329360914159088	0.010352926760916	0	0	0	0.302853632948032	0.97	-0.00875333605336996	1.03223516614706
IDHwt_84	0.0460835672661232	0.0206180082600522	0.00437369639472164	0.0197553088981667	0.00998656606588202	0.0125290958287111	0	0.0899664788647099	0.017459537999679	0.0082445235076906	0	0.770983216914264	0	0	0.18	0.00196868552505453	1.02577905195987
IDHwt_85	0	0.179207530859276	0	0	0	0.225429243914862	0	0.0373866859267194	0.226480008846055	0.0565692702655054	0.0564920224366421	0	0.0190548831544519	0.199380354596488	0.11	0.00530416572546213	1.04527887499729
IDHwt_86	0.131274983608373	0.117166948113154	0.08040207907272	0.00586299344875891	0	0.0955708260037666	0.115269249097704	0	0.0534960719168218	0.15180787431707	0	0.113792730076138	0.121474418066496	0.0138818262789967	0.17	0.00246462749007365	1.06344777477141
IDHwt_87	0.0124403204883823	0.0831327373933526	0.054066927217462	0.133415334996951	0	0.0867134416731566	0.00692549993564312	0.550554012726834	0.0727517255682182	0	0	0	0	0	0.55	-0.00244054042705363	1.39082991762167
IDHwt_88	0.0320959914323511	0.0263087904615921	0.100906801981011	0.142055266706128	0.098502138888009	0.315865947395551	0.0306737218065113	0.0609711309728277	0	0.18703326507203	0	0.00558694528398854	0	0	0.6	-0.00270694756692559	1.03192489395657
IDHwt_89	0.132435518597892	0.0179728853743397	0.0277617317514958	0.171970822119171	0	0.0951715596375297	0.0381606005540065	0.452908919166028	0.0206211672958287	0	0	0.0429967955037095	0	0	0.8	-0.00421085138347983	1.31910667072806
IDHwt_90	0	0	0.162316219245812	0	0	0.485066611169605	0.0894011532580285	0	0	0.063156093669516	0	0.189763629512648	0.0102962931443906	0	0.93	-0.00643096435382503	1.03043703974196
IDHwt_91	0.122749038068417	0.145303676834061	0	0.0985670867208255	0.110932310196593	0.209542523450843	0	0	0.134080194994843	0.0391306872581652	0.072112851710044	0.0614012244907365	0	0.0061804062754718	0.83	-0.00492988799667659	1.02900529089766
IDHwt_92	0.0178277840078078	0.223430996293123	0	0	0	0.448522412132371	0	0.0781340377628748	0	0.00080026439520932	0.0157905810863439	0	0.21549392432227	0	0.21	0.000750838301270537	1.04834596793594
IDHwt_93	0.22973871510199	0.00787015205418623	0.0576953324794941	0	0	0.238457908138401	0	0.175043379661547	0.155180826374724	0	0.106169188101599	0	0.0298444980880592	0	0.82	-0.00478610830327726	1.15487161057189
IDHwt_94	0.141259790615215	0.0496622237121923	0.0460371317948464	0	0	0.488507155608287	0	0.110721227165245	0.00418561069752499	0.0201662118546371	0.0671416907644698	0	0	0.0723189577875815	0.84	-0.0050658197854177	1.07241070200762
IDHwt_95	0.17938804528078	0.0233333484710763	0.0219793897424649	0.102622011209552	0.169072711738601	0.118176062260994	0.0752562420131769	0.146843465334275	0.137958147963523	0	0	0	0	0.0253705759855578	0.85	-0.00520470953030206	1.08988859985745
IDHwt_96	0.126236303577527	0	0.110608339458564	0.0342883958974251	0.0430791137563423	0	0	0	0.269162220406878	0.0166785084572059	0	0.135824807093755	0.264122311352303	0	0.18	0.00208725200739463	1.02408822708154
IDHwt_97	0.118028435081677	0.0422484356402199	0	0.258481512495236	0	0.327814218021296	0.0246807228908432	0.0565579963443276	0	0.00781726629490957	0.0371095722942749	0	0	0.127261840937215	0.96	-0.00824608179386917	1.04258510921493
IDHwt_98	0.0565487099353902	0.0433087829557657	0	0.224092581679604	0	0	0	0.164318690936889	0.16164448672519	0.0860010406171121	0	0.0678621105760277	0.196223596574022	0	0.43	-0.00156757205821785	1.08432599484768
IDHwt_99	0.112091508097277	0.0621727950872025	0.0415795770208814	0.376283201790631	0	0.0124713448692231	0.273260204104325	0	0.0470924260787738	0	0	0.0256685546799277	0.0360380181988493	0.0133423700729087	0.87	-0.00546336573762901	1.16447553808506
IDHwt_100	0	0.187169727260848	0.0629370493498472	0.151127787931661	0	0.472377081957213	0	0.0989882461696706	0	0.0274001073307603	0	0	0	0	0.87	-0.00546776277411239	1.02295455325739
mIDH1_101	0.199117084763265	0.0145526858192013	0.0172349307497125	0.0846138607870869	0.091663905777946	0	0	0.115161001820531	0.0442180693793878	0.316472547902817	0	0.0965529843191925	0	0.0204129286808592	0.7	-0.00346942413290868	1.05672923484706
mIDH1_102	0.0749588391214454	0.0545036328241148	0.00748385345351937	0.34001350201169	0	0.22900085572452	0	0.219374183779075	0.0118137224110944	0	0.0125911398446407	0.0502602708299002	0	0	0.82	-0.00471292589707431	1.08535946157979
mIDH1_103	0.167055722187289	0.175329574787041	0	0	0	0	0	0.156090251833219	0	0	0.0768455324322549	0.408384729759988	0	0.0162941890002081	0.35	-0.000718413579489798	1.10286629209185
mIDH1_104	0	0.0406848777393103	0.0550042855887777	0.073305529952607	0	0.451087326159499	0	0.175566062873055	0.0644514996882262	0.0321085940107937	0.0483331483477311	0.030657751632974	0.0122155589880724	0.0165853650189537	0.81	-0.00455988137570323	1.09346222801259
mIDH1_105	0.0135596277778514	0.147797582229644	0.0154327376921345	0.117867864992848	0	0.306041071019575	0.0133481801277998	0.0860468894270084	0.0720762501295219	0.0305798339522445	0	0.182724782243748	0.0145251804076243	0	0.43	-0.00156579890977446	1.02498062809886
mIDH1_106	0.133662938189596	0.0575326564175566	0.054730881594674	0.025575733275645	0	0.0337622728294272	0	0.0630404195988907	0.0593908600812197	0.495407566300565	0.00746926205487887	0	0	0.0694274096575477	0.96	-0.00802602908059006	1.08548072661083
mIDH2_107	0.0692002918773593	0	0.064230089740912	0.115268599415578	0	0.370343502375678	0.0177961547292993	0.0202066262757938	0.00857702856830461	0.0605418028921498	0	0.122215956499334	0.151619947625592	0	0.8	-0.00428985155482611	1.02094435673353
mIDH2_108	0	0	0.239810805906208	0.206202211747033	0.183173233287024	0	0	0.216682640170745	0.0651567446348748	0.0889743642541164	0	0	0	0	0.8	-0.00416321378767649	1.08436155316306
mIDH2_109	0	0.185159125777088	0.0332596478295045	0.00341723389409834	0	0.306469495857383	0.0585610167843718	0	0.184967058759234	0.118406313352507	0	0	0.109760107745814	0	0.21	0.00080071188477068	1.03178013072311
mIDH2_110	0.271486259180544	0.201391889706579	0.0684420632437616	0.108905486335673	0	0	0.0798806614652901	0.0480403547663575	0.0089523322449947	0.0124739940022568	0.00146711273104122	0.198959846323502	0	0	0.31	-0.000408908865811585	1.04094108248875
mIDH2_111	0.0339114342431166	0.103754335757866	0.359370319408231	0	0	0.242118220930798	0	0.0523414776745946	0.0783486174384685	0.0426943538744191	0.00513934232077691	0	0.0222691810874717	0.0600527172642579	0.16	0.003102384460314	1.02228576102406
mIDH2_112	0	0.255016498466203	0.0184353401420775	0.299671888426581	0	0	0	0.044301487824838	0	0	0	0.247795663841691	0.13477912129861	0	0.19	0.0014573887420384	1.0195177052738
