"name"	"mIDH1_NR"	"mIDH1_R"	"distance"
"1"	"(10Z)-heptadecenoic"	0.326794405980727	0.584806296540492	-0.00490474612554592
"2"	"(11Z,14Z)-eicosadienoic"	0.334032037929605	0.584377650864553	6.14357547612521e-06
"3"	"(11Z,14Z,17Z)-eicosatrienoic"	0.334347749749325	0.583956305107699	0.000623008727013763
"4"	"(13Z)-eicosenoic"	0.338098762189711	0.58788971805435	-0.00098741332735558
"5"	"(13Z)-octadecenoic"	0.339009522959591	0.586928035806007	0.000538300367724398
"6"	"(13Z,16Z)-docosadienoic"	0.333811908020832	0.584476972130221	-0.000229503490579375
"7"	"(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic"	0	0	0.37751874289119
"8"	"(1R,2S)-naphthalene"	0.481906222444383	0.678097626755046	-0.00213578790947189
"9"	"(1S,2R)-naphthalene"	0	0	0.37751874289119
"10"	"(3E,5Z,8Z)-Tetradecatrienoyl"	0.370852667074442	0.5978061221981	0.00938057879340404
"11"	"(3S)-3-Hydroxy-Cis-8-Tetradecenoyl"	0.379916254630019	0.601439165322969	0.0113605885916105
"12"	"(5-L-glutamyl)-L-amino"	0.332244358876217	0.591345146726129	-0.00806845662801831
"13"	"(6Z,9Z)-octadecadienoic"	0.35134839320675	0.596432519547368	-0.00132475758240452
"14"	"(7Z)-octadecenoic"	0.404149298948661	0.629868708900971	-0.00206150242814973
"15"	"(7Z)-tetradecenoic"	0.332604338197458	0.585159983056369	-0.00166035883102167
"16"	"(8Z,11Z,14Z)-Eicosatrienoic"	0.314712951490671	0.558544643849442	0.0138748975900748
"17"	"(9E)-tetradecenoic"	0.351347792115497	0.596436215687556	-0.00132882597662454
"18"	"(Glc)3"	0	0	0.37751874289119
"19"	"(S)-3-Hydroxyisobutyryl"	0	0	0.37751874289119
"20"	"(S)-3-Hydroxyoctadecanoyl"	0.314692341618383	0.566508942221653	0.00589783558501078
"21"	"(Z,Z,Z)-7,10,13-Hexadecatrienoic"	0.361855189194953	0.59630447983008	0.00531010976490442
"22"	"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.37751874289119
"23"	"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.37751874289119
