node	mux	agg	layer1	layer2	layer3	layer4
36409	130.490172154813	2	1	0	0	0
36399	115.036993029012	2	1	0	0	0
36524	112.028912556675	2	1	0	0	0
32366	111.167909790413	2	1	0	0	0
36489	108.632413950712	2	1	0	0	0
36521	105.510763336307	2	1	0	0	0
36975	102.941549735194	2	1	0	0	0
36494	96.9533602355699	2	1	0	0	0
36549	94.0870699152588	2	1	0	0	0
36475	90.5176746925061	2	1	0	0	0
33732	85.9146960540243	2	1	0	0	0
36398	84.298170327488	2	1	0	0	0
36406	82.2731852555543	2	1	0	0	0
36418	80.9661518886732	4	2	0	0	0
36431	80.4855230541759	2	1	0	0	0
32867	80.3440836157706	6	3	0	0	0
33840	79.9686189279844	4	2	0	0	0
36680	79.967408390453	6	3	0	0	0
36428	79.6962785713665	4	2	0	0	0
36444	79.5002205818836	2	1	0	0	0
36632	77.8456658731806	2	1	0	0	0
36453	77.7544410222685	2	1	0	0	0
36671	77.493746862086	2	1	0	0	0
36679	76.6442518149518	2	1	0	0	0
37056	74.5820251317705	4	2	0	0	0
33239	74.1216730425787	2	1	0	0	0
36414	73.4177722963382	8	4	0	0	0
37032	73.3994259417065	8	4	0	0	0
36404	72.9437769731528	4	2	0	0	0
33953	70.8209664137693	2	1	0	0	0
36480	69.9084476133464	2	1	0	0	0
36466	69.7949923356704	2	1	0	0	0
32525	69.707366742686	2	1	0	0	0
32694	69.0289566134148	2	1	0	0	0
36437	68.4362064640656	2	1	0	0	0
34610	68.215753842297	2	1	0	0	0
36537	67.4498030420453	4	2	0	0	0
36584	67.4417260630727	4	2	0	0	0
37082	67.4387940207991	2	1	0	0	0
36411	66.6405294815613	8	4	0	0	0
36479	66.2609994956865	2	1	0	0	0
36413	65.7225406772192	8	4	0	0	0
36561	65.399522695286	2	1	0	0	0
36457	65.3988750700532	2	1	0	0	0
36723	64.9663296561433	2	1	0	0	0
36550	64.3253648650312	2	1	0	0	0
36536	64.02206275602	4	2	0	0	0
36435	63.950252088299	4	2	0	0	0
36425	63.8729824985273	8	4	0	0	0
36523	63.8066243582568	2	1	0	0	0
33325	63.7268535344346	2	1	0	0	0
36572	63.4503903043058	4	2	0	0	0
36447	63.3336499685962	2	1	0	0	0
36452	63.2831993305754	2	1	0	0	0
36482	63.0265541852411	2	1	0	0	0
39517	63	4	2	0	0	0
36697	62.9754389986526	2	1	0	0	0
36451	62.9297279176803	2	1	0	0	0
36668	62.831101021348	6	3	0	0	0
37033	62.6896752463559	6	3	0	0	0
32703	62.6633619181264	2	1	0	0	0
36517	62.5592447357646	2	1	0	0	0
36514	62.5523224420356	2	1	0	0	0
36647	62.2876889122555	2	1	0	0	0
19162	62.2444098356115	12	6	0	0	0
36648	61.7855699292499	4	2	0	0	0
36678	61.7143068227825	4	2	0	0	0
36531	61.712458983654	2	1	0	0	0
34109	61.5028832968546	2	1	0	0	0
36513	61.4839365324265	2	1	0	0	0
36423	61.0489034166791	4	2	0	0	0
31831	61	2	1	0	0	0
36427	60.9959249682128	4	2	0	0	0
36471	60.8714954167198	2	1	0	0	0
36710	60.8588563957718	2	1	0	0	0
37030	60.6052183624821	2	1	0	0	0
36652	60.5385516782828	6	3	0	0	0
37204	59.828944325538	2	1	0	0	0
36737	59.5508406177221	2	1	0	0	0
36402	59.4300174082824	2	1	0	0	0
36497	59.3715013730018	2	1	0	0	0
36602	59.1155999080816	2	1	0	0	0
36757	59.0536742385181	2	1	0	0	0
36842	58.972705192671	2	1	0	0	0
36597	58.9065132023074	2	1	0	0	0
36863	58.3241668564463	2	1	0	0	0
36875	58.178362843633	4	2	0	0	0
36552	57.6239360503927	2	1	0	0	0
36420	57.5416741175714	8	4	0	0	0
19169	57.1357404238106	8	4	0	0	0
37216	57.1156545168034	2	1	0	0	0
36596	57.0427371045445	2	1	0	0	0
32743	56.6444529273739	2	1	0	0	0
36505	56.5758573718072	2	1	0	0	0
36703	56.3478061137083	2	1	0	0	0
36614	56.2523880716093	2	1	0	0	0
37198	56.223572223237	2	1	0	0	0
36976	55.8336943233208	2	1	0	0	0
36635	55.2545689213607	2	1	0	0	0
36731	54.8789054613608	2	1	0	0	0
36657	54.7778009138613	4	2	0	0	0
36456	54.5384590923492	2	1	0	0	0
36542	54.1849895213407	4	2	0	0	0
36495	53.8403101404589	4	2	0	0	0
36791	53.504905713955	2	1	0	0	0
32691	53.3920728935591	4	2	0	0	0
36650	53.1647454324901	2	1	0	0	0
36478	53.0992662735078	2	1	0	0	0
36577	53.0705503753544	2	1	0	0	0
32632	52.908516831947	2	1	0	0	0
36507	52.8905988004677	4	2	0	0	0
36792	52.3840881728079	2	1	0	0	0
36993	52.213927987781	2	1	0	0	0
36528	52.0207301263751	2	1	0	0	0
36438	51.9238142854994	2	1	0	0	0
36805	51.8432370869144	2	1	0	0	0
37094	51.7713734042437	8	4	0	0	0
36642	51.5616792283792	2	1	0	0	0
36481	51.2940780894481	2	1	0	0	0
36434	51.2833916153522	6	3	0	0	0
36430	51.2533756401369	2	1	0	0	0
36510	51.091202604595	4	2	0	0	0
36408	51.0718100997884	2	1	0	0	0
36540	51.0095752401289	2	1	0	0	0
36515	50.5584512714022	2	1	0	0	0
37003	50.0844019710624	6	3	0	0	0
36762	50.0642423000979	2	1	0	0	0
36966	50.0363347893942	2	1	0	0	0
36872	50.0007954463694	2	1	0	0	0
35162	49.9534202391273	2	1	0	0	0
32717	49.9260523944872	2	1	0	0	0
19217	49.7923708488881	6	3	0	0	0
36526	49.6226460007179	2	1	0	0	0
19164	49.5626877679986	8	4	0	0	0
36625	49.4966398737742	2	1	0	0	0
36604	49.2014027254343	2	1	0	0	0
36458	49.1993290348992	2	1	0	0	0
36412	49.0398016998	8	4	0	0	0
36563	48.9648925444925	2	1	0	0	0
36685	48.92412985594	4	2	0	0	0
36819	48.70452704821	4	2	0	0	0
36576	48.6632169381314	2	1	0	0	0
36433	48.5430427545963	6	3	0	0	0
36595	48.3719157275316	2	1	0	0	0
36568	48.0298443135617	2	1	0	0	0
34420	47.3764838979342	6	3	0	0	0
36807	47.3382066798527	2	1	0	0	0
33023	47.1870976778926	2	1	0	0	0
36417	46.9338367290263	4	2	0	0	0
36424	46.9230939359636	8	4	0	0	0
36608	46.9172943590316	2	1	0	0	0
36562	46.6949311514447	2	1	0	0	0
36618	46.4344903296998	2	1	0	0	0
36633	46.3051604032583	2	1	0	0	0
32722	45.8401398762763	2	1	0	0	0
36587	45.7755912914485	2	1	0	0	0
37331	45.7118864629841	4	2	0	0	0
34493	45.3065560524367	4	2	0	0	0
36599	44.8058199602979	2	1	0	0	0
36623	44.6468149016341	2	1	0	0	0
33036	44.385565295414	4	2	0	0	0
36640	44.1121891426713	2	1	0	0	0
36656	43.8498698883888	4	2	0	0	0
36768	43.8253938764033	4	2	0	0	0
32960	43.7324375212122	4	2	0	0	0
19234	42.978902315385	6	3	0	0	0
37180	42.8184493615301	2	1	0	0	0
36752	42.7847059299853	2	1	0	0	0
36913	42.7188607883754	2	1	0	0	0
36700	42.5765830756657	2	1	0	0	0
36445	42.4128827274033	2	1	0	0	0
36575	41.9632638119007	2	1	0	0	0
36541	41.9060969511781	2	1	0	0	0
32594	41.4243306606447	4	2	0	0	0
36738	41.252256173801	2	1	0	0	0
36593	41.2509228110975	2	1	0	0	0
33877	41.0093581407568	2	1	0	0	0
36698	40.9984804779265	2	1	0	0	0
36468	40.8759244896617	2	1	0	0	0
37016	40.7905818944425	4	2	0	0	0
19278	40.7511687661421	2	1	0	0	0
36463	40.6675069023243	6	3	0	0	0
36460	40.5252069596178	2	1	0	0	0
36631	40.491724932094	2	1	0	0	0
36783	40.1482647555868	2	1	0	0	0
32481	40.0302844731851	2	1	0	0	0
19208	39.9745640675424	2	1	0	0	0
36766	39.7185198641105	4	2	0	0	0
32455	39.6052093097743	2	1	0	0	0
36571	39.1861121091663	2	1	0	0	0
36787	39.0628461091299	2	1	0	0	0
36699	38.7461105553881	2	1	0	0	0
36569	38.6267357736837	2	1	0	0	0
36790	38.2952904367502	6	3	0	0	0
36749	38.2692359710057	4	2	0	0	0
36835	38.2248832564736	2	1	0	0	0
36502	38.0579052329571	2	1	0	0	0
817	38	152	76	0	0	0
36829	37.8708415137228	2	1	0	0	0
37228	37.5845559448942	2	1	0	0	0
36732	37.3772030326178	2	1	0	0	0
36666	37.3146948753461	2	1	0	0	0
346	37	148	74	0	0	0
36821	36.9975766075701	2	1	0	0	0
35123	36.9490619421202	2	1	0	0	0
36767	36.8858476689505	4	2	0	0	0
36655	36.8727067899231	2	1	0	0	0
37374	36.8705946014204	4	2	0	0	0
36687	36.8211554320365	2	1	0	0	0
36782	36.3721696664356	2	1	0	0	0
36441	36.3677047737277	4	2	0	0	0
37246	35.8067113220797	2	1	0	0	0
32401	35.7127133759634	2	1	0	0	0
36601	35.6391386494342	2	1	0	0	0
36443	35.5900770596674	2	1	0	0	0
36892	35.5823249928621	2	1	0	0	0
37054	35.54463026325	4	2	0	0	0
37011	35.5001915466208	4	2	0	0	0
36432	35.4971600673333	6	3	0	0	0
37144	35.4426122668573	2	1	0	0	0
