node	agg	layer1	layer2	layer3	layer4
10001	1	0	0	1	4.39510790806261e-19
10091	0.998532682899477	0	6.55994543821682e-05	0.998236767429041	4.39510790806261e-19
10126	0.995998359675191	0	0.0189828518855599	0.984235377411148	4.39510790806261e-19
10077	0.967703452446245	0	0	0.968480002061608	4.39510790806261e-19
10008	0.960071841582904	0	0	0.961336741180811	4.39510790806261e-19
10577	0.95427539330331	0	0.00661885862554889	0.952095681767226	4.39510790806261e-19
7442	0.94321553686659	0	0.00098549514816092	0.935193802505864	4.39510790806261e-19
10020	0.935813788656428	0	0	0.93707591305666	4.39510790806261e-19
10055	0.929613131874706	0	0	0.930951582093283	4.39510790806261e-19
10030	0.927910366287501	0	0	0.929057198852625	4.39510790806261e-19
10000	0.921601016976814	0	0.0028012987829603	0.920589203752303	4.39510790806261e-19
10234	0.920828138389068	0	0.00180090102787851	0.921257407739904	4.39510790806261e-19
10011	0.917687190795766	0	0	0.916577216397975	4.39510790806261e-19
7334	0.91521475135894	0	0.0109558853697331	0.904513497023337	4.39510790806261e-19
10273	0.914319266800429	0	0	0.915389725123993	4.39510790806261e-19
10096	0.904958971424439	0	0	0.904312803134479	4.39510790806261e-19
10006	0.896952943125782	0	0	0.898037357599212	4.39510790806261e-19
10634	0.895874237098992	0	0	0.897086212390152	4.39510790806261e-19
10151	0.894942584629735	0	8.45541939612106e-05	0.894043156277914	4.39510790806261e-19
10068	0.891867468531926	0	0.0111999708555018	0.878001057864818	4.39510790806261e-19
10016	0.890639212519862	0	0	0.891957534501519	4.39510790806261e-19
6469	0.886316405188974	0	0.0247408896584478	0.874156763276058	4.39510790806261e-19
6841	0.884139278122066	0	0.0309084150133765	0.871106991122137	4.39510790806261e-19
10658	0.88293934322335	0	0	0.883668270243583	4.39510790806261e-19
10033	0.882723507606153	0	0.00436410742718369	0.8815805955798	4.39510790806261e-19
10139	0.876229613446484	0	0	0.877323501356108	4.39510790806261e-19
8212	0.873715467344638	0	0.0124447056636627	0.873100483381062	4.39510790806261e-19
10013	0.873032007509614	0	0	0.874256738050728	4.39510790806261e-19
10081	0.872514670374141	0	0.00413235875390571	0.863581857450438	4.39510790806261e-19
10039	0.869020018537661	0	0	0.869979912031325	4.39510790806261e-19
10082	0.868264715116409	0	0.00173726433999295	0.866761705597103	4.39510790806261e-19
10027	0.861301845748606	0	6.17870582964117e-06	0.86229822102443	4.39510790806261e-19
10049	0.858806306983729	0	2.04086395315187e-07	0.860009092079249	4.39510790806261e-19
10054	0.858077013185117	0	6.83018117183607e-07	0.859328958641882	4.39510790806261e-19
6927	0.85706665407539	0	0.00438842147936485	0.85720787571708	4.39510790806261e-19
10684	0.856802897104001	0	0.0020346109251259	0.8574642949833	4.39510790806261e-19
10084	0.856709981670988	0	0	0.857903219992335	4.39510790806261e-19
10029	0.85644687930809	0	0.0011296590231803	0.856993152573867	4.39510790806261e-19
10119	0.855105154943827	0	0.00326223881640402	0.855586457965779	4.39510790806261e-19
10299	0.853892711143824	0	0	0.855101213479012	4.39510790806261e-19
10280	0.850935116186633	0	0	0.851967626836459	4.39510790806261e-19
10025	0.847781843620483	0	0	0.849018180544415	4.39510790806261e-19
10073	0.846230836694031	0	0	0.847541975563212	4.39510790806261e-19
10163	0.845950216972767	0	0	0.847128190885461	4.39510790806261e-19
6127	0.845016541300346	0	0.0111620745587796	0.840512558786328	4.39510790806261e-19
10339	0.844543203865854	0	0	0.845792270991385	4.39510790806261e-19
10133	0.843965840338038	0	6.32138978248155e-08	0.845120057789419	4.39510790806261e-19
10116	0.841957262737549	0	0.00562581153878306	0.832281873375762	4.39510790806261e-19
10053	0.840031645453491	0	0.00040889568100471	0.840844970600883	4.39510790806261e-19
10359	0.83810825315415	0	0	0.839359586696263	4.39510790806261e-19
10249	0.834309952966306	0	0	0.835368021411262	4.39510790806261e-19
10037	0.83316844069368	0	0	0.83399577689304	4.39510790806261e-19
10115	0.831851622066289	0	0	0.832587975648034	4.39510790806261e-19
10254	0.827809222766389	0	1.0468746341902e-05	0.828686264888496	4.39510790806261e-19
10099	0.825058180173499	0	0	0.826029071553986	4.39510790806261e-19
10632	0.824065939796068	0	0	0.824950212380728	4.39510790806261e-19
10199	0.820970793363526	0	0	0.822155702383628	4.39510790806261e-19
10477	0.819559653641297	0	0	0.820761041633397	4.39510790806261e-19
10107	0.816966311271539	0	0	0.818163204499141	4.39510790806261e-19
6296	0.805397255737034	0	0.0171893731676877	0.797550002632835	4.39510790806261e-19
7711	0.803352166154242	0	0.0109464344317928	0.79282996082401	4.39510790806261e-19
10635	0.802680225509801	0	0	0.803642151582693	4.39510790806261e-19
10282	0.802634108532881	0	0	0.80206435153367	4.39510790806261e-19
