"tf"	"target"	"mor"	"likelihood"	"state"
"ADNP"	"SLC12A4"	-0.537876099122156	1	"inhibition"
"ADNP"	"NDRG3"	-0.00423528898225612	1	"inhibition"
"ADNP"	"EIF4H"	0.988265417769312	1	"activation"
"ADNP"	"KCNAB3"	-0.49731060232356	1	"inhibition"
"ADNP"	"TNFRSF1A"	-0.141364995579399	1	"inhibition"
"ADNP"	"PHF10"	0.736035600032998	1	"activation"
"ADNP"	"DENND5B"	0.320515295846771	1	"activation"
"ADNP"	"ZNF263"	0.654920997877307	1	"activation"
"ADNP"	"ISCA2"	0.566852842198906	1	"activation"
"ADNP"	"ITM2C"	0.935786368427873	1	"activation"
"ADNP"	"ACER3"	-0.214277042270472	1	"inhibition"
"ADNP"	"C1orf146"	-0.245972055708878	1	"inhibition"
"ADNP"	"CUTC"	0.15769568049449	1	"activation"
"ADNP"	"FAIM"	-0.293661141133393	1	"inhibition"
"ADNP"	"CEP97"	0.185522203696843	1	"activation"
"ADNP"	"PER1"	-0.188777218306026	1	"inhibition"
"ADNP"	"TJP3"	0.139044335161835	1	"activation"
"ADNP"	"SV2A"	0.916235794377815	1	"activation"
"ADNP"	"EIF5AL1"	0.216833499653189	1	"activation"
"ADNP2"	"MYL12A"	0.990669637079795	1	"activation"
"ADNP2"	"ZFP90"	0.998378223679588	1	"activation"
"ADNP2"	"ZNF317"	0.99382588574893	1	"activation"
"ADNP2"	"RPAP1"	0.272717510349	1	"activation"
"ADNP2"	"SCD"	0.546153446183598	1	"activation"
"ADNP2"	"SFTPC"	0.89047529106119	1	"activation"
"ADNP2"	"UQCRHL"	0.740690848617018	1	"activation"
"ADNP2"	"LONRF3"	-0.00179674670598296	1	"inhibition"
"ADNP2"	"PLEKHJ1"	-0.996489010539699	1	"inhibition"
"ADNP2"	"CMPK2"	-0.913751670098625	1	"inhibition"
"ADNP2"	"KATNAL1"	0.593121886102989	1	"activation"
"ADNP2"	"NUDCD2"	0.956196114341077	1	"activation"
"ADNP2"	"SNORD17"	0.949962499161709	1	"activation"
"AEBP1"	"CSPG4"	0.400720517420322	1	"activation"
"AEBP1"	"KIR2DL3"	0.176455797906162	1	"activation"
"AEBP1"	"ZNF362"	0.468424223167253	1	"activation"
"AEBP1"	"FRAT2"	-0.0140386888472605	1	"inhibition"
"AEBP1"	"ATP6V1G1"	0.894026785224583	1	"activation"
"AEBP1"	"APTX"	0.948127937148581	1	"activation"
"AEBP1"	"IL15"	0.980645232993754	1	"activation"
"AEBP1"	"ACTR8"	0.85979076595196	1	"activation"
"AEBP1"	"ST3GAL1"	-0.011941788340949	1	"inhibition"
"AEBP1"	"ZNF354C"	0.543181686364021	1	"activation"
"AEBP1"	"KCTD17"	0.258549503326264	1	"activation"
"AEBP2"	"NR1D1"	0.987454869591922	1	"activation"
"AEBP2"	"NDUFB3"	-0.0140386888472605	1	"inhibition"
"AEBP2"	"FCRLB"	0.220994374270705	1	"activation"
"AEBP2"	"DNAJC19"	0.993651435362605	1	"activation"
"AEBP2"	"STMN1"	0.198788630542513	1	"activation"
"AEBP2"	"TAOK1"	0.94293443395777	1	"activation"
"AEBP2"	"ZSWIM7"	-0.0347116943875384	1	"inhibition"
"AEBP2"	"TRPM7"	0.423991277596594	1	"activation"
"AEBP2"	"TPRG1"	-0.00423528898225612	1	"inhibition"
"AEBP2"	"ZBTB42"	0.865583718093342	1	"activation"
"AEBP2"	"EBNA1BP2"	0.341862039048838	1	"activation"
"AEBP2"	"ZDHHC2"	0.899728187458891	1	"activation"
"AEBP2"	"LRP8"	0.719337268807732	1	"activation"
"AEBP2"	"PPIH"	0.193020824076834	1	"activation"
"AEBP2"	"PPOX"	-0.162263439892567	1	"inhibition"
"AEBP2"	"NDST2"	0.289823546880089	1	"activation"
"AEBP2"	"RTKN"	0.834583000392354	1	"activation"
"AHCTF1"	"SNAPC5"	0.14202446257737	1	"activation"
"AHCTF1"	"ANKRD13A"	0.986592206482762	1	"activation"
"AHCTF1"	"HIPK1"	-0.0364769492599756	1	"inhibition"
"AHCTF1"	"PSD"	-0.57743826291205	1	"inhibition"
"AHCTF1"	"VTN"	0.763175531833607	1	"activation"
"AHCTF1"	"RNF11"	-0.0126059786178299	1	"inhibition"
"AHCTF1"	"CD59"	0.423991277596594	1	"activation"
"AHCTF1"	"PRR7"	0.940869043212201	1	"activation"
"AHCTF1"	"SMCR8"	0.183681706782527	1	"activation"
"AHCTF1"	"ANXA9"	0.358292317166608	1	"activation"
"AHCTF1"	"TRPV1"	0.804088230963906	1	"activation"
"AHCTF1"	"CISD3"	-0.0832103165905709	1	"inhibition"
"AHCTF1"	"APOBEC3B"	-0.00249876646446199	1	"inhibition"
"AHCTF1"	"APOBEC3D"	0.471410861396861	1	"activation"
"AHCTF1"	"FAM149A"	0.206671247921989	1	"activation"
"AHCTF1"	"SNORA48"	0.267943317255849	1	"activation"
"AHCTF1"	"ZNF445"	0.569792819333077	1	"activation"
"AHDC1"	"MAMDC2"	0.989173389170007	1	"activation"
"AHDC1"	"WDR83"	0.119570750883344	1	"activation"
"AHDC1"	"TMEM33"	-0.900974603970356	1	"inhibition"
"AHDC1"	"EXD3"	0.999956467445231	1	"activation"
"AHDC1"	"SUMO1P3"	0.341862039048838	1	"activation"
"AHDC1"	"YIPF6"	0.426925070125642	1	"activation"
"AHDC1"	"USP5"	0.736035600032998	1	"activation"
"AHDC1"	"RUVBL2"	0.468424223167253	1	"activation"
