	mean.x	mean.y	mean.diff	pvalue	logFC
MAR00069	4.68365139	4.68360193	4.945197e-05	0.994381328	1.52351376192503e-05
MAR00072	7.12845	7.12197027	0.006479738	0.207589658	0.00131199989957503
MAR00073	0.5310345	0.520394	0.0106405	0.29172172	0.0292012641343564
MAR00074	0.5310345	0.520394	0.0106405	0.29172172	0.0292012641343564
MAR00075	3.99989924	4.00434218	-0.004442941	0.386432817	-0.00160160290699188
MAR00076	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00077	1.34229961	1.33893154	0.003368069	0.709613111	0.00362452930787146
MAR00078	2.66460741	2.66853532	-0.003927916	0.675581424	-0.00212511743622486
MAR00079	2.43279488	2.38684654	0.04594834	0.316671347	0.0275088725112768
MAR00080	0.40508937	0.40033297	0.004756393	0.582086732	0.017039791730688
MAR00081	1.08372435	1.07693684	0.006787514	0.502928711	0.00906420615506851
MAR00082	1.07440459	1.06695272	0.007451874	0.470762589	0.0100411260115897
MAR00083	4.72964666	4.72542249	0.004224172	0.549525238	0.00128908407112658
MAR00084	4.5065727	4.50371788	0.002854821	0.644261865	0.000914206874436127
MAR00085	4.37861559	4.37562363	0.002991958	0.638712509	0.000986147605549753
MAR00086	0.5310345	0.520394	0.0106405	0.29172172	0.0292012641343564
MAR00087	1.39898426	1.39541676	0.003567501	0.729605848	0.00368366409669505
MAR00089	4.53634209	4.52944832	0.006893765	0.308924121	0.00219409654518729
MAR00090	0.87235473	0.87016606	0.002188667	0.748693665	0.00362415763847665
MAR00091	0.5310345	0.520394	0.0106405	0.29172172	0.0292012641343564
MAR00092	0.5310345	0.520394	0.0106405	0.29172172	0.0292012641343564
MAR00094	1.25891634	1.27617276	-0.01725642	0.348243994	-0.0196412316144542
MAR00095	3.07807891	3.07814356	-6.464865e-05	0.99673874	-3.03011253578079e-05
MAR00096	0.86374928	0.85107008	0.0126792	0.186439566	0.0213346696959924
MAR00097	2.12858224	2.14091074	-0.0123285	0.703685446	-0.00833181613358158
MAR00099	8.14530769	8.142932	0.002375697	0.395523465	0.00042084304642151
MAR00100	7.76996217	7.76818347	0.001778693	0.441068577	0.000330299604585109
MAR00101	2.75048755	2.75048755	0	NA	0
MAR00102	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00103	0.5776217	0.57196943	0.005652266	0.532286884	0.0141869007118721
MAR00104	0.41882314	0.41916742	-0.0003442814	0.967665753	-0.0011854335844135
MAR00105	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00106	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00107	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00108	3.34417364	3.34514551	-0.00097187	0.629067697	-0.000419209192389619
MAR00109	2.8964108	2.94577668	-0.04936588	0.122500327	-0.0243818280852093
MAR00110	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00111	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00112	3.09376063	3.09270486	0.00105577	0.945701714	0.000492414985767897
MAR00113	3.9027272	3.89890208	0.003825116	0.633319098	0.00141469990407031
MAR00114	3.90156502	3.89774311	0.003821908	0.633679206	0.00141393337797871
MAR00115	4.02430843	4.02007749	0.004230942	0.602252602	0.00151756934086265
MAR00116	3.99981449	3.99583882	0.00397567	0.613224665	0.00143469949071628
MAR00117	4.02430843	4.02007749	0.004230942	0.602252602	0.00151756934086265
MAR00118	4.02319132	4.01896657	0.004224752	0.602817603	0.00151576890631544
MAR00119	1.37813196	1.3719346	0.006197363	0.539611128	0.00650232674645585
MAR00120	1.86840088	1.86246888	0.005932	0.177399937	0.0045877099683295
MAR00121	4.80776473	4.78326565	0.02449908	0.359672968	0.00737038184532007
MAR00122	1.86840088	1.86246888	0.005932	0.177399937	0.0045877099683295
MAR00123	2.59366968	2.56863868	0.025031	0.513492783	0.0139907886406552
MAR00124	2.7327573	2.72553858	0.007218719	0.635913153	0.00381599599815185
MAR00125	2.77455922	2.75321893	0.02134028	0.602286841	0.01113926162422
MAR00126	2.71387013	2.73770572	-0.02383559	0.570085441	-0.012615694089492
MAR00127	4.27716786	4.28106325	-0.003895386	0.488392021	-0.00131332284702093
MAR00128	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00129	0.76072103	0.75565043	0.005070599	0.608019142	0.00964850227454598
MAR00131	2.91579612	2.91103537	0.004760746	0.65232281	0.00235747745786754
MAR00132	2.91579612	2.91103537	0.004760746	0.65232281	0.00235747745786754
MAR00133	2.91579612	2.91103537	0.004760746	0.65232281	0.00235747745786754
MAR00134	2.91579612	2.91103537	0.004760746	0.65232281	0.00235747745786754
MAR00135	0.68087626	0.67317564	0.007700625	0.510334937	0.0164096606065383
MAR00136	8.38933807	8.38186846	0.00746961	0.418103869	0.00128510372794659
MAR00137	3.21944675	3.19328126	0.02616549	0.739631202	0.0117731586601826
MAR00138	2.64517422	2.64102262	0.004151601	0.555157766	0.00226608813272802
MAR00139	5.50611857	5.50572992	0.0003886493	0.940991777	0.000101836386212998
MAR00141	2.03160767	2.03255316	-0.0009454901	0.812447941	-0.000671259733989517
MAR00142	0.35398348	0.35237238	0.001611098	0.853387395	0.00658118702667996
MAR00143	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00144	4.8812594	4.88411415	-0.002854746	0.700707202	-0.000843497438006385
MAR00145	0.43917559	0.43827635	0.0008992331	0.920356449	0.00295703840544236
MAR00146	4.49873087	4.49989129	-0.001160418	0.868328202	-0.000372086339188668
MAR00147	4.2794723	4.28063296	-0.001160656	0.882178259	-0.00039122846870685
MAR00148	5.06835122	5.0632782	0.005073018	0.561906001	0.00144474715854127
MAR00149	4.43088359	4.43368333	-0.002799743	0.755359442	-0.000911307046251849
MAR00150	0.75226256	0.74918207	0.003080488	0.730309295	0.00591991711655829
MAR00151	4.40493393	4.40616481	-0.001230878	0.83462597	-0.0004030790111155
MAR00152	3.64413331	3.64980943	-0.005676125	0.598013257	-0.00224540063459041
MAR00153	0.68491823	0.68090149	0.004016745	0.656990833	0.00848566981477208
MAR00154	1.47384622	1.47293085	0.0009153622	0.925684952	0.000896301125388556
MAR00155	3.87170251	3.91550663	-0.04380412	0.290288293	-0.0162308863480331
MAR00156	8.01661282	8.01811315	-0.001500333	0.777122343	-0.00026997887722702
MAR00157	3.1069556	3.10774453	-0.0007889307	0.922944187	-0.000366288117178348
MAR00158	3.42265966	3.41642682	0.006232839	0.864146819	0.00262961723746824
MAR00159	3.42265966	3.41642682	0.006232839	0.864146819	0.00262961723746824
MAR00160	3.91892689	3.90687866	0.01204823	0.77305893	0.00444220988994385
MAR00161	3.42265966	3.41642682	0.006232839	0.864146819	0.00262961723746824
MAR00162	2.87777259	2.8638502	0.01392239	0.446106444	0.00699655937405459
MAR00163	2.87777259	2.8638502	0.01392239	0.446106444	0.00699655937405459
MAR00164	0.80582513	0.80665105	-0.000825924	0.965276005	-0.00147791428754528
MAR00165	7.61340645	7.61569177	-0.002285317	0.67445958	-0.00043298950574268
MAR00166	0.80582513	0.80665105	-0.000825924	0.965276005	-0.00147791428754528
MAR00167	0.50460628	0.50080469	0.003801589	0.704593422	0.0109100881962457
MAR00168	0.63016233	0.6260217	0.004140622	0.64555751	0.00951084850482495
MAR00169	0.50408998	0.50029004	0.003799941	0.704633914	0.0109165468083815
MAR00170	0.8409426	0.84395601	-0.003013405	0.887745643	-0.00516047229512694
MAR00171	7.7425638	7.74193526	0.0006285383	0.935584966	0.000117122489785916
MAR00172	0.8409426	0.84395601	-0.003013405	0.887745643	-0.00516047229512694
MAR00173	0.51605501	0.51246592	0.003589092	0.718079405	0.0100687953173878
MAR00174	8.04296754	8.04094087	0.002026675	0.832370617	0.000363576650582601
MAR00175	2.87777259	2.8638502	0.01392239	0.446106444	0.00699655937405459
MAR00176	0.79058099	0.79347971	-0.002898716	0.902019053	-0.00528006740765562
MAR00177	3.27778656	3.27466911	0.003117453	0.75503026	0.00137277693160369
MAR00178	0.73965082	0.7447478	-0.005096981	0.837742093	-0.00990760375303834
MAR00179	0.46895962	0.46694515	0.002014465	0.837858753	0.00621061129378352
MAR00180	8.01661282	8.01811315	-0.001500333	0.777122343	-0.00026997887722702
MAR00181	1.13189911	1.13488269	-0.002983576	0.759913948	-0.00379780581949948
MAR00182	0.88982396	0.88503129	0.004792673	0.648774648	0.00779148389427408
MAR00183	0.66428101	0.6723416	-0.008060589	0.767699835	-0.01740074439679
MAR00184	7.7425638	7.74193528	0.0006285276	0.93558607	0.00011711876282391
MAR00185	0.66428101	0.6723416	-0.008060589	0.767699835	-0.01740074439679
MAR00186	4.62718817	4.62382898	0.003359194	0.716198868	0.0010477306200655
MAR00187	1.45813761	1.45404246	0.004095142	0.686969503	0.00405748020312041
MAR00188	0.68583577	0.68161586	0.004219908	0.642260381	0.00890424556511937
MAR00189	0.68504255	0.68081496	0.004227582	0.641636651	0.00893086220242665
MAR00190	1.45745911	1.4533641	0.004095013	0.687182611	0.00405923279476596
MAR00191	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00192	0.68482623	0.68059068	0.004235558	0.640995983	0.00895056526050248
MAR00193	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00194	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00195	1.34610466	1.34618456	-7.989607e-05	0.994092959	-8.56307212052856e-05
MAR00196	0.68288039	0.6785406	0.004339789	0.635113927	0.00919776434238708
MAR00197	0.68521301	0.68098002	0.004232988	0.641247063	0.00894007375126097
MAR00198	1.34518725	1.34525901	-7.175235e-05	0.994702642	-7.69595718732184e-05
MAR00199	1.34505054	1.34511552	-6.498175e-05	0.995194105	-6.9695566507396e-05
MAR00200	4.35608322	4.35505718	0.001026039	0.895466829	0.000339855118533002
MAR00201	0.6850498	0.68082131	0.004228486	0.641515216	0.0089326745370144
MAR00202	1.34543891	1.34552799	-8.907946e-05	0.993409911	-9.55160572872303e-05
MAR00203	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00204	0.62028633	0.61930508	0.000981243	0.92942291	0.00228405068499374
MAR00205	2.46468642	2.46443737	0.0002490482	0.973571833	0.00014578785826706
MAR00206	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00207	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00208	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00209	0.6847373	0.68049151	0.004245794	0.64026174	0.0089734407605042
MAR00210	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00211	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00212	1.34457048	1.34463769	-6.720877e-05	0.995030233	-7.21130738781776e-05
MAR00213	0.68441449	0.68018276	0.004231722	0.641333625	0.00894786422268411
MAR00214	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00215	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00216	1.3560489	1.35642257	-0.0003736703	0.971245222	-0.000397491266029278
MAR00217	2.22684091	2.24100315	-0.01416224	0.3773028	-0.00914618396387316
MAR00218	4.49844971	4.49668482	0.001764885	0.690853421	0.000566127849427193
MAR00219	2.81124903	2.80637308	0.004875951	0.738532543	0.00250444423402961
MAR00220	4.39668925	4.39295202	0.00373723	0.539667421	0.00122682674911222
MAR00221	1.32698891	1.32342652	0.003562389	0.696977578	0.00387821880559944
MAR00222	4.06246432	4.05859447	0.00386985	0.607536316	0.00137494727496389
MAR00223	0.68797782	0.68365457	0.004323242	0.634760529	0.0090944950488807
MAR00224	1.34549218	1.34558602	-9.383829e-05	0.993072264	-0.00010061580721964
MAR00225	3.1762649	3.18529646	-0.009031554	0.591888976	-0.00409641433613566
MAR00226	2.22684091	2.24100315	-0.01416224	0.3773028	-0.00914618396387316
MAR00227	4.06246432	4.05859447	0.00386985	0.607536316	0.00137494727496389
MAR00228	4.0846795	4.08062774	0.004051768	0.603227459	0.00143177822140334
MAR00229	2.32472663	2.30018625	0.02454037	0.298599176	0.0153103929613024
MAR00230	0.68536743	0.68110209	0.004265337	0.638708179	0.00900657462347443
MAR00231	1.34471625	1.34478102	-6.477399e-05	0.995210984	-6.94876019090472e-05
MAR00232	1.34590208	1.34597082	-6.874587e-05	0.994918233	-7.36816787542244e-05
MAR00233	0.68564503	0.6814112	0.004233826	0.641262516	0.00893620165735809
MAR00234	0.68504255	0.68081496	0.004227582	0.641636651	0.00893086220242665
MAR00235	1.34543543	1.34555242	-0.0001169871	0.99136203	-0.000125441586768871
MAR00236	1.34457802	1.34464569	-6.767033e-05	0.994996064	-7.26062120264565e-05
MAR00237	0.68442216	0.68019045	0.004231707	0.641334627	0.00894772121621432
MAR00238	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00239	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00240	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00241	3.04101754	3.05535524	-0.01433769	0.680738327	-0.00678599146460749
MAR00242	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00243	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00244	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00245	0.68441289	0.68018118	0.004231713	0.641334379	0.00894784278483203
MAR00246	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00247	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00248	1.34551347	1.34558383	-7.036446e-05	0.994798495	-7.54398758456171e-05
MAR00249	0.44961109	0.44509749	0.004513595	0.624989002	0.0145562560227472
MAR00250	0.68705389	0.68275106	0.004302824	0.636110097	0.00906361437840143
MAR00251	4.09142316	4.08867799	0.002745166	0.673401059	0.000968311570101721
MAR00252	3.89113641	3.87589035	0.01524605	0.787608289	0.00566380008327338
MAR00253	1.34597572	1.3460432	-6.748377e-05	0.995018285	-7.23271747135522e-05
MAR00254	1.34515563	1.34522087	-6.523937e-05	0.99517569	-6.99689612111247e-05
MAR00255	0.80896896	0.8106085	-0.001639537	0.862125095	-0.00292095573539033
MAR00256	0.68706839	0.68277965	0.004288734	0.637212416	0.0090336503980309
MAR00257	1.34845173	1.34858138	-0.0001296482	0.990404421	-0.000138704572444177
MAR00258	1.34484952	1.34492289	-7.337097e-05	0.994574372	-7.87059416499088e-05
MAR00259	0.66984877	0.6654224	0.004426368	0.632652972	0.0095649866232969
MAR00260	0.68536523	0.68112741	0.004237821	0.640898886	0.00894831237254331
MAR00261	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00262	1.35342979	1.35407827	-0.0006484742	0.951439771	-0.000691084847965499
MAR00263	0.68937508	0.68562367	0.003751409	0.688534146	0.00787223120319023
MAR00264	0.94114201	0.9363021	0.004839919	0.602524529	0.00743833553937488
MAR00265	1.3445658	1.34464223	-7.642651e-05	0.994348255	-8.20056914711048e-05
MAR00266	1.3458126	1.34587522	-6.261831e-05	0.99537196	-6.71263307768568e-05
MAR00267	4.2234296	4.25214519	-0.02871559	0.221931383	-0.00977585563952074
MAR00268	0.68504255	0.68081496	0.004227582	0.641636651	0.00893086220242665
MAR00269	1.34516489	1.34526435	-9.94549e-05	0.992642141	-0.000106667327799616
MAR00270	1.34515563	1.34522087	-6.523937e-05	0.99517569	-6.99689612111247e-05
MAR00271	4.23165449	4.2323649	-0.0007104169	0.913500068	-0.000242179262399907
MAR00272	4.23049393	4.23090865	-0.0004147182	0.949256132	-0.000141422059092478
MAR00273	1.34845173	1.34858138	-0.0001296482	0.99040442	-0.000138704572444177
MAR00274	1.34515701	1.34522235	-6.534192e-05	0.995168102	-7.0076135277865e-05
MAR00275	4.50585401	4.50896942	-0.003115414	0.677603419	-0.000997154691085484
MAR00276	0.68504978	0.68082125	0.004228531	0.64151162	0.0089327595606552
MAR00277	1.34543755	1.34552574	-8.819024e-05	0.99347574	-9.45618813712128e-05
MAR00278	1.3445763	1.34464389	-6.759494e-05	0.995001649	-7.25204713224335e-05
MAR00279	0.68442139	0.68018968	0.004231713	0.641334219	0.00894773131402101
MAR00280	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00281	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00282	1.34457581	1.34464336	-6.754873e-05	0.995005077	-7.24775809422228e-05
MAR00283	0.68441979	0.68018822	0.004231568	0.641344242	0.00894745535326168
MAR00284	0.68504255	0.68081496	0.004227582	0.641636651	0.00893086220242665
MAR00285	0.52483215	0.52352194	0.001310212	0.887193341	0.00360609925921369
MAR00286	2.64517422	2.64102262	0.004151601	0.555157766	0.00226608813272802
MAR00287	1.3448612	1.34488918	-2.797691e-05	0.997932676	-3.00151326648346e-05
MAR00288	1.3445858	1.34465286	-6.705984e-05	0.995040987	-7.19513153676883e-05
MAR00289	0.76116145	0.75813807	0.003023372	0.731017014	0.00574188437889997
MAR00290	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00291	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00292	1.34457371	1.34464111	-6.740249e-05	0.995015895	-7.23167558450202e-05
MAR00293	0.684418	0.68018627	0.004231724	0.641333367	0.00894781819145682
MAR00294	0.68504255	0.68081496	0.004227582	0.641636651	0.00893086220242665
MAR00295	1.34533049	1.34538788	-5.738686e-05	0.99575779	-6.15421289217059e-05
MAR00296	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00297	4.05263129	4.05242054	0.0002107482	0.977303107	7.50267823852239e-05
MAR00298	0.68504772	0.68081997	0.004227746	0.641624813	0.00893113364165925
MAR00299	1.34457213	1.34463867	-6.653793e-05	0.995079885	-7.1394126514959e-05
MAR00300	1.34456872	1.34463583	-6.711455e-05	0.995037217	-7.20058756513206e-05
MAR00301	0.68441097	0.68017924	0.004231732	0.6413331	0.0089479103855303
MAR00302	0.68504255	0.68081496	0.004227582	0.641636651	0.00893086220242665
MAR00303	1.34498614	1.3450632	-7.705696e-05	0.994298993	-8.26557923888186e-05
MAR00304	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00305	0.68441289	0.68018118	0.004231713	0.641334379	0.00894784278483203
MAR00306	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00307	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00308	1.34457377	1.34464121	-6.743625e-05	0.995013397	-7.2359669495792e-05
MAR00309	0.68441943	0.6801877	0.004231731	0.641332824	0.00894779943812977
MAR00310	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00311	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00312	1.34457551	1.34464308	-6.75674e-05	0.995003696	-7.24990555217202e-05
MAR00313	2.22684091	2.24100315	-0.01416224	0.3773028	-0.00914618396387316
MAR00314	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00315	2.64517422	2.64102262	0.004151601	0.555157766	0.00226608813272802
MAR00316	0.37734603	0.37155817	0.00578786	0.493538242	0.0223000035857611
MAR00317	1.3445689	1.3446346	-6.569268e-05	0.995142018	-7.04930394484466e-05
MAR00318	1.34457424	1.34464173	-6.748676e-05	0.995009662	-7.24132902794612e-05
MAR00319	0.68441928	0.68018757	0.004231711	0.641334369	0.00894775898475162
MAR00320	0.68504255	0.68081496	0.004227582	0.641636651	0.00893086220242665
MAR00321	1.34473796	1.34479791	-5.995335e-05	0.995567176	-6.431560826572e-05
MAR00322	1.34456617	1.34463316	-6.699172e-05	0.995046311	-7.18772608123382e-05
MAR00323	0.68441095	0.68017922	0.004231733	0.641332889	0.00894791064782077
MAR00324	0.68504255	0.68081496	0.004227582	0.641636651	0.00893086220242665
MAR00325	1.34457055	1.34463712	-6.657861e-05	0.995076876	-7.14263981639401e-05
MAR00326	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00327	0.68441289	0.68018118	0.004231713	0.641334379	0.00894784278483203
MAR00328	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00329	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00330	1.34457347	1.3446409	-6.74351e-05	0.995013486	-7.23489564183909e-05
MAR00331	0.68441807	0.68018635	0.004231725	0.641333308	0.0089477960631686
MAR00332	0.68504251	0.68081493	0.004227583	0.641636556	0.00893084153481347
MAR00334	1.44664166	1.44120077	0.005440892	0.61929218	0.00543627604288108
MAR00335	1.3445658	1.34464223	-7.642651e-05	0.994348255	-8.20056914711048e-05
MAR00336	1.34457303	1.34464045	-6.742007e-05	0.9950146	-7.23382508680575e-05
MAR00337	0.68441807	0.68018635	0.004231725	0.641333308	0.0089477960631686
MAR00338	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00339	1.34456783	1.34464318	-7.534826e-05	0.994427826	-8.08468141439811e-05
MAR00340	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00341	0.68441289	0.68018118	0.004231713	0.641334379	0.00894784278483203
MAR00342	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00343	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00344	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00345	0.68441289	0.68018118	0.004231713	0.641334379	0.00894784278483203
MAR00346	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00347	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00348	1.3448494	1.34492309	-7.368779e-05	0.994550633	-7.90492117716485e-05
MAR00349	2.22684091	2.24100315	-0.01416224	0.3773028	-0.00914618396387316
MAR00350	0.68514745	0.68091654	0.00423091	0.641396735	0.00893652484396031
MAR00351	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00352	1.34585209	1.34594425	-9.215098e-05	0.993190929	-9.87881386452621e-05
MAR00353	2.22684091	2.24100315	-0.01416224	0.3773028	-0.00914618396387316
MAR00354	0.68507005	0.6808416	0.004228455	0.641573729	0.00893232491729414
MAR00355	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00356	1.3447047	1.34477912	-7.442741e-05	0.994495563	-7.98408707069087e-05
MAR00357	0.67750233	0.67319264	0.004309685	0.635862426	0.00920650424962163
MAR00358	0.68518811	0.68095591	0.004232201	0.641303748	0.00893872592541013
MAR00359	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00360	1.34587957	1.34596795	-8.838659e-05	0.993467858	-9.47344801755385e-05
MAR00361	2.22684091	2.24100315	-0.01416224	0.3773028	-0.00914618396387316
MAR00362	0.68518943	0.68095718	0.004232242	0.641300749	0.00893881458312752
MAR00363	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00364	1.3446333	1.34470391	-7.060915e-05	0.994778569	-7.57574739842728e-05
MAR00365	0.68029189	0.67601307	0.00427882	0.637848261	0.0091027505702965
MAR00366	0.68511465	0.68088478	0.00422987	0.641471729	0.00893475040051706
MAR00367	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
MAR00368	1.34457007	1.34463727	-6.720291e-05	0.995030672	-7.21023666161563e-05
MAR00369	0.38364869	0.38103853	0.002610161	0.768155143	0.00984894062367226
MAR00370	0.68504251	0.68081493	0.004227581	0.641636732	0.00893084153481347
MAR00371	1.3445658	1.34463275	-6.695311e-05	0.995049169	-7.18343634443663e-05
