	mean.x	mean.y	mean.diff	pvalue	logFC
MAR01232	3.87670305	3.93602955	-0.05932649	0.2766465	-0.0219108209347728
MAR01233	3.87830091	3.93749103	-0.05919012	0.2787601	-0.0218518931445552
MAR01234	5.01418415	5.03730025	-0.0231161	0.03641589	-0.0066357445929802
MAR01235	4.67425813	4.69240007	-0.01814194	0.04171049	-0.0055886142187526
MAR01236	5.01418415	5.03730025	-0.0231161	0.03641589	-0.0066357445929802
MAR01237	4.67425813	4.69240007	-0.01814194	0.04171049	-0.0055886142187526
MAR01238	5.01418415	5.03730025	-0.0231161	0.03641589	-0.0066357445929802
MAR01239	4.67425813	4.69240007	-0.01814194	0.04171049	-0.0055886142187526
MAR01240	4.67425813	4.69240007	-0.01814194	0.04171049	-0.0055886142187526
MAR01241	5.01418415	5.03730025	-0.0231161	0.03641589	-0.0066357445929802
MAR01242	4.90237827	4.92190048	-0.01952221	0.03796658	-0.00573367945726725
MAR01243	4.64018549	4.65557308	-0.01538759	0.04652606	-0.00477629015291412
MAR01244	5.01418415	5.03730025	-0.0231161	0.03641589	-0.0066357445929802
MAR01245	4.64018549	4.65557308	-0.01538759	0.04652606	-0.00477629015291412
MAR01246	4.90237827	4.92190048	-0.01952221	0.03796658	-0.00573367945726725
MAR01247	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01248	4.38196235	4.40050923	-0.01854688	0.03815702	-0.00609339440119198
MAR01249	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01250	0.57586034	0.58945079	-0.01359045	0.2467242	-0.0336524097698258
MAR01251	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01252	4.38196235	4.40050923	-0.01854688	0.03815702	-0.00609339440119198
MAR01253	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01254	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01255	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01256	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01257	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01258	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01259	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01260	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01261	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01262	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01263	1.994017	2.00371182	-0.009694827	0.5239455	-0.00699732112146896
MAR01264	3.87670305	3.93602955	-0.05932649	0.2766465	-0.0219108209347728
MAR01265	4.67425813	4.69240007	-0.01814194	0.04171049	-0.0055886142187526
MAR01266	3.87830091	3.93749103	-0.05919012	0.2787601	-0.0218518931445552
MAR01267	1.98680785	1.99751099	-0.01070314	0.5225684	-0.00775108858670132
MAR01268	1.96692217	1.9838183	-0.01689613	0.2842374	-0.0123400217054802
MAR01269	4.67425813	4.69240007	-0.01814194	0.04171049	-0.0055886142187526
MAR01270	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01271	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01272	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01273	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01274	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01275	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01276	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01277	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01278	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01279	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01280	4.99553516	5.01511593	-0.01958077	0.04395502	-0.00564381188557174
MAR01281	4.94105932	4.9620958	-0.02103648	0.0363006	-0.00612921248925373
MAR01282	4.94857698	4.96807442	-0.01949744	0.04258311	-0.00567306343828322
MAR01283	1.96692217	1.9838183	-0.01689613	0.2842374	-0.0123400217054802
MAR01284	1.98680785	1.99751099	-0.01070314	0.5225684	-0.00775108858670132
MAR01285	3.07945983	3.11216765	-0.03270782	0.2457121	-0.0152424701922961
MAR01286	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01287	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01288	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01289	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01290	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01291	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01292	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01293	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01294	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01295	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01296	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01297	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01298	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01299	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01300	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01301	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01303	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01304	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01305	4.3006395	4.31555995	-0.01492045	0.04737391	-0.00499656045895481
MAR01306	4.28487559	4.29857715	-0.01370156	0.05896535	-0.00460588298270899
MAR01307	4.26397279	4.27982218	-0.01584939	0.03342284	-0.00535262436982985
MAR01308	2.03987596	2.06579966	-0.0259237	0.3192718	-0.0182189212817823
MAR01309	2.03987596	2.06579966	-0.0259237	0.3192718	-0.0182189212817823
MAR01311	2.61080077	2.61677547	-0.005974703	0.4586845	-0.00329777067545734
MAR01312	2.61080077	2.61677547	-0.005974703	0.4586845	-0.00329777067545734
MAR01313	4.33416314	4.34611351	-0.01195038	0.03256088	-0.00397239653147853
MAR01314	1.38095487	1.39816113	-0.01720627	0.1894427	-0.0178644598907387
MAR01317	3.99644852	4.01308597	-0.01663746	0.02391035	-0.00599355709382088
MAR01319	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01320	8.21492028	8.2178082	-0.002887922	0.5171258	-0.000507084129145081
MAR01321	2.31267821	2.31290343	-0.0002252265	0.7494621	-0.000140489911390165
MAR01322	2.31267821	2.31290343	-0.0002252265	0.7494621	-0.000140489911390165
MAR01323	2.31267821	2.31290343	-0.0002252265	0.7494621	-0.000140489911390165
MAR01324	2.31267821	2.31290343	-0.0002252265	0.7494621	-0.000140489911390165
MAR01325	3.29957203	3.38561956	-0.08604753	0.1908019	-0.0371409553034086
MAR01326	3.50734014	3.61088931	-0.1035492	0.2065047	-0.0419768466909252
MAR01327	2.31771623	2.35036996	-0.03265373	0.1605111	-0.0201839215553805
MAR01328	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01329	1.85499334	1.89069896	-0.03570562	0.1730816	-0.0275056663130501
MAR01330	3.50734014	3.61088931	-0.1035492	0.2065047	-0.0419768466909252
MAR01331	2.36146818	2.39605044	-0.03458225	0.1672824	-0.0209741832839844
MAR01332	4.41764786	4.43285538	-0.01520753	0.0441941	-0.00495787294468969
MAR01334	4.40211949	4.41746597	-0.01534648	0.04947035	-0.00502071509748563
MAR01336	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01337	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01338	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01339	4.12683811	4.13818306	-0.01134495	0.05733436	-0.00396062225299112
MAR01340	1.28804334	1.30782157	-0.01977822	0.08756714	-0.0219845850919478
MAR01341	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01342	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01343	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01344	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01345	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01346	0.36254187	0.37922971	-0.01668784	0.084932	-0.0649243719905207
MAR01347	0.36582672	0.38266966	-0.01684294	0.09451822	-0.0649390678831397
MAR01348	0.16245894	0.17872666	-0.01626772	0.07637974	-0.137679715621833
MAR01349	0.16245894	0.17872666	-0.01626772	0.07637974	-0.137679715621833
MAR01350	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01351	0.16245894	0.17872666	-0.01626772	0.07637974	-0.137679715621833
MAR01353	0.20964478	0.22292173	-0.01327696	0.1384443	-0.0885903461181638
MAR01354	3.03109838	3.03022843	0.0008699524	0.9283	0.000414124695394491
MAR01364	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01365	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01366	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01367	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01368	4.71851666	4.72964666	-0.01113001	0.1081362	-0.00339901051427299
MAR01369	2.69274808	2.69456329	-0.001815209	0.01496501	-0.000972208355677812
MAR01370	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01374	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01377	3.07617781	3.10782172	-0.03164392	0.2244629	-0.0147648492779462
MAR01378	3.14847392	3.20672413	-0.05825021	0.1728761	-0.0264475290654932
MAR01379	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01380	0.48933077	0.51129241	-0.02196164	0.04550514	-0.0633386048736582
MAR01381	2.13376132	2.14937778	-0.01561646	0.0886246	-0.0105202696931468
MAR01382	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01383	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01384	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01385	1.17081314	1.18904508	-0.01823194	0.1690565	-0.0222925704222396
MAR01386	0.26454846	0.28016601	-0.01561755	0.09173093	-0.0827499177896845
MAR01387	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01388	1.10070431	1.11553321	-0.0148289	0.1481658	-0.0193065044423613
MAR01389	1.10070431	1.11553321	-0.0148289	0.1481658	-0.0193065044423613
MAR01390	2.42727434	2.44279385	-0.01551951	0.1212165	-0.00919494143896797
MAR01391	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01392	2.42727434	2.44279385	-0.01551951	0.1212165	-0.00919494143896797
MAR01393	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01394	2.42727434	2.44279385	-0.01551951	0.1212165	-0.00919494143896797
MAR01395	2.46842365	2.48372918	-0.01530553	0.1238485	-0.00891785180970829
MAR01396	1.4234649	1.44206944	-0.01860454	0.1557564	-0.0187337170367418
MAR01397	0.51455764	0.52483215	-0.01027452	0.2734362	-0.0285234040383553
MAR01398	4.61697969	4.63237349	-0.0153938	0.04596139	-0.00480219081132821
MAR01401	8.16080108	8.16361298	-0.002811908	0.6688296	-0.000497011924677469
MAR01402	2.54384546	2.55864952	-0.01480406	0.1272884	-0.00837151391981997
MAR01434	0.48303206	0.49616738	-0.01313532	0.1950699	-0.038707942507446
MAR01435	2.65256104	2.66460741	-0.01204636	0.2488622	-0.00653703871064383
MAR01436	0.47375347	0.48901669	-0.01526322	0.08319274	-0.0457471944675386
MAR01437	0.74212057	0.75454649	-0.01242592	0.145216	-0.0239561964789118
MAR01438	4.30320193	4.31194245	-0.008740522	0.3382696	-0.00292738197507158
MAR01440	0.66971122	0.68357335	-0.01386213	0.1590837	-0.0295570143306756
MAR01442	1.41466392	1.4267784	-0.01211447	0.4061352	-0.0123019256774019
MAR01443	0.46306097	0.47455847	-0.01149749	0.1922679	-0.0353836898011339
MAR01444	1.31244773	1.33055807	-0.01811035	0.1612514	-0.0197715091180892
MAR01445	0.56533594	0.57626733	-0.01093139	0.2629917	-0.0276298160424269
MAR01447	0.33386509	0.34937966	-0.01551457	0.08138964	-0.0655303721570231
MAR01448	0.56533594	0.57626733	-0.01093139	0.2629917	-0.0276298160424269
MAR01449	0.96695629	0.97284741	-0.005891114	0.5330637	-0.0087628616637238
MAR01450	4.96182315	4.97754997	-0.01572682	0.02926569	-0.00456548393620734
MAR01451	0.56533594	0.57626733	-0.01093139	0.2629917	-0.0276298160424269
MAR01452	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR01453	1.17081314	1.18904508	-0.01823194	0.1690565	-0.0222925704222396
MAR01454	0.56533594	0.57626733	-0.01093139	0.2629917	-0.0276298160424269
MAR01456	4.46130867	4.46756225	-0.006253583	0.1459561	-0.00202086252782059
MAR01457	0.56533594	0.57626733	-0.01093139	0.2629917	-0.0276298160424269
MAR01458	4.6951852	4.70751162	-0.01232642	0.03529338	-0.00378259036394841
MAR01460	0.56533594	0.57626733	-0.01093139	0.2629917	-0.0276298160424269
MAR01461	2.64488936	2.64208462	0.002804737	0.7742334	0.00153069974767498
MAR01462	2.62596735	2.60354318	0.02242417	0.05183233	0.0123726444195104
MAR01464	2.10095433	2.11771045	-0.01675612	0.07248783	-0.0114605447994843
MAR01465	0.56533594	0.57626733	-0.01093139	0.2629917	-0.0276298160424269
MAR01467	0.56533594	0.57626733	-0.01093139	0.2629917	-0.0276298160424269
MAR01468	0.51455764	0.52483215	-0.01027452	0.2734362	-0.0285234040383553
MAR01470	2.32067475	2.33823604	-0.01756129	0.1794634	-0.0108762357254906
MAR01471	0.68529784	0.70380072	-0.01850288	0.1080972	-0.0384358502342996
MAR01472	8.21627939	8.22326996	-0.006990568	0.5114637	-0.00122695106357729
MAR01473	2.32067475	2.33823604	-0.01756129	0.1794634	-0.0108762357254906
MAR01475	0.12339065	0.13888561	-0.01549495	0.08673656	-0.170664051232838
MAR01476	0.26581278	0.28491003	-0.01909724	0.07014936	-0.100095941782436
MAR01477	4.392343	4.41121027	-0.01886727	0.0776354	-0.00618381185490558
MAR01478	4.392343	4.41121027	-0.01886727	0.0776354	-0.00618381185490558
MAR01479	4.392343	4.41121027	-0.01886727	0.0776354	-0.00618381185490558
MAR01480	2.10095433	2.11771045	-0.01675612	0.07248783	-0.0114605447994843
MAR01483	0.74459034	0.76072113	-0.01613079	0.202049	-0.0309207789054312
MAR01484	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01485	3.81325967	3.74960391	0.06365576	0.574178	0.024286572690027
MAR01486	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR01487	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR01488	2.75071839	2.76236442	-0.01164603	0.7158009	-0.0060952085422913
MAR01489	2.75071839	2.76236442	-0.01164603	0.7158009	-0.0060952085422913
MAR01490	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01491	2.75071839	2.76236442	-0.01164603	0.7158009	-0.0060952085422913
MAR01492	3.82320923	3.89113641	-0.06792717	0.2919561	-0.025407401516861
MAR01493	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01494	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01495	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01496	4.4030301	4.42165726	-0.01862716	0.07865746	-0.00609049367367767
MAR01497	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01498	2.26763835	2.28438271	-0.01674437	0.1774132	-0.0106137971565361
MAR01499	0.27474536	0.2923253	-0.01757994	0.07709847	-0.0894795794591901
MAR01500	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01501	1.01924716	1.0391653	-0.01991814	0.05464765	-0.0279212250134929
MAR01502	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01503	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01504	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01505	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01506	1.01453046	1.0323698	-0.01783933	0.06811805	-0.0251476630358417
MAR01507	5.73324583	5.73779341	-0.004547584	0.2823163	-0.00114388440671974
MAR01508	4.04763987	4.06246432	-0.01482445	0.1005524	-0.00527420704286874
MAR01509	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01510	4.04252	4.05831777	-0.01579777	0.09481791	-0.00562692254195886
MAR01512	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01514	0.57212016	0.58956056	-0.01744041	0.1107025	-0.0433218332598451
MAR01515	4.78083213	4.80376716	-0.02293504	0.013933	-0.0069044758569578
MAR01516	4.46152678	4.47948502	-0.01795824	0.08064857	-0.00579538405946997
MAR01518	1.226676	1.23938666	-0.01271065	0.1781572	-0.0148721026718031
MAR01519	4.46152678	4.47948502	-0.01795824	0.08064857	-0.00579538405946997
MAR01520	0.47703299	0.48660999	-0.009577008	0.288371	-0.0286768971776874
MAR01524	0.20964478	0.22292173	-0.01327696	0.1384443	-0.0885903461181638
MAR01525	2.83504577	2.81417592	0.02086986	0.4414176	0.0106595094776402
MAR01526	4.04168276	4.05757978	-0.01589702	0.09376539	-0.00566337521653472
MAR01527	3.86184596	4.01123659	-0.1493906	0.04302219	-0.0547564417223546
MAR01528	4.07344567	4.03737423	0.03607143	0.6479508	0.0128323477395059
MAR01529	2.5417176	2.55808014	-0.01636255	0.5040648	-0.00925771472558692
MAR01530	2.69884854	2.69952571	-0.0006771737	0.415393	-0.000361942229538023
MAR01531	4.85636714	4.86731829	-0.01095115	0.0752991	-0.00324962723047445
MAR01532	0.59145593	0.60230796	-0.01085204	0.2638534	-0.0262306496070666
MAR01533	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01534	3.24346785	3.24428481	-0.0008169694	0.9893139	-0.000363338187690428
MAR01535	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01536	4.38373056	4.40245365	-0.01872309	0.07763582	-0.00614868737887053
MAR01538	4.38373056	4.40245365	-0.01872309	0.07763582	-0.00614868737887053
MAR01539	4.38373056	4.40245365	-0.01872309	0.07763582	-0.00614868737887053
MAR01540	4.38373056	4.40245365	-0.01872309	0.07763582	-0.00614868737887053
MAR01542	0.60520705	0.63481955	-0.02961251	0.02697116	-0.0689177648431055
MAR01543	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01544	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01545	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01546	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01547	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01548	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01549	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01550	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01551	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01552	4.36458063	4.38268765	-0.01810702	0.08533532	-0.00597282361424108
MAR01553	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01555	1.4276405	1.44664166	-0.01900117	0.1448745	-0.0190748695641409
MAR01557	4.07966218	4.09631474	-0.01665257	0.08879355	-0.00587687543313617
MAR01558	4.07823332	4.09487906	-0.01664574	0.08909812	-0.00587652748115057
MAR01560	6.83662105	6.84783943	-0.01121838	0.1445366	-0.00236541365180372
MAR01561	2.49282137	2.49863329	-0.005811928	0.5533692	-0.00335967469304295
MAR01562	4.37071359	4.37966067	-0.008947077	0.2768906	-0.00295025379741714
MAR01565	4.10251041	4.11899351	-0.0164831	0.09013851	-0.00578485851774503
MAR01566	3.8100982	3.82522968	-0.01513147	0.1863362	-0.00571819313568376
MAR01567	4.79635898	4.81169872	-0.01533974	0.04923141	-0.00460667209147616
MAR01568	1.02510057	1.04144786	-0.01634729	0.1663978	-0.0228251569783229
MAR01569	4.68966259	4.69821893	-0.008556339	0.1943836	-0.00262981433626823
MAR01570	4.4040791	4.42271263	-0.01863353	0.07846442	-0.0060911239509795
MAR01571	4.50377085	4.51015917	-0.00638832	0.2077051	-0.00204492360296327
MAR01572	0.87831648	0.88560468	-0.007288206	0.5194085	-0.0119219725587827
MAR01573	1.47783332	1.49235201	-0.01451869	0.2998712	-0.0141043110555122
MAR01574	4.81553276	4.82128464	-0.00575188	0.3736111	-0.0017221888498573
MAR01575	4.59115007	4.60076883	-0.00961876	0.1663124	-0.00301937877557264
MAR01576	0.54066756	0.55808224	-0.01741468	0.09676163	-0.0457359383923992
MAR01577	1.4586874	1.47383055	-0.01514315	0.2806156	-0.0148999201172794
MAR01578	2.11156898	2.08017505	0.03139394	0.1282928	0.0216104388380228
MAR01581	0.66891555	0.67991407	-0.01099853	0.00334048	-0.0235283414823417
MAR01582	2.03122166	2.03160767	-0.0003860139	0.913065	-0.00027414132821054
MAR01583	0.62574303	0.64110032	-0.01535729	0.1157052	-0.0349798126559366
MAR01584	0.65322095	0.66457766	-0.01135671	0.00417753	-0.0248667356384052
MAR01585	0.66891549	0.67991407	-0.01099859	0.003340405	-0.0235284708883727
MAR01586	0.60768759	0.62438374	-0.01669615	0.08102801	-0.0391031376750993
MAR01587	3.07264911	3.10788378	-0.03523467	0.1114289	-0.0164495312258681
MAR01588	3.76016414	3.85724151	-0.09707737	0.1666117	-0.0367738386582064
MAR01589	4.77181542	4.77998146	-0.008166044	0.2226948	-0.00246678367011895
MAR01590	4.77616143	4.78358074	-0.007419315	0.2506667	-0.00223934991185907
MAR01592	1.01585289	1.02714703	-0.01129414	0.1567611	-0.0159512152696686
MAR01593	4.77888388	4.7869308	-0.008046923	0.2187968	-0.00242723797296911
MAR01594	1.32757563	1.34166982	-0.01409419	0.1761182	-0.0152356217320861
MAR01595	4.53561827	4.54603228	-0.01041401	0.07383705	-0.00330870409192439
MAR01596	1.32737949	1.34147712	-0.01409763	0.1757943	-0.0152415607353317
MAR01598	4.52562125	4.53545924	-0.009837987	0.1056158	-0.00313278862893529
MAR01599	4.53561827	4.54603228	-0.01041401	0.07383705	-0.00330870409192439
MAR01600	5.47836044	5.48713603	-0.00877559	0.163934	-0.00230915269753384
MAR01601	1.32989165	1.34402434	-0.01413269	0.175597	-0.0152505551530617
MAR01602	1.45015298	1.46765393	-0.01750095	0.1778793	-0.0173067220276752
MAR01603	0.63281171	0.64827029	-0.01545858	0.113636	-0.0348191595084424
MAR01604	1.45015298	1.46765393	-0.01750095	0.1778793	-0.0173067220276752
MAR01605	2.27556152	2.30482546	-0.02926394	0.264614	-0.0184349120529815
MAR01606	0.4762838	0.4902255	-0.0139417	0.08944031	-0.0416240519804011
MAR01607	0.49629999	0.512685	-0.01638502	0.1034278	-0.0468602628027248
MAR01608	1.41775722	1.44672269	-0.02896547	0.1160307	-0.0291779070776778
MAR01609	4.71563877	4.7336111	-0.01797234	0.04145778	-0.00548797481005712
MAR01610	4.70138225	4.71927016	-0.01788792	0.04164972	-0.00547877767710066
MAR01611	1.41775722	1.44672269	-0.02896547	0.1160307	-0.0291779070776778
MAR01612	0.5088507	0.52494932	-0.01609861	0.1189921	-0.0449357253181277
MAR01613	4.70138225	4.71927016	-0.01788792	0.04164972	-0.00547877767710066
MAR01614	4.71563877	4.7336111	-0.01797234	0.04145778	-0.00548797481005712
MAR01615	0.4800081	0.49579209	-0.01578399	0.1086837	-0.046676503357363
MAR01616	1.44959495	1.48066745	-0.0310725	0.247706	-0.0305978208653503
MAR01617	8.65458406	8.6531736	0.001410462	0.7564313	0.000235138911908773
MAR01619	4.51419807	4.52646314	-0.01226507	0.08769552	-0.00391448503820139
MAR01620	2.66990226	2.67089899	-0.0009967292	0.7831477	-0.000538487533045486
MAR01621	3.86248394	3.8207423	0.04174163	0.6619293	0.0156759797608805
MAR01622	1.32482439	1.33915927	-0.01433487	0.169488	-0.0155264164770726
MAR01623	2.66990226	2.67089899	-0.0009967292	0.7831477	-0.000538487533045486
MAR01624	4.51419807	4.52646314	-0.01226507	0.08769552	-0.00391448503820139
MAR01625	4.47546137	4.4874167	-0.01195533	0.05933928	-0.00384874264666509
MAR01627	4.55713649	4.57109011	-0.01395362	0.06028806	-0.00441067798564348
MAR01628	0.47703299	0.48660999	-0.009577008	0.288371	-0.0286768971776874
MAR01629	0.93563674	0.95242749	-0.01679075	0.09930074	-0.0256607481936872
MAR01630	4.53076051	4.54646109	-0.01570058	0.0634428	-0.00499077195471135
MAR01631	4.51419807	4.52646314	-0.01226507	0.08769552	-0.00391448503820139
MAR01632	4.52596793	4.53752694	-0.01155902	0.09354979	-0.00367984661213762
MAR01633	2.26109512	2.26047855	0.0006165749	0.7394323	0.00039345703588793
MAR01635	4.53076051	4.54646109	-0.01570058	0.0634428	-0.00499077195471135
MAR01636	1.25706075	1.25891634	-0.001855589	0.9229378	-0.00212804082115719
MAR01637	4.53076051	4.54646109	-0.01570058	0.0634428	-0.00499077195471135
MAR01638	4.59140747	4.60101029	-0.009602814	0.08809637	-0.00301421153689671
MAR01639	4.52596793	4.53752694	-0.01155902	0.09354979	-0.00367984661213762
MAR01640	3.20152345	3.20751534	-0.00599189	0.4921257	-0.00269758782569406
MAR01641	0.51750638	0.53511764	-0.01761126	0.0953676	-0.0482794389810625
MAR01642	4.52596793	4.53752694	-0.01155902	0.09354979	-0.00367984661213762
MAR01643	3.85741685	3.87690948	-0.01949264	0.006645079	-0.00727199214946744
MAR01644	4.53076051	4.54646109	-0.01570058	0.0634428	-0.00499077195471135
MAR01645	1.69073767	1.68202312	0.008714556	0.08621789	0.00745529661279013
MAR01646	4.52596793	4.53752694	-0.01155902	0.09354979	-0.00367984661213762
MAR01647	0.39419855	0.40637781	-0.01217926	0.1229508	-0.0438991571675213
MAR01648	1.69073767	1.68202312	0.008714556	0.08621789	0.00745529661279013
MAR01650	0.26454846	0.28016601	-0.01561755	0.09173093	-0.0827499177896845
MAR01651	4.53076051	4.54646109	-0.01570058	0.0634428	-0.00499077195471135
MAR01652	4.52596793	4.53752694	-0.01155902	0.09354979	-0.00367984661213762
MAR01653	4.53076051	4.54646109	-0.01570058	0.0634428	-0.00499077195471135
MAR01654	1.94453279	1.95548395	-0.01095116	0.08085649	-0.00810213227357819
MAR01656	1.33058571	1.34447317	-0.01388746	0.1875295	-0.0149795205017864
MAR01658	0.37056495	0.3852457	-0.01468074	0.2679254	-0.0560524238260372
MAR01659	1.32840323	1.34229961	-0.01389638	0.1873445	-0.015013590537714
MAR01660	0.4539741	0.46782738	-0.01385328	0.1101113	-0.0433663074892273
MAR01661	1.32744651	1.34154492	-0.01409841	0.1757409	-0.0152416340819966
MAR01662	0.25498679	0.27025257	-0.01526578	0.1145189	-0.0838858296233271
