	mean.x	mean.y	mean.diff	pvalue	logFC
MAR02381	0.44543605	0.46796659	-0.02253054	0.07884999	-0.0711872107889133
MAR02382	3.11081412	3.12903597	-0.01822185	0.4046549	-0.00842605094028313
MAR02383	0.65658482	0.67848745	-0.02190263	0.1043654	-0.047340734606512
MAR02384	1.33624429	1.35431205	-0.01806777	0.07121766	-0.0193764086564055
MAR02386	1.32880363	1.35161349	-0.02280987	0.03010351	-0.0245547351958995
MAR02387	0.65658482	0.67848745	-0.02190263	0.1043654	-0.047340734606512
MAR02388	2.5277015	2.51807376	0.009627738	0.03559978	0.00550556015434848
MAR02389	0.65658482	0.67848745	-0.02190263	0.1043654	-0.047340734606512
MAR02390	1.35935126	1.38083795	-0.02148668	0.1035287	-0.0226257196769013
MAR02391	0.65658482	0.67848745	-0.02190263	0.1043654	-0.047340734606512
MAR02392	1.35935126	1.38083795	-0.02148668	0.1035287	-0.0226257196769013
MAR02393	2.48585021	2.4998859	-0.0140357	0.1204402	-0.00812288232061813
MAR02394	1.35935126	1.38083795	-0.02148668	0.1035287	-0.0226257196769013
MAR02395	0.39207155	0.41376131	-0.02168976	0.02244791	-0.0776817889913236
MAR02396	2.96661709	2.95134329	0.0152738	0.5154219	0.00744698613306318
MAR02397	0.39207155	0.41376131	-0.02168976	0.02244791	-0.0776817889913236
MAR02398	2.96661709	2.95134329	0.0152738	0.5154219	0.00744698613306318
MAR02399	0.41017459	0.43131273	-0.02113814	0.02642846	-0.0724961764527999
MAR02400	2.96661709	2.95134329	0.0152738	0.5154219	0.00744698613306318
MAR02401	0.41017459	0.43131273	-0.02113814	0.02642846	-0.0724961764527999
MAR02402	2.91062576	2.9340841	-0.02345834	0.4989795	-0.0115808699917694
MAR02403	3.54692111	3.5558538	-0.008932688	0.1596519	-0.00362876608716662
MAR02404	3.23147099	3.21825842	0.01321257	0.2826308	0.00591086374920925
MAR02405	2.77226815	2.77431492	-0.002046772	0.949836	-0.00106475104604278
MAR02406	2.72742803	2.72432335	0.003104687	0.9190427	0.00164318091987356
MAR02407	4.66781949	4.68195136	-0.01413187	0.04874034	-0.00436117518178004
MAR02408	4.66408943	4.67821501	-0.01412558	0.05025137	-0.00436271797313418
MAR02409	4.66408943	4.67821501	-0.01412558	0.05025137	-0.00436271797313418
MAR02410	4.66408943	4.67821501	-0.01412558	0.05025137	-0.00436271797313418
MAR02411	0.32244174	0.34371544	-0.0212737	0.02125716	-0.09217614784121
MAR02412	1.31804097	1.33697977	-0.0189388	0.05563042	-0.020582420214607
MAR02413	2.77121283	2.77298358	-0.001770758	0.9568858	-0.000921559101301545
MAR02414	2.72742803	2.72432335	0.003104687	0.9190427	0.00164318091987356
MAR02415	0.44265463	0.46564817	-0.02299354	0.01587474	-0.0730587971160458
MAR02416	2.77189963	2.77431492	-0.002415293	0.941025	-0.00125654249188221
MAR02417	0.44265463	0.46564817	-0.02299354	0.01587474	-0.0730587971160458
MAR02418	2.7707458	2.77298358	-0.002237788	0.9457664	-0.00116471568601311
MAR02419	0.44265463	0.46564817	-0.02299354	0.01587474	-0.0730587971160458
MAR02420	2.76304065	2.76050411	0.002536532	0.9386938	0.00132503821196874
MAR02421	0.44265463	0.46564817	-0.02299354	0.01587474	-0.0730587971160458
MAR02422	2.45547644	2.45504261	0.0004338243	0.9898497	0.000254915777678235
MAR02423	0.45875967	0.48193107	-0.0231714	0.01986238	-0.0710882461062362
MAR02424	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02425	1.31948779	1.33990665	-0.02041886	0.04291957	-0.0221544923999208
MAR02426	0.45875967	0.48193107	-0.0231714	0.01986238	-0.0710882461062362
MAR02427	2.65256104	2.67350975	-0.02094871	0.006246557	-0.0113489876776756
MAR02428	0.45875967	0.48193107	-0.0231714	0.01986238	-0.0710882461062362
MAR02429	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02430	0.45875967	0.48193107	-0.0231714	0.01986238	-0.0710882461062362
MAR02431	2.90973091	2.9366487	-0.02691778	0.006566265	-0.0132849521061534
MAR02432	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02433	0.54150396	0.56402192	-0.02251796	0.02295523	-0.0587793439835425
MAR02434	0.54150396	0.56402192	-0.02251796	0.02295523	-0.0587793439835425
MAR02435	0.54150396	0.56402192	-0.02251796	0.02295523	-0.0587793439835425
MAR02436	0.54150396	0.56402192	-0.02251796	0.02295523	-0.0587793439835425
MAR02439	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02440	3.55348425	3.58310272	-0.02961847	0.005037638	-0.0119750982662072
MAR02441	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02442	4.06537459	4.093095	-0.02772042	0.0244525	-0.00980386125043647
MAR02443	4.17382656	4.20022474	-0.02639819	0.01490658	-0.00909587203749582
MAR02445	4.17382656	4.20022474	-0.02639819	0.01490658	-0.00909587203749582
MAR02446	4.17382656	4.20022474	-0.02639819	0.01490658	-0.00909587203749582
MAR02447	4.17382656	4.20022474	-0.02639819	0.01490658	-0.00909587203749582
MAR02449	2.16581305	2.16403453	0.001778518	0.9323418	0.00118519743756342
MAR02450	4.17382656	4.20022474	-0.02639819	0.01490658	-0.00909587203749582
MAR02451	3.39386333	3.42197166	-0.02810833	0.004123497	-0.0118993427072748
MAR02452	3.39386333	3.42197166	-0.02810833	0.004123497	-0.0118993427072748
MAR02453	4.06537459	4.093095	-0.02772042	0.0244525	-0.00980386125043647
MAR02454	3.39386333	3.42197166	-0.02810833	0.004123497	-0.0118993427072748
MAR02455	3.60742169	3.63581006	-0.02838837	0.003686938	-0.0113087560191317
MAR02456	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02457	3.60742169	3.63581006	-0.02838837	0.003686938	-0.0113087560191317
MAR02458	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02459	3.4974069	3.5219417	-0.0245348	0.006897173	-0.0100853741436341
MAR02460	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02463	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02464	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02465	3.4974069	3.5219417	-0.0245348	0.006897173	-0.0100853741436341
MAR02466	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02467	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02468	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02469	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02470	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02471	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02472	0.42315937	0.44594079	-0.02278142	0.01673815	-0.0756510558091927
MAR02473	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02474	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02475	0.70188718	0.72306137	-0.02117419	0.1278995	-0.0428789483169289
MAR02476	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02477	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02478	0.70188718	0.72306137	-0.02117419	0.1278995	-0.0428789483169289
MAR02479	2.53463593	2.55483527	-0.02019934	0.1406818	-0.0114517361483705
MAR02480	0.70188718	0.72306137	-0.02117419	0.1278995	-0.0428789483169289
MAR02481	2.53463593	2.55483527	-0.02019934	0.1406818	-0.0114517361483705
MAR02482	0.70188718	0.72306137	-0.02117419	0.1278995	-0.0428789483169289
MAR02484	4.5981483	4.6137033	-0.015555	0.2121303	-0.00487223278542902
MAR02486	0.35185312	0.3732268	-0.02137368	0.02451048	-0.0850792784298752
MAR02489	0.35185312	0.3732268	-0.02137368	0.02451048	-0.0850792784298752
MAR02490	3.2998316	3.31194815	-0.01211655	0.04967563	-0.00528768556334298
MAR02491	0.35185312	0.3732268	-0.02137368	0.02451048	-0.0850792784298752
MAR02493	0.35185312	0.3732268	-0.02137368	0.02451048	-0.0850792784298752
MAR02494	8.50709413	8.51492534	-0.007831215	0.4370759	-0.00132746277821849
MAR02495	4.53863499	4.55143887	-0.01280389	0.2543056	-0.00406423681062408
MAR02497	0.40376121	0.42478232	-0.02102111	0.0280804	-0.0732214052686565
MAR02499	0.39274865	0.41400497	-0.02125633	0.02463117	-0.0760417703969522
MAR02501	0.39274865	0.41400497	-0.02125633	0.02463117	-0.0760417703969522
MAR02503	0.39274865	0.41400497	-0.02125633	0.02463117	-0.0760417703969522
MAR02505	3.20301353	3.21072128	-0.007707756	0.2058827	-0.00346753908106295
MAR02509	4.69172805	4.7035471	-0.01181905	0.1190942	-0.00362975933017338
MAR02510	4.66781533	4.67964724	-0.0118319	0.1300889	-0.00365229534110906
MAR02511	4.66781533	4.67964724	-0.0118319	0.1300889	-0.00365229534110906
MAR02512	4.66781533	4.67964724	-0.0118319	0.1300889	-0.00365229534110906
MAR02513	4.66781533	4.67964724	-0.0118319	0.1300889	-0.00365229534110906
MAR02514	4.28088129	4.29153315	-0.01065186	0.2454344	-0.00358531277619441
MAR02515	0.41326442	0.43326843	-0.020004	0.04012486	-0.0681959585817589
MAR02516	0.41326442	0.43326843	-0.020004	0.04012486	-0.0681959585817589
MAR02518	0.41326442	0.43326843	-0.020004	0.04012486	-0.0681959585817589
MAR02520	0.41326442	0.43326843	-0.020004	0.04012486	-0.0681959585817589
MAR02522	0.4276648	0.44760711	-0.01994231	0.04511901	-0.065752485388975
MAR02524	0.4276648	0.44760711	-0.01994231	0.04511901	-0.065752485388975
MAR02526	0.38152448	0.40307018	-0.02154569	0.02364277	-0.0792554248535089
MAR02527	0.87696696	0.89480822	-0.01784126	0.1630273	-0.0290560198104423
MAR02528	0.38152448	0.40307018	-0.02154569	0.02364277	-0.0792554248535089
MAR02529	8.52810098	8.60182321	-0.07372223	0.01571749	-0.0124179594851301
MAR02530	0.40191389	0.42431252	-0.02239864	0.0180616	-0.078240810933045
MAR02533	0.40191389	0.42431252	-0.02239864	0.0180616	-0.078240810933045
MAR02535	0.40191389	0.42431252	-0.02239864	0.0180616	-0.078240810933045
MAR02537	0.40191389	0.42431252	-0.02239864	0.0180616	-0.078240810933045
MAR02540	0.42011341	0.44244884	-0.02233542	0.01779219	-0.0747318098673286
MAR02541	0.42011341	0.44244884	-0.02233542	0.01779219	-0.0747318098673286
MAR02542	0.42011341	0.44244884	-0.02233542	0.01779219	-0.0747318098673286
MAR02543	0.42011341	0.44244884	-0.02233542	0.01779219	-0.0747318098673286
MAR02544	2.82918104	2.84351735	-0.01433631	0.1182847	-0.00729210895896188
MAR02545	2.82918104	2.84351735	-0.01433631	0.1182847	-0.00729210895896188
MAR02546	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02547	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02548	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02549	2.76551526	2.77822834	-0.01271307	0.150851	-0.00661687514620511
MAR02550	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02551	2.76551526	2.77822834	-0.01271307	0.150851	-0.00661687514620511
MAR02552	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02553	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02554	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02555	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02556	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02557	1.30714738	1.32184586	-0.01469848	0.1395146	-0.0161321412584061
MAR02558	1.30714738	1.32184586	-0.01469848	0.1395146	-0.0161321412584061
MAR02559	1.30714738	1.32184586	-0.01469848	0.1395146	-0.0161321412584061
MAR02560	2.81896357	2.83283405	-0.01387047	0.12716	-0.00708125599365365
MAR02561	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02562	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02563	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02564	4.42871533	4.44228046	-0.01356513	0.03822257	-0.00441221290082902
MAR02565	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02566	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02567	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02568	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02569	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02570	1.25465496	1.26951424	-0.01485928	0.1325384	-0.0169859114087743
MAR02571	1.25465496	1.26951424	-0.01485928	0.1325384	-0.0169859114087743
MAR02572	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02573	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02574	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02575	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02576	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02577	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02578	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02579	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02580	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02581	4.62193524	4.63836777	-0.01643253	0.03825606	-0.00512016818423245
MAR02582	4.42871533	4.44228046	-0.01356513	0.03822257	-0.00441221290082902
MAR02583	4.62193524	4.63836777	-0.01643253	0.03825606	-0.00512016818423245
MAR02584	4.42871533	4.44228046	-0.01356513	0.03822257	-0.00441221290082902
MAR02585	2.80537149	2.81814072	-0.01276923	0.134271	-0.00655182589480511
MAR02586	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02587	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02588	4.61697969	4.6348474	-0.01786771	0.02324617	-0.00557245361519418
MAR02590	3.86284922	3.87208654	-0.009237328	0.8389347	-0.00344583135634601
MAR02591	2.55464992	2.56415719	-0.009507274	0.6032237	-0.00535910291540431
MAR02592	3.76016414	3.79229938	-0.03213523	0.6231967	-0.0122772208163902
MAR02593	2.37394916	2.38213008	-0.008180914	0.6874204	-0.00496315715469866
MAR02594	2.89545299	2.90557174	-0.01011875	0.5009982	-0.00503300224702512
MAR02596	3.76016414	3.79229938	-0.03213523	0.6231967	-0.0122772208163902
MAR02598	2.89545299	2.90557174	-0.01011875	0.5009982	-0.00503300224702512
MAR02599	1.18910124	1.20207491	-0.01297367	0.3678752	-0.0156552523628255
MAR02600	1.18909704	1.2020723	-0.01297526	0.367839	-0.0156572156364366
MAR02601	1.18909704	1.2020723	-0.01297526	0.367839	-0.0156572156364366
MAR02602	0.85305881	0.86429809	-0.01123928	0.349701	-0.0188837684506025
MAR02603	0.85305881	0.86429809	-0.01123928	0.349701	-0.0188837684506025
MAR02604	0.91027304	0.92161536	-0.01134232	0.4169342	-0.0178654091857499
MAR02605	0.66577869	0.71001098	-0.04423229	0.03429584	-0.0927986414551116
MAR02606	0.66577869	0.71001098	-0.04423229	0.03429584	-0.0927986414551116
MAR02607	0.67009515	0.71329496	-0.04319981	0.03465964	-0.0901328145497245
MAR02608	4.98632771	4.98024791	0.006079793	0.772834	0.00176014284785972
MAR02609	0.9038633	0.91511399	-0.0112507	0.4196123	-0.0178468656505971
MAR02610	0.92174392	0.93324738	-0.01150346	0.3884581	-0.0178935582531647
MAR02611	8.15439608	8.165522	-0.01112592	0.01222321	-0.00196708243477133
MAR02612	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02613	3.19542155	3.22815209	-0.03273055	0.07937855	-0.014702282266479
MAR02614	0.59969352	0.62368354	-0.02399002	0.08873595	-0.0565888005859061
MAR02616	4.241625	4.26610974	-0.02448474	0.09766877	-0.00830399902666154
MAR02618	4.241625	4.26610974	-0.02448474	0.09766877	-0.00830399902666154
MAR02620	0.48871422	0.50882798	-0.02011376	0.1107469	-0.0581869223806238
MAR02621	4.241625	4.26610974	-0.02448474	0.09766877	-0.00830399902666154
MAR02622	4.241625	4.26610974	-0.02448474	0.09766877	-0.00830399902666154
MAR02623	0.67807404	0.72148517	-0.04341113	0.03745578	-0.0895269285147351
MAR02624	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02625	0.6416452	0.68521544	-0.04357024	0.03780062	-0.0947818856612132
MAR02626	2.74612563	2.76704246	-0.02091683	0.06988222	-0.010947154598117
MAR02629	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02630	1.06781208	1.08508039	-0.01726831	0.2627756	-0.0231441559074896
MAR02633	0.4364044	0.45549139	-0.01908698	0.1092269	-0.0617581359566498
MAR02634	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02635	0.48197959	0.5019158	-0.0199362	0.1116066	-0.0584733068545636
MAR02636	2.92242667	2.9227007	-0.0002740329	0.9831098	-0.000135272235254719
MAR02638	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02639	8.69005142	8.67525939	0.01479203	0.0211165	0.00245781877682707
MAR02640	2.92242667	2.9227007	-0.0002740329	0.9831098	-0.000135272235254719
MAR02641	8.69005142	8.67525939	0.01479203	0.0211165	0.00245781877682707
MAR02642	0.63921563	0.6827874	-0.04357177	0.03815081	-0.0951337502029867
MAR02643	8.69005142	8.67525939	0.01479203	0.0211165	0.00245781877682707
MAR02644	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02646	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02647	8.08997187	8.10516984	-0.01519796	0.0153803	-0.00270773084664129
MAR02648	2.68751408	2.73626976	-0.04875568	0.03897744	-0.0259381548185318
MAR02649	2.68825742	2.73701515	-0.04875774	0.03898598	-0.0259321272022467
MAR02650	2.68825742	2.73701515	-0.04875774	0.03898598	-0.0259321272022467
MAR02651	2.68788662	2.73664338	-0.04875676	0.03898163	-0.0259351612719905
MAR02652	2.68863018	2.73738873	-0.04875854	0.038991	-0.0259289961746617
MAR02653	2.68863018	2.73738873	-0.04875854	0.038991	-0.0259289961746617
MAR02654	0.47201052	0.49431922	-0.0223087	0.132455	-0.0666239878753759
MAR02655	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02656	0.70395255	0.72516867	-0.02121612	0.1277494	-0.0428384094843982
MAR02657	0.80197201	0.82341742	-0.02144541	0.04650786	-0.0380720848698725
MAR02658	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02659	0.7074043	0.73181026	-0.02440595	0.07366939	-0.0489346538680876
MAR02660	0.71977572	0.73919753	-0.01942181	0.04005587	-0.0384124990110584
MAR02661	0.72803922	0.74719899	-0.01915977	0.04320766	-0.0374763333924905
MAR02662	0.67983398	0.70071216	-0.02087818	0.1441566	-0.0436394590444493
MAR02663	2.94563459	2.9437256	0.001908993	0.9350331	0.000935276639129375
MAR02664	2.94563459	2.9437256	0.001908993	0.9350331	0.000935276639129375
MAR02665	2.94563459	2.9437256	0.001908993	0.9350331	0.000935276639129375
MAR02666	4.21607608	4.25567108	-0.03959499	0.1501939	-0.0134857485730762
MAR02667	3.60251178	3.60802133	-0.005509554	0.9055362	-0.00220471964782291
MAR02668	0.71779721	0.74250489	-0.02470768	0.07549847	-0.0488242117020937
MAR02669	2.97960887	3.01199997	-0.0323911	0.08041526	-0.015598793525421
MAR02670	2.97960887	3.01199997	-0.0323911	0.08041526	-0.015598793525421
MAR02671	2.97960887	3.01199997	-0.0323911	0.08041526	-0.015598793525421
MAR02672	8.15386439	8.16502266	-0.01115826	0.01219316	-0.00197292661605626
MAR02673	3.60251178	3.60802133	-0.005509554	0.9055362	-0.00220471964782291
MAR02674	3.8745461	3.90067387	-0.02612777	0.04057152	-0.00969607194121533
MAR02675	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02676	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02677	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02678	0.70395255	0.72516867	-0.02121612	0.1277494	-0.0428384094843982
MAR02679	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02680	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02681	0.67983398	0.70071216	-0.02087818	0.1441566	-0.0436394590444493
MAR02682	0.67983398	0.70071216	-0.02087818	0.1441566	-0.0436394590444493
MAR02683	0.67983398	0.70071216	-0.02087818	0.1441566	-0.0436394590444493
MAR02684	0.4965005	0.51843185	-0.02193135	0.07897497	-0.0623591826846801
MAR02685	0.68083337	0.7017095	-0.02087613	0.1443338	-0.0435721440428009
MAR02686	0.68083337	0.7017095	-0.02087613	0.1443338	-0.0435721440428009
MAR02687	2.75659193	2.78862903	-0.0320371	0.08517547	-0.016670311206421
MAR02688	2.75659193	2.78862903	-0.0320371	0.08517547	-0.016670311206421
MAR02689	2.75659193	2.78862903	-0.0320371	0.08517547	-0.016670311206421
MAR02690	2.8075028	2.84048714	-0.03298434	0.08167183	-0.0168509098816081
MAR02691	2.8075028	2.84048714	-0.03298434	0.08167183	-0.0168509098816081
MAR02692	2.8075028	2.84048714	-0.03298434	0.08167183	-0.0168509098816081
MAR02693	3.51045991	3.54384156	-0.03338165	0.06679736	-0.013654052239275
MAR02695	3.51045991	3.54384156	-0.03338165	0.06679736	-0.013654052239275
MAR02697	3.51045991	3.54384156	-0.03338165	0.06679736	-0.013654052239275
MAR02699	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02700	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02701	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02702	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02703	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02704	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02705	0.36516038	0.38855507	-0.02339469	0.02647922	-0.0895888456151576
MAR02706	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02707	0.68193644	0.70280832	-0.02087188	0.1446187	-0.0434939915068191
MAR02708	2.55193522	2.5834155	-0.03148028	0.0878751	-0.017687988697026
MAR02709	2.55193522	2.5834155	-0.03148028	0.0878751	-0.017687988697026
MAR02710	2.55193522	2.5834155	-0.03148028	0.0878751	-0.017687988697026
MAR02711	2.75071839	2.74813586	0.002582525	0.9464563	0.0013551199317131
MAR02712	2.75071839	2.74813586	0.002582525	0.9464563	0.0013551199317131
MAR02713	2.67056098	2.6662813	0.004279679	0.8993106	0.00231383058075882
MAR02714	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02715	3.60251178	3.60802133	-0.005509554	0.9055362	-0.00220471964782291
MAR02716	0.39210365	0.4145533	-0.02244965	0.01939317	-0.0803225323947153
MAR02717	0.36812186	0.38919679	-0.02107493	0.03156278	-0.0803163880536928
MAR02718	3.60251178	3.60802133	-0.005509554	0.9055362	-0.00220471964782291
MAR02719	0.70508418	0.72632945	-0.02124527	0.1275605	-0.0428285660911926
MAR02720	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02722	3.60251178	3.60802133	-0.005509554	0.9055362	-0.00220471964782291
MAR02724	0.37153284	0.39175337	-0.02022054	0.03365607	-0.0764559482814336
MAR02726	0.32845331	0.35026307	-0.02180976	0.02318596	-0.092750581119829
MAR02727	3.60251178	3.60802133	-0.005509554	0.9055362	-0.00220471964782291
MAR02729	0.59822935	0.61896658	-0.02073723	0.09077456	-0.049162822882861
MAR02730	1.54539697	1.56557641	-0.02017944	0.01135735	-0.0187164483769072
MAR02731	3.075407	3.0801079	-0.004700897	0.81284	-0.00220354155463975
MAR02732	0.37760052	0.39876852	-0.021168	0.02615188	-0.0786907720355641
MAR02733	0.44031247	0.46258099	-0.02226852	0.02129343	-0.0711782757826221
MAR02734	0.44031247	0.46258099	-0.02226852	0.02129343	-0.0711782757826221
MAR02735	0.44031247	0.46258099	-0.02226852	0.02129343	-0.0711782757826221
MAR02736	0.46542449	0.48784462	-0.02242013	0.02223332	-0.0678745927965155
MAR02737	0.46542449	0.48784462	-0.02242013	0.02223332	-0.0678745927965155
MAR02738	0.46542449	0.48784462	-0.02242013	0.02223332	-0.0678745927965155
MAR02739	0.38503061	0.40562626	-0.02059565	0.03713611	-0.0751779097017012
MAR02740	0.61361323	0.63506579	-0.02145256	0.08978117	-0.0495764675823559
MAR02741	0.61361323	0.63506579	-0.02145256	0.08978117	-0.0495764675823559
MAR02742	2.53463593	2.55483527	-0.02019934	0.1406818	-0.0114517361483705
MAR02744	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02745	0.57326078	0.598698	-0.02543722	0.05881776	-0.0626368712909426
MAR02746	2.53463593	2.55483527	-0.02019934	0.1406818	-0.0114517361483705
MAR02748	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02750	0.64009536	0.65974517	-0.0196498	0.1254898	-0.0436220329468583
MAR02752	2.53463593	2.55483527	-0.02019934	0.1406818	-0.0114517361483705
MAR02753	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02754	0.64009536	0.65974517	-0.0196498	0.1254898	-0.0436220329468583
MAR02755	2.20692686	2.23446161	-0.02753475	0.0547833	-0.0178884402877603
MAR02757	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02758	0.66350002	0.68545458	-0.02195456	0.1048973	-0.0469645633698872
MAR02759	1.22118434	1.23658902	-0.01540468	0.0161543	-0.0180851064905149
MAR02760	3.82320923	3.83382043	-0.01061119	0.8647353	-0.0039986094079968
MAR02761	0.66350002	0.68545458	-0.02195456	0.1048973	-0.0469645633698872
MAR02762	0.48131332	0.5024465	-0.02113318	0.04620147	-0.0619936383437028
MAR02764	3.60251178	3.60802133	-0.005509554	0.9055362	-0.00220471964782291
MAR02766	0.48131332	0.5024465	-0.02113318	0.04620147	-0.0619936383437028
MAR02767	0.74461393	0.76481169	-0.02019777	0.1012382	-0.0386119688834567
MAR02768	0.38299196	0.40687741	-0.02388544	0.0185858	-0.0872800770801642
MAR02769	0.7223938	0.75062559	-0.02823179	0.06196643	-0.0553079639614913
MAR02770	0.7223938	0.75062559	-0.02823179	0.06196643	-0.0553079639614913
MAR02771	0.75047518	0.77789908	-0.0274239	0.06743343	-0.0517786414003748
MAR02772	0.75047518	0.77789908	-0.0274239	0.06743343	-0.0517786414003748
MAR02773	0.75047518	0.77789908	-0.0274239	0.06743343	-0.0517786414003748
MAR02774	0.42687133	0.45003743	-0.02316609	0.01579134	-0.0762437266452452
MAR02775	0.56507006	0.59011003	-0.02503997	0.02910936	-0.0625542291663114
MAR02776	0.56507006	0.59011003	-0.02503997	0.02910936	-0.0625542291663114
MAR02777	2.90973091	2.9366487	-0.02691778	0.006566265	-0.0132849521061534
MAR02778	2.54759126	2.56415719	-0.01656593	0.3923479	-0.00935087826072745
MAR02779	3.12098455	3.13169772	-0.01071317	0.3473062	-0.00494375107772795
MAR02780	2.54759126	2.56415719	-0.01656593	0.3923479	-0.00935087826072745
