	mean.x	mean.y	mean.diff	pvalue	logFC
MAR00185	0.71100786	0.6723416	0.03866626	0.065843605	0.0806710918890612
MAR00186	4.62282216	4.62382898	-0.001006823	0.922228019	-0.000314175198093939
MAR00187	1.46707167	1.45404246	0.0130292	0.151609677	0.0128699533629065
MAR00188	0.69008833	0.68161586	0.008472469	0.352855676	0.0178221310186799
MAR00189	0.68928966	0.68081496	0.008474693	0.352699925	0.0178476350115563
MAR00190	1.46640763	1.4533641	0.01304353	0.151321172	0.0128900222141025
MAR00191	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00192	0.68906905	0.68059068	0.008478373	0.352528533	0.0178611640828778
MAR00193	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00194	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00195	1.3530074	1.34618456	0.006822839	0.431977592	0.00729351490599767
MAR00196	0.68699571	0.6785406	0.008455111	0.357515433	0.0178659491754446
MAR00197	0.68945333	0.68098002	0.008473306	0.352843959	0.0178404270373598
MAR00198	1.35208891	1.34525901	0.0068299	0.432230547	0.00730605336081649
MAR00199	1.35193827	1.34511552	0.006822749	0.431940546	0.00729920079723262
MAR00200	4.35649992	4.35505718	0.001442746	0.860433959	0.000477855758374583
MAR00201	0.68929527	0.68082131	0.008473954	0.352671344	0.0178459207534117
MAR00202	1.35233436	1.34552799	0.006806376	0.432804392	0.0072794945071571
MAR00203	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00204	0.62133025	0.61930508	0.002025163	0.841377057	0.00471001468422392
MAR00205	2.46468835	2.46443737	0.0002509753	0.974301186	0.000146917576155804
MAR00206	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00207	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00208	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00209	0.68896563	0.68049151	0.008474122	0.352980062	0.0178548515144061
MAR00210	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00211	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00212	1.35145375	1.34463769	0.006816063	0.43262342	0.00729464643861851
MAR00213	0.6886601	0.68018276	0.00847734	0.352575231	0.017869651950047
MAR00214	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00215	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00216	1.36132002	1.35642257	0.004897449	0.573836779	0.00519956121083209
MAR00217	2.23446161	2.24100315	-0.006541548	0.548227598	-0.0042174185451632
MAR00218	4.49845924	4.49668482	0.001774415	0.726145918	0.000569184206630559
MAR00219	2.83006571	2.80637308	0.02369263	0.100823294	0.0121287367434251
MAR00220	4.40275025	4.39295202	0.009798225	0.089280982	0.00321426606855598
MAR00221	1.33373401	1.32342652	0.01030749	0.206147989	0.0111928798648645
MAR00222	4.06453609	4.05859447	0.005941622	0.372301998	0.00211050337655609
MAR00223	0.69210707	0.68365457	0.008452499	0.355057198	0.017727683221172
MAR00224	1.35243102	1.34558602	0.006845	0.430969352	0.0073203901949326
MAR00225	3.1983395	3.18529646	0.01304304	0.242896006	0.00589543496187717
MAR00226	2.23446161	2.24100315	-0.006541548	0.548227598	-0.0042174185451632
MAR00227	4.06453609	4.05859447	0.005941622	0.372301998	0.00211050337655609
MAR00228	4.08667067	4.08062774	0.006042929	0.378621599	0.00213488140059925
MAR00229	2.3188892	2.30018625	0.01870294	0.54182968	0.011683204125276
MAR00230	0.6895846	0.68110209	0.00848251	0.352480941	0.0178564969354177
MAR00231	1.3515961	1.34478102	0.006815076	0.432753707	0.00729282486708014
MAR00232	1.35277274	1.34597082	0.006801917	0.434065802	0.00727235975810976
MAR00233	0.68987891	0.6814112	0.008467706	0.353444619	0.0178174966929731
MAR00234	0.68928966	0.68081496	0.008474693	0.352699925	0.0178476350115563
MAR00235	1.35239926	1.34555242	0.006846845	0.43028933	0.00732253538334889
MAR00236	1.35146157	1.34464569	0.00681588	0.43263549	0.0072944109971947
MAR00237	0.68866741	0.68019045	0.008476955	0.352598256	0.0178686551029994
MAR00238	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00239	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00240	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00241	3.10273869	3.05535524	0.04738345	0.112509909	0.0222020703969514
MAR00242	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00243	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00244	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00245	0.68865852	0.68018118	0.008477341	0.352574918	0.0178696932036315
MAR00246	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00247	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00248	1.35241444	1.34558383	0.006830609	0.431679029	0.00730505155438548
MAR00249	0.45420366	0.44509749	0.009106167	0.311609698	0.0292179662667075
MAR00250	0.69120544	0.68275106	0.008454374	0.354586291	0.0177549231634163
MAR00251	4.09291568	4.08867799	0.004237685	0.513608208	0.00149449976157144
MAR00252	3.83382043	3.87589035	-0.04206993	0.448837124	-0.0157449920255907
MAR00253	1.35285466	1.3460432	0.006811454	0.432761178	0.00728214325788447
MAR00254	1.35204657	1.34522087	0.006825708	0.431797836	0.00730177839640635
MAR00255	0.81615357	0.8106085	0.005545075	0.520978821	0.0098353362441022
MAR00256	0.69123724	0.68277965	0.008457592	0.354353906	0.0177608839388309
MAR00257	1.35537819	1.34858138	0.00679681	0.43226659	0.00725287821758078
MAR00258	1.3517392	1.34492289	0.006816316	0.432554275	0.00729337028481162
MAR00259	0.67385536	0.6654224	0.008432965	0.358410404	0.0181685244489825
MAR00260	0.68959947	0.68112741	0.008472061	0.352973063	0.0178339751981862
MAR00261	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00262	1.36072375	1.35407827	0.006645479	0.438709721	0.00706307135415595
MAR00263	0.69407349	0.68562367	0.008449815	0.353524697	0.0176715096361827
MAR00264	0.94621577	0.9363021	0.009913673	0.275682886	0.0151951118132163
MAR00265	1.35144879	1.34464223	0.006806559	0.433199354	0.00728448049215692
MAR00266	1.35267516	1.34587522	0.006799939	0.434428609	0.00727076326086733
MAR00267	4.25567108	4.25214519	0.003525886	0.895497675	0.00119579082281728
MAR00268	0.68928966	0.68081496	0.008474693	0.352699925	0.0178476350115563
MAR00269	1.35209666	1.34526435	0.006832319	0.430444969	0.00730859591927384
MAR00270	1.35204657	1.34522087	0.006825708	0.431797836	0.00730177839640635
MAR00271	4.23437719	4.2323649	0.002012283	0.758129082	0.000685770471719257
MAR00272	4.23287374	4.23090865	0.001965086	0.763276583	0.000669919314605842
MAR00273	1.35537819	1.34858138	0.00679681	0.432266591	0.00725287821758078
MAR00274	1.35204805	1.34522235	0.006825697	0.431798327	0.00730177038335877
MAR00275	4.51626186	4.50896942	0.007292441	0.323311342	0.00233141267789384
MAR00276	0.68929525	0.68082125	0.008474004	0.3526685	0.0178460060364723
MAR00277	1.35233298	1.34552574	0.006807236	0.432751863	0.00728043478249825
MAR00278	1.35145985	1.34464389	0.006815959	0.432629737	0.00729450613786533
MAR00279	0.68866667	0.68018968	0.008476993	0.352595793	0.0178687380535453
MAR00280	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00281	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00282	1.35145937	1.34464336	0.006816012	0.432626588	0.00729456238123735
MAR00283	0.68866515	0.68018822	0.008476932	0.352596772	0.0178686504767116
MAR00284	0.68928966	0.68081496	0.008474693	0.352699925	0.0178476350115563
MAR00285	0.53014845	0.52352194	0.006626508	0.327369376	0.0181463942542113
MAR00286	2.63674588	2.64102262	-0.004276732	0.542544721	-0.00233812185572811
MAR00287	1.35170615	1.34488918	0.00681697	0.432429735	0.00729425706121108
MAR00288	1.35146816	1.34465286	0.0068153	0.432694466	0.00729375304881198
MAR00289	0.76443238	0.75813807	0.006294304	0.462586817	0.0119282776746334
MAR00290	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00291	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00292	1.35145723	1.34464111	0.006816118	0.432618064	0.00729469198266869
MAR00293	0.68866325	0.68018627	0.008476979	0.352596095	0.0178688061337779
MAR00294	0.68928966	0.68081496	0.008474693	0.352699925	0.0178476350115563
MAR00295	1.35218647	1.34538788	0.006798592	0.43370237	0.00727194996097235
MAR00296	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00297	4.05204786	4.05242054	-0.0003726796	0.958792184	-0.000132683246248957
MAR00298	0.68929462	0.68081997	0.008474651	0.352704308	0.0178473998337934
MAR00299	1.35145484	1.34463867	0.006816168	0.432617363	0.00729475856193884
MAR00300	1.35145194	1.34463583	0.00681611	0.432620553	0.00729470987939186
MAR00301	0.68865661	0.68017924	0.008477367	0.352573463	0.0178698067052618
MAR00302	0.68928966	0.68081496	0.008474693	0.352699925	0.0178476350115563
MAR00303	1.35185667	1.3450632	0.006793469	0.433898571	0.00726823686398011
MAR00304	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00305	0.68865852	0.68018118	0.008477341	0.352574918	0.0178696932036315
MAR00306	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00307	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00308	1.35145723	1.34464121	0.006816023	0.432625554	0.00729458469047152
MAR00309	0.6886647	0.6801877	0.008477003	0.352595022	0.0178688106971169
MAR00310	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00311	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00312	1.35145913	1.34464308	0.006816051	0.432623089	0.0072946065967458
MAR00313	2.23446161	2.24100315	-0.006541548	0.548227598	-0.0042174185451632
MAR00314	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00315	2.63674588	2.64102262	-0.004276732	0.542544721	-0.00233812185572811
MAR00316	0.38124946	0.37155817	0.009691287	0.251697033	0.0371472018100176
MAR00317	1.35144879	1.3446346	0.006814189	0.432727198	0.00729266690349183
MAR00318	1.35145789	1.34464173	0.006816156	0.43261492	0.00729473132806026
MAR00319	0.68866457	0.68018757	0.008477002	0.352594606	0.0178688140912085
MAR00320	0.68928966	0.68081496	0.008474693	0.352699925	0.0178476350115563
MAR00321	1.35159874	1.34479791	0.006800827	0.433757912	0.00727752314941384
MAR00322	1.35144922	1.34463316	0.006816058	0.432624638	0.00729467095188235
MAR00323	0.68865658	0.68017922	0.00847736	0.352573672	0.0178697862780531
MAR00324	0.68928966	0.68081496	0.008474693	0.352699925	0.0178476350115563
MAR00325	1.35145321	1.34463712	0.006816083	0.432624284	0.00729468154847668
MAR00326	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00327	0.68865852	0.68018118	0.008477341	0.352574918	0.0178696932036315
MAR00328	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00329	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00330	1.35145694	1.3446409	0.006816038	0.432624167	0.00729460771817467
MAR00331	0.68866333	0.68018635	0.008476983	0.352595901	0.017868804045103
MAR00332	0.68928962	0.68081493	0.00847469	0.352700096	0.0178476148629927
MAR00334	1.45072652	1.44120077	0.00952575	0.338368424	0.00950425139376527
MAR00335	1.35144879	1.34464223	0.006806559	0.433199354	0.00728448049215692
MAR00336	1.35145659	1.34464045	0.006816141	0.432616354	0.00729471690436413
MAR00337	0.68866333	0.68018635	0.008476983	0.352595901	0.017868804045103
MAR00338	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00339	1.35144879	1.34464318	0.006805608	0.43325346	0.00728346121745765
MAR00340	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00341	0.68865852	0.68018118	0.008477341	0.352574918	0.0178696932036315
MAR00342	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00343	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00344	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00345	0.68865852	0.68018118	0.008477341	0.352574918	0.0178696932036315
MAR00346	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00347	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00348	1.35173735	1.34492309	0.006814258	0.432677357	0.00729118126121456
MAR00349	2.23446161	2.24100315	-0.006541548	0.548227598	-0.0042174185451632
MAR00350	0.68939037	0.68091654	0.008473838	0.352788667	0.0178431682198527
MAR00351	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00352	1.35273964	1.34594425	0.006795393	0.433705568	0.00726553873941291
MAR00353	2.23446161	2.24100315	-0.006541548	0.548227598	-0.0042174185451632
MAR00354	0.68931607	0.6808416	0.008474469	0.352723194	0.0178464595947922
MAR00355	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00356	1.35159198	1.34477912	0.006812855	0.432726676	0.00729046550938756
MAR00357	0.68170843	0.67319264	0.008515785	0.350382213	0.0181354197050824
MAR00358	0.68942942	0.68095591	0.008473506	0.352823082	0.0178414733264513
MAR00359	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00360	1.35275093	1.34596795	0.006782972	0.434784283	0.00725217605088773
MAR00361	2.23446161	2.24100315	-0.006541548	0.548227598	-0.0042174185451632
MAR00362	0.68943068	0.68095718	0.008473495	0.352824192	0.0178414193307291
MAR00363	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00364	1.35152	1.34470391	0.006816083	0.432609125	0.00729432014388045
MAR00365	0.68452071	0.67601307	0.008507638	0.350823624	0.0180430507503307
MAR00366	0.68935889	0.68088478	0.008474105	0.35276092	0.0178445813778867
MAR00367	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00368	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00369	0.38889065	0.38103853	0.007852124	0.328501431	0.0294276607509397
MAR00370	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00371	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00372	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
MAR00373	3.01798489	3.01761818	0.0003667083	0.943390302	0.000175309970838112
MAR00374	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00375	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00376	1.35297311	1.34618979	0.006783324	0.434939118	0.00725134650260641
MAR00377	0.668526	0.66011459	0.008411411	0.359932753	0.0182671848385923
MAR00378	0.68963461	0.68116285	0.008471762	0.353004098	0.0178324254403444
MAR00379	1.35144879	1.34464223	0.006806559	0.433199354	0.00728448049215692
MAR00380	1.35145694	1.34464091	0.006816037	0.432624258	0.00729459698895271
MAR00381	0.37405089	0.36719602	0.006854865	0.41830679	0.0266841419654201
MAR00382	0.68928962	0.68081493	0.008474693	0.352699898	0.0178476148629927
MAR00383	1.35144879	1.34463275	0.006816032	0.432627274	0.00729465182018368
MAR00384	1.35145335	1.34463727	0.006816073	0.432622419	0.00729467006164024
