node	mux	agg	layer1	layer2	layer3	layer4
1	0.5	2	1	0	0	0
2	2.5	10	5	0	0	0
3	4.5	18	9	0	0	0
4	1	4	2	0	0	0
5	2	8	4	0	0	0
6	7.4	29.6	14.8	0	0	0
7	0.5	2	1	0	0	0
8	0.5	2	1	0	0	0
9	6.4	25.6	12.8	0	0	0
10	2	8	4	0	0	0
11	6.4	25.6	12.8	0	0	0
12	0.5	2	1	0	0	0
13	4.2	16.8	8.4	0	0	0
14	10.3	41.2	20.6	0	0	0
15	0.5	2	1	0	0	0
16	0.2	0.8	0.4	0	0	0
17	0.2	0.8	0.4	0	0	0
18	1.9	7.6	3.8	0	0	0
19	2.1	8.4	4.2	0	0	0
20	1	4	2	0	0	0
21	13.3	53.2	26.6	0	0	0
22	2.1	8.4	4.2	0	0	0
23	0.6	2.4	1.2	0	0	0
24	0.6	2.4	1.2	0	0	0
25	3.9	15.6	7.8	0	0	0
26	5.1	20.4	10.2	0	0	0
27	5.2	20.8	10.4	0	0	0
28	0.2	0.8	0.4	0	0	0
29	0.5	2	1	0	0	0
30	0.4	1.6	0.8	0	0	0
31	1.4	5.6	2.8	0	0	0
32	10.6	42.4	21.2	0	0	0
33	5	20	10	0	0	0
34	1.4	5.6	2.8	0	0	0
35	0.7	2.8	1.4	0	0	0
36	0.5	2	1	0	0	0
37	5.2	20.8	10.4	0	0	0
38	1.1	4.4	2.2	0	0	0
39	2.8	11.2	5.6	0	0	0
40	0.4	1.6	0.8	0	0	0
41	1.2	4.8	2.4	0	0	0
42	2.4	9.6	4.8	0	0	0
43	2.3	9.2	4.6	0	0	0
44	1.2	4.8	2.4	0	0	0
45	2	8	4	0	0	0
46	18.4	73.6	36.8	0	0	0
47	11.3	45.2	22.6	0	0	0
48	18.3	73.2	36.6	0	0	0
49	1	4	2	0	0	0
50	0.5	2	1	0	0	0
51	0.5	2	1	0	0	0
52	9	36	18	0	0	0
53	6.7	26.8	13.4	0	0	0
54	6.4	25.6	12.8	0	0	0
55	8.4	33.6	16.8	0	0	0
56	2.5	10	5	0	0	0
57	6.7	26.8	13.4	0	0	0
58	4.2	16.8	8.4	0	0	0
59	7.8	31.2	15.6	0	0	0
60	8.9	35.6	17.8	0	0	0
61	4	16	8	0	0	0
62	7.2	28.8	14.4	0	0	0
63	3.1	12.4	6.2	0	0	0
64	11.1	44.4	22.2	0	0	0
65	6	24	12	0	0	0
66	3.1	12.4	6.2	0	0	0
67	11.8	47.2	23.6	0	0	0
68	8	32	16	0	0	0
69	4.9	19.6	9.8	0	0	0
70	4.8	19.2	9.6	0	0	0
71	1.2	4.8	2.4	0	0	0
72	4.3	17.2	8.6	0	0	0
73	15.2	60.8	30.4	0	0	0
74	3	12	6	0	0	0
75	2	8	4	0	0	0
76	1.5	6	3	0	0	0
77	0.2	0.8	0.4	0	0	0
78	4.6	18.4	9.2	0	0	0
79	0.5	2	1	0	0	0
80	24.3	97.2	48.6	0	0	0
81	2.1	8.4	4.2	0	0	0
82	3.6	14.4	7.2	0	0	0
83	4.2	16.8	8.4	0	0	0
84	5.7	22.8	11.4	0	0	0
85	4.4	17.6	8.8	0	0	0
86	2.5	10	5	0	0	0
87	6.8	27.2	13.6	0	0	0
88	0.2	0.8	0.4	0	0	0
89	11.4	45.6	22.8	0	0	0
90	2.8	11.2	5.6	0	0	0
91	0.7	2.8	1.4	0	0	0
92	0.7	2.8	1.4	0	0	0
93	5.5	22	11	0	0	0
94	1.7	6.8	3.4	0	0	0
95	1.6	6.4	3.2	0	0	0
96	10.2	40.8	20.4	0	0	0
97	1.6	6.4	3.2	0	0	0
98	2.5	10	5	0	0	0
99	5.4	21.6	10.8	0	0	0
100	0.2	0.8	0.4	0	0	0
101	0.5	2	1	0	0	0
102	2	8	4	0	0	0
103	6.5	26	13	0	0	0
104	0.6	2.4	1.2	0	0	0
105	4.8	19.2	9.6	0	0	0
106	1.5	6	3	0	0	0
107	5.6	22.4	11.2	0	0	0
108	8.9	35.6	17.8	0	0	0
109	2.5	10	5	0	0	0
110	1.7	6.8	3.4	0	0	0
111	0.7	2.8	1.4	0	0	0
112	4.5	18	9	0	0	0
113	9	36	18	0	0	0
114	4.9	19.6	9.8	0	0	0
115	2.5	10	5	0	0	0
116	7.9	31.6	15.8	0	0	0
117	8.2	32.8	16.4	0	0	0
118	0.7	2.8	1.4	0	0	0
119	5.7	22.8	11.4	0	0	0
120	6.2	24.8	12.4	0	0	0
121	1	4	2	0	0	0
122	9.4	37.6	18.8	0	0	0
123	5.9	23.6	11.8	0	0	0
124	5.9	23.6	11.8	0	0	0
125	1	4	2	0	0	0
126	2.3	9.2	4.6	0	0	0
127	4.8	19.2	9.6	0	0	0
128	0.4	1.6	0.8	0	0	0
129	1.6	6.4	3.2	0	0	0
130	4.8	19.2	9.6	0	0	0
131	6.9	27.6	13.8	0	0	0
132	2.8	11.2	5.6	0	0	0
133	10.2	40.8	20.4	0	0	0
134	0.9	3.6	1.8	0	0	0
135	4.6	18.4	9.2	0	0	0
136	2.6	10.4	5.2	0	0	0
137	6.1	24.4	12.2	0	0	0
138	3.9	15.6	7.8	0	0	0
139	4.8	19.2	9.6	0	0	0
140	3.4	13.6	6.8	0	0	0
141	6.4	25.6	12.8	0	0	0
142	1	4	2	0	0	0
143	1.4	5.6	2.8	0	0	0
144	5.2	20.8	10.4	0	0	0
145	9.1	36.4	18.2	0	0	0
146	0.2	0.8	0.4	0	0	0
147	0.9	3.6	1.8	0	0	0
148	1.8	7.2	3.6	0	0	0
149	1.5	6	3	0	0	0
150	1	4	2	0	0	0
151	4	16	8	0	0	0
152	1	4	2	0	0	0
153	7.4	29.6	14.8	0	0	0
154	0.7	2.8	1.4	0	0	0
155	7.8	31.2	15.6	0	0	0
156	4.3	17.2	8.6	0	0	0
157	5.7	22.8	11.4	0	0	0
158	1.4	5.6	2.8	0	0	0
159	3	12	6	0	0	0
160	10.4	41.6	20.8	0	0	0
161	0.5	2	1	0	0	0
162	0.8	3.2	1.6	0	0	0
163	8.5	34	17	0	0	0
164	13.8	55.2	27.6	0	0	0
165	10.6	42.4	21.2	0	0	0
166	0.9	3.6	1.8	0	0	0
167	5.6	22.4	11.2	0	0	0
168	2.3	9.2	4.6	0	0	0
169	5.6	22.4	11.2	0	0	0
170	11.5	46	23	0	0	0
171	1.4	5.6	2.8	0	0	0
172	3.7	14.8	7.4	0	0	0
173	0.4	1.6	0.8	0	0	0
174	5.3	21.2	10.6	0	0	0
175	4.6	18.4	9.2	0	0	0
176	2.2	8.8	4.4	0	0	0
177	3.4	13.6	6.8	0	0	0
178	7	28	14	0	0	0
179	8.4	33.6	16.8	0	0	0
180	1.2	4.8	2.4	0	0	0
181	0.2	0.8	0.4	0	0	0
182	0.6	2.4	1.2	0	0	0
183	0.5	2	1	0	0	0
184	3.5	14	7	0	0	0
185	2	8	4	0	0	0
186	6.2	24.8	12.4	0	0	0
187	12.4	49.6	24.8	0	0	0
188	1.9	7.6	3.8	0	0	0
189	6	24	12	0	0	0
190	5.5	22	11	0	0	0
191	3.6	14.4	7.2	0	0	0
192	10.5	42	21	0	0	0
193	6.8	27.2	13.6	0	0	0
194	2.4	9.6	4.8	0	0	0
195	7.3	29.2	14.6	0	0	0
196	9.3	37.2	18.6	0	0	0
197	11.3	45.2	22.6	0	0	0
198	19.1	76.4	38.2	0	0	0
199	18.6	74.3999999999999	37.2	0	0	0
200	11.3	45.2	22.6	0	0	0
201	0.7	2.8	1.4	0	0	0
202	2.1	8.4	4.2	0	0	0
203	7.9	31.6	15.8	0	0	0
204	3	12	6	0	0	0
205	3.5	14	7	0	0	0
206	1.7	6.8	3.4	0	0	0
207	6	24	12	0	0	0
208	2.5	10	5	0	0	0
209	0.9	3.6	1.8	0	0	0
210	0.7	2.8	1.4	0	0	0
211	3.9	15.6	7.8	0	0	0
212	0.6	2.4	1.2	0	0	0
213	6	24	12	0	0	0
214	16.1	64.3999999999999	32.2	0	0	0
215	2.2	8.8	4.4	0	0	0
216	6.6	26.4	13.2	0	0	0
217	5	20	10	0	0	0
218	2.1	8.4	4.2	0	0	0
219	5.9	23.6	11.8	0	0	0
220	5.6	22.4	11.2	0	0	0
221	0.7	2.8	1.4	0	0	0
222	3.3	13.2	6.6	0	0	0
223	1	4	2	0	0	0
224	1.5	6	3	0	0	0
225	1.9	7.6	3.8	0	0	0
226	2.2	8.8	4.4	0	0	0
227	2.8	11.2	5.6	0	0	0
228	2.6	10.4	5.2	0	0	0
229	1.4	5.6	2.8	0	0	0
230	4.6	18.4	9.2	0	0	0
231	4	16	8	0	0	0
232	4.3	17.2	8.6	0	0	0
233	1.5	6	3	0	0	0
234	8.1	32.4	16.2	0	0	0
235	2.6	10.4	5.2	0	0	0
236	19.9	79.6	39.8	0	0	0
237	8.4	33.6	16.8	0	0	0
238	2.5	10	5	0	0	0
239	1.5	6	3	0	0	0
240	11.4	45.6	22.8	0	0	0
241	9.5	38	19	0	0	0
242	1	4	2	0	0	0
243	5.2	20.8	10.4	0	0	0
244	8.2	32.8	16.4	0	0	0
245	7.5	30	15	0	0	0
246	0.8	3.2	1.6	0	0	0
247	1.7	6.8	3.4	0	0	0
248	0.2	0.8	0.4	0	0	0
249	3.3	13.2	6.6	0	0	0
250	10.9	43.6	21.8	0	0	0
251	11.3	45.2	22.6	0	0	0
252	1.6	6.4	3.2	0	0	0
253	12.2	48.8	24.4	0	0	0
254	0.4	1.6	0.8	0	0	0
255	0.2	0.8	0.4	0	0	0
256	1.2	4.8	2.4	0	0	0
257	1	4	2	0	0	0
258	2.8	11.2	5.6	0	0	0
259	1.6	6.4	3.2	0	0	0
260	0.9	3.6	1.8	0	0	0
261	4.1	16.4	8.2	0	0	0
262	10.3	41.2	20.6	0	0	0
263	0.4	1.6	0.8	0	0	0
264	6.3	25.2	12.6	0	0	0
265	8.3	33.2	16.6	0	0	0
266	1.2	4.8	2.4	0	0	0
267	5.5	22	11	0	0	0
268	1.7	6.8	3.4	0	0	0
269	3.6	14.4	7.2	0	0	0
270	1.3	5.2	2.6	0	0	0
271	2	8	4	0	0	0
272	5.3	21.2	10.6	0	0	0
273	11.6	46.4	23.2	0	0	0
274	8	32	16	0	0	0
275	0.6	2.4	1.2	0	0	0
276	3.8	15.2	7.6	0	0	0
277	9.9	39.6	19.8	0	0	0
278	7.6	30.4	15.2	0	0	0
279	0.8	3.2	1.6	0	0	0
280	4.4	17.6	8.8	0	0	0
281	9	36	18	0	0	0
282	0.5	2	1	0	0	0
283	1.5	6	3	0	0	0
284	23.5	93.9999999999999	46.9999999999999	0	0	0
285	1.8	7.2	3.6	0	0	0
286	0.2	0.8	0.4	0	0	0
287	1.2	4.8	2.4	0	0	0
288	3.7	14.8	7.4	0	0	0
289	16.8	67.2	33.6	0	0	0
290	0.6	2.4	1.2	0	0	0
291	0.5	2	1	0	0	0
292	0.2	0.8	0.4	0	0	0
293	2.6	10.4	5.2	0	0	0
294	2.6	10.4	5.2	0	0	0
295	0.5	2	1	0	0	0
296	4.1	16.4	8.2	0	0	0
297	3.8	15.2	7.6	0	0	0
298	5.5	22	11	0	0	0
299	34.4	137.6	68.7999999999999	0	0	0
300	2.2	8.8	4.4	0	0	0
301	5.6	22.4	11.2	0	0	0
302	5.9	23.6	11.8	0	0	0
303	5	20	10	0	0	0
304	1.9	7.6	3.8	0	0	0
305	0.2	0.8	0.4	0	0	0
306	3	12	6	0	0	0
307	0.7	2.8	1.4	0	0	0
308	0.9	3.6	1.8	0	0	0
309	3.6	14.4	7.2	0	0	0
310	14.3	57.2	28.6	0	0	0
311	9.5	38	19	0	0	0
312	0.2	0.8	0.4	0	0	0
313	2.4	9.6	4.8	0	0	0
314	0.2	0.8	0.4	0	0	0
315	0.2	0.8	0.4	0	0	0
316	1.3	5.2	2.6	0	0	0
317	2.3	9.2	4.6	0	0	0
318	4.5	18	9	0	0	0
319	3.8	15.2	7.6	0	0	0
320	1.4	5.6	2.8	0	0	0
321	1.7	6.8	3.4	0	0	0
322	2.8	11.2	5.6	0	0	0
323	0.4	1.6	0.8	0	0	0
324	7.2	28.8	14.4	0	0	0
325	0.8	3.2	1.6	0	0	0
326	9.2	36.8	18.4	0	0	0
327	1.4	5.6	2.8	0	0	0
328	0.4	1.6	0.8	0	0	0
329	14.2	56.7999999999999	28.4	0	0	0
330	0.2	0.8	0.4	0	0	0
331	3.2	12.8	6.4	0	0	0
332	1	4	2	0	0	0
333	12.4	49.6	24.8	0	0	0
334	0.2	0.8	0.4	0	0	0
335	0.4	1.6	0.8	0	0	0
336	1.3	5.2	2.6	0	0	0
337	11.1	44.4	22.2	0	0	0
338	1.7	6.8	3.4	0	0	0
339	1.5	6	3	0	0	0
340	6.4	25.6	12.8	0	0	0
341	4.8	19.2	9.6	0	0	0
342	10.6	42.4	21.2	0	0	0
343	11.7	46.8	23.4	0	0	0
344	0.2	0.8	0.4	0	0	0
345	0.4	1.6	0.8	0	0	0
346	1.8	7.2	3.6	0	0	0
347	0.5	2	1	0	0	0
348	0.2	0.8	0.4	0	0	0
349	1.1	4.4	2.2	0	0	0
350	14	56	28	0	0	0
351	6.8	27.2	13.6	0	0	0
352	20.1	80.4	40.2	0	0	0
353	26.6	106.4	53.2	0	0	0
354	4.9	19.6	9.8	0	0	0
355	7.4	29.6	14.8	0	0	0
356	3.4	13.6	6.8	0	0	0
357	16.3	65.2	32.6	0	0	0
358	20.1	80.3999999999999	40.2	0	0	0
359	1.2	4.8	2.4	0	0	0
360	5.3	21.2	10.6	0	0	0
361	1.5	6	3	0	0	0
362	3.2	12.8	6.4	0	0	0
363	1	4	2	0	0	0
364	3.4	13.6	6.8	0	0	0
365	5.4	21.6	10.8	0	0	0
366	5.2	20.8	10.4	0	0	0
367	2	8	4	0	0	0
368	0.4	1.6	0.8	0	0	0
369	11	44	22	0	0	0
370	0.4	1.6	0.8	0	0	0
371	5.3	21.2	10.6	0	0	0
372	0.2	0.8	0.4	0	0	0
373	1.6	6.4	3.2	0	0	0
374	9	36	18	0	0	0
375	0.4	1.6	0.8	0	0	0
376	2.2	8.8	4.4	0	0	0
377	6.1	24.4	12.2	0	0	0
378	0.2	0.8	0.4	0	0	0
379	20.5	81.9999999999999	41	0	0	0
380	2.4	9.6	4.8	0	0	0
381	5.3	21.2	10.6	0	0	0
