2260553_BL	2280935_BL	2283265_BL	2410163_BL	2450523_BL	2463247_BL	2480485_BL	2297625_BL	1825001_BL	2247707_BL	2620771_BL	2430935_BL	2295595_BL	2264225_BL	2297941_BL	2151503_BL	2263055_BL	757509_BL	1794247_BL	2010157_BL	2150901_BL	2152641_BL	2163337_BL	2210551_BL	2219711_BL	2292915_BL	2296723_BL	2361361_BL	2361405_BL	2366711_BL	2370233_BL	2382431_BL	2419959_BL	2498789_BL	2502699_BL	2512641_BL	2583919_BL	2616045_BL	4128869_BL	4235533_BL	4259035_BL
ANKZF1	1.16434637623791	0.45833940914843	1.45191246931143	1.05453081375379	0.29437354631725	0.504609437379971	1.15111293243739	0.629204451581452	-0.151457669029924	0.613487349218596	0.971298240136568	0.733052616140795	0.527671435049874	1.06999332874777	0.961165682423012	1.24903723834384	0.368730342324453	1.4469431522238	0.85449127656216	1.45883885082275	0.933296425737437	0.637092489584353	0.316131364333113	0.770779846563433	1.09278535866126	0.750523279210154	0.39090093209235	1.47114189679934	0.267295421831681	1.35728800135408	0.0496808644496094	1.12616802437279	0.678024287396895	1.28834095993634	0.43656484162725	0.800968168149437	0.527691654887086	0.99191182728314	0.413550265978433	1.03983966736875	0.624472218788877
AR	-0.69819695131924	-0.720537986669607	-0.603587361081581	-0.54797748111214	-0.837703093485945	-0.804211898504537	-0.502824473089552	-0.845849903524285	-0.934044128282079	-0.784693771404094	-0.674971778526452	-0.924765909625044	-0.880709923419318	-0.970278326337249	-0.623802393565105	-0.560590208016903	-0.737563649686554	-0.766216550601813	-0.743555618520571	-0.653692956748783	-0.930797412903085	-0.695581583063526	-0.604949763068391	-0.644618889572093	-0.9589186821598	-1.13032793645975	-0.851188673869616	-0.550910914056042	-0.754939046430975	-0.77839089583196	-0.941202428383213	-0.960625873604376	-1.25040991820366	-0.56167614624376	-0.853688265426472	-0.776464470781672	-0.746118422592067	-0.847099788975041	-0.838719781380098	-0.797290346227386	-0.815609576936271
ATF2	0.470368220258663	0.582554072993919	0.506890110384762	1.38939584850827	0.45539201389129	0.370798222777857	0.142409460219611	0.295848524974091	0.0778168840983063	0.527518633960722	0.727792311732161	0.615473270478759	0.169006489627575	0.845854387508357	0.839593791510634	0.535159799360315	0.436025224782546	0.504168285620279	0.749658533701924	0.927855937348027	0.756381891022932	0.329460797897286	0.625064242789759	0.504753479030203	0.61257105846415	1.24449592947516	0.585275351541792	1.73287180985205	0.430964051621772	0.836901349803029	0.526929596648539	0.408798844024612	0.688780810966017	1.48305187104447	0.719857651240116	0.468015592532813	0.403456578000645	0.437085149577548	0.612571463542955	0.647996364994016	0.35167369335938
BACH2	-0.948249885830547	0.0431342554408596	-2.35079179603816	-2.50756807095729	-1.34202434815589	-1.43734118878464	-2.44706597789038	-0.103558005880096	-0.874854298735875	-0.822877004631463	-1.77649902557872	-0.350898263756519	-0.952012882492256	-0.889485854325372	-0.0480831493729457	-0.936658636187689	-2.19652268935724	0.234040916147433	-0.20564404006628	-0.790580030319005	-0.377943251183239	0.0319684760667801	-0.788274898329406	-2.1087585087743	-0.45330206298281	-0.767559393602686	-1.09162646505279	0.545842290196273	-0.56844226534661	0.23916994302649	-1.12978000353316	-0.692799461104467	0.251482377545276	0.757481673756348	-0.895131488549136	-1.61059317326001	-0.872426270499199	-1.21747603276256	-1.12763846285279	-1.88550823228726	-1.24279406665728
BATF2	0.918828271902479	0.776288454219429	0.714094854099766	0.273333349483232	0.277651748418532	0.179692694524226	0.513378405008536	0.946096086324913	0.337658316996896	0.78162485108866	0.376990246520355	0.222307871257676	0.390743718390572	0.381844224862853	0.44004035992775	0.959281266857733	-0.0390292446634184	0.988581768748694	0.871720915321642	0.992749445681138	0.722033074395136	0.258648866346326	0.354371802549872	0.104222771904473	0.291971508472224	0.448441571185047	0.166093441103432	1.02257592738249	0.533527256305358	0.632169989370707	0.237479508345505	0.548184753365207	0.242434282037597	0.687564401614538	0.322334663425923	0.779303794849562	0.375753174691253	0.28815071629421	0.697212496546868	0.628487202387343	0.406630899015102
BBX	0.348218572628084	-0.0405384794290957	0.205220643476485	0.629683700751588	0.0925781172180953	0.096759945492814	0.240444467844749	0.0753192158720013	-0.137400249647463	0.0677189452583021	0.350407619092692	0.237531546332538	0.176850148494879	-0.0292844096418637	0.189041601827314	0.452416042373167	0.345457245226194	0.575088054594983	0.221640116523512	0.25211242856569	0.457440726397056	0.0189939661305464	0.221316356156083	0.266379857183028	0.134711777888305	0.193625905638853	0.123441486894764	0.31050188644049	0.132631151907072	0.389556455852117	0.0201080595611528	0.22238583913017	0.108368489837298	0.47230841538289	-0.0264246373236474	0.257691082880127	0.148253421761973	0.285006112264121	-0.0454940858562766	0.262615075381005	0.0668455876355181
BHLHE41	0.881468033963399	-0.245613207274977	0.186925132879419	0.575772515475437	0.436527882137752	0.552358458505043	0.542709845962086	0.238141366171665	0.566326607442758	0.406866908240993	0.732736901249546	-0.149969326305786	0.421748451942751	0.366568411047344	-0.0208411718893819	0.0826003657145773	0.467000081705191	-0.145379681712157	0.247350747537284	0.529280689360235	0.53038963122575	0.334415420486748	0.198942315774082	0.441823583584887	-0.0785834029835531	0.208103652679876	0.563449648282952	-0.298340935266293	0.602313300961376	0.146421913290154	0.512863452432072	0.29358802889157	0.390124802897354	-0.0135333486193951	0.533153902156799	0.750520554701231	0.647385832520859	0.200490063577716	0.938123590644554	0.673380681771933	0.353317915760924
BNC2	-1.76128600814704	2.19379711786392	-3.10459472585229	-4.41526526963955	-2.77859187298647	-2.64538500480847	-3.48896657403782	1.88321056637709	-1.39411269700637	-1.72150644311492	-2.99603242308941	1.52828529464089	-1.59376036720608	-1.63746311808265	2.13691094976019	-2.07339435073403	-3.41520911163736	1.6397385095484	-1.17023652092675	-1.9148963306635	1.64279242178848	1.96756533316611	-1.46292664671681	-3.07025903159201	0.96449805471427	-1.31154897064056	-2.45889315601683	2.5336423019439	1.31607253962205	2.79887915303952	-1.64053160150737	-1.25760351944956	2.01081754430248	3.30240790037742	-1.62376660394163	-2.32795532231486	-1.80279985046944	-2.50211377705208	-1.85299119147831	-3.36978049112351	-2.00327256402196
CBX2	-1.06508620231377	-0.922819634606049	0.369581182082809	-0.446603498430326	-0.785049053135463	-0.816219558052267	0.821137054745017	-1.24596106044525	-0.524514480736571	-0.984848821769635	-0.54165948147086	-1.26090402783512	-0.46947421416011	-0.152580503071694	-1.15115865374716	0.468166100754074	-0.59194239151448	-1.25115038570691	-1.37900527656614	-0.747782355601799	-0.956877305162122	-0.98946763786129	-1.61336114050172	0.708606266281015	-1.16710162357751	-1.79155661551897	-0.826704708346147	-0.75814857682819	-0.815868264784217	-1.05924828764533	-0.414763782006865	-0.749626357281829	-0.706190107956006	-0.901485022914304	-0.482768104765078	0.167068505318466	-0.81180786648128	-1.14655783987933	-0.492646006927728	-0.442979984060038	-0.830783663642063
CCDC17	0.316335325734798	-0.254590172864121	0.451555486304962	0.0520156557657719	0.318449261918884	0.102841616965392	-0.595825919046453	-0.0423321795397328	0.0342425674332627	-0.0197382947034323	0.370111550419345	-0.206569597454793	0.01126885607631	0.0720105138066559	-0.114372916409051	-1.07498362769056	0.148293267152547	-0.675782218276261	-0.145010629499203	0.141188680360189	0.0791570275014445	-0.400683485857646	-0.223679412183153	0.225821064956004	-0.176811810617874	0.109543415529384	0.0468776779474139	-0.102203579233726	-0.301012103268907	-0.267632301955394	-0.0166480052862554	0.299779563317586	0.100458252516015	0.00304538548130012	0.0551961537828348	0.147700640068456	-0.0997116188212419	0.309439312118544	0.061728023477557	0.536795463595036	0.108612643884642
