2260553_BL	2280935_BL	2283265_BL	2410163_BL	2450523_BL	2463247_BL	2480485_BL	2297625_BL	1825001_BL	2247707_BL	2620771_BL	2430935_BL	2295595_BL	2264225_BL	2297941_BL	2151503_BL	2263055_BL	757509_BL	1794247_BL	2010157_BL	2150901_BL	2152641_BL	2163337_BL	2210551_BL	2219711_BL	2292915_BL	2296723_BL	2361361_BL	2361405_BL	2366711_BL	2370233_BL	2382431_BL	2419959_BL	2498789_BL	2502699_BL	2512641_BL	2583919_BL	2616045_BL	4128869_BL	4235533_BL	4259035_BL
ADNP	2.39831994788763	-0.47521003893209	2.91058977288712	2.59191207753251	1.61177410170795	1.32174903888014	3.03310261397103	0.517129040267669	0.0871456845942581	1.28465827575867	2.91725001517325	0.124046472770899	1.24451392847619	2.16465862949516	1.63416395751816	1.96149831044207	1.63847385448792	0.572677980869178	0.853486812601965	2.24038628243786	1.31782961265353	0.496671944602195	0.388521152839142	2.48853388914044	1.27917251882926	0.821463974029729	1.32621745839053	1.42033905796114	0.530804399766048	1.2268881219661	0.734305947345343	1.82573427096407	0.333972486652417	1.05258972961671	0.898364826775656	1.72072903599931	1.09961747408157	1.59008571372647	1.01771271826618	2.50525652661925	1.00563376557471
AHR	-1.8625585843281	-1.45830390686671	-1.64237664500341	-1.35245685924645	-1.48051286402867	-1.51341888127915	-1.73634491601193	-1.37555087580549	-1.39835048232794	-1.31287387005017	-1.65892065149257	-1.21203777433112	-1.73974411580991	-1.5908180836442	-1.44123945273529	-1.58928928152412	-1.50472509515797	-1.38162607187327	-1.40214358619525	-1.47944681723373	-1.46060943922059	-1.36469297008514	-1.4852045124155	-1.12116564200382	-1.33774619130959	-1.43259740083205	-1.36824814445945	-1.22196965856644	-1.38654936461437	-1.4041477006397	-1.4293298521714	-1.37628555807576	-1.17231346355459	-1.36559161309063	-1.84414930269033	-1.38473479153432	-1.42669036580344	-1.52520927963175	-1.78102906868942	-1.49769998244938	-1.2081399472852
AR	-1.13741488524405	-1.43352418407558	-0.76943827161528	-1.26031605511879	-1.32512944363712	-1.38890511797728	0.410955004629029	-1.2285570386899	-2.22334013802903	-1.576662160003	-0.972780320046546	-1.94025254314292	-0.512321728271992	-1.3653688605127	-0.688473205761642	-1.0668596680111	-1.35317465952517	-1.47588122626707	-1.40447677890417	-1.13251893079622	-0.881929922016967	-1.32728964521586	-1.20207336340698	-1.60472296194255	-2.11470406832257	-1.52972070207479	-1.82007638781877	-0.474404963013698	-1.28356405329391	-1.08536282103786	-1.91117521538815	-1.34304473632983	-1.78636112952644	-1.1320992371954	-1.52163340163774	-1.63196873726942	-1.63470844115738	-1.4733639109435	-1.53240000160859	-1.08454779023675	-1.96435856196299
ARID2	3.86590336888759	2.90875860604275	4.22559883389803	4.59389785930173	4.0210890451886	3.5257165224956	4.24330055688428	3.75959922320999	3.04751826441309	3.4227274953687	4.70936394010417	3.12180183519489	3.80534121979375	3.61658909710823	3.16629660279838	4.50379312885764	3.64072589976166	4.44509988794102	4.08807038550521	4.59986087211277	4.75327180097345	3.85467798227458	3.2781547445129	3.30796929338855	3.25552261582697	2.78072944230384	3.54579954607241	3.84511643656354	3.74753383399294	3.40372589429798	3.1059731547436	3.66648037000813	3.45388780760852	3.30783008915949	3.50352880967101	3.67084310202052	3.530844220086	3.71206384010878	3.92609715495098	4.0548889067778	3.88669766426456
ARNT	2.83846276482703	3.18407452758605	2.67027643767503	2.59133207710987	2.92398707406138	2.89641512126618	1.20294653543758	3.656764813225	3.06928644127988	3.22163625444209	2.57809735936145	3.96733147650615	2.43641764080576	2.78699160936562	3.19316513337467	2.87533632954847	2.77628744902505	4.08251723925857	4.09242678586844	3.56359905640135	2.79248063864507	3.36065586167318	3.11840595570433	2.81252785281198	3.26669886040435	3.78643967853612	3.14517711929799	3.43789099658451	3.06926610067981	3.92760613356778	3.11442895120605	3.51090185983575	3.16858192416707	3.93488738397297	2.69341520897076	2.30523568911217	3.03751739189465	3.15187781599693	2.9205300205095	2.78533999185104	2.84469825534715
ASCL1	0.829154756163351	-0.679103638019562	1.37437651320127	1.03090977057875	-0.291378548071787	-0.0822254027932575	0.938844883743243	-0.759522282948297	-0.644521996045578	-0.25771637020161	0.569630113225041	-0.660426526954429	-0.0780305112047102	0.160580239904995	-0.126798887543282	0.0497241306654334	-0.183710915665786	-0.262441106631627	-0.478711596788688	0.48590851844698	0.164609197159914	-0.65060037645075	-0.445848896922837	0.328295814283988	-0.391184934206018	-0.986783923301837	-0.161903509613954	0.00350784105082113	-0.632797716319889	0.0695254029447902	-0.519759966103304	0.0241796572653755	-0.505456924280697	-0.10829351806429	-0.247211668222929	0.310361853550094	-0.0128762375562275	0.271837459033005	-0.38517946160328	0.84557836220338	-0.0170117733543383
ATF3	1.13876028132799	-0.0232649747081745	1.38993792114849	1.10467640715581	0.720507378179477	1.12125277926577	1.84286734058193	0.236103636188378	0.359439735377789	0.540625834923121	1.1195515271267	0.767549003753989	0.626072018605805	0.988417431255366	0.519305164417516	1.02826894753971	0.870419120137939	0.610469575652845	0.865035052591875	0.837064118130117	1.12398271565454	0.524759301562587	0.131752176369406	1.04016887581051	0.79014264008152	0.900290904452902	0.9255271664344	0.443484395273136	0.323407658349215	0.578299063011486	0.507221048463587	0.748322399538842	0.681774719265261	0.241967795388988	0.603812491621587	0.718364783504748	0.614284623644414	1.10862459694099	0.516664711058919	1.32125408643173	0.713443750264139
ATF7	2.29258938458981	1.8175379982153	2.34875010778192	2.03627731247544	2.07099084800029	1.97538311909083	1.91363990198105	1.96111014566079	2.25913333423265	1.85860030908271	2.44056958947332	2.35084123042119	2.22170681600968	1.76032380933886	1.7586360162362	2.10209078190145	1.72384907403915	2.02350712510336	1.84230090120011	2.24766078317445	2.28648656611502	1.88282713833012	1.75462386008569	1.74879545129495	1.52223848484609	1.48337702602186	1.78140151720114	2.20836361071538	2.17042304502654	1.76971214727918	2.34359906319954	2.25001363728933	1.63562665333583	2.05216095932508	2.02832837449255	2.69079486968917	2.13934730482504	1.58174757846611	2.44207109258104	2.61912469205637	2.12315709695781
BACH2	-0.0301035962055615	1.68736467930023	-0.544234768384177	-0.466325495614339	0.591831540032755	0.546334435082579	-0.412162192049667	1.897225636628	0.98524166569413	0.667914582442912	-0.362929043340351	1.85680905688075	0.317310114750688	0.304404114712173	1.24644955441904	0.342614954400068	0.0885242986911867	1.43938786704743	0.861494798889138	0.229975122887168	0.732189283242203	1.39416118925115	1.0493155102905	-0.341896485822482	1.09229913433989	0.440236062230369	0.872992548286058	1.87604521313696	0.885307198385872	1.24174958169134	0.765129982461227	0.704156318024597	1.51322876370811	1.96663589816156	0.59623920433855	-0.644527761355346	0.566275549558048	0.568948567313269	0.678344225955549	-0.118656313486264	0.754683440793786
BATF	0.57653483609714	1.24800894110352	0.407955974067666	0.77733740982965	0.773592730549814	0.880037022667872	0.938351894512445	1.43633481054829	0.791960645158766	0.719151643483867	0.849302913116376	1.98353794733355	0.745649546059666	1.00654152108657	1.26844131937506	1.00482238881211	0.815408973348074	1.04497733418056	0.947524946280928	0.67884176251415	0.907522416401289	1.00981823696369	0.800557835584638	0.674470300245991	1.52136509869418	1.17621183482535	0.985715590674688	1.20352083655125	0.736039390101936	1.63496913675354	0.583455401486857	0.559705557890129	1.50711668806309	1.89384059744141	0.649427457809354	0.281813054063035	0.52893577320986	0.919283790002827	0.56559173219722	0.439960197580064	0.686368201216907
BCL11A	1.81699356784435	1.09983973574971	2.04934854547009	2.07989158448642	1.85304804518243	1.72967381075487	2.42709693553373	0.971517554975556	1.26726279258732	1.34663701794223	2.59954857820789	0.565183705688572	1.42112167467379	2.03083762975125	1.59180166245636	1.662090552658	2.00765425215002	1.2674534207853	1.78166907111203	2.72860430032537	1.2380327305139	0.984821324550127	1.50590963731338	1.8603846144324	1.53797562913086	1.11768728031734	1.57266801759419	1.18556438644335	1.20824995588659	1.30280983059238	1.36344805262675	2.07927759225841	1.22425533783569	0.794340832483953	1.71642471517574	1.9079970274183	1.62844660654529	2.46792744039714	2.28081222237602	2.21605214339126	1.62253336436156
BCL6	-0.119984998117648	-1.588756183653	0.25885960239993	-0.135436789448729	-0.895226427932463	-0.760563230639	0.445163755418823	-1.9224182245388	-1.23554802121964	-0.979226469346932	-0.289106089645819	-1.63568656077959	-0.888798235575061	-0.578984358010277	-1.53871884239881	0.112763496709109	-0.302340897849222	-0.829807864245488	-0.881834911417319	0.0991167154600619	-0.563628513866163	-1.36895746920149	-1.24736641805748	-0.949713707635022	-1.26845417394485	-1.14952193182668	-1.08068164286175	-1.3665043521154	-1.4154765702206	-1.2526285797289	-1.05032012115336	-0.947521419861519	-1.38601868512261	-1.25163267067679	-1.09600116879877	-0.477446254421796	-0.809782367234567	-0.825212195899443	-0.474750518345706	-0.259737614207699	-0.61344196757325
BHLHE40	1.35251198720885	1.06884915747415	2.18114209694973	1.50737246627279	1.21949154002013	1.15959494308517	1.43274867075231	1.45674339352583	0.935357448530682	1.2513559388015	1.43858467816955	1.88438083550107	0.657407450400836	1.61407417458918	2.38517351523754	1.03677346634924	1.0399598583679	1.60123979664189	1.76030697139047	1.64110988133664	1.32771782329099	1.18581810592263	0.92878940554658	1.38324584929141	1.74770731439967	2.33692472560867	1.71445012134885	1.98061652995839	0.711139334699521	1.84335389445271	1.08561219641247	1.56119107333341	1.74545594628788	1.6674772478386	0.631162378335949	0.922518481841144	0.760896696623111	1.61523805229767	0.549442432049456	1.48277529091474	1.37053388082824
BRF2	2.36795791163316	0.688960745693185	2.00374588192204	2.23555317809967	1.30994930296331	1.35346043759307	2.55485598455034	0.843430123432709	0.712738256122896	1.20873764460526	1.75766968942552	-0.30359569931057	1.82900675227682	1.13811792038502	0.861267364282885	1.31705948129954	1.40332010140542	0.793051393556447	0.545580447079406	1.52299673621258	1.15306010589762	0.686936491342466	0.740016497544207	1.80334254974429	1.46030733855424	0.27794887624827	0.918635124618893	1.90286454014399	0.808131064932971	1.43884787188822	1.11045315742809	1.40921328198144	0.0810436511519929	1.57366029400204	1.11957464793495	2.21251756941459	1.52668534790575	1.26648418611355	1.38078598015848	1.9753047866506	0.563107779500937
CBX2	-0.243580262429962	-2.75422689028009	0.598889520175302	0.741273465831666	-0.823572243011581	-0.750948451501555	1.39363932923284	-2.36426791801183	-1.69440449688689	-1.2151447780613	0.685414185792197	-2.71903224522629	-0.706825203687195	-0.735163404981541	-2.39597317398023	0.166648944987635	-0.0847726331324718	-2.30761040268582	-1.66098658978184	-0.00567238054134736	-0.973796345690115	-1.93776920957114	-1.7967122099387	-0.0476830739131885	-1.72860805142117	-2.6341696064864	-1.19376597384356	-2.32619853245702	-1.57391935117822	-2.22945605582989	-1.33297641550488	-0.886818920856371	-2.10366716499077	-2.690478312137	-0.621975247859861	0.0267164353194866	-1.0056144676247	-0.799318975320121	-0.253827906187658	0.397725036257566	-1.06294415796803
CEBPA	-1.57569799935909	-2.0619152660078	-0.779276804341567	-1.05100282203398	-0.398751071158916	-0.256886435507441	-0.507254079472523	-1.84411611970043	-0.847216696515055	-1.08612696207323	-0.912890664368353	-1.69585975849294	-0.817291917332294	-1.27759976077471	-2.10125213113559	-2.0307938490701	-0.798837473578663	-2.09181701574784	-2.6493861114094	-1.9886403768357	-2.46244390672444	-2.60685965967581	-1.33071011106466	-0.479808182820661	-1.70395505688331	-2.06916826269554	-0.84875196679558	-2.52382647952659	-1.44897738946372	-2.33093717248175	-0.579098957051623	-1.17339847595109	-2.25517436827523	-2.53235687892782	-0.838025016457681	-0.758639402913725	-0.745348818369519	-0.590157909606286	-1.22502805013903	-0.429367176207	-1.86017761245442
CEBPB	-1.29474206528062	2.02772650398073	0.921858287083476	1.03553122328104	1.87013526996317	2.68582682202183	-0.930105367255205	2.53152921839159	2.52605747852987	2.7741009335044	-1.6520599633683	3.2414670370092	1.67549138632489	2.19318823643485	3.24096398136319	-0.89788049571505	1.43591957730231	1.4768758212675	2.36123189276257	1.04574700359531	1.35523629369178	1.82761612434798	2.00419706985125	1.93757980079775	2.54987754446887	3.56215935865999	3.08247027468944	1.46725107194277	2.34390480300288	2.31691219722478	1.80987718244626	1.89805678138889	2.97672624744437	2.22348378093097	2.16612792692082	1.51207358018671	1.83733209281093	2.37128114467112	1.65238407032245	1.41462766148219	2.53242695426829
CEBPG	1.16932023349769	-0.149589834940766	1.30258023669919	0.912840389886577	0.828987298690199	0.571298291326515	1.19968252775573	-0.349639120795624	-0.160136338982607	0.801737528371285	1.43651294415466	-0.0283735522468399	0.467404380819238	0.835500512166398	0.388187608515241	0.409367278858399	0.646897725975949	0.726031022006911	-0.690087792269268	0.602365584377597	0.305833369968914	0.401213563806621	0.275567713335444	1.31033054591606	0.500651430172302	0.846950615735583	0.8473341726121	0.301190202046004	0.245803251200896	0.429648762633285	0.294195360564464	0.629033442766014	-0.245704905739688	0.122240483929243	0.0592621817707239	0.834033691304724	0.366608383597922	0.737594096477034	0.171231019722736	0.778550732168954	0.389318345843731
CEBPZ	2.55466631033629	0.722171453095282	2.97839212472949	2.9947623434715	1.55355649427366	1.85667387872593	3.77027955933366	1.08119454129639	1.0432757974541	1.67467791794452	2.36330204829259	0.571382834685219	2.00237663846558	1.99339014047595	1.24239361429254	3.3390509309421	2.46531179845177	2.1050813054222	1.67443594591755	2.88008112347605	2.12913965141543	0.896636842383894	1.37171881679972	2.29464036531589	1.0879642160447	0.724747344805502	1.62906994928376	2.01435009947288	1.0956438778447	1.39394009449304	1.17027786928548	1.99640329738956	0.77335729270973	1.52277781098952	1.55287148170863	2.42680947389921	1.79243696872194	2.00130428202527	1.8286235904403	2.58833423171314	1.19738939214087
CLOCK	1.30035302793031	1.65145257900414	1.79992127489035	0.80988896003134	1.46869232842197	0.865056080502993	0.841862022414891	1.84087530680917	0.930939781077062	0.928486991216792	1.36898921109996	2.13135891850356	0.702791223414218	1.70009187828998	1.97294127784677	1.33648956824858	0.691592576350335	2.00329781515462	1.81913999430466	1.30901272584988	0.94055759050876	1.65138242532295	1.53143124664725	1.53189666871232	1.34857582205104	1.91776670039201	0.950193528959911	2.33106587561955	1.16523143172694	1.63071732278336	1.35110639511691	1.7172432443631	1.40866176360572	2.01600728557437	0.517284786097356	0.702064212560648	1.27668177720266	1.41013129783445	0.798224519371476	1.10836595095861	2.09454165402801
CREB1	-1.79516205121387	-3.88046059412352	-2.54172573478547	-2.28617757805963	-3.72745832852126	-3.49958873378021	-1.33719567018893	-4.73381778460284	-4.01353761208884	-3.66784709151443	-1.96970133671455	-4.23991687893073	-3.25955990352685	-2.55906603532903	-4.12184990050385	-2.55225012076178	-2.77184182936979	-2.57217194904574	-4.09647571104427	-2.03402927839251	-3.47563661091385	-4.18067340762908	-3.84136567397247	-3.22598057506348	-3.91304630965196	-4.63326233228728	-3.91372539496796	-3.59291308626937	-4.11478786621147	-3.60671383612778	-3.80857555474374	-3.17617788561545	-3.61114424890165	-3.36309512389026	-3.39778077562507	-1.93934592345865	-3.13920436472154	-3.64448827658258	-2.74257722704341	-1.82379182383106	-3.44383168768712
CREM	2.15473238014904	1.95249497913832	2.06553863465963	1.49342149302017	1.58359599819036	1.25775842948346	1.52051837992833	2.02130465486252	1.38730654526432	1.67293531697409	2.33701582442186	2.89868832451182	1.46428637743653	2.33555612994065	2.93384022348693	1.43973203103258	1.13518714107507	2.00498064239463	1.47580196491255	1.66414776762001	1.77191918409358	2.31809240101074	1.63291925232933	1.65254733083085	1.61023484720028	1.96842425960349	1.72336944513251	2.73266377722574	1.67102421212044	2.21919338510083	1.26029213447875	1.6046990978558	2.41526816142126	2.70895823195679	1.3646786241978	1.4165415024787	1.35760760278562	1.97392113927924	1.18529505624512	1.73642106841415	1.96102179035267
CTCF	0.225144451391091	-0.931436858641598	-0.435532292105585	-0.220915655284082	-0.525223664311396	-0.28219148276615	-0.166394109620041	-0.678728293957357	-0.251712758952566	-0.0374544895389941	-0.145193405811554	-0.697520077701982	-0.443295950904075	-0.264997671905761	-0.552089852364508	0.263077408529357	-0.167200145229646	0.239341546316284	-0.149770219482477	0.0523022727406442	-0.512085959180505	-0.836714444324775	-0.574873288637602	-0.128996705289884	-0.269105286370652	-0.0478632863647672	-0.396226190530809	-0.719247752701841	-0.695186732191358	-0.528243484757791	-0.413292332776495	-0.140888163646796	-0.691205343498832	-0.600014880180546	-0.686243970532413	0.13195599341522	0.170146006211254	0.0644461595278848	-0.618108048900491	-0.170100748773874	-0.617384435309473
