A	B	scaled_weight
MAR02733	CoA[c]	0.275590957045153
13,16,19-docosatrienoyl-CoA[c]	MAR02736	0.69110451087111
L-carnitine[c]	MAR02736	0.69110451087111
MAR02736	13,16,19-docosatrienoylcarnitine[c]	0.275590957045153
MAR02736	CoA[c]	0.275590957045153
10,13,16,19-docosatetraenoyl-CoA[c]	MAR02739	0.659795639680624
L-carnitine[c]	MAR02739	0.659795639680624
MAR02739	10,13,16,19-docosatetraenoylcarnitine[c]	0.66408501587329
MAR02739	CoA[c]	0.66408501587329
CoA[c]	MAR02742	0.799117649835176
linoleic-carnitine[c]	MAR02742	0.799117649835176
MAR02742	L-carnitine[c]	0.799117649835176
MAR02742	linoleoyl-CoA[c]	0.799117649835176
CoA[c]	MAR02746	0.799117649835176
gamma-linolenoylcarnitine[c]	MAR02746	0.799117649835176
MAR02746	gamma-linolenoyl-CoA[c]	0.799117649835176
MAR02746	L-carnitine[c]	0.799117649835176
CoA[c]	MAR02752	0.799117649835176
eicosatrienoylcarnitine[c]	MAR02752	0.799117649835176
MAR02752	dihomo-gamma-linolenoyl-CoA[c]	0.799117649835176
MAR02752	L-carnitine[c]	0.799117649835176
arachidonyl-carnitine[c]	MAR02755	1
CoA[c]	MAR02755	1
MAR02755	arachidonyl-CoA[c]	0.769606166743746
MAR02755	L-carnitine[c]	0.769606166743746
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c]	MAR02759	0.857731628040478
L-carnitine[c]	MAR02759	0.857731628040478
MAR02759	CoA[c]	0.9096133122151
MAR02759	ocosatetraenoylcarnitine[c]	0.9096133122151
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c]	MAR02762	0.673847469455772
L-carnitine[c]	MAR02762	0.673847469455772
MAR02762	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[c]	0.275590957045153
MAR02762	CoA[c]	0.275590957045153
(11Z,14Z)-eicosadienoyl-CoA[c]	MAR02768	0.629648086343899
L-carnitine[c]	MAR02768	0.629648086343899
MAR02768	CoA[c]	0.652743508348628
MAR02768	eicosadienoylcarnitine[c]	0.652743508348628
(13Z,16Z)-docosadienoyl-CoA[c]	MAR02771	0.6368801388811
L-carnitine[c]	MAR02771	0.6368801388811
MAR02771	(13Z,16Z)-docosadienoylcarnitine[c]	0.275590957045153
MAR02771	CoA[c]	0.275590957045153
MAR02771	H+[c]	0.275590957045153
10,13,16-docosatrienoyl-CoA[c]	MAR02774	0.669795416875431
L-carnitine[c]	MAR02774	0.669795416875431
MAR02774	10,13,16-docosatrienoylcarnitine[c]	0.685173837457318
MAR02774	CoA[c]	0.685173837457318
12,15,18,21-tetracosatetraenoyl-CoA[c]	MAR02877	0.517885516949543
L-carnitine[c]	MAR02877	0.517885516949543
MAR02877	12,15,18,21-tetracosatetraenoylcarnitine[c]	0.659795639680596
MAR02877	CoA[c]	0.659795639680596
CoA[c]	MAR03032	0.822380784357671
L-octanoylcarnitine[c]	MAR03032	0.822380784357671
MAR03032	L-carnitine[c]	0.822380784357671
MAR03032	octanoyl-CoA[c]	0.822380784357671
4(R),8-dimethyl-nonanoyl-CoA[c]	MAR03521	1
L-carnitine[c]	MAR03521	1
MAR03521	4,8-dimethylnonanoylcarnitine[c]	0.275590957045153
MAR03521	CoA[c]	0.275590957045153
2(S),6-dimethyl-heptanoyl-CoA[c]	MAR08419	0.275590957045153
L-carnitine[c]	MAR08419	0.275590957045153
MAR08419	2,6-dimethylheptanoyl-carnitine[c]	0.275590957045153
MAR08419	CoA[c]	0.275590957045153
L-carnitine[c]	MAR00160	0.581556980693787
O-butanoylcarnitine[m]	MAR00160	0.581556980693787
MAR00160	L-carnitine[m]	0.581556980693787
MAR00160	O-butanoylcarnitine[c]	0.581556980693787
CoA[m]	MAR00161	0.575484286837471
O-butanoylcarnitine[m]	MAR00161	0.575484286837471
MAR00161	butyryl-CoA[m]	0.591734632102156
MAR00161	L-carnitine[m]	0.591734632102156
L-carnitine[m]	MAR00162	0.822380784357671
L-octanoylcarnitine[c]	MAR00162	0.822380784357671
MAR00162	L-carnitine[c]	0.822380784357671
MAR00162	L-octanoylcarnitine[m]	0.822380784357671
CoA[m]	MAR00163	0.822380784357671
L-octanoylcarnitine[m]	MAR00163	0.822380784357671
MAR00163	L-carnitine[m]	0.822380784357671
MAR00163	octanoyl-CoA[m]	0.822380784357671
L-carnitine[m]	MAR02592	0.497581948951902
O-acetylcarnitine[c]	MAR02592	0.497581948951902
CoA[m]	MAR02593	0.820206813970873
O-acetylcarnitine[m]	MAR02593	0.820206813970873
MAR02593	acetyl-CoA[m]	0.695785451834707
MAR02593	L-carnitine[m]	0.695785451834707
L-carnitine[c]	MAR02596	0.544279809493176
O-propanoylcarnitine[m]	MAR02596	0.544279809493176
MAR02596	L-carnitine[m]	0.497581948951902
MAR02596	O-propanoylcarnitine[c]	0.497581948951902
CoA[m]	MAR02598	0.788163472432524
O-propanoylcarnitine[m]	MAR02598	0.788163472432524
MAR02598	L-carnitine[m]	0.788163472432524
MAR02598	propanoyl-CoA[m]	0.788163472432524
L-carnitine[m]	MAR02600	0.690925723129384
malonyl-carnitin[c]	MAR02600	0.690925723129384
CoA[m]	MAR02601	0.690925723129384
malonyl-carnitin[m]	MAR02601	0.690925723129384
MAR02601	L-carnitine[m]	0.275590957045153
MAR02601	malonyl-CoA[m]	0.275590957045153
dodecanoylcarnitine[m]	MAR02603	0.695425236277181
L-carnitine[c]	MAR02603	0.695425236277181
MAR02603	dodecanoylcarnitine[c]	0.728209231110248
MAR02603	L-carnitine[m]	0.728209231110248
CoA[m]	MAR02604	0.728209231110248
dodecanoylcarnitine[m]	MAR02604	0.728209231110248
MAR02604	lauroyl-CoA[m]	0.695425236277181
MAR02604	L-carnitine[m]	0.695425236277181
L-carnitine[c]	MAR02606	0.551179282829607
tridecanoylcarnitine[m]	MAR02606	0.551179282829607
MAR02606	L-carnitine[m]	0.546589063446657
MAR02606	tridecanoylcarnitine[c]	0.546589063446657
CoA[m]	MAR02607	0.546589063446665
tridecanoylcarnitine[m]	MAR02607	0.546589063446665
MAR02607	L-carnitine[m]	0.551179282829592
MAR02607	tridecanoyl-CoA[m]	0.551179282829592
L-carnitine[c]	MAR02609	0.709280848707465
tetradecanoylcarnitine[m]	MAR02609	0.709280848707465
MAR02609	L-carnitine[m]	0.695584328320144
MAR02609	tetradecanoylcarnitine[c]	0.695584328320144
CoA[m]	MAR02610	0.695584328320144
tetradecanoylcarnitine[m]	MAR02610	0.695584328320144
MAR02610	L-carnitine[m]	0.709280848707465
MAR02610	myristoyl-CoA[m]	0.709280848707465
L-carnitine[c]	MAR02612	0.558779945742525
tetradecenoylcarnitine(5)[m]	MAR02612	0.558779945742525
MAR02612	L-carnitine[m]	0.509764247657173
MAR02612	tetradecenoylcarnitine(5)[c]	0.509764247657173
(9E)-tetradecenoyl-CoA[m]	MAR02613	0.275590957045153
L-carnitine[m]	MAR02613	0.275590957045153
MAR02613	CoA[m]	0.275590957045153
MAR02613	tetradecenoylcarnitine(5)[m]	0.275590957045153
L-carnitine[c]	MAR02616	0.626329564606819
tetradecenoylcarnitine(7)[m]	MAR02616	0.626329564606819
MAR02616	L-carnitine[m]	0.839426243955018
MAR02616	tetradecenoylcarnitine(7)[c]	0.839426243955018
(7Z)-tetradecenoyl-CoA[m]	MAR02618	0.626329564606814
L-carnitine[m]	MAR02618	0.626329564606814
MAR02618	CoA[m]	0.839426243955015
MAR02618	tetradecenoylcarnitine(7)[m]	0.839426243955015
L-carnitine[c]	MAR02621	0.62563396664648
tetradecenoylcarnitine(9)[m]	MAR02621	0.62563396664648
MAR02621	L-carnitine[m]	0.839426243955018
MAR02621	tetradecenoylcarnitine(9)[c]	0.839426243955018
5-tetradecenoyl-CoA[m]	MAR02622	0.625633966646486
L-carnitine[m]	MAR02622	0.625633966646486
MAR02622	CoA[m]	0.839426243955017
MAR02622	tetradecenoylcarnitine(9)[m]	0.839426243955017
L-carnitine[c]	MAR02624	0.558779945742525
pentadecanoylcarnitine[m]	MAR02624	0.558779945742525
MAR02624	L-carnitine[m]	0.509764247657173
MAR02624	pentadecanoylcarnitine[c]	0.509764247657173
CoA[m]	MAR02625	0.547965700802167
pentadecanoylcarnitine[m]	MAR02625	0.547965700802167
MAR02625	L-carnitine[m]	0.540677104194531
MAR02625	pentadecanoyl-CoA[m]	0.540677104194531
L-carnitine[c]	MAR02629	0.558779945742525
L-palmitoylcarnitine[m]	MAR02629	0.558779945742525
MAR02629	L-carnitine[m]	0.509764247657173
MAR02629	L-palmitoylcarnitine[c]	0.509764247657173
CoA[m]	MAR02630	0.709397993541066
L-palmitoylcarnitine[m]	MAR02630	0.709397993541066
MAR02630	L-carnitine[m]	0.686829618247032
MAR02630	palmitoyl-CoA[m]	0.686829618247032
hexadecenoylcarnitine(9)[m]	MAR02634	0.558779945742525
L-carnitine[c]	MAR02634	0.558779945742525
MAR02634	hexadecenoylcarnitine(9)[c]	0.509764247657173
MAR02634	L-carnitine[m]	0.509764247657173
7-hexadecenoyl-CoA[m]	MAR02635	0.627478711145265
L-carnitine[m]	MAR02635	0.627478711145265
MAR02635	CoA[m]	0.625904320732317
MAR02635	hexadecenoylcarnitine(9)[m]	0.625904320732317
L-carnitine[c]	MAR02638	0.558779945742525
palmitoleoyl-carnitine[m]	MAR02638	0.558779945742525
MAR02638	L-carnitine[m]	0.509764247657173
MAR02638	palmitoleoyl-carnitine[c]	0.509764247657173
CoA[m]	MAR02640	0.819436872254151
palmitoleoyl-carnitine[m]	MAR02640	0.819436872254151
MAR02640	L-carnitine[m]	0.819436872254151
MAR02640	palmitoleoyl-CoA[m]	0.819436872254151
heptadecanoylcarnitine[m]	MAR02644	0.558779945742525
L-carnitine[c]	MAR02644	0.558779945742525
MAR02644	heptadecanoylcarnitine[c]	0.509764247657173
MAR02644	L-carnitine[m]	0.509764247657173
CoA[m]	MAR02646	0.539840568904259
heptadecanoylcarnitine[m]	MAR02646	0.539840568904259
MAR02646	heptadecanoyl-CoA[m]	0.636949843733651
MAR02646	L-carnitine[m]	0.636949843733651
heptadecenoylcarnitine(7)[m]	MAR02649	0.275590957045153
L-carnitine[c]	MAR02649	0.275590957045153
MAR02649	heptadecenoylcarnitine(7)[c]	0.275590957045153
MAR02649	L-carnitine[m]	0.275590957045153
(10Z)-heptadecenoyl-CoA[m]	MAR02650	0.275590957045153
L-carnitine[m]	MAR02650	0.275590957045153
MAR02650	CoA[m]	0.275590957045153
MAR02650	heptadecenoylcarnitine(7)[m]	0.275590957045153
heptadecenoylcarnitine(8)[m]	MAR02652	0.275590957045153
L-carnitine[c]	MAR02652	0.275590957045153
MAR02652	heptadecenoylcarnitine(8)[c]	0.275590957045153
MAR02652	L-carnitine[m]	0.275590957045153
9-heptadecenoyl-CoA[m]	MAR02653	0.275590957045153
L-carnitine[m]	MAR02653	0.275590957045153
MAR02653	CoA[m]	0.275590957045153
MAR02653	heptadecenoylcarnitine(8)[m]	0.275590957045153
L-carnitine[c]	MAR02655	0.558779945742525
stearoylcarnitine[m]	MAR02655	0.558779945742525
MAR02655	L-carnitine[m]	0.509764247657173
MAR02655	stearoylcarnitine[c]	0.509764247657173
CoA[m]	MAR02656	0.587359077064033
stearoylcarnitine[m]	MAR02656	0.587359077064033
MAR02656	L-carnitine[m]	0.645491483812732
MAR02656	stearoyl-CoA[m]	0.645491483812732
L-carnitine[c]	MAR02658	0.558779945742525
octadecenoylcarnitine(5)[m]	MAR02658	0.558779945742525
MAR02658	L-carnitine[m]	0.509764247657173
MAR02658	octadecenoylcarnitine(5)[c]	0.509764247657173
(13Z)-octadecenoyl-CoA[m]	MAR02659	0.275590957045153
L-carnitine[m]	MAR02659	0.275590957045153
MAR02659	CoA[m]	0.275590957045153
MAR02659	octadecenoylcarnitine(5)[m]	0.275590957045153
L-carnitine[c]	MAR02661	0.636830451335504
octadecenoylcarnitine(7)[m]	MAR02661	0.636830451335504
MAR02661	L-carnitine[m]	0.765089596173383
MAR02661	octadecenoylcarnitine(7)[c]	0.765089596173383
CoA[m]	MAR02662	0.765089596173396
octadecenoylcarnitine(7)[m]	MAR02662	0.765089596173396
MAR02662	cis-vaccenoyl-CoA[m]	0.636830451335497
MAR02662	L-carnitine[m]	0.636830451335497
L-carnitine[c]	MAR02664	0.707570574988061
L-oleoylcarnitine[m]	MAR02664	0.707570574988061
MAR02664	L-carnitine[m]	0.707570574988061
MAR02664	L-oleoylcarnitine[c]	0.707570574988061
CoA[m]	MAR02665	0.707570574988061
L-oleoylcarnitine[m]	MAR02665	0.707570574988061
MAR02665	L-carnitine[m]	0.707570574988061
MAR02665	oleoyl-CoA[m]	0.707570574988061
(9E)-octadecenoylcarnitine[c]	MAR02667	0.509764247657173
L-carnitine[m]	MAR02667	0.509764247657173
MAR02667	(9E)-octadecenoylcarnitine[m]	0.558779945742525
MAR02667	L-carnitine[c]	0.558779945742525
(9E)-octadecenoyl-CoA[m]	MAR02668	0.275590957045153
L-carnitine[m]	MAR02668	0.275590957045153
MAR02668	(9E)-octadecenoylcarnitine[m]	0.275590957045153
MAR02668	CoA[m]	0.275590957045153
L-carnitine[c]	MAR02670	0.275590957045153
octadecenoylcarnitine(11)[m]	MAR02670	0.275590957045153
MAR02670	L-carnitine[m]	0.275590957045153
MAR02670	octadecenoylcarnitine(11)[c]	0.275590957045153
(7Z)-octadecenoyl-CoA[m]	MAR02671	0.275590957045153
L-carnitine[m]	MAR02671	0.275590957045153
MAR02671	CoA[m]	0.275590957045153
MAR02671	octadecenoylcarnitine(11)[m]	0.275590957045153
(6Z,9Z)-octadecadienoylcarnitine[c]	MAR02673	0.509764247657173
L-carnitine[m]	MAR02673	0.509764247657173
MAR02673	(6Z,9Z)-octadecadienoylcarnitine[m]	0.558779945742525
MAR02673	L-carnitine[c]	0.558779945742525
(6Z,9Z)-octadecadienoyl-CoA[m]	MAR02674	0.275590957045153
L-carnitine[m]	MAR02674	0.275590957045153
MAR02674	(6Z,9Z)-octadecadienoylcarnitine[m]	0.275590957045153
MAR02674	CoA[m]	0.275590957045153
L-carnitine[c]	MAR02676	0.636949843733662
nonadecanoylcarnitine[m]	MAR02676	0.636949843733662
MAR02676	L-carnitine[m]	0.636949843733671
MAR02676	nonadecanoylcarnitine[c]	0.636949843733671
CoA[m]	MAR02677	0.636949843733658
nonadecanoylcarnitine[m]	MAR02677	0.636949843733658
MAR02677	L-carnitine[m]	0.636949843733672
MAR02677	nonadecanoyl-CoA[m]	0.636949843733672
eicosanoylcarnitine[m]	MAR02679	0.558779945742525
L-carnitine[c]	MAR02679	0.558779945742525
MAR02679	eicosanoylcarnitine[c]	0.509764247657173
MAR02679	L-carnitine[m]	0.509764247657173
CoA[m]	MAR02680	0.645491483812742
eicosanoylcarnitine[m]	MAR02680	0.645491483812742
MAR02680	eicosanoyl-CoA[m]	0.63694984373367
MAR02680	L-carnitine[m]	0.63694984373367
eicosenoylcarnitine(7)[m]	MAR02682	0.275590957045153
L-carnitine[c]	MAR02682	0.275590957045153
MAR02682	eicosenoylcarnitine(7)[c]	0.275590957045153
MAR02682	L-carnitine[m]	0.275590957045153
(13Z)-eicosenoyl-CoA[m]	MAR02683	0.275590957045153
L-carnitine[m]	MAR02683	0.275590957045153
MAR02683	CoA[m]	0.275590957045153
MAR02683	eicosenoylcarnitine(7)[m]	0.275590957045153
eicosenoylcarnitine(9)[m]	MAR02685	0.636949843733662
L-carnitine[c]	MAR02685	0.636949843733662
MAR02685	eicosenoylcarnitine(9)[c]	0.636896178559509
MAR02685	L-carnitine[m]	0.636896178559509
(11Z)-eicosenoyl-CoA[m]	MAR02686	0.636949843733679
L-carnitine[m]	MAR02686	0.636949843733679
MAR02686	CoA[m]	0.636896178559526
MAR02686	eicosenoylcarnitine(9)[m]	0.636896178559526
eicosenoylcarnitine(11)[m]	MAR02688	0.275590957045153
L-carnitine[c]	MAR02688	0.275590957045153
MAR02688	eicosenoylcarnitine(11)[c]	0.275590957045153
MAR02688	L-carnitine[m]	0.275590957045153
9-eicosenoyl-CoA[m]	MAR02689	0.275590957045153
L-carnitine[m]	MAR02689	0.275590957045153
MAR02689	CoA[m]	0.275590957045153
MAR02689	eicosenoylcarnitine(11)[m]	0.275590957045153
(8Z,11Z)-eicosadienoylcarnitine[c]	MAR02691	0.734067283199701
L-carnitine[m]	MAR02691	0.734067283199701
MAR02691	(8Z,11Z)-eicosadienoylcarnitine[m]	0.275590957045153
MAR02691	L-carnitine[c]	0.275590957045153
(8Z,11Z)-eicosadienoyl-CoA[m]	MAR02692	0.275590957045153
L-carnitine[m]	MAR02692	0.275590957045153
MAR02692	(8Z,11Z)-eicosadienoylcarnitine[m]	0.275590957045153
MAR02692	CoA[m]	0.275590957045153
(5Z,8Z,11Z)-eicosatrienoylcarnitine[c]	MAR02695	0.767150128619795
L-carnitine[m]	MAR02695	0.767150128619795
MAR02695	(5Z,8Z,11Z)-eicosatrienoylcarnitine[m]	0.275590957045153
MAR02695	L-carnitine[c]	0.275590957045153
(5Z,8Z,11Z)-eicosatrienoyl-CoA[m]	MAR02697	0.275590957045153
L-carnitine[m]	MAR02697	0.275590957045153
MAR02697	(5Z,8Z,11Z)-eicosatrienoylcarnitine[m]	0.275590957045153
MAR02697	CoA[m]	0.275590957045153
heneicosanoylcarnitine[m]	MAR02700	0.275590957045153
L-carnitine[c]	MAR02700	0.275590957045153
MAR02700	heneicosanoylcarnitine[c]	0.275590957045153
MAR02700	L-carnitine[m]	0.275590957045153
CoA[m]	MAR02701	0.636949843733671
heneicosanoylcarnitine[m]	MAR02701	0.636949843733671
MAR02701	heneicosanoyl-CoA[m]	0.275590957045153
MAR02701	L-carnitine[m]	0.275590957045153
docosanoylcarnitine[m]	MAR02703	0.275590957045153
L-carnitine[c]	MAR02703	0.275590957045153
MAR02703	docosanoylcarnitine[c]	0.275590957045153
MAR02703	L-carnitine[m]	0.275590957045153
CoA[m]	MAR02704	0.636949843733667
docosanoylcarnitine[m]	MAR02704	0.636949843733667
MAR02704	docosanoyl-CoA[m]	0.275590957045153
MAR02704	L-carnitine[m]	0.275590957045153
docosenoylcarnitine[m]	MAR02706	0.275590957045153
L-carnitine[c]	MAR02706	0.275590957045153
MAR02706	docosenoylcarnitine[c]	0.275590957045153
MAR02706	L-carnitine[m]	0.275590957045153
(13Z)-docosenoyl-CoA[m]	MAR02707	0.275590957045153
L-carnitine[m]	MAR02707	0.275590957045153
MAR02707	CoA[m]	0.275590957045153
MAR02707	docosenoylcarnitine[m]	0.275590957045153
docosenoylcarnitine(11)[m]	MAR02709	0.275590957045153
L-carnitine[c]	MAR02709	0.275590957045153
MAR02709	docosenoylcarnitine(11)[c]	0.275590957045153
MAR02709	L-carnitine[m]	0.275590957045153
(11Z)-docosenoyl-CoA[m]	MAR02710	0.275590957045153
L-carnitine[m]	MAR02710	0.275590957045153
MAR02710	CoA[m]	0.275590957045153
MAR02710	docosenoylcarnitine(11)[m]	0.275590957045153
L-carnitine[c]	MAR02712	0.622366837371527
octadecatrienoylcarnitine[m]	MAR02712	0.622366837371527
MAR02712	L-carnitine[m]	0.601664694423806
MAR02712	octadecatrienoylcarnitine[c]	0.601664694423806
CoA[m]	MAR02713	0.601664694423806
octadecatrienoylcarnitine[m]	MAR02713	0.601664694423806
MAR02713	L-carnitine[m]	0.622366837371527
MAR02713	linolenoyl-CoA[m]	0.622366837371527
(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[c]	MAR02715	0.509764247657173
L-carnitine[m]	MAR02715	0.509764247657173
MAR02715	(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[m]	0.558779945742525
MAR02715	L-carnitine[c]	0.558779945742525
(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[m]	MAR02716	0.644726249987709
L-carnitine[m]	MAR02716	0.644726249987709
MAR02716	(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[m]	0.680226439536118
MAR02716	CoA[m]	0.680226439536118
(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[c]	MAR02718	0.509764247657173
L-carnitine[m]	MAR02718	0.509764247657173
MAR02718	(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[m]	0.558779945742525
MAR02718	L-carnitine[c]	0.558779945742525
(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[m]	MAR02719	0.275590957045153
L-carnitine[m]	MAR02719	0.275590957045153
MAR02719	(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[m]	0.275590957045153
MAR02719	CoA[m]	0.275590957045153
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[c]	MAR02722	0.509764247657173
L-carnitine[m]	MAR02722	0.509764247657173
MAR02722	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[m]	0.558779945742525
MAR02722	L-carnitine[c]	0.558779945742525
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[m]	MAR02724	0.666888972123733
L-carnitine[m]	MAR02724	0.666888972123733
MAR02724	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[m]	0.672201081143978
MAR02724	CoA[m]	0.672201081143978
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[c]	MAR02727	0.509764247657173
L-carnitine[m]	MAR02727	0.509764247657173
MAR02727	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[m]	0.558779945742525
MAR02727	L-carnitine[c]	0.558779945742525
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[m]	MAR02729	0.275590957045153
L-carnitine[m]	MAR02729	0.275590957045153
MAR02729	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[m]	0.275590957045153
MAR02729	CoA[m]	0.275590957045153
docosahexaenoylcarnitine[m]	MAR02731	0.770690184300917
L-carnitine[c]	MAR02731	0.770690184300917
MAR02731	docosahexaenoylcarnitine[c]	0.728761167144966
MAR02731	L-carnitine[m]	0.728761167144966
(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[m]	MAR02732	0.275590957045153
L-carnitine[m]	MAR02732	0.275590957045153
MAR02732	CoA[m]	0.275590957045153
MAR02732	docosahexaenoylcarnitine[m]	0.275590957045153
(11Z,14Z,17Z)-eicosatrienoylcarnitine[c]	MAR02734	0.689170937536499
L-carnitine[m]	MAR02734	0.689170937536499
MAR02734	(11Z,14Z,17Z)-eicosatrienoylcarnitine[m]	0.275590957045153
MAR02734	L-carnitine[c]	0.275590957045153
(11Z,14Z,17Z)-eicosatrienoyl-CoA[m]	MAR02735	0.275590957045153
L-carnitine[m]	MAR02735	0.275590957045153
MAR02735	(11Z,14Z,17Z)-eicosatrienoylcarnitine[m]	0.275590957045153
MAR02735	CoA[m]	0.275590957045153
13,16,19-docosatrienoylcarnitine[c]	MAR02737	0.691104510871102
L-carnitine[m]	MAR02737	0.691104510871102
MAR02737	13,16,19-docosatrienoylcarnitine[m]	0.275590957045153
MAR02737	L-carnitine[c]	0.275590957045153
13,16,19-docosatrienoyl-CoA[m]	MAR02738	0.275590957045153
L-carnitine[m]	MAR02738	0.275590957045153
MAR02738	13,16,19-docosatrienoylcarnitine[m]	0.275590957045153
MAR02738	CoA[m]	0.275590957045153
10,13,16,19-docosatetraenoylcarnitine[c]	MAR02740	0.659790998558542
L-carnitine[m]	MAR02740	0.659790998558542
MAR02740	10,13,16,19-docosatetraenoylcarnitine[m]	0.275590957045153
MAR02740	L-carnitine[c]	0.275590957045153
10,13,16,19-docosatetraenoyl-CoA[m]	MAR02741	0.275590957045153
L-carnitine[m]	MAR02741	0.275590957045153
MAR02741	10,13,16,19-docosatetraenoylcarnitine[m]	0.275590957045153
MAR02741	CoA[m]	0.275590957045153
L-carnitine[c]	MAR02744	0.558779945742525
linoleic-carnitine[m]	MAR02744	0.558779945742525
MAR02744	L-carnitine[m]	0.509764247657173
MAR02744	linoleic-carnitine[c]	0.509764247657173
CoA[m]	MAR02745	0.633710135563102
linoleic-carnitine[m]	MAR02745	0.633710135563102
gamma-linolenoylcarnitine[m]	MAR02748	0.558779945742525
L-carnitine[c]	MAR02748	0.558779945742525
MAR02748	gamma-linolenoylcarnitine[c]	0.509764247657173
MAR02748	L-carnitine[m]	0.509764247657173
CoA[m]	MAR02750	0.72003544867581
gamma-linolenoylcarnitine[m]	MAR02750	0.72003544867581
MAR02750	gamma-linolenoyl-CoA[m]	0.652497107315757
MAR02750	L-carnitine[m]	0.652497107315757
eicosatrienoylcarnitine[m]	MAR02753	0.558779945742525
L-carnitine[c]	MAR02753	0.558779945742525
MAR02753	eicosatrienoylcarnitine[c]	0.509764247657173
MAR02753	L-carnitine[m]	0.509764247657173
CoA[m]	MAR02754	0.652497107315751
eicosatrienoylcarnitine[m]	MAR02754	0.652497107315751
MAR02754	dihomo-gamma-linolenoyl-CoA[m]	0.275590957045153
MAR02754	L-carnitine[m]	0.275590957045153
arachidonyl-carnitine[m]	MAR02757	0.558779945742525
L-carnitine[c]	MAR02757	0.558779945742525
MAR02757	arachidonyl-carnitine[c]	0.509764247657173
MAR02757	L-carnitine[m]	0.509764247657173
arachidonyl-carnitine[m]	MAR02758	0.672472273880537
CoA[m]	MAR02758	0.672472273880537
MAR02758	arachidonyl-CoA[m]	0.645517907788146
MAR02758	L-carnitine[m]	0.645517907788146
L-carnitine[c]	MAR02760	0.558779945742525
ocosatetraenoylcarnitine[m]	MAR02760	0.558779945742525
MAR02760	L-carnitine[m]	0.509764247657173
MAR02760	ocosatetraenoylcarnitine[c]	0.509764247657173
(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[m]	MAR02761	0.275590957045153
L-carnitine[m]	MAR02761	0.275590957045153
MAR02761	CoA[m]	0.275590957045153
MAR02761	ocosatetraenoylcarnitine[m]	0.275590957045153
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[c]	MAR02764	0.509764247657173
L-carnitine[m]	MAR02764	0.509764247657173
MAR02764	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[m]	0.558779945742525
MAR02764	L-carnitine[c]	0.558779945742525
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[m]	MAR02766	0.275590957045153
L-carnitine[m]	MAR02766	0.275590957045153
MAR02766	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[m]	0.275590957045153
MAR02766	CoA[m]	0.275590957045153
eicosadienoylcarnitine[m]	MAR02769	0.275590957045153
L-carnitine[c]	MAR02769	0.275590957045153
MAR02769	eicosadienoylcarnitine[c]	0.275590957045153
MAR02769	L-carnitine[m]	0.275590957045153
(11Z,14Z)-eicosadienoyl-CoA[m]	MAR02770	0.275590957045153
L-carnitine[m]	MAR02770	0.275590957045153
MAR02770	CoA[m]	0.275590957045153
MAR02770	eicosadienoylcarnitine[m]	0.275590957045153
(13Z,16Z)-docosadienoylcarnitine[c]	MAR02772	0.636880138881021
L-carnitine[m]	MAR02772	0.636880138881021
MAR02772	(13Z,16Z)-docosadienoylcarnitine[m]	0.275590957045153
MAR02772	L-carnitine[c]	0.275590957045153
(13Z,16Z)-docosadienoyl-CoA[m]	MAR02773	0.275590957045153
L-carnitine[m]	MAR02773	0.275590957045153
MAR02773	(13Z,16Z)-docosadienoylcarnitine[m]	0.275590957045153
MAR02773	CoA[m]	0.275590957045153
MAR02773	H+[m]	0.275590957045153
10,13,16-docosatrienoylcarnitine[c]	MAR02775	0.669795416875418
L-carnitine[m]	MAR02775	0.669795416875418
MAR02775	10,13,16-docosatrienoylcarnitine[m]	0.275590957045153
MAR02775	L-carnitine[c]	0.275590957045153
10,13,16-docosatrienoyl-CoA[m]	MAR02776	0.275590957045153
