nodeLabel	flow_class_1	flow_class_2	distance
CNIH4	0.197629290347055	0.415603113490017	0.1534
CGB8	0.217301457835655	0.43445384915411	0.1526
CYP4F2	0.127666282870592	0.343122566526687	0.1523
RLF	0.215080678531038	0.430942242545614	0.1517
NPY6R	0.160887926142003	0.375810823727453	0.1516
SH3RF2	0.132210147324545	0.346251110326254	0.1513
EFCAB7	0.131675178837397	0.345607147408314	0.1512
LARS2	0.118534242417279	0.331898693166372	0.1509
ARHGAP21	0.252284953358839	0.465323781857681	0.1494
EHBP1L1	0.198661769012146	0.410075189219514	0.1488
CLCN4	0.179355959598918	0.390436732796492	0.1487
HOXD8	0.164772784936811	0.375556438874598	0.1487
MEOX2	0.276185756949068	0.488568711072479	0.1487
ZSCAN2	0.128183776119479	0.337930700925586	0.1483
TAF11	0.206273135021305	0.416861640109991	0.1481
HNRNPA1L2	0.127088147900693	0.335929098677487	0.1477
FBXW5	0.223090623419526	0.433186010342706	0.1476
ST14	0.15156724861689	0.360482052737792	0.1475
BAALC	0.200964105817226	0.410504488587374	0.1474
PIGV	0.182252076389939	0.391545901387041	0.1474
GPR52	0.185846663043818	0.394685653048482	0.1471
PLEKHA1	0.160959573823093	0.36917545699601	0.1469
ITGAE	0.273214442379048	0.482675233239818	0.1466
MRPL11	0.160515866969498	0.367430224369683	0.146
OR2T33	0.184746714949	0.391545901387041	0.1457
PTGER3	0.139096016507855	0.345349688732936	0.1457
NRXN2	0.116836782772322	0.322492015160541	0.1456
PLEKHB1	0.179509541078885	0.386174251898635	0.1456
ASB9	0.116226187852683	0.320216024561218	0.1444
OR10H2	0.208356271168332	0.413507880301024	0.1443
RXFP2	0.278878043073682	0.484949642622204	0.1442
OR2T27	0.170459472536194	0.374650298538451	0.144
RAD1	0.131902299592028	0.335311895522023	0.1438
ETNK2	0.187497193154318	0.391545901387041	0.1437
BRWD3	0.14992025866921	0.352333563014374	0.1429
RAB36	0.18881302158237	0.391545901387041	0.1428
MTHFD1L	0.122194986212662	0.323893638988721	0.1427
DSCR9	0.189060361404056	0.391545901387041	0.1426
DAP	0.215300476970735	0.417961128581618	0.1424
CTSZ	0.253206916526492	0.456149705939227	0.1423
OR6F1	0.14336832882109	0.34455521646012	0.1421
HRH4	0.202456001071834	0.404189378780916	0.1419
UBLCP1	0.0719246156721346	0.270442786223537	0.141
OR4D5	0.204284850043554	0.404407078433434	0.1408
TDRD3	0.223116828548359	0.423469602102031	0.1408
RAMP3	0.204762613192703	0.40409995597895	0.1402
RORA	0.20848412960596	0.407700503434771	0.1401
NAP1L3	0.198695949771482	0.39765963718024	0.14
ZBTB10	0.280732472796893	0.48027527059444	0.1396
RCSD1	0.156834986663111	0.354447054544778	0.1395
KIAA2013	0.180873610514606	0.37859737445223	0.1393
CCDC18	0.122989089728695	0.319209366776971	0.1389
KRI1	0.143433711190247	0.339415649673515	0.1385
TBC1D10A	0.233026528361225	0.43012116805592	0.1384
ZNF419	0.195040654426341	0.391545901387041	0.1383
CARD14	0.187006958418249	0.38311411004842	0.1381
FZD2	0.208692937307734	0.404588764034238	0.1378
ARL6	0.196003718886498	0.391545901387041	0.1376
AIM2	0.144026266378472	0.338031973566388	0.1371
UPRT	0.144512509231563	0.338582547792857	0.1371
ZMYND15	0.233874669291571	0.428180218815391	0.1364
IGSF1	0.119362860763227	0.31189999518034	0.1363
CEP63	0.205455265102893	0.399068004115201	0.1362
TBX19	0.162478296396217	0.354605168516976	0.1356
L3MBTL4	0.211366032803503	0.403794768489879	0.1353
DKKL1	0.158652284262279	0.349886811637494	0.135
SERTAD2	0.261107685735345	0.45350980302237	0.1348
EXD2	0.130441748743924	0.32076796674972	0.1347
AKR1C3	0.218720403990274	0.4100414222078	0.1345
ERBB4	0.188682835675449	0.379294141109628	0.1343
SYK	0.252601962224617	0.444219952467969	0.1343
RGS21	0.160840724434886	0.350907494842914	0.1342
NRG1	0.189841411873065	0.380099990717203	0.134
TBC1D26	0.201680814965999	0.391545901387041	0.1336
POLR3G	0.297701266709563	0.488685411326823	0.1334
BAG3	0.154912424621855	0.343653152802219	0.1333
AIRE	0.169836234726041	0.358332420027947	0.133
IQCG	0.202469327875412	0.391545901387041	0.133
SFRP1	0.147876338544295	0.33579785073515	0.1328
CDK18	0.297877129434583	0.487826896699261	0.1327
KRTAP12-1	0.144254065673985	0.331970178400384	0.1327
MTSS1	0.244525318716779	0.433684687961753	0.1327
IFI16	0.276507728620032	0.465654208478074	0.1323
EPB41L4B	0.151983362486566	0.338651795660602	0.1319
SRY	0.198811427775738	0.385793759613278	0.1316
SERF1A	0.135087575202895	0.321027856428745	0.1315
OR10R2	0.226364865544352	0.413414609907219	0.1314
LMAN1L	0.169831796242568	0.355767788313063	0.1312
RNH1	0.131347954599928	0.316678887649733	0.1311
LRRFIP2	0.160062572838354	0.345481890343621	0.1309
ZNF512	0.224916305755826	0.410203400665677	0.1302
KIF27	0.201142965805123	0.385429938432017	0.1297
RAP2B	0.116881391772168	0.299768561372037	0.1296
MTIF2	0.129021727490945	0.311751011847071	0.1293
S100A7A	0.195939353277933	0.37937308027903	0.1291
ZNF32	0.349334212688095	0.534815323139332	0.129
GNS	0.208937350479877	0.392094494683574	0.1288
ZNF678	0.261715882350822	0.445013897972369	0.1284
OR8D2	0.147236566774485	0.32882207540792	0.1283
THBS1	0.119795860928245	0.300909656713772	0.1283
DCUN1D5	0.133067540604444	0.313795140564177	0.1279
EID1	0.256692414099541	0.439132367373194	0.1278
PDCD1	0.260807932168074	0.443092938840274	0.1277
PDXDC1	0.150450126123354	0.330887449268434	0.1275
PTK2B	0.185404963717462	0.366169956937905	0.1274
SP7	0.231039506594296	0.412427190679504	0.1274
UGT2B7	0.210685387334312	0.391545901387041	0.1272
LRPAP1	0.185319549775589	0.365371419735048	0.1269
ADRB2	0.331739981135573	0.513713956950686	0.1267
ZDHHC24	0.183749819898041	0.36344790732488	0.1267
BACE2	0.212353252218524	0.391545901387041	0.126
NT5M	0.201111986070597	0.379959711613795	0.1259
ASCL2	0.207433572230387	0.386296121674137	0.1258
SUCLG2	0.159704212483497	0.337636571474611	0.1257
ADAM9	0.233336029734024	0.411719845529135	0.1252
HAL	0.14454754873876	0.3216332172543	0.1252
MAP1LC3B2	0.154077215580318	0.331192861939157	0.1251
CA4	0.123041728572043	0.299087870086767	0.1247
STRN4	0.23160459229311	0.409227597248384	0.1247
ZDBF2	0.25243856143002	0.430420301085277	0.1247
TNFRSF11B	0.214267847328295	0.391545901387041	0.1246
BRMS1L	0.256816123419351	0.434411440130274	0.1244
TBX22	0.176580303762478	0.352635416836677	0.1242
SNX17	0.334860127250964	0.513168453145561	0.1241
RBM12	0.184613052796335	0.360452368533737	0.1239
GCNT1	0.12715735548038	0.301479787598255	0.1235
TGFB3	0.229773598721866	0.405645941180388	0.1235
CAPN10	0.201288998683674	0.376593284592369	0.1234
TRIM55	0.122340211255734	0.296560606809036	0.1234
PTF1A	0.170598703052172	0.345264334761046	0.1233
ARL8A	0.117169048818987	0.2909974455618	0.1232
NR5A1	0.149477409567003	0.323524435515036	0.123
PRCP	0.0910661033930928	0.263935495117987	0.1228
GDF6	0.284177551075139	0.459108716146848	0.1223
GRIA1	0.17322828453012	0.346323458042221	0.1221
IL3	0.159341574917297	0.332192066966012	0.1221
ASB5	0.218909788652853	0.391545901387041	0.1213
HOXC11	0.148254836384518	0.3197923866672	0.1213
BCL2L14	0.156914115715987	0.328182642200886	0.121
GCNT7	0.153222545652127	0.3238607091096	0.1206
GPR150	0.150096488073914	0.320655006310113	0.1206
DCDC1	0.21704186935299	0.388454636637731	0.1205
GPT	0.151346655239171	0.321842000168056	0.1205
PPP1R2	0.292314633199537	0.464591768127881	0.1203
ANKDD1A	0.216442888386218	0.387397961549627	0.1202
TRIM38	0.228831020014491	0.399940665248452	0.1202
MORC3	0.338520819154674	0.51115414052185	0.1201
ZBTB37	0.164287687715211	0.332645623403397	0.1189
ADA	0.15825987306561	0.326226294534252	0.1187
ZNF774	0.222976775982492	0.391545901387041	0.1184
NDRG1	0.296388552412121	0.46578297003888	0.1183
NT5C2	0.197098323638683	0.365028254050471	0.1183
SIVA1	0.347354619289881	0.516917646823035	0.1179
SKI	0.248789139284372	0.416677519964405	0.1177
NEK6	0.260528034789957	0.427878385889955	0.1172
CORO7	0.226803304085449	0.393586186428704	0.1171
C2orf49	0.116549461055283	0.2815719321468	0.117
ZNF251	0.146085190599144	0.311269277442462	0.1168
CBX6	0.337739300672211	0.505360338616425	0.1166
INSIG1	0.242580006401599	0.408654957990072	0.1165
MCEE	0.143658921249685	0.308365204972528	0.1165
OAT	0.193353699267446	0.358623751458326	0.1164
FASTKD1	0.12627442971085	0.289972843967538	0.116
ZNF202	0.272927093277068	0.438781216330856	0.116
ZNF786	0.250780139696252	0.415786473228699	0.1157
CANT1	0.269910060151741	0.435047965258555	0.1156
TBC1D5	0.246113716264859	0.410630236189234	0.1154
CSRNP3	0.221041715423993	0.385034247478085	0.1152
BMP4	0.270486880109356	0.435047965258555	0.1151
CCDC85B	0.362240989250173	0.527993863563427	0.115
DEF6	0.155745892111705	0.318503244113921	0.115
CAD	0.320882174757595	0.485238536838413	0.1145
CTSH	0.280594311091246	0.444456052195544	0.1145
MS4A6E	0.228483759493068	0.391545901387041	0.1145
PLAU	0.138725887894691	0.300489097864738	0.1145
PGM2	0.098859543346106	0.259905099090753	0.1144
ZNF74	0.341607042435955	0.506207660850229	0.1144
ZNF141	0.276853844373841	0.440332914457892	0.1143
KCNA2	0.138057170853055	0.299199075406206	0.1141
C1D	0.42075536377898	0.585878337624897	0.114
TOB2	0.162456638782219	0.323729564078693	0.1139
TMEM125	0.146696888196402	0.307247612629338	0.1136
ZC3H13	0.257936333840333	0.420042630484698	0.1135
GATA4	0.209820978476617	0.3708509361046	0.1133
ZNF691	0.273179785478478	0.435047965258555	0.1132
TMEM201	0.254177434731218	0.415545573714299	0.1131
BHLHA15	0.23055024553531	0.391545901387041	0.113
CITED4	0.294902549921393	0.456590633145406	0.1129
HLF	0.188013101809561	0.347649727429516	0.1125
GLIPR2	0.117398077383219	0.275551998237209	0.1122
OR10AD1	0.234204498653881	0.393986272017732	0.1122
FGFBP1	0.301907502263458	0.462523777959101	0.1121
PDE6C	0.203920790281746	0.362661696305513	0.1117
YDJC	0.143212365354516	0.300712604499045	0.1115
RTKN2	0.256295984141465	0.415274786954984	0.1114
TMEM14C	0.128482608560972	0.28544633659356	0.1113
CSNK1G1	0.253410765592909	0.412153542208591	0.1112
MAR09167	0.2331336594133	0.391545901387041	0.1112
OR51L1	0.242062077834176	0.400432844331554	0.1111
ZNF558	0.227412715986771	0.385324655059346	0.1109
ALPL	0.19806827757852	0.355418102458237	0.1108
MS4A13	0.166224137722657	0.322827389300754	0.1106
MAR04226	0.234220532465417	0.391545901387041	0.1104
MAR04229	0.234220532465417	0.391545901387041	0.1104
MAR04236	0.234220532465417	0.391545901387041	0.1104
RHBDD3	0.164786896831408	0.320708924406123	0.1102
DPH1	0.211462177690683	0.367942847714775	0.1101
L3MBTL3	0.12929191013023	0.284685974708683	0.1101
ZNF33B	0.23556232958414	0.392391709005957	0.1101
BEND5	0.26241882944816	0.419603086540287	0.11
CCDC106	0.14477736800558	0.299897463335439	0.1098
TTLL9	0.130956553914733	0.285888816471535	0.1098
GPR87	0.284443037112747	0.44147483574218	0.1097
NEU3	0.15759210529817	0.312834668921098	0.1097
NGF	0.164605340427837	0.319936316649931	0.1097
MMRN1	0.14104180852305	0.295511317664346	0.1094
NLGN1	0.235763284286871	0.391545901387041	0.1093
GMPPB	0.162909317847384	0.317294889916532	0.1091
EMX1	0.22542479161696	0.380568939695308	0.109
POLDIP2	0.145494838185679	0.299156988624673	0.1088
APEX2	0.160575559715718	0.314278457255277	0.1086
NEUROD1	0.197807576705564	0.35191655786214	0.1085
AXIN1	0.222267143457337	0.376469312359292	0.1084
NAP1L4	0.191882128202903	0.34567941060636	0.1084
STYX	0.146110381293637	0.299253616912322	0.1084
GLRX2	0.290575413021227	0.445321575528596	0.108
DENND4B	0.194859951941219	0.347136781305218	0.1073
PDCD1LG2	0.212805061746328	0.365225589217498	0.1072
ADAMTS15	0.148930025760219	0.30028346892799	0.1071
AGER	0.21216184859245	0.364460325598247	0.1071
EIF5AL1	0.183263776825741	0.33492802858706	0.107
ZNF221	0.302253972772939	0.455619749305352	0.107
GPD2	0.215446744214954	0.367527717902951	0.1069
OR4C3	0.254736142140059	0.407300706050465	0.1069
APOBEC3B	0.243243086536265	0.395485189786459	0.1068
DIAPH1	0.209550195748913	0.361116429424152	0.1066
RC3H2	0.379809439469982	0.533772861898288	0.1066
OR11A1	0.25773778789856	0.409836648156709	0.1065
RBM26	0.233622125313491	0.385053543370803	0.1063
SMPD2	0.282969033625567	0.435047965258555	0.1063
TXN2	0.128885147517751	0.278481546045054	0.1061
TRIB1	0.260004068712311	0.411228024070011	0.1059
JMY	0.234407024914646	0.38492545335617	0.1057
ZNF576	0.214625047383087	0.364977840674192	0.1057
GFRA3	0.28727220821562	0.438267856972094	0.1054
CACNA2D3	0.210847861935663	0.360477947997051	0.1053
CAPN2	0.283275075461648	0.433941474893694	0.1053
ZNF282	0.231938385533784	0.381569497212542	0.1051
FOXL1	0.181002613221708	0.329712398749015	0.1049
FUZ	0.227376573291581	0.376745718508419	0.1049
NEK10	0.170747076068527	0.319253840694294	0.1049
BAMBI	0.276770809427041	0.42655469687997	0.1047
NET1	0.242237836715662	0.391545901387041	0.1047
PIK3C3	0.248738064792944	0.39776652043998	0.1045
POLE4	0.171508800263327	0.319407326862293	0.1045
ZNF25	0.136929319737086	0.284352910157423	0.1045
COX8A	0.251043734729986	0.399942798779203	0.1043
NPAT	0.335752259451521	0.485762015147489	0.1043
ZNF689	0.25015114959118	0.398850296241302	0.1042
RAB42	0.214188995919808	0.361915376491766	0.1039
ZNF528	0.26805966735266	0.41636174713682	0.1038
MORC2	0.301023084830812	0.449764274349689	0.1037
EVX1	0.266087077229738	0.414201889696162	0.1036
OPN5	0.229743078745141	0.377337934925571	0.1036
CCKBR	0.317416342328531	0.46558921016505	0.1032
TAS1R2	0.324142110344417	0.472444716683018	0.1032
KCNK10	0.217790354585947	0.36434750904057	0.103
PROM1	0.222047789013856	0.368645798677561	0.103
VSX1	0.179406194604302	0.325296842235612	0.103
C2	0.139394160438842	0.284410738278753	0.1028
ETV1	0.279695279507303	0.426591542838706	0.1026
C17orf50	0.170552493331829	0.315588215508011	0.1025
TBL1Y	0.267458486173207	0.413908889756009	0.1025
MAR05173	0.527968567126917	0.678074591168268	0.1024
INF2	0.157119218112257	0.301408555623683	0.1021
SIRT6	0.350624521846518	0.497762120595013	0.1021
VAX2	0.293022514485209	0.439312895769393	0.1021
DUXA	0.203268848904108	0.348161857373157	0.102
GNPTAB	0.137798160742201	0.281736363687885	0.102
MED14	0.235896844781322	0.381205604495748	0.102
PLEKHJ1	0.172994470495328	0.317215092826843	0.1019
IPO4	0.0544646298604507	0.19688434535987	0.1018
ZNF175	0.246289690412361	0.391545901387041	0.1018
EYA1	0.246540913926382	0.391545901387041	0.1017
MAR09163	0.246779378652792	0.391545901387041	0.1015
ZCCHC12	0.279942191161103	0.425239924760002	0.1015
ACSL1	0.22951718403232	0.373880724344102	0.1014
DUSP4	0.283095869242301	0.428288947293956	0.1014
POLD4	0.188397637087394	0.332183702686264	0.1014
TTC19	0.135141754640292	0.278055692956813	0.1013
CSF3R	0.335284529463482	0.480611867058557	0.101
GOLIM4	0.216382111540659	0.359945282216579	0.101
PSTPIP1	0.315302421562084	0.460162874459711	0.1009
CLNK	0.267821348561222	0.411795735213495	0.1007
IQGAP2	0.284313695404164	0.428510068635633	0.1007
SYS1	0.150921511231882	0.293123519736117	0.1007
DUSP10	0.153168943953102	0.295298874025624	0.1006
PSMB5	0.197203253900806	0.339939756360319	0.1006
ZC3H12B	0.218542700228969	0.361684922011983	0.1006
TBC1D9	0.222487309090669	0.365264287250532	0.1003
CRIP1	0.207999928159485	0.350392251754461	0.1002
HDHD2	0.24594253440211	0.388727486271625	0.1001
TAF6L	0.375714548401046	0.520331093121086	0.1001
TAS2R20	0.264772596907256	0.407395851328956	0.0998
PABPN1L	0.249900414963963	0.392066928264039	0.0996
UBTD1	0.242813263214615	0.384888666976262	0.0996
DCAF15	0.190733631184756	0.331362721758044	0.0992
UFC1	0.198365050650542	0.339131688544639	0.0992
CSF2RA	0.115529111943792	0.254998716566166	0.0991
CDC14B	0.203574800378444	0.344144011689555	0.099
STK32A	0.130295390709109	0.269695540373426	0.0989
GRM2	0.360980652513211	0.503486986606115	0.0987
MED22	0.331768127805221	0.473857192450783	0.0987
STAG3	0.149402308221078	0.288640033483236	0.0986
PRKAB1	0.26914243189982	0.409804735451231	0.0984
CCDC51	0.198923526630159	0.338144379361433	0.0981
ZNF18	0.231164698717768	0.370875571734244	0.0981
ZFP91	0.294539356294477	0.435047965258555	0.098
ZNF335	0.219856046595599	0.359282371860029	0.098
DUSP9	0.267896473456345	0.407539390069727	0.0977
TCEAL7	0.303515070388335	0.443703272375347	0.0977
TRAFD1	0.283455020055584	0.423229496371586	0.0976
NDUFB7	0.144321525225128	0.281940492751693	0.0975
NPTN	0.133650195404988	0.271106684977161	0.0975
LYVE1	0.252459120496287	0.391545901387041	0.0974
SMAD2	0.310475273991234	0.450066868464358	0.0972
SFN	0.238820399041904	0.376994171782391	0.0969
ZSCAN1	0.262556065431888	0.401028954244438	0.0969
ZNRF2	0.191816825236302	0.329148249774733	0.0968
OR10J1	0.254121487838555	0.392053084536855	0.0966
GOPC	0.234197626241801	0.371704955970281	0.0965
MAR09364	0.254011384235906	0.391545901387041	0.0963
ZYX	0.268686615082414	0.406371298580843	0.0963
UBR5	0.313652492251149	0.451757159215123	0.0961
APBA3	0.358668299350639	0.497233098034855	0.096
CLPX	0.246306966151546	0.383283552559125	0.096
MAR04092	0.254947196157962	0.391545901387041	0.0957
DDX11L2	0.161286545112978	0.296319317236483	0.0955
MAR09365	0.255273182608445	0.391545901387041	0.0954
NID2	0.156314368437691	0.291164164952371	0.0954
PIAS4	0.263457523292431	0.399608991978799	0.0953
RBAK	0.276679053544859	0.413054709908865	0.0953
FAM98B	0.235413614489122	0.370833844264581	0.095
MAR04094	0.255859171288694	0.391545901387041	0.095
PHF21A	0.272902101715809	0.408841642996202	0.095
OR4D9	0.249055992571055	0.384446800827791	0.0949
ADRA2A	0.314388113112382	0.450668697108643	0.0948
GSX2	0.299624529320729	0.435229951444089	0.0945
MDM1	0.215529443292779	0.349540340587608	0.0943
RIT2	0.298239186920445	0.433406589769521	0.0942
ZNF83	0.273006712670629	0.40773506472672	0.0942
ARHGDIA	0.35705344571125	0.492723889517965	0.094
CHST1	0.271299969452627	0.405684741667705	0.094
KCNJ2	0.195150269463213	0.328565315296377	0.094
OR4A15	0.20707170911226	0.34056587330757	0.094
WDR59	0.257416478920203	0.391545901387041	0.0939
ABCC3	0.168816121941396	0.301331022942445	0.0937
MAP7	0.267483212020011	0.401391642026699	0.0937
JOSD2	0.255685675901183	0.389360010104663	0.0936
ARHGAP18	0.251393645876235	0.38468417718319	0.0934
SYNGR2	0.13768217049056	0.269326855334422	0.0934
GDF3	0.235749749328997	0.368678838565441	0.0933
TRMT2A	0.223652224268223	0.356172797759094	0.0931
NCR3	0.132453934743693	0.263480940111299	0.093
GRID2	0.284048568567861	0.416803010924551	0.0927
PTPRU	0.225004785648698	0.357006236051932	0.0927
EZH2	0.265367196840565	0.397720181940966	0.0926
MAR04203	0.259207625886541	0.391545901387041	0.0926
DENND4A	0.384940010074722	0.518916837275333	0.0925
NDUFB11	0.114678791303781	0.244799297214262	0.0925
TNFSF13	0.192565706768148	0.323712732417805	0.0925
TRPV4	0.279942191161103	0.41229895160288	0.0924
SAT2	0.100792822114773	0.230393938164655	0.0923
MAR04221	0.259784649009522	0.391545901387041	0.0922
MAR04215	0.259929501675545	0.391545901387041	0.0921
ST3GAL5	0.204079070540247	0.334779573559846	0.092
CHRM4	0.283320884316486	0.414906778410807	0.0919
DDX43	0.200816008923545	0.331229179053502	0.0919
RSRC2	0.279121080734552	0.410690654338003	0.0919
EFNB3	0.29843110812785	0.4301835936951	0.0918
ZNF676	0.287136939893913	0.418437183643518	0.0916
OR14I1	0.157014691235206	0.286189771299971	0.0915
MAR09398	0.260981651403992	0.391545901387041	0.0914
TSHZ3	0.172400540183028	0.301738183106688	0.0914
UBAC2	0.125087036561078	0.253784981817541	0.0914
FGF3	0.295128179816891	0.426148498738774	0.0913
MAN1A1	0.139874319799102	0.268375545316402	0.0912
CDK11B	0.396980046743256	0.528954356099059	0.091
EGR1	0.189655612738165	0.318633477992037	0.091
ZCCHC4	0.31478399576701	0.445574093328513	0.091
CRTAM	0.20658594685669	0.335650875882822	0.0909
METRNL	0.243598577220076	0.373282907531399	0.0909
CRYAB	0.276399889864943	0.406358287832648	0.0908
MAR04217	0.261867143696843	0.391545901387041	0.0907
FLT1	0.253039738216243	0.382318780429084	0.0906
MYT1L	0.157426154771729	0.285303518408143	0.0905
POLR3GL	0.202365802995648	0.330817098532145	0.0905
MAR04223	0.262398899590522	0.391545901387041	0.0904
TIGD1	0.32556591437988	0.455622817122587	0.0904
FNTA	0.183032227677816	0.310958369250323	0.0903
CCR7	0.252420867723373	0.381138248575098	0.0902
DNAJC22	0.139380846968078	0.266550735143467	0.0902
SRBD1	0.0267378019051909	0.152211753868921	0.0902
ST6GALNAC4	0.233399548257314	0.361925803801621	0.0902
CHST2	0.171153822281147	0.298473889060265	0.09
COMMD3	0.129952098657734	0.256632989488889	0.09
MAR04238	0.262852413013148	0.391545901387041	0.09
MYPOP	0.333674437482743	0.46339709346087	0.09
PKD2L1	0.237033115584748	0.365275577647319	0.09
OPHN1	0.263112619882759	0.391545901387041	0.0899
TAX1BP1	0.225935704690451	0.353845834986362	0.0899
YARS2	0.203242403548973	0.330847830051648	0.0899
DPH2	0.246409035984766	0.374486002072612	0.0898
C21orf62	0.120944175867791	0.246824756706751	0.0895
LIN28B	0.255355444374354	0.383202079381012	0.0895
ZNF404	0.273924042782349	0.401576747964968	0.0892
NPHP3	0.26424215159191	0.391545901387041	0.0891
ASL	0.0559292332693418	0.179710241755832	0.0887
CDX1	0.131787383483874	0.256730826739957	0.0887
FCRL5	0.235229538354866	0.361627811184361	0.0887
NACC1	0.336896548096073	0.464696107303285	0.0887
TAF9B	0.371595314555899	0.499894326292962	0.0887
SLC3A1	0.264864822207127	0.391545901387041	0.0886
REEP5	0.163227395221633	0.288171955948165	0.0884
