"name"	"Cluster_R"	"R"	"distance"
"2827"	"ARSI"	0.659271790655338	0.680383735608963	0.0139
"2828"	"ARSJ"	0.613697676213129	0.619170938076835	0.0046
"2829"	"ARSK"	0.611842901266649	0.63450485960616	0.0165
"2830"	"ARSL"	0.480248426300493	0.496571088025671	0.0165
"2831"	"ART1"	0.536638120059841	0.547222149441679	0.0107
"2832"	"ART3"	0.514679431779469	0.542326760492002	0.0232
"2833"	"ART4"	0.511305200914462	0.542026568290105	0.0254
"2834"	"ART5"	0.550464284447674	0.570721120922738	0.0169
"2835"	"ARTN"	0.537587201509207	0.551072368510121	0.0126
"2836"	"ARV1"	0.413864059396991	0.369180437897103	-0.0235
"2837"	"ARVCF"	0.46280855475648	0.457093669984866	0.0018
"2838"	"ARX"	0.4879821106943	0.487589045243625	0.0047
"2839"	"AS3MT"	0.556317197225308	0.574616531893244	0.0154
"2840"	"ASAH1"	0.59100367842803	0.606509557255766	0.0123
"2841"	"ASAH2"	0.479777189719171	0.489962128526359	0.0123
"2842"	"ASAH2B"	0.375535024644249	0.422798214781383	0.0413
"2843"	"ASAP1"	0.64503145890287	0.650966365719883	0.0039
"2844"	"ASAP2"	0.467988349885689	0.48152545982585	0.015
"2845"	"ASAP3"	0.5416570697133	0.547152433319854	0.007
"2846"	"ASB1"	0.484467780477742	0.489443118524011	0.0085
"2847"	"ASB10"	0.485104906954905	0.48986917543545	0.0083
"2848"	"ASB11"	0.489925284906712	0.498718321027591	0.011
"2849"	"ASB12"	0.527695900125633	0.533248778692616	0.0075
"2850"	"ASB13"	0.540848240787484	0.556791880677297	0.0142
"2851"	"ASB14"	0.484433197388441	0.489350624683946	0.0085
"2852"	"ASB15"	0.513218121663333	0.527913855363663	0.0143
"2853"	"ASB16"	0.486535336592625	0.491649245553594	0.0085
"2854"	"ASB17"	0.488584271823691	0.495764958093397	0.0099
"2855"	"ASB18"	0.497411198586597	0.506300086045029	0.0108
"2856"	"ASB2"	0.505776250656698	0.523618385365531	0.0167
"2857"	"ASB3"	0.514535241619978	0.530762412342469	0.0153
"2858"	"ASB4"	0.496463542670388	0.501343215570996	0.0081
"2859"	"ASB5"	0.485081693117407	0.490156286038993	0.0086
"2860"	"ASB6"	0.484828769744065	0.489882459857684	0.0086
"2861"	"ASB7"	0.519484339827995	0.529652260810273	0.011
"2862"	"ASB8"	0.486024371308486	0.510188730430683	0.0217
"2863"	"ASB9"	0.516746641132319	0.518355600043626	0.0051
"2864"	"ASCC1"	0.49105003163753	0.508655689009484	0.017
"2865"	"ASCC2"	0.520119805801185	0.5346786518047	0.014
"2866"	"ASCC3"	0.466869044522909	0.482735043256447	0.0166
"2867"	"ASCL1"	0.487857621568934	0.502059605047547	0.0148
"2868"	"ASCL2"	0.405598469728738	0.422631924075357	0.0194
"2869"	"ASCL3"	0.449990217911818	0.460562751858835	0.0135
"2870"	"ASCL4"	0.456491672260774	0.473286475488885	0.0176
"2871"	"ASCL5"	0.305465883309156	0.314406113804446	0.0171
"2872"	"ASF1A"	0.631618889294488	0.634733666343734	0.0024
"2873"	"ASF1B"	0.493418474533173	0.487850953877991	9e-04
"2874"	"ASGR1"	0.550289021587203	0.545213349815422	-6e-04
"2875"	"ASGR2"	0.478588271443249	0.475371311026751	0.0031
"2876"	"ASH1L"	0.524924278940243	0.530803635001488	0.0078
"2877"	"ASH2L"	0.683956993292741	0.68747989951808	0.001
"2878"	"ASIP"	0.470400973615297	0.477727287205515	0.0106
"2879"	"ASL"	0.562324515939184	0.615955354652297	0.0396
"2880"	"ASMT"	0.584878298411999	0.599238847805301	0.0117
"2881"	"ASMTL"	0.420567997079138	0.417496878521104	0.0051
"2882"	"ASMTL-AS1"	0.237173873963945	0.238746974924422	0.0143
"2883"	"ASNA1"	0.575405190520198	0.581920028487504	0.0066
"2884"	"ASNS"	0.583054589201236	0.602896777915076	0.0155
"2885"	"ASNSD1"	0.417149281089208	0.466034498521215	0.041
"2886"	"ASPA"	0.485953524627851	0.504641555208127	0.0179
"2887"	"ASPDH"	0.467523028703407	0.501700384469667	0.0292
"2888"	"ASPG"	0.633362747288137	0.652640728886944	0.0135
"2889"	"ASPH"	0.605563245574932	0.616190664735379	0.0084
"2890"	"ASPHD1"	0.443262916319859	0.460996499662571	0.0187
"2891"	"ASPHD2"	0.323819200632119	0.351119918784629	0.0292
"2892"	"ASPM"	0.611277647395751	0.614490349085728	0.0031
"2893"	"ASPN"	0.492503453002848	0.457511869899201	-0.0193
"2894"	"ASPRV1"	0.448918153467398	0.47172849266891	0.022
"2895"	"ASPSCR1"	0.610606782740042	0.619946661460308	0.0074
"2896"	"ASRGL1"	0.570272863277428	0.569249380825586	0.0016
"2897"	"ASS1"	0.563262843682518	0.581964083944683	0.0154
"2898"	"ASTE1"	0.334052027004759	0.386152974803233	0.046
"2899"	"ASTL"	0.329692285697947	0.403461345469718	0.0611
"2900"	"ASTN1"	0.471683249735604	0.480056494680953	0.0113
"2901"	"ASTN2"	0.471464030155653	0.481241158586817	0.0123
"2902"	"ASXL1"	0.506085387894208	0.527055964703585	0.0188
"2903"	"ASXL2"	0.476828937687983	0.498983224907184	0.0206
"2904"	"ASXL3"	0.406367557150659	0.38209008960811	-0.0091
"2905"	"ASZ1"	0.471429759350491	0.492397438990433	0.02
"2906"	"ATAD1"	0.561553552986031	0.573974426784291	0.0111
"2907"	"ATAD2"	0.561358794513865	0.563406923281151	0.004
"2908"	"ATAD2B"	0.585478498398333	0.573129368581266	-0.0068
"2909"	"ATAD3A"	0.600063569319915	0.583875154078289	-0.0099
"2910"	"ATAD3B"	0.433452822150331	0.453117786077355	0.0203
"2911"	"ATAD3C"	0.418546220261153	0.432037408955397	0.0166
"2912"	"ATAD5"	0.574741864397817	0.559936035246288	-0.0081
"2913"	"ATCAY"	0.60288227798635	0.610273930358397	0.0063
"2914"	"ATE1"	0.590269472927492	0.635274276220936	0.0327
"2915"	"ATF1"	0.652193339253526	0.656586187559035	0.0026
"2916"	"ATF2"	0.637327319026114	0.641670516808465	0.0031
"2917"	"ATF3"	0.4764444142234	0.494260501728361	0.0176
"2918"	"ATF4"	0.616412341477651	0.620613117095325	0.0037
"2919"	"ATF5"	0.408664744303448	0.428249758996899	0.0211
"2920"	"ATF6"	0.497789498214477	0.514573599023217	0.0162
"2921"	"ATF6B"	0.528424105892089	0.574315619606711	0.0353
"2922"	"ATF7"	0.450769047403781	0.48866612836868	0.0324
"2923"	"ATF7IP"	0.494890300210783	0.472751325154244	-0.0106
"2924"	"ATF7IP2"	0.495710911604316	0.5159998683178	0.0187
"2925"	"ATG10"	0.419412029208452	0.432853966321482	0.0165
"2926"	"ATG10-AS1"	0.219232027857098	0.219753344348355	0.0141
"2927"	"ATG101"	0.545882446301257	0.550664944397875	0.0064
"2928"	"ATG12"	0.648728134064625	0.651852611235239	0.0018
"2929"	"ATG13"	0.674244081547501	0.680173210915201	0.0029
"2930"	"ATG14"	0.478771996008719	0.484326640712155	0.0091
"2931"	"ATG16L1"	0.474197392651898	0.469992507952016	0.0025
"2932"	"ATG16L2"	0.548185833887635	0.544099554547636	2e-04
"2933"	"ATG2A"	0.573878337940996	0.592764523469244	0.0152
"2934"	"ATG2B"	0.510234048754444	0.509967988940048	0.004
"2935"	"ATG3"	0.622192666029263	0.633726726396859	0.0085
"2936"	"ATG4A"	0.575864250270713	0.584516951761406	0.0081
"2937"	"ATG4B"	0.629234221713304	0.647895200555459	0.0132
"2938"	"ATG4C"	0.597564707182483	0.604012182339596	0.0058
"2939"	"ATG4D"	0.537269140645024	0.555167445398103	0.0157
"2940"	"ATG5"	0.536841255819242	0.542371709968739	0.0072
"2941"	"ATG7"	0.609744615684203	0.614312352144961	0.0041
"2942"	"ATG9A"	0.570999504406218	0.598067641868332	0.0209
"2943"	"ATG9B"	0.567363517584394	0.578993549935323	0.0104
"2944"	"ATIC"	0.548433428253263	0.551957138951518	0.0054
"2945"	"ATL1"	0.615854684658359	0.643155671069437	0.0196
"2946"	"ATL2"	0.440514045971432	0.449427883613343	0.0127
"2947"	"ATL3"	0.444539973150853	0.458564447809635	0.0161
"2948"	"ATM"	0.776428725829481	0.780878674030379	-0.0014
"2949"	"ATMIN"	0.537938852394674	0.539877400003839	0.0047
"2950"	"ATN1"	0.549852836849011	0.562562075846549	0.0117
"2951"	"ATOH1"	0.46111564888745	0.476845025661444	0.0167
"2952"	"ATOH7"	0.440217538033035	0.447877824245267	0.0118
"2953"	"ATOH8"	0.483431541224202	0.498379655260516	0.0154
"2954"	"ATOX1"	0.505696557016977	0.506457995703248	0.0049
"2955"	"ATP10A"	0.731787236047146	0.739181409337662	0.0021
"2956"	"ATP10B"	0.484871589541892	0.540950568801488	0.0438
"2957"	"ATP10D"	0.567991976379696	0.603421300645377	0.0268
"2958"	"ATP11A"	0.694297238900084	0.701166121996524	0.0029
"2959"	"ATP11A-AS1"	0.244938261736977	0.245469705214053	0.0133
"2960"	"ATP11B"	0.523059822539548	0.543225698724411	0.0177
"2961"	"ATP11C"	0.68539101873462	0.692302467277666	0.0033
"2962"	"ATP12A"	0.576323356397775	0.593967835055283	0.0142
"2963"	"ATP13A1"	0.444175044811425	0.457435221267637	0.0156
"2964"	"ATP13A2"	0.575187784010843	0.580967070136614	0.0061
"2965"	"ATP13A3"	0.459225868676517	0.469854506104798	0.0132
"2966"	"ATP13A4"	0.423459780016329	0.436936213242222	0.0164
"2967"	"ATP13A4-AS1"	0.258165397383946	0.263415915929273	0.0161
"2968"	"ATP13A5"	0.352626190697411	0.38164582005002	0.0294
"2969"	"ATP13A5-AS1"	0.242576644034679	0.246852290086838	0.016
"2970"	"ATP1A1"	0.698502844966847	0.706811761685309	0.0038
"2971"	"ATP1A2"	0.5725921080095	0.575385969207853	0.0041
"2972"	"ATP1A3"	0.665778776039982	0.678579251739788	0.008
"2973"	"ATP1A4"	0.578536405598339	0.597899535483716	0.0154
"2974"	"ATP1B1"	0.666974091706847	0.674516109894529	0.0043
"2975"	"ATP1B2"	0.650799860202235	0.654332316035059	0.0021
"2976"	"ATP1B3"	0.737366474709282	0.748257819251247	0.0043
"2977"	"ATP1B3-AS1"	0.219796633394184	0.220509269197202	0.0143
"2978"	"ATP1B4"	0.585694786748714	0.602813669337422	0.0136
"2979"	"ATP23"	0.231697052902862	0.236091740017582	0.0164
"2980"	"ATP2A1"	0.5585770664569	0.567340407329097	0.0087
"2981"	"ATP2A2"	0.616308295791973	0.627774229098725	0.0087
"2982"	"ATP2A3"	0.632933989013606	0.641729602520554	0.0063
"2983"	"ATP2B1"	0.583601654577866	0.601171781588224	0.014
"2984"	"ATP2B2"	0.538741969998359	0.564122015782623	0.0208
"2985"	"ATP2B3"	0.54085559058836	0.556169915665887	0.0138
"2986"	"ATP2B4"	0.641127219486962	0.653872189862724	0.0087
"2987"	"ATP2C1"	0.539158430225773	0.54649189558869	0.0083
"2988"	"ATP2C2"	0.58576545015278	0.612916253123453	0.0205
"2989"	"ATP4A"	0.518005443287907	0.522750287324222	0.0073
"2990"	"ATP4B"	0.552736419685665	0.568840930317597	0.014
"2991"	"ATP5B"	0.598613405017189	0.604696378593212	0.0055
"2992"	"ATP5F1A"	0.482938230367272	0.488626731944344	0.0091
"2993"	"ATP5F1B"	0.569530602330743	0.576149794065433	0.0069
"2994"	"ATP5F1C"	0.456439407343543	0.462318145213182	0.0101
"2995"	"ATP5F1D"	0.415725676789487	0.421958979870944	0.0116
"2996"	"ATP5G1P8"	0.281725019979621	0.283120189237823	0.0127
"2997"	"ATP5H"	0.437079713698502	0.443206016804382	0.0109
"2998"	"ATP5IF1"	0.274624953851698	0.277714988491201	0.0141
"2999"	"ATP5L2"	0.259785073272582	0.265710268773661	0.0165
"3000"	"ATP5MF"	0.418228249069394	0.424832495360622	0.0118
"3001"	"ATP5MG"	0.35599930502129	0.36659408571731	0.0166
"3002"	"ATP5MGL"	0.241760262747087	0.247139937369692	0.0168
"3003"	"ATP5O"	0.221005670853405	0.221562178489988	0.0141
"3004"	"ATP5PB"	0.506868846343213	0.514440082595946	0.0096
"3005"	"ATP5PD"	0.36732827884982	0.37670417825527	0.0154
"3006"	"ATP5PF"	0.472847840255773	0.479004605527661	0.0097
"3007"	"ATP5PO"	0.486265967759533	0.49496474121915	0.011
"3008"	"ATP6AP1"	0.610059411047736	0.613839221378824	0.0036
"3009"	"ATP6AP1L"	0.431441648158491	0.456530338750255	0.0241
"3010"	"ATP6AP2"	0.569319730877947	0.562259666946832	-0.0026
"3011"	"ATP6V0A1"	0.663310988500829	0.677599231033622	0.0091
"3012"	"ATP6V0A2"	0.688551989009173	0.696264134810778	0.0037
"3013"	"ATP6V0A4"	0.56611705795239	0.570451275026805	0.0054
"3014"	"ATP6V0B"	0.636432507469991	0.630380800204764	-0.0041
"3015"	"ATP6V0C"	0.661361010392265	0.659375985452533	-0.0021
"3016"	"ATP6V0CP3"	0.339927959155558	0.338076476780622	0.0085
"3017"	"ATP6V0D1"	0.725847325666474	0.734056656776679	0.0028
"3018"	"ATP6V0D2"	0.618743386857149	0.622207424208142	0.0031
"3019"	"ATP6V0E1"	0.613587955249425	0.627071685336614	0.0102
"3020"	"ATP6V0E2"	0.606376725709483	0.610179665209868	0.0037
"3021"	"ATP6V1A"	0.71879929777655	0.730758865431602	0.0056
"3022"	"ATP6V1B1"	0.573302908203749	0.583406163967672	0.0091
"3023"	"ATP6V1B2"	0.68155261620847	0.678302201396649	-0.0036
"3024"	"ATP6V1C1"	0.675236610457579	0.681608861177352	0.0032
"3025"	"ATP6V1C2"	0.56695917369271	0.573054393304752	0.0066
"3026"	"ATP6V1D"	0.677796881888617	0.679066701785084	-4e-04
"3027"	"ATP6V1E1"	0.670595613780833	0.678686850825443	0.0046
"3028"	"ATP6V1E2"	0.573837508502405	0.57833662077858	0.0053
"3029"	"ATP6V1F"	0.684529216601036	0.690381131463374	0.0026
"3030"	"ATP6V1G1"	0.672825279057043	0.679732544087774	0.0037
"3031"	"ATP6V1G1P2"	0.225971033141705	0.226449553669909	0.0139
"3032"	"ATP6V1G2"	0.582516445846173	0.607890464118504	0.0194
"3033"	"ATP6V1G2-DDX39B"	0.22148504812532	0.2272008735553	0.0177
"3034"	"ATP6V1G3"	0.537924248035759	0.541789098218062	0.006
"3035"	"ATP6V1H"	0.700101255659099	0.705787799359709	0.0019
"3036"	"ATP7A"	0.532814747560393	0.532609028307994	0.0034
"3037"	"ATP7B"	0.471304745292575	0.469791141583427	0.0045
"3038"	"ATP8A1"	0.613745017684264	0.623869293346659	0.0078
"3039"	"ATP8A2"	0.579504995238762	0.579010717873188	0.0016
"3040"	"ATP8A2P2"	0.372324438074443	0.390306758109641	0.0212
"3041"	"ATP8B1"	0.69918806527654	0.70489456768405	0.002
"3042"	"ATP8B2"	0.718045240134456	0.722786103778828	7e-04
"3043"	"ATP8B3"	0.489820058279388	0.499807955928703	0.0118
"3044"	"ATP8B4"	0.608227235069312	0.609136708317723	0.0016
"3045"	"ATP8B5P"	0.429704852070901	0.445303849347992	0.0176
"3046"	"ATP9A"	0.309176871939963	0.331912610087336	0.0265
"3047"	"ATP9B"	0.406484226050539	0.448904930305745	0.0369
"3048"	"ATPAF1"	0.542316107980819	0.56045483196537	0.0157
"3049"	"ATPAF2"	0.460281116784302	0.477368328113259	0.0177
"3050"	"ATR"	0.589182224806221	0.592269762984174	0.0038
"3051"	"ATRIP"	0.54355259863978	0.547419935945535	0.0058
"3052"	"ATRN"	0.476496136475631	0.491560680773359	0.0157
"3053"	"ATRNL1"	0.39108414520364	0.390653557073809	0.0078
"3054"	"ATRX"	0.636984204684421	0.641831010055169	0.0034
"3055"	"ATXN1"	0.51755278005005	0.517376990706522	0.0039
"3056"	"ATXN10"	0.563896979510711	0.555017403610364	-0.0037
"3057"	"ATXN1L"	0.566632231822157	0.575196159806044	0.0083
"3058"	"ATXN2"	0.660397447501867	0.664345278326165	0.002
"3059"	"ATXN2L"	0.552755943597798	0.563020906587856	0.0099
"3060"	"ATXN3"	0.494655651891537	0.500357632738618	0.0087
"3061"	"ATXN3L"	0.485371933670411	0.498219466475282	0.0139
"3062"	"ATXN7"	0.490083354000098	0.506451588091677	0.0162
"3063"	"ATXN7L1"	0.41814615454013	0.444503641014492	0.0255
"3064"	"ATXN7L2"	0.406436495818635	0.385755159485014	-0.0066
"3065"	"ATXN7L3"	0.432418515839372	0.429808348305173	0.005
"3066"	"ATXN7L3B"	0.427597193510081	0.465363607758347	0.033
"3067"	"ATXN8OS"	0.418707656890021	0.433156901451034	0.0172
"3068"	"AUH"	0.557584038540672	0.594620424998104	0.0283
"3069"	"AUP1"	0.540180785885168	0.540330517527206	0.0034
"3070"	"AURKA"	0.670140239697437	0.674802931693505	0.0022
"3071"	"AURKAIP1"	0.549066821695791	0.555454707342473	0.0074
"3072"	"AURKB"	0.700624104653601	0.704898148903119	9e-04
"3073"	"AURKC"	0.514915170516002	0.524740964485817	0.0109
"3074"	"AUTS2"	0.582942008844533	0.614605741091691	0.0237
"3075"	"AVEN"	0.594728053326817	0.567739749343687	-0.0172
"3076"	"AVIL"	0.42397691800191	0.42071880328736	0.0048
"3077"	"AVL9"	0.440036197701184	0.434399509124059	0.0026
"3078"	"AVP"	0.596240126395268	0.602784953562475	0.0059
"3079"	"AVPI1"	0.600044084194973	0.588241833219857	-0.0069
"3080"	"AVPR1A"	0.379033034492552	0.382415140994181	0.0109
"3081"	"AVPR1B"	0.380461794854091	0.40498851614913	0.0254
"3082"	"AVPR2"	0.585942713148351	0.590877458049492	0.0052
"3083"	"AWAT1"	0.562823114495019	0.518835259077993	-0.0279
"3084"	"AWAT2"	0.48943266339127	0.540729653442556	0.0403
"3085"	"AXIN1"	0.623718867727942	0.629212320798304	0.0043
"3086"	"AXIN2"	0.620475910961515	0.624930637950636	0.0037
"3087"	"AXL"	0.415891834085771	0.450583664875812	0.0313
"3088"	"AZGP1"	0.509844822351394	0.545504471242353	0.0289
"3089"	"AZGP1P1"	0.318269208207003	0.3442338391857	0.0285
"3090"	"AZI2"	0.456022529341179	0.468328935833298	0.0145
"3091"	"AZIN1"	0.502480778378605	0.5007736026081	0.0033
"3092"	"AZIN2"	0.431032367473652	0.429016956449547	0.0054
"3093"	"AZU1"	0.506068905244293	0.51711374372453	0.012
"3094"	"AZU1P1"	0.238706543964383	0.242670152924309	0.0159
"3095"	"Acetaminophen"	0	0.234912347624655	0.1832
"3096"	"Acetyl"	0	0.385576178389646	0.2872
"3097"	"Adipic"	0	0.435784851309805	0.3219
"3098"	"Adipoyl"	0	0.377269874285765	0.2815
"3099"	"Alpha-Linolenyl"	0	0.317207415156704	0.24
"3100"	"B2M"	0.728354132303506	0.73595733847516	0.0023
"3101"	"B3GALNT1"	0.633131953941861	0.646198099453399	0.0092
"3102"	"B3GALNT2"	0.606819453445938	0.606772425923817	0.001
"3103"	"B3GALT1"	0.53348103736109	0.584239621481747	0.0385
"3104"	"B3GALT2"	0.586761887938074	0.611209148680422	0.0186
"3105"	"B3GALT4"	0.634192233988462	0.633972366557275	0
"3106"	"B3GALT5"	0.602967145735907	0.629651796944884	0.0196
"3107"	"B3GALT6"	0.482119408726283	0.529140390795494	0.0376
"3108"	"B3GAT1"	0.560424704127467	0.576832056656137	0.0139
"3109"	"B3GAT2"	0.557450337928399	0.609286864603977	0.0385
"3110"	"B3GAT3"	0.588078540554135	0.592771814835781	0.0049
"3111"	"B3GLCT"	0.497838414972948	0.50649723316796	0.0106
"3112"	"B3GNT1"	0	0.291173899316279	0.222
"3113"	"B3GNT2"	0.688937322168651	0.690454045326579	-6e-04
"3114"	"B3GNT3"	0.729794644581288	0.731077736342892	-0.0021
"3115"	"B3GNT4"	0.670233385524098	0.676619559107832	0.0034
"3116"	"B3GNT5"	0.594575430721945	0.601641765501462	0.0063
"3117"	"B3GNT6"	0.579949470665728	0.562400817038143	-0.0102
"3118"	"B3GNT7"	0.671262135850737	0.678641263102775	0.004
"3119"	"B3GNT8"	0.667646011606029	0.671341100581269	0.0016
"3120"	"B3GNT9"	0.558056280047343	0.593549853727695	0.0272
"3121"	"B3GNTL1"	0.676566472890463	0.682707625045718	0.003
"3122"	"B4GALNT1"	0.639821799389701	0.634196345110396	-0.0039
"3123"	"B4GALNT2"	0.536695106359163	0.567326652263964	0.0245
"3124"	"B4GALNT3"	0.593682799352262	0.607785345334784	0.0112
"3125"	"B4GALNT4"	0.587660815970624	0.580307495688138	-0.0034
"3126"	"B4GALT1"	0.705809429178632	0.711146354505739	0.0015
"3127"	"B4GALT2"	0.70648716211685	0.710134158335436	3e-04
"3128"	"B4GALT3"	0.68731486298402	0.694347303878392	0.0033
"3129"	"B4GALT4"	0.576814484844262	0.584963789482636	0.0077
"3130"	"B4GALT4-AS1"	0.285160615069639	0.29444583282992	0.018
"3131"	"B4GALT5"	0.687746940219228	0.694141535238325	0.0028
"3132"	"B4GALT6"	0.635844500362399	0.646484437620799	0.0075
"3133"	"B4GALT7"	0.563996055322302	0.57785375164766	0.012
"3134"	"B4GAT1"	0.635270726873754	0.638720967439147	0.0025
"3135"	"B9D1"	0.601347015988434	0.610234849071038	0.0074
"3136"	"B9D2"	0.659363383999435	0.667580094752576	0.005
"3137"	"BAALC"	0.515158535727941	0.483296473816764	-0.0179
"3138"	"BAAT"	0.801119553062041	0.804867820462627	-0.0027
"3139"	"BABAM1"	0.638991584302358	0.644652158337443	0.0039
"3140"	"BABAM2"	0.532543068689569	0.541571189392666	0.0097
"3141"	"BACE1"	0.520388115475197	0.52153723868719	0.0047
"3142"	"BACE2"	0.564836841061911	0.591400805241241	0.0208
"3143"	"BACH1"	0.48612641068639	0.483230076399455	0.003
"3144"	"BACH1-AS1"	0.221158775148489	0.221541835451061	0.014
"3145"	"BACH1-IT2"	0.221158775148489	0.221541835451061	0.014
"3146"	"BACH2"	0.536703322797065	0.549299127917437	0.0121
"3147"	"BAD"	0.717762789495967	0.725663726660741	0.0029
"3148"	"BAG1"	0.497836784808546	0.50685445010341	0.0109
"3149"	"BAG2"	0.637704724118563	0.656183372105768	0.0128
"3150"	"BAG3"	0.629714391962016	0.632590929818658	0.0023
"3151"	"BAG4"	0.509896712745294	0.52003815925308	0.0112
"3152"	"BAG5"	0.560201841643643	0.574074381987459	0.0122
"3153"	"BAG6"	0.703521381995283	0.709466161368771	0.002
"3154"	"BAGE"	0.330129955051026	0.322676245813136	0.005
"3155"	"BAGE2"	0.45202200120698	0.46903353703207	0.0179
"3156"	"BAHCC1"	0.492475904062493	0.481748121194296	-0.0026
"3157"	"BAHD1"	0.537373643953578	0.538161293514448	0.0039
"3158"	"BAIAP2"	0.525641452911384	0.53024628596441	0.0069
"3159"	"BAIAP2L1"	0.448912776274123	0.469350299383965	0.0204
"3160"	"BAIAP2L2"	0.482190218030417	0.494734771270303	0.0138
"3161"	"BAIAP3"	0.465667937952655	0.467886191481337	0.0072
"3162"	"BAK"	0.400713190418885	0.407155822108187	0.0123
"3163"	"BAK1"	0.724649563304018	0.730598634367857	0.0013
"3164"	"BAMBI"	0.478716409402703	0.492652334438307	0.0149
"3165"	"BANF1"	0.66226498331053	0.669781156781089	0.0044
"3166"	"BANF2"	0.429410065399263	0.487820918498016	0.0472
"3167"	"BANK1"	0.342126659558146	0.449392867684455	0.0838
"3168"	"BANP"	0.434834037578932	0.457195770297045	0.0221
"3169"	"BAP1"	0.479654165710736	0.488267589884146	0.0112
"3170"	"BARD1"	0.606488132313487	0.611111659705824	0.0043
"3171"	"BARGIN"	0.137064359240712	0.142470488549552	0.0202
"3172"	"BARHL1"	0.498870539306148	0.511537803916586	0.0134
"3173"	"BARHL2"	0.474422382306145	0.486469222057443	0.0137
"3174"	"BARX1"	0.483043539987985	0.499718759268256	0.0166
"3175"	"BARX2"	0.421588224711844	0.443586925661884	0.0223
"3176"	"BASH"	0	0	0.021
"3177"	"BASP1"	0.488303425199078	0.501527859513088	0.0141
"3178"	"BATF"	0.433027855500865	0.440393332236862	0.0119
"3179"	"BATF2"	0.515127123717559	0.522994754604363	0.0095
"3180"	"BATF3"	0.435879645465245	0.448397148047614	0.0153
"3181"	"BAX"	0.782458350630157	0.78870463412733	-4e-04
"3182"	"BAZ1A"	0.484879034549436	0.485739642922271	0.0057
"3183"	"BAZ1B"	0.665209593863165	0.669539697901084	0.0021
"3184"	"BAZ2A"	0.504565602317978	0.522263600779972	0.0166
"3185"	"BAZ2B"	0.493105863211537	0.506731529317331	0.0142
"3186"	"BBC3"	0.438990744739185	0.436764068403198	0.005
"3187"	"BBIP1"	0.501189779186754	0.507711388239857	0.009
"3188"	"BBOX1"	0.57518556685443	0.585487531954806	0.0092
"3189"	"BBS1"	0.599636011464882	0.617126284936458	0.0134
"3190"	"BBS10"	0.560531652499104	0.57374281293663	0.0117
"3191"	"BBS12"	0.592180663255934	0.59114301998515	8e-04
"3192"	"BBS2"	0.615388426892386	0.62438953185861	0.007
"3193"	"BBS4"	0.626384723301425	0.642309318064	0.0114
"3194"	"BBS5"	0.638952323031829	0.655205871564323	0.0112
"3195"	"BBS7"	0.616482370497892	0.626001356675679	0.0073
"3196"	"BBS9"	0.663572321988282	0.67471076407747	0.0069
"3197"	"BBX"	0.470089803837288	0.475946419216387	0.0096
"3198"	"BCAM"	0.511481173115993	0.518534863055824	0.0091
"3199"	"BCAN"	0.608629400774064	0.634402490418455	0.0188
"3200"	"BCAP29"	0.569949426381919	0.581344749610865	0.0101
"3201"	"BCAP31"	0.687523819640516	0.697100854284166	0.005
"3202"	"BCAR1"	0.634283136226156	0.639700186635712	0.0039
"3203"	"BCAR3"	0.531381093938546	0.543182240517251	0.0117
"3204"	"BCAR4"	0.387248170162155	0.361534292544807	-0.0095
"3205"	"BCAS1"	0.420820425428813	0.424742971497461	0.0099
"3206"	"BCAS2"	0.806868098667428	0.811457192207308	-0.0023
"3207"	"BCAS3"	0.571160976820331	0.584262039323144	0.0113
"3208"	"BCAS4"	0.326361796591208	0.373731656403705	0.043
"3209"	"BCAT1"	0.646794720829384	0.66068534367316	0.0093
"3210"	"BCAT2"	0.61963963993539	0.636582594119899	0.0123
"3211"	"BCCIP"	0.60388346288852	0.602300301724855	1e-04
"3212"	"BCDIN3D"	0.560129883739706	0.572084686009171	0.0109
"3213"	"BCHE"	0.635038588409836	0.646183702928498	0.0078
"3214"	"BCKDHA"	0.610242122897685	0.62027445260535	0.0079
"3215"	"BCKDHB"	0.610118112469406	0.619441804268492	0.0074
"3216"	"BCKDK"	0.435318003729867	0.486524816640415	0.042
"3217"	"BCL-2"	0.400713190418885	0.407155822108187	0.0123
"3218"	"BCL10"	0.616670400896136	0.622842377089735	0.005
"3219"	"BCL11A"	0.552500896113031	0.563514699774465	0.0105
"3220"	"BCL11B"	0.547075411563339	0.551421977685221	0.006
"3221"	"BCL2"	0.784137623504697	0.790087245220731	-6e-04
"3222"	"BCL2A1"	0.598080959947736	0.597623024828604	0.001
"3223"	"BCL2L1"	0.660451846614877	0.666355254361571	0.0034
"3224"	"BCL2L10"	0.550310946632589	0.556233975684813	0.007
"3225"	"BCL2L11"	0.51322299665599	0.531180080012432	0.0165
"3226"	"BCL2L12"	0.432360254623864	0.38147208699581	-0.0284
"3227"	"BCL2L13"	0.529293571876282	0.535708555870099	0.008
"3228"	"BCL2L14"	0.54370772340069	0.520608814174295	-0.0128
"3229"	"BCL2L15"	0.467193516921401	0.456162573334915	-0.002
"3230"	"BCL2L2"	0.564322418937009	0.570273744130997	0.0066
"3231"	"BCL3"	0.539541205146234	0.53582785974356	7e-04
"3232"	"BCL6"	0.50762764322839	0.515455672200956	0.0097
"3233"	"BCL6B"	0.488445295245491	0.497630437325012	0.0113
"3234"	"BCL7A"	0.490963499653898	0.505838524957475	0.0151
