node	mux	agg	layer1	layer2	layer3	layer4
34425	130.490172154813	2	1	0	0	0
34416	115.036993029012	2	1	0	0	0
34538	112.028912556675	2	1	0	0	0
30257	111.667909790413	4	2	0	0	0
34503	108.632413950712	2	1	0	0	0
34534	105.050824025424	2	1	0	0	0
34965	102.941549735194	2	1	0	0	0
34507	97.4155110115733	2	1	0	0	0
34563	94.545769185157	2	1	0	0	0
34490	90.9851835059005	2	1	0	0	0
30320	86.3826420796613	2	1	0	0	0
34415	84.298170327488	2	1	0	0	0
34422	82.2731852555543	2	1	0	0	0
34447	80.4855230541759	2	1	0	0	0
34434	80.4661518886732	2	1	0	0	0
30205	79.8440836157706	4	2	0	0	0
34460	79.5002205818836	2	1	0	0	0
33617	79.4686189279844	2	1	0	0	0
34681	79.4204773492617	2	1	0	0	0
34444	79.1962785713665	2	1	0	0	0
34637	78.3456658731806	4	2	0	0	0
34674	77.993746862086	4	2	0	0	0
34469	77.7544410222685	2	1	0	0	0
34680	76.6442518149518	2	1	0	0	0
30759	74.6216730425787	4	2	0	0	0
35039	74.0820251317705	2	1	0	0	0
34211	72.8881249728053	2	1	0	0	0
34430	72.4177722963382	4	2	0	0	0
35016	71.8994259417065	2	1	0	0	0
30722	70.8209664137692	2	1	0	0	0
32495	70.707366742686	6	3	0	0	0
34495	70.4084476133464	4	2	0	0	0
34482	69.7949923356704	2	1	0	0	0
30606	69.0289566134148	2	1	0	0	0
35063	68.4387940207991	6	3	0	0	0
34453	68.4362064640656	2	1	0	0	0
32977	68.2752050977691	4	2	0	0	0
34494	67.2609994956865	6	3	0	0	0
34552	66.9498030420453	2	1	0	0	0
34592	66.9417260630727	2	1	0	0	0
33272	65.399522695286	2	1	0	0	0
34473	65.3988750700532	2	1	0	0	0
34427	65.1405294815613	2	1	0	0	0
34724	64.9663296561433	2	1	0	0	0
34429	64.7225406772192	4	2	0	0	0
34564	64.3253648650312	2	1	0	0	0
34537	63.8066243582568	2	1	0	0	0
33953	63.7268535344346	2	1	0	0	0
34497	63.5265541852411	4	2	0	0	0
34551	63.52206275602	2	1	0	0	0
34697	63.4754389986526	4	2	0	0	0
34582	63.4503903043058	4	2	0	0	0
34451	63.450252088299	2	1	0	0	0
34463	63.3336499685962	2	1	0	0	0
34468	63.2831993305754	2	1	0	0	0
34530	63.0592447357646	4	2	0	0	0
34467	62.9297279176803	2	1	0	0	0
34651	62.7876889122555	4	2	0	0	0
34527	62.5523224420356	2	1	0	0	0
34441	62.3729824985273	2	1	0	0	0
10559	62	23.1315393550877	0	0	11.5657696775439	0
34671	61.831101021348	2	1	0	0	0
34652	61.7855699292499	4	2	0	0	0
31607	61.7403736069763	2	1	0	0	0
34545	61.712458983654	2	1	0	0	0
35017	61.6896752463559	2	1	0	0	0
30178	61.5028832968546	2	1	0	0	0
34526	61.4839365324265	2	1	0	0	0
34679	61.2143068227825	2	1	0	0	0
34486	60.8714954167198	2	1	0	0	0
34711	60.8588563957718	2	1	0	0	0
35015	60.6052183624821	2	1	0	0	0
34439	60.5489034166791	2	1	0	0	0
11834	60.5	7.08614651859939	0	0	0	3.5430732592997
34443	60.4959249682128	2	1	0	0	0
35184	59.828944325538	2	1	0	0	0
34607	59.6155999080816	4	2	0	0	0
34738	59.5508406177221	2	1	0	0	0
34656	59.5385516782828	2	1	0	0	0
34419	59.4300174082824	2	1	0	0	0
34605	59.4065132023074	4	2	0	0	0
34510	59.3715013730018	2	1	0	0	0
34758	59.053674238518	2	1	0	0	0
34836	58.972705192671	2	1	0	0	0
34855	58.7712004944864	2	1	0	0	0
31045	58.0657367288619	2	1	0	0	0
34868	57.678362843633	2	1	0	0	0
35196	57.1156545168034	2	1	0	0	0
34604	57.0427371045445	2	1	0	0	0
34518	56.5758573718072	2	1	0	0	0
34436	56.5416741175714	4	2	0	0	0
34703	56.3478061137083	2	1	0	0	0
34619	56.2523880716093	2	1	0	0	0
35178	56.223572223237	2	1	0	0	0
34966	55.8336943233208	2	1	0	0	0
34639	55.7545689213607	4	2	0	0	0
30260	55.7473002253419	2	1	0	0	0
34732	54.8789054613608	2	1	0	0	0
34660	54.7778009138613	4	2	0	0	0
34472	54.5384590923492	2	1	0	0	0
34508	54.3403101404589	6	3	0	0	0
34493	54.0992662735078	6	3	0	0	0
34587	54.0136896181388	4	2	0	0	0
34556	53.6849895213407	2	1	0	0	0
34791	53.504905713955	2	1	0	0	0
30285	53.3920728935591	4	2	0	0	0
32787	53.3545099739954	2	1	0	0	0
34654	53.1647454324901	2	1	0	0	0
34981	52.713927987781	4	2	0	0	0
34646	52.5616792283792	6	3	0	0	0
34520	52.3905988004677	2	1	0	0	0
34792	52.3840881728079	2	1	0	0	0
34542	52.0207301263751	2	1	0	0	0
34454	51.9238142854994	2	1	0	0	0
34803	51.8842418670148	4	2	0	0	0
34496	51.2940780894481	2	1	0	0	0
34446	51.2533756401369	2	1	0	0	0
34424	51.0718100997884	2	1	0	0	0
34528	51.0584512714022	2	1	0	0	0
34554	51.0095752401289	2	1	0	0	0
34523	50.591202604595	2	1	0	0	0
34763	50.5642423000979	4	2	0	0	0
30091	50.4260523944872	4	2	0	0	0
34450	50.2833916153522	2	1	0	0	0
35074	50.2713734042437	2	1	0	0	0
34956	50.0363347893942	2	1	0	0	0
34865	50.0007954463694	2	1	0	0	0
31901	49.9534202391273	2	1	0	0	0
34609	49.7014027254343	4	2	0	0	0
34540	49.6226460007179	2	1	0	0	0
34630	49.4966398737742	2	1	0	0	0
34474	49.1993290348992	2	1	0	0	0
34990	49.0844019710624	2	1	0	0	0
34573	48.9648925444925	2	1	0	0	0
34816	48.70452704821	4	2	0	0	0
34586	48.6632169381314	2	1	0	0	0
34686	48.42412985594	2	1	0	0	0
34603	48.3719157275316	2	1	0	0	0
34428	48.0398016998	4	2	0	0	0
34578	48.0298443135617	2	1	0	0	0
34805	47.3382066798527	2	1	0	0	0
33027	47.2470013095126	4	2	0	0	0
30672	47.1870976778926	2	1	0	0	0
34449	47.0682054153572	2	1	0	0	0
34623	46.9344903296998	4	2	0	0	0
34433	46.9338367290263	4	2	0	0	0
34613	46.9172943590316	2	1	0	0	0
34572	46.6949311514447	2	1	0	0	0
30842	46.3764838979342	2	1	0	0	0
34535	45.8401398762763	2	1	0	0	0
34595	45.7755912914485	2	1	0	0	0
34440	45.4230939359636	2	1	0	0	0
32234	45.3065560524367	4	2	0	0	0
34390	45.3058199602979	4	2	0	0	0
35300	45.2118864629842	2	1	0	0	0
34628	44.6468149016341	2	1	0	0	0
34644	44.6121891426713	4	2	0	0	0
30385	44.385565295414	4	2	0	0	0
34659	43.8498698883888	4	2	0	0	0
34769	43.8253938764033	4	2	0	0	0
34549	43.2324375212122	2	1	0	0	0
35158	43.0684493615301	4	2	0	0	0
34753	42.7847059299853	2	1	0	0	0
34906	42.7188607883754	2	1	0	0	0
34700	42.5765830756657	2	1	0	0	0
34461	42.4128827274033	2	1	0	0	0
