node	agg	layer1	layer2	layer3	layer4
44029	1563	0	0	0	1563
44056	1236	0	0	0	1236
44037	530	0	0	0	530
44238	472	0	0	0	472
44039	461	0	0	0	461
44076	369	0	0	0	369
44071	334	0	0	0	334
44031	322	0	0	0	322
44033	322	0	0	0	322
9865	296	0	1	296	0
5697	260	0	22	242	0
9978	253	0	7	247	0
44068	252	0	0	0	252
9856	250	0	0	250	0
9943	242	0	1	241	0
9974	237	0	0	237	0
10405	226	0	1	225	0
9947	212	0	0	212	0
5760	207	0	22	187	0
10003	207	0	0	207	0
44485	203	0	0	0	203
9930	197	0	0	197	0
9855	194	0	10	185	0
5645	193	0	28	172	0
44065	185	0	0	0	185
9862	179	0	0	179	0
9887	177	0	2	175	0
6199	176	0	17	162	0
9900	176	0	0	176	0
9057	175	0	3	173	0
9874	175	0	0	175	0
10121	175	0	0	175	0
9884	173	0	0	173	0
10077	172	0	3	169	0
10120	171	0	1	170	0
9909	170	0	0	170	0
10114	170	0	0	170	0
6046	168	0	21	152	0
44044	167	0	0	0	167
44366	167	0	0	0	167
44116	164	0	0	0	164
44118	164	0	0	0	164
6162	163	0	8	155	0
10479	163	0	0	163	0
7047	161	0	24	147	0
7935	161	0	11	153	0
9651	161	0	1	160	0
5700	160	0	46	128	0
44042	160	0	0	0	160
5618	159	0	26	135	0
10456	158	0	0	158	0
9870	157	0	0	157	0
9922	153	0	2	151	0
9935	153	0	0	153	0
10032	153	0	6	149	0
44178	153	0	0	0	153
10503	150	0	3	147	0
8417	149	0	2	147	0
9893	149	0	0	149	0
9934	149	0	5	145	0
9991	148	0	7	141	0
10164	148	0	4	144	0
13324	148	0	0	0	148
9977	145	0	4	143	0
9992	145	0	1	144	0
10004	145	0	0	145	0
8712	144	0	1	143	0
9913	144	0	0	144	0
10022	144	0	4	140	0
10091	142	0	7	135	0
6485	141	0	18	128	0
9869	141	0	0	141	0
9867	140	0	0	140	0
9967	140	0	4	137	0
10111	140	0	4	136	0
9393	139	0	2	138	0
9891	139	0	2	137	0
9937	139	0	2	137	0
44043	139	0	0	0	139
9903	138	0	0	138	0
9908	138	0	0	138	0
44558	138	0	0	0	138
10092	137	0	0	137	0
10137	137	0	0	137	0
10151	137	0	2	135	0
9881	136	0	1	135	0
9907	136	0	1	135	0
9966	136	0	3	133	0
9970	136	0	0	136	0
9985	136	0	0	136	0
10457	136	0	0	136	0
9926	135	0	2	133	0
10119	135	0	2	133	0
9859	134	0	2	132	0
10047	134	0	4	132	0
10276	134	0	1	133	0
9883	133	0	2	131	0
10295	133	0	3	130	0
10455	133	0	0	133	0
9950	132	0	2	130	0
10044	132	0	6	127	0
10624	132	0	0	132	0
9879	131	0	0	131	0
10096	131	0	1	130	0
10178	131	0	1	130	0
10198	131	0	2	129	0
10143	130	0	7	125	0
8227	129	0	12	118	0
10045	129	0	0	129	0
10308	128	0	4	125	0
10079	127	0	4	124	0
5531	126	0	28	111	0
10059	126	0	1	125	0
10618	126	0	1	125	0
10636	126	0	0	126	0
5725	125	0	12	116	0
9876	125	0	2	125	0
9958	125	0	1	124	0
10172	125	0	3	123	0
44304	125	0	0	0	125
10027	124	0	7	117	0
10406	124	0	1	123	0
44045	124	0	0	0	124
9933	123	0	6	117	0
9948	122	0	0	122	0
10094	122	0	4	118	0
9912	121	0	0	121	0
10100	121	0	0	121	0
9996	120	0	2	118	0
10231	120	0	1	119	0
9886	119	0	6	114	0
10086	119	0	6	113	0
44035	119	0	0	0	119
44036	119	0	0	0	119
9864	118	0	4	114	0
10232	118	0	4	116	0
9894	117	0	3	115	0
9960	117	0	1	117	0
44744	117	0	0	0	117
6282	116	0	15	102	0
9968	116	0	5	113	0
10243	116	0	2	114	0
10305	116	0	5	112	0
9890	115	0	2	113	0
9982	115	0	1	114	0
10421	115	0	0	115	0
9936	114	0	1	113	0
44743	114	0	0	0	114
6112	113	0	12	103	0
7341	113	0	4	110	0
9963	113	0	0	113	0
10126	113	0	6	107	0
9980	112	0	1	111	0
9994	112	0	0	112	0
10070	112	0	3	109	0
10396	112	0	2	110	0
10514	112	0	1	111	0
10018	111	0	4	107	0
10049	111	0	4	109	0
10203	111	0	0	111	0
10245	111	0	5	106	0
7674	110	0	17	99	0
10013	110	0	1	110	0
5825	109	0	16	96	0
10430	109	0	1	108	0
9914	108	0	1	107	0
6005	107	0	24	87	0
8467	107	0	4	104	0
10026	107	0	0	107	0
10043	107	0	0	107	0
10256	107	0	0	107	0
5523	106	0	42	78	0
10012	106	0	2	104	0
10053	106	0	1	105	0
44636	106	0	0	0	106
44638	106	0	0	0	106
10063	105	0	1	104	0
10068	105	0	7	99	0
6286	104	0	19	91	0
9868	104	0	2	102	0
10035	104	0	0	104	0
9873	103	0	2	101	0
9889	103	0	0	103	0
44082	103	0	0	0	103
10099	102	0	6	96	0
6084	101	0	10	92	0
9880	101	0	2	99	0
10598	100	0	6	94	0
10740	100	0	0	100	0
44084	100	0	0	0	100
9830	99	0	2	98	0
9975	99	0	0	99	0
10084	99	0	2	97	0
10209	99	0	2	97	0
5739	96	0	36	68	0
9989	96	0	2	94	0
9995	95	0	0	95	0
10140	95	0	2	93	0
8685	94	0	4	90	0
9901	94	0	2	92	0
9916	94	0	0	94	0
10138	94	0	3	91	0
10193	94	0	0	94	0
10346	94	0	0	94	0
45006	94	0	0	0	94
10025	93	0	0	93	0
9924	91	0	2	89	0
5949	90	0	27	69	0
6780	90	0	10	82	0
10041	90	0	0	90	0
10076	90	0	1	89	0
10223	90	0	0	90	0
10442	90	0	0	90	0
6156	89	0	19	76	0
10139	89	0	2	87	0
10179	89	0	1	88	0
10227	89	0	3	86	0
9137	88	0	4	84	0
9919	88	0	0	88	0
9955	88	0	3	85	0
44019	88	0	0	0	88
7607	87	0	7	80	0
8215	87	0	10	80	0
10021	87	0	0	87	0
10098	87	0	6	81	0
10207	87	0	0	87	0
10264	87	0	2	85	0
44413	87	0	0	0	87
5551	85	0	37	57	0
10109	85	0	3	82	0
10646	85	0	2	83	0
44405	85	0	0	0	85
6309	84	0	12	75	0
10019	84	0	0	84	0
10131	84	0	9	75	0
7211	83	0	9	75	0
9888	83	0	0	83	0
10128	83	0	2	81	0
10173	83	0	0	83	0
10189	83	0	0	83	0
10222	83	0	3	80	0
10325	83	0	3	80	0
6483	82	0	13	77	0
9897	82	0	0	82	0
10134	82	0	5	77	0
10230	82	0	0	82	0
10258	82	0	0	82	0
5816	81	0	86	0	0
10312	81	0	4	77	0
10783	81	0	1	80	0
44360	81	0	0	0	81
5589	80	0	68	21	0
9638	80	0	2	78	0
10208	80	0	0	80	0
5688	79	0	33	56	0
5900	79	0	16	67	0
10030	79	0	4	76	0
10095	79	0	3	76	0
10171	79	0	1	78	0
10477	79	0	1	78	0
10663	79	0	0	79	0
44412	79	0	0	0	79
7454	78	0	7	71	0
10565	78	0	0	78	0
6770	77	0	7	70	0
8806	77	0	1	77	0
9899	77	0	0	77	0
10039	77	0	0	77	0
10196	77	0	4	73	0
10437	77	0	0	77	0
7609	76	0	8	69	0
9857	76	0	0	76	0
9866	76	0	0	76	0
9979	76	0	9	67	0
10132	76	0	0	76	0
10142	76	0	5	71	0
10267	76	0	0	76	0
10411	76	0	0	76	0
10416	76	0	9	67	0
45486	76	0	0	0	76
5486	75	0	83	0	0
5794	75	0	36	42	0
10247	75	0	2	73	0
44577	75	0	0	0	75
5570	74	0	15	60	0
6017	74	0	8	68	0
6640	74	0	8	67	0
9953	74	0	2	72	0
10216	74	0	0	74	0
6940	73	0	4	70	0
7422	73	0	1	72	0
10168	73	0	0	73	0
10841	73	0	0	73	0
9923	72	0	4	68	0
10085	72	0	1	71	0
10465	72	0	3	69	0
46571	72	0	0	0	72
6988	71	0	6	66	0
9939	71	0	1	70	0
10372	71	0	4	67	0
9882	70	0	1	69	0
10418	70	0	2	68	0
10470	70	0	2	68	0
45155	70	0	0	0	70
7567	69	0	7	63	0
5773	68	0	34	47	0
6249	68	0	24	50	0
9892	68	0	1	67	0
10125	68	0	0	68	0
10412	68	0	2	66	0
44487	68	0	0	0	68
755	67	71	0	0	0
5695	67	0	40	35	0
7327	67	0	13	57	0
10361	67	0	4	63	0
5541	66	0	36	38	0
9932	66	0	9	58	0
10167	66	0	1	65	0
10388	66	0	6	60	0
10616	66	0	0	66	0
6702	65	0	20	52	0
8197	65	0	5	62	0
8773	65	0	3	62	0
9896	65	0	0	65	0
10007	65	0	0	65	0
10065	65	0	0	65	0
10362	65	0	0	65	0
44486	65	0	0	0	65
44489	65	0	0	0	65
44552	65	0	0	0	65
314	64	69	0	0	0
6942	64	0	8	58	0
10105	64	0	0	64	0
44248	64	0	0	0	64
45146	64	0	0	0	64
2209	63	67	0	0	0
5492	63	0	70	0	0
5496	63	0	73	0	0
5878	63	0	40	29	0
9871	63	0	0	63	0
10066	63	0	15	48	0
10116	63	0	0	63	0
10327	63	0	1	62	0
10345	63	0	7	56	0
10448	63	0	7	56	0
10458	63	0	0	63	0
40263	63	0	2	61	0
44553	63	0	0	0	63
5797	62	0	19	45	0
9895	62	0	3	59	0
9940	62	0	0	62	0
9957	62	0	0	62	0
10304	62	0	0	62	0
10487	62	0	0	62	0
5715	61	0	23	38	0
9962	61	0	2	59	0
10413	61	0	2	59	0
10486	61	0	5	57	0
10697	61	0	1	60	0
7696	60	0	2	58	0
9954	60	0	2	58	0
10069	60	0	0	60	0
10259	60	0	0	60	0
10702	60	0	1	59	0
16988	60	0	0	0	60
17233	60	0	0	0	60
44157	60	0	0	0	60
7261	59	0	11	50	0
10060	59	0	1	58	0
10272	59	0	1	58	0
10307	59	0	4	55	0
10329	59	0	1	58	0
6882	58	0	13	47	0
8781	58	0	4	55	0
10544	58	0	0	58	0
10600	58	0	1	57	0
44209	58	0	0	0	58
556	57	58	0	0	0
4848	57	59	0	0	0
5494	57	0	67	0	0
10037	57	0	0	57	0
10097	57	0	0	57	0
10115	57	0	5	52	0
10225	57	0	6	51	0
10436	57	0	6	51	0
10484	57	0	0	57	0
44207	57	0	0	0	57
44245	57	0	0	0	57
44282	57	0	0	0	57
46142	57	0	0	0	57
3468	56	56	0	0	0
6081	56	0	16	44	0
6266	56	0	27	34	0
6879	56	0	17	42	0
9961	56	0	13	43	0
10136	56	0	0	56	0
10149	56	0	3	53	0
2239	55	59	0	0	0
6088	55	0	27	35	0
6138	55	0	16	44	0
9929	55	0	2	53	0
10067	55	0	4	51	0
10072	55	0	0	55	0
10298	55	0	4	51	0
10352	55	0	4	51	0
10707	55	0	4	51	0
45574	55	0	0	0	55
5575	54	0	65	0	0
5755	54	0	42	23	0
6404	54	0	31	27	0
9911	54	0	1	53	0
9988	54	0	2	52	0
10377	54	0	1	53	0
45373	54	0	0	0	54
45376	54	0	0	0	54
5514	53	0	38	22	0
6723	53	0	19	36	0
9877	53	0	0	53	0
9885	53	0	0	53	0
44551	53	0	0	0	53
5506	52	0	45	16	0
6393	52	0	37	22	0
9927	52	0	0	52	0
10261	52	0	0	52	0
10343	52	0	1	51	0
12603	52	0	0	0	52
43804	52	0	1	51	0
5596	51	0	26	29	0
5716	51	0	35	23	0
6408	51	0	21	34	0
6418	51	0	20	35	0
6419	51	0	30	27	0
9902	51	0	2	49	0
9904	51	0	0	51	0
10122	51	0	3	48	0
44264	51	0	0	0	51
313	50	53	0	0	0
2103	50	50	0	0	0
3083	50	50	0	0	0
4250	50	52	0	0	0
5745	50	0	44	19	0
6800	50	0	56	0	0
7248	50	0	7	45	0
10009	50	0	1	49	0
10159	50	0	0	50	0
10299	50	0	0	50	0
10376	50	0	0	50	0
10594	50	0	4	46	0
43888	50	0	0	50	0
312	49	52	0	0	0
2454	49	50	0	0	0
5702	49	0	24	29	0
9905	49	0	6	43	0
10157	49	0	0	49	0
10204	49	0	2	48	0
10393	49	0	5	44	0
10719	49	0	2	47	0
44100	49	0	0	0	49
44132	49	0	0	0	49
44520	49	0	0	0	49
44550	49	0	0	0	49
45570	49	0	0	0	49
1977	48	49	0	0	0
5517	48	0	59	2	0
6455	48	0	30	22	0
7138	48	0	8	43	0
9997	48	0	0	48	0
10046	48	0	4	44	0
10073	48	0	1	47	0
3886	47	47	0	0	0
5771	47	0	53	0	0
5814	47	0	11	38	0
6524	47	0	9	38	0
7677	47	0	18	36	0
7752	47	0	2	45	0
10169	47	0	4	43	0
10495	47	0	5	42	0
10768	47	0	0	47	0
45851	47	0	0	0	47
5530	46	0	45	8	0
5546	46	0	56	0	0
9945	46	0	13	34	0
9965	46	0	0	46	0
10253	46	0	0	46	0
10536	46	0	0	46	0
44306	46	0	0	0	46
1901	45	46	0	0	0
4470	45	47	0	0	0
4872	45	45	0	0	0
5509	45	0	51	0	0
5510	45	0	49	0	0
5624	45	0	55	2	0
5879	45	0	2	43	0
5893	45	0	52	0	0
6554	45	0	18	32	0
6587	45	0	23	26	0
6673	45	0	20	28	0
7974	45	0	5	40	0
9942	45	0	3	42	0
10210	45	0	8	37	0
10434	45	0	2	43	0
10909	45	0	0	45	0
44149	45	0	0	0	45
46043	45	0	0	0	45
2235	44	46	0	0	0
5038	44	44	0	0	0
5508	44	0	56	0	0
5555	44	0	21	27	0
5839	44	0	55	0	0
6751	44	0	19	26	0
10016	44	0	2	42	0
10038	44	0	0	44	0
10180	44	0	3	41	0
10309	44	0	0	44	0
10445	44	0	1	43	0
11824	44	0	0	0	44
17522	44	0	0	0	44
4031	43	43	0	0	0
4850	43	44	0	0	0
5501	43	0	54	0	0
5525	43	0	53	2	0
5549	43	0	46	4	0
5680	43	0	52	0	0
5740	43	0	36	18	0
5894	43	0	50	0	0
6711	43	0	17	28	0
7305	43	0	9	34	0
9416	43	0	2	42	0
10228	43	0	2	41	0
10297	43	0	0	43	0
43898	43	0	0	43	0
45727	43	0	0	0	43
45730	43	0	0	0	43
1889	42	42	0	0	0
4953	42	44	0	0	0
5636	42	0	13	30	0
5714	42	0	52	0	0
5782	42	0	21	27	0
6660	42	0	28	23	0
6688	42	0	32	14	0
6739	42	0	8	37	0
9594	42	0	3	40	0
10083	42	0	0	42	0
10108	42	0	5	37	0
10219	42	0	8	34	0
10288	42	0	0	42	0
10485	42	0	0	42	0
44194	42	0	0	0	42
372	41	44	0	0	0
2406	41	42	0	0	0
4272	41	43	0	0	0
5490	41	0	47	0	0
5499	41	0	55	0	0
5505	41	0	47	5	0
5663	41	0	17	29	0
5671	41	0	41	10	0
5890	41	0	15	30	0
6092	41	0	28	20	0
6143	41	0	14	30	0
8412	41	0	5	38	0
9964	41	0	1	40	0
9998	41	0	4	37	0
10145	41	0	0	41	0
44361	41	0	0	0	41
44922	41	0	0	0	41
45072	41	0	0	0	41
2948	40	42	0	0	0
4444	40	40	0	0	0
5528	40	0	49	0	0
8300	40	0	12	30	0
9385	40	0	4	38	0
10269	40	0	0	40	0
10277	40	0	2	38	0
10342	40	0	1	39	0
10426	40	0	0	40	0
10496	40	0	1	39	0
46151	40	0	0	0	40
3760	39	39	0	0	0
