"name"	"mIDH2"	"Cluster_NR"	"distance"
"154"	"AC004237.1"	0.254670033624485	0.27452484838874	0.0298
"155"	"AC004458.1"	0.232630195584387	0.249102639558076	0.0282
"156"	"AC004485.3"	0.262210978930679	0.277855390112509	0.0266
"157"	"AC004492.1"	0.237589731793423	0.253214593994156	0.0275
"158"	"AC004528.1"	0.343922079211209	0.350039874166581	0.0173
"159"	"AC004528.4"	0.343922079211209	0.350039874166581	0.0173
"160"	"AC004593.3"	0.230385863254064	0.246096368722891	0.0278
"161"	"AC004673.1"	0.265066109058022	0.280098457359352	0.0261
"162"	"AC004691.5"	0.224292638535368	0.240122138994128	0.0281
"163"	"AC004692.4"	0.272303166297844	0.290729163319616	0.0282
"164"	"AC004699.1"	0.31572346417527	0.342298061799636	0.0323
"165"	"AC004745.1"	0.229334242840479	0.245418837332636	0.0281
"166"	"AC004837.4"	0.235468791053647	0.250061027201995	0.0268
"167"	"AC004837.5"	0.237194141617994	0.251488961791372	0.0266
"168"	"AC004862.6"	0.230085738173822	0.246735180326612	0.0284
"169"	"AC004893.11"	0.227648673074422	0.243149104570393	0.0277
"170"	"AC004906.3"	0.231929049610903	0.247389271052665	0.0276
"171"	"AC004941.3"	0.240592195282848	0.256107196880839	0.0273
"172"	"AC004969.1"	0.275509700524595	0.283294875689665	0.0208
"173"	"AC004988.1"	0.224998995030427	0.240814587239287	0.028
"174"	"AC005008.2"	0.244387302061914	0.259824167545843	0.0271
"175"	"AC005037.1"	0.233576795188121	0.249651535861619	0.0279
"176"	"AC005037.2"	0.233576795188121	0.249651535861619	0.0279
"177"	"AC005042.4"	0.228923315842287	0.244229071489493	0.0275
"178"	"AC005048.1"	0.229807163577047	0.246029953568027	0.0281
"179"	"AC005062.2"	0.244629388636962	0.256420649514063	0.0246
"180"	"AC005071.1"	0	0.37336954281057	0.2824
"181"	"AC005082.1"	0.324444667943365	0.337596580434813	0.0228
"182"	"AC005154.6"	0.240293197397052	0.255927482057199	0.0274
"183"	"AC005162.4"	0.229793998624676	0.245515921201388	0.0278
"184"	"AC005215.1"	0.224472831176114	0.240057000368193	0.0279
"185"	"AC005224.2"	0.241233138299803	0.262366908785489	0.0311
"186"	"AC005237.4"	0.371627475717578	0.392102314426264	0.0262
"187"	"AC005284.1"	0.260999750864573	0.276152460572742	0.0263
"188"	"AC005329.7"	0.407702782366674	0.435982449490545	0.0303
"189"	"AC005481.5"	0.233855948146049	0.249499136126159	0.0276
"190"	"AC005493.1"	0.236096477752964	0.252759331717508	0.0282
"191"	"AC005513.1"	0.227698821514607	0.242765235909061	0.0274
"192"	"AC005534.8"	0.412196766271291	0.427164739903571	0.021
"193"	"AC005538.5"	0.300989592940109	0.319505459695397	0.0273
"194"	"AC005544.1"	0.260155255881732	0.27528390013913	0.0264
"195"	"AC005550.3"	0.225575814867552	0.24133445125453	0.028
"196"	"AC005682.5"	0.26692302516316	0.289528333634403	0.0313
"197"	"AC005740.5"	0.229941637070053	0.246537654146752	0.0284
"198"	"AC005757.7"	0.364055616236313	0.354377422212814	0.0057
"199"	"AC005841.1"	0.30390183997854	0.304435285531861	0.0148
"200"	"AC005863.1"	0.237845305538695	0.25645147084026	0.0295
"201"	"AC006011.4"	0.279330959205785	0.294084563721595	0.0254
"202"	"AC006035.1"	0.225719143061607	0.241493099982704	0.028
"203"	"AC006042.6"	0.247795751526409	0.271974951008397	0.033
"204"	"AC006070.12"	0.272181691833872	0.278220318519093	0.0197
"205"	"AC006153.3"	0.331382937428757	0.34643747144363	0.0239
"206"	"AC006159.4"	0.224194109071018	0.243425733594491	0.0304
"207"	"AC006159.5"	0.22406319288108	0.24305221272739	0.0303
"208"	"AC006322.1"	0.232441790147552	0.246571423164155	0.0266
"209"	"AC006371.1"	0.269227196954015	0.287790541546722	0.0284
"210"	"AC006372.1"	0.233358539719202	0.249011325651223	0.0276
"211"	"AC006377.1"	0.223977699811668	0.239829236433363	0.0281
"212"	"AC006378.2"	0.294847450869455	0.316357939016029	0.0296
"213"	"AC006380.1"	0.227033660280562	0.242862279924346	0.028
"214"	"AC006435.1"	0.243373109120006	0.260186168002172	0.0281
"215"	"AC006460.2"	0.251762081416116	0.266815781632331	0.0266
"216"	"AC006538.1"	0.260293592064378	0.281034577011179	0.0302
"217"	"AC006557.1"	0.265066109058022	0.280098457359352	0.0261
"218"	"AC006960.7"	0.227291727532131	0.243024905448219	0.0279
"219"	"AC006988.1"	0.259387940704795	0.274191100597855	0.0262
"220"	"AC007038.7"	0.240541095308336	0.255093653757126	0.0266
"221"	"AC007050.17"	0.222999098307388	0.237367377642944	0.0271
"222"	"AC007096.1"	0.2308416330211	0.246543238820949	0.0278
"223"	"AC007098.1"	0.289027619704832	0.31554185751171	0.0332
"224"	"AC007099.2"	0.225233364182754	0.240588052339982	0.0277
"225"	"AC007131.3"	0.256838836216772	0.272032349481312	0.0265
"226"	"AC007179.2"	0.262794407502181	0.277871406399952	0.0262
"227"	"AC007242.1"	0.230437269965105	0.247072965949093	0.0284
"228"	"AC007271.3"	0.227807727605476	0.244917468243497	0.0288
"229"	"AC007333.1"	0.227876783437362	0.243636212084436	0.0279
"230"	"AC007339.1"	0.22464848720183	0.240329207461782	0.028
"231"	"AC007349.7"	0.234050818419965	0.249658229195451	0.0276
"232"	"AC007362.3"	0.245093690405635	0.268069929514954	0.0323
"233"	"AC007365.2"	0.226209970117248	0.241972079139872	0.028
"234"	"AC007383.4"	0.236819720267201	0.25186214575854	0.0271
"235"	"AC007401.2"	0.233287604319485	0.249027004151578	0.0277
"236"	"AC007402.1"	0.265066109058022	0.280098457359352	0.0261
"237"	"AC007436.1"	0.268897005377634	0.282703096350543	0.0251
"238"	"AC007450.1"	0.253822171145995	0.265194515184204	0.024
"239"	"AC007551.1"	0.229395018809419	0.245124835292051	0.0278
"240"	"AC007556.3"	0.256770838162351	0.266970092672215	0.0231
"241"	"AC007557.1"	0.228057129508391	0.24363415618629	0.0278
"242"	"AC007557.2"	0.228708529763529	0.243928386085904	0.0275
"243"	"AC007557.3"	0.228708529763529	0.243928386085904	0.0275
"244"	"AC007557.4"	0.228563729754378	0.243868381772845	0.0276
"245"	"AC007563.1"	0.228057129508391	0.24363415618629	0.0278
"246"	"AC007563.5"	0.228708529763529	0.243928386085904	0.0275
"247"	"AC007611.1"	0.249317224687976	0.286833733020779	0.0422
"248"	"AC007620.3"	0.228063085685582	0.244230024978549	0.0282
"249"	"AC007679.3"	0.233591891101368	0.251055478579779	0.0289
"250"	"AC007750.5"	0.236282208614824	0.251792937332894	0.0274
"251"	"AC008045.1"	0.250124442537865	0.262561850572886	0.0248
"252"	"AC008067.2"	0.266779188324675	0.281778603437627	0.026
"253"	"AC008069.2"	0.253430300381337	0.268690481682148	0.0267
"254"	"AC008073.7"	0.248685759468075	0.264326441628205	0.0271
"255"	"AC008073.9"	0.236097225868329	0.252032186148436	0.0277
"256"	"AC008085.1"	0.233326862455388	0	-0.1441
"257"	"AC008154.4"	0	0.354319984956319	0.2692
"258"	"AC008174.3"	0.226910876978126	0.242725532910148	0.028
"259"	"AC008271.1"	0.233030626267797	0.248677192278933	0.0276
"260"	"AC008277.1"	0.225336698637132	0.24114037758499	0.028
"261"	"AC008278.3"	0.237078669892098	0.252641995966319	0.0274
"262"	"AC008394.1"	0.223378850100219	0.239298254588392	0.0282
"263"	"AC008410.1"	0.249601628218221	0.266312845868338	0.0278
"264"	"AC008581.1"	0.236175870729063	0.252285242362061	0.0279
"265"	"AC008592.4"	0.235937997692844	0.25008089207876	0.0265
"266"	"AC008625.1"	0.236157928818954	0.249887964659194	0.0262
"267"	"AC008671.1"	0.245321443156372	0.25958319409878	0.0263
"268"	"AC008694.3"	0.239688718752264	0.25243290487024	0.0254
"269"	"AC008706.1"	0.248652099550722	0.25911983239982	0.0235
"270"	"AC008753.3"	0.286525128877772	0.301138794951373	0.0251
"271"	"AC008753.4"	0.286525128877772	0.301138794951373	0.0251
"272"	"AC008836.1"	0.226798361413458	0.242578890551097	0.0279
"273"	"AC008869.1"	0.228446090184699	0.244127811472305	0.0278
"274"	"AC008937.2"	0.228905334360917	0.245686185465179	0.0286
"275"	"AC008949.1"	0.224058539241947	0.239802849798043	0.028
"276"	"AC008984.5"	0.293397587599297	0.306267586456558	0.0237
"277"	"AC008984.7"	0.293397587599297	0.306267586456558	0.0237
"278"	"AC009009.1"	0.245488314087698	0.260797406024988	0.027
"279"	"AC009095.4"	0.23926859991557	0.258516664383332	0.0299
"280"	"AC009196.1"	0.227889802254928	0.243629770122878	0.0279
"281"	"AC009228.1"	0.233665801839193	0.250106902434948	0.0282
"282"	"AC009299.1"	0.274669560675979	0.291523380948532	0.027
"283"	"AC009299.2"	0.247365137298652	0.26283888374301	0.027
"284"	"AC009303.1"	0.255866949658763	0.273769647890706	0.0284
"285"	"AC009305.1"	0.249623345905386	0.261421508799561	0.0244
"286"	"AC009365.4"	0	0.296527010740732	0.2294
"287"	"AC009473.1"	0.246870657300794	0.271934965870014	0.0337
"288"	"AC009480.3"	0.224243949238324	0.240092704092247	0.0281
"289"	"AC009505.2"	0.224017634096689	0.23971764984283	0.028
"290"	"AC009518.8"	0	0.297894698176236	0.2303
"291"	"AC009542.2"	0.253871148704569	0.270054080690345	0.0273
"292"	"AC009677.1"	0.223883938328546	0.239721504742449	0.0281
"293"	"AC009784.1"	0.261142688916169	0.27651078647166	0.0265
"294"	"AC009835.1"	0.246761264723061	0.262151686300574	0.027
"295"	"AC009950.2"	0.227122947453966	0.243221674826521	0.0282
"296"	"AC009970.1"	0.23194440206394	0.245282458133425	0.0261
"297"	"AC009997.1"	0.244387302061914	0.259824167545843	0.0271
"298"	"AC010082.2"	0.246761264723061	0.262151686300574	0.027
"299"	"AC010136.2"	0.316378985696525	0.299868023230634	0.0026
"300"	"AC010209.1"	0.232392203896878	0.260838536257306	0.0365
"301"	"AC010247.1"	0.237747643397036	0.255793440373426	0.0291
"302"	"AC010295.1"	0.228378244984373	0.243526914250767	0.0275
"303"	"AC010297.1"	0.271449658579273	0.288204708018537	0.0271
"304"	"AC010327.2"	0.265758997317354	0.268824419117089	0.0178
"305"	"AC010368.1"	0.245509266186044	0.260357620373837	0.0267
"306"	"AC010368.2"	0.261083800571906	0.274947845835463	0.0254
"307"	"AC010376.1"	0.234074624842005	0.251300621609184	0.0287
"308"	"AC010422.1"	0.301483373558678	0.319682322889752	0.027
"309"	"AC010458.1"	0.295132134550762	0	-0.1888
"310"	"AC010468.2"	0.231033800756026	0.24674168233755	0.0278
"311"	"AC010492.4"	0.322304975202721	0.336724450718726	0.0237
"312"	"AC010518.3"	0.293397587599297	0.306267586456558	0.0237
"313"	"AC010524.2"	0.302314776014649	0.315704208753889	0.0237
"314"	"AC010525.1"	0.356485724776301	0.37677703225453	0.0266
"315"	"AC010525.2"	0.356485724776301	0.37677703225453	0.0266
"316"	"AC010525.4"	0.356485724776301	0.37677703225453	0.0266
"317"	"AC010525.6"	0.356485724776301	0.37677703225453	0.0266
"318"	"AC010525.7"	0.356485724776301	0.37677703225453	0.0266
"319"	"AC010536.1"	0.319755073203458	0.338681296115152	0.0269
"320"	"AC010547.9"	0.244531642256311	0.261964511894771	0.0285
"321"	"AC010609.1"	0.232814628348288	0.247688639624855	0.0271
"322"	"AC010745.1"	0.243182756922931	0.259457773612124	0.0277
"323"	"AC010754.1"	0.229141112046503	0.244696910780046	0.0277
"324"	"AC010761.8"	0.254711064512126	0.270469259091938	0.027
"325"	"AC010894.5"	0.378507947028165	0.401360157700849	0.0276
"326"	"AC010907.2"	0.274034684128455	0.297562605957737	0.0317
"327"	"AC010907.5"	0.238516127214303	0.25657046566208	0.0291
"328"	"AC010930.1"	0.230558609424083	0.247358030248127	0.0285
"329"	"AC010969.1"	0.239659989476736	0.250305910590572	0.024
"330"	"AC010974.3"	0.230499608931346	0.246207848040256	0.0278
"331"	"AC010976.2"	0.251085094499143	0.270369651546861	0.0295
"332"	"AC010999.1"	0.249698885875299	0.265031944720082	0.0269
"333"	"AC011363.1"	0.234292940557172	0.254537462913731	0.0308
"334"	"AC011366.3"	0.265066109058022	0.280098457359352	0.0261
"335"	"AC011407.1"	0.247055642024808	0.261664157045729	0.0264
"336"	"AC011410.1"	0.246617605943223	0.261856225057128	0.0269
"337"	"AC011453.1"	0.283225850179707	0.29782774870236	0.0252
"338"	"AC011465.1"	0.25268959886394	0.271045383244837	0.0288
"339"	"AC011475.1"	0.24330792364973	0.255099491268676	0.0246
"340"	"AC011478.1"	0.238261205607192	0.253817814643089	0.0274
"341"	"AC011526.1"	0.268125488894836	0.282176430818721	0.0253
"342"	"AC011558.5"	0.420763993605903	0.419040746333306	0.0092
"343"	"AC011625.1"	0.237535686366668	0.256291980425418	0.0296
"344"	"AC011626.1"	0.265066109058022	0.280098457359352	0.0261
"345"	"AC011893.3"	0.247621029307924	0.262922196481229	0.0269
"346"	"AC011899.9"	0.229265005719853	0.245001414745718	0.0278
"347"	"AC012047.1"	0.244269474314288	0.259671702540732	0.0271
"348"	"AC012119.1"	0.252587899406774	0.266496262812238	0.0258
"349"	"AC012150.1"	0.230373965819524	0.24622252427912	0.0279
"350"	"AC012175.1"	0.265066109058022	0.280098457359352	0.0261
"351"	"AC012305.1"	0.253430300381337	0.268690481682148	0.0267
"352"	"AC012358.7"	0.231787902307484	0.248072696896168	0.0281
"353"	"AC012358.8"	0.232471426314859	0.24918545919905	0.0284
"354"	"AC012360.1"	0.227992129449689	0.24332197091342	0.0276
"355"	"AC012360.6"	0.223800692054597	0.239559894379832	0.028
"356"	"AC012362.3"	0.232759296334464	0.248496921036978	0.0277
"357"	"AC012363.4"	0.226573903191891	0.241683244437667	0.0275
"358"	"AC012456.3"	0.334843269013878	0.32946238194306	0.0096
"359"	"AC012457.2"	0.22948737935278	0.245244188643641	0.0278
"360"	"AC012485.2"	0.254380989832176	0.261518232367393	0.021
"361"	"AC012499.1"	0.234814058897786	0.250408516619237	0.0275
"362"	"AC012501.2"	0.245924549019659	0.267662448294122	0.0314
"363"	"AC012507.3"	0.237168493017139	0.253709295047046	0.0281
"364"	"AC012507.4"	0.23876953664464	0.253210873144058	0.0266
"365"	"AC012513.6"	0.231622406904787	0.248622560992033	0.0286
"366"	"AC012594.1"	0.311835010095023	0.326062054365716	0.024
"367"	"AC012613.2"	0.238435082331912	0.258011069709064	0.0302
"368"	"AC013268.1"	0.356743081561082	0.374966429804391	0.0252
"369"	"AC013283.1"	0.234908888634755	0.250267932576912	0.0274
"370"	"AC013436.6"	0.25344356210223	0.265519049531165	0.0245
"371"	"AC013437.2"	0.240665998905054	0.256696728551053	0.0276
"372"	"AC013444.2"	0.239571946000401	0.25849988150528	0.0297
"373"	"AC013468.1"	0.254746823628032	0.263781251262116	0.0223
"374"	"AC013472.3"	0.234104406533803	0.251101134075857	0.0285
"375"	"AC013472.4"	0.263646613576163	0.275716908278142	0.0241
"376"	"AC013480.2"	0.241227577808383	0.258190927790566	0.0283
"377"	"AC013731.1"	0.234162543778278	0.248862446547873	0.0269
"378"	"AC013751.1"	0.274498810847955	0.292349009775481	0.0277
"379"	"AC015849.2"	0.243624759195716	0.25919222387888	0.0272
"380"	"AC015923.1"	0.229112457684864	0.245544543516079	0.0283
"381"	"AC015936.3"	0.275227669910906	0.296005384306951	0.0297
"382"	"AC015987.2"	0.273254220338035	0.297129002099178	0.0319
"383"	"AC015989.1"	0.339367973910105	0.342088238191914	0.0151
"384"	"AC015989.2"	0.339367973910105	0.342088238191914	0.0151
"385"	"AC016194.1"	0.253430300381337	0	-0.1586
"386"	"AC016575.1"	0.225199220318325	0.241011011291348	0.028
"387"	"AC016644.1"	0.230329271410812	0.247286810619465	0.0286
"388"	"AC016706.1"	0.246096473338205	0.26340706562054	0.0283
"389"	"AC016708.2"	0.255854623854919	0.274281441562097	0.0288
"390"	"AC016712.1"	0.228665623495497	0.245579201357818	0.0287
"391"	"AC016716.2"	0.234281509198966	0.249908507318047	0.0276
"392"	"AC016722.3"	0.230317631643887	0.245344411532361	0.0273
"393"	"AC016723.4"	0.251374008117912	0.273780457019122	0.0317
"394"	"AC016738.3"	0.223238731364905	0.239088801055407	0.0281
"395"	"AC016751.2"	0.247801171999532	0.263157838164081	0.0269
"396"	"AC016751.3"	0.247801171999532	0.263157838164081	0.0269
"397"	"AC016764.1"	0.228368124866541	0.243353592634189	0.0273
"398"	"AC016821.1"	0.240385367607805	0.253773188499649	0.0258
"399"	"AC016894.1"	0.244614190060987	0.263448429140341	0.0294
"400"	"AC017006.2"	0.224224241474546	0.240013882133931	0.028
"401"	"AC017006.3"	0.226137241555184	0.241909023200236	0.028
"402"	"AC017028.1"	0.227420574304681	0.242831463197451	0.0277
"403"	"AC017076.5"	0.233368925575537	0.250564833863923	0.0287
"404"	"AC017083.1"	0.229943496078925	0.24661062816111	0.0285
"405"	"AC017083.3"	0.22982697415429	0.246695627985239	0.0286
"406"	"AC017084.1"	0.234254830831154	0.258677185501751	0.0337
"407"	"AC017116.11"	0	0.279737988853093	0.2178
"408"	"AC018450.1"	0.223457490052792	0.239298828198414	0.0281
"409"	"AC018628.1"	0.229903121077787	0.245622975913314	0.0278
"410"	"AC018690.1"	0.226483150016662	0.242269778520875	0.028
"411"	"AC018693.6"	0.227977904924848	0.247083147260658	0.0302
"412"	"AC018705.5"	0.236384825784579	0.252202426830666	0.0276
"413"	"AC018755.2"	0.250510180998115	0.266896785575358	0.0276
"414"	"AC018816.3"	0.224051064751902	0.239896240103623	0.0281
