"name"	"mIDH2"	"Cluster_NR"	"distance"
"10924"	"MAR00088"	0.461770338031335	0.476009748560556	0.0188
"10925"	"MAR00089"	0.304581276097743	0.315153949042408	0.0217
"10926"	"MAR00090"	0.325003748948357	0.3337649259783	0.0197
"10927"	"MAR00091"	0.457289544150554	0.485591157108611	0.0287
"10928"	"MAR00092"	0.372257375532297	0.373548568926753	0.013
"10929"	"MAR00093"	0.31397947550723	0.330420549418815	0.0254
"10930"	"MAR00094"	0.461970269109688	0.473075645453019	0.0166
"10931"	"MAR00095"	0.429264739154937	0.456327705294337	0.0288
"10932"	"MAR00096"	0.464306315239973	0.474301613624178	0.0158
"10933"	"MAR00097"	0.432565991514774	0.440488694935408	0.0155
"10934"	"MAR00098"	0.127223111203332	0.152398351768017	0.0378
"10935"	"MAR00099"	0.255883551384719	0.271095724962913	0.0266
"10936"	"MAR00100"	0.154246734563949	0.17782502322196	0.0358
"10937"	"MAR00101"	0.478535752220856	0.480378097374905	0.0097
"10938"	"MAR00102"	0.360239237342233	0.372046966623391	0.0206
"10939"	"MAR00103"	0.412732030820751	0.423778659523918	0.0183
"10940"	"MAR00104"	0.38783720080534	0.397911351625184	0.0185
"10941"	"MAR00105"	0.380715600501219	0.390378867526856	0.0184
"10942"	"MAR00106"	0.345161227985231	0.357303053695874	0.0214
"10943"	"MAR00107"	0.346385675864467	0.358646172633374	0.0214
"10944"	"MAR00108"	0.433993458461239	0.445517105607009	0.0179
"10945"	"MAR00109"	0.372766525223484	0.385549872897986	0.0209
"10946"	"MAR00110"	0.369191866200252	0.380490967741366	0.02
"10947"	"MAR00111"	0.34684348007145	0.358337633218638	0.0209
"10948"	"MAR00112"	0.439257287309154	0.449160507701813	0.0166
"10949"	"MAR00113"	0.501624415485246	0.511518347471766	0.0144
"10950"	"MAR00114"	0.470323365233909	0.481408140463614	0.0163
"10951"	"MAR00115"	0.396966559644312	0.404870629581325	0.0167
"10952"	"MAR00116"	0.447881265527382	0.458084361301248	0.0165
"10953"	"MAR00117"	0.505130116456656	0.514969751634608	0.0143
"10954"	"MAR00118"	0.518263338804265	0.527974311882585	0.0137
"10955"	"MAR00119"	0.562128796377227	0.572233283041788	0.0125
"10956"	"MAR00120"	0.0737692974081699	0.10085244413163	0.041
"10957"	"MAR00121"	0.461575215825437	0.469959980752007	0.0148
"10958"	"MAR00122"	0.457365715665092	0.463895227775615	0.0136
"10959"	"MAR00123"	0.144252037769934	0.160605042908341	0.0312
"10960"	"MAR00124"	0.472384032806609	0.48138484505953	0.0148
"10961"	"MAR00125"	0.427974178407816	0.437799775459811	0.0169
"10962"	"MAR00126"	0.438849469879977	0.452055784090798	0.0189
"10963"	"MAR00127"	0.184178270371002	0.200541668439541	0.0298
"10964"	"MAR00128"	0.325149289967887	0.338678753408419	0.023
"10965"	"MAR00129"	0.470459493047118	0.523047403904763	0.045
"10966"	"MAR00130"	0.0487678264164515	0.0754760423780814	0.0416
"10967"	"MAR00131"	0.461009873739693	0.476429440026854	0.0196
"10968"	"MAR00132"	0.229670507557235	0.242164478017285	0.0256
"10969"	"MAR00133"	0.400758953924659	0.415117788769218	0.021
"10970"	"MAR00134"	0.521352132224509	0.507785650230676	-0.0024
"10971"	"MAR00135"	0.296369064760691	0.308404360805506	0.023
"10972"	"MAR00136"	0.163444733813379	0.178296849802582	0.0295
"10973"	"MAR00137"	0.342617542384167	0.36175533244166	0.0263
"10974"	"MAR00138"	0.238344344343026	0.255990878422318	0.0288
"10975"	"MAR00139"	0.398177347823849	0.41250481648198	0.0211
"10976"	"MAR00140"	0.134339747290418	0.1578794148137	0.0365
"10977"	"MAR00141"	0.421403545819156	0.434330838212492	0.0193
"10978"	"MAR00142"	0.266282327863726	0.283106194032249	0.0273
"10979"	"MAR00143"	0.315613505597342	0.330572860681645	0.0243
"10980"	"MAR00144"	0.471910433971587	0.480063271730513	0.0143
"10981"	"MAR00145"	0.454014334918063	0.46494210120076	0.0168
"10982"	"MAR00146"	0.472419958048989	0.48063372691336	0.0143
"10983"	"MAR00147"	0.46934240691626	0.477142744380265	0.0141
"10984"	"MAR00148"	0.473238977231823	0.481835631546677	0.0145
"10985"	"MAR00149"	0.466640714812632	0.478241042367911	0.0168
"10986"	"MAR00150"	0.459781882269629	0.470791359283318	0.0166
"10987"	"MAR00151"	0.467747398128852	0.478894408534937	0.0165
"10988"	"MAR00152"	0.503089933778733	0.513886743986263	0.015
"10989"	"MAR00153"	0.551946026258999	0.560757227472266	0.012
"10990"	"MAR00154"	0.539597405762961	0.551600415233135	0.0146
"10991"	"MAR00155"	0.585073614513339	0.594370174794474	0.0112
"10992"	"MAR00156"	0.482361318373103	0.491096978385972	0.0143
"10993"	"MAR00157"	0.30734065327321	0.317922832926145	0.0216
"10994"	"MAR00158"	0.649284334572922	0.654667017593841	0.0063
"10995"	"MAR00159"	0.426482407180409	0.436360614058255	0.017
"10996"	"MAR00160"	0.382869781818253	0.393030763440593	0.0187
"10997"	"MAR00161"	0.398097711744644	0.408252402443534	0.0182
"10998"	"MAR00162"	0.431353931619588	0.442734298052583	0.0179
"10999"	"MAR00163"	0.401611978979703	0.415495071886534	0.0206
"11000"	"MAR00164"	0.586337278156585	0.59563108866836	0.0111
"11001"	"MAR00165"	0.47308932903706	0.483100697009168	0.0155
"11002"	"MAR00166"	0.17742800228252	0.194173236251369	0.0303
"11003"	"MAR00167"	0.586337278156585	0.59563108866836	0.0111
"11004"	"MAR00168"	0.475018197712575	0.484763444602083	0.0153
"11005"	"MAR00169"	0.337060561088826	0.345436555125259	0.0191
"11006"	"MAR00170"	0.586337278156585	0.59563108866836	0.0111
"11007"	"MAR00171"	0.472713538190999	0.482752507563137	0.0155
"11008"	"MAR00172"	0.17742800228252	0.194173236251369	0.0303
"11009"	"MAR00173"	0.586337278156585	0.59563108866836	0.0111
"11010"	"MAR00174"	0.478380191252428	0.487956523355571	0.015
"11011"	"MAR00175"	0.246779822032538	0.262876680593035	0.0275
"11012"	"MAR00176"	0.586337278156585	0.59563108866836	0.0111
"11013"	"MAR00177"	0.471838642134712	0.481839629555589	0.0155
"11014"	"MAR00178"	0.165671440822275	0.182030265456052	0.0304
"11015"	"MAR00179"	0.585120332088712	0.594357107129835	0.0111
"11016"	"MAR00180"	0.473752174054138	0.483566057548217	0.0153
"11017"	"MAR00181"	0.443209775556866	0.454446032711872	0.0174
"11018"	"MAR00182"	0.149406397600565	0.163127477223215	0.0292
"11019"	"MAR00183"	0.586337278156585	0.59563108866836	0.0111
"11020"	"MAR00184"	0.471361038737599	0.481164923921309	0.0154
"11021"	"MAR00185"	0.17742800228252	0.194173236251369	0.0303
"11022"	"MAR00186"	0.445491432321132	0.456536897915537	0.0172
"11023"	"MAR00187"	0.585106284037127	0.594345450682644	0.0111
"11024"	"MAR00188"	0.510094501792214	0.51964885146379	0.0139
"11025"	"MAR00189"	0.514847064685591	0.524185091831753	0.0136
"11026"	"MAR00190"	0.657544371400962	0.664221776528934	0.0069
"11027"	"MAR00191"	0.585124897270926	0.594362405046412	0.0111
"11028"	"MAR00192"	0.508389070472072	0.517837017136436	0.0139
"11029"	"MAR00193"	0.515068742885276	0.52432819141077	0.0135
"11030"	"MAR00194"	0.427811807506451	0.439218541434518	0.018
"11031"	"MAR00195"	0.585126653053483	0.594364170953542	0.0111
"11032"	"MAR00196"	0.515440435595055	0.525458115747909	0.0141
"11033"	"MAR00197"	0.515445448805764	0.524853987043538	0.0136
"11034"	"MAR00198"	0.427816721165213	0.439227271758586	0.018
"11035"	"MAR00199"	0.585126301899494	0.594364170953542	0.0111
"11036"	"MAR00200"	0.517739384576578	0.527828779928468	0.014
"11037"	"MAR00201"	0.515330079877401	0.524634951332126	0.0136
"11038"	"MAR00202"	0.427821283627252	0.43922869704212	0.018
"11039"	"MAR00203"	0.585124897270926	0.594362405046412	0.0111
"11040"	"MAR00204"	0.517729590412646	0.527815345943238	0.014
"11041"	"MAR00205"	0.384823739934464	0.396210323079918	0.0195
"11042"	"MAR00206"	0.514943570868308	0.524240155413579	0.0136
"11043"	"MAR00207"	0.427811807506451	0.439218541434518	0.018
"11044"	"MAR00208"	0.585124897270926	0.594362405046412	0.0111
"11045"	"MAR00209"	0.508761688388785	0.518482972939851	0.0141
"11046"	"MAR00210"	0.513189517045624	0.522613159888839	0.0137
"11047"	"MAR00211"	0.427811807506451	0.439218541434518	0.018
"11048"	"MAR00212"	0.585124897270926	0.594362405046412	0.0111
"11049"	"MAR00213"	0.507943912768412	0.517427330145025	0.0139
"11050"	"MAR00214"	0.514861474642416	0.524141018182671	0.0136
"11051"	"MAR00215"	0.427811807506451	0.439218541434518	0.018
"11052"	"MAR00216"	0.582003659046111	0.591376108125153	0.0113
"11053"	"MAR00217"	0.512814301232943	0.522611666810241	0.014
"11054"	"MAR00218"	0.384512713221086	0.397909158395921	0.0209
"11055"	"MAR00219"	0.248360407121974	0.2611678575856	0.0252
"11056"	"MAR00220"	0.17742800228252	0.194173236251369	0.0303
"11057"	"MAR00221"	0.446120514145778	0.458460176189983	0.018
"11058"	"MAR00222"	0.394723567172607	0.406334556708579	0.0193
"11059"	"MAR00223"	0.513841789747426	0.523235239112693	0.0137
"11060"	"MAR00224"	0.423614361207909	0.435226630849603	0.0183
"11061"	"MAR00225"	0.584105451958851	0.593473926029557	0.0112
"11062"	"MAR00226"	0.514521554971842	0.524268042227569	0.0139
"11063"	"MAR00227"	0.430932952201926	0.445872165973677	0.0203
"11064"	"MAR00228"	0.430737451411109	0.445667483978084	0.0204
"11065"	"MAR00229"	0.278501337810817	0.306054124842476	0.0343
"11066"	"MAR00230"	0.514834093908408	0.524166730273753	0.0136
"11067"	"MAR00231"	0.426479205024885	0.437943070148554	0.0181
"11068"	"MAR00232"	0.585123843786257	0.594360992297286	0.0111
"11069"	"MAR00233"	0.508734078889675	0.518517260405944	0.0141
"11070"	"MAR00234"	0.513186585520071	0.522610173708389	0.0137
"11071"	"MAR00235"	0.42783549608666	0.43925096434546	0.018
"11072"	"MAR00236"	0.585124897270926	0.594362405046412	0.0111
"11073"	"MAR00237"	0.512032828372093	0.52233280026705	0.0144
"11074"	"MAR00238"	0.514322540276131	0.523660773493509	0.0136
"11075"	"MAR00239"	0.427811807506451	0.439218541434518	0.018
"11076"	"MAR00240"	0.585124897270926	0.594362405046412	0.0111
"11077"	"MAR00241"	0.517734487617249	0.527822416696451	0.014
"11078"	"MAR00242"	0.515044296579149	0.524356785711204	0.0136
"11079"	"MAR00243"	0.427811807506451	0.439218541434518	0.018
"11080"	"MAR00244"	0.585124897270926	0.594362405046412	0.0111
"11081"	"MAR00245"	0.509248938066684	0.519342681613988	0.0143
"11082"	"MAR00246"	0.513195379833058	0.522618385480806	0.0137
"11083"	"MAR00247"	0.427811807506451	0.439218541434518	0.018
"11084"	"MAR00248"	0.582009097152782	0.591373193200436	0.0113
"11085"	"MAR00249"	0.54021193803203	0.549536960286337	0.0127
"11086"	"MAR00250"	0.513572058942229	0.522971571651904	0.0137
"11087"	"MAR00251"	0.288813327041753	0.302027660346084	0.024
"11088"	"MAR00252"	0.352404145054886	0.364431524690607	0.021
"11089"	"MAR00253"	0.461273201236509	0.472050999769316	0.0164
"11090"	"MAR00254"	0.585126301899494	0.594363817774718	0.0111
"11091"	"MAR00255"	0.517737285909755	0.527825244851715	0.014
"11092"	"MAR00256"	0.514794450313298	0.524129261786587	0.0136
"11093"	"MAR00257"	0.427865142592567	0.439278034419442	0.018
"11094"	"MAR00258"	0.585125248429959	0.59436275823044	0.0111
"11095"	"MAR00259"	0.516782633803785	0.5294843410407	0.0159
"11096"	"MAR00260"	0.515070899618865	0.524352387143172	0.0136
"11097"	"MAR00261"	0.427811807506451	0.439218541434518	0.018
"11098"	"MAR00262"	0.582048604979274	0.591416179354568	0.0113
"11099"	"MAR00263"	0.514808868025921	0.524914498642987	0.0141
"11100"	"MAR00264"	0.516535071214186	0.52603757360624	0.0137
"11101"	"MAR00265"	0.420662091559172	0.432379506606639	0.0185
"11102"	"MAR00266"	0.582452191321922	0.591800376068367	0.0113
"11103"	"MAR00267"	0.510751151274616	0.52156302870919	0.0148
"11104"	"MAR00268"	0.513191715632109	0.522611666810241	0.0137
"11105"	"MAR00269"	0.435872276889605	0.447588663045	0.018
"11106"	"MAR00270"	0.585126301899494	0.594363817774718	0.0111
"11107"	"MAR00271"	0.512518106370183	0.522375467808181	0.014
"11108"	"MAR00272"	0.51478435664933	0.524170402866719	0.0136
"11109"	"MAR00273"	0.427865142592567	0.439278034419442	0.018
"11110"	"MAR00274"	0.585126301899494	0.594363817774718	0.0111
"11111"	"MAR00275"	0.517738685025975	0.527828072923546	0.014
"11112"	"MAR00276"	0.514988910279677	0.524337723791959	0.0136
"11113"	"MAR00277"	0.427821108151879	0.439228518882837	0.018
"11114"	"MAR00278"	0.585124897270926	0.594362405046412	0.0111
"11115"	"MAR00279"	0.508086089697677	0.517525783330088	0.0139
"11116"	"MAR00280"	0.515030632745394	0.524323058197494	0.0136
"11117"	"MAR00281"	0.427811807506451	0.439218541434518	0.018
"11118"	"MAR00282"	0.582014897466538	0.591380844688785	0.0113
"11119"	"MAR00283"	0.514375409137622	0.524318658081618	0.014
"11120"	"MAR00284"	0.514481784426218	0.523812767388944	0.0136
"11121"	"MAR00285"	0.44195987280267	0.454347784735268	0.0182
"11122"	"MAR00286"	0.196012720768447	0.212150948357923	0.0293
"11123"	"MAR00287"	0.452557401047597	0.464172647913747	0.0173
"11124"	"MAR00288"	0.585124897270926	0.594362405046412	0.0111
"11125"	"MAR00289"	0.517735187197883	0.527823123743089	0.014
"11126"	"MAR00290"	0.51493925173241	0.524279781617478	0.0136
"11127"	"MAR00291"	0.427811807506451	0.439218541434518	0.018
"11128"	"MAR00292"	0.585124897270926	0.594362405046412	0.0111
"11129"	"MAR00293"	0.511025019975818	0.521029443303444	0.0142
"11130"	"MAR00294"	0.513168261493738	0.52259524141068	0.0137
"11131"	"MAR00295"	0.427817774059965	0.439224599294842	0.018
"11132"	"MAR00296"	0.585124897270926	0.594362405046412	0.0111
"11133"	"MAR00297"	0.517733788031608	0.527821709644598	0.014
"11134"	"MAR00298"	0.515053644417943	0.52439050136283	0.0136
"11135"	"MAR00299"	0.427811632014071	0.439218363256361	0.018
"11136"	"MAR00300"	0.585124897270926	0.594362405046412	0.0111
"11137"	"MAR00301"	0.515750055684845	0.525798122995625	0.0141
"11138"	"MAR00302"	0.513149200862726	0.522575825945728	0.0137
"11139"	"MAR00303"	0.4278184759835	0.439225846453861	0.018
"11140"	"MAR00304"	0.585124897270926	0.594362405046412	0.0111
"11141"	"MAR00305"	0.517287834510277	0.527595893515069	0.0142
"11142"	"MAR00306"	0.513178523371566	0.522602707850277	0.0137
"11143"	"MAR00307"	0.427811807506451	0.439218541434518	0.018
"11144"	"MAR00308"	0.585124897270926	0.594362405046412	0.0111
"11145"	"MAR00309"	0.507658937170643	0.517243543076231	0.014
"11146"	"MAR00310"	0.514061398194373	0.523518152456315	0.0137
"11147"	"MAR00311"	0.427811807506451	0.439218541434518	0.018
"11148"	"MAR00312"	0.585124897270926	0.594362405046412	0.0111
"11149"	"MAR00313"	0.513861443705774	0.523581730009692	0.0139
"11150"	"MAR00314"	0.51482112141029	0.524162322976464	0.0136
"11151"	"MAR00315"	0.300410023069202	0.314782736628927	0.0244
"11152"	"MAR00316"	0.144178643115903	0.160727497292908	0.0313
"11153"	"MAR00317"	0.427812333981701	0.439219254143838	0.018
"11154"	"MAR00318"	0.585124897270926	0.594362405046412	0.0111
"11155"	"MAR00319"	0.510195056618445	0.520246795978801	0.0143
"11156"	"MAR00320"	0.513168261493738	0.522594494734735	0.0137
"11157"	"MAR00321"	0.427813035944292	0.439220145023035	0.018
"11158"	"MAR00322"	0.585124897270926	0.594362405046412	0.0111
"11159"	"MAR00323"	0.515742202172893	0.52564707715962	0.014
"11160"	"MAR00324"	0.513182188066933	0.522606440852013	0.0137
"11161"	"MAR00325"	0.427811632014071	0.439218363256361	0.018
"11162"	"MAR00326"	0.585124897270926	0.594362405046412	0.0111
"11163"	"MAR00327"	0.50786346034883	0.517427330145025	0.014
"11164"	"MAR00328"	0.513893463916027	0.523338280677268	0.0137
"11165"	"MAR00329"	0.427811807506451	0.439218541434518	0.018
"11166"	"MAR00330"	0.582013447420357	0.591379022961238	0.0113
"11167"	"MAR00331"	0.512809151279617	0.522822706609341	0.0141
"11168"	"MAR00332"	0.513658891402945	0.5231053528263	0.0137
"11169"	"MAR00333"	0.0487678264164515	0.0754760423780814	0.0416
"11170"	"MAR00334"	0.477960049988058	0.492375579769406	0.0184
"11171"	"MAR00335"	0.452236136604434	0.463867538001272	0.0173
"11172"	"MAR00336"	0.585124897270926	0.594362405046412	0.0111
"11173"	"MAR00337"	0.509893081364125	0.519864971611178	0.0142
"11174"	"MAR00338"	0.513119869557442	0.522549683531786	0.0137
"11175"	"MAR00339"	0.427811982998516	0.439218719612345	0.018
"11176"	"MAR00340"	0.585124897270926	0.594362405046412	0.0111
"11177"	"MAR00341"	0.510417723372075	0.520369148379797	0.0142
"11178"	"MAR00342"	0.51384979739255	0.523290109559196	0.0137
"11179"	"MAR00343"	0.427811807506451	0.439218541434518	0.018
"11180"	"MAR00344"	0.585124897270926	0.594362405046412	0.0111
"11181"	"MAR00345"	0.510788712910269	0.520780938619707	0.0142
"11182"	"MAR00346"	0.51387745512169	0.523319015134632	0.0137
"11183"	"MAR00347"	0.427811807506451	0.439218541434518	0.018
"11184"	"MAR00348"	0.582452552212421	0.591802189806471	0.0113
"11185"	"MAR00349"	0.513267170463457	0.523465632217578	0.0142
"11186"	"MAR00350"	0.514449232852114	0.523807606501232	0.0136
"11187"	"MAR00351"	0.45313598307082	0.464523874297968	0.0171
"11188"	"MAR00352"	0.585126301899494	0.594364524131065	0.0111
"11189"	"MAR00353"	0.512044693122144	0.521897556127644	0.0141
"11190"	"MAR00354"	0.51311913616206	0.522549683531786	0.0137
"11191"	"MAR00355"	0.427811807506451	0.439218541434518	0.018
"11192"	"MAR00356"	0.585125248429959	0.594363111413168	0.0111
"11193"	"MAR00357"	0.508901916256725	0.518887406603087	0.0143
"11194"	"MAR00358"	0.513121336331704	0.52255192458949	0.0137
"11195"	"MAR00359"	0.427811807506451	0.439218541434518	0.018
"11196"	"MAR00360"	0.582448943247488	0.59179783677737	0.0113
"11197"	"MAR00361"	0.512043951617445	0.521896051861735	0.0141
"11198"	"MAR00362"	0.513118402761177	0.52254818946421	0.0137
"11199"	"MAR00363"	0.420082631917043	0.431719364464185	0.0184
"11200"	"MAR00364"	0.582450747746606	0.591799287809033	0.0113
"11201"	"MAR00365"	0.509274114167561	0.519242984831245	0.0142
"11202"	"MAR00366"	0.513118402761177	0.52254818946421	0.0137
"11203"	"MAR00367"	0.451508651193466	0.463134786392191	0.0174
"11204"	"MAR00368"	0.582452191321922	0.591801101567727	0.0113
"11205"	"MAR00369"	0.515122646957995	0.525456666328759	0.0143
"11206"	"MAR00370"	0.51429863126809	0.523667419040263	0.0136
"11207"	"MAR00371"	0.420602599616079	0.432714555002919	0.0188
"11208"	"MAR00372"	0.582557875295992	0.5919047914859	0.0113
"11209"	"MAR00373"	0.515122646957995	0.525456666328759	0.0143
"11210"	"MAR00374"	0.515103963577981	0.524437390378444	0.0136
"11211"	"MAR00375"	0.420602599616079	0.432714555002919	0.0188
"11212"	"MAR00376"	0.582161965400488	0.591522469079451	0.0113
"11213"	"MAR00377"	0.509774761779257	0.519912590943226	0.0143
"11214"	"MAR00378"	0.513136736133103	0.522565369835631	0.0137
"11215"	"MAR00379"	0.431723210301237	0.442695300196754	0.0176
"11216"	"MAR00380"	0.585124897270926	0.594362405046412	0.0111
"11217"	"MAR00381"	0.517734487617249	0.527822416696451	0.014
"11218"	"MAR00382"	0.514809588855747	0.524143222346437	0.0136
"11219"	"MAR00383"	0.427811807506451	0.439218541434518	0.018
"11220"	"MAR00384"	0.585124897270926	0.594362405046412	0.0111
"11221"	"MAR00385"	0.517734487617249	0.527822416696451	0.014
"11222"	"MAR00386"	0.515078807235028	0.524388302877402	0.0136
"11223"	"MAR00387"	0.427811807506451	0.439218541434518	0.018
"11224"	"MAR00388"	0.585124897270926	0.594362405046412	0.0111
"11225"	"MAR00389"	0.517734487617249	0.527822416696451	0.014
"11226"	"MAR00390"	0.51481967991536	0.524150569192993	0.0136
"11227"	"MAR00391"	0.427811807506451	0.439218541434518	0.018
"11228"	"MAR00392"	0.585124897270926	0.594362405046412	0.0111
"11229"	"MAR00393"	0.517734487617249	0.527822416696451	0.014
"11230"	"MAR00394"	0.514777146251333	0.524113094387485	0.0136
"11231"	"MAR00395"	0.427811807506451	0.439218541434518	0.018
"11232"	"MAR00396"	0.582151105877525	0.591528289769691	0.0113
"11233"	"MAR00397"	0.513201975048741	0.522960414788877	0.0139
"11234"	"MAR00398"	0.51420438734404	0.523569165697018	0.0136
"11235"	"MAR00399"	0.4219402241634	0.43347692984598	0.0183
"11236"	"MAR00400"	0.582454717527442	0.5918043662469	0.0113
"11237"	"MAR00401"	0.510758664756229	0.520689582421654	0.0142
"11238"	"MAR00402"	0.514645101979832	0.52399101602735	0.0136
"11239"	"MAR00403"	0.452621690853079	0.463964623701197	0.0171
"11240"	"MAR00404"	0.582456161044149	0.591805817179735	0.0113
"11241"	"MAR00405"	0.511160544845292	0.521352220091757	0.0143
"11242"	"MAR00406"	0.514496248314596	0.523845937891762	0.0136
"11243"	"MAR00407"	0.429100169332104	0.440606957421587	0.018
"11244"	"MAR00408"	0.581551602767027	0.590889914061722	0.0113
"11245"	"MAR00409"	0.510635370687574	0.519803492338654	0.0136
"11246"	"MAR00410"	0.514520832015383	0.523896040441056	0.0136
"11247"	"MAR00411"	0.418190031331655	0.42970728117073	0.0184
"11248"	"MAR00412"	0.585124897270926	0.59436275823044	0.0111
"11249"	"MAR00413"	0.509985513677164	0.51995558163081	0.0142
"11250"	"MAR00414"	0.513706288353822	0.523114264936676	0.0137
"11251"	"MAR00415"	0.427811807506451	0.439218541434518	0.018
"11252"	"MAR00416"	0.582452913101588	0.591801464315347	0.0113
"11253"	"MAR00417"	0.515122646957995	0.525456666328759	0.0143
"11254"	"MAR00418"	0.514300805055884	0.523669634120143	0.0136
"11255"	"MAR00419"	0.420602599616079	0.432714555002919	0.0188
"11256"	"MAR00420"	0.582560038279807	0.591911313674852	0.0113
"11257"	"MAR00421"	0.515122646957995	0.525456666328759	0.0143
"11258"	"MAR00422"	0.514832652604721	0.524195372768245	0.0136
"11259"	"MAR00423"	0.420602599616079	0.432714555002919	0.0188
"11260"	"MAR00424"	0.582449304149976	0.591798199537344	0.0113
"11261"	"MAR00425"	0.515098932827161	0.52542912320032	0.0143
"11262"	"MAR00426"	0.514484677375072	0.523845200894158	0.0136
"11263"	"MAR00427"	0.420605433386729	0.432718368650816	0.0188
"11264"	"MAR00428"	0.585124897270926	0.594362405046412	0.0111
"11265"	"MAR00429"	0.517734487617249	0.527822416696451	0.014
"11266"	"MAR00430"	0.514632826514929	0.523987336555418	0.0136
"11267"	"MAR00431"	0.427784953508972	0.439192167464023	0.018
"11268"	"MAR00432"	0.585124897270926	0.594362405046412	0.0111
"11269"	"MAR00433"	0.517734487617249	0.527822416696451	0.014
"11270"	"MAR00434"	0.51513270576098	0.524445447118831	0.0136
"11271"	"MAR00435"	0.427811807506451	0.439218363256361	0.018
"11272"	"MAR00436"	0.585124897270926	0.594362405046412	0.0111
"11273"	"MAR00437"	0.510001415345895	0.520055307177334	0.0143
"11274"	"MAR00438"	0.513194647003854	0.522617638985107	0.0137
"11275"	"MAR00439"	0.427811807506451	0.439218541434518	0.018
"11276"	"MAR00440"	0.311672248682302	0.325957001888937	0.024
"11277"	"MAR00441"	0.455959150680086	0.465233221261698	0.0156
"11278"	"MAR00442"	0.441361273367914	0.441435958059967	0.0097
"11279"	"MAR00443"	0.358594630620215	0.371329043913772	0.0213
"11280"	"MAR00444"	0.581230187850963	0.580655317199966	0.0045
"11281"	"MAR00445"	0.437237953532447	0.448640440739304	0.0177
"11282"	"MAR00446"	0.380507143420583	0.384278354539045	0.0144
"11283"	"MAR00447"	0.0487678264164515	0.0754760423780814	0.0416
"11284"	"MAR00448"	0.604326426067428	0.613938954997032	0.0107
"11285"	"MAR00449"	0.436699738681955	0.454257813241991	0.022
"11286"	"MAR00450"	0.610149556856213	0.619103874670456	0.0101
"11287"	"MAR00451"	0.323305580764045	0.336746766061508	0.023
"11288"	"MAR00452"	0.423264208182184	0.436119467338297	0.0192
"11289"	"MAR00453"	0.568196780514263	0.577445054952378	0.0117
"11290"	"MAR00454"	0.312181484227149	0.32768522752299	0.0248
"11291"	"MAR00455"	0.427123390559707	0.437991088276446	0.0177
"11292"	"MAR00456"	0.522372207541564	0.534368674603414	0.0152
"11293"	"MAR00457"	0.458224656521605	0.482042395356156	0.0255
"11294"	"MAR00458"	0.566337453306619	0.574831509436327	0.0112
"11295"	"MAR00459"	0.512153633186648	0.524331124552093	0.0157
"11296"	"MAR00460"	0.459169249241404	0.482976271066908	0.0255
"11297"	"MAR00461"	0.376479478938675	0.356134761598324	-0.0021
"11298"	"MAR00462"	0.160902560088068	0.176500419985326	0.0301
"11299"	"MAR00463"	0.727511077202325	0.73745412606765	0.0067
"11300"	"MAR00464"	0.202429556609278	0.219549821523719	0.0297
"11301"	"MAR00465"	0.330469170856105	0.344150720473345	0.0229
"11302"	"MAR00466"	0.17017960267802	0.185950999690871	0.0299
"11303"	"MAR00467"	0.202429556609278	0.219549821523719	0.0297
"11304"	"MAR00468"	0.427150073480708	0.449770385025741	0.0258
"11305"	"MAR00469"	0.295655640918687	0.309054919187	0.0239
"11306"	"MAR00470"	0.400988495096495	0.413252702244198	0.0195
"11307"	"MAR00471"	0.401843190694188	0.406541231824895	0.0143
"11308"	"MAR00472"	0.397969206437321	0.402247280491025	0.0141
"11309"	"MAR00473"	0.118429031181486	0.143819210787838	0.0383
"11310"	"MAR00474"	0.118429031181486	0.143819210787838	0.0383
"11311"	"MAR00475"	0.118429031181486	0.143819210787838	0.0383
"11312"	"MAR00476"	0.460352335671206	0.471473279026016	0.0167
"11313"	"MAR00477"	0.229615764978387	0.244873776169589	0.0275
"11314"	"MAR00478"	0.432486891321748	0.444058666125621	0.018
"11315"	"MAR00479"	0.487206428577694	0.499536095838293	0.0166
"11316"	"MAR00480"	0.118429031181486	0.143819210787838	0.0383
"11317"	"MAR00481"	0.487322031140546	0.4994296680637	0.0165
"11318"	"MAR00482"	0.437123942193551	0.454585323485178	0.0219
"11319"	"MAR00483"	0.441964883726624	0.458947863091593	0.0214
"11320"	"MAR00484"	0.394131470369615	0.404143042124229	0.0182
"11321"	"MAR00485"	0.118429031181486	0.143819210787838	0.0383
"11322"	"MAR00486"	0.479438187770644	0.489499018699263	0.0153
"11323"	"MAR00487"	0.479734475271828	0.489688649998162	0.0152
"11324"	"MAR00488"	0.480237560072816	0.490383385166172	0.0153
"11325"	"MAR00489"	0.480083862831449	0.490094043458609	0.0153
"11326"	"MAR00490"	0.479567788378532	0.489571649665507	0.0153
"11327"	"MAR00491"	0.477217280569815	0.487413157388482	0.0155
"11328"	"MAR00492"	0.479457643990609	0.489441106421069	0.0153
"11329"	"MAR00493"	0.47809036419219	0.488237527796055	0.0154
"11330"	"MAR00494"	0.479421419198462	0.489476026754664	0.0153
"11331"	"MAR00495"	0.477257082863468	0.487432662621977	0.0155
"11332"	"MAR00496"	0.478737153492133	0.488804194716195	0.0153
"11333"	"MAR00497"	0.4797018625317	0.48972663649054	0.0153
"11334"	"MAR00498"	0.477225327020914	0.487419300348699	0.0155
"11335"	"MAR00499"	0.47772807930727	0.487887591139042	0.0154
"11336"	"MAR00500"	0.479366331797572	0.489423905327439	0.0153
