node	layer	module	flow	log_flow	nodeLabel	DNA_methylation_logFC	DNA_methylation_P.Value	GRN_size	GRN_nes	GRN_pval	GRN_pval.fdr	fPPI_IDH2_vs_IDH1_diff	fPPI_IDH2_vs_IDH1_p.val	Metabolism_pvalue	Metabolism_mean.diff
24077	5	445	3.5318e-05	10.2511178089733	L-carnitine[c]	0	1	0	0	1	NA	NA	NA	NA	NA
24748	5	445	3.50431e-05	10.2589318254897	MAR00180	0	1	0	0	1	NA	NA	NA	0.040934886	0.0085055556
27034	5	314	3.49693e-05	10.2610400242469	MAR03273	0	1	0	0	1	NA	NA	NA	0.0481702294	0.0201588425
28020	5	755	3.43301e-05	10.2794880375948	MAR04583	0	1	0	0	1	NA	NA	NA	0.0265806864	0.008534033
26952	5	1076	3.43109e-05	10.2800474700185	MAR03043	0	1	0	0	1	NA	NA	NA	0.0244687731	0.0038907613
18311	5	314	3.42465e-05	10.2819261882588	ATP[m]	0	1	0	0	1	NA	NA	NA	NA	NA
27976	5	96	3.3984e-05	10.2896207323448	MAR04533	0	1	0	0	1	NA	NA	NA	0.0220364184	0.0164924059
29282	5	96	3.35104e-05	10.303654719551	MAR06350	0	1	0	0	1	NA	NA	NA	0.0311021315	0.016427287
26346	5	1171	3.32298e-05	10.3120634942737	MAR02341	0	1	0	0	1	NA	NA	NA	0.0396442413	-0.015391976
19899	5	445	3.32224e-05	10.3122862107536	CoA[c]	0	1	0	0	1	NA	NA	NA	NA	NA
27977	5	96	3.31712e-05	10.3138285283911	MAR04534	0	1	0	0	1	NA	NA	NA	0.021455832	0.0165138291
20454	5	56	3.25393e-05	10.33306196839	dATP[m]	0	1	0	0	1	NA	NA	NA	NA	NA
25119	5	358	3.24977e-05	10.3343412403636	MAR00625	0	1	0	0	1	NA	NA	NA	0.0003904412	0.0041148915
27425	5	314	3.21497e-05	10.3451074385839	MAR03797	0	1	0	0	1	NA	NA	NA	0.0241648475	0.0456731965
29621	5	1607	3.20386e-05	10.3485691320996	MAR06807	0	1	0	0	1	NA	NA	NA	0.0310063471	0.0059137722
22639	5	701	3.19995e-05	10.3497902802866	H+[m]	0	1	0	0	1	NA	NA	NA	NA	NA
25771	5	370	3.19848e-05	10.3502497680128	MAR01584	0	1	0	0	1	NA	NA	NA	0.0141210966	0.00809502
31522	5	1971	3.19017e-05	10.3528512580574	MAR11304	0	1	0	0	1	NA	NA	NA	0.0481702294	0.0201588425
32009	5	370	3.18638e-05	10.3540399887805	MAR12756	0	1	0	0	1	NA	NA	NA	0.0424374093	0.0128955205
30801	5	480	3.1586e-05	10.3627965735164	MAR08610	0	1	0	0	1	NA	NA	NA	0.0492819655	0.0360778066
27460	5	480	3.11484e-05	10.376747678416	MAR03838	0	1	0	0	1	NA	NA	NA	0.0265458176	0.2554699538
32829	5	457	3.10317e-05	10.3805012953134	Na+[c]	0	1	0	0	1	NA	NA	NA	NA	NA
32830	5	457	3.10317e-05	10.3805012953134	Na+[e]	0	1	0	0	1	NA	NA	NA	NA	NA
29360	5	1052	3.03693e-05	10.4020783282338	MAR06460	0	1	0	0	1	NA	NA	NA	0.0220444341	0.0028269734
30368	5	877	2.96349e-05	10.4265578371186	MAR07893	0	1	0	0	1	NA	NA	NA	0.0477156501	0.019635175
30802	5	480	2.95874e-05	10.4281619629355	MAR08611	0	1	0	0	1	NA	NA	NA	0.0265458176	0.2554699538
25623	5	1445	2.95781e-05	10.4284763353342	MAR01339	0	1	0	0	1	NA	NA	NA	0.0153979033	0.0035631008
26359	5	701	2.94777e-05	10.4318765126827	MAR02358	0	1	0	0	1	NA	NA	NA	0.0283482194	-0.0543213838
30708	5	701	2.94777e-05	10.4318765126827	MAR08482	0	1	0	0	1	NA	NA	NA	0.0283482194	-0.0543213838
25188	5	358	2.94338e-05	10.4333668841085	MAR00736	0	1	0	0	1	NA	NA	NA	0.0003904412	0.0041148915
27979	5	666	2.94098e-05	10.4341826058295	MAR04536	0	1	0	0	1	NA	NA	NA	0.022031842	0.0250746184
30615	5	370	2.90924e-05	10.4450335862821	MAR08344	0	1	0	0	1	NA	NA	NA	0.0330218654	0.0067992773
30269	5	1425	2.87579e-05	10.456598045858	MAR07743	0	1	0	0	1	NA	NA	NA	0.0494808743	0.0013000513
34527	5	666	2.84391e-05	10.4677455990996	PPi[c]	0	1	0	0	1	NA	NA	NA	NA	NA
30850	5	1382	2.84375e-05	10.4678018612531	MAR08726	0	1	0	0	1	NA	NA	NA	0.0285057383	0.0023408224
27926	5	96	2.8387e-05	10.4695792640739	MAR04476	0	1	0	0	1	NA	NA	NA	0.0079779809	0.0026590883
30356	5	877	2.81198e-05	10.4790366034226	MAR07881	0	1	0	0	1	NA	NA	NA	0.0477156501	0.019635175
28472	5	457	2.80419e-05	10.4818107377511	MAR05333	0	1	0	0	1	NA	NA	NA	0.0400372467	-0.1450111713
29004	5	457	2.80119e-05	10.482881138076	MAR05992	0	1	0	0	1	NA	NA	NA	0.0350292558	-0.0239428419
26715	5	445	2.75778e-05	10.4984994567285	MAR02780	0	1	0	0	1	NA	NA	NA	0.0375035077	0.0442998302
31618	5	1280	2.73956e-05	10.5051281414068	MAR11646	0	1	0	0	1	NA	NA	NA	0.0243523161	-0.0026594066
27424	5	314	2.73637e-05	10.5062932404351	MAR03796	0	1	0	0	1	NA	NA	NA	0.0241648475	0.0456731965
29413	5	96	2.73263e-05	10.507660949553	MAR06537	0	1	0	0	1	NA	NA	NA	0.0330218654	0.0067992773
20933	5	56	2.69842e-05	10.5202590484328	dTTP[m]	0	1	0	0	1	NA	NA	NA	NA	NA
20640	5	56	2.69502e-05	10.5215198394865	dGTP[m]	0	1	0	0	1	NA	NA	NA	NA	NA
28533	5	445	2.69463e-05	10.5216645613147	MAR05434	0	1	0	0	1	NA	NA	NA	0.0397521738	0.0072596392
25772	5	370	2.68836e-05	10.5239941227055	MAR01585	0	1	0	0	1	NA	NA	NA	0.0118000653	0.0080952281
27914	5	314	2.66765e-05	10.5317275299301	MAR04460	0	1	0	0	1	NA	NA	NA	0.0241648475	0.0456731965
27402	5	480	2.66458e-05	10.5328790182714	MAR03769	0	1	0	0	1	NA	NA	NA	0.0272290968	0.0789798192
27582	5	96	2.65115e-05	10.5379319568423	MAR03995	0	1	0	0	1	NA	NA	NA	0.0353130365	-0.0071146949
27684	5	96	2.6186e-05	10.5502856411587	MAR04118	0	1	0	0	1	NA	NA	NA	0.0353130365	-0.0071146949
26948	5	1267	2.58287e-05	10.5640242811978	MAR03037	0	1	0	0	1	NA	NA	NA	0.0434612409	0.0142695563
28208	5	1171	2.56948e-05	10.5692219211659	MAR04837	0	1	0	0	1	NA	NA	NA	0.0333547585	-0.0141753551
30833	5	96	2.55779e-05	10.5737818605706	MAR08682	0	1	0	0	1	NA	NA	NA	0.0353130365	-0.0071146949
24682	5	1303	2.54419e-05	10.5791131367466	MAR00095	0	1	0	0	1	NA	NA	NA	0.0027326333	0.0334434245
26942	5	1267	2.52781e-05	10.585572149738	MAR03030	0	1	0	0	1	NA	NA	NA	0.0244120669	0.0132102483
29392	5	480	2.52226e-05	10.5877701399577	MAR06513	0	1	0	0	1	NA	NA	NA	0.0493280874	0.0360650683
31055	5	1851	2.51038e-05	10.5924913288632	MAR09526	0	1	0	0	1	NA	NA	NA	0.0092893283	0.0074085294
31221	5	1852	2.51038e-05	10.5924913288632	MAR09991	0	1	0	0	1	NA	NA	NA	0.0092893283	0.0074085294
31708	5	1853	2.51038e-05	10.5924913288632	MAR11844	0	1	0	0	1	NA	NA	NA	0.0092893283	0.0074085294
26947	5	1267	2.50875e-05	10.5931408438418	MAR03035	0	1	0	0	1	NA	NA	NA	0.0434612409	0.0142695563
27403	5	480	2.50847e-05	10.5932524594378	MAR03770	0	1	0	0	1	NA	NA	NA	0.0272290968	0.0789798192
31557	5	1303	2.49741e-05	10.597671270115	MAR11433	0	1	0	0	1	NA	NA	NA	0.0331911772	0.0112281368
31217	5	457	2.47501e-05	10.6066810285537	MAR09979	0	1	0	0	1	NA	NA	NA	0.0026541329	0.0051003754
27911	5	445	2.46938e-05	10.6089583579849	MAR04457	0	1	0	0	1	NA	NA	NA	0.0204158222	0.0091036927
26714	5	445	2.42587e-05	10.6267352420342	MAR02778	0	1	0	0	1	NA	NA	NA	0.0375035077	0.0442998302
31757	5	1052	2.41467e-05	10.6313628331653	MAR12088	0	1	0	0	1	NA	NA	NA	0.0092893283	0.0074085294
27530	5	96	2.4138e-05	10.6317231957686	MAR03925	0	1	0	0	1	NA	NA	NA	0.0327567911	0.0513387573
30353	5	877	2.40964e-05	10.633448106219	MAR07878	0	1	0	0	1	NA	NA	NA	0.0431954238	0.0186757572
31930	5	96	2.40646e-05	10.634768676997	MAR12432	0	1	0	0	1	NA	NA	NA	0.0384379932	0.0114183461
27711	5	96	2.38004e-05	10.6458081707054	MAR04166	0	1	0	0	1	NA	NA	NA	0.044264245	0.1384174074
32032	5	1963	2.3751e-05	10.6478859231069	MAR12807	0	1	0	0	1	NA	NA	NA	0.0069554733	0.0081042393
26528	5	445	2.3664e-05	10.6515556519958	MAR02591	0	1	0	0	1	NA	NA	NA	0.0327541783	0.0428976072
27446	5	1918	2.3484e-05	10.6591912197623	MAR03819	0	1	0	0	1	NA	NA	NA	0.0492819655	0.0360778066
30632	5	666	2.33766e-05	10.6637750359342	MAR08377	0	1	0	0	1	NA	NA	NA	0.022031842	0.0250746184
27966	5	96	2.33251e-05	10.6659805239946	MAR04523	0	1	0	0	1	NA	NA	NA	0.0327567911	0.0513387573
27710	5	96	2.32494e-05	10.6692312327155	MAR04165	0	1	0	0	1	NA	NA	NA	0.044264245	0.1384174074
27712	5	96	2.32494e-05	10.6692312327155	MAR04167	0	1	0	0	1	NA	NA	NA	0.044264245	0.1384174074
20508	5	56	2.28319e-05	10.6873518770572	dCTP[m]	0	1	0	0	1	NA	NA	NA	NA	NA
17575	5	1857	2.26833e-05	10.6938815870437	Adipic,Acid[e]	0	1	0	0	1	NA	NA	NA	NA	NA
20075	5	1858	2.26833e-05	10.6938815870437	creatine-phosphate[e]	0	1	0	0	1	NA	NA	NA	NA	NA
22567	5	1859	2.26833e-05	10.6938815870437	GT1a[e]	0	1	0	0	1	NA	NA	NA	NA	NA
22877	5	1860	2.26833e-05	10.6938815870437	hippurate[e]	0	1	0	0	1	NA	NA	NA	NA	NA
24532	5	1861	2.26833e-05	10.6938815870437	malate[e]	0	1	0	0	1	NA	NA	NA	NA	NA
30937	5	1859	2.26833e-05	10.6938815870437	MAR08903	0	1	0	0	1	NA	NA	NA	0.0424610587	0.0116346271
30973	5	1861	2.26833e-05	10.6938815870437	MAR09030	0	1	0	0	1	NA	NA	NA	0.0317737876	0.00708962
31168	5	1862	2.26833e-05	10.6938815870437	MAR09839	0	1	0	0	1	NA	NA	NA	0.0093215957	0.0050580532
31205	5	1858	2.26833e-05	10.6938815870437	MAR09927	0	1	0	0	1	NA	NA	NA	0.0364288493	0.006859274
31206	5	1860	2.26833e-05	10.6938815870437	MAR09930	0	1	0	0	1	NA	NA	NA	0.0464589539	0.0050161715
31222	5	1857	2.26833e-05	10.6938815870437	MAR10001	0	1	0	0	1	NA	NA	NA	0.0265154003	0.0044521093
31260	5	1863	2.26833e-05	10.6938815870437	MAR10399	0	1	0	0	1	NA	NA	NA	0.0265154003	0.0044521093
31261	5	1864	2.26833e-05	10.6938815870437	MAR10400	0	1	0	0	1	NA	NA	NA	0.0265154003	0.0044521093
36415	5	1863	2.26833e-05	10.6938815870437	Sebacicacid[e]	0	1	0	0	1	NA	NA	NA	NA	NA
37128	5	1862	2.26833e-05	10.6938815870437	sn-glycerol-3-phosphate[e]	0	1	0	0	1	NA	NA	NA	NA	NA
37725	5	1864	2.26833e-05	10.6938815870437	Suberic,Acid[e]	0	1	0	0	1	NA	NA	NA	NA	NA
31218	5	457	2.26795e-05	10.6940491252031	MAR09980	0	1	0	0	1	NA	NA	NA	0.0243523161	-0.0026594066
20639	5	56	2.25905e-05	10.6979810940418	dGTP[c]	0	1	0	0	1	NA	NA	NA	NA	NA
20932	5	56	2.25905e-05	10.6979810940418	dTTP[c]	0	1	0	0	1	NA	NA	NA	NA	NA
19902	5	1267	2.24916e-05	10.7023686517935	CoA[x]	0	1	0	0	1	NA	NA	NA	NA	NA
27975	5	666	2.24881e-05	10.7025242775539	MAR04532	0	1	0	0	1	NA	NA	NA	0.0220364184	0.0164924059
20453	5	56	2.24703e-05	10.7033161207213	dATP[c]	0	1	0	0	1	NA	NA	NA	NA	NA
28169	5	1693	2.2354e-05	10.7085052820009	MAR04769	0	1	0	0	1	NA	NA	NA	0.0071266115	0.006860421
31219	5	1280	2.22261e-05	10.7142432839758	MAR09985	0	1	0	0	1	NA	NA	NA	0.0092893283	0.0074085294
31523	5	1280	2.22261e-05	10.7142432839758	MAR11307	0	1	0	0	1	NA	NA	NA	0.0092893283	0.0074085294
31935	5	96	2.20404e-05	10.7226334250239	MAR12440	0	1	0	0	1	NA	NA	NA	0.0471933476	0.011463975
22670	5	1171	2.16202e-05	10.7418824951022	H2O[e]	0	1	0	0	1	NA	NA	NA	NA	NA
20418	5	1676	2.11681e-05	10.763015226491	D-aspartate[e]	0	1	0	0	1	NA	NA	NA	NA	NA
29359	5	1052	2.09382e-05	10.773935316102	MAR06459	0	1	0	0	1	NA	NA	NA	0.0220443756	0.0028269754
39135	5	1693	2.09156e-05	10.7750152659368	uroporphyrin,I[e]	0	1	0	0	1	NA	NA	NA	NA	NA
12162	5	1607	2.07893e-05	10.7810721266949	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline[e]	0	1	0	0	1	NA	NA	NA	NA	NA
24535	5	1445	2.07893e-05	10.7810721266949	malonic-dialdehyde[e]	0	1	0	0	1	NA	NA	NA	NA	NA
28310	5	1388	2.07224e-05	10.784295317165	MAR05023	0	1	0	0	1	NA	NA	NA	0.0185341789	-0.0299140396
20421	5	1953	2.07135e-05	10.7847248963529	D-gluconic,acid[e]	0	1	0	0	1	NA	NA	NA	NA	NA
20425	5	1382	2.07135e-05	10.7847248963529	D-ribulose[e]	0	1	0	0	1	NA	NA	NA	NA	NA
33998	5	1052	2.07135e-05	10.7847248963529	peroxynitrite[e]	0	1	0	0	1	NA	NA	NA	NA	NA
19570	5	1949	2.0663e-05	10.7871658966828	cerivastatin-M1[e]	0	1	0	0	1	NA	NA	NA	NA	NA
20850	5	1956	2.0663e-05	10.7871658966828	Docosanedioicacid[e]	0	1	0	0	1	NA	NA	NA	NA	NA
19838	5	666	2.0647e-05	10.7879405275615	CMP-N-acetylneuraminate[c]	0	1	0	0	1	NA	NA	NA	NA	NA
28485	5	96	2.0647e-05	10.7879405275615	MAR05353	0	1	0	0	1	NA	NA	NA	0.0303777088	0.0169029661
28063	5	1364	2.05772e-05	10.7913268912364	MAR04637	0	1	0	0	1	NA	NA	NA	0.0293727267	0.025687887
33161	5	1052	2.03346e-05	10.8031866893174	nitrite[c]	0	1	0	0	1	NA	NA	NA	NA	NA
32867	5	370	1.99437e-05	10.8225972539741	NADP+[r]	0	1	0	0	1	NA	NA	NA	NA	NA
32870	5	370	1.99437e-05	10.8225972539741	NADPH[r]	0	1	0	0	1	NA	NA	NA	NA	NA
30286	5	877	1.99128e-05	10.8241478169282	MAR07795	0	1	0	0	1	NA	NA	NA	0.0477156501	0.019635175
30939	5	877	1.99128e-05	10.8241478169282	MAR08909	0	1	0	0	1	NA	NA	NA	0.0431954238	0.0186757572
25446	5	1808	1.98852e-05	10.8255348215227	MAR01045	0	1	0	0	1	NA	NA	NA	0.0179158512	0.0013441198
32061	5	740	1.98457e-05	10.8275231989827	MAR12896	0	1	0	0	1	NA	NA	NA	0.0490555358	0.0085767153
32062	5	740	1.98457e-05	10.8275231989827	MAR12898	0	1	0	0	1	NA	NA	NA	0.0490555358	0.0085767153
24738	5	1981	1.97804e-05	10.8308190095273	MAR00167	0	1	0	0	1	NA	NA	NA	0.0451873826	0.006767595
32064	5	2169	1.9714e-05	10.834181514721	MAR13016	0	1	0	0	1	NA	NA	NA	0.0424374093	0.0128955205
28487	5	1267	1.96356e-05	10.8381663127236	MAR05362	0	1	0	0	1	NA	NA	NA	0.0434612409	0.0142695563
30707	5	56	1.96352e-05	10.8381866840936	MAR08481	0	1	0	0	1	NA	NA	NA	0.0303777088	0.0169029661
32857	5	96	1.95325e-05	10.8434308130755	NAD+[c]	0	1	0	0	1	NA	NA	NA	NA	NA
32860	5	96	1.95325e-05	10.8434308130755	NADH[c]	0	1	0	0	1	NA	NA	NA	NA	NA
29474	5	1364	1.94365e-05	10.8483578162936	MAR06612	0	1	0	0	1	NA	NA	NA	0.0293727267	0.025687887
27445	5	1918	1.94253e-05	10.8489342178144	MAR03818	0	1	0	0	1	NA	NA	NA	0.0492819655	0.0360778066
22831	5	1981	1.94081e-05	10.8498200532614	hexanoic,acid[e]	0	1	0	0	1	NA	NA	NA	NA	NA
30295	5	1676	1.93409e-05	10.8532885333445	MAR07809	0	1	0	0	1	NA	NA	NA	0.0140114977	0.0025047325
603	5	1808	1.92822e-05	10.8563281674079	12(S)-HPETE[e]	0	1	0	0	1	NA	NA	NA	NA	NA
22814	5	1808	1.92822e-05	10.8563281674079	hepoxilin,A3[e]	0	1	0	0	1	NA	NA	NA	NA	NA
29267	5	314	1.92776e-05	10.8565667578581	MAR06328	0	1	0	0	1	NA	NA	NA	0.045004313	0.0543990681
36259	5	755	1.9243e-05	10.8583631997259	SAH[c]	0	1	0	0	1	NA	NA	NA	NA	NA
36263	5	755	1.9243e-05	10.8583631997259	SAM[c]	0	1	0	0	1	NA	NA	NA	NA	NA
17589	5	314	1.92043e-05	10.8603763456721	ADP[m]	0	1	0	0	1	NA	NA	NA	NA	NA
31730	5	1607	1.90253e-05	10.8697408856155	MAR12031	0	1	0	0	1	NA	NA	NA	0.0310063471	0.0059137722
31711	5	1693	1.88599e-05	10.878472583	MAR11928	0	1	0	0	1	NA	NA	NA	0.0071266115	0.006860421
22250	5	755	1.87732e-05	10.8830802370805	glucuronate[r]	0	1	0	0	1	NA	NA	NA	NA	NA
29358	5	1052	1.86317e-05	10.8906461268429	MAR06456	0	1	0	0	1	NA	NA	NA	0.0220443756	0.0028269754
38633	5	1171	1.86103e-05	10.8917953670747	trehalose[e]	0	1	0	0	1	NA	NA	NA	NA	NA
38056	5	96	1.85764e-05	10.8936186000795	tetrahydrobiopterin[c]	0	1	0	0	1	NA	NA	NA	NA	NA
31714	5	1445	1.85007e-05	10.897701988758	MAR11944	0	1	0	0	1	NA	NA	NA	0.0153979033	0.0035631008
17423	5	445	1.84165e-05	10.9022635560492	acetyl-CoA[x]	0	1	0	0	1	NA	NA	NA	NA	NA
20507	5	56	1.84046e-05	10.9029099245941	dCTP[c]	0	1	0	0	1	NA	NA	NA	NA	NA
17421	5	445	1.82532e-05	10.9111701508407	acetyl-CoA[c]	0	1	0	0	1	NA	NA	NA	NA	NA
30365	5	314	1.81823e-05	10.9150619645657	MAR07890	0	1	0	0	1	NA	NA	NA	0.045004313	0.0543990681
20259	5	666	1.81324e-05	10.9178101646834	CTP[c]	0	1	0	0	1	NA	NA	NA	NA	NA
24082	5	457	1.80981e-05	10.9197035975782	L-cysteate[e]	0	1	0	0	1	NA	NA	NA	NA	NA
30361	5	314	1.80573e-05	10.9219605228131	MAR07886	0	1	0	0	1	NA	NA	NA	0.045004313	0.0543990681
28010	5	314	1.80547e-05	10.9221045192688	MAR04572	0	1	0	0	1	NA	NA	NA	0.045004313	0.0543990681
20417	5	1676	1.80422e-05	10.9227970995457	D-aspartate[c]	0	1	0	0	1	NA	NA	NA	NA	NA
23904	5	1076	1.80042e-05	10.9249054939528	kinetensin,1-8[e]	0	1	0	0	1	NA	NA	NA	NA	NA
31709	5	1052	1.78907e-05	10.9312295332047	MAR11905	0	1	0	0	1	NA	NA	NA	0.0220445613	0.0028269706
30979	5	1382	1.77338e-05	10.9400381348416	MAR09185	0	1	0	0	1	NA	NA	NA	0.0285057383	0.0023408224
31713	5	1953	1.7717e-05	10.940985927346	MAR11943	0	1	0	0	1	NA	NA	NA	0.0079779809	0.0026590883
31968	5	1949	1.77115e-05	10.9412964118454	MAR12534	0	1	0	0	1	NA	NA	NA	0.0267700703	0.005363431
25184	5	358	1.76472e-05	10.9449334273963	MAR00730	0	1	0	0	1	NA	NA	NA	0.0003677855	0.0041235715
28198	5	1956	1.76273e-05	10.946061721326	MAR04813	0	1	0	0	1	NA	NA	NA	0.0311021315	0.016427287
32821	5	666	1.7505e-05	10.9530240035576	N-acetylneuraminate[c]	0	1	0	0	1	NA	NA	NA	NA	NA
22262	5	1171	1.74783e-05	10.9545504464709	GM1[e]	0	1	0	0	1	NA	NA	NA	NA	NA
12161	5	1607	1.71329e-05	10.9745099663199	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline[c]	0	1	0	0	1	NA	NA	NA	NA	NA
39134	5	1693	1.69729e-05	10.9838926035126	uroporphyrin,I[c]	0	1	0	0	1	NA	NA	NA	NA	NA
21455	5	480	1.69521e-05	10.9851188380067	FAD[m]	0	1	0	0	1	NA	NA	NA	NA	NA
21458	5	480	1.69521e-05	10.9851188380067	FADH2[m]	0	1	0	0	1	NA	NA	NA	NA	NA
30190	5	1676	1.68758e-05	10.989629914922	MAR07640	0	1	0	0	1	NA	NA	NA	0.0140114977	0.0025047325
30325	5	56	1.68213e-05	10.9928646174644	MAR07843	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30326	5	56	1.68115e-05	10.9934473819251	MAR07844	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30324	5	56	1.67777e-05	10.9954599342579	MAR07842	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30323	5	56	1.67692e-05	10.9959666875008	MAR07841	0	1	0	0	1	NA	NA	NA	0.045004313	0.0543990681
19566	5	358	1.65838e-05	11.0070842427202	ceramide,pool[r]	0	1	0	0	1	NA	NA	NA	NA	NA
30330	5	56	1.6515e-05	11.0112414991215	MAR07848	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30335	5	56	1.64991e-05	11.0122047239999	MAR07853	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
24080	5	1267	1.6495e-05	11.0124532532837	L-carnitine[x]	0	1	0	0	1	NA	NA	NA	NA	NA
30318	5	56	1.64919e-05	11.012641206684	MAR07836	0	1	0	0	1	NA	NA	NA	0.045004313	0.0543990681
30336	5	56	1.64894e-05	11.012792807743	MAR07854	0	1	0	0	1	NA	NA	NA	0.045004313	0.0543990681
30332	5	56	1.64873e-05	11.0129201703962	MAR07850	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30319	5	56	1.6476e-05	11.0136057813904	MAR07837	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30333	5	56	1.64714e-05	11.0138850143515	MAR07851	0	1	0	0	1	NA	NA	NA	0.045004313	0.0543990681
30320	5	56	1.64663e-05	11.0141946898929	MAR07838	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30329	5	56	1.64617e-05	11.014474087368	MAR07847	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30321	5	56	1.64555e-05	11.0148507901297	MAR07839	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30312	5	56	1.6447e-05	11.0153674682051	MAR07830	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30317	5	56	1.64324e-05	11.0162555623285	MAR07835	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30331	5	56	1.64278e-05	11.0165355362806	MAR07849	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30322	5	56	1.6424e-05	11.0167668782476	MAR07840	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
30334	5	56	1.64193e-05	11.0170530857866	MAR07852	0	1	0	0	1	NA	NA	NA	0.0326305828	0.0642558059
