layer	node	module	flow	log_flow	Filtered
1	7	8	9.30064e-06	11.5854273429686	TRUE
1	8	242	7.34435e-06	11.8215792478296	TRUE
1	9	242	7.34435e-06	11.8215792478296	TRUE
1	12	242	7.34435e-06	11.8215792478296	TRUE
1	13	242	7.34435e-06	11.8215792478296	TRUE
1	14	242	7.34435e-06	11.8215792478296	TRUE
1	18	8	9.30064e-06	11.5854273429686	TRUE
1	64	259	7.89962e-06	11.748695900914	TRUE
1	65	259	7.89962e-06	11.748695900914	TRUE
1	66	259	7.89962e-06	11.748695900914	TRUE
1	67	259	7.89962e-06	11.748695900914	TRUE
1	68	259	7.89962e-06	11.748695900914	TRUE
1	69	259	7.89962e-06	11.748695900914	TRUE
1	70	259	7.89962e-06	11.748695900914	TRUE
1	71	259	7.89962e-06	11.748695900914	TRUE
1	72	259	1.57992e-05	11.0555512521246	TRUE
1	73	259	7.89962e-06	11.748695900914	TRUE
1	74	259	7.89962e-06	11.748695900914	TRUE
1	75	259	7.89962e-06	11.748695900914	TRUE
1	76	259	7.89962e-06	11.748695900914	TRUE
1	77	259	7.89962e-06	11.748695900914	TRUE
1	78	259	7.89962e-06	11.748695900914	TRUE
1	79	259	7.89962e-06	11.748695900914	TRUE
1	80	259	7.89962e-06	11.748695900914	TRUE
1	81	259	7.89962e-06	11.748695900914	TRUE
1	82	259	7.89962e-06	11.748695900914	TRUE
1	83	259	7.89962e-06	11.748695900914	TRUE
1	84	259	7.89962e-06	11.748695900914	TRUE
1	85	259	0.000377193	7.88275356517144	TRUE
1	86	259	7.89962e-06	11.748695900914	TRUE
1	87	259	7.89962e-06	11.748695900914	TRUE
1	88	259	7.89962e-06	11.748695900914	TRUE
1	89	259	7.89962e-06	11.748695900914	TRUE
1	90	259	7.89962e-06	11.748695900914	TRUE
1	91	259	7.89962e-06	11.748695900914	TRUE
1	92	259	7.89962e-06	11.748695900914	TRUE
1	93	259	7.89962e-06	11.748695900914	TRUE
1	94	259	7.89962e-06	11.748695900914	TRUE
1	95	259	7.89962e-06	11.748695900914	TRUE
1	96	259	7.89962e-06	11.748695900914	TRUE
1	97	259	7.89962e-06	11.748695900914	TRUE
1	98	259	7.89962e-06	11.748695900914	TRUE
1	99	259	7.89962e-06	11.748695900914	TRUE
1	100	259	7.89962e-06	11.748695900914	TRUE
1	101	259	7.89962e-06	11.748695900914	TRUE
1	123	70	6.9718e-06	11.8736371168912	TRUE
1	124	70	6.9718e-06	11.8736371168912	TRUE
1	125	70	1.39436e-05	11.1804899363313	TRUE
1	126	70	7.27736e-06	11.8307423988871	TRUE
1	127	70	7.27736e-06	11.8307423988871	TRUE
1	128	70	7.27736e-06	11.8307423988871	TRUE
1	129	70	7.27736e-06	11.8307423988871	TRUE
1	130	70	8.50069e-06	11.675363221292	TRUE
1	131	70	7.27736e-06	11.8307423988871	TRUE
1	132	70	0.000635572	7.3609851771355	TRUE
1	133	70	1.35625e-05	11.2082019266636	TRUE
1	134	70	7.27736e-06	11.8307423988871	TRUE
1	135	70	7.27736e-06	11.8307423988871	TRUE
1	136	70	7.27736e-06	11.8307423988871	TRUE
1	137	70	7.27736e-06	11.8307423988871	TRUE
1	138	70	1.42492e-05	11.1588097931764	TRUE
1	139	70	1.42492e-05	11.1588097931764	TRUE
1	140	70	2.1221e-05	10.7605193005354	TRUE
1	141	70	6.9718e-06	11.8736371168912	TRUE
1	142	70	6.9718e-06	11.8736371168912	TRUE
1	143	70	0.000133384	8.92227837170612	TRUE
1	144	70	6.28515e-06	11.9773208498584	TRUE
1	145	70	6.28515e-06	11.9773208498584	TRUE
1	146	70	6.28515e-06	11.9773208498584	TRUE
1	147	70	6.28515e-06	11.9773208498584	TRUE
1	148	70	6.28515e-06	11.9773208498584	TRUE
1	149	70	6.28515e-06	11.9773208498584	TRUE
1	150	70	1.3257e-05	11.2309848431476	TRUE
1	151	70	1.3257e-05	11.2309848431476	TRUE
1	152	70	1.3257e-05	11.2309848431476	TRUE
1	153	70	1.3257e-05	11.2309848431476	TRUE
1	154	70	6.9718e-06	11.8736371168912	TRUE
1	155	70	6.9718e-06	11.8736371168912	TRUE
1	156	70	1.3257e-05	11.2309848431476	TRUE
1	157	70	6.9718e-06	11.8736371168912	TRUE
1	158	70	6.9718e-06	11.8736371168912	TRUE
1	159	70	1.39436e-05	11.1804899363313	TRUE
1	160	70	6.9718e-06	11.8736371168912	TRUE
1	161	70	6.9718e-06	11.8736371168912	TRUE
1	162	70	6.9718e-06	11.8736371168912	TRUE
1	163	70	6.9718e-06	11.8736371168912	TRUE
1	164	70	0.000122711	9.00567856071394	TRUE
1	165	70	6.9718e-06	11.8736371168912	TRUE
1	166	70	6.9718e-06	11.8736371168912	TRUE
1	167	70	6.9718e-06	11.8736371168912	TRUE
1	168	70	6.9718e-06	11.8736371168912	TRUE
