"name"	"NR"	"R"	"distance"
"1"	"(10Z)-heptadecenoic"	0.215608249526212	0.231463465392788	0.0173976493131956
"2"	"(11Z,14Z)-eicosadienoic"	0.221362999574271	0.231228636263749	0.0230630665547869
"3"	"(11Z,14Z,17Z)-eicosatrienoic"	0.221468197799667	0.230656861120273	0.0237341141649242
"4"	"(13Z)-eicosenoic"	0.228740175385947	0.237141463785002	0.0241118625501963
"5"	"(13Z)-octadecenoic"	0.225185813655047	0.236271547912314	0.0216276319521717
"6"	"(13Z,16Z)-docosadienoic"	0.219026540860037	0.231667343859414	0.0204195116915555
"7"	"(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic"	0	0	0.045397960430509
"8"	"(1R,2S)-naphthalene"	0.398894411821486	0.403227149948536	0.0185957173693741
"9"	"(1S,2R)-naphthalene"	0	0	0.045397960430509
"10"	"(3E,5Z,8Z)-Tetradecatrienoyl"	0.258315204472858	0.261533012950723	0.0276293971928861
"11"	"(3S)-3-Hydroxy-Cis-8-Tetradecenoyl"	0.272430047812667	0.274834334683754	0.0276478373629013
"12"	"(5-L-glutamyl)-L-amino"	0.236041807253312	0.242969534255173	0.0251741270016116
"13"	"(6Z,9Z)-octadecadienoic"	0.246379132398105	0.252940595468421	0.0249580950386474
"14"	"(7Z)-octadecenoic"	0.304793121395239	0.314739677031575	0.0182825742914023
"15"	"(7Z)-tetradecenoic"	0.216404479348626	0.232117925825165	0.0174945675110546
"16"	"(8Z,11Z,14Z)-Eicosatrienoic"	0.196287288743433	0.192429278085408	0.0381992150342707
"17"	"(9E)-tetradecenoic"	0.243190621406051	0.252940595468421	0.0219491911339457
"18"	"(Glc)3"	0	0	0.045397960430509
"19"	"(S)-3-Hydroxyisobutyryl"	0	0	0.045397960430509
"20"	"(S)-3-Hydroxyoctadecanoyl"	0.204563919825777	0.211932612611683	0.0265062934698782
"21"	"(Z,Z,Z)-7,10,13-Hexadecatrienoic"	0.249757342920521	0.256770204767281	0.0243164035036379
"22"	"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.045397960430509
"23"	"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.045397960430509
"24"	"(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.045397960430509
"25"	"(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.045397960430509
"26"	"(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.045397960430509
"27"	"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.045397960430509
"28"	"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine,"	0	0	0.045397960430509
"29"	"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.045397960430509
"30"	"1,1-dichloroethylene"	0	0	0.045397960430509
"31"	"1,2-Diacyl-Sn-Glycerol"	0.196287288743433	0.192429278085408	0.0381992150342707
"32"	"1,2-diacylglycerol-LD-PC"	0.247811356702073	0.255884902154603	0.0233653362415452
"33"	"1,2-diacylglycerol-LD-PE"	0	0	0.045397960430509
"34"	"1,2-diacylglycerol-LD-PI"	0.0636505465187923	0.0623999206848351	0.043063185650478
"35"	"1,2-diacylglycerol-LD-PS"	0	0	0.045397960430509
"36"	"1,2-diacylglycerol-LD-SM"	0	0	0.045397960430509
"37"	"1,2-diacylglycerol-LD-TAG"	0.225711930000046	0.23491861291832	0.0234770474440342
"38"	"1,2-diacylglycerol-VLDL"	0.222037041555082	0.226844167247007	0.0280836091347207
"39"	"1,2-diacylglycerol-bile-PC"	0	0	0.045397960430509
"40"	"1,2-diacylglycerol-chylomicron"	0.226124874466348	0.233224810787387	0.0255605331044192
"41"	"1-Acyl"	0.196287288743433	0.192429278085408	0.0381992150342707
"42"	"1-Acylglycerone"	0	0	0.045397960430509
"43"	"1-Alkyl-2-Acetyl-Sn-Glycerol"	0.171124296025082	0.176643014781687	0.0302399032928028
"44"	"1-Alkyl-Sn-Glycerol"	0	0	0.045397960430509
"45"	"1-Arachidonoyl"	0.196287288743433	0.192429278085408	0.0381992150342707
"46"	"1-Didecanoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"47"	"1-Dihomo-Linolenoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"48"	"1-Dihomo-Linolenoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"49"	"1-Docosahexenoylglyceroethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"50"	"1-Docosahexenoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"51"	"1-Docosapentenoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"52"	"1-Docosatetraenoyglycerophosphoethanolamine"	0.110028470011159	0.107865869523132	0.0413627171369791
"53"	"1-Docosatetraenoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"54"	"1-Eicosadienoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"55"	"1-Eicosapentenoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"56"	"1-Eicosatetraenoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"57"	"1-Eicosatrienoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"58"	"1-Eicosatrienoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"59"	"1-Eicosenoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"60"	"1-Gamma-Linolenoyl-Cholesterol,"	0.212610035493036	0.216770678805691	0.0292611096304336
"61"	"1-Heptadecanoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"62"	"1-Hexadecenoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"63"	"1-Lignocericylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"64"	"1-Linoleoyl-Cholesterol,"	0.212610035493036	0.216770678805691	0.0292611096304336
"65"	"1-Linoleoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"66"	"1-Linoleoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"67"	"1-Myristoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"68"	"1-Nonadecanoylglycerophosphocholine,"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"69"	"1-Octadeca-Trienoylglycerophosphocholine,"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"70"	"1-Oleoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"71"	"1-Oleoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"72"	"1-Palmitoleoylglycerophosphocholine"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"73"	"1-Pentadecanoylglycerophosphocholine,"	0.0847592132444172	0.0802066609552542	0.0451760724072393
"74"	"1-Pentadecanoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"75"	"1-Timnodnoyl-Cholesterol,"	0.212610035493036	0.216770678805691	0.0292611096304336
"76"	"1-Tridecanoylglycerophosphoethanolamine"	0.0848619594891833	0.0802698185165949	0.0452098734506645
"77"	"1-Vaccenoyl-Cholesterol,"	0.212610035493036	0.216770678805691	0.0292611096304336
"78"	"1-acyl-PE"	0	0	0.045397960430509
"79"	"1-acylglycerol-3P"	0.226928398721386	0.23719122293072	0.0223523831325297
"80"	"1-acylglycerol-3P-bile-PC"	0	0	0.045397960430509
"81"	"1-acylglycerol-LD-PC"	0	0	0.045397960430509
"82"	"1-acylglycerol-LD-PE"	0	0	0.045397960430509
"83"	"1-acylglycerol-LD-PI"	0	0	0.045397960430509
"84"	"1-acylglycerol-LD-PS"	0	0	0.045397960430509
"85"	"1-acylglycerol-LD-SM"	0	0	0.045397960430509
"86"	"1-acylglycerol-LD-TG1"	0	0	0.045397960430509
"87"	"1-acylglycerol-VLDL"	0.219911798288743	0.229833469129188	0.0230887777817417
"88"	"1-acylglycerol-chylomicron"	0.222307693369449	0.233134014398975	0.0220491681278448
"89"	"1-alpha,25-dihydroxyvitamin"	0.380001599077614	0.381805355625506	0.0221889207991921
"90"	"1-hydroxy"	0.43080356883661	0.434509194576767	0.0174254043230049
"91"	"10,11-epoxy-(4Z,7Z)-hexadecadienoic"	0	0	0.045397960430509
"92"	"10,13,16,19-docosatetraenoic"	0.220299775533939	0.231401575046228	0.0218867945630133
