"name"	"Cluster_NR"	"mIDH1"	"distance"
"9282"	"ITGA2"	0.557080025203815	0.545325219325647	-0.0155
"9283"	"ITGA2B"	0.702508845537825	0.67497608445679	-0.0275
"9284"	"ITGA3"	0.554583085752747	0.539324522503899	-0.018
"9285"	"ITGA4"	0.778270615373099	0.760723825243544	-0.0209
"9286"	"ITGA5"	0.772036706505578	0.744232019353266	-0.0281
"9287"	"ITGA6"	0.595767619605607	0.581648879446349	-0.0174
"9288"	"ITGA7"	0.545420234500702	0.537096158521872	-0.013
"9289"	"ITGA7_VARIANT_PROTEIN"	0.515461668267196	0.501432185837687	-0.0169
"9290"	"ITGA8"	0.563931543066056	0.548581775258219	-0.0181
"9291"	"ITGA9"	0.542711846965103	0.527882118684591	-0.0176
"9292"	"ITGAD"	0.532792003149811	0.51835138679337	-0.0173
"9293"	"ITGAE"	0.524539148531421	0.51641698279728	-0.0128
"9294"	"ITGAL"	0.712668896496764	0.702766132268537	-0.0151
"9295"	"ITGAM"	0.702672275869189	0.68282474527034	-0.0221
"9296"	"ITGAV"	0.600433313634782	0.586889178259442	-0.017
"9297"	"ITGAX"	0.671290781740793	0.649362904806511	-0.0234
"9298"	"ITGB1"	0.833220646628996	0.814151242785934	-0.0223
"9299"	"ITGB1BP1"	0.510761890084762	0.538389670905397	0.0125
"9300"	"ITGB1BP2"	0.489814547461775	0.473134133039677	-0.0186
"9301"	"ITGB2"	0.796034421101769	0.772737133012899	-0.025
"9302"	"ITGB3"	0.736285600232294	0.718171525251424	-0.021
"9303"	"ITGB3BP"	0.643108859455363	0.631002677752558	-0.0163
"9304"	"ITGB4"	0.616527751071216	0.601617160067148	-0.0181
"9305"	"ITGB5"	0.606000954835891	0.590437988322538	-0.0185
"9306"	"ITGB6"	0.574060281822614	0.559418878430325	-0.0177
"9307"	"ITGB7"	0.579219272211164	0.590748224738767	7e-04
"9308"	"ITGB8"	0.576259235060454	0.56209659796815	-0.0173
"9309"	"ITGBL1"	0.584773948201636	0.542134748038122	-0.0374
"9310"	"ITIH1"	0.502441453654097	0.417594110744074	-0.0667
"9311"	"ITIH2"	0.552248161328263	0.567318164767591	0.0034
"9312"	"ITIH3"	0.566202045913002	0.516921885742673	-0.042
"9313"	"ITIH4"	0.526518988416612	0.507806082915924	-0.0203
"9314"	"ITIH4-AS1"	0.291685423369406	0.273561519764065	-0.0185
"9315"	"ITIH5"	0.435528007245504	0.384861007831802	-0.0422
"9316"	"ITIH6"	0.285917552632917	0.280132031379153	-0.0098
"9317"	"ITK"	0.602550334933536	0.586615829161921	-0.0187
"9318"	"ITLN1"	0.517524208874821	0.498877108875592	-0.0202
"9319"	"ITLN2"	0.390424823427121	0.41653221701455	0.0121
"9320"	"ITM2A"	0.531241515607893	0.500867773587063	-0.0285
"9321"	"ITM2B"	0.594907581779548	0.60430164184362	-9e-04
"9322"	"ITM2C"	0.476890732344134	0.45722850841174	-0.0206
"9323"	"ITPA"	0.635997851507688	0.629810887536783	-0.0121
"9324"	"ITPK1"	0.58489409694094	0.57034751635972	-0.0177
"9325"	"ITPKA"	0.559155262259183	0.548918777581374	-0.0145
"9326"	"ITPKB"	0.464261604339492	0.445037233821999	-0.0203
"9327"	"ITPKB-AS1"	0.248541727641027	0.237656206432132	-0.0131
"9328"	"ITPKC"	0.581518522862901	0.547737973517802	-0.0312
"9329"	"ITPR1"	0.738792729037368	0.723623543065296	-0.019
"9330"	"ITPR2"	0.654534000240404	0.661854427850611	-0.0027
"9331"	"ITPR3"	0.578706665523443	0.573244495605308	-0.0112
"9332"	"ITPRIP"	0.469833834119769	0.408824194078913	-0.0497
"9333"	"ITPRIPL1"	0.467207298715273	0.487539769452768	0.0076
"9334"	"ITPRIPL2"	0.449169341681495	0.362454551548731	-0.0677
"9335"	"ITSN1"	0.642730244434521	0.627517967912089	-0.0185
"9336"	"ITSN2"	0.51703250315416	0.486540359727653	-0.0285
"9337"	"IVD"	0.525651416723442	0.555954246454794	0.0143
"9338"	"IVL"	0.612616837894695	0.519596428501877	-0.0731
"9339"	"IVNS1ABP"	0.591757561884889	0.601739886150472	-4e-04
"9340"	"IWS1"	0.702638036820212	0.693412333753876	-0.0146
"9341"	"IYD"	0.380496556885991	0.461724623768768	0.051
"9342"	"IZUMO1"	0.370379815261296	0.379639380741013	4e-04
"9343"	"JADE1"	0.363328950516106	0.346462523301191	-0.018
"9344"	"JADE2"	0.388104768861693	0.377795647886647	-0.0135
"9345"	"JADE3"	0.29371703721435	0.27725567087143	-0.0173
"9346"	"JAG1"	0.519424525470618	0.507202133976214	-0.0156
"9347"	"JAG2"	0.529485035935451	0.501760743290946	-0.0266
"9348"	"JAGN1"	0.615593821925417	0.620812863595961	-0.0039
"9349"	"JAK1"	0.754208348870084	0.718466374427197	-0.0336
"9350"	"JAK2"	0.651717910213188	0.633378443630603	-0.0207
"9351"	"JAK3"	0.536796909514433	0.519385977629848	-0.0194
"9352"	"JAKMIP1"	0.459688877938972	0.452819842965395	-0.0115
"9353"	"JAKMIP2"	0.479743322536267	0.440973168541756	-0.0341
"9354"	"JAKMIP3"	0.44432764268031	0.408709370446691	-0.0317
"9355"	"JAM2"	0.557493390131814	0.519770415594592	-0.0338
"9356"	"JAM3"	0.553927286416851	0.567562033128634	0.0024
"9357"	"JAML"	0.411620448331616	0.386427841346877	-0.0241
"9358"	"JARID2"	0.549286334202818	0.53989686151799	-0.0138
"9359"	"JAZF1"	0.525152528777875	0.509045337404554	-0.0184
"9360"	"JCHAIN"	0.314797090826802	0.287361278851817	-0.0252
"9361"	"JDP2"	0.496307610495587	0.476683265258771	-0.0207
"9362"	"JKAMP"	0.387537337108271	0.472136730278774	0.0533
"9363"	"JMJD1C"	0.501452346134233	0.486767278684326	-0.0173
"9364"	"JMJD4"	0.445954082650768	0.472166900325975	0.0119
"9365"	"JMJD6"	0.58155970375117	0.563537140104564	-0.0201
"9366"	"JMJD7"	0.315515959384979	0.295356853772316	-0.02
"9367"	"JMJD7-PLA2G4B"	0.605899551995407	0.596762001955321	-0.014
"9368"	"JMJD8"	0.515324830265878	0.500399974743283	-0.0175
"9369"	"JMY"	0.506055189651372	0.49726602319956	-0.0131
"9370"	"JOSD1"	0.597463178660334	0.558233138030764	-0.0351
"9371"	"JOSD2"	0.51703883320404	0.483148318536062	-0.0309
"9372"	"JPH1"	0.439484548128415	0.408512650180623	-0.0284
"9373"	"JPH2"	0.29732413171919	0.339677728142509	0.0241
"9374"	"JPH3"	0.429168607902572	0.419332237372042	-0.0134
"9375"	"JPH4"	0.603293593285115	0.615519259037249	0.0011
"9376"	"JRK"	0.473253334999229	0.498200573033951	0.0108
"9377"	"JRKL"	0.481244264004895	0.49670478902649	0.0041
"9378"	"JSRP1"	0.491174108871364	0.419576581228823	-0.0573
"9379"	"JTB"	0.521030202269451	0.417441297203379	-0.08
"9380"	"JUN"	0.712235912948256	0.696607312786367	-0.0192
"9381"	"JUNB"	0.575342379198733	0.558910969463273	-0.0189
"9382"	"JUND"	0.516863811675515	0.499082409233319	-0.0195
"9383"	"JUP"	0.599206193590386	0.586590877800902	-0.0164
"9384"	"KAAG1"	0.384761319144336	0.466514139282308	0.0513
"9385"	"KAL1"	0.247005636299981	0.235516003373351	-0.0135
"9386"	"KALRN"	0.514297970875609	0.49655868439045	-0.0195
"9387"	"KANK1"	0.52638630187703	0.591384192888681	0.0387
"9388"	"KANK2"	0.573539881934387	0.548591023891389	-0.0249
"9389"	"KANK3"	0.459028468838185	0.49390384606858	0.0179
"9390"	"KANK4"	0.449387363122324	0.407594302075774	-0.0361
"9391"	"KANSL1"	0.449424532883858	0.424231185368548	-0.0244
"9392"	"KANSL1L"	0.300816261759491	0.27834120746574	-0.0216
"9393"	"KANSL2"	0.395699683673461	0.373983368966249	-0.0216
"9394"	"KANSL3"	0.485022134353872	0.465054473454696	-0.0209
"9395"	"KARS1"	0.578398865306516	0.565101235405671	-0.0167
"9396"	"KAT14"	0.329645283993844	0.305685144085814	-0.0228
"9397"	"KAT2A"	0.620167232183024	0.608325592892432	-0.016
"9398"	"KAT2B"	0.718808420316506	0.712268684214669	-0.0128
"9399"	"KAT5"	0.768005348772457	0.759823719285353	-0.0142
"9400"	"KAT6A"	0.477782046775392	0.472159982464165	-0.0108
"9401"	"KAT6B"	0.449277371595962	0.447486102993498	-0.0079
"9402"	"KAT7"	0.595975525085077	0.577240364832115	-0.0207
"9403"	"KAT8"	0.63140711608779	0.623124177963259	-0.0135
"9404"	"KATNA1"	0.578231012696604	0.536495271883971	-0.0368
"9405"	"KATNAL1"	0.68891254075241	0.667502631291423	-0.0231
"9406"	"KATNAL2"	0.444570426032152	0.372982221910825	-0.057
"9407"	"KATNB1"	0.569487616927705	0.553861362669576	-0.0183
"9408"	"KAZALD1"	0.48501241016079	0.459420729192753	-0.0249
"9409"	"KB-1083B1.1"	0.292064114585113	0.281956159600736	-0.0128
"9410"	"KB-1107E3.1"	0.245796534486272	0.234899597269369	-0.0131
"9411"	"KB-1205A7.2"	0.257882274605011	0.247188511321817	-0.013
"9412"	"KB-1448A5.1"	0.245053827123661	0.234724974042321	-0.0127
"9413"	"KB-1507C5.3"	0.348396081192279	0.316040036215391	-0.0288
"9414"	"KB-1572G7.2"	0.267102054565417	0	-0.1937
"9415"	"KB-1608C10.2"	0.242623225400583	0.231703304605066	-0.0131
"9416"	"KB-1615E4.3"	0.259824167545843	0.249016971240445	-0.0131
"9417"	"KB-1991G8.1"	0.291514231927528	0.285111233310826	-0.0102
"9418"	"KBTBD11"	0.396968034219003	0.391528798731013	-0.0102
"9419"	"KBTBD12"	0.416426636327023	0.337587749600433	-0.062
"9420"	"KBTBD13"	0.526612117858337	0.578302897641005	0.0293
"9421"	"KBTBD2"	0.537050255784263	0.535266234964514	-0.0084
"9422"	"KBTBD3"	0.443842770386581	0.487646572565135	0.0243
"9423"	"KBTBD4"	0.44621995367486	0.479891008416375	0.0171
"9424"	"KBTBD6"	0.608107536416852	0.634708690489465	0.0112
"9425"	"KBTBD7"	0.587816622640199	0.566025611721965	-0.0228
"9426"	"KBTBD8"	0.608262862275397	0.583979305275231	-0.0247
"9427"	"KC6"	0.3642548722959	0.393590823424793	0.0145
"9428"	"KCMF1"	0.544572629480813	0.544110645087986	-0.0075
"9429"	"KCNA1"	0.587249244572067	0.566922100279256	-0.0217
"9430"	"KCNA10"	0.541470780873083	0.540419426457409	-0.0079
"9431"	"KCNA2"	0.630254058977674	0.592967375950714	-0.0339
"9432"	"KCNA3"	0.646193782361477	0.630628938963648	-0.0187
"9433"	"KCNA4"	0.560535824086941	0.619492399304845	0.0342
"9434"	"KCNA5"	0.557809359085738	0.577244565035357	0.0064
"9435"	"KCNA6"	0.622915392628711	0.586785811838645	-0.0331
"9436"	"KCNA7"	0.555910920096455	0.604643476677408	0.0271
"9437"	"KCNAB1"	0.542808046925849	0.564864519380041	0.0084
"9438"	"KCNAB1-AS1"	0.244493505291975	0	-0.1776
"9439"	"KCNAB1-AS2"	0.256559926263107	0.254571194115125	-0.0069
"9440"	"KCNAB2"	0.764832373800252	0.762544611708988	-0.0101
"9441"	"KCNAB3"	0.390984308057461	0.332166703193164	-0.0477
"9442"	"KCNB1"	0.593684726258096	0.591719019245244	-0.0088
"9443"	"KCNB2"	0.562528992281135	0.572537481980704	-2e-04
"9444"	"KCNC1"	0.600996221878562	0.609242404809959	-0.0017
"9445"	"KCNC2"	0.617469878069669	0.567041429872113	-0.0431
"9446"	"KCNC3"	0.63092570691801	0.630965478354453	-0.0077
"9447"	"KCNC4"	0.576088445268541	0.564017837754873	-0.0159
"9448"	"KCND1"	0.587736044267084	0.55465785411112	-0.0307
"9449"	"KCND2"	0.582896105916388	0.550270797116442	-0.0304
"9450"	"KCND3"	0.611854755766021	0.616714869662181	-0.0041
"9451"	"KCNE1"	0.597369098049975	0.570740828373495	-0.0262
"9452"	"KCNE1L"	0.267253013366318	0.256126593591827	-0.0134
"9453"	"KCNE2"	0.579903439950592	0.535295132799228	-0.0388
"9454"	"KCNE3"	0.551039875852622	0.503497687764544	-0.0407
"9455"	"KCNE4"	0.424254298708417	0.453277563668546	0.014
"9456"	"KCNF1"	0.582186131718417	0.585027989828778	-0.0054
"9457"	"KCNG1"	0.589479930724914	0.539739313541983	-0.0425
"9458"	"KCNG2"	0.579074808823137	0.567590310715991	-0.0155
"9459"	"KCNG3"	0.562962698347185	0.567517278526185	-0.0041
"9460"	"KCNG4"	0.564409180485669	0.620088526118537	0.0319
"9461"	"KCNH1"	0.509505115104637	0.495628480367813	-0.0167
"9462"	"KCNH2"	0.506225396845387	0.519753100258202	0.0026
"9463"	"KCNH3"	0.520233021556387	0.507859375908686	-0.0158
"9464"	"KCNH4"	0.551524246067176	0.56041947625301	-0.001
"9465"	"KCNH5"	0.527910050735329	0.509466214107685	-0.0201
"9466"	"KCNH6"	0.483365592989298	0.513378184638313	0.0143
"9467"	"KCNH7"	0.52033628151357	0.500861876890706	-0.0208
"9468"	"KCNH8"	0.501263181858364	0.463027278965096	-0.0339
"9469"	"KCNIP1"	0.471970381333025	0.457888564897146	-0.0167
"9470"	"KCNIP2"	0.468779640647186	0.456871071923189	-0.0151
"9471"	"KCNIP3"	0.510404731886366	0.520778337627687	3e-04
"9472"	"KCNIP4"	0.399942251300384	0.471519810499849	0.0441
"9473"	"KCNJ1"	0.452214460323014	0.464805118948642	0.0022
"9474"	"KCNJ10"	0.572923046544981	0.513656749296128	-0.0491
"9475"	"KCNJ11"	0.648123646600307	0.663038451895073	0.0027
"9476"	"KCNJ12"	0.588392315347119	0.546741243630686	-0.0368
"9477"	"KCNJ13"	0.455402096608449	0.44764530164162	-0.0121
"9478"	"KCNJ14"	0.61093307889207	0.602924993419689	-0.0132
"9479"	"KCNJ15"	0.500486785211549	0.506522910505557	-0.0027
"9480"	"KCNJ16"	0.578894026663966	0.565905448366893	-0.0165
"9481"	"KCNJ2"	0.597962141205674	0.56998018119261	-0.0272
"9482"	"KCNJ3"	0.704568613919555	0.690353280417559	-0.0181
"9483"	"KCNJ4"	0.530113240346599	0.515227293092331	-0.0176
"9484"	"KCNJ5"	0.709385590026568	0.692018777947735	-0.0204
"9485"	"KCNJ6"	0.704415110882332	0.709412483678606	-0.0046
"9486"	"KCNJ8"	0.35844403844972	0.355395542814809	-0.0082
"9487"	"KCNJ9"	0.710696801309124	0.697568906548938	-0.0174
"9488"	"KCNK1"	0.345404796351448	0.329811994030035	-0.017
"9489"	"KCNK10"	0.483247814226298	0.428981137674375	-0.045
"9490"	"KCNK12"	0.457896413142521	0.472823874146562	0.0038
"9491"	"KCNK13"	0.388809744560589	0.370232668837604	-0.0194
"9492"	"KCNK15"	0.477587371912163	0.455997863654938	-0.022
"9493"	"KCNK16"	0.374552818927332	0.441359981001971	0.0409
"9494"	"KCNK17"	0.484269356596564	0.425742950594138	-0.048
"9495"	"KCNK18"	0.49632862833927	0.420247685283423	-0.0605
"9496"	"KCNK2"	0.516092614902904	0.514743341465838	-0.008
"9497"	"KCNK3"	0.583287394808545	0.627774613571094	0.0239
"9498"	"KCNK4"	0.368817311465819	0.343206536653802	-0.0242
"9499"	"KCNK5"	0.506503990060554	0.487509495135818	-0.0203
"9500"	"KCNK6"	0.439119779971007	0.441741364103788	-0.0047
"9501"	"KCNK7"	0.526844546410574	0.489154269446077	-0.0336
"9502"	"KCNK9"	0.624935773154728	0.602720809964336	-0.0233
"9503"	"KCNMA1"	0.584378110161087	0.59458947688315	-2e-04
"9504"	"KCNMB1"	0.599968736583913	0.622924569953429	0.0087
"9505"	"KCNMB2"	0.480259142796277	0.477303316994278	-0.0089
"9506"	"KCNMB3"	0.469163840431973	0.553073940780088	0.0523
"9507"	"KCNMB4"	0.6719715975505	0.671849869557491	-0.008
"9508"	"KCNN1"	0.537137550047919	0.471516271280468	-0.0533
"9509"	"KCNN2"	0.577759707767612	0.521006292317693	-0.0473
"9510"	"KCNN3"	0.592574976411079	0.552647268718281	-0.0356
"9511"	"KCNN4"	0.584177612670134	0.560915460139949	-0.0238
"9512"	"KCNQ1"	0.573413404335452	0.550782944614966	-0.0233
"9513"	"KCNQ1-AS1"	0.255598014485698	0	-0.1855
"9514"	"KCNQ1DN"	0.505619431965741	0.452357713742737	-0.0445
"9515"	"KCNQ1OT1"	0.436058901608166	0.491779257364651	0.0327
"9516"	"KCNQ2"	0.529847085143126	0.521133384433822	-0.0132
"9517"	"KCNQ3"	0.581148312788113	0.581512713757204	-0.0071
"9518"	"KCNQ4"	0.643291777861842	0.607179867022993	-0.0332
"9519"	"KCNQ5"	0.638819973678252	0.675417750495998	0.018
"9520"	"KCNQ5-AS1"	0.239698373019181	0.229027190761149	-0.0129
"9521"	"KCNRG"	0.439812878794572	0.409368889908673	-0.028
"9522"	"KCNS1"	0.625792018795858	0.572486151965119	-0.0452
"9523"	"KCNS2"	0.586984128277573	0.585531797555534	-0.0084
"9524"	"KCNS3"	0.576900390482822	0.549657388265511	-0.0266
"9525"	"KCNT1"	0.472728194362125	0.427582457609201	-0.0386
"9526"	"KCNT2"	0.380887644303436	0.403552498155049	0.0097
"9527"	"KCNU1"	0.539533170344235	0.5286368707986	-0.0148
"9528"	"KCNV1"	0.57062854985817	0.539446040480076	-0.0293
"9529"	"KCNV2"	0.56500349966537	0.565117255619311	-0.0072
"9530"	"KCP"	0.482890443798258	0.444879388841069	-0.0336
"9531"	"KCTD1"	0.541227021864823	0.533865873303365	-0.0123
"9532"	"KCTD10"	0.627928132557511	0.567795181135839	-0.05
"9533"	"KCTD11"	0.399908694970006	0.44255837424022	0.0237
"9534"	"KCTD12"	0.458226798042785	0.423000641550919	-0.0315
"9535"	"KCTD13"	0.597803832288544	0.577296861350592	-0.0219
"9536"	"KCTD14"	0.458481456984686	0.463483721084906	-0.0032
"9537"	"KCTD15"	0.420887333943037	0.410065158452061	-0.0141
"9538"	"KCTD16"	0.382393372445572	0.29001618570028	-0.0713
"9539"	"KCTD17"	0.548754694186112	0.577098213888193	0.0128
"9540"	"KCTD18"	0.520033069697556	0.472980421450293	-0.0402
"9541"	"KCTD19"	0.509660766051764	0.509335899902162	-0.0072
"9542"	"KCTD2"	0.498403441965144	0.43187453237236	-0.0538
"9543"	"KCTD20"	0.529444723711226	0.565408187270048	0.0182
"9544"	"KCTD21"	0.456682244840167	0.494997657465856	0.0203
"9545"	"KCTD3"	0.583469583047383	0.634309740779458	0.0284
"9546"	"KCTD4"	0.520665206058124	0.493872152697928	-0.0259
"9547"	"KCTD5"	0.591050546769594	0.574238694533001	-0.0193
"9548"	"KCTD6"	0.635289977905436	0.602958348219853	-0.0305
"9549"	"KCTD7"	0.625757915408313	0.627601401630203	-0.0064
"9550"	"KCTD8"	0.345069503080348	0.431162482172858	0.0546
"9551"	"KCTD9"	0.56271637004141	0.548151764512248	-0.0175
"9552"	"KDELR1"	0.747381887118634	0.733844777728843	-0.0179
"9553"	"KDELR2"	0.660814759137589	0.6334256065413	-0.0271
"9554"	"KDELR3"	0.633454690338312	0.63311767175601	-0.0079
"9555"	"KDM1A"	0.745631695326943	0.733551071440168	-0.0169
"9556"	"KDM1B"	0.609932524822351	0.593055258115245	-0.0194
"9557"	"KDM2A"	0.46614155320955	0.465821345301792	-0.0069
"9558"	"KDM2B"	0.530279471314783	0.522500268869325	-0.0126
"9559"	"KDM3A"	0.581826546660395	0.564393700789488	-0.0197
"9560"	"KDM3B"	0.576595653610347	0.55361829930202	-0.0235
"9561"	"KDM4A"	0.510052195580477	0.522783287661258	0.002
"9562"	"KDM4A-AS1"	0.291236851983375	0.255087578382385	-0.0312
"9563"	"KDM4B"	0.499277423128535	0.484674168720596	-0.0172
"9564"	"KDM4C"	0.519051027941607	0.514448874388795	-0.0103
"9565"	"KDM4D"	0.42705111975217	0.464112232648614	0.0196
"9566"	"KDM4E"	0.26634183547163	0.252762038869339	-0.0151
"9567"	"KDM5A"	0.508405826852686	0.506786300750414	-0.0081
"9568"	"KDM5B"	0.533522972494933	0.525629385288468	-0.0127
"9569"	"KDM5C"	0.483887608648442	0.479152902708707	-0.0102
"9570"	"KDM5D"	0.5183761356329	0.542980295265363	0.0103
"9571"	"KDM6A"	0.569304314643063	0.548800422246773	-0.0218
"9572"	"KDM6B"	0.546513827197165	0.56166321604397	0.0035
"9573"	"KDM7A"	0.220994185035605	0.223293608048926	-0.0037
"9574"	"KDR"	0.543849156716457	0.509168314991547	-0.0316
"9575"	"KDSR"	0.534690398888358	0.5272407139757	-0.0124
"9576"	"KEAP1"	0.578510603990078	0.562958896105499	-0.0183
"9577"	"KEL"	0.541054111762059	0.551830464646122	4e-04
"9578"	"KERA"	0.464126077615588	0.546651644395161	0.0514
"9579"	"KHDC1"	0.473714712345998	0.418579668310252	-0.0456
"9580"	"KHDC1L"	0.449525555382017	0.405897619964852	-0.0374
"9581"	"KHDRBS1"	0.720434946970163	0.70092134506707	-0.0219
"9582"	"KHDRBS2"	0.478810623039505	0.419645387046227	-0.0485
"9583"	"KHDRBS3"	0.484777736113505	0.488947673180292	-0.0039
"9584"	"KHK"	0.626760411481216	0.585540907918291	-0.0367
"9585"	"KHNYN"	0.485526108192996	0.447213921385315	-0.0338
"9586"	"KHSRP"	0.6378064156175	0.620442832219206	-0.0199
"9587"	"KIAA0040"	0.419325998458784	0.380851399447769	-0.0335
"9588"	"KIAA0087"	0.464339099348097	0.496381478050364	0.0159
"9589"	"KIAA0100"	0.169740215001587	0.152961486456555	-0.0168
"9590"	"KIAA0142"	0.412552127774817	0.414443900490652	-0.0051
"9591"	"KIAA0196-AS1"	0.241589059457836	0.230709006601354	-0.0131
"9592"	"KIAA0226"	0	0	-0.004
"9593"	"KIAA0232"	0.49935928483321	0.485527136959513	-0.0167
"9594"	"KIAA0319"	0.625023025238543	0.605581242755185	-0.0213
"9595"	"KIAA0319L"	0.466187423820416	0.469076119578166	-0.0047
"9596"	"KIAA0406"	0.307441305417371	0.282298888716075	-0.0235
"9597"	"KIAA0408"	0.438541036565192	0.502679428482314	0.0386
"9598"	"KIAA0430"	0.240624266028982	0.22968394757421	-0.0131
"9599"	"KIAA0513"	0.539045730733688	0.533049724965917	-0.0114
"9600"	"KIAA0586"	0.531378555067045	0.514951046477001	-0.0187
"9601"	"KIAA0753"	0.575790543759994	0.570344235434938	-0.0112
"9602"	"KIAA0754"	0.260828226714346	0.251721358884553	-0.0119
"9603"	"KIAA0907"	0.326103811211814	0.315913638716142	-0.0131
"9604"	"KIAA0930"	0.282413605516776	0.271762722150082	-0.0132
"9605"	"KIAA1107"	0.280098457359352	0.269431769683799	-0.0132
"9606"	"KIAA1109"	0.348674607998959	0.334874844823827	-0.0158
"9607"	"KIAA1143"	0.512556183557319	0.497107629809552	-0.0179
"9608"	"KIAA1149"	0.202520930499697	0.190445121887929	-0.0137
"9609"	"KIAA1191"	0.38643402360767	0.353936441488378	-0.0291
"9610"	"KIAA1210"	0.445224677041922	0.444301129986547	-0.0073
"9611"	"KIAA1211"	0.247276650916344	0.236391562600087	-0.0131
"9612"	"KIAA1217"	0.410994180209779	0.363724323695445	-0.0397
"9613"	"KIAA1328"	0.507968471973893	0.454171925076673	-0.0449
"9614"	"KIAA1456"	0.239441407182492	0.228431683933031	-0.0132
"9615"	"KIAA1462"	0.259824167545843	0.249016971240445	-0.0131
"9616"	"KIAA1522"	0.534477575192061	0.497519262092936	-0.0331
"9617"	"KIAA1549"	0.642996006047876	0.632550955274321	-0.0151
"9618"	"KIAA1549L"	0.239763184867493	0.228979454183347	-0.013
"9619"	"KIAA1586"	0.528832400286055	0.525664574237071	-0.0093
"9620"	"KIAA1598"	0.256128374286455	0.236954462632953	-0.019
"9621"	"KIAA1614"	0.406497375695807	0.39719206474836	-0.0129
"9622"	"KIAA1644"	0.285455271837349	0.274168446741457	-0.0136
"9623"	"KIAA1671"	0.536392356084774	0.532826761120933	-0.0096
"9624"	"KIAA1683"	0.242403289504701	0.230831920987581	-0.0136
"9625"	"KIAA1755"	0.423828254507654	0.380414957906703	-0.037
"9626"	"KIAA1958"	0.489636538774204	0.526906186217059	0.0194
"9627"	"KIAA2013"	0.60359910577063	0.569335412202573	-0.0317
"9628"	"KIAA2022"	0.263967354330833	0.254909332916344	-0.0119
"9629"	"KIAA2026"	0.493091311428649	0.472928342228326	-0.0211
"9630"	"KIDINS220"	0.475744633761442	0.456870274667762	-0.0201
"9631"	"KIF11"	0.679006339659817	0.675789885375412	-0.0102
"9632"	"KIF12"	0.413995957509545	0.436000850783524	0.0091
"9633"	"KIF13A"	0.553599858078474	0.564862348966342	7e-04
"9634"	"KIF13B"	0.534495383516272	0.505621809025092	-0.0275
"9635"	"KIF14"	0.585297520252595	0.595684847931119	-1e-04
"9636"	"KIF15"	0.664681822740041	0.659165957747888	-0.0118
"9637"	"KIF16B"	0.577497288114942	0.552742794693944	-0.0248
"9638"	"KIF17"	0.555586503832192	0.587347976065005	0.0151
"9639"	"KIF18A"	0.684103132092365	0.675965942156963	-0.0137
"9640"	"KIF18B"	0.543552591571131	0.563983675351313	0.0072
"9641"	"KIF19"	0.469252844772595	0.467116237054513	-0.0082
"9642"	"KIF1A"	0.397208877814817	0.425473468342736	0.0136
"9643"	"KIF1B"	0.53941984386681	0.510378864019221	-0.0276
"9644"	"KIF1C"	0.655672409698898	0.637389575592705	-0.0207
"9645"	"KIF20A"	0.448068972376877	0.449113206197681	-0.0059
"9646"	"KIF20B"	0.613881348138838	0.610090563822868	-0.0103
"9647"	"KIF21A"	0.475744146861115	0.447154867002997	-0.0269
"9648"	"KIF21B"	0.474371776231516	0.487463243184382	0.0024
"9649"	"KIF22"	0.606101313095543	0.589404349030486	-0.0193
"9650"	"KIF23"	0.651613394462003	0.649062896508119	-0.0096
"9651"	"KIF24"	0.643781516775825	0.628115148653082	-0.0188
"9652"	"KIF25"	0.379447672633168	0.459776085593686	0.0503
"9653"	"KIF26A"	0.610265209898845	0.593664015875229	-0.0193
"9654"	"KIF26B"	0.450549600977622	0.395987460358119	-0.0451
"9655"	"KIF27"	0.507107917107515	0.47901989854131	-0.0267
"9656"	"KIF28P"	0.320509544178083	0.310055840220012	-0.0132
"9657"	"KIF2A"	0.79104512693299	0.769831328190027	-0.0236
"9658"	"KIF2B"	0.671571833456459	0.662195358817367	-0.0145
"9659"	"KIF2C"	0.693695243168225	0.686275807032671	-0.0133
"9660"	"KIF3A"	0.663852964510568	0.638656536421645	-0.0256
"9661"	"KIF3B"	0.658057141671936	0.633668099358402	-0.025
"9662"	"KIF3C"	0.640693156975508	0.63163157984954	-0.0141
"9663"	"KIF4A"	0.636326017019859	0.623210783916972	-0.0169
"9664"	"KIF4B"	0.642855337867759	0.628257959975894	-0.018
"9665"	"KIF5A"	0.689579626542353	0.667339858786551	-0.0237
"9666"	"KIF5B"	0.668475899093154	0.646486017211032	-0.0234
"9667"	"KIF5B-ALK"	0.25425324523434	0.238526176731857	-0.0166
"9668"	"KIF5B-ALK_K17"	0.25425324523434	0.238526176731857	-0.0166
"9669"	"KIF5B-RET(NM_020630)_K15"	0.25425324523434	0.238526176731857	-0.0166
"9670"	"KIF5B-RET(NM_020630)_K16"	0.25425324523434	0.238526176731857	-0.0166
"9671"	"KIF5B-RET(NM_020630)_K22"	0.25425324523434	0.238526176731857	-0.0166
"9672"	"KIF5B-RET(NM_020630)_K23"	0.25425324523434	0.238526176731857	-0.0166
"9673"	"KIF5B-RET(NM_020630)_K24"	0.25425324523434	0.238526176731857	-0.0166
"9674"	"KIF5B-RET(NM_020975)_K15"	0.25425324523434	0.238526176731857	-0.0166
"9675"	"KIF5B-RET(NM_020975)_K16"	0.25425324523434	0.238526176731857	-0.0166
"9676"	"KIF5B-RET(NM_020975)_K22"	0.25425324523434	0.238526176731857	-0.0166
