"TF"	"size"	"nes"	"pval"	"pval.fdr"
"TEAD1"	121	-2.91936083659403	0.00350749962278584	0.590001785865235
"RUNX1"	20	2.67585856829018	0.00745380923939255	0.590001785865235
"NR1H4"	22	-2.60352905460378	0.0092269446526826	0.590001785865235
"ZNF92"	368	-2.53421425250702	0.0112699801170468	0.590001785865235
"HOXA1"	12	2.53006343070005	0.0114041907690103	0.590001785865235
"PA2G4"	4	2.51723303581137	0.0118280568273161	0.590001785865235
"NCOA3"	22	2.50306514788177	0.012312287804715	0.590001785865235
"ZC3H8"	337	2.47974405133128	0.0131476721084175	0.590001785865235
"DUX4"	34	2.38221297870315	0.0172089413543803	0.616024362296555
"MXI1"	67	-2.35900581742425	0.0183239685109825	0.616024362296555
"ELF5"	18	-2.29818938547306	0.0215510125660504	0.616024362296555
"KLF1"	43	2.27610662958348	0.0228396283880078	0.616024362296555
"RXRA"	12	-2.25956871336093	0.0238480312011568	0.616024362296555
"KLF5"	77	-2.25675746063832	0.0240232341842668	0.616024362296555
"TERF2"	386	-2.16773172673317	0.0301791040624362	0.722286557227639
"HMGN3"	449	2.11700813781366	0.0342591571439308	0.761474356572298
"NME2"	380	-2.07941303469516	0.0375794034662971	0.761474356572298
"HINFP"	14	2.07291949118738	0.0381797727529286	0.761474356572298
"ETV1"	28	2.0454263684929	0.0408128415308113	0.771147900503224
"RUNX2"	62	-1.99055827257722	0.0465294715704423	0.797308112495393
"GLYR1"	416	1.98956211283852	0.0466391932100369	0.797308112495393
"TCF4"	60	1.93221088929745	0.0533334816940676	0.839829428286039
"TGIF2"	15	1.89242414353301	0.058434491726354	0.839829428286039
"ATF6"	10	1.89238328885424	0.058439930937743	0.839829428286039
"HNF4A"	81	-1.86550966498593	0.0621099987371479	0.839829428286039
"ELK4"	12	1.86004681631793	0.0628789026403844	0.839829428286039
"GATA1"	15	-1.8536399035724	0.0637906947419783	0.839829428286039
"ZNF644"	291	1.83996382785435	0.0657735480588898	0.839829428286039
"MEF2C"	66	1.81663381229551	0.0692732025233034	0.839829428286039
"KLF3"	13	1.8074000835241	0.070699920949546	0.839829428286039
"EGR1"	124	1.77192876524931	0.076406382750931	0.839829428286039
"BHLHE22"	20	-1.75569825176481	0.0791399454892392	0.839829428286039
"MITF"	34	-1.75019871807732	0.080084029963581	0.839829428286039
"SOX11"	29	1.69117389156429	0.090803595906112	0.839829428286039
