"name"	"mIDH2_NR"	"mIDH1_NR"	"distance"
"43"	"1-Alkyl-2-Acetyl-Sn-Glycerol"	0.691268019535564	0.714157412560521	0.00473054582746291
"44"	"1-Alkyl-Sn-Glycerol"	0	0	0.114898447397944
"45"	"1-Arachidonoyl"	0.699064664028471	0.726460767401428	-0.000760557670184125
"46"	"1-Didecanoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"47"	"1-Dihomo-Linolenoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"48"	"1-Dihomo-Linolenoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"49"	"1-Docosahexenoylglyceroethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"50"	"1-Docosahexenoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"51"	"1-Docosapentenoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"52"	"1-Docosatetraenoyglycerophosphoethanolamine"	0.666736973671253	0.696847204653413	0.000606962532116007
"53"	"1-Docosatetraenoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"54"	"1-Eicosadienoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"55"	"1-Eicosapentenoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"56"	"1-Eicosatetraenoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"57"	"1-Eicosatrienoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"58"	"1-Eicosatrienoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"59"	"1-Eicosenoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"60"	"1-Gamma-Linolenoyl-Cholesterol,"	0.705804661091039	0.730255294042756	0.0013339303902381
"61"	"1-Heptadecanoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"62"	"1-Hexadecenoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"63"	"1-Lignocericylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"64"	"1-Linoleoyl-Cholesterol,"	0.705804661091039	0.730255294042756	0.0013339303902381
"65"	"1-Linoleoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"66"	"1-Linoleoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"67"	"1-Myristoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"68"	"1-Nonadecanoylglycerophosphocholine,"	0.657191906634176	0.688317975707125	0.000796270913346331
"69"	"1-Octadeca-Trienoylglycerophosphocholine,"	0.657191906634176	0.688317975707125	0.000796270913346331
"70"	"1-Oleoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"71"	"1-Oleoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"72"	"1-Palmitoleoylglycerophosphocholine"	0.657191906634176	0.688317975707125	0.000796270913346331
"73"	"1-Pentadecanoylglycerophosphocholine,"	0.657191906634176	0.688317975707125	0.000796270913346331
"74"	"1-Pentadecanoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"75"	"1-Timnodnoyl-Cholesterol,"	0.705804661091039	0.730255294042756	0.0013339303902381
"76"	"1-Tridecanoylglycerophosphoethanolamine"	0.657221688996285	0.688374563093904	0.000765705610358269
"77"	"1-Vaccenoyl-Cholesterol,"	0.705804661091039	0.730255294042756	0.0013339303902381
"78"	"1-acyl-PE"	0	0	0.114898447397944
"79"	"1-acylglycerol-3P"	0.71124107758163	0.735508234245679	0.000831012530162378
"80"	"1-acylglycerol-3P-bile-PC"	0	0	0.114898447397944
"81"	"1-acylglycerol-LD-PC"	0	0	0.114898447397944
"82"	"1-acylglycerol-LD-PE"	0	0	0.114898447397944
"83"	"1-acylglycerol-LD-PI"	0	0	0.114898447397944
"84"	"1-acylglycerol-LD-PS"	0	0	0.114898447397944
"85"	"1-acylglycerol-LD-SM"	0	0	0.114898447397944
"86"	"1-acylglycerol-LD-TG1"	0	0	0.114898447397944
"87"	"1-acylglycerol-VLDL"	0.708342837964419	0.733893671252367	-8.67365170957868e-05
"88"	"1-acylglycerol-chylomicron"	0.709287461279875	0.734989416724893	-0.000357125458944396
"89"	"1-alpha,25-dihydroxyvitamin"	0.768610742234428	0.787509134859833	-0.00104363499537463
"90"	"1-hydroxy"	0.787877942044875	0.804252103622741	-0.000952052957744587
"91"	"10,11-epoxy-(4Z,7Z)-hexadecadienoic"	0	0	0.114898447397944
"92"	"10,13,16,19-docosatetraenoic"	0.708632815409844	0.733968782415001	9.15176293990738e-05
"93"	"10,13,16-docosatriynoic"	0.733308410852663	0.756482388713715	-0.000861998510783724
"94"	"11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic"	0.695406967220461	0.720542913141089	0.00196141533427907
"95"	"11-Eicosenoyl"	0	0	0.114898447397944
"96"	"11-Octadecenoyl"	0.708829978920094	0.734634112747204	-0.000401542774533636
"97"	"11-dehydro-thromboxane"	0.729486718832364	0.751933206503357	0.000348013031668093
"98"	"12,13-epoxy-(6Z,9Z)-octadecadienoic"	0	0	0.114898447397944
"99"	"12,13-epoxylinoleic"	0.656300647682307	0.687254365749783	0.00108115099560036
"100"	"12,15,18,21-tetracosatetraenoic"	0.708804252904641	0.73384641483801	0.000363677249014427
"101"	"12-Dehydrocholic"	0.718515326711963	0.745260083256672	-0.00256502361102373
"102"	"12-hydroxydodecanoic"	0.754339105323449	0.776554380909991	-0.00255860155232157
"103"	"13,14-dihydro-15-oxo-lipoxin"	0	0	0.114898447397944
"104"	"13,14-dihydro-lipoxin"	0.713059485232095	0.734656068614176	0.00327199627062846
"105"	"13,15-O-didesmethyl"	0.770863578934833	0.789491903325832	-0.00105800669114287
"106"	"13,16,19-docosatrienoic"	0.707460603386223	0.733365808431528	-0.000329718602145368
"107"	"13-Docosenoyl"	0	0	0.114898447397944
"108"	"13-O-desmethyl"	0.781377258230529	0.798533210380148	-0.000913076516114164
"109"	"14-hydroxytetradecanoic"	0.754326846459042	0.776554380909991	-0.00256931263009397
"110"	"15-Keto-Prostaglandin"	0.805728217778995	0.82065443095059	-0.00175785476003498
"111"	"15-dehydro-prostaglandin"	0.639234455771575	0.671653760103741	0.00177031764067381
"112"	"15-deoxy-prostaglandin"	0.729774082072082	0.751933206503357	0.00059909420095261
"113"	"15-epi-lipoxin"	0.72151006406393	0.745925863592349	-0.000614177836941843
"114"	"15-keto-prostaglandin"	0	0	0.114898447397944
"115"	"15-oxo-lipoxin"	0.728616530816799	0.754690529145737	-0.00316962893568762
"116"	"15-oxo-prostaglandin"	0	0	0.114898447397944
"117"	"16-5-5"	0.704605779790203	0.730058922707717	0.000482789457728394
"118"	"16-hydroxyhexadecanoic"	0.77912681793764	0.797091842920633	-0.00143801198628923
"119"	"17alpha-hydroxypregnenolone"	0.729774082072082	0.751933206503357	0.00059909420095261
"120"	"2,3-Epoxy-Alpha-Tocopheryl"	0.650439578961247	0.681940989589378	0.00127346856415822
"121"	"2,3-dihydro-2-S-glutathionyl-3-hydroxy"	0	0	0.114898447397944
"122"	"2,4,7,10,13,16,19-Docosaheptenoyl"	0	0	0.114898447397944
"123"	"2,4,7,10,13,16-Docosahexenoyl"	0	0	0.114898447397944
"124"	"2,4,7,10,13-Hexadecapentaenoyl"	0	0	0.114898447397944
"125"	"2,4,7,10-Hexadecatetraenoyl"	0	0	0.114898447397944
"126"	"2,4,7-Decatrienoyl"	0	0	0.114898447397944
"127"	"2,5,8,11,14-Eicosapentaenoyl"	0	0	0.114898447397944
"128"	"2,5-diaminopyrimidine"	0.703326825274228	0.730238922429161	-0.000814685817120631
"129"	"2,6,10-Trimethyl"	0	0	0.114898447397944
"130"	"2,6,9,12,15-Octadecapentenoyl"	0	0	0.114898447397944
"131"	"2,6,9,12-Octadecatetraenoyl"	0	0	0.114898447397944
"132"	"2,6,9-Dodecatrienoyl"	0	0	0.114898447397944
"133"	"2,6-Dodecadienoyl"	0	0	0.114898447397944
"134"	"2,7,10,13,16,19-Docosahexenoyl"	0	0	0.114898447397944
"135"	"2,7,10,13,16-Docosapentenoyl"	0	0	0.114898447397944
"136"	"2,7,10,13-Hexadecatetraenoyl"	0	0	0.114898447397944
"137"	"2,7,10-Hexadecatrienoyl"	0	0	0.114898447397944
"138"	"2,7-Decadienoyl"	0	0	0.114898447397944
"139"	"2-(S-glutathionyl)acetyl"	0	0	0.114898447397944
"140"	"2-Hydroxyadipic"	0.787228008743004	0.805315355811907	-0.00258317880239545
"141"	"2-Methyl-3-Oxo-Valeryl"	0.704685320012847	0.730197960352264	0.000413249401412297
"142"	"2-amino-3-carboxymuconate"	0	0	0.114898447397944
"143"	"2-aminoadipate"	0.729939445113817	0.751336337985976	0.00134044725962745
"144"	"2-aminomuconate"	0	0	0.114898447397944
"145"	"2-hydroxy"	0.768610742234428	0.787509134859833	-0.00104363499537463
"146"	"2-hydroxy-atorvastatin-acid"	0.754736858705631	0.773790570122065	0.000552742846316234
"147"	"2-hydroxy-atorvastatin-lactone"	0.750796572167785	0.770166519687343	0.000734001669250306
"148"	"2-lysolecithin"	0.711165944708557	0.735119387222209	0.00115421284933892
"149"	"2-methoxy-6-all"	0	0	0.114898447397944
"150"	"2-methylglutaconic"	0	0	0.114898447397944
"151"	"20-OH-hepoxilin"	0	0	0.114898447397944
"152"	"20alpha,22beta"	0	0	0.114898447397944
"153"	"23S,25,26-trihydroxyvitamin"	0	0	0.114898447397944
"154"	"23s,25-dihydroxyvitamin"	0	0	0.114898447397944
"155"	"24(R),25(R)-Varanoyl"	0.723999946457675	0.749001677498215	-0.00151447832844287
"156"	"24,25,26,27-Tetranor-23-Oxo-Hydroxyvitamin"	0	0	0.114898447397944
"157"	"24-Oxo-25(R)-Trihydroxycoprostanoyl"	0.718269197821051	0.743243682950614	-0.000763676315175044
"158"	"24-oxo-1alpha,23,25-trihydroxyvitamin"	0	0	0.114898447397944
"159"	"24-oxo-1alpha,25-dihydroxyvitamin"	0	0	0.114898447397944
"160"	"24R,25-dihyoxyvitamin"	0.729774082072082	0.751933206503357	0.00059909420095261
"161"	"25-hydroxyvitamin"	0.7759191233066	0.793297351544236	-0.000446216318148562
"162"	"3''-hydroxy-lovastatin"	0.729774082072082	0.751933206503357	0.00059909420095261
"163"	"3',5'-dihydrodiol-simvastatin-lactone"	0.729774082072082	0.751933206503357	0.00059909420095261
"164"	"3'-alpha,5'beta-dihydroxy-pravastatin"	0.767494590451654	0.785744089301146	-0.000253817496452147
"165"	"3'-hydroxy-iso-delta-4',5'-hydroxy"	0.729774082072082	0.751933206503357	0.00059909420095261
"166"	"3'-hydroxy-simvastatin-acid"	0.729774082072082	0.751933206503357	0.00059909420095261
"167"	"3'-hydroxy-simvastatin-lactone"	0.680065171834066	0.706397770835744	0.00270179533141834
"168"	"3(S)-2-Hydroxyphytanoyl"	0	0	0.114898447397944
"169"	"3(S)-3-Hydroxydodecen-(5Z)-Oyl"	0.723999946457675	0.749001677498215	-0.00151447832844287
"170"	"3(S)-Hydroxy-Cis-9-Octadecenoyl"	0.699452855347054	0.727751310782047	-0.00171192221125693
"171"	"3(S)-Phytanoyl"	0.716658680176153	0.740685425487226	0.000387405150925613
"172"	"3,4-dihydro-3-hydroxy-4-S-glutathionyl"	0	0	0.114898447397944
"173"	"3,6,9,12,15-Octadecapentenoyl"	0	0	0.114898447397944
"174"	"3,6,9,12-Octadecatetraenoyl"	0	0	0.114898447397944
"175"	"3,6,9-Dodecatrienoyl"	0	0	0.114898447397944
"176"	"3,6-Dodecadienoyl"	0	0	0.114898447397944
"177"	"3,7,10,13,16,19-Docosahexenoyl"	0	0	0.114898447397944
"178"	"3,7,10,13,16-Docosapentenoyl"	0	0	0.114898447397944
"179"	"3,7,10,13-Hexadecatetraenoyl"	0	0	0.114898447397944
"180"	"3,7,10-Hexadecatrienoyl"	0	0	0.114898447397944
"181"	"3,7-Decadienoyl"	0	0	0.114898447397944
"182"	"3-(3-Hydroxy-Phenyl)Propionate"	0.756651916897259	0.776554380909991	-0.000537802250169528
"183"	"3-(acyloxy)acyl"	0	0	0.114898447397944
"184"	"3-Adenosine"	0	0	0.114898447397944
"185"	"3-Dehydrochenodeoxychollyc"	0.719052256422203	0.745699707307498	-0.00253550992661622
"186"	"3-Dehydrocholic"	0.719033888896868	0.745699707307498	-0.00255155839455057
"187"	"3-Hexenoyl"	0	0	0.114898447397944
"188"	"3-Hydoxy-Suberic"	0.729588884655268	0.751933206503357	0.000437279544325597
"189"	"3-Hydoxy-Suberyl"	0	0	0.114898447397944
"190"	"3-Hydroxy"	0.746917620975462	0.767434109677625	7.72112999614105e-05
"191"	"3-Hydroxy-Adipoyl"	0	0	0.114898447397944
"192"	"3-Hydroxy-Glutaryl"	0	0	0.114898447397944
"193"	"3-Hydroxy-Isovaleryl"	0.747205352858947	0.76758351957988	0.000179204666324151
"194"	"3-Hydroxy-Octadecenoyl"	0.7145489391266	0.739816085233884	-0.000586622766722611
"195"	"3-Hydroxy-Sebacic"	0.728836592692151	0.751933206503357	-0.000220029114665343
"196"	"3-Hydroxy-Sebacoyl"	0	0	0.114898447397944
"197"	"3-Hydroxy-Tetradecanoyl"	0.747391368852669	0.767784266765741	0.000140987361652134
"198"	"3-Hydroxycinnamic"	0.666736973671253	0.696847204653413	0.000606962532116007
"199"	"3-Hydroxyhexadecanoyl"	0.69890577609335	0.72541786412381	0.000143518635080997
"200"	"3-Hydroxyhexadecenoyl"	0.698553077837204	0.725099941117287	0.000153274561344841
"201"	"3-Hydroxyisovaleric"	0.718668220961999	0.744893043956197	-0.00206439426920102
"202"	"3-Hydroxyisovaleryl"	0.723808993905386	0.745880144942354	0.00144021107046521
"203"	"3-Hydroxyoctadecadienoyl"	0.698653474126917	0.725355848824019	-1.49127471978927e-05
"204"	"3-Hydroxyoctadecanoyl"	0.721534273285125	0.746519165573455	-0.0011863272183934
"205"	"3-Hydroxyoctadecenoyl"	0.693455193481169	0.719927746041746	0.000871236846898604
"206"	"3-Hydroxyphenylpropionic"	0.666736973671253	0.696847204653413	0.000606962532116007
"207"	"3-Oxo-Cis-8-Tetradecenoyl"	0.720178218124103	0.745273682759021	-0.00112568598556673
"208"	"3-Oxo-Cis-9-Octadecenoyl"	0	0	0.114898447397944
"209"	"3-Oxolaur-Cis-5-Enoyl"	0.721170418668982	0.746235311406112	-0.00122038790529688
"210"	"3-deoxy-D-glycero-D-galacto-2-nonulosonic"	0.750264266544642	0.773152827741552	-0.00271740386369779
"211"	"3-hydroxy"	0.782357712305725	0.797783610568898	0.000693186645227106
"212"	"3-sulfinylpyruvic"	0	0	0.114898447397944
"213"	"31-O-Desmethyl,19-Hydroxy,37,"	0.729774082072082	0.751933206503357	0.00059909420095261
"214"	"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl"	0	0	0.114898447397944
"215"	"4,7,10,13-Hexadecatetraenoyl"	0	0	0.114898447397944
"216"	"4,7,10-Hexadecatrienoyl"	0	0	0.114898447397944
"217"	"4,7-Decadienoyl"	0	0	0.114898447397944
"218"	"4,8-Dimethylnonanoyl"	0.720482966641189	0.74495319290392	-0.000538924723995637
"219"	"4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic"	0	0	0.114898447397944
"220"	"4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol"	0	0	0.114898447397944
"221"	"4-hydroxy-2-quinolinecarboxylic"	0.741696174303988	0.76487039801509	-0.00192127134222964
"222"	"4-hydroxy-atorvastatin-acid"	0.753241264214507	0.772471470000243	0.000565080092083559
"223"	"4-hydroxy-atorvastatin-lactone"	0.753241360465565	0.772471380947109	0.000565253243754449
"224"	"4-hydroxyretinoic"	0.756651916897259	0.776511726484067	-0.000495147824244868
"225"	"4-hydroxyvitamin"	0	0	0.114898447397944
"226"	"4-methylthio-2-oxobutanoic"	0	0	0.114898447397944
"227"	"5,6-Epoxy-Alpha-Tocopheryl"	0.650439578961247	0.681940989589378	0.00127346856415822
"228"	"5,6-epoxy-(8Z)-tetradecenoic"	0	0	0.114898447397944
"229"	"5,8,11,14,17-Eicosapentenoic"	0.71879454994788	0.74516550904007	-0.0022264804837353
"230"	"5,8,11,14,17-Eicosapentenoyl"	0	0	0.114898447397944
"231"	"5,8,11,14-Eicosatetraenoyl"	0	0	0.114898447397944
"232"	"5,8,11-Tetradecatrienoyl"	0	0	0.114898447397944
"233"	"5,8-Tetradecadienoyl"	0	0	0.114898447397944
"234"	"5-Dodecenoyl"	0	0	0.114898447397944
"235"	"5-Hydroxyhexanoic"	0.727185305270038	0.751644030022859	-0.00137365087508234
"236"	"5-Octenoyl"	0	0	0.114898447397944
"237"	"5-S-Cysteinylglycine"	0.760498089005453	0.781574919618886	-0.00219778102404455
"238"	"5-amino-2-oxopentanoic"	0.768610742234428	0.787509134859833	-0.00104363499537463
"239"	"6'-beta-carboxy-simvastatin-acid"	0.729774082072082	0.751933206503357	0.00059909420095261
"240"	"6'-beta-carboxy-simvastatin-lactone"	0.649355692860778	0.680925210560916	0.0013422113963979
"241"	"6'-beta-hydroxy"	0.729774082072082	0.751933206503357	0.00059909420095261
"242"	"6'-beta-hydroxy-lovastatin"	0.729444781361561	0.750356132996265	0.00188844403286281
"243"	"6'-beta-hydroxy-lovastatin-acid"	0.680065171834066	0.706397770835744	0.00270179533141834
"244"	"6'-beta-hydroxy-methyl-simvastatin-acid"	0.729774082072082	0.751933206503357	0.00059909420095261
"245"	"6'-beta-hydroxy-methyl-simvastatin-lactone"	0.649355692860778	0.680925210560916	0.0013422113963979
"246"	"6'-exomethylene-lovastatin"	0.729444781361561	0.7500731845019	0.00217139252722731
"247"	"6'-exomethylene-lovastatin-acid"	0.729774082072082	0.751933206503357	0.00059909420095261
"248"	"6'-exomethylene-simvastatin-lactone"	0	0	0.114898447397944
"249"	"6-oxo-prostaglandin"	0.788765668635	0.806583918803742	-0.0025082246344752
"250"	"7,10,13-Hexadecatrienoyl"	0	0	0.114898447397944
"251"	"7,10-Hexadecadienoyl"	0	0	0.114898447397944
"252"	"7,8-epoxy-(4Z,10Z)-hexadecadienoic"	0	0	0.114898447397944
"253"	"7-Dehydrochenodeoxycholic"	0.718515326711963	0.745260083256672	-0.00256502361102373
"254"	"7-Dehydrocholic"	0.718515326711963	0.745260083256672	-0.00256502361102373
"255"	"7-Tetradecenoyl"	0	0	0.114898447397944
"256"	"7-palmitoleic"	0.732746556396615	0.756373549991418	-0.00124407530687609
"257"	"7Z,10Z-Hexadecadienoic"	0.725161289274661	0.751933206503357	-0.00343129399476449
"258"	"7alpha-hydroxy-3-oxo-4-cholestenoic"	0.65912641855353	0.690125776941776	0.00067873289810505
"259"	"8,11-eicosadienoic"	0.7352235833244	0.758081649527442	-0.000787893781803994
"260"	"8,9-epoxy-(5Z)-tetradecenoic"	0	0	0.114898447397944
"261"	"9,10-epoxy-(6Z,12Z)-octadecadienoic"	0	0	0.114898447397944
"262"	"9-Octadecenoyl"	0	0	0.114898447397944
"263"	"9-eicosenoic"	0.717611626563927	0.741106323547842	0.000799135834133158
"264"	"9-heptadecylenic"	0.732943954132438	0.755795399788476	-0.000493450523074812
"265"	"A1BG"	0.733041791308106	0.774281747727178	-0.0188943140675644
"266"	"A1CF"	0.770987473770547	0.792545798268697	-0.00400364958252852
"267"	"A2M"	0.792310963242504	0.807697585588621	-0.000524220623386307
"268"	"A2ML1"	0.759519093048483	0.798339335807152	-0.0198175865440908
"269"	"A2ML1-AS1"	0.700271456879987	0.72578073801225	0.000973896636181637
"270"	"A2ML1-AS2"	0.704684983321978	0.73265502701686	-0.00204411144394612
"271"	"A3GALT2"	0.721997001853888	0.756476940720443	-0.0107397972419424
"272"	"A4GALT"	0.82095328718427	0.846814256944209	-0.0146149067716326
"273"	"A4GNT"	0.81546403314333	0.83067175623028	-0.00326859475758778
"274"	"AAAS"	0.841904198507626	0.847269297692821	0.00323573179281178
"275"	"AACS"	0.825886828980748	0.841628325435658	-0.0051183353768256
"276"	"AADAC"	0.830360928061128	0.845492159603423	-0.00507296379615163
"277"	"AADACL2"	0.703646995725794	0.729257588413525	0.000446394388140425
"278"	"AADACL3"	0.705003862969507	0.72833609583923	0.00255343809433839
"279"	"AADACL4"	0.695823997846687	0.719927042403206	0.00294166300973686
"280"	"AADAT"	0.829398010310372	0.844799927264187	-0.00522207259373519
"281"	"AAG1"	0.817912027771851	0.828827313365553	0.000714762445431227
"282"	"AAGAB"	0.734799568133587	0.786436824957791	-0.0295135488532089
"283"	"AAK1"	0.891164970688759	0.891755159479921	0.00179104775419825
"284"	"AAMDC"	0.700891996226141	0.725516529952822	0.00178029563406035
"285"	"AAMP"	0.779112151382681	0.77118155035712	0.0244594658004554
"286"	"AANAT"	0.833637700719362	0.846906499419454	-0.00362425156935531
"287"	"AAR2"	0.842726994734549	0.878424414401025	-0.0272004737598068
"288"	"AARS"	0.786860526637121	0.804723705001129	-0.00231261233395252
"289"	"AARS1"	0.776475502402552	0.797619825144745	-0.00428255844925318
"290"	"AARSD1"	0.694127474547951	0.722127972174687	-0.000741589462387782
"291"	"AASDH"	0.84945638339122	0.861355815209909	-0.00425212887072601
"292"	"AASDHPPT"	0.83356112041981	0.847218409230048	-0.00400307276073197
"293"	"AASS"	0.837195473419012	0.855641211618129	-0.009250390345932
"294"	"AATF"	0.83890250690851	0.852054030073334	-0.00417170291134006
"295"	"AATK"	0.812806921352985	0.832242369982467	-0.00716083717700911
"296"	"AB019440.1"	0.712313349067404	0.735032111744866	0.00224402305709404
"297"	"AB019440.50"	0.712313349067404	0.735032111744866	0.00224402305709404
"298"	"ABAT"	0.814570636346458	0.828197633172985	-0.00157506949913866
"299"	"ABCA1"	0.946052261636061	0.951024237055058	-0.009520729494646
"300"	"ABCA10"	0.727562841777565	0.749399809779238	0.00120043865818842
"301"	"ABCA12"	0.717046394474243	0.778684930340356	-0.0372733376552286
"302"	"ABCA13"	0.780877882021966	0.807325333635572	-0.0101415254563457
"303"	"ABCA2"	0.679027445275247	0.707655389181107	0.000537472293969166
"304"	"ABCA3"	0.827222469140757	0.860244663489628	-0.0225676692814567
"305"	"ABCA4"	0.802016057395922	0.817185894650084	-0.00153278679760649
"306"	"ABCA5"	0.699662676773536	0.723777616617309	0.002445101627637
"307"	"ABCA6"	0.701681074651616	0.725752215734993	0.00223406036727214
"308"	"ABCA7"	0.774074639589505	0.790217230881546	0.00102230249571578
"309"	"ABCA8"	0.846460153880156	0.859604057672225	-0.00511830120403067
"310"	"ABCA9"	0.701098255777162	0.725458032449042	0.00201901065382237
"311"	"ABCA9-AS1"	0.70291422504291	0.726760020269193	0.00230371042487376
"312"	"ABCB1"	0.926773493007996	0.931450785983206	-0.00679193737863293
"313"	"ABCB10"	0.697812391441087	0.721565716990121	0.00304033029427797
"314"	"ABCB11"	0.917723669023245	0.924059778825667	-0.00730813641120232
"315"	"ABCB4"	0.891163872351595	0.900081895337935	-0.00653664776650598
"316"	"ABCB5"	0.753275033668756	0.791622988507127	-0.0185569326434045
"317"	"ABCB6"	0.773581864360513	0.791956630703611	-0.00114765546179851
"318"	"ABCB7"	0.761586313166752	0.816633074481001	-0.0363051093464452
"319"	"ABCB9"	0.78660121339385	0.779695187250499	0.0224893326915258
"320"	"ABCC1"	0.915965010089482	0.923440583885305	-0.00822555465036423
