node	agg	layer1	layer2	layer3	layer4
1	1	1	0	0	0
2	4	5	0	0	0
3	8	9	0	0	0
4	2	2	0	0	0
5	4	4	0	0	0
6	16	16	0	0	0
7	1	1	0	0	0
8	1	1	0	0	0
9	17	17	0	0	0
10	4	4	0	0	0
11	14	14	0	0	0
12	1	1	0	0	0
13	9	9	0	0	0
14	23	23	0	0	0
15	1	1	0	0	0
16	1	1	0	0	0
17	1	1	0	0	0
18	8	8	0	0	0
19	6	6	0	0	0
20	2	2	0	0	0
21	41	41	0	0	0
22	6	6	0	0	0
23	3	3	0	0	0
24	3	3	0	0	0
25	12	12	0	0	0
26	15	15	0	0	0
27	14	14	0	0	0
28	1	1	0	0	0
29	1	1	0	0	0
30	2	2	0	0	0
31	4	4	0	0	0
32	29	29	0	0	0
33	13	13	0	0	0
34	4	4	0	0	0
35	2	2	0	0	0
36	1	1	0	0	0
37	20	20	0	0	0
38	4	4	0	0	0
39	8	8	0	0	0
40	2	2	0	0	0
41	2	3	0	0	0
42	5	6	0	0	0
43	7	7	0	0	0
44	3	3	0	0	0
45	4	4	0	0	0
46	59	59	0	0	0
47	37	37	0	0	0
48	60	60	0	0	0
49	2	2	0	0	0
50	1	1	0	0	0
51	1	1	0	0	0
52	27	27	0	0	0
53	19	20	0	0	0
54	19	20	0	0	0
55	19	21	0	0	0
56	5	5	0	0	0
57	16	17	0	0	0
58	8	9	0	0	0
59	20	21	0	0	0
60	19	22	0	0	0
61	8	8	0	0	0
62	18	18	0	0	0
63	8	8	0	0	0
64	25	27	0	0	0
65	12	12	0	0	0
66	8	8	0	0	0
67	28	29	0	0	0
68	19	19	0	0	0
69	10	11	0	0	0
70	12	12	0	0	0
71	3	3	0	0	0
72	11	11	0	0	0
73	39	40	0	0	0
74	8	9	0	0	0
75	4	4	0	0	0
76	3	3	0	0	0
77	1	1	0	0	0
78	14	14	0	0	0
79	1	1	0	0	0
80	60	60	0	0	0
81	6	6	0	0	0
82	7	9	0	0	0
83	8	9	0	0	0
84	13	15	0	0	0
85	12	13	0	0	0
86	8	8	0	0	0
87	25	25	0	0	0
88	1	1	0	0	0
89	39	39	0	0	0
90	8	8	0	0	0
91	2	2	0	0	0
92	2	2	0	0	0
93	13	14	0	0	0
94	4	4	0	0	0
95	5	5	0	0	0
96	28	30	0	0	0
97	5	5	0	0	0
98	8	8	0	0	0
99	14	15	0	0	0
100	1	1	0	0	0
101	1	1	0	0	0
102	7	7	0	0	0
103	22	22	0	0	0
104	3	3	0	0	0
105	15	15	0	0	0
106	3	3	0	0	0
107	13	13	0	0	0
108	22	22	0	0	0
109	5	5	0	0	0
110	4	4	0	0	0
111	2	2	0	0	0
112	12	12	0	0	0
113	24	24	0	0	0
114	14	14	0	0	0
115	5	5	0	0	0
116	23	23	0	0	0
117	23	23	0	0	0
118	2	2	0	0	0
119	15	15	0	0	0
120	16	16	0	0	0
121	2	2	0	0	0
122	29	29	0	0	0
123	19	19	0	0	0
124	19	19	0	0	0
125	2	2	0	0	0
126	7	7	0	0	0
127	15	15	0	0	0
128	2	2	0	0	0
129	5	5	0	0	0
130	12	12	0	0	0
131	21	21	0	0	0
132	8	8	0	0	0
133	26	27	0	0	0
134	3	3	0	0	0
135	10	11	0	0	0
136	7	7	0	0	0
137	17	17	0	0	0
138	12	12	0	0	0
139	15	15	0	0	0
140	8	8	0	0	0
141	17	17	0	0	0
142	2	2	0	0	0
143	4	4	0	0	0
144	17	17	0	0	0
145	23	23	0	0	0
146	1	1	0	0	0
147	3	3	0	0	0
148	6	6	0	0	0
149	2	3	0	0	0
150	1	2	0	0	0
151	9	11	0	0	0
152	2	2	0	0	0
153	25	25	0	0	0
154	2	2	0	0	0
155	27	27	0	0	0
156	17	17	0	0	0
157	21	21	0	0	0
158	4	4	0	0	0
159	9	9	0	0	0
160	34	34	0	0	0
161	1	1	0	0	0
162	4	4	0	0	0
163	24	26	0	0	0
164	38	39	0	0	0
165	52	53	0	0	0
166	3	3	0	0	0
167	16	16	0	0	0
168	7	7	0	0	0
169	19	19	0	0	0
170	38	38	0	0	0
171	7	7	0	0	0
172	14	14	0	0	0
173	2	2	0	0	0
174	16	16	0	0	0
175	10	11	0	0	0
176	5	5	0	0	0
177	15	17	0	0	0
178	21	23	0	0	0
179	26	27	0	0	0
180	3	3	0	0	0
181	1	1	0	0	0
182	3	3	0	0	0
183	1	1	0	0	0
184	9	10	0	0	0
185	7	7	0	0	0
186	19	19	0	0	0
187	34	35	0	0	0
188	8	8	0	0	0
189	15	15	0	0	0
190	14	14	0	0	0
191	9	9	0	0	0
192	24	24	0	0	0
193	34	34	0	0	0
194	9	9	0	0	0
195	23	23	0	0	0
196	26	27	0	0	0
197	28	31	0	0	0
198	54	55	0	0	0
199	51	54	0	0	0
200	29	31	0	0	0
201	2	2	0	0	0
202	6	6	0	0	0
203	23	23	0	0	0
204	12	12	0	0	0
205	13	13	0	0	0
206	7	7	0	0	0
207	18	18	0	0	0
208	8	8	0	0	0
209	3	3	0	0	0
210	2	2	0	0	0
211	9	9	0	0	0
212	3	3	0	0	0
213	23	24	0	0	0
214	57	58	0	0	0
215	8	8	0	0	0
216	33	33	0	0	0
217	16	16	0	0	0
218	6	6	0	0	0
219	19	19	0	0	0
220	16	16	0	0	0
221	2	2	0	0	0
222	9	9	0	0	0
223	2	2	0	0	0
224	3	3	0	0	0
225	5	5	0	0	0
226	8	8	0	0	0
227	8	8	0	0	0
228	7	7	0	0	0
229	4	4	0	0	0
230	14	14	0	0	0
231	11	11	0	0	0
232	11	11	0	0	0
233	3	3	0	0	0
234	20	21	0	0	0
235	10	10	0	0	0
236	52	53	0	0	0
237	24	24	0	0	0
238	5	5	0	0	0
239	6	6	0	0	0
240	36	36	0	0	0
241	31	31	0	0	0
242	2	2	0	0	0
243	23	23	0	0	0
244	32	32	0	0	0
245	27	27	0	0	0
246	4	4	0	0	0
247	7	7	0	0	0
248	1	1	0	0	0
249	9	9	0	0	0
250	37	38	0	0	0
251	36	37	0	0	0
252	5	5	0	0	0
253	44	46	0	0	0
254	2	2	0	0	0
255	1	1	0	0	0
256	6	6	0	0	0
257	5	5	0	0	0
258	14	14	0	0	0
259	5	5	0	0	0
260	3	3	0	0	0
261	13	13	0	0	0
262	32	32	0	0	0
263	2	2	0	0	0
264	21	21	0	0	0
265	25	25	0	0	0
266	3	3	0	0	0
267	17	17	0	0	0
268	4	4	0	0	0
269	18	18	0	0	0
270	5	5	0	0	0
271	7	7	0	0	0
272	18	19	0	0	0
273	36	37	0	0	0
274	24	25	0	0	0
275	3	3	0	0	0
276	13	13	0	0	0
277	33	33	0	0	0
278	26	26	0	0	0
279	4	4	0	0	0
280	21	22	0	0	0
281	43	45	0	0	0
282	1	1	0	0	0
283	6	6	0	0	0
284	93	95	0	0	0
285	9	9	0	0	0
286	1	1	0	0	0
287	6	6	0	0	0
288	17	17	0	0	0
289	62	63	0	0	0
290	3	3	0	0	0
291	1	1	0	0	0
292	1	1	0	0	0
293	7	7	0	0	0
294	13	13	0	0	0
295	1	1	0	0	0
296	12	13	0	0	0
297	19	19	0	0	0
298	16	17	0	0	0
299	123	124	0	0	0
300	8	8	0	0	0
301	28	28	0	0	0
302	25	25	0	0	0
303	22	22	0	0	0
304	8	8	0	0	0
305	1	1	0	0	0
306	15	15	0	0	0
307	2	2	0	0	0
308	3	3	0	0	0
309	17	18	0	0	0
310	45	46	0	0	0
311	34	34	0	0	0
312	1	1	0	0	0
313	9	9	0	0	0
314	1	1	0	0	0
315	1	1	0	0	0
316	5	5	0	0	0
317	7	7	0	0	0
318	15	15	0	0	0
319	13	13	0	0	0
320	4	4	0	0	0
321	4	4	0	0	0
322	8	8	0	0	0
323	2	2	0	0	0
324	21	21	0	0	0
325	4	4	0	0	0
326	37	37	0	0	0
327	4	4	0	0	0
328	2	2	0	0	0
329	56	56	0	0	0
330	1	1	0	0	0
331	13	13	0	0	0
332	5	5	0	0	0
333	40	41	0	0	0
334	1	1	0	0	0
335	2	2	0	0	0
336	5	5	0	0	0
337	45	45	0	0	0
338	4	4	0	0	0
339	3	3	0	0	0
340	22	23	0	0	0
341	15	15	0	0	0
342	34	35	0	0	0
343	41	42	0	0	0
344	1	1	0	0	0
345	2	2	0	0	0
346	6	6	0	0	0
347	1	1	0	0	0
348	1	1	0	0	0
349	4	4	0	0	0
350	36	37	0	0	0
351	19	19	0	0	0
352	48	51	0	0	0
353	71	73	0	0	0
354	14	14	0	0	0
