""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"ID"
"PBX1"	-3.83337456664835	0.89975403975	-4.33452346252527	9.60238589194336e-05	0.0430737644861532	1.30628499412224	"PBX1"
"PCYT2"	-2.62409042692308	-0.3889602225	-4.30262327849352	0.000105945948428833	0.0430737644861532	1.21946007803491	"PCYT2"
"GNAZ"	-2.68549890445055	-0.71077441925	-4.27820341900694	0.000114212923773449	0.0430737644861532	1.15312694429227	"GNAZ"
"FZD3"	-3.38360294862637	0.67223327375	-4.23609017978475	0.000129975917279877	0.0430737644861532	1.03900940320864	"FZD3"
"PLOD2"	-4.23541713148352	-0.47040495025	-4.21267076029165	0.000139642103678447	0.0430737644861532	0.975703896720694	"PLOD2"
"DENND2C"	-2.5312719004945	-0.33518368325	-4.20064368958231	0.000144875625315579	0.0430737644861532	0.943237581893364	"DENND2C"
"SCNM1"	-3.58249375274725	2.250663325	-4.20047353861812	0.000144951023012451	0.0430737644861532	0.942778488052936	"SCNM1"
"FAM83F"	-2.99896252505495	-3.261316073	-4.19321591540281	0.000148202962230447	0.0430737644861532	0.923201980256016	"FAM83F"
"SLC2A11"	-1.78577931868132	6.7933292	-4.18763245034499	0.000150753140811902	0.0430737644861532	0.908148897482532	"SLC2A11"
"JPH4"	1.77907801285714	-0.3486545655	4.1666185508139	0.000160740689894026	0.0430737644861532	0.851554999203225	"JPH4"
"KREMEN1"	-3.02615324549451	1.498718031	-4.15785811100248	0.000165092546533647	0.0430737644861532	0.827989879785832	"KREMEN1"
"OSBPL10"	-2.76086325274725	5.8943729	-4.15047172320178	0.00016885098216851	0.0430874694855395	0.808133912718692	"OSBPL10"
"NFIA"	-2.84899812417582	3.390362695	-4.10358690549499	0.000194729155477461	0.0438932355731174	0.68238171976886	"NFIA"
"S1PR1"	1.56210401521978	1.15623049725	4.07492352941283	0.000212413072766401	0.0440102722079234	0.605748426467219	"S1PR1"
"CXADRP2"	-2.80132997230769	-3.452168018	-4.04905420428722	0.000229709340398625	0.0453371532232027	0.536750062627691	"CXADRP2"
"PROS1"	-3.16921468626374	-0.6164909825	-4.03688790276009	0.000238310546261544	0.0453371532232027	0.504355291739069	"PROS1"
"ATP1B2"	-3.76494660247802	1.921957227325	-4.03209924685012	0.000241781252206419	0.0453371532232027	0.491614478742225	"ATP1B2"
"CPA2"	2.44439111098901	-5.992722765	4.03016423174158	0.00024319761566914	0.0453371532232027	0.486467704044133	"CPA2"
"KIF5A"	-3.19337899054945	-0.251099889	-4.01727850256465	0.000252837517877262	0.0453371532232027	0.452217306641515	"KIF5A"
"TSR2"	-2.70423338802198	-0.9094355835	-4.00857765098461	0.000259555842965384	0.0453371532232027	0.429113321076785	"TSR2"
"OSBPL7"	-3.0789985010989	-0.43330841	-4.00362680275098	0.00026345578645625	0.0453371532232027	0.415975305241351	"OSBPL7"
"PLS3"	-3.84283843461538	-1.6539467175	-4.00139433853219	0.000265232955673963	0.0453371532232027	0.410053019999345	"PLS3"
"HOOK1"	-3.07082106126374	0.67624558625	-3.98039680231938	0.00028252871250295	0.0475007430281421	0.354411455017152	"HOOK1"
"RBM39"	1.57561913736264	-6.844433225	3.97270235742518	0.000289137153341074	0.0475007430281421	0.334049583547481	"RBM39"
"CYP2J2"	2.10677154175824	-1.024734545	3.97222416524973	0.00028955277334122	0.0475007430281421	0.332784633911955	"CYP2J2"
"EPB49"	-2.80155217252747	6.722971555	-3.94847858933631	0.000310937468128324	0.0475007430281421	0.270044388617969	"EPB49"
"FN3KRP"	-1.99869509505495	2.9037697475	-3.94315183284079	0.000315941164594609	0.0475007430281421	0.255989991950165	"FN3KRP"
"LOC388588"	-2.26552334868132	0.0229076695	-3.92466848374302	0.00033391710165749	0.0478972558685206	0.207279741613958	"LOC388588"
"GSTM3"	-2.51019386324176	0.23923141325	-3.92035928679804	0.000338248569082374	0.0481758047642319	0.195936317815643	"GSTM3"
"SLC25A29"	-2.59680921489011	-1.59277198175	-3.89772939282927	0.000361905583293912	0.0488382060823995	0.136446633781866	"SLC25A29"
"HIST1H4F"	-2.01915636703297	3.90810531	-3.89435233118063	0.000365570787104485	0.0489784212241301	0.127580693343779	"HIST1H4F"
"NAALADL1"	-2.61641796483517	1.43446872	-3.88378716091553	0.000377271380334075	0.0489784212241301	0.099863331754201	"NAALADL1"
"FAM40B"	-1.64822734686813	2.08233157475	-3.86882791497744	0.000394461220928454	0.0491239180347741	0.0606700006899601	"FAM40B"
"HBA1"	-3.96059301153846	4.0441539575	-3.85813157016961	0.000407215457786933	0.0497928572193794	0.0326830124001569	"HBA1"
"CYorf15B"	-3.75478243186813	-2.067277105	-3.85467933684994	0.000411416508347847	0.0497928572193794	0.0236569668508926	"CYorf15B"
"SLC7A10"	-3.1566077632967	2.881355139	-3.85365196559671	0.000412674811198055	0.0497928572193794	0.0209714865107369	"SLC7A10"
"RAB6C"	-2.27568173351648	1.9775256125	-3.84353385797761	0.000425268090023291	0.050715692224173	-0.00546094136100894	"RAB6C"
"TUBB4Q"	-2.39039536263737	4.8742892	-3.8356117478502	0.000435387194276595	0.0516223244450955	-0.026136666268358	"TUBB4Q"
"SLC22A25"	-1.52228328307692	1.986567174	-3.82677350963768	0.000446951675718911	0.0517236601017451	-0.049182608761388	"SLC22A25"
"C17orf99"	-3.01233641285714	0.5332044555	-3.82502306341292	0.00044927708570338	0.0517236601017451	-0.0537443347095987	"C17orf99"
"HIST1H3J"	-2.40513255934066	3.196933935	-3.8222663486248	0.000452963055232673	0.0517236601017451	-0.0609266780549582	"HIST1H3J"
"TANC1"	-2.6444319696044	2.9318027281	-3.8052452830318	0.000476378456442417	0.0519756948987273	-0.105225569233617	"TANC1"
"CELF4"	-2.94119516263736	-2.98693193	-3.80345365379905	0.00047891021528176	0.0519756948987273	-0.109883640683593	"CELF4"
"CTTNBP2NL"	-2.23852154395605	2.987518075	-3.80046345124696	0.000483164704281994	0.052161444285433	-0.117655842280873	"CTTNBP2NL"
"RBM3"	-1.80062268131868	6.4208496	-3.79756378074355	0.000487325290998078	0.0521756126484719	-0.12519027749359	"RBM3"
"RAB3IP"	-3.53200742692308	1.0639834775	-3.79507293362729	0.000490926932583613	0.0521756126484719	-0.131660503057109	"RAB3IP"
"KLHDC8B"	-2.9655778706044	-1.56258594125	-3.77488633447844	0.000521080929573615	0.0529888407534771	-0.184030936723987	"KLHDC8B"
"MPDZ"	-4.43533680846154	-2.1424240745	-3.77048843652803	0.000527883995282791	0.0529888407534771	-0.195424723313601	"MPDZ"
"HNRPLL"	-2.03744331813187	3.6549714925	-3.76829031761886	0.000531316345216773	0.0529888407534771	-0.201117340424988	"HNRPLL"
"RGS18"	-2.77410090983517	-0.22873939575	-3.766250727856	0.000534520439806429	0.0529888407534771	-0.206398134174117	"RGS18"
"CR1"	-2.89641107417582	3.1109263125	-3.76244816954927	0.000540544006249539	0.0529888407534771	-0.216240239687782	"CR1"
"ZNF92"	-1.76327556208791	2.0724632225	-3.75554700202077	0.000551644000378444	0.0529888407534771	-0.234091526236075	"ZNF92"
"GMPR2"	-2.15723096703297	4.8918497	-3.75365833334723	0.000554719961559853	0.0529888407534771	-0.238974497967948	"GMPR2"
"KIF26B"	1.73657204395604	0.7539289	3.75343579215406	0.00055508349052151	0.0529888407534771	-0.239549787186938	"KIF26B"
"DNAJA4"	-2.03466173736264	3.511572015	-3.74381519037863	0.000571021027826213	0.0529888407534771	-0.264405832596938	"DNAJA4"
"C5orf62"	2.50607761868132	-5.083505795	3.73378855659462	0.000588101290917226	0.0529888407534771	-0.290281479717024	"C5orf62"
"PLEKHG5"	-3.51344140989011	-3.712971155	-3.73289088020298	0.000589654311942883	0.0529888407534771	-0.292596633359818	"PLEKHG5"
"CDH10"	-3.11544514835165	3.065018675	-3.73063186034148	0.000593580061415195	0.0529888407534771	-0.298421688271015	"CDH10"
"NCKAP1L"	-1.89207217510989	1.26249220025	-3.72805871697508	0.000598082443861052	0.0529888407534771	-0.305054860119452	"NCKAP1L"
"ALDOC"	-1.68882174288706	2.6233996872016	-3.72798856880352	0.000598205646833396	0.0529888407534771	-0.305235663441691	"ALDOC"
"PKP2"	-3.1943130132967	0.2411719515	-3.72785180753942	0.000598445914489104	0.0529888407534771	-0.305588154327518	"PKP2"
"TOE1"	-4.39618606208791	3.5853162975	-3.72766067252426	0.000598781864230082	0.0529888407534771	-0.306080779609552	"TOE1"
"PAGE2B"	-2.93565605659341	-3.0168997775	-3.71612397007372	0.000619400068442423	0.0529888407534771	-0.335794618637639	"PAGE2B"
"COL16A1"	-1.9971383521978	-2.9326633925	-3.70022709609072	0.000648936419225973	0.0534014646449392	-0.376672026640398	"COL16A1"
"RYR3"	-3.11241885549451	-2.6620289725	-3.69623570364052	0.000656563184465975	0.0534014646449392	-0.386923358311934	"RYR3"
"SH3BGR"	-2.19503538412088	0.71150022325	-3.69503072302867	0.000658882607065191	0.0534014646449392	-0.390017216600291	"SH3BGR"
"IGSF3"	-2.55345733736264	-2.944713445	-3.69363926586388	0.000661570804636335	0.0534014646449392	-0.393589306515636	"IGSF3"
"CDC14B"	-3.00844552615385	0.574004192	-3.6898692303121	0.000668907514173228	0.0534014646449392	-0.403264573302325	"CDC14B"
"LRCH2"	-3.14896416483517	-5.42772565	-3.68757424813397	0.0006734120401271	0.0534014646449392	-0.409152166949507	"LRCH2"
"CPLX4"	2.09596225274726	-5.53046025	3.66995520299553	0.000708981856084276	0.0534014646449392	-0.454297792571339	"CPLX4"
"NSUN7"	-3.58206575686813	-1.51507494375	-3.66856268303109	0.000711869068594859	0.0534014646449392	-0.457861732478841	"NSUN7"
"ANK1"	-3.22618050634654	7.86725345458651	-3.66172643379438	0.000726208313158723	0.0534014646449392	-0.475349207101951	"ANK1"
"ABCB6"	-1.542162046097	3.77676445460725	-3.66088702246448	0.000727988073910812	0.0534014646449392	-0.477495448481257	"ABCB6"
"C7orf36"	-2.82783648454396	-2.702748706475	-3.65759947162886	0.0007349990493435	0.0534014646449392	-0.485899049630644	"C7orf36"
"SLC4A1"	1.55533401736264	0.589224448	3.65555852431856	0.000739384221504088	0.0534014646449392	-0.491114375825252	"SLC4A1"
"SNX25"	-1.94375209274725	1.478301226	-3.65151760149264	0.00074814101043823	0.0534014646449392	-0.501436434399173	"SNX25"
"KLF11"	-2.77296698351648	3.518235025	-3.6458572839651	0.000760575227137672	0.0534014646449392	-0.515886315909832	"KLF11"
"SLC16A9"	1.57431097472528	-1.954279855	3.64483617158161	0.000762839432666467	0.0534014646449392	-0.51849196476062	"SLC16A9"
"ADAMTS4"	-3.19294636971736	-1.21389939570025	-3.64225516361501	0.000768591517160143	0.0534014646449392	-0.525076631517195	"ADAMTS4"
"FAM83D"	-1.52445617763736	2.63183041475	-3.63549296795928	0.000783860644255596	0.0535679390282812	-0.542318233150437	"FAM83D"
"QPCT"	-2.84352044175824	3.49971188	-3.60381110800826	0.000859373346485357	0.0558737423191045	-0.622900981861824	"QPCT"
"DARC"	-3.75013738186813	-0.8880619875	-3.60110213007944	0.000866145395730304	0.0558737423191045	-0.629776087226896	"DARC"
"MYH1"	2.15172171978022	-4.293187975	3.59881716776742	0.000871897347805471	0.0558737423191045	-0.635573211604124	"MYH1"
"FHL3"	-1.86882955862637	0.96538362025	-3.59871588113433	0.000872153165872091	0.0558737423191045	-0.635830143828289	"FHL3"
"FLJ33630"	1.62788596153846	-5.937154375	3.5978844637922	0.000874255793746863	0.0558737423191045	-0.637939059716997	"FLJ33630"
"HIST3H2BB"	-1.85425388846154	3.5851941775	-3.59591182091556	0.000879264068168479	0.0558737423191045	-0.642941819351827	"HIST3H2BB"
"DUSP28"	2.86189563774725	1.09305034975	3.59269892973419	0.000887480283655648	0.0558737423191045	-0.651087189869997	"DUSP28"
"GIPC3"	-3.32941615989011	-3.3060645675	-3.59256827896816	0.000887815949666659	0.0558737423191045	-0.651418345617767	"GIPC3"
"TMEM65"	-1.51747177472528	5.586104725	-3.59237694454066	0.000888307743554175	0.0558737423191045	-0.65190330386649	"TMEM65"
"ACHE"	-3.70953364698442	-0.164958450306941	-3.59220004832655	0.000888762659418409	0.0558737423191045	-0.652351656113761	"ACHE"
"EVC2"	-3.24050423115385	0.78183886525	-3.58820098314883	0.000899106848972723	0.0558737423191045	-0.66248472590867	"EVC2"
"TUBA3C"	-2.70403617653846	-2.11036308525	-3.57596623040777	0.000931477619024316	0.0564753453595779	-0.693452935866552	"TUBA3C"
"ERBB4"	3.06676028406593	-5.0845034775	3.57424658512451	0.000936116293986763	0.0564753453595779	-0.697801651878102	"ERBB4"
"SLFN5"	-1.96825796895604	3.34420732625	-3.56582267195427	0.000959162040068846	0.0567706653748407	-0.719090129801868	"SLFN5"
"TMOD4"	-2.26925871153846	4.0313204125	-3.56536664222602	0.0009604250546827	0.0567706653748407	-0.720241905775518	"TMOD4"
"PSCA"	-2.36514625879121	1.2939553825	-3.5633890999192	0.000965920544842989	0.0567706653748407	-0.7252356964586	"PSCA"
"ASAH2B"	-1.98746615934066	-5.673357425	-3.55135219992307	0.00100002766863854	0.057274404564544	-0.755603463318476	"ASAH2B"
"RBM12B"	-2.42194912802198	-2.1051792025	-3.55099325287409	0.00100106231545292	0.057274404564544	-0.756508294946959	"RBM12B"
"TMEM126A"	-2.33921755004396	-1.3761077579	-3.54387283377779	0.00102180027396261	0.0574223759438932	-0.774448367583343	"TMEM126A"
"HMBS"	-1.81467221428572	6.923376225	-3.52912711085854	0.00106606592154955	0.0583075048148219	-0.811545607296788	"HMBS"
"SYDE2"	-2.41114105593406	-2.3159089565	-3.52777887226446	0.00107020383484647	0.0583075048148219	-0.814933783876678	"SYDE2"
"SPRED3"	-2.28250106153846	1.43649964	-3.52638288779949	0.00107450452515614	0.0583075048148219	-0.818441288997261	"SPRED3"
"KIAA1377"	-2.42311840302198	0.41576517625	-3.52105576401021	0.00109106899121677	0.0590501507858534	-0.831819878281138	"KIAA1377"
"FAM65C"	-1.65987832582418	3.5772486975	-3.51690496032915	0.00110414527382572	0.0590655025973925	-0.842237454993705	"FAM65C"
"KCNH2"	-2.93892134010989	3.0107712925	-3.51438996444554	0.0011121412683072	0.0590655025973925	-0.848546623736509	"KCNH2"
"MFAP3"	-1.94659825824176	0.416143275	-3.512674207502	0.00111762805979591	0.0590655025973925	-0.85284954744983	"MFAP3"
"HIST1H2BE"	-1.52488832967033	6.4902297	-3.51240597082623	0.00111848819289353	0.0590655025973925	-0.853522162256716	"HIST1H2BE"
"LDB3"	-2.31225375818681	-2.53211243575	-3.5070413161001	0.00113582451456139	0.0590655025973925	-0.866969009783929	"LDB3"
"TEAD1"	-2.48028337307692	2.4315518425	-3.50696538179177	0.00113607174234255	0.0590655025973925	-0.867159272073843	"TEAD1"
"MARCH8"	-1.56142040659341	6.44710955	-3.49484533669282	0.00117620070836401	0.0603155723249064	-0.89750165388057	"MARCH8"
"AQP10"	-3.2717341194895	1.90333758123773	-3.49317860103041	0.00118182435932139	0.0604528210932675	-0.901670282332891	"AQP10"
"EVC"	-2.84316327763736	0.70018469475	-3.47861968861783	0.00123205472138571	0.0614517425708324	-0.938041590844397	"EVC"
"PKHD1"	-3.19526828431319	-1.242592986625	-3.47217343034443	0.00125494280904283	0.0614517425708324	-0.954121780533236	"PKHD1"
"MT1L"	-3.45107168978022	-0.7512238945	-3.47049618504728	0.00126096447917397	0.0614517425708324	-0.95830324684107	"MT1L"
"TBC1D16"	-2.62963815945055	-0.6626624035	-3.46993782235275	0.00126297525366766	0.0614517425708324	-0.959695054004996	"TBC1D16"
"KRT14"	-3.46774010934066	-2.9013258575	-3.46539885568334	0.00127943530340832	0.0614517425708324	-0.971005019922862	"KRT14"
"TTN"	-2.22658803379121	0.63266276125	-3.46385408242084	0.00128508395651667	0.0614517425708324	-0.974852529413173	"TTN"
"ADAM33"	-2.55226413750895	-1.56094364043417	-3.46371152921778	0.0012856064216462	0.0614517425708324	-0.975207538394165	"ADAM33"
"GATA1"	-2.1479539021978	3.367514315	-3.45821571110724	0.0013059046782032	0.0614517425708324	-0.988888564005368	"GATA1"
"MYC"	-3.64191673846154	-0.38325837	-3.4577565108721	0.00130761450847339	0.0614517425708324	-0.990031184893406	"MYC"
"GULP1"	-3.21257800208791	-4.1246944415	-3.45671198104419	0.00131151179694635	0.0614517425708324	-0.992629990496891	"GULP1"
"HIST1H4D"	-1.66648517252747	4.584199805	-3.454856805875	0.00131846114713875	0.0614517425708324	-0.997244727473529	"HIST1H4D"
"HSPA4"	-3.06572812682967	0.334446910225	-3.4538956170123	0.00132207553892058	0.0614517425708324	-0.999635192357962	"HSPA4"
"PTGES2"	-2.39429809010989	-3.90799412	-3.45053794857037	0.00133477607508986	0.0617982542062003	-1.00798306273549	"PTGES2"
"SOX7"	-3.42506232296703	3.2096633885	-3.44977538945129	0.00133767671936198	0.0617982542062003	-1.00987837917043	"SOX7"
"SMCR7L"	1.58017432159341	-2.07934185975	3.44143074100408	0.00136981509584366	0.0627933190427029	-1.0306050124875	"SMCR7L"
"FHIT"	-2.54854362307692	2.746698555	-3.44078424071985	0.00137233561294805	0.0627933190427029	-1.03220975320434	"FHIT"
"TUSC5"	-3.19687162527473	-3.441972165	-3.43790993194511	0.00138359552811668	0.063042678731663	-1.03934251671504	"TUSC5"
"PTPRH"	-2.44253790747253	1.657733367	-3.42647055866129	0.00142929052332938	0.063425466813945	-1.06770019553197	"PTPRH"
"TMSL3"	-2.30069637252748	-5.128386215	-3.42259088724733	0.00144511316185323	0.063425466813945	-1.07730687079057	"TMSL3"
"SPTBN2"	-2.92271678571429	7.079589625	-3.42140552293992	0.00144998079706635	0.063425466813945	-1.08024091905164	"SPTBN2"
"PRSS38"	1.52405469791209	-0.3302815465	3.41891918236052	0.00146024179795094	0.063425466813945	-1.08639350692706	"PRSS38"
"C5orf41"	-1.84289381043956	4.1794042625	-3.41236325683498	0.00148763167966528	0.063425466813945	-1.10260561173639	"C5orf41"
"SLC25A39"	-1.73526864285715	7.299513475	-3.41049784929235	0.00149551444164196	0.063425466813945	-1.10721567176807	"SLC25A39"
"EDA"	-1.79475136115385	1.12817813475	-3.40651943265333	0.00151245984406441	0.0637034421384993	-1.1170434065645	"EDA"
"MAOB"	-2.95385345714286	-4.52920811	-3.40216026373979	0.00153123762717989	0.0637332526295228	-1.1278049743156	"MAOB"
"AGAP1"	-1.8023036757293	2.46501870084834	-3.40192193520536	0.00153227065989229	0.0637332526295228	-1.12839313765805	"AGAP1"
"LOC389634"	-2.62054543791209	-1.9569747725	-3.39232667463895	0.00157441870064811	0.0642489525802589	-1.15205543563789	"LOC389634"
"PLSCR4"	-2.59212111582418	1.352828061	-3.39137476503614	0.00157865991129341	0.0642489525802589	-1.15440101291327	"PLSCR4"
"GEMIN4"	-1.88561965934066	-4.63921315	-3.38717797716589	0.00159748905084625	0.0646305629407463	-1.16473817941225	"GEMIN4"
"GLYATL2"	2.33135722142857	-3.6462103225	3.38523805510762	0.00160626492967481	0.064709216759799	-1.16951420153401	"GLYATL2"
"HIST1H2BM"	-1.84466067582418	6.006874225	-3.38502815962499	0.00160721721656183	0.064709216759799	-1.17003087256196	"HIST1H2BM"
"FBLN2"	-3.56306480714286	-2.6243350325	-3.37587727172663	0.0016492624663028	0.0656284107647678	-1.19254028463962	"FBLN2"
"CDC42BPB"	-2.29558572142857	4.1264759975	-3.37441839823341	0.00165606179197285	0.0656284107647678	-1.19612591953028	"CDC42BPB"
"HSPC159"	-2.47157330384615	0.3088017975	-3.37424955289895	0.00165685044944901	0.0656284107647678	-1.19654085759835	"HSPC159"
"DNAJC6"	-1.52104976593407	3.815722005	-3.37383733148241	0.00165877739540232	0.0656284107647678	-1.19755384817155	"DNAJC6"
"TMC8"	-2.1907267489011	0.2900218725	-3.37146668752051	0.00166990065850003	0.0656284107647678	-1.20337821051799	"TMC8"
"PLAG1"	-2.91223144978022	-0.0737980005	-3.36659655116972	0.00169297550191113	0.0658722073603261	-1.21533683589654	"PLAG1"
"KIF26A"	-2.6217419015	-0.261685214025	-3.36622894163898	0.00169472954171793	0.0658722073603261	-1.21623913717085	"KIF26A"
"CRMP1"	-2.35640792164835	-4.3947632795	-3.36604278555179	0.00169561844219248	0.0658722073603261	-1.21669603962357	"CRMP1"
"EXT1"	-1.95371089395605	2.5888555025	-3.36000468727996	0.00172469296065758	0.0664979361071586	-1.23150885068307	"EXT1"
"RAPGEF6"	-2.67473738802198	-2.6337447835	-3.35158879132463	0.00176601139796294	0.0675490103034509	-1.25213179638959	"RAPGEF6"
"LOC729603"	-2.07794358302198	-1.46553171175	-3.34489176148174	0.0017995637422733	0.0676841172694074	-1.2685233736811	"LOC729603"
"CHD5"	1.62270544807692	-0.74275004125	3.34158385352099	0.00181635989015813	0.0677326598135142	-1.27661343026274	"CHD5"
"C9orf128"	-3.56509507747253	-2.9908174925	-3.34033129291104	0.00182275878593311	0.0677326598135142	-1.27967568503745	"C9orf128"
"FREM1"	-3.50736635164835	-1.740055	-3.32389545585909	0.00190874005161339	0.0689664903539826	-1.31980188528948	"FREM1"
"GPR64"	-2.29529222453352	-1.9255574897675	-3.31643823443955	0.00194901318256185	0.0693299257365974	-1.3379733068073	"GPR64"
"FAM124A"	-2.44459341758242	-3.0402162	-3.31277248727844	0.00196910572312866	0.0697587160497669	-1.34689789250008	"FAM124A"
"PFN4"	1.6559154128022	-2.49267387475	3.31113249847729	0.00197815848841557	0.0699521370047268	-1.35088889133716	"PFN4"
"TMCO2"	-2.38469634615385	5.316460125	-3.30987838845846	0.00198510792351564	0.0699521370047268	-1.35394012435264	"TMCO2"
"JAZF1"	-1.87296741153846	3.8150466175	-3.30716924080243	0.00200019963387339	0.0699521370047268	-1.36052934336171	"JAZF1"
"SDR9C7"	-2.31018803296703	-0.89216285	-3.30353003431759	0.00202064437678548	0.0699521370047268	-1.36937613402698	"SDR9C7"
"SYCE1L"	-2.79600157884615	-2.65206607375	-3.30222005049777	0.00202805232701383	0.0699521370047268	-1.3725593889372	"SYCE1L"
"PKDCC"	-3.45478210549451	-2.76911756	-3.30138797578972	0.00203277112246799	0.0699521370047268	-1.37458097661843	"PKDCC"
"HBQ1"	-1.99046960912088	0.8567577245	-3.30127855942409	0.0020333924127798	0.0699521370047268	-1.37484679160637	"HBQ1"
"NBL1"	-2.32437677737363	0.18088956815	-3.29907211374619	0.00204595974030233	0.0699521370047268	-1.38020610294675	"NBL1"
"BAHCC1"	1.65175503846154	6.263905225	3.29755536956552	0.00205464155177284	0.0699521370047268	-1.38388906327775	"BAHCC1"
"NUDT12"	-2.77600244560439	-2.9453427175	-3.29724668163787	0.00205641276393576	0.0699521370047268	-1.38463850874389	"NUDT12"
"ESM1"	-2.30882022527473	-5.407223925	-3.29365274688986	0.00207714154348785	0.0701001035176939	-1.39336124844888	"ESM1"
"ARHGEF16"	-2.12895876137685	6.98728407656102	-3.28616001905265	0.00212099859053099	0.0712005891508261	-1.41153022739276	"ARHGEF16"
"ANGPT2"	1.99050791907393	5.06450091899951	3.28288090237679	0.00214046806599241	0.0713031282229374	-1.41947469944474	"ANGPT2"
"TMEM171"	-2.35987841153846	-1.4222251325	-3.28276803623985	0.0021411412161533	0.0713031282229374	-1.41974806960335	"TMEM171"
"ART5"	-3.57606338038462	-1.79233871775	-3.27923881373729	0.002162291894154	0.0715369860207854	-1.42829355328434	"ART5"
"RHCG"	-2.19754331703297	4.8562907275	-3.27523179709069	0.00218654686148107	0.0719910902451038	-1.43798993255752	"RHCG"
"PLEKHA1"	-2.64889809065934	0.4066925375	-3.27317616804486	0.00219909003001277	0.0720699141121085	-1.44296176121996	"PLEKHA1"
"LDLRAP1"	-2.81344870989011	-1.04113941	-3.2714044950002	0.00220995540343728	0.0721824924129069	-1.44724544806281	"LDLRAP1"
"RHBDD1"	-2.86420248516484	4.4039968225	-3.2626312705574	0.00226451648636327	0.0729195638434592	-1.46843950312112	"RHBDD1"
"MTX3"	-2.09718076153846	1.284970395	-3.25669957407055	0.00230212884526223	0.0735541032304273	-1.48275157810866	"MTX3"
"COL1A1"	-2.65461805445055	0.74250387825	-3.25278072728077	0.00232730274174644	0.0738972660041841	-1.49219924508502	"COL1A1"
"GALNT6"	-3.42380061263736	-0.9628060875	-3.25119856771836	0.00233754014948521	0.0740335941279	-1.49601180290194	"GALNT6"
"SEC16A"	-3.33216663186813	0.489522625	-3.25044609047114	0.00234242407317702	0.0740335941279	-1.49782470548489	"SEC16A"
"C1QTNF8"	-1.9047973267033	-1.9142763805	-3.24374756218303	0.00238632989083551	0.0750742311668989	-1.51395300011493	"C1QTNF8"
"MOCOS"	-2.09393642252747	-2.0883451825	-3.23857587856719	0.00242076142768594	0.0756930768364237	-1.52639259535566	"MOCOS"
"SLC38A5"	2.24583967917582	-1.71198720575	3.22901986363348	0.0024856272146658	0.076999183122585	-1.54934926999321	"SLC38A5"
"GATSL2"	-1.98972565565934	-2.84220939525	-3.22804904417789	0.0024923086372394	0.076999183122585	-1.55167940774209	"GATSL2"
"SLC12A6"	2.25441154065934	-3.39875158	3.22782583200313	0.00249384724771783	0.076999183122585	-1.55221510172381	"SLC12A6"
"TUBB4"	-1.93595498412088	3.49355941325	-3.22235424107739	0.0025318462476486	0.0775746050604243	-1.56534015913142	"TUBB4"
"RFFL"	-1.60417052510989	0.93327875775	-3.2207019626496	0.00254342854373613	0.0775910610941297	-1.56930116972229	"RFFL"
