"name"	"mIDH2"	"mIDH1"	"distance"
"1"	"(10Z)-heptadecenoic"	0.220321058116457	0.22346701609793	0.0223794421697885
"2"	"(11Z,14Z)-eicosadienoic"	0.225045397602435	0.230399183143303	0.0198213195159342
"3"	"(11Z,14Z,17Z)-eicosatrienoic"	0.224874009167851	0.230089093445778	0.0199727286987996
"4"	"(13Z)-eicosenoic"	0.232129085604385	0.23585991716972	0.0209190400349966
"5"	"(13Z)-octadecenoic"	0.22897082121177	0.235509618324962	0.0183452499791892
"6"	"(13Z,16Z)-docosadienoic"	0.222529663226802	0.231235672543156	0.0166556296280667
"7"	"(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic"	0	0	0.0418615220775686
"8"	"(1R,2S)-naphthalene"	0.402027271159846	0.401294766836887	0.0127849533345461
"9"	"(1S,2R)-naphthalene"	0	0	0.0418615220775686
"10"	"(3E,5Z,8Z)-Tetradecatrienoyl"	0.259689940100531	0.258307249643235	0.02398901032775
"11"	"(3S)-3-Hydroxy-Cis-8-Tetradecenoyl"	0.272708606856842	0.272823173536553	0.0215264594994947
"12"	"(5-L-glutamyl)-L-amino"	0.242073758142139	0.235846646490785	0.0301396166809055
"13"	"(6Z,9Z)-octadecadienoic"	0.249067444254076	0.24994354421637	0.0225178449712978
"14"	"(7Z)-octadecenoic"	0.308054460960746	0.311819567724839	0.0152551341521559
"15"	"(7Z)-tetradecenoic"	0.220708031843706	0.230654957286163	0.0155497818092483
"16"	"(8Z,11Z,14Z)-Eicosatrienoic"	0.19525785985908	0.193725882556303	0.0289157357339778
"17"	"(9E)-tetradecenoic"	0.246721971735224	0.249942864198372	0.0203469619703817
"18"	"(Glc)3"	0	0	0.0418615220775686
"19"	"(S)-3-Hydroxyisobutyryl"	0	0	0.0418615220775686
"20"	"(S)-3-Hydroxyoctadecanoyl"	0.205081651434622	0.20910331210521	0.0226336941376055
"21"	"(Z,Z,Z)-7,10,13-Hexadecatrienoic"	0.251308136162085	0.258048788532951	0.0164871522195311
"22"	"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0418615220775686
"23"	"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0418615220775686
"24"	"(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0418615220775686
"25"	"(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0418615220775686
"26"	"(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0418615220775686
"27"	"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0418615220775686
"28"	"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine,"	0	0	0.0418615220775686
"29"	"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0418615220775686
"30"	"1,1-dichloroethylene"	0	0	0.0418615220775686
