"TF"	"size"	"nes"	"pval"	"pval.fdr"
"SREBF1"	23	2.89838039106398	0.00375095349410967	0.273412020653136
"SP1"	315	-2.71708484231749	0.00658597226494518	0.273412020653136
"NR3C1"	10	2.69634200466233	0.00701056463213169	0.273412020653136
"ZNF263"	298	2.50593800209481	0.0122127031877187	0.297216782557537
"GATA2"	39	2.26325897118915	0.0236197298879965	0.297216782557537
"STAT5A"	21	-2.26053971341093	0.0237877745592872	0.297216782557537
"TCF3"	14	2.23018364628919	0.0257352534927129	0.297216782557537
"SREBF2"	16	2.22790906467861	0.0258865795884147	0.297216782557537
"STAT3"	75	2.20697046571193	0.0273161227701625	0.297216782557537
"EPAS1"	13	-2.18029461744089	0.0292356298044016	0.297216782557537
"POU2F1"	32	2.16582983655415	0.0303241924647963	0.297216782557537
"PPARG"	40	2.1637469892231	0.0304837725700038	0.297216782557537
"STAT4"	10	-2.12248451418409	0.0337970717615735	0.304173645854162
"ETS1"	139	-1.90534498821873	0.0567352410923355	0.400795617534535
"HSF1"	12	1.89119234449162	0.0585986729121412	0.400795617534535
"SMAD3"	33	1.88536241862493	0.0593809242628406	0.400795617534535
"FOXO4"	14	-1.8789640230336	0.0602494058099259	0.400795617534535
"CTCF"	110	1.86872657875136	0.0616608642360823	0.400795617534535
"STAT5B"	16	1.80569439277289	0.0709660890059507	0.436888374110532
"TAL1"	18	1.7824138207503	0.0746817733522278	0.436888374110532
"RUNX3"	12	1.75725681429075	0.0788740451925343	0.439441108929834
"EGR1"	124	1.70324395263517	0.0885224244794186	0.464326148438334
"ATF6"	10	1.6810226258802	0.0927585198451981	0.464326148438334
"GATA1"	15	-1.66834938644703	0.095246389423248	0.464326148438334
