"name"	"mIDH2_NR"	"mIDH2_R"	"distance"
"1"	"16-5-5"	0.273713267118312	0.25304856939227	-0.0295
"2"	"A1BG"	0.417709249902313	0.399823051145109	-0.0275
"3"	"A1CF"	0.562382597134257	0.555640393621688	-0.0195
"4"	"A2M"	0.589519066815844	0.573448289579781	-0.0261
"5"	"A2ML1"	0.481405207087939	0.469082965029822	-0.0235
"6"	"A2ML1-AS1"	0.280565630320969	0.259098359921397	-0.0301
"7"	"A2ML1-AS2"	0.297908034386052	0.278757657711644	-0.0285
"8"	"A3GALT2"	0.264671145457287	0.241435378913736	-0.0314
"9"	"A4GALT"	0.617731863417285	0.629941344366388	-0.006
"10"	"A4GNT"	0.608741395862456	0.589691905073931	-0.0282
"11"	"AAA1"	0.404498891424801	0.461963065796343	0.0258
"12"	"AAAS"	0.653525974256756	0.635297919543979	-0.0275
"13"	"AACS"	0.650233830268283	0.66557277433902	-0.0038
"14"	"AADAC"	0.628526627207797	0.6029644043701	-0.0327
"15"	"AADACL2"	0.408780885084223	0.408345308904591	-0.0151
"16"	"AADACL3"	0.473189861397552	0.469936891815431	-0.0171
"17"	"AADACL4"	0.395212832148031	0.417050391942005	6e-04
"18"	"AADAT"	0.639637423215186	0.590078767703665	-0.0497
"19"	"AAG1"	0.563579078257451	0.548101480196406	-0.0257
"20"	"AAGAB"	0.456737201944109	0.476647741721208	-7e-04
"21"	"AAK1"	0.745751552951908	0.732504299875906	-0.0239
"22"	"AAMDC"	0.271073462355949	0.263424307212477	-0.0203
"23"	"AAMP"	0.448523873901731	0.428085938305238	-0.0293
"24"	"AANAT"	0.663514932918982	0.591104930721921	-0.0659
"25"	"AAR2"	0.330682267124949	0.311229206670016	-0.0286
"26"	"AARS"	0.493550936897807	0.479283133655875	-0.0249
"27"	"AARS1"	0.448521296938572	0.445587944506857	-0.0169
"28"	"AARS2"	0.57117260440326	0.444093617408641	-0.1046
"29"	"AARSD1"	0.604124345049994	0.613652659137656	-0.0079
"30"	"AASDH"	0.651491225262671	0.640056066246402	-0.0227
"31"	"AASDHPPT"	0.573012608647868	0.560576078909294	-0.0235
"32"	"AASS"	0.65194748637209	0.635161021929222	-0.0265
"33"	"AATF"	0.605716020515775	0.620657983812447	-0.0041
"34"	"AATK"	0.565579595419248	0.528709837989647	-0.0408
"35"	"AB019440.1"	0.289457043261788	0.27176786832323	-0.0274
"36"	"AB019440.50"	0.289457043261788	0.27176786832323	-0.0274
"37"	"ABAT"	0.58528401224245	0.542110541783182	-0.0452
"38"	"ABCA1"	0.86145616742969	0.858863831347431	-0.0163
"39"	"ABCA10"	0.506744404796632	0.464874024730959	-0.0444
"40"	"ABCA11P"	0.508158105602215	0.478965405856124	-0.0354
"41"	"ABCA12"	0.438800113744602	0.428480827408427	-0.0221
"42"	"ABCA13"	0.492733604357597	0.416048348086726	-0.069
"43"	"ABCA17P"	0.480316312570626	0.451446857493095	-0.0352
"44"	"ABCA2"	0.699389335747367	0.670103236774071	-0.0353
"45"	"ABCA3"	0.602797656105638	0.632709278984635	0.0065
"46"	"ABCA4"	0.590140694601729	0.56608296918922	-0.0317
"47"	"ABCA5"	0.52794262736335	0.460196986212891	-0.0627
"48"	"ABCA6"	0.434131104953168	0.460107270356008	0.0036
"49"	"ABCA7"	0.576041162988519	0.517910773605281	-0.0558
"50"	"ABCA8"	0.656000724660754	0.654617736483625	-0.0156
"51"	"ABCA9"	0.43331524921364	0.412704335732714	-0.0294
"52"	"ABCA9-AS1"	0.302908294795848	0.280446379602016	-0.0308
"53"	"ABCB1"	0.828638480163189	0.818753929442398	-0.0215
"54"	"ABCB10"	0.503323294850759	0.442254126567547	-0.058
"55"	"ABCB11"	0.804090795483442	0.800191444680709	-0.0173
"56"	"ABCB4"	0.742003747463968	0.733254027415702	-0.0208
"57"	"ABCB5"	0.390388012071904	0.422188560840603	0.0077
"58"	"ABCB6"	0.558142335268564	0.581140289155115	0.0016
"59"	"ABCB7"	0.480709033777219	0.463081811945955	-0.0272
"60"	"ABCB8"	0.460606485056946	0.43815919308081	-0.0307
"61"	"ABCB9"	0.456284691563269	0.455821895169053	-0.0151
"62"	"ABCC1"	0.794063473557989	0.787880787287729	-0.0189
"63"	"ABCC10"	0.456619898390409	0.421744580566386	-0.0395
"64"	"ABCC11"	0.704270367999335	0.694567052585848	-0.0215
"65"	"ABCC12"	0.467333938105946	0.396787689665438	-0.0647
"66"	"ABCC13"	0.413319421730663	0.43700971834913	0.0019
"67"	"ABCC2"	0.810541656146815	0.803653311349069	-0.0194
"68"	"ABCC3"	0.830444943110053	0.819968731206673	-0.0219
"69"	"ABCC4"	0.773742199016525	0.767573539740602	-0.0189
"70"	"ABCC5"	0.679907838298777	0.648021879342167	-0.0372
"71"	"ABCC5-AS1"	0.293893288637337	0.279513870383471	-0.0251
"72"	"ABCC6"	0.486980546767713	0.383487197878055	-0.088
"73"	"ABCC6P1"	0.479249861580941	0.411757460623525	-0.0625
"74"	"ABCC6P2"	0.442371398608453	0.394876912949366	-0.0484
"75"	"ABCC8"	0.482012663039922	0.424577385920206	-0.0554
"76"	"ABCC9"	0.4360219385471	0.469953933898903	0.0092
"77"	"ABCD1"	0.712273094180055	0.691015192926479	-0.0296
"78"	"ABCD2"	0.629889095602939	0.601154900173687	-0.035
"79"	"ABCD3"	0.693312830492447	0.673490671328263	-0.0286
"80"	"ABCD4"	0.634841209286068	0.609000048075392	-0.0329
"81"	"ABCE1"	0.72633072939951	0.711400336901186	-0.0251
"82"	"ABCF1"	0.63579814191793	0.618445417802315	-0.0269
"83"	"ABCF2"	0.583266968159042	0.577073256528905	-0.0191
"84"	"ABCF3"	0.65365855359075	0.665031530991382	-0.0066
"85"	"ABCG1"	0.540497934426085	0.494498445007086	-0.0473
"86"	"ABCG2"	0.783959874537744	0.771843587661208	-0.0231
"87"	"ABCG4"	0.482628619360985	0.413827905851212	-0.0634
"88"	"ABCG5"	0.481500446750207	0.455617162322018	-0.0331
"89"	"ABCG8"	0.516086053313141	0.491128709281205	-0.0324
"90"	"ABHD1"	0.414612516037287	0.401516193081874	-0.0241
"91"	"ABHD10"	0.476465017851813	0.384122777285311	-0.0801
"92"	"ABHD11"	0.459246923035581	0.478039020842631	-0.0015
"93"	"ABHD12"	0.652864288484444	0.627756975004898	-0.0324
"94"	"ABHD12B"	0.545703089089907	0.371026752303364	-0.1383
"95"	"ABHD13"	0.423623042070534	0.420727986082036	-0.0169
"96"	"ABHD14A"	0.499421420826229	0.514989433977802	-0.0037
"97"	"ABHD14A-ACY1"	0.34709025499817	0.338222885519262	-0.0211
"98"	"ABHD14B"	0.506112089280496	0.493251665032057	-0.0239
"99"	"ABHD15"	0.48364056572229	0.474411107670129	-0.0213
"100"	"ABHD2"	0.477252437452057	0.436586893573485	-0.0435
"101"	"ABHD3"	0.46514563770257	0.416658656698272	-0.0491
"102"	"ABHD4"	0.574238841052622	0.584553343267575	-0.0074
