A	B	scaled_weight
ethanol[c]	MAR03905	1
NAD+[c]	MAR03905	1
ethanol[c]	MAR03907	1
NADP+[c]	MAR03907	1
acetate[c]	MAR04097	0.719387669686659
ATP[c]	MAR04097	0.719387669686659
CoA[c]	MAR04097	0.719387669686659
acetate[m]	MAR04099	0.640051691172092
ATP[m]	MAR04099	0.640051691172092
CoA[m]	MAR04099	0.640051691172092
acetyl adenylate[c]	MAR04108	0.718176706033901
CoA[c]	MAR04108	0.718176706033901
acetate[c]	MAR04133	0.718176706033901
ATP[c]	MAR04133	0.718176706033901
H+[c]	MAR04133	0.718176706033901
CoA[m]	MAR04137	0.837969658629726
NAD+[m]	MAR04137	0.837969658629726
pyruvate[m]	MAR04137	0.837969658629726
H+[x]	MAR04281	1
NADH[x]	MAR04281	1
pyruvate[x]	MAR04281	1
MAR04281	L-lactate[x]	1
MAR04281	NAD+[x]	1
H+[c]	MAR04388	1
NADH[c]	MAR04388	1
pyruvate[c]	MAR04388	1
MAR04388	L-lactate[c]	1
MAR04388	NAD+[c]	1
acetaldehyde[c]	MAR04283	0.883110983778839
H2O[c]	MAR04283	0.883110983778839
NADP+[c]	MAR04283	0.883110983778839
acetaldehyde[m]	MAR08357	0.818995163054785
H2O[m]	MAR08357	0.818995163054785
NAD+[m]	MAR08357	0.818995163054785
ATP[c]	MAR04379	0.952251237092246
fructose-6-phosphate[c]	MAR04379	0.952251237092246
fructose-6-phosphate[c]	MAR04301	0.95249091799792
UTP[c]	MAR04301	0.95249091799792
DHAP[c]	MAR04355	0.95249091799792
erythrose-4-phosphate[c]	MAR04355	0.95249091799792
ADP[c]	MAR04358	0.310372568086948
H+[c]	MAR04358	0.310372568086948
PEP[c]	MAR04358	0.310372568086948
H2O[c]	MAR04360	0.752714589377191
methylglyoxal[c]	MAR04360	0.752714589377191
NADP+[c]	MAR04360	0.752714589377191
2-phospho-D-glycerate[c]	MAR04363	0.805297485345067
MAR04363	H2O[c]	0.653916719584085
MAR04363	PEP[c]	0.653916719584085
2-phospho-D-glycerate[c]	MAR04365	0.795286469742794
MAR04365	3-phospho-D-glycerate[c]	0.804812225216066
1,3-bisphospho-D-glycerate[c]	MAR04368	0.798952101046809
ADP[c]	MAR04368	0.798952101046809
MAR04368	3-phospho-D-glycerate[c]	0.78477638030287
MAR04368	ATP[c]	0.78477638030287
1,3-bisphospho-D-glycerate[c]	MAR04370	0.838193526704354
H2O[c]	MAR04370	0.838193526704354
1,3-bisphospho-D-glycerate[c]	MAR04371	0.760201140869674
2,3-bisphospho-D-glycerate[c]	MAR04372	0.760201140869672
H2O[c]	MAR04372	0.760201140869672
1,3-bisphospho-D-glycerate[c]	MAR04373	0.776189447922059
H+[c]	MAR04373	0.776189447922059
NADH[c]	MAR04373	0.776189447922059
MAR04373	GAP[c]	0.798952101046802
MAR04373	NAD+[c]	0.798952101046802
MAR04373	Pi[c]	0.798952101046802
DHAP[c]	MAR04375	0.678387545690015
GAP[c]	MAR04375	0.678387545690015
MAR04375	fructose-1,6-bisphosphate[c]	0.95249091799792
fructose-1,6-bisphosphate[c]	MAR04377	0.713477216006806
H2O[c]	MAR04377	0.713477216006806
fructose-6-phosphate[c]	MAR04381	0.685864094551054
MAR04381	glucose-6-phosphate[c]	0.928757896234953
DHAP[c]	MAR04391	0.696051453479724
MAR04391	GAP[c]	0.737939805718025
ATP[c]	MAR04394	0.776419937466713
glucose[c]	MAR04394	0.776419937466713
glucose-1-phosphate[c]	MAR04396	0.929274537233695
MAR04396	glucose-6-phosphate[c]	0.710237759499146
glucose-6-phosphate[r]	MAR04521	0.751962848528406
H2O[r]	MAR04521	0.751962848528406
H+[m]	MAR06410	0.838072517022443
lipoamide[m]	MAR06410	0.838072517022443
pyruvate[m]	MAR06410	0.838072517022443
CoA[m]	MAR06412	0.838072517022443
S-acetyldihydrolipoamide[m]	MAR06412	0.838072517022443
beta-D-glucose[c]	MAR07745	0.222367553829833
MAR07745	glucose[c]	0.222367553829833
ADP[c]	MAR07747	0.781691699571156
glucose[c]	MAR07747	0.781691699571156
ethanol[x]	MAR08360	1
H2O2[x]	MAR08360	1
carbamoyl-phosphate[r]	MAR08652	0.222367553829833
glucose[r]	MAR08652	0.222367553829833
ethanol[c]	MAR08757	1
H+[c]	MAR08757	1
NADPH[c]	MAR08757	1
O2[c]	MAR08757	1
H2O[e]	MAR03989	0.915304056739501
maltose[e]	MAR03989	0.915304056739501
H2O[c]	MAR04122	0.833103150256897
NAD+[c]	MAR04122	0.833103150256897
UDP-glucose[c]	MAR04122	0.833103150256897
H2O[e]	MAR04837	0.977717808791539
trehalose[e]	MAR04837	0.977717808791539
glycogenin[c]	MAR05395	0.699599521977301
UDP-glucose[c]	MAR05395	0.699599521977301
glycogenin G8[c]	MAR05396	0.699599521977301
UDP-glucose[c]	MAR05396	0.699599521977301
UDP-glucose[c]	MAR09727	0.807261750528734
glycogenin G11[c]	MAR05397	0.699599521977301
glycogenin G4G7[c]	MAR05398	0.699599521977301
Pi[c]	MAR05398	0.699599521977301
glycogenin G4G4[c]	MAR05399	0.698432094726583
glycogenin G7G1[c]	MAR05400	0.698432094726583
H2O[c]	MAR05400	0.698432094726583
glycogenin G7[c]	MAR05401	0.69870418289093
Pi[c]	MAR05401	0.69870418289093
H2O[c]	MAR08568	1
maltodecaose[c]	MAR08568	1
H2O[e]	MAR08569	1
maltodecaose[e]	MAR08569	1
H2O[c]	MAR08570	1
maltononaose[c]	MAR08570	1
H2O[e]	MAR08571	1
maltononaose[e]	MAR08571	1
H2O[c]	MAR08572	1
maltoheptaose[c]	MAR08572	1
H2O[e]	MAR08573	1
maltoheptaose[e]	MAR08573	1
H2O[c]	MAR08574	1
maltohexaose[c]	MAR08574	1
H2O[e]	MAR08575	0.97844533246344
maltohexaose[e]	MAR08575	0.97844533246344
H2O[c]	MAR08576	1
maltopentaose[c]	MAR08576	1
H2O[e]	MAR08577	0.95581251612445
maltopentaose[e]	MAR08577	0.95581251612445
H2O[c]	MAR08578	1
maltotetraose[c]	MAR08578	1
H2O[e]	MAR08579	0.938793407387898
maltotetraose[e]	MAR08579	0.938793407387898
H2O[e]	MAR08581	0.927535735974566
maltotriose[e]	MAR08581	0.927535735974566
H2O[c]	MAR08591	1
maltotriose[c]	MAR08591	1
H2O[l]	MAR08592	1
maltotriose[l]	MAR08592	1
H2O[c]	MAR08580	1
maltotriose[c]	MAR08580	1
H2O[c]	MAR08582	0.979589814183872
maltose[c]	MAR08582	0.979589814183872
H2O[c]	MAR08587	0.99347704766891
maltose[c]	MAR08587	0.99347704766891
H2O[l]	MAR08589	1
maltose[l]	MAR08589	1
H2O[e]	MAR08583	1
starch structure 1[e]	MAR08583	1
H2O[e]	MAR08584	0.964215961187865
starch structure 2[e]	MAR08584	0.964215961187865
1,3-bisphospho-D-glycerate[c]	MAR08585	0.755311709213215
glucose-1-phosphate[c]	MAR08585	0.755311709213215
glucose-1-phosphate[c]	MAR03944	0.833104013674534
H+[c]	MAR03944	0.833104013674534
UTP[c]	MAR03944	0.833104013674534
UDP-galactose[c]	MAR04128	1
MAR04128	UDP-glucose[c]	0.705392436213138
ATP[c]	MAR04130	0.728302200388634
galactose[c]	MAR04130	0.728302200388634
glucose-1-phosphate[c]	MAR04131	0.800519712328321
UDP-galactose[c]	MAR04131	0.800519712328321
MAR04131	alpha-D-galactose-1-phosphate[c]	0.728507135194937
MAR04131	UDP-glucose[c]	0.728507135194937
galactose-1-phosphate[c]	MAR04132	0.728507135194922
UDP-glucose[c]	MAR04132	0.728507135194922
H2O[e]	MAR04303	1
sucrose[e]	MAR04303	1
ATP[c]	MAR04414	0.728507135194922
galactose[c]	MAR04414	0.728507135194922
H2O[e]	MAR04415	0.638187380024301
lactose[e]	MAR04415	0.638187380024301
galactosylglycerol[e]	MAR04416	1
H2O[e]	MAR04416	1
CDP[c]	MAR04774	0.825657411423609
H+[c]	MAR04774	0.825657411423609
tagatose-1,6-bisphosphate[c]	MAR04774	0.825657411423609
MAR04774	CTP[c]	0.825657411423609
MAR04774	D-tagatose-6-phosphate[c]	0.825657411423609
D-tagatose-6-phosphate[c]	MAR04775	0.825657411423609
ITP[c]	MAR04775	0.825657411423609
MAR04775	H+[c]	0.825657411423609
MAR04775	IDP[c]	0.825657411423609
MAR04775	tagatose-1,6-bisphosphate[c]	0.825657411423609
lactose[e]	MAR04831	0.97964656507453
NAD+[e]	MAR04831	0.97964656507453
MAR04831	3-ketolactose[e]	0.222367553829833
MAR04831	H+[e]	0.222367553829833
MAR04831	NADH[e]	0.222367553829833
3-keto-beta-D-galactose[e]	MAR04832	1
glucose[e]	MAR04832	1
MAR04832	3-ketolactose[e]	0.966623444904296
MAR04832	H2O[e]	0.966623444904296
glucose[g]	MAR07674	0.63788596288015
UDP-galactose[g]	MAR07674	0.63788596288015
ATP[c]	MAR08761	1
D-tagatose[c]	MAR08761	1
D-tagatose-6-phosphate[c]	MAR08762	1
MAR08762	DHAP[c]	0.222367553829833
MAR08762	glyceraldehyde[c]	0.222367553829833
H2O[l]	MAR08764	0.656653163299614
lactose[l]	MAR08764	0.656653163299614
galactose[c]	MAR08766	0.807757639337356
H+[c]	MAR08766	0.807757639337356
NADPH[c]	MAR08766	0.807757639337356
MAR08766	galactitol[c]	1
MAR08766	NADP+[c]	1
alpha-D-galactose-1-phosphate[c]	MAR08767	0.802085415965331
H+[c]	MAR08767	0.802085415965331
UTP[c]	MAR08767	0.802085415965331
ATP[c]	MAR00454	0.648931420380425
glyceraldehyde[c]	MAR00454	0.648931420380425
ATP[c]	MAR04297	0.830816177316269
fructose-6-phosphate[c]	MAR04297	0.830816177316269
ATP[c]	MAR04310	0.222367553829833
fructose[c]	MAR04310	0.222367553829833
D-glucitol[c]	MAR04315	0.658665795250129
NAD+[c]	MAR04315	0.658665795250129
MAR04315	fructose[c]	0.75293715924489
MAR04315	H+[c]	0.75293715924489
MAR04315	NADH[c]	0.75293715924489
D-glucitol[c]	MAR04316	1
NADP+[c]	MAR04316	1
MAR04316	glucose[c]	1
MAR04316	H+[c]	1
MAR04316	NADPH[c]	1
ATP[c]	MAR04317	0.222367553829833
D-glucitol[c]	MAR04317	0.222367553829833
ATP[c]	MAR04318	0.222367553829833
fructose[c]	MAR04318	0.222367553829833
ATP[c]	MAR04319	0.664268958752443
fructose[c]	MAR04319	0.664268958752443
ATP[c]	MAR04320	0.222367553829833
mannose-1-phosphate[c]	MAR04320	0.222367553829833
DHAP[c]	MAR04356	0.222367553829833
glyceraldehyde[c]	MAR04356	0.222367553829833
fructose-6-phosphate[c]	MAR04383	0.820912951626734
MAR04383	mannose-6-phosphate[c]	1
mannose-6-phosphate[c]	MAR04385	0.680358080343683
GDP[c]	MAR04386	0.680482476973079
H+[c]	MAR04386	0.680482476973079
mannose-1-phosphate[c]	MAR04386	0.680482476973079
GTP[c]	MAR04387	0.629538218439129
H+[c]	MAR04387	0.629538218439129
mannose-1-phosphate[c]	MAR04387	0.629538218439129
GDP-mannose[c]	MAR04399	0.776891750127682
GDP-4-dehydro-6-deoxy-D-mannose[c]	MAR04400	0.776948083377443
H+[c]	MAR04400	0.776948083377443
NADH[c]	MAR04400	0.776948083377443
GDP-L-fucose[c]	MAR04401	0.222367553829833
PPi[c]	MAR04401	0.222367553829833
MAR04401	GTP[c]	0.222367553829833
MAR04401	H+[c]	0.222367553829833
