node	mux	agg	layer1	layer2	layer3	layer4
19382	424.334834098459	4.36094910032647	0	0	0	2.18047455016324
22534	384.69641928374	5.00602145982229	0	0	0	2.50301072991114
24146	318.301570781104	5.71990077166194	0	0	0	2.85995038583097
23887	290.334291698838	3.39475072668391	0	0	0	1.69737536334195
23589	280.048407208103	5.79943210141939	0	0	0	2.89971605070969
24145	272.331852679234	3.03761874750515	0	0	0	1.51880937375258
20266	266.241768015152	7.33930611847513	0	0	0	3.66965305923756
24147	262.753822831606	6.93996036498162	0	0	0	3.46998018249081
23118	250.058337435797	4.73938995024162	0	0	0	2.36969497512081
23588	244.246330702384	6.01618752118146	0	0	0	3.00809376059073
23119	242.396405990892	6.04106587876862	0	0	0	3.02053293938431
20337	234.17836568282	3.65171254643198	0	0	0	1.82585627321599
28094	229.220889944264	8.93554092528322	0	0	0	4.46777046264161
19880	224.437561637273	27.1159907409209	0	0	0	13.5579953704605
22629	224.369458189597	6.66316577351346	0	0	0	3.33158288675673
20268	224.138856643987	7.33930611847511	0	0	0	3.66965305923755
23635	222.390245838712	3.47965926085163	0	0	0	1.73982963042582
20150	215.523578807375	5.0534175477468	0	0	0	2.5267087738734
19765	206.395928307793	1.9308126611674	0	0	0	0.9654063305837
24028	202.750913118278	5.7511676411643	0	0	0	2.87558382058215
23440	201.890735728081	11.4842467809732	0	0	0	5.74212339048658
23590	200.081417198001	4.63954568113551	0	0	0	2.31977284056776
19634	199.860906472978	14	0	0	0	7
23636	198.603247634589	5.79943210141939	0	0	0	2.89971605070969
22013	195.707339183704	4.09256902590571	0	0	0	2.04628451295286
19264	189.360768340688	5.79943210141939	0	0	0	2.89971605070969
23494	188.951605382733	9.83023657482146	0	0	0	4.91511828741073
24170	187.15436766956	6.75171798845426	0	0	0	3.37585899422713
22056	184.433307972572	4.11858418129178	0	0	0	2.05929209064589
20253	182.713306479278	2.69973672276891	0	0	0	1.34986836138445
30231	182.312642011895	10.4394846566324	0	0	0	5.21974232831622
29440	181.974151085336	5.4143122327395	0	0	0	2.70715611636975
25928	180.882639671522	2.10541869141643	0	0	0	1.05270934570821
29439	180.343534892672	5.39048828572386	0	0	0	2.69524414286193
22753	178.577835077873	8.91614431168306	0	0	0	4.45807215584153
30234	175.582534497135	6.16743426794636	0	0	0	3.08371713397318
23801	170.489072267694	2.36368476337176	0	0	0	1.18184238168588
30228	168.797209909559	2.77522978264823	0	0	0	1.38761489132412
21107	168.220334818002	5.09807046399085	0	0	0	2.54903523199543
23852	168.026862720173	8.26641336199235	0	0	0	4.13320668099618
30229	167.954516226162	3.62699076175443	0	0	0	1.81349538087721
22543	166.721111007176	5.00495050259038	0	0	0	2.50247525129519
30233	166.110137243712	3.77404288442101	0	0	0	1.8870214422105
20267	165.687280302924	7.33930611847517	0	0	0	3.66965305923758
24172	164.410560534171	6.86851055494844	0	0	0	3.43425527747422
21103	163.60535451208	5.09909005317315	0	0	0	2.54954502658657
26967	162.863950623112	12.0290831435503	0	0	0	6.01454157177517
20830	160.358760927102	4.14885124313367	0	0	0	2.07442562156684
19635	158.594397278245	14	0	0	0	7
22540	158.272026960096	5.00495050259038	0	0	0	2.50247525129519
24823	158.231599080966	6.09098496708824	0	0	0	3.04549248354412
27059	158.219086769136	1.94744182074299	0	0	0	0.973720910371494
22947	157.419932023772	6.87722177262057	0	0	0	3.43861088631028
23543	155.789034063248	5.48632036947371	0	0	0	2.74316018473686
23971	155.396058862291	1.36205328276953	0	0	0	0.681026641384764
24175	154.077580668445	5.71312420317144	0	0	0	2.85656210158572
30676	153.759280869469	1.58353673020543	0	0	0	0.791768365102717
30235	152.979318641043	5.67295630215735	0	0	0	2.83647815107868
22754	152.360266251001	7.58889853617657	0	0	0	3.79444926808828
22526	151.338730000645	5.1042478520631	0	0	0	2.55212392603155
23806	148.337210501139	8.27293154955018	0	0	0	4.13646577477509
23436	147.47295997648	3.28065449905141	0	0	0	1.64032724952571
22525	144.357739726473	5.1042478520631	0	0	0	2.55212392603155
30230	144.009156531708	5.61240706410984	0	0	0	2.80620353205492
21863	143.215745920745	5.33804219488266	0	0	0	2.66902109744133
19744	142.999765447257	4.82703165291851	0	0	0	2.41351582645926
26960	142.937529345982	9.13271465173104	0	0	0	4.56635732586552
23540	142.051036036046	5.79943210141939	0	0	0	2.89971605070969
22308	140.141603215798	5.79943210141939	0	0	0	2.89971605070969
23427	140.079529732079	11.4842467809732	0	0	0	5.74212339048658
30891	139.379596679051	12.6452526308772	0	0	0	6.32262631543859
30541	137.727099691465	2.15327109354228	0	0	0	1.07663554677114
30232	137.336155993607	4.49506401304377	0	0	0	2.24753200652188
26962	136.989465953596	8.10287398198198	0	0	0	4.05143699099099
21106	136.771045032102	5.09759185653448	0	0	0	2.54879592826724
30768	136.736316740524	8.64244591757291	0	0	0	4.32122295878645
19112	135.338651162051	2.94930073417352	0	0	0	1.47465036708676
22738	134.546682263458	10.6804872670436	0	0	0	5.34024363352182
31794	133.221273605823	8	4	0	0	0
24116	132.498668760077	6.66273006557102	0	0	0	3.33136503278551
27782	132.312940609341	1.15988642028388	0	0	0	0.579943210141939
23754	130.88811882428	8.27644938759622	0	0	0	4.13822469379811
19852	130.568109500549	25.0633767795156	0	0	0	12.5316883897578
28920	130.415711630073	1.15988642028388	0	0	0	0.579943210141939
19209	129.751533497438	4.46050456948186	0	0	0	2.23025228474093
23113	129.750267757495	7.93398905731688	0	0	0	3.96699452865844
27747	129.340560501948	4.63954568113551	0	0	0	2.31977284056776
30177	128.758855705954	1.15988642028388	0	0	0	0.579943210141939
20991	128.279773663051	4.63954568113551	0	0	0	2.31977284056776
24021	127.637534059893	2.58470510112839	0	0	0	1.2923525505642
14655	125.996827674139	24.7282866279326	0	8.94304119812459	3.4211021158417	0
19211	125.760805477647	7.23405846718822	0	0	0	3.61702923359411
20880	125.758591805753	4.56341264783262	0	0	0	2.28170632391631
23236	125.417313212972	7.28198426806215	0	0	0	3.64099213403108
28018	124.769529820191	15.5614871159713	0	0	0	7.78074355798567
24522	124.620778365139	4.47086298132588	0	0	0	2.23543149066294
22677	123.943076737267	6.43759855729244	0	0	0	3.21879927864622
19491	123.559849602746	7.48650933537467	0	0	0	3.74325466768734
19098	123.371676324465	8.33509909044269	0	0	0	4.16754954522134
21250	123.3409494236	3.63014347993541	0	0	0	1.8150717399677
14496	123.148699403061	6.58437098103383	0	0	3.29218549051692	0
21104	123.124251785742	5.10118315697717	0	0	0	2.55059157848859
19389	122.498454252165	6.68531938493445	0	0	0	3.34265969246723
21390	120.307337446432	2.8585289438657	0	0	0	1.42926447193285
23802	120.306334016677	8.272868496137	0	0	0	4.1364342480685
24173	120.273775015916	5.84665976419556	0	0	0	2.92332988209778
23457	120.204916491582	8.2030334149809	0	0	0	4.10151670749045
27748	120.041648011163	8.11920494198715	0	0	0	4.05960247099357
23879	119.605744646264	8.23963572141982	0	0	0	4.11981786070991
14098	119.303606410181	37.213050106287	0	3.29449394707416	15.3120311060694	0
20358	118.70123076982	4.99665317417036	0	0	0	2.49832658708518
23880	118.095148008485	7.14631023959003	0	0	0	3.57315511979502
23441	117.92682429843	12.5146517438871	0	0	0	6.25732587194354
21159	117.91965339299	2.85961754041819	0	0	0	1.4298087702091
14345	117.72936320191	26.8779123129163	0	11.1820723691852	2.25688378727295	0
30776	117.675576231023	4	0	0	0	2
22527	115.72623894183	5.1042478520631	0	0	0	2.55212392603155
23437	115.692178986951	11.4842467809732	0	0	0	5.74212339048658
26470	115.632512923858	1.50543780409934	0	0	0	0.752718902049671
21160	115.331740498028	14.5742287816583	0	0	0	7.28711439082917
31271	115.327408955862	4.85111846232537	0	0	0	2.42555923116268
27849	115.28064199884	48.7152296519228	0	0	0	24.3576148259614
19352	115.001927533918	7.79440284355964	0	0	0	3.89720142177982
21183	114.833859155827	7.22063648164796	0	0	0	3.61031824082398
14651	114.313817950621	27.1848890711071	0	11.4296004982307	2.16284403732288	0
23460	113.828499388471	11.4842467809732	0	0	0	5.74212339048662
26968	113.438672033673	8.11793949985917	0	0	0	4.05896974992958
22917	112.784496982917	5.62269039457099	0	0	0	2.8113451972855
20916	112.204917683455	4.28234626973248	0	0	0	2.14117313486624
21253	112.111629190152	4.15178560319404	0	0	0	2.07589280159702
19902	110.750982735502	6	0	0	0	3
30910	110.007887628549	7.64621047096644	0	0	0	3.82310523548322
22524	109.944314455235	5.1042478520631	0	0	0	2.55212392603155
22899	109.907868448035	5.55239955851171	0	0	0	2.77619977925586
30777	109.803615636262	3.30736394952751	0	0	0	1.65368197476376
20176	109.610205844374	6.91192693929883	0	0	0	3.45596346964942
30775	109.610029576555	8.64244591757289	0	0	0	4.32122295878645
30287	109.480501310981	1.1794716880185	0	0	0	0.589735844009251
26589	109.291823965693	1.81742258349428	0	0	0	0.90871129174714
30778	109.03449418883	6.61472789905502	0	0	0	3.30736394952751
30552	108.916638146493	2.31977284056776	0	0	0	1.15988642028388
21005	108.70404462551	3.89106269552142	0	0	0	1.94553134776071
23608	108.692736772624	6.95931852170327	0	0	0	3.47965926085163
30404	108.681402755268	1.88862860575894	0	0	0	0.94431430287947
21738	108.371069122498	5.26354672854102	0	0	0	2.63177336427051
24055	108.222756782954	4.71018626818718	0	0	0	2.35509313409359
30760	108.202354692029	10	0	0	0	5
22732	108.188429291837	2.99831901589918	0	0	0	1.49915950794959
31268	107.948683041568	8.46456833342565	0	0	0	4.23228416671283
19613	107.64334734793	3.22077705915304	0	0	0	1.61038852957652
24030	107.161777829348	2.83734080004024	0	0	0	1.41867040002012
