node	agg	layer1	layer2	layer3	layer4
42647	1564	0	0	0	1564
42668	1253	0	0	0	1253
42655	543	0	0	0	543
42657	472	0	0	0	472
43017	465	0	0	0	465
42695	369	0	0	0	369
42693	338	0	0	0	338
42651	330	0	0	0	330
42649	327	0	0	0	327
9670	301	0	0	301	0
9742	256	0	3	253	0
42823	254	0	0	0	254
9662	249	0	0	249	0
9737	234	0	0	234	0
9830	232	0	0	232	0
9886	229	0	12	218	0
9719	223	0	0	223	0
5796	222	0	21	207	0
6708	206	0	18	193	0
9784	204	0	0	204	0
9796	201	0	1	200	0
42700	193	0	0	0	193
6165	189	0	26	171	0
9669	188	0	2	186	0
42742	187	0	0	0	187
9664	186	0	6	180	0
9867	184	0	0	184	0
5931	183	0	33	159	0
9765	182	0	5	177	0
6803	180	0	24	163	0
42992	179	0	0	0	179
9709	178	0	0	178	0
9997	176	0	4	172	0
10465	176	0	4	172	0
9891	173	0	0	173	0
6385	172	0	11	167	0
9773	172	0	0	172	0
9688	171	0	9	163	0
9750	171	0	0	171	0
9960	170	0	6	164	0
10026	170	0	0	170	0
9795	167	0	0	167	0
9785	166	0	0	166	0
7508	165	0	17	148	0
42664	165	0	0	0	165
42845	164	0	0	0	164
42848	164	0	0	0	164
9900	162	0	0	162	0
9683	160	0	1	159	0
9716	160	0	1	159	0
7125	159	0	6	153	0
9672	159	0	0	159	0
9854	158	0	0	158	0
9766	157	0	0	157	0
42662	157	0	0	0	157
9673	155	0	3	152	0
42846	154	0	0	0	154
7025	153	0	17	140	0
9723	153	0	0	153	0
10206	153	0	0	153	0
5887	152	0	18	139	0
9712	152	0	5	149	0
9817	152	0	0	152	0
9733	150	0	0	150	0
9839	150	0	0	150	0
7547	149	0	7	145	0
9713	149	0	7	144	0
9825	149	0	1	148	0
9829	148	0	0	148	0
13939	148	0	0	0	148
5814	147	0	21	130	0
5941	145	0	10	142	0
9729	144	0	0	144	0
9746	144	0	0	144	0
9842	143	0	0	143	0
10015	143	0	0	143	0
9679	142	0	0	142	0
9730	139	0	0	139	0
42663	139	0	0	0	139
9774	137	0	0	137	0
9778	137	0	1	136	0
9812	137	0	3	134	0
42768	137	0	0	0	137
9754	136	0	4	132	0
9717	135	0	0	135	0
9732	135	0	0	135	0
10299	135	0	0	135	0
5859	134	0	20	121	0
9914	134	0	0	134	0
10276	134	0	4	130	0
6336	133	0	10	125	0
9752	133	0	1	132	0
9753	133	0	1	132	0
5687	132	0	31	107	0
9779	132	0	0	132	0
9935	131	0	2	129	0
9786	130	0	0	130	0
9967	130	0	0	130	0
10043	130	0	0	130	0
10304	130	0	0	130	0
5766	129	0	16	114	0
9799	129	0	2	127	0
9821	129	0	4	125	0
9894	129	0	0	129	0
10095	129	0	0	129	0
9757	128	0	0	128	0
9815	128	0	2	126	0
9906	128	0	4	125	0
10230	128	0	0	128	0
5784	127	0	34	103	0
9736	127	0	0	127	0
9787	127	0	0	127	0
9800	127	0	0	127	0
9924	127	0	0	127	0
10305	127	0	0	127	0
9871	126	0	1	125	0
9890	126	0	0	126	0
9895	126	0	0	126	0
42654	126	0	0	0	126
9674	125	0	0	125	0
9974	125	0	0	125	0
9671	124	0	0	124	0
9887	124	0	0	124	0
9988	124	0	0	124	0
42653	124	0	0	0	124
42665	124	0	0	0	124
9660	123	0	0	123	0
9744	123	0	0	123	0
9915	123	0	3	122	0
10035	123	0	0	123	0
9942	122	0	0	122	0
9721	121	0	2	119	0
9828	121	0	1	120	0
8816	120	0	4	116	0
9862	120	0	0	120	0
9939	120	0	0	120	0
9950	120	0	5	115	0
9665	119	0	0	119	0
9876	119	0	0	119	0
9986	119	0	0	119	0
10072	119	0	0	119	0
9963	118	0	0	118	0
10157	118	0	3	115	0
10217	117	0	0	117	0
42681	117	0	0	0	117
6296	116	0	16	106	0
6790	116	0	14	103	0
9696	116	0	0	116	0
9861	116	0	1	115	0
10008	116	0	0	116	0
6076	115	0	19	103	0
9740	115	0	0	115	0
9977	115	0	0	115	0
9686	114	0	0	114	0
9697	114	0	1	113	0
9793	114	0	0	114	0
9863	114	0	0	114	0
9864	114	0	0	114	0
9865	114	0	0	114	0
10090	114	0	3	111	0
5618	113	0	127	0	0
9703	113	0	0	113	0
9912	113	0	0	113	0
9667	112	0	0	112	0
9735	112	0	1	111	0
5889	111	0	25	95	0
9687	111	0	0	111	0
9698	111	0	1	110	0
9731	111	0	0	111	0
9954	111	0	1	110	0
9965	111	0	7	104	0
9684	110	0	0	110	0
9760	110	0	0	110	0
9841	110	0	0	110	0
9994	110	0	0	110	0
10064	110	0	0	110	0
42716	110	0	0	0	110
9814	108	0	0	108	0
10012	108	0	0	108	0
9700	107	0	0	107	0
9718	107	0	0	107	0
9790	107	0	0	107	0
9835	107	0	0	107	0
9663	106	0	0	106	0
9810	106	0	0	106	0
9822	106	0	0	106	0
7165	105	0	12	100	0
9763	105	0	0	105	0
9910	105	0	0	105	0
9971	105	0	0	105	0
42718	105	0	0	0	105
43156	105	0	0	0	105
43158	105	0	0	0	105
10045	104	0	0	104	0
9692	103	0	1	102	0
9816	103	0	0	103	0
9985	103	0	10	93	0
5621	102	0	121	0	0
9953	102	0	0	102	0
6025	101	0	13	90	0
10101	101	0	7	94	0
5876	100	0	14	92	0
9682	100	0	0	100	0
9690	100	0	0	100	0
9789	100	0	0	100	0
9969	100	0	6	94	0
10034	100	0	0	100	0
10189	100	0	3	97	0
5717	99	0	18	82	0
6222	98	0	5	93	0
8043	98	0	5	94	0
9925	98	0	1	97	0
10112	98	0	0	98	0
43194	98	0	0	0	98
9797	97	0	1	96	0
9844	97	0	0	97	0
9859	97	0	0	97	0
10448	97	0	0	97	0
6124	96	0	14	85	0
6126	96	0	14	90	0
9897	96	0	0	96	0
5835	95	0	28	75	0
9675	95	0	0	95	0
9704	95	0	0	95	0
9872	95	0	0	95	0
9878	94	0	0	94	0
10135	94	0	1	93	0
10447	94	0	0	94	0
6670	93	0	6	87	0
10163	93	0	0	93	0
5627	92	0	108	0	0
9720	91	0	0	91	0
9968	91	0	0	91	0
9931	90	0	0	90	0
43289	90	0	0	0	90
5636	88	0	98	0	0
9769	88	0	0	88	0
9783	88	0	1	87	0
42636	88	0	0	0	88
9677	87	0	1	86	0
9956	87	0	1	86	0
5624	86	0	33	64	0
5960	85	0	22	70	0
7178	85	0	10	78	0
9932	85	0	0	85	0
6903	84	0	18	73	0
9926	84	0	0	84	0
10050	84	0	2	83	0
10488	84	0	0	84	0
9983	83	0	0	83	0
42770	83	0	0	0	83
9809	82	0	6	76	0
9959	82	0	0	82	0
10066	82	0	0	82	0
9919	81	0	0	81	0
10219	81	0	2	79	0
10249	81	0	0	81	0
9759	80	0	0	80	0
9873	80	0	0	80	0
9998	80	0	0	80	0
10121	80	0	4	76	0
10138	80	0	5	75	0
42697	80	0	0	0	80
8681	79	0	2	77	0
9715	79	0	0	79	0
9838	79	0	0	79	0
6642	78	0	17	65	0
7853	78	0	10	70	0
9120	78	0	1	77	0
9661	78	0	0	78	0
9747	78	0	0	78	0
10076	78	0	1	77	0
10337	78	0	0	78	0
10512	78	0	0	78	0
43193	78	0	0	0	78
43257	78	0	0	0	78
5639	77	0	84	0	0
5903	77	0	38	46	0
10236	77	0	0	77	0
9805	76	0	0	76	0
9874	76	0	1	75	0
10530	76	0	0	76	0
10170	75	0	1	74	0
5653	74	0	21	56	0
5665	74	0	88	0	0
9823	74	0	0	74	0
43097	74	0	0	0	74
5956	73	0	13	62	0
9826	73	0	0	73	0
10025	73	0	0	73	0
6071	72	0	6	68	0
7516	72	0	8	67	0
8393	72	0	6	67	0
9724	72	0	0	72	0
9940	72	0	0	72	0
10180	72	0	4	68	0
42701	72	0	0	0	72
42705	72	0	0	0	72
9738	71	0	2	69	0
9866	71	0	0	71	0
9877	71	0	22	49	0
10091	71	0	1	70	0
10283	71	0	0	71	0
42471	71	0	0	71	0
772	70	74	0	0	0
6590	70	0	30	51	0
9756	70	0	0	70	0
10040	70	0	1	69	0
10377	70	0	0	70	0
10410	70	0	1	69	0
10535	70	0	0	70	0
10623	70	0	0	70	0
42478	70	0	0	70	0
44884	70	0	0	0	70
5675	69	0	34	38	0
5719	69	0	85	0	0
9342	69	0	5	65	0
10371	69	0	0	69	0
42702	69	0	0	0	69
43296	69	0	0	0	69
5823	68	0	7	61	0
6554	68	0	20	51	0
7766	68	0	11	59	0
8785	68	0	3	66	0
9761	68	0	0	68	0
9905	68	0	0	68	0
10422	68	0	1	67	0
6420	67	0	32	43	0
