"name"	"mIDH2"	"mIDH1"	"distance"
"96"	"ABHD14A"	0.467635002904622	0.473492068101151	0.0066
"97"	"ABHD14A-ACY1"	0.331545131299372	0.338890201779733	0.0109
"98"	"ABHD14B"	0.464558272791458	0.527239432014173	0.0461
"99"	"ABHD15"	0.430003868069183	0.47692990749305	0.036
"100"	"ABHD2"	0.464794195333053	0.442754207141697	-0.0127
"101"	"ABHD3"	0.417149310810788	0.375911401354587	-0.0249
"102"	"ABHD4"	0.555790555933831	0.523390216687146	-0.0221
"103"	"ABHD5"	0.635949648513755	0.628690732778552	-0.0066
"104"	"ABHD6"	0.622448990375708	0.609729615584482	-0.0101
"105"	"ABHD8"	0.489267582528183	0.48906292655291	0.0018
"106"	"ABI1"	0.651650522391163	0.642357486686414	-0.0084
"107"	"ABI2"	0.517950420190047	0.526049510524118	0.0069
"108"	"ABI3"	0.403297149647565	0.462004608903353	0.0449
"109"	"ABI3BP"	0.460389191410574	0.49936772927539	0.0298
"110"	"ABL1"	0.659737527141487	0.652785495455691	-0.007
"111"	"ABL2"	0.514647990100552	0.519276751398047	0.0046
"112"	"ABLIM1"	0.568771706753692	0.568999553709336	2e-04
"113"	"ABLIM2"	0.637486665245221	0.634390676658581	-0.0038
"114"	"ABLIM3"	0.538809953345744	0.542095737855378	0.0031
"115"	"ABO"	0.682918535663107	0.684736373481788	-0.0015
"116"	"ABR"	0.419918015645182	0.408959183107668	-0.0039
"117"	"ABRA"	0.425085249936993	0.42196732816026	0.0014
"118"	"ABRAXAS1"	0.501708518278942	0.497636051889393	-0.0011
"119"	"ABRAXAS2"	0.367333944954909	0.36416449723511	0.0028
"120"	"ABT1"	0.496320103136872	0.495730700773831	0.0014
"121"	"ABTB1"	0.452280417516492	0.451072120743269	0.0021
"122"	"ABTB2"	0.615484014085332	0.565846599608766	-0.0356
"123"	"AC000003.1"	0.228001204969827	0.235184784790227	0.0134
"124"	"AC000111.3"	0.239172591480607	0.243491207077263	0.0111
"125"	"AC000123.4"	0.240294152974434	0.248013675783606	0.0134
"126"	"AC002064.4"	0.263818608586535	0.266272854318385	0.0092
"127"	"AC002066.2"	0.226551222793998	0.2331534188498	0.013
"128"	"AC002368.4"	0.363178211856279	0.351591558142805	-0.003
"129"	"AC002429.5"	0.229173371627536	0.233687854618583	0.0115
"130"	"AC002477.1"	0.267891580794712	0.271930759672763	0.0102
"131"	"AC002511.1"	0.251075360180419	0.25116309559652	0.0079
"132"	"AC002511.2"	0.239374522435769	0.24241695710704	0.0102
"133"	"AC002539.1"	0.341301741490539	0.346853755472019	0.0095
"134"	"AC002553.1"	0.227771077003423	0.231113383995856	0.0107
"135"	"AC002558.1"	0.259898523582434	0.262357469961115	0.0093
"136"	"AC002978.1"	0.231700038132707	0.236323709937888	0.0115
"137"	"AC002979.1"	0.22794158913403	0.232694377541817	0.0117
"138"	"AC002994.1"	0.32458499038392	0.333058720158438	0.0119
"139"	"AC003102.1"	0.353795663071409	0.312595081103961	-0.0233
"140"	"AC003104.1"	0.231323440849227	0.234880784439332	0.0108
"141"	"AC003666.1"	0.246639660761527	0.25138022194622	0.0112
"142"	"AC003681.1"	0.243978193308403	0.24861832858534	0.0112
"143"	"AC003682.16"	0.253902955377349	0.275810713422572	0.0229
"144"	"AC003958.2"	0.24417572968231	0.252370085308325	0.0137
"145"	"AC004000.1"	0.285696048640824	0.29316236006234	0.0121
"146"	"AC004016.1"	0.229903121077787	0.234717276458439	0.0117
"147"	"AC004017.1"	0.257412913066789	0.266481283521423	0.0139
"148"	"AC004041.2"	0.24619030699597	0.255010167557451	0.014
"149"	"AC004054.1"	0	0.235956479096371	0.1779
"150"	"AC004066.3"	0.228719690377245	0.227954128068063	0.0078
"151"	"AC004069.1"	0.225520397533439	0.230856512722091	0.0121
"152"	"AC004076.9"	0.243068576457406	0.261323100893536	0.0207
"153"	"AC004160.4"	0.22494324970225	0.229820601078433	0.0118
"154"	"AC004231.2"	0.242901591291785	0.251336098308725	0.0139
"155"	"AC004237.1"	0.254670033624485	0.26018745363596	0.0115
"156"	"AC004458.1"	0.232630195584387	0.236777154825134	0.0111
"157"	"AC004485.3"	0.262210978930679	0.267297271310342	0.0111
"158"	"AC004492.1"	0.237589731793423	0.242375159610256	0.0115
"159"	"AC004528.1"	0.343922079211209	0.344857375053128	0.0062
"160"	"AC004528.4"	0.343922079211209	0.344857375053128	0.0062
"161"	"AC004593.3"	0.230385863254064	0.235193897949509	0.0116
"162"	"AC004673.1"	0.265066109058022	0.269431769683799	0.0105
"163"	"AC004691.5"	0.224292638535368	0.229178271316487	0.0118
"164"	"AC004692.4"	0.272303166297844	0.28670283183905	0.0173
"165"	"AC004699.1"	0.31572346417527	0.327339954432699	0.0143
"166"	"AC004745.1"	0.229334242840479	0.233879491953822	0.0115
"167"	"AC004837.4"	0.235468791053647	0.241828289304644	0.0126
"168"	"AC004837.5"	0.237194141617994	0.243463086779161	0.0125
"169"	"AC004862.6"	0.230085738173822	0.234053110902814	0.0111
"170"	"AC004893.11"	0.227648673074422	0.232585754517444	0.0118
"171"	"AC004906.3"	0.231929049610903	0.2365303813747	0.0115
"172"	"AC004941.3"	0.240592195282848	0.245132872648177	0.0112
"173"	"AC004969.1"	0.275509700524595	0.275145981089048	0.0069
"174"	"AC004988.1"	0.224998995030427	0.22985606024222	0.0118
"175"	"AC005008.2"	0.244387302061914	0.249016971240445	0.0112
"176"	"AC005037.1"	0.233576795188121	0.237988561090609	0.0113
"177"	"AC005037.2"	0.233576795188121	0.237988561090609	0.0113
"178"	"AC005042.4"	0.228923315842287	0.236229550629191	0.0134
"179"	"AC005048.1"	0.229807163577047	0.23456758246581	0.0116
"180"	"AC005062.2"	0.244629388636962	0.246904668014181	0.0095
"181"	"AC005071.1"	0	0.339865907292395	0.2501
"182"	"AC005082.1"	0.324444667943365	0.331874637828377	0.0112
"183"	"AC005154.6"	0.240293197397052	0.24511952727718	0.0114
"184"	"AC005162.4"	0.229793998624676	0.234609578651954	0.0117
"185"	"AC005215.1"	0.224472831176114	0.228972552252865	0.0116
"186"	"AC005224.2"	0.241233138299803	0.246235215858565	0.0115
"187"	"AC005237.4"	0.371627475717578	0.386880518898232	0.0155
"188"	"AC005284.1"	0.260999750864573	0.265425531710742	0.0106
"189"	"AC005329.7"	0.407702782366674	0.39750298707629	-0.0031
"190"	"AC005481.5"	0.233855948146049	0.238619907780233	0.0115
"191"	"AC005493.1"	0.236096477752964	0.23649377345726	0.0084
"192"	"AC005513.1"	0.227698821514607	0.234124046929309	0.0128
"193"	"AC005534.8"	0.412196766271291	0.41668446049705	0.007
"194"	"AC005538.5"	0.300989592940109	0.296836790576937	0.0037
"195"	"AC005544.1"	0.260155255881732	0.264583855661619	0.0107
"196"	"AC005550.3"	0.225575814867552	0.230445090412577	0.0118
"197"	"AC005682.5"	0.26692302516316	0.273122977514986	0.0117
"198"	"AC005740.5"	0.229941637070053	0.233259923172761	0.0106
"199"	"AC005757.7"	0.364055616236313	0.386145425771565	0.0204
"200"	"AC005841.1"	0.30390183997854	0.317007962362372	0.0156
"201"	"AC005863.1"	0.237845305538695	0.243244268763796	0.0119
"202"	"AC006011.4"	0.279330959205785	0.283515369643883	0.01
"203"	"AC006035.1"	0.225719143061607	0.230586628130117	0.0118
"204"	"AC006042.6"	0.247795751526409	0.257227521831178	0.0144
"205"	"AC006070.12"	0.272181691833872	0.284086080631413	0.0156
"206"	"AC006153.3"	0.331382937428757	0.330663079466674	0.0053
"207"	"AC006159.4"	0.224194109071018	0.231456375040941	0.0135
"208"	"AC006159.5"	0.22406319288108	0.231211564846082	0.0134
"209"	"AC006262.10"	0	0.316414822672464	0.2338
"210"	"AC006322.1"	0.232441790147552	0.23621556908753	0.0109
"211"	"AC006371.1"	0.269227196954015	0.281438137488881	0.0158
"212"	"AC006372.1"	0.233358539719202	0.238128819068987	0.0115
"213"	"AC006377.1"	0.223977699811668	0.228833986718811	0.0118
"214"	"AC006378.2"	0.294847450869455	0.299347830831959	0.0099
"215"	"AC006380.1"	0.227033660280562	0.23176723053847	0.0117
"216"	"AC006435.1"	0.243373109120006	0.248018879604025	0.0112
"217"	"AC006460.2"	0.251762081416116	0.256177083017264	0.0108
"218"	"AC006538.1"	0.260293592064378	0.262894518016558	0.0094
"219"	"AC006557.1"	0.265066109058022	0.269431769683799	0.0105
"220"	"AC006960.7"	0.227291727532131	0.23219091712581	0.0118
"221"	"AC006988.1"	0.259387940704795	0.263750693351986	0.0106
"222"	"AC007038.7"	0.240541095308336	0.248846407830684	0.0138
"223"	"AC007050.17"	0.222999098307388	0.228057706755568	0.012
"224"	"AC007096.1"	0.2308416330211	0.235643861631165	0.0116
"225"	"AC007098.1"	0.289027619704832	0.30989820984653	0.0214
"226"	"AC007099.2"	0.225233364182754	0.230157494947954	0.0118
"227"	"AC007131.3"	0.256838836216772	0.261309801112866	0.0108
"228"	"AC007179.2"	0.262794407502181	0.267189249891734	0.0106
"229"	"AC007242.1"	0.230437269965105	0.236283758952834	0.0124
"230"	"AC007271.3"	0.227807727605476	0.234433098379303	0.013
"231"	"AC007333.1"	0.227876783437362	0.232053351233085	0.0113
"232"	"AC007339.1"	0.22464848720183	0.22728975489765	0.0103
"233"	"AC007349.7"	0.234050818419965	0.238832537201825	0.0115
"234"	"AC007362.3"	0.245093690405635	0.252228932475297	0.0129
"235"	"AC007365.2"	0.226209970117248	0.231070389837621	0.0118
"236"	"AC007383.4"	0.236819720267201	0.243893085467595	0.0131
"237"	"AC007395.3"	0	0.25540013755054	0.1914
"238"	"AC007401.2"	0.233287604319485	0.239205479132088	0.0123
"239"	"AC007402.1"	0.265066109058022	0.269431769683799	0.0105
"240"	"AC007436.1"	0.268897005377634	0.271550903760351	0.0092
"241"	"AC007450.1"	0.253822171145995	0.253485163780278	0.0075
"242"	"AC007551.1"	0.229395018809419	0.234215745635796	0.0117
"243"	"AC007556.3"	0.256770838162351	0.260124535369	0.01
"244"	"AC007557.1"	0.228057129508391	0.232375348378736	0.0114
"245"	"AC007557.2"	0.228708529763529	0.232600678779414	0.011
"246"	"AC007557.3"	0.228708529763529	0.232600678779414	0.011
"247"	"AC007557.4"	0.228563729754378	0.232487196475493	0.0111
"248"	"AC007563.1"	0.228057129508391	0.232375348378736	0.0114
"249"	"AC007563.5"	0.228708529763529	0.232600678779414	0.011
"250"	"AC007611.1"	0.249317224687976	0.260801628661249	0.0158
"251"	"AC007620.3"	0.228063085685582	0.251904139740816	0.0249
"252"	"AC007679.3"	0.233591891101368	0.239344613813393	0.0122
"253"	"AC007750.5"	0.236282208614824	0.24205574953448	0.0122
"254"	"AC008045.1"	0.250124442537865	0.255154402790398	0.0113
"255"	"AC008067.2"	0.266779188324675	0.271123136804466	0.0104
"256"	"AC008069.2"	0.253430300381337	0.257944682780115	0.0109
"257"	"AC008073.7"	0.248685759468075	0.253248301899478	0.011
"258"	"AC008073.9"	0.236097225868329	0.240818281378834	0.0114
"259"	"AC008085.1"	0.233326862455388	0.237586145225013	0.0112
"260"	"AC008154.4"	0	0.375514666143003	0.2748
"261"	"AC008174.3"	0.226910876978126	0.231787891325852	0.0118
"262"	"AC008271.1"	0.233030626267797	0.237881371306961	0.0116
"263"	"AC008277.1"	0.225336698637132	0.230271663137996	0.0119
"264"	"AC008278.3"	0.237078669892098	0.241903594018358	0.0115
"265"	"AC008394.1"	0.223378850100219	0.228549608193446	0.0121
"266"	"AC008410.1"	0.249601628218221	0.258388036629874	0.0139
"267"	"AC008581.1"	0.236175870729063	0.246011029407771	0.015
"268"	"AC008592.4"	0.235937997692844	0.239820759652414	0.0109
"269"	"AC008625.1"	0.236157928818954	0.240842698567949	0.0114
"270"	"AC008671.1"	0.245321443156372	0.260331083921344	0.0184
"271"	"AC008694.3"	0.239688718752264	0.246066741353886	0.0125
"272"	"AC008706.1"	0.248652099550722	0.262042281512673	0.0172
"273"	"AC008753.3"	0.286525128877772	0.29061828070413	0.0098
"274"	"AC008753.4"	0.286525128877772	0.29061828070413	0.0098
"275"	"AC008836.1"	0.226798361413458	0.231652215562257	0.0118
"276"	"AC008869.1"	0.228446090184699	0.233577658503233	0.0119
"277"	"AC008937.2"	0.228905334360917	0.235477691856661	0.0129
"278"	"AC008949.1"	0.224058539241947	0.228821854529042	0.0118
"279"	"AC008984.5"	0.293397587599297	0.299418468566908	0.0109
"280"	"AC008984.7"	0.293397587599297	0.299418468566908	0.0109
"281"	"AC009009.1"	0.245488314087698	0.255898264504982	0.0152
"282"	"AC009095.4"	0.23926859991557	0.247147213211585	0.0136
"283"	"AC009196.1"	0.227889802254928	0.232731506441494	0.0117
"284"	"AC009227.2"	0	0.230489334580521	0.1741
"285"	"AC009228.1"	0.233665801839193	0.238398121898365	0.0115
"286"	"AC009299.1"	0.274669560675979	0.271769955593809	0.0052
"287"	"AC009299.2"	0.247365137298652	0.247741414147965	0.0081
"288"	"AC009303.1"	0.255866949658763	0.263507127156095	0.013
"289"	"AC009305.1"	0.249623345905386	0.252017148293931	0.0095
"290"	"AC009365.4"	0	0.301720317392678	0.2236
"291"	"AC009473.1"	0.246870657300794	0.257611689687038	0.0154
"292"	"AC009480.3"	0.224243949238324	0.229130187521253	0.0118
"293"	"AC009505.2"	0.224017634096689	0.228850489691784	0.0118
"294"	"AC009518.8"	0	0.300740811295231	0.2229
"295"	"AC009542.2"	0.253871148704569	0.267133296563388	0.0169
"296"	"AC009677.1"	0.223883938328546	0.22877486317325	0.0119
"297"	"AC009784.1"	0.261142688916169	0.265876747928444	0.0108
"298"	"AC009835.1"	0.246761264723061	0.251360564285039	0.0111
"299"	"AC009950.2"	0.227122947453966	0.232583854900385	0.0122
"300"	"AC009970.1"	0.23194440206394	0.236732581967991	0.0116
"301"	"AC009997.1"	0.244387302061914	0.249016971240445	0.0112
"302"	"AC010082.2"	0.246761264723061	0.251360564285039	0.0111
"303"	"AC010136.2"	0.316378985696525	0.322546438381532	0.0105
"304"	"AC010209.1"	0.232392203896878	0.237174669983979	0.0116
"305"	"AC010247.1"	0.237747643397036	0.249637681869929	0.0164
"306"	"AC010295.1"	0.228378244984373	0.232306244956937	0.0111
"307"	"AC010297.1"	0.271449658579273	0.299917569950123	0.0271
"308"	"AC010327.2"	0.265758997317354	0.276578485663395	0.015
"309"	"AC010368.1"	0.245509266186044	0.254015199594121	0.0138
"310"	"AC010368.2"	0.261083800571906	0.27429712674633	0.0167
"311"	"AC010376.1"	0.234074624842005	0.238845508983813	0.0115
"312"	"AC010422.1"	0.301483373558678	0.33725891321941	0.0314
"313"	"AC010458.1"	0.295132134550762	0.309659754064437	0.0168
"314"	"AC010468.2"	0.231033800756026	0.235759997375425	0.0116
"315"	"AC010492.4"	0.322304975202721	0.32940029448585	0.011
"316"	"AC010518.3"	0.293397587599297	0.299418468566908	0.0109
"317"	"AC010524.2"	0.302314776014649	0.311838088906808	0.0132
"318"	"AC010525.1"	0.356485724776301	0.362239105408493	0.0092
"319"	"AC010525.2"	0.356485724776301	0.362239105408493	0.0092
"320"	"AC010525.4"	0.356485724776301	0.362239105408493	0.0092
"321"	"AC010525.6"	0.356485724776301	0.362239105408493	0.0092
"322"	"AC010525.7"	0.356485724776301	0.362239105408493	0.0092
"323"	"AC010536.1"	0.319755073203458	0.372001316947326	0.0424
"324"	"AC010547.9"	0.244531642256311	0.252685384017553	0.0136
"325"	"AC010609.1"	0.232814628348288	0.237676416850566	0.0116
"326"	"AC010745.1"	0.243182756922931	0.248689553597961	0.0118
"327"	"AC010754.1"	0.229141112046503	0.233784792933898	0.0116
"328"	"AC010761.8"	0.254711064512126	0.262616675701423	0.0132
"329"	"AC010894.5"	0.378507947028165	0.37627742529851	0.0031
"330"	"AC010907.2"	0.274034684128455	0.294837099519966	0.0217
"331"	"AC010907.5"	0.238516127214303	0	-0.1576
"332"	"AC010930.1"	0.230558609424083	0.235601918586106	0.0118
"333"	"AC010969.1"	0.239659989476736	0.23988632475256	0.0082
"334"	"AC010974.3"	0.230499608931346	0.235306222896679	0.0116
"335"	"AC010976.2"	0.251085094499143	0.255139580789092	0.0106
"336"	"AC010999.1"	0.249698885875299	0.254260812824784	0.011
"337"	"AC011294.3"	0	0.230797786120128	0.1743
"338"	"AC011363.1"	0.234292940557172	0.237897553680171	0.0107
"339"	"AC011366.3"	0.265066109058022	0.269431769683799	0.0105
"340"	"AC011407.1"	0.247055642024808	0.258758932149247	0.016
"341"	"AC011410.1"	0.246617605943223	0.252682629477667	0.0121
"342"	"AC011453.1"	0.283225850179707	0.287549571715565	0.01
"343"	"AC011465.1"	0.25268959886394	0.257900224753048	0.0114
"344"	"AC011475.1"	0.24330792364973	0.246737476077433	0.0104
"345"	"AC011478.1"	0.238261205607192	0.242968919760272	0.0114
"346"	"AC011526.1"	0.268125488894836	0.278871872110675	0.0148
"347"	"AC011558.5"	0.420763993605903	0.419889525230351	0.0031
"348"	"AC011625.1"	0.237535686366668	0.238897505784323	0.0091
"349"	"AC011626.1"	0.265066109058022	0.269431769683799	0.0105
"350"	"AC011893.3"	0.247621029307924	0.249776767855548	0.0094
"351"	"AC011899.9"	0.229265005719853	0.234088117867793	0.0117
"352"	"AC012047.1"	0.244269474314288	0.248900622161088	0.0112
"353"	"AC012119.1"	0.252587899406774	0.253143086788381	0.0081
"354"	"AC012150.1"	0.230373965819524	0.236261556814381	0.0124
"355"	"AC012175.1"	0.265066109058022	0.269431769683799	0.0105
"356"	"AC012305.1"	0.253430300381337	0.257944682780115	0.0109
"357"	"AC012358.7"	0.231787902307484	0.237421352571854	0.0122
"358"	"AC012358.8"	0.232471426314859	0.238834953646273	0.0127
"359"	"AC012360.1"	0.227992129449689	0.232662928764031	0.0116
"360"	"AC012360.6"	0.223800692054597	0.228679398896236	0.0119
"361"	"AC012362.3"	0.232759296334464	0.238814348336624	0.0125
"362"	"AC012363.4"	0.226573903191891	0.23143056249186	0.0118
"363"	"AC012456.3"	0.334843269013878	0.386638768282074	0.0417
"364"	"AC012457.2"	0.22948737935278	0.234305624566866	0.0117
"365"	"AC012485.2"	0.254380989832176	0.2557548171236	0.0087
"366"	"AC012499.1"	0.234814058897786	0.23954997391114	0.0115
"367"	"AC012501.2"	0.245924549019659	0.254615267800165	0.014
"368"	"AC012507.3"	0.237168493017139	0.243250465113549	0.0124
"369"	"AC012507.4"	0.23876953664464	0.242040372535131	0.0104
"370"	"AC012513.6"	0.231622406904787	0.237406768157028	0.0123
"371"	"AC012594.1"	0.311835010095023	0.317192820642005	0.01
"372"	"AC012613.2"	0.238435082331912	0.248544290787927	0.0151
"373"	"AC013268.1"	0.356743081561082	0.340511680535677	-0.0061
"374"	"AC013283.1"	0.234908888634755	0.240032270479723	0.0118
"375"	"AC013436.6"	0.25344356210223	0.266593915546574	0.0169
"376"	"AC013437.2"	0.240665998905054	0.244604202707087	0.0108
"377"	"AC013444.2"	0.239571946000401	0.245739801058187	0.0124
"378"	"AC013468.1"	0.254746823628032	0.257316933785548	0.0095
"379"	"AC013472.3"	0.234104406533803	0.236984803358261	0.0102
"380"	"AC013472.4"	0.263646613576163	0.265965125521599	0.0091
"381"	"AC013480.2"	0.241227577808383	0.250826266760941	0.0147
"382"	"AC013731.1"	0.234162543778278	0.242640713066758	0.0141
"383"	"AC013751.1"	0.274498810847955	0.287973994719843	0.0166
"384"	"AC015849.2"	0.243624759195716	0.2492091665657	0.0119
"385"	"AC015923.1"	0.229112457684864	0.237480700023551	0.0141
"386"	"AC015936.3"	0.275227669910906	0.300611468161585	0.0248
"387"	"AC015987.2"	0.273254220338035	0.304224700211401	0.0288
"388"	"AC015989.1"	0.339367973910105	0.331766402695531	4e-04
"389"	"AC015989.2"	0.339367973910105	0.331766402695531	4e-04
"390"	"AC016194.1"	0.253430300381337	0.245460209170609	0.0022
"391"	"AC016575.1"	0.225199220318325	0.230073416462847	0.0118
"392"	"AC016644.1"	0.230329271410812	0.237059447616191	0.013
"393"	"AC016706.1"	0.246096473338205	0.250919673983429	0.0113
"394"	"AC016708.2"	0.255854623854919	0.268348408718483	0.0164
"395"	"AC016712.1"	0.228665623495497	0.23402343857323	0.0121
"396"	"AC016716.2"	0.234281509198966	0.239131589160434	0.0116
"397"	"AC016722.3"	0.230317631643887	0.234756023579288	0.0114
"398"	"AC016723.4"	0.251374008117912	0.254958741061911	0.0103
"399"	"AC016738.3"	0.223238731364905	0.228137733360975	0.0119
"400"	"AC016751.2"	0.247801171999532	0.252384012406776	0.0111
"401"	"AC016751.3"	0.247801171999532	0.252384012406776	0.0111
"402"	"AC016764.1"	0.228368124866541	0.232432307893335	0.0112
"403"	"AC016821.1"	0.240385367607805	0.242584945017404	0.0096
"404"	"AC016894.1"	0.244614190060987	0.250457932931868	0.012
"405"	"AC016994.2"	0	0.350826866628699	0.2577
"406"	"AC017006.2"	0.224224241474546	0.229088551792057	0.0118
"407"	"AC017006.3"	0.226137241555184	0.230987654902043	0.0118
"408"	"AC017028.1"	0.227420574304681	0.23243556947332	0.0119
"409"	"AC017076.5"	0.233368925575537	0.241409159322809	0.0138
"410"	"AC017083.1"	0.229943496078925	0.233445821721152	0.0107
"411"	"AC017083.3"	0.22982697415429	0.233027214233502	0.0105
"412"	"AC017084.1"	0.234254830831154	0.243763863897925	0.0148
"413"	"AC018450.1"	0.223457490052792	0.228329782199994	0.0119
"414"	"AC018628.1"	0.229903121077787	0.234717276458439	0.0117
