"TF"	"size"	"nes"	"pval"	"pval.fdr"
"SLC22A17"	62	-3.61116548872318	0.000304824069529027	0.188903109680836
"DLL3"	19	-3.3553702609332	0.000792588238931581	0.188903109680836
"PBX1"	99	-3.29069703411427	0.000999394849224473	0.188903109680836
"MIB1"	57	3.27122896052644	0.00107081177515415	0.188903109680836
"FLT3"	28	-3.26469584411462	0.00109581678212528	0.188903109680836
"NFIA"	69	-3.20750560021772	0.0013389145367614	0.188903109680836
"ADIPOR1"	33	-3.199512942256	0.00137660006373308	0.188903109680836
"TADA2A"	20	-3.18659478784361	0.00143958307406469	0.188903109680836
"DPF3"	160	-3.17986760737438	0.00147342352381427	0.188903109680836
"PTPRK"	46	3.17744193472906	0.00148580438647866	0.188903109680836
"SALL2"	89	3.17465103081193	0.00150016797993811	0.188903109680836
"CHD5"	55	3.17128334021587	0.00151767032818642	0.188903109680836
"WWP1"	39	-3.15763935845415	0.00159052193240813	0.188903109680836
"SOCS6"	15	3.15588053024618	0.00160014387527167	0.188903109680836
"ZBTB8OS"	67	3.15219043784451	0.00162050547141444	0.188903109680836
"S100A6"	43	-3.13275038457455	0.0017317665020811	0.188903109680836
"IL1RAP"	40	3.10924915640496	0.001875634753169	0.188903109680836
"PTPRS"	33	3.08943533389983	0.00200537356863738	0.188903109680836
"ZMYND12"	32	3.0740546685416	0.00211170732339389	0.188903109680836
"POU2AF1"	101	-3.06970468845951	0.00214270522352667	0.188903109680836
"BACH2"	52	-3.06961403079051	0.00214335566425124	0.188903109680836
"NEO1"	93	-3.05618233566542	0.00224174884593395	0.188903109680836
"ZNF346"	86	3.05291557535559	0.00226629687902394	0.188903109680836
"PRKAG1"	59	3.0460481313004	0.00231870714254216	0.188903109680836
"PSMD9"	145	3.03627242711885	0.002395228431661	0.188903109680836
"RORB"	42	-3.03004433399524	0.00244517843164685	0.188903109680836
"APPL1"	81	3.02829202086828	0.00245940301586687	0.188903109680836
"BHLHA15"	54	-3.02505316017922	0.00248589429625807	0.188903109680836
"NKIRAS1"	67	3.02252359850218	0.00250676536759222	0.188903109680836
"VPS25"	128	3.01504914959056	0.0025693761570104	0.188903109680836
"SMARCC2"	27	3.00852378150118	0.00262520255011211	0.188903109680836
"ARHGEF12"	36	-3.00845399447994	0.0026258055453406	0.188903109680836
"ZNF445"	41	3.00710039797207	0.00263752637813966	0.188903109680836
"SUPT7L"	72	3.00617733256601	0.00264554663456155	0.188903109680836
"CD36"	40	-2.99761921493857	0.00272097414092282	0.188903109680836
"ETV6"	36	2.98409535086405	0.00284418123895622	0.188903109680836
"RUNX1"	32	2.98188801617991	0.00286476765823802	0.188903109680836
"TNFRSF17"	30	2.96784833717416	0.00299892262457462	0.188903109680836
"OR10X1"	4	2.96719218801754	0.00300533037760968	0.188903109680836
"OTUD7B"	39	-2.96402141135794	0.00303647158402734	0.188903109680836
"ECE1"	47	-2.95713706864816	0.00310510051655396	0.188903109680836
"HNRNPUL1"	75	2.95571404406251	0.00311946161624146	0.188903109680836
"ZBTB5"	58	2.95406665334287	0.00313616262242869	0.188903109680836
"KLF8"	42	2.94744790845246	0.00320408730533275	0.188903109680836
"ZNF784"	158	2.94180485454894	0.00326305485176699	0.188903109680836
"BMPR1A"	51	-2.94073712614106	0.00327432277659731	0.188903109680836
"CRYM"	23	-2.93888687522803	0.00329393276355962	0.188903109680836
