Molm13	WT	Combo	1	1	14599
Molm13	WT	Combo	2	1	11657
Molm13	WT	Combo	3	1	10703
Molm13	WT	Combo	1	2	4578
Molm13	WT	Combo	2	2	6268
Molm13	WT	Combo	3	2	6801
Molm13	WT	Combo	1	3	4383
Molm13	WT	Combo	2	3	3496
Molm13	WT	Combo	3	3	4105
Molm13	WT	FCCP	1	1	117373
Molm13	WT	FCCP	2	1	119965
Molm13	WT	FCCP	3	1	118647
Molm13	WT	FCCP	1	2	51346
Molm13	WT	FCCP	2	2	60922
Molm13	WT	FCCP	3	2	63718
Molm13	WT	FCCP	1	3	85644
Molm13	WT	FCCP	2	3	84993
Molm13	WT	FCCP	3	3	85764
Molm13	WT	Iodo	1	1	69077
Molm13	WT	Iodo	2	1	61884
Molm13	WT	Iodo	3	1	58074
Molm13	WT	Iodo	1	2	45587
Molm13	WT	Iodo	2	2	91511
Molm13	WT	Iodo	3	2	51141
Molm13	WT	Iodo	1	3	62016
Molm13	WT	Iodo	2	3	59528
Molm13	WT	Iodo	3	3	60366
Molm13	WT	OAA	1	1	93421
Molm13	WT	OAA	2	1	91866
Molm13	WT	OAA	3	1	89788
Molm13	WT	OAA	1	2	65880
Molm13	WT	OAA	2	2	8971
Molm13	WT	OAA	3	2	73188
Molm13	WT	OAA	1	3	80986
Molm13	WT	OAA	2	3	84313
Molm13	WT	OAA	3	3	83782
Molm13	WT	PBS	1	1	98412
Molm13	WT	PBS	2	1	99175
Molm13	WT	PBS	3	1	95651
Molm13	WT	PBS	1	2	92714
Molm13	WT	PBS	2	2	102398
Molm13	WT	PBS	3	2	105418
Molm13	WT	PBS	1	3	97031
Molm13	WT	PBS	2	3	98953
Molm13	WT	PBS	3	3	97689
K562	WT	Combo	1	1	24059
K562	WT	Combo	2	1	21420
K562	WT	Combo	3	1	21251
K562	WT	Combo	1	2	13277
K562	WT	Combo	2	2	14165
K562	WT	Combo	3	2	16056
K562	WT	Combo	1	3	11609
K562	WT	Combo	2	3	11251
K562	WT	Combo	3	3	12825
K562	WT	FCCP	1	1	220617
K562	WT	FCCP	2	1	219086
K562	WT	FCCP	3	1	233853
K562	WT	FCCP	1	2	249748
K562	WT	FCCP	2	2	256934
K562	WT	FCCP	3	2	248834
K562	WT	FCCP	1	3	145451
K562	WT	FCCP	2	3	140587
K562	WT	FCCP	3	3	137147
K562	WT	Iodo	1	1	140596
K562	WT	Iodo	2	1	142983
K562	WT	Iodo	3	1	145898
K562	WT	Iodo	1	2	124800
K562	WT	Iodo	2	2	121657
K562	WT	Iodo	3	2	132528
K562	WT	Iodo	1	3	74799
K562	WT	Iodo	2	3	71032
K562	WT	Iodo	3	3	73847
K562	WT	OAA	1	1	208743
K562	WT	OAA	2	1	211115
K562	WT	OAA	3	1	211203
K562	WT	OAA	1	2	244171
K562	WT	OAA	2	2	240576
K562	WT	OAA	3	2	239317
K562	WT	OAA	1	3	134089
K562	WT	OAA	2	3	133513
K562	WT	OAA	3	3	132878
K562	WT	PBS	1	1	197697
K562	WT	PBS	2	1	207214
K562	WT	PBS	3	1	209564
K562	WT	PBS	1	2	253136
K562	WT	PBS	2	2	244282
K562	WT	PBS	3	2	241911
K562	WT	PBS	1	3	144259
K562	WT	PBS	2	3	142171
K562	WT	PBS	3	3	139472
Molm13	IDH2	Combo	1	1	8316
Molm13	IDH2	Combo	2	1	8768
Molm13	IDH2	Combo	3	1	8201
Molm13	IDH2	Combo	1	2	5218
Molm13	IDH2	Combo	2	2	5215
Molm13	IDH2	Combo	3	2	4718
Molm13	IDH2	Combo	1	3	4772
Molm13	IDH2	Combo	2	3	4926
Molm13	IDH2	Combo	3	3	4947
Molm13	IDH2	FCCP	1	1	80043
Molm13	IDH2	FCCP	2	1	78573
Molm13	IDH2	FCCP	3	1	76748
Molm13	IDH2	FCCP	1	2	43716
Molm13	IDH2	FCCP	2	2	43635
Molm13	IDH2	FCCP	3	2	42823
Molm13	IDH2	FCCP	1	3	69516
Molm13	IDH2	FCCP	2	3	67723
Molm13	IDH2	FCCP	3	3	53159
Molm13	IDH2	Iodo	1	1	48144
Molm13	IDH2	Iodo	2	1	48308
Molm13	IDH2	Iodo	3	1	46467
Molm13	IDH2	Iodo	1	2	26723
Molm13	IDH2	Iodo	2	2	27044
Molm13	IDH2	Iodo	3	2	26888
Molm13	IDH2	Iodo	1	3	36297
Molm13	IDH2	Iodo	2	3	35703
Molm13	IDH2	Iodo	3	3	36321
Molm13	IDH2	OAA	1	1	69322
Molm13	IDH2	OAA	2	1	71698
Molm13	IDH2	OAA	3	1	72290
Molm13	IDH2	OAA	1	2	47264
Molm13	IDH2	OAA	2	2	47224
Molm13	IDH2	OAA	3	2	47741
Molm13	IDH2	OAA	1	3	65099
Molm13	IDH2	OAA	2	3	67983
Molm13	IDH2	OAA	3	3	68747
Molm13	IDH2	PBS	1	1	69278
Molm13	IDH2	PBS	2	1	72392
Molm13	IDH2	PBS	3	1	71865
Molm13	IDH2	PBS	1	2	51025
Molm13	IDH2	PBS	2	2	51370
Molm13	IDH2	PBS	3	2	51019
Molm13	IDH2	PBS	1	3	67997
Molm13	IDH2	PBS	2	3	69204
Molm13	IDH2	PBS	3	3	69696
K562	IDH2	Combo	1	1	19715
