node	agg	layer1	layer2	layer3	layer4
60455	2736	0	0	0	2736
60483	2016	0	0	0	2016
5932	1302	0	130	1201	0
9084	1075	0	81	1017	0
10437	1044	0	116	979	0
10695	1025	0	145	929	0
10697	980	0	82	913	0
6887	962	0	174	800	0
10138	956	0	54	915	0
6816	930	0	160	810	0
60460	899	0	0	0	899
10696	863	0	81	795	0
10140	813	0	87	743	0
10139	809	0	71	755	0
5814	799	0	137	680	0
6315	788	0	84	721	0
9668	786	0	98	701	0
8563	764	0	91	695	0
9669	757	0	68	701	0
6818	744	0	143	612	0
6430	742	0	154	608	0
6803	734	0	126	634	0
60500	729	0	0	0	729
60488	720	0	0	0	720
9090	719	0	139	606	0
10351	712	0	102	623	0
10044	710	0	162	575	0
10578	692	0	102	611	0
10185	682	0	107	595	0
9093	674	0	57	629	0
6817	669	0	172	527	0
9990	662	0	101	580	0
6184	658	0	156	518	0
9179	657	0	72	604	0
6700	618	0	69	558	0
6185	617	0	223	433	0
60486	614	0	0	0	614
9986	609	0	79	542	0
9977	605	0	62	552	0
64523	604	0	0	0	604
64521	599	0	0	0	599
7654	593	0	233	393	0
8858	593	0	88	523	0
6294	591	0	101	505	0
9077	575	0	132	462	0
10186	571	0	42	537	0
14644	563	0	21	544	0
6726	561	0	208	384	0
5761	558	0	142	446	0
60457	548	0	0	0	548
60458	548	0	0	0	548
12478	546	0	23	528	0
10722	545	0	131	427	0
5939	542	0	144	423	0
7657	538	0	107	445	0
6041	537	0	99	454	0
8606	536	0	57	487	0
7380	535	0	139	401	0
7656	529	0	99	441	0
9991	527	0	153	405	0
10007	523	0	128	430	0
10571	523	0	175	379	0
9303	522	0	121	429	0
6402	518	0	96	433	0
7580	517	0	402	149	0
11373	515	0	104	433	0
7755	514	0	539	4	0
14297	512	0	0	512	0
60461	512	0	0	0	512
9074	510	0	131	410	0
7604	509	0	497	63	0
9987	509	0	127	406	0
7914	508	0	487	54	0
7653	503	0	102	406	0
5648	502	0	69	448	0
10720	502	0	90	430	0
5902	500	0	108	409	0
9467	497	0	121	403	0
9497	497	0	77	439	0
9288	494	0	84	423	0
16781	494	0	44	453	0
10725	488	0	88	424	0
10580	485	0	129	377	0
10090	484	0	152	344	0
7709	478	0	211	300	0
9304	478	0	134	372	0
14298	478	0	0	478	0
60616	476	0	0	0	476
10402	475	0	60	432	0
16784	473	0	35	441	0
13517	469	0	40	431	0
15990	466	0	38	429	0
16782	466	0	25	443	0
60521	466	0	0	0	466
15989	465	0	32	435	0
10723	463	0	152	317	0
9076	462	0	72	402	0
16727	462	0	18	448	0
7430	461	0	210	287	0
8413	459	0	109	377	0
10093	458	0	91	385	0
10521	457	0	60	412	0
9075	455	0	61	413	0
5662	453	0	110	354	0
6554	449	0	276	193	0
7988	449	0	167	316	0
5647	447	0	225	269	0
6193	447	0	149	318	0
7943	447	0	242	229	0
10271	445	0	140	336	0
5759	444	0	110	359	0
7357	444	0	477	3	0
10356	442	0	45	403	0
7800	440	0	130	320	0
7803	440	0	190	278	0
7202	437	0	170	291	0
6312	436	0	140	325	0
6362	436	0	124	321	0
6809	435	0	206	267	0
10304	435	0	110	345	0
10666	431	0	68	371	0
16779	430	0	33	400	0
7794	429	0	392	65	0
7506	424	0	331	133	0
16778	424	0	14	411	0
11072	422	0	72	350	0
60577	422	0	0	0	422
6552	421	0	236	219	0
7910	421	0	399	51	0
9663	421	0	57	375	0
6361	419	0	110	326	0
17120	419	0	27	394	0
16780	417	0	25	394	0
16783	415	0	19	398	0
16785	415	0	27	391	0
6908	411	0	132	304	0
10865	411	0	111	322	0
9282	410	0	177	250	0
7299	409	0	191	226	0
7541	409	0	107	318	0
7697	407	0	265	181	0
8428	406	0	152	284	0
54980	406	0	16	392	0
59684	406	0	17	392	0
6012	405	0	230	201	0
6820	405	0	138	291	0
7884	405	0	221	214	0
14399	405	0	0	405	0
17226	405	0	42	364	0
9789	403	0	76	343	0
17102	403	0	25	380	0
7555	399	0	194	232	0
7737	398	0	368	74	0
7208	397	0	225	176	0
10010	396	0	83	328	0
6821	394	0	124	283	0
9227	394	0	54	349	0
7513	393	0	274	134	0
13609	393	0	25	368	0
6690	392	0	178	244	0
10352	391	0	82	320	0
60485	390	0	0	0	390
6163	389	0	126	271	0
10993	389	0	185	218	0
9786	388	0	74	325	0
5893	387	0	146	273	0
13510	387	0	30	360	0
6902	386	0	164	251	0
7581	386	0	345	74	0
6369	385	0	190	227	0
6452	385	0	151	258	0
6822	385	0	188	229	0
7995	385	0	158	244	0
9449	385	0	92	309	0
6535	384	0	257	163	0
6317	383	0	128	275	0
13512	383	0	34	349	0
7466	382	0	144	263	0
6843	381	0	111	289	0
7710	380	0	111	289	0
10158	380	0	89	310	0
7495	379	0	160	232	0
7935	379	0	208	187	0
7853	378	0	389	22	0
11217	378	0	146	264	0
9496	377	0	53	332	0
10721	377	0	147	264	0
17441	377	0	37	341	0
6856	376	0	174	231	0
10154	376	0	87	305	0
7614	374	0	138	256	0
7504	373	0	212	174	0
10192	373	0	81	308	0
8541	372	0	109	275	0
6443	371	0	188	210	0
7465	370	0	336	71	0
7711	370	0	206	196	0
7777	369	0	101	280	0
6264	368	0	201	206	0
7355	367	0	317	69	0
