	TF	size	nes	pval	pval.fdr
1	SIM1	34	3.07705283662574	0.00209058240911116	0.721550391293176
2	HOXC8	9	-3.0092357881861	0.00261905768164492	0.721550391293176
3	IRF9	6	-2.67658468706209	0.00743767665210272	0.998310197356976
4	ZSCAN21	27	-2.25928525240412	0.0238656466785122	0.998310197356976
5	KMT2A	7	-2.21276461638305	0.0269138779180968	0.998310197356976
6	TFCP2	6	2.12954106500407	0.0332095211331356	0.998310197356976
7	PAX4	85	2.07365486514705	0.038111375817593	0.998310197356976
8	SIX6	103	1.97852405964179	0.0478696171229969	0.998310197356976
9	HOXA13	292	-1.87992035526669	0.0601189332873642	0.998310197356976
10	YY2	190	1.87408083614531	0.0609192842576782	0.998310197356976
11	NFYB	31	-1.84779642684281	0.0646317980259512	0.998310197356976
12	HBP1	15	-1.82932582663187	0.0673508118901315	0.998310197356976
13	ISL1	228	1.76159024211854	0.0781385537793556	0.998310197356976
14	EGR3	216	-1.74816555075538	0.0804353649148807	0.998310197356976
15	EHF	9	1.74002051338905	0.0818554160319914	0.998310197356976
16	OTX2	13	1.71550449545328	0.0862527718994306	0.998310197356976
17	IRX5	41	-1.70430719149771	0.0883237121503756	0.998310197356976
18	JUND	12	-1.69370854065462	0.0903206807432585	0.998310197356976
19	SOX30	17	1.65704092813919	0.0975112006797019	0.998310197356976
20	NR4A3	65	-1.64562257285841	0.0998414888224488	0.998310197356976
21	ZNF879	74	1.61870716002033	0.105510285596211	0.998310197356976
22	UNCX	272	-1.58502655907556	0.112960300048336	0.998310197356976
23	E2F2	6	-1.54690954838764	0.12188505827768	0.998310197356976
24	FOXO3	23	-1.50842344902906	0.131446185274993	0.998310197356976
25	SALL1	34	-1.46759903504163	0.142213170283354	0.998310197356976
26	HNF4A	40	-1.45007649054375	0.147037190162471	0.998310197356976
27	BATF2	95	-1.44897065389203	0.147345778111463	0.998310197356976
28	GATA1	10	-1.44292452732035	0.149041732972868	0.998310197356976
29	MYB	12	-1.41108502486342	0.158219545023736	0.998310197356976
30	FOXK1	38	1.40977348834014	0.158606577273282	0.998310197356976
31	REL	11	1.40749089443677	0.159281875417114	0.998310197356976
32	SRY	277	1.4019142756291	0.160940846990839	0.998310197356976
33	ZNF737	49	1.40077017550848	0.161282809931131	0.998310197356976
34	EVX1	127	1.3605862268257	0.173644486603059	0.998310197356976
35	OLIG1	172	1.35726426412862	0.174697257783843	0.998310197356976
36	FOXG1	255	-1.35275409103067	0.176134203677364	0.998310197356976
37	ZSCAN1	52	1.35065042262534	0.176807440570675	0.998310197356976
38	ZNF558	130	1.32196662699687	0.186179264143363	0.998310197356976
39	ZFY	22	1.3106535687229	0.189974832163513	0.998310197356976
40	SCRT2	201	1.29587965462412	0.195016949669743	0.998310197356976
41	HSF4	476	1.28088813163765	0.200232962091985	0.998310197356976
42	SOX6	15	-1.27540518051305	0.202165865997272	0.998310197356976
43	NEUROD1	13	1.27396419508366	0.202676105719698	0.998310197356976
44	NR4A2	368	-1.27045289677138	0.203923351234339	0.998310197356976
45	ZNF582	183	1.26646831964265	0.205345464646801	0.998310197356976
46	TCF7L1	641	1.26399017214066	0.206233554446609	0.998310197356976
