	SRR12097378	SRR12097388	SRR12097390	SRR12097392	SRR12097393	SRR12097396	SRR12097398	SRR12097399	SRR12097402	SRR12097403	SRR12097412	SRR12097413	SRR12097415	SRR12097416	SRR12097419	SRR12097423	SRR12097424	SRR12097428
285464	0.905723544053542	0.783686461825443	1.17352050842345	1.138570792771	0.82229107106396	0.945472045774404	1.17252078071083	1.17328617471199	1.36921186687824	0.64840133222184	0.764017812282963	1.18046426870853	1.16082455424373	1.15841741680264	1.18615853351912	0.647987285975387	0.749607796502832	0.186388120943182
AATF	1.60636775994913	2.15139156760231	1.9355278002743	1.45498933245486	2.03142100166814	1.58845472321962	1.65640170623022	2.11584764864316	1.55097469393112	1.65371704932932	1.93972530185402	1.7689656773678	1.41168121400204	1.92641869882439	1.55917853813345	2.15549453647824	2.22215790186356	-0.588594301999371
ABCA1	-0.861200806215406	-0.528547582825666	-0.208071052669563	-0.806383879120964	-0.30834227867203	-0.733605733143264	-0.442312542917106	-0.523937404289396	-0.352537453136486	-0.0989471227079596	-0.642473120565648	-0.394256358465692	-0.296153514649692	-0.374510790691971	-0.394396031403304	-1.31818159094491	-0.636370181081278	0.0104474564588457
ABCG1	-0.394421273385585	-0.52716457199035	-0.99866955475523	0.0863798784641695	-0.454902349757182	-0.0651830031735072	0.112247462289759	-0.474933212493926	0.0136167432343026	0.566638713307687	-0.310397909515922	-1.64196469439994	0.17789892169028	-0.373823983810274	-0.469949859439973	-0.210174096970364	-0.460713051603868	0.295530044924742
ABCG4	-1.34025622666037	-1.50073192398372	-0.753141638030235	-0.758572610196675	-1.21293313425926	-1.01276399214743	-0.769839875728119	-0.531102511287666	-0.0641280281564066	-0.101146977558803	-1.03020627573092	-0.785063262357974	-1.43387882269954	-0.563804398657312	-0.083921821256236	-1.43988571122719	-0.497994698733879	-0.0838031279024718
ABI1	1.47889107891056	1.41079496380668	1.65872765465223	1.45335051042905	1.42896079136737	1.38086611709133	1.3084526832629	1.49596504589283	1.62763645161736	2.77240754644468	1.64450789827834	1.71402983002686	1.32948630027923	1.65587698753771	1.43807625232874	0.989557430375134	1.30548605249126	2.1672105248712
ABL1	1.42258423962209	1.23403651378138	1.08212050999963	1.10292742880077	1.30748596451248	1.55473859958354	1.25933112838565	1.4366134065573	1.15604449475747	1.01817452221031	0.784952936831787	0.675023811168397	1.35311521302348	1.16161269113015	1.62855677251622	1.33635753663707	1.4988964280227	-1.49256681596977
ABL2	1.23625442730701	0.732076941911074	0.966232382881483	1.39179808734535	0.908178447967534	1.97799826390624	1.25270862510424	1.02710394449416	0.870971305744648	2.96284508257821	0.793570541104524	0.763087558400228	1.57709521598776	0.887397889545589	1.08670013463564	1.56762981428026	1.51004107439718	3.97394991475149
ABLIM3	-0.598265517274144	-0.281653219646259	0.680057802219563	-0.458958811234574	-0.0468866668744232	-0.656092456279613	0.294588538684899	0.0362571147787982	0.668375944989817	-0.525432467281423	1.03733086710789	0.514159256665121	1.00920427378947	0.143138127316439	-0.177985575731064	-1.06203342156846	-0.658983040742522	0.782461885916333
ABT1	1.06149131117085	1.23383051866218	0.738566613945045	0.822284400253038	0.822249082549047	1.51977840667272	0.852767727489169	0.992941316859009	1.42713069763257	-0.962443956585572	1.25953755960548	0.991597680564757	1.07448505651454	0.872277689846997	0.94003066000464	1.27669673029055	0.931904727143958	-0.999461598371491
ACAD8	-0.971915310318535	-1.29283331861302	0.987136703178573	-0.914752311712743	1.06389330823499	-1.15595137833372	1.16959886166486	-0.563645371204269	-0.863517346457009	-1.43151691289466	-1.00822025226241	-0.738749509213253	0.362260680320119	1.22572118493655	-1.34873940133639	-0.375224380697985	-1.08764548929863	-1.3336202437723
ACAP1	1.41859749581786	1.28736243789457	1.13713592930298	1.46601582135057	0.931990798762155	1.15150063492466	1.1512246192056	0.958256659199184	1.18986257376073	-0.140037891159013	1.18695887507107	1.27937950997011	1.09627227536746	1.29073886783729	1.48952782654194	1.58484563390327	1.21239318652275	-1.2541081262483
ACAP2	-1.22110631898794	-1.12319925660434	-0.267084964227948	-1.24745075193367	-0.908195987713384	-0.985766263832312	-0.889120757410793	-1.73423717065118	-0.834963227996299	0.948754148036305	-0.444457052528928	0.247742086264638	-0.936450697850757	-0.732370457652431	-1.01366208529435	-1.59458955994953	-1.17791486658015	1.2425224159964
ACAP3	2.39361192856491	2.24368155714911	2.08010360247423	2.49717106138503	1.99134906242255	2.60167210343459	2.39135063889067	1.93516229965374	2.93900957998046	0.840899622393249	2.49764211635403	2.65081861322978	2.9809043556747	2.07265808593632	2.94091098699396	2.11414659584747	2.37768812945565	-0.529820494610908
ACIN1	2.09640315278632	1.4760416118317	1.591399593671	2.62775364228958	1.60978487357926	2.44445009760452	2.0951969486185	1.87671392030032	2.01458126977472	1.36243577460352	1.3939842305169	1.3826671698674	2.35391715922274	1.82224765408503	2.05476230533605	2.1024548251769	2.10611029160838	0.707577124325564
ACKR1	0.676278942330084	0.981890950237181	1.37025296694855	-0.104520886750447	2.37843365133824	-1.35991247560203	-0.0526870322005646	1.67050627252866	-2.21405434946476	-1.01208374874046	-0.0504402195889863	-0.978397482095414	-1.26450585477382	1.47356927979684	-0.98338908417997	0.199954161541796	1.28356891578941	1.45067364065955
ACKR3	0.110304342227215	0.0786675938598956	-0.115297385713204	0.619691839013841	0.0210640211422263	0.20275080305247	0.589571463374538	0.133036318505964	0.44179253067509	1.0171156803294	1.01453259883491	0.140994165473465	0.309140905705968	0.185124688408836	0.516533682092818	0.0695830307504145	0.0343923183210901	0.358168895110596
ACOT11	0.273658363415817	0.436381360474899	0.132017007814087	0.777914438103841	0.155956898561675	0.543034329265817	0.187018059142333	0.636921511265004	0.496163378133056	-0.0886470537896635	0.210151805858538	0.219601198498516	0.188861438154007	0.523135387735804	0.186842264834412	0.964395430375994	0.373089252260822	-0.576308261601676
ACSL6	-0.0188818516876142	0.28745404254285	1.27425045626815	0.493827291113003	2.79573998708135	-0.872233218852849	0.89204016651302	1.64935690505747	-1.15912834199602	0.0908539905271353	0.732341504063942	-1.00541835311536	-0.0126009261655337	2.35639595769198	-0.140534749616028	0.423762718394367	1.49356111415647	1.10732957379229
ACTL6A	3.08452144403151	2.99959059517786	2.63815685839791	2.52272090354406	2.92093515108945	2.40654579657137	2.18438066455831	3.68472773235231	2.1768725751531	3.5613014859062	2.27125233385656	1.88474569599044	2.27474652749497	2.66384842078151	2.79271924801004	3.24454042379593	2.93498398292879	2.38456346122651
ACTL6B	-1.82568347158432	-1.51800896981107	-2.21869120632384	-1.73868000029232	-1.96833646817357	-1.80756876283992	-1.48398142368091	-1.39130926637182	-1.98773733715269	-1.31379488720435	-0.992723060892719	-1.55615026440356	-1.36958247678226	-1.77808520362856	-1.78788793277824	-1.35540682463558	-1.8462616473461	-0.131665452091477
ACTN2	-0.402892964644008	-0.331796680171201	-0.290903189357955	-0.736360158138372	-0.364264183827342	-1.26823769862651	-0.6055853388124	-0.357198156556059	-0.293009321647388	-0.400165419088875	-0.71363385681269	-0.344847497111683	-0.359452264041871	-0.307000235048479	-0.363682165474342	-0.376378630385273	-0.373079133292899	-0.324421640602819
ACTR5	2.67059579684344	2.13664473209212	1.93974481797695	2.56123253739964	1.91586877332907	2.62994852811755	2.36796577557084	2.13632248849711	2.29901128509977	0.57684691630013	1.82268458871494	1.25707750155125	3.20819913822896	2.12641993687667	2.46536177804589	2.71249497589048	2.68833406797118	0.090656906848091
ACVR2A	-2.15515213296271	-1.76067764702309	-1.827802553266	-1.7006617560292	-1.81493600507871	-2.45518783263562	-1.80150388246944	-1.71863236814958	-1.89869714608696	-1.61482168685858	-1.77708351857228	-1.78434032844889	-1.01541986762045	-1.41615428593094	-2.02422470274111	-2.25030952243482	-2.23096419645829	-0.400842348852223
