""	"SRR12097378"	"SRR12097379"	"SRR12097381"	"SRR12097382"	"SRR12097383"	"SRR12097384"	"SRR12097385"	"SRR12097386"	"SRR12097387"	"SRR12097388"	"SRR12097389"	"SRR12097391"	"SRR12097392"	"SRR12097394"	"SRR12097395"	"SRR12097397"	"SRR12097398"	"SRR12097399"	"SRR12097400"	"SRR12097402"	"SRR12097404"	"SRR12097405"	"SRR12097406"	"SRR12097407"	"SRR12097408"	"SRR12097409"	"SRR12097411"	"SRR12097412"	"SRR12097414"	"SRR12097415"	"SRR12097417"	"SRR12097418"	"SRR12097419"	"SRR12097420"	"SRR12097421"	"SRR12097422"	"SRR12097423"	"SRR12097424"	"SRR12097425"	"SRR12097426"	"SRR12097427"
"RERG"	-1.48319179790985	-1.71470221305915	-1.51887390217621	-1.57320447121708	-1.94526596368265	-1.89431436816379	-2.39679619973835	-1.57656588330623	-1.97871840304745	-1.92876698874337	-1.45334511071733	-1.81602090201697	-2.25989838983457	-1.44506242109613	-2.22778367589424	-1.37945525292537	-1.70634541340762	-1.80677045685358	-2.03929592095636	-1.95195562218277	-2.20518695959081	-1.95816153237742	-1.82708800620175	-1.50706022123051	-1.37845048439771	-1.78541833025185	-2.3000898939658	-1.51421834143887	-1.88448950430192	-1.88357396000971	-2.17818106465067	-1.75112887594088	-1.67630874125261	-2.15559580247515	-1.53632049814753	-1.57872566044763	-2.1509630002917	-1.75468432293981	-2.14207939547466	-1.53827057352405	-1.22027999087935
"REST"	2.26355994053868	2.2379475528046	2.23811787168429	2.9134618528292	2.15693971956449	3.36981265683809	2.9192611215898	2.39765189487994	2.28231095378369	1.95324595309728	2.92390542994524	2.22779679073996	2.57891417725631	2.11957036757986	2.37262957212555	2.21981141264404	2.56534291581987	2.6316653984704	2.5465081298002	2.16699958980134	2.96039505220359	2.96060670375404	2.37984900796404	3.49001243780714	3.45109509482521	2.61934024309482	2.27877149639203	2.41158754963851	2.35015809708245	2.93340459350107	2.66352545086764	2.21305318818834	2.51736312940444	2.55163720063404	2.70174488060256	2.55171680506557	2.24355128517774	2.39177046834309	2.64023735221299	2.73474274859017	2.74725870141101
"REXO4"	0.966855104186123	0.545772270001563	-0.596409136695295	1.81847219116658	0.304427135438305	1.84158694713996	1.78946487779196	0.984914949840866	1.28362485095684	0.763114435332244	2.01096214434202	0.658117650909956	0.891842711548826	1.14963060460498	0.887157089320413	-0.417745706874623	0.621317128240492	1.58554937853699	1.15703578715096	0.950000699466826	0.71832493422663	-0.110765244113152	0.203255599308775	1.72386639348751	0.944341361249674	0.712371536932924	1.43134148127737	0.27332683683457	0.790407620154901	1.43193584915679	0.57232516714323	1.30790005912256	0.696989574693106	0.0105845266153622	0.484824668930863	1.13141524860146	1.99640323169681	1.22053026265609	-0.266016535305017	1.59177708543615	1.74488749807566
"RFC1"	-0.742148863368986	-0.967012227904343	-0.681654966555922	-1.06855247518364	-1.12383587114874	-0.950436871569493	-0.486094783215993	-1.08765728747467	-0.515064198446307	-0.626243873730948	-0.231116019679202	-1.26960904418123	-0.650304704451273	-1.70268989337719	-0.687835208492488	-1.97652928966048	-1.59903126157	0.210132436668505	-1.3176280789979	-1.99755043199042	0.442560561550366	-0.239534870172102	-0.326893854929239	-0.419346254784438	-0.627440789819254	-1.34266329589445	-1.21984460878454	-1.3481687322748	-0.569478733379767	-1.7470653053175	-1.47366739200184	-0.919854260387749	-0.942277506807229	-1.80767549894112	-1.54647790301181	0.408834978465389	-0.613094055158296	-0.855421142848654	-0.727694731347307	-0.355695193489902	-1.35086254463974
"RFC4"	0.468088043773062	0.20838493364258	-0.105789710878096	0.197447195326311	0.184443218741024	0.132830991720678	0.461787592188546	0.174320882998202	0.351230137125875	0.300609832167518	0.76647224349217	-0.0485830245034856	-0.0452733053564296	-0.0403011627983712	0.307547478726673	-1.10720494577464	-0.338041637109295	1.18422547368141	-0.12247495739013	-0.308139980328485	0.636311513989641	-0.361687052618466	-0.172819654339165	-0.0507316475130961	-0.0859887539165077	-0.32179690876	0.160340186780218	-0.248041791397157	0.493175501508011	-0.434624271868678	-0.399094257629309	0.590783186497179	0.269313261307756	-0.60713089607658	-0.673977578084785	0.617742355951021	0.62103927896378	0.564106571503825	0.774049350165667	0.838046912019235	-0.0543571349788734
"RFX1"	1.61144901072446	1.5469195023322	1.05752880608266	1.36079358417548	1.25212863643082	1.68051752988588	0.515648623354694	1.77444602321273	1.58499427414692	1.5037378625472	0.576994593654496	1.72087947433221	1.55049634988056	1.60769204725209	1.45458121222185	1.65907631712942	1.87665307857322	1.27408573948674	1.92793971324313	1.59674610164494	0.408165605521712	0.859958882558944	1.32188958018045	1.35356501360251	1.0248889871076	1.6593302161469	1.30988381333227	1.31203582764575	1.37838632927883	1.36859170810837	1.54240762674192	1.09969346479245	1.71117496620188	1.46653987297564	1.70076475068152	1.00891848434772	1.14721906606428	1.39398465344757	1.9197679898295	1.1576556092049	1.89948859476922
"RFX2"	-1.0672918686367	-1.31915391947119	-0.634892074637768	0.742453626428797	-2.27025574576488	0.425347453743746	1.29892484240614	0.993750328837872	-0.841694442635028	0.919700371551199	-0.0164385135538216	-1.10956669712392	-0.881308436634229	-0.640038885571125	-0.732116902100741	-0.862601806172812	-1.27732309618447	-1.36737987200974	0.995302295729226	0.547343910485607	-2.06669058657817	-1.38880216184624	-0.692664242537673	-0.677426291639089	-1.34028438836997	-0.983202155070353	1.15377009273705	-0.259764536836514	-1.25834423062704	-0.494110496768444	0.932065002506107	-2.11412566737468	-0.828780289035566	-1.79979060846058	1.15406316497716	-1.88066740572066	-0.811911842526142	-0.903269350950134	0.260389485285674	-1.52130984721466	0.800938896233796
"RFX4"	-1.35899782172983	-1.39136843626328	-1.81701289692023	-1.32644948063569	-1.66677238436729	-0.790445541334085	-1.27375056092223	-1.2794016618212	-1.38038398630234	-1.28324627108055	-0.458431761124139	-2.19220645401639	-1.72911954777418	-0.887924325255481	-1.47741524661354	-1.13422440577606	-0.970494571629396	-2.02208174500802	-1.46096590244396	-1.47066592066043	-1.60408276679658	-1.47185898767487	-1.68570775621774	-0.363217650237071	-1.50328153602808	-1.33288869930756	-1.66679711201161	-0.843928253608886	-1.11148466899576	-1.02154220540861	-1.43888984986067	-1.73837416367475	-1.14515701956824	-1.49540014167709	-1.21966830590075	-1.13027378549163	-1.13816197592305	-1.39496378870161	-0.771102495053978	-1.59596388614229	-1.49910840211641
"RFX5"	0.353063244121986	0.279269725408729	0.148798382493542	0.930949023483588	0.700843553974858	1.27781333910383	0.667681426353446	0.242499524251755	1.01633455001428	0.907868018456722	1.05610641311104	0.346985225236841	0.496518752706671	0.933885803378702	0.508208026594706	1.10154168401202	1.64860367898241	0.655228870719019	0.750688054914691	1.34570647115084	0.836424695499314	0.902115466861522	0.326864591706449	1.46337493469613	0.66645155939321	0.422627762394281	0.735912105379847	1.51098682907565	0.70016477506127	0.390469256944165	1.30752423993544	0.219510687925841	0.71071327369927	0.845340567870637	1.35756814448483	0.770991191123371	0.397894197168995	0.560174589947604	-0.49620397580261	0.444688024482955	0.708934266862269
"RFX6"	-1.27594585671215	-0.726167724905808	-1.71641854990547	-1.74116696884211	-1.22970608321359	-1.60926307623173	-1.03360815138838	-0.94437495556574	-1.03714134028888	-1.16425423649095	-0.376138632045221	-1.48819897359829	-1.2483481085487	-1.05673798903648	-1.47548304148873	-0.479542381898837	-0.815680767595954	-1.01863273431396	-0.87732872434514	-0.907698486179343	-2.15800805421275	-1.46151680497913	-0.723238061579225	-1.89156820000138	-1.15696658551522	-1.62618306369132	-1.55911759888341	-0.552900294038761	-0.910800569770552	-1.22550220997864	-0.92232342345694	-1.12563163406052	-0.898974655898266	-0.986529123112967	-0.81475391345945	-1.09739113733836	-1.91168642726936	-1.66487223702829	-0.917615774261577	-1.81726353621927	-1.32564874987759
"RFX7"	-0.0656479459434958	0.190368781604758	1.00633935209915	0.427312892774712	0.107452464351997	0.362420806485508	0.907347012426116	0.204915329051039	0.512439728776243	-0.258202264919087	0.794935505319747	-0.0333099025725039	0.41074277173128	-0.443192826350039	0.147766102387153	-0.454915523147	-0.115328682791436	0.46567306576325	0.171581585189664	-0.730109692972299	1.24427288168106	1.0917540571923	0.446318149386805	1.45873965357795	1.344837582735	0.4730952400571	-0.26054085067451	-0.293741781134228	0.00833984471344394	0.223126352107185	0.314163920126957	0.427338251225287	0.177196339693497	0.373461031072723	0.227447688565433	0.743385713413147	0.595117547291393	0.382842894515661	0.609750026091155	0.961339294190815	0.276884327300566
"RFXANK"	2.225216029351	2.18707275474345	0.9039977908334	1.86839192269534	1.96481894494988	1.4289829186992	1.5376630098744	2.11262974216871	2.25072312723451	2.63990608381369	1.02663965812814	1.95216795449093	1.53152818762005	2.3119150740983	2.05078164075515	1.76223604891522	1.52204215862454	2.09326234713208	1.89438070316247	2.13801238751998	1.46273249046362	0.414363271483259	1.33456201324822	0.665458408159856	0.563731484890161	1.65176670574842	2.3530372741931	1.9667658514766	2.2193763502024	1.41945204186219	1.38215515051847	2.45498882510108	2.18843335838793	1.39580742677821	1.27109998836261	1.89551868954471	2.39216463635791	1.92158899292925	1.08249323149823	1.95984157669366	1.9871586005354
