	TF	size	nes	pval	pval.fdr
1	CIDEA	29	3.03394010979601	0.00241382343839775	0.998159626740655
2	RABEP1	10	-3.00308109901842	0.00267261200748461	0.998159626740655
3	CNTNAP4	20	2.97828470924757	0.00289866588961869	0.998159626740655
4	CNKSR3	24	2.95316219046287	0.00314536655732494	0.998159626740655
5	OR2T34	24	-2.93361648733123	0.00335037906357363	0.998159626740655
6	KIF26A	31	2.88754109212395	0.00388265886585726	0.998159626740655
7	ASIC2	29	2.86048468647899	0.0042299398108433	0.998159626740655
8	ADIPOQ	23	2.85121004164906	0.00435531889291964	0.998159626740655
9	ADAM17	40	-2.83498257355667	0.00458281854343035	0.998159626740655
10	UBA3	120	-2.8189958484729	0.00481741411896602	0.998159626740655
11	SLC9A3R1	29	-2.80060358563618	0.0051007134255533	0.998159626740655
12	OPCML	13	2.77620990778063	0.0054996688931287	0.998159626740655
13	SERGEF	32	2.70659361100669	0.00679774143598978	0.998159626740655
14	NEUROG1	19	-2.59269408680176	0.00952274326221402	0.998159626740655
15	MC4R	32	2.53796514463613	0.011149908863791	0.998159626740655
16	ZNF83	26	2.52930300211099	0.0114289312893004	0.998159626740655
17	ASIC1	31	-2.52477015448492	0.0115773981777945	0.998159626740655
18	GPR101	23	-2.51472734934939	0.0119124469098948	0.998159626740655
19	EBF2	24	2.49015486251137	0.012768744493375	0.998159626740655
20	OR5AS1	23	2.48604598403805	0.0129171273545444	0.998159626740655
21	GAS1	35	2.47537532655469	0.0133096221916828	0.998159626740655
22	ARID1A	26	-2.46950924308644	0.0135298523185732	0.998159626740655
23	RAB20	21	2.46779239101557	0.0135949141809626	0.998159626740655
24	ZNF180	12	2.45960506362385	0.0139089980017952	0.998159626740655
25	GPR17	20	2.44917750722953	0.0143182865287516	0.998159626740655
26	PARP14	131	-2.43810263463162	0.0147645813405223	0.998159626740655
27	PRDM14	32	2.42429831125936	0.015338000449052	0.998159626740655
28	ELK3	67	-2.3965535936416	0.0165500729988166	0.998159626740655
29	BAK1	27	2.392560391448	0.0167312743662445	0.998159626740655
30	CSF1R	7	-2.37858233242763	0.0173793553354689	0.998159626740655
31	IFT172	18	2.37516762597976	0.0175409822013596	0.998159626740655
32	GPR158	13	-2.371877236953	0.0176979699005653	0.998159626740655
33	FARP1	48	2.36738537393996	0.0179142683328525	0.998159626740655
34	RLIM	69	-2.35821998214737	0.0183628076532061	0.998159626740655
35	OR2A5	23	-2.33954176623605	0.0193074126324713	0.998159626740655
36	YPEL5	42	-2.29379288029815	0.0218023985826127	0.998159626740655
37	ATF4	56	-2.28891807397544	0.0220841129140696	0.998159626740655
38	CD79A	20	2.28196886109385	0.0224911787376956	0.998159626740655
39	TULP3	26	-2.27275205262196	0.0230411259213212	0.998159626740655
40	CSRNP3	42	2.26018466038427	0.0238097924912405	0.998159626740655
41	WASL	72	-2.25976631080412	0.0238357583221705	0.998159626740655
42	TRPC3	30	2.25943423628415	0.0238563867758557	0.998159626740655
43	CCL1	45	2.25221688995308	0.024308569183952	0.998159626740655
44	EPHA1	24	2.24677106004337	0.0246546621868441	0.998159626740655
45	PLCXD3	28	2.23487002216195	0.0254258831472752	0.998159626740655
46	SMARCD2	56	2.21380013748013	0.0268425306227786	0.998159626740655
47	SIX5	50	-2.21312501960536	0.0268890276199256	0.998159626740655
48	RIPK2	27	-2.19165819361602	0.0284041965689982	0.998159626740655
49	WSB2	14	-2.16381812140348	0.0304783108103622	0.998159626740655
50	TBX4	38	-2.15557555702389	0.0311168228856245	0.998159626740655
51	UBA52	53	2.15403484678884	0.0312374392612021	0.998159626740655
52	CSDE1	48	-2.15118011507782	0.0314619859253704	0.998159626740655
53	RAB3C	16	-2.13771446719101	0.0325399246019197	0.998159626740655
54	KCNIP1	20	2.13657897450772	0.0326322512400545	0.998159626740655
55	TSHZ1	28	-2.12711250912152	0.0334107361619186	0.998159626740655
56	VIPR2	23	-2.12280873672555	0.0337698824360909	0.998159626740655
57	IL3	21	2.12146769056414	0.0338824641064252	0.998159626740655
58	TAAR8	19	2.11604160879229	0.0343412689115243	0.998159626740655
59	EPHA10	34	2.10914075249384	0.0349324341411493	0.998159626740655
60	PRKACG	26	2.10640108152902	0.0351695274355807	0.998159626740655
61	NFATC4	64	2.09137844184786	0.0364941531338755	0.998159626740655
62	DMRTA1	54	2.06516389032039	0.0389074958865286	0.998159626740655
63	CLEC1B	27	2.0634906762692	0.0390660327429413	0.998159626740655
64	RALA	20	-2.05111794893768	0.0402554617784995	0.998159626740655
65	UTS2R	38	2.04456892927352	0.0408973753218354	0.998159626740655
66	LILRA1	4	-2.04166547533442	0.0411847256514198	0.998159626740655
67	NKX2-5	27	2.0415618551524	0.0411950123081024	0.998159626740655
68	ADORA1	14	-2.03233601690376	0.0421196506354918	0.998159626740655
69	GRB10	28	2.02699364375892	0.0426630627212591	0.998159626740655
70	ASAP2	17	-2.02655178616353	0.0427082715548589	0.998159626740655
71	HMBOX1	30	-2.02430894929403	0.0429383733994544	0.998159626740655
72	PIK3C3	20	-2.01796313579936	0.0435951007591016	0.998159626740655
73	CREBRF	61	-2.01650406904655	0.0437472931600554	0.998159626740655
74	FUT8	15	2.01311854271969	0.0441021599468456	0.998159626740655
75	MCHR1	20	2.0104238297255	0.0443863504782597	0.998159626740655
76	OR2Z1	29	-2.00581593066176	0.0448758903443785	0.998159626740655
77	MAPK8IP2	36	-2.00112295293376	0.0453791413591649	0.998159626740655
78	ADRA1A	19	2.0006598946615	0.0454290542016198	0.998159626740655
79	ITGA2B	36	1.9959640523451	0.0459378357815774	0.998159626740655
80	FGF7	21	1.99271387317968	0.0462927873702677	0.998159626740655
81	APOE	26	1.99160154431202	0.0464147938074982	0.998159626740655
82	FGFRL1	49	1.99014900882802	0.0465745234485357	0.998159626740655
83	DEPDC7	35	-1.98092477904794	0.0475997097913086	0.998159626740655
84	ZSCAN22	59	1.96793120223943	0.0490759541022816	0.998159626740655
85	OR6T1	15	-1.96692890480324	0.0491914076586656	0.998159626740655
86	GNG13	19	-1.96514011084616	0.0493980232646755	0.998159626740655
87	ZSCAN1	49	-1.96500966647081	0.0494131187525619	0.998159626740655
88	OR52E8	22	1.96281899084967	0.0496672103321292	0.998159626740655
89	PAK2	25	-1.96272269682166	0.0496784043582981	0.998159626740655
90	SETD2	58	-1.95134359866074	0.0510161859621214	0.998159626740655
91	PPP1R1C	37	1.94794215530363	0.0514218849441897	0.998159626740655
92	ARHGEF16	29	1.94685830744812	0.0515517242752169	0.998159626740655
93	ZNF454	32	1.93978934575031	0.0524052959947217	0.998159626740655
94	RGS18	30	-1.93660882125054	0.0527931788461814	0.998159626740655
95	WWTR1	148	1.93539055031378	0.0529423880379846	0.998159626740655
96	TPM4	33	-1.93498911326546	0.0529916316450354	0.998159626740655
97	PTPRS	34	1.93448599222549	0.0530534026917279	0.998159626740655
98	ARHGAP25	20	-1.93081722345924	0.0535056596279845	0.998159626740655
99	RNF2	41	-1.92571522321994	0.0541399419937061	0.998159626740655
100	POU3F2	36	1.91927288211439	0.0549498080707721	0.998159626740655
101	HOXA7	70	1.91495710405181	0.0554979743544636	0.998159626740655
102	PLXNA3	35	1.90679867995592	0.0565466623621832	0.998159626740655
103	CX3CL1	14	1.90425668662464	0.0568767622530231	0.998159626740655
104	HOXD1	36	-1.90374196068203	0.0569437987078186	0.998159626740655
105	SIM1	48	1.8972037888623	0.0578010469943848	0.998159626740655
106	RAPH1	17	-1.89271254878193	0.0583961066867809	0.998159626740655
107	GPR88	37	1.89166879186082	0.058535123919967	0.998159626740655
108	NFAT5	27	-1.88477631651141	0.0594600437695971	0.998159626740655
109	OR6C2	24	1.88109204753062	0.0599593986010062	0.998159626740655
110	BCOR	55	1.87987417142863	0.0601252287659974	0.998159626740655
111	KSR1	52	-1.87712791843891	0.0605005638057586	0.998159626740655
112	GNA13	33	-1.87393597114482	0.0609392507838256	0.998159626740655
113	EBI3	24	1.87127782671296	0.0613065822664172	0.998159626740655
114	PKD1L2	24	-1.87109974300844	0.0613312572175828	0.998159626740655
115	ZNF330	37	-1.8703537016335	0.0614347167486005	0.998159626740655
