""	"TF"	"size"	"nes"	"pval"	"pval.fdr"
"1"	"TBC1D10B"	63	-3.37208493559673	0.000746014382105147	0.182565779907677
"2"	"MYNN"	59	-3.36016229713646	0.000778966976572815	0.182565779907677
"3"	"HGS"	157	3.34693355084305	0.000817107945673631	0.182565779907677
"4"	"TBL1XR1"	94	-3.31515814935377	0.000915912907449209	0.182565779907677
"5"	"DUSP19"	64	-3.26013075857093	0.00111360861061832	0.182565779907677
"6"	"NEDD4"	74	-3.23802753346262	0.00120359193166405	0.182565779907677
"7"	"TERF1"	114	-3.2215633987012	0.0012749325206062	0.182565779907677
"8"	"MED21"	154	-3.2185975375062	0.00128819150902326	0.182565779907677
"9"	"ZHX1"	111	-3.21833914409647	0.00128935267274478	0.182565779907677
"10"	"ZNF770"	90	-3.19275239556619	0.00140923727916605	0.182565779907677
"11"	"ASCC2"	158	3.19178968574706	0.00141394245827487	0.182565779907677
"12"	"SAP30"	166	3.17029649876879	0.00152283459966632	0.182565779907677
"13"	"ATRX"	105	-3.16105290512749	0.00157199943392043	0.182565779907677
"14"	"SIRT7"	141	3.13503876974428	0.00171831400637095	0.182565779907677
"15"	"FASTK"	73	3.12264070575312	0.00179236407728493	0.182565779907677
"16"	"OR2L2"	90	-3.11524402866031	0.00183792789521551	0.182565779907677
"17"	"HOMER3"	124	3.100263984103	0.00193348235540394	0.182565779907677
"18"	"TOPORS"	120	-3.09950187742022	0.00193846349307533	0.182565779907677
"19"	"ZNF418"	72	-3.09276478996573	0.00198301237502702	0.182565779907677
"20"	"STAT5A"	119	-3.09257114824394	0.00198430661125255	0.182565779907677
"21"	"SAV1"	91	-3.08747931178211	0.00201861822064918	0.182565779907677
"22"	"SP4"	79	-3.08490455480543	0.00203617484102443	0.182565779907677
"23"	"ASF1A"	89	-3.07729187505526	0.00208890652953804	0.182565779907677
"24"	"ZNF91"	54	-3.07260463072146	0.00212199427993522	0.182565779907677
"25"	"BLZF1"	74	-3.06875165430245	0.00214955200666168	0.182565779907677
"26"	"ZNF268"	42	-3.06800647805341	0.00215491946538953	0.182565779907677
"27"	"ARTN"	85	3.06354029488511	0.00218734745234206	0.182565779907677
"28"	"GPR87"	81	-3.0591777367842	0.00221945431056135	0.182565779907677
"29"	"REST"	47	-3.05482864480661	0.00225189142684848	0.182565779907677
"30"	"TSC22D3"	68	3.0518456002188	0.00227439058005194	0.182565779907677
"31"	"ZNF665"	29	-3.04752737558196	0.00230732508505294	0.182565779907677
"32"	"ZNF17"	34	-3.0409522112401	0.00235831258133289	0.182565779907677
"33"	"ABR"	48	3.04070882040756	0.00236021962089172	0.182565779907677
"34"	"NRIP1"	118	-3.03794273921653	0.00238199211729903	0.182565779907677
"35"	"ZNF549"	33	-3.03652695054864	0.00239320713336005	0.182565779907677
"36"	"MED28"	158	3.03596500968276	0.00239767187144546	0.182565779907677
"37"	"APBA3"	71	3.03288229215129	0.00242230064098435	0.182565779907677
"38"	"ZNF790"	20	-3.02921367453581	0.00245191198401744	0.182565779907677
"39"	"AIFM3"	87	3.02767803537266	0.00246440499377329	0.182565779907677
"40"	"CXCR4"	76	3.01958620408792	0.00253120249093228	0.182565779907677
"41"	"NAB1"	172	-3.01679647930431	0.00255461264857753	0.182565779907677
"42"	"IMPA1"	54	-3.0163732054686	0.00255818182897006	0.182565779907677
"43"	"ZNF37A"	63	-3.01540291472737	0.00256638084646345	0.182565779907677
"44"	"ANGPTL6"	80	-3.01485666726766	0.0025710072371542	0.182565779907677
"45"	"ZNF181"	28	-3.01152487274262	0.00259939106129325	0.182565779907677
"46"	"ZNF829"	32	-3.01140400012409	0.00260042614973904	0.182565779907677
"47"	"ZNF480"	36	-3.00971276626854	0.00261494855072084	0.182565779907677
"48"	"ZNF675"	22	-3.00900078159597	0.00262108441598151	0.182565779907677
"49"	"ZNF772"	26	-3.00881005239368	0.00262273034896773	0.182565779907677
"50"	"DDX20"	151	-3.00531681208835	0.00265304352687613	0.182565779907677
"51"	"ZNF627"	26	-3.00498807403472	0.0026559126295525	0.182565779907677
"52"	"PRKACB"	55	-3.00052545791859	0.00269514223284215	0.182565779907677
"53"	"SPTBN1"	95	-2.99785724096572	0.00271884999150137	0.182565779907677
"54"	"CC2D1A"	123	2.9976875406802	0.00272036424542505	0.182565779907677
"55"	"IL1B"	79	-2.99580814641836	0.00273718587958706	0.182565779907677
"56"	"GUCY1A1"	87	-2.99052978534112	0.00278493967668562	0.182565779907677
"57"	"NAA15"	144	-2.99044862560678	0.00278567983960712	0.182565779907677
"58"	"CECR2"	80	-2.98769534197358	0.00281089599858218	0.182565779907677
"59"	"ZNF283"	48	-2.98376055422494	0.00284729496150477	0.182565779907677
"60"	"CCND2"	80	-2.97896458616293	0.00289224203607565	0.182565779907677
"61"	"PRDM8"	169	-2.97705787182248	0.0029102906916469	0.182565779907677
"62"	"TAF9B"	117	-2.97319603452972	0.00294716155633407	0.182565779907677
"63"	"TNIP2"	115	2.9711970022178	0.0029664142768884	0.182565779907677
"64"	"VN1R1"	51	-2.9696751078793	0.00298114853604342	0.182565779907677
"65"	"TOP2B"	108	-2.96700106169357	0.0030071992066631	0.182565779907677
"66"	"PLCE1"	74	2.95852652699342	0.00309113635624853	0.182565779907677
"67"	"CNOT7"	91	-2.95730992434548	0.00310336017675704	0.182565779907677
"68"	"RAB39B"	103	-2.94940937609528	0.00318381932290314	0.182565779907677
"69"	"ZNF568"	26	-2.94749702975013	0.00320357829941078	0.182565779907677
"70"	"NBN"	115	-2.94371708749522	0.00324296297347894	0.182565779907677
"71"	"HOXB8"	43	2.94356288549313	0.00324457898956558	0.182565779907677
"72"	"ZEB1"	78	-2.94215685547518	0.00325934787440168	0.182565779907677
"73"	"SH2B2"	53	2.94091629618898	0.00327242949214117	0.182565779907677
"74"	"HRH2"	42	2.93862283975538	0.00329673986398509	0.182565779907677
"75"	"DDX6"	101	-2.93713503481066	0.00331259827697297	0.182565779907677
"76"	"ZNF606"	49	-2.93053821486173	0.0033837537153345	0.182565779907677
"77"	"IRF3"	98	2.92292710870165	0.0034675768189035	0.182565779907677
"78"	"OR2L13"	62	-2.92088498980578	0.00349038651468137	0.182565779907677
"79"	"ZNF583"	23	-2.91540527994882	0.00355226917206559	0.182565779907677
"80"	"GRIN2C"	98	2.91500224218262	0.00355685987191029	0.182565779907677
"81"	"TBC1D32"	81	-2.91419802434233	0.00356603624519026	0.182565779907677
"82"	"ARHGDIA"	150	2.91345247084654	0.00357456247203292	0.182565779907677
"83"	"NCK1"	78	-2.91326588842882	0.00357669914699141	0.182565779907677
"84"	"ZMYM4"	149	-2.91246080617242	0.00358593198856124	0.182565779907677
"85"	"ZNF614"	25	-2.90741054822238	0.00364434556644656	0.182565779907677
"86"	"SMAD1"	96	-2.90688733428058	0.00365044649935931	0.182565779907677
"87"	"GNRHR"	56	-2.90672988024081	0.00365228430839407	0.182565779907677
"88"	"KLF6"	126	2.90646794792845	0.0036553434555367	0.182565779907677
"89"	"ZNF99"	112	-2.90630457151415	0.00365725273311446	0.182565779907677
"90"	"TLK1"	99	-2.90351020973496	0.00369004939076131	0.182565779907677
"91"	"PRKCQ"	106	-2.90294521488486	0.00369671299015209	0.182565779907677
"92"	"SMARCE1"	127	-2.90095169831559	0.00372031219296353	0.182565779907677
"93"	"PER1"	128	2.89976118696544	0.00373447067012959	0.182565779907677
"94"	"PCM1"	87	-2.89970530898969	0.00373513641583994	0.182565779907677
"95"	"RAB4B"	91	2.89780645738515	0.00375782408318549	0.182565779907677
"96"	"CDK11B"	102	2.89611139949489	0.00377818253582148	0.182565779907677
"97"	"ADCY4"	66	2.89514942147021	0.00378978088530487	0.182565779907677
"98"	"CHD9"	177	-2.89513383022248	0.00378996913158826	0.182565779907677
"99"	"APPL1"	96	-2.88894650898122	0.00386534820823751	0.182565779907677
"100"	"CD2AP"	86	-2.88758589204785	0.0038821059759455	0.182565779907677
"101"	"GMCL1"	153	-2.8874525093537	0.00388375230415663	0.182565779907677
"102"	"PSMD9"	190	2.88742829309931	0.00388405127078848	0.182565779907677
"103"	"LTB4R"	62	2.88734007673295	0.00388514054045343	0.182565779907677
"104"	"ZNF341"	69	2.8857725651336	0.00390454204027444	0.182565779907677
"105"	"PRKCI"	121	-2.88514658396192	0.00391231453032015	0.182565779907677
"106"	"DLX4"	152	2.88259438532379	0.00394414954022958	0.182565779907677
"107"	"KLF9"	128	2.88234480352198	0.00394727530790563	0.182565779907677
"108"	"TUT4"	61	-2.88104405794039	0.00396360231591288	0.182565779907677
"109"	"TGS1"	142	-2.87795089262963	0.00400267442606139	0.182565779907677
"110"	"ZFYVE19"	64	2.87770317418993	0.00400581861895703	0.182565779907677
"111"	"ZNF765"	33	-2.87431698797613	0.00404902355221457	0.182565779907677
"112"	"ZMYM1"	63	-2.87411730208714	0.00405158453769549	0.182565779907677
"113"	"CD160"	116	-2.87368005178	0.00405719743881176	0.182565779907677
"114"	"MKNK1"	77	2.87152939022521	0.00408490795195605	0.182565779907677
"115"	"CDK6"	72	-2.86947265581926	0.00411156881338675	0.182565779907677
"116"	"LEMD3"	54	-2.86832200143138	0.00412655320645907	0.182565779907677
"117"	"ZGPAT"	80	2.86813321389873	0.00412901641816583	0.182565779907677
"118"	"SMARCAD1"	214	-2.86577300043388	0.00415992418817289	0.182565779907677
"119"	"LZTR1"	136	2.8637634064913	0.00418640576804947	0.182565779907677
"120"	"CIAO3"	209	2.86243710543879	0.0042039668784365	0.182565779907677
"121"	"MTF2"	107	-2.86211257297851	0.00420827406798354	0.182565779907677
"122"	"ZFP30"	15	-2.86096410241244	0.00422354871821988	0.182565779907677
"123"	"GFI1B"	122	-2.86001548686103	0.0042362032018738	0.182565779907677
"124"	"HDAC10"	217	2.85785431188096	0.00426516167924037	0.182565779907677
"125"	"SCAI"	94	-2.85765667853931	0.00426781878887361	0.182565779907677
"126"	"ZNF773"	26	-2.85693977550183	0.00427746989776257	0.182565779907677
"127"	"ZNF382"	33	-2.85662381827693	0.00428172966448932	0.182565779907677
"128"	"IRS2"	81	2.8545076120092	0.00431035987505536	0.182565779907677
"129"	"TGM2"	74	2.85367804367938	0.00432163040554867	0.182565779907677
"130"	"IRAK1"	52	2.85273285903335	0.00433450426093258	0.182565779907677
"131"	"GUCY1B1"	88	-2.8522463402169	0.00434114441945997	0.182565779907677
"132"	"ZNF304"	18	-2.84792849497645	0.00440048104855115	0.182565779907677
"133"	"TNFSF13"	36	2.84522939851948	0.0044379449298636	0.182565779907677
"134"	"CBFA2T3"	96	-2.84331349933931	0.00446471306068089	0.182565779907677
"135"	"ZNF93"	17	-2.84282447812874	0.00447156885338065	0.182565779907677
"136"	"MAPK8"	70	-2.84125807462373	0.0044935931794292	0.182565779907677
"137"	"CARD9"	43	2.84036531585324	0.0045061896888918	0.182565779907677
"138"	"ARHGEF18"	75	2.83958214034259	0.00451726634967107	0.182565779907677
"139"	"ZNF419"	25	-2.83696343037509	0.00455448282535908	0.182565779907677
"140"	"FANCC"	53	2.83648003457359	0.0045613830185168	0.182565779907677
"141"	"AFAP1L2"	95	-2.83385136848088	0.00459907171432637	0.182565779907677
"142"	"BDP1"	80	-2.83159522924491	0.00463164393576357	0.182565779907677
"143"	"ASB2"	52	-2.83084047831917	0.00464258692874671	0.182565779907677
"144"	"DBNL"	69	2.83038380101095	0.0046492195706255	0.182565779907677
"145"	"LRCH4"	97	2.83025480374909	0.00465109464092862	0.182565779907677
