node	agg	layer1	layer2	layer3	layer4
61317	2736	0	0	0	2736
61345	2016	0	0	0	2016
6056	1302	0	130	1201	0
9208	1075	0	81	1017	0
10561	1044	0	116	979	0
10819	1025	0	145	929	0
10821	980	0	82	913	0
7011	962	0	174	800	0
10262	956	0	54	915	0
6940	930	0	160	810	0
61322	899	0	0	0	899
10820	863	0	81	795	0
10264	813	0	87	743	0
10263	809	0	71	755	0
5938	799	0	137	680	0
6439	788	0	84	721	0
9792	786	0	98	701	0
8687	764	0	91	695	0
9793	757	0	68	701	0
6942	744	0	143	612	0
6554	742	0	154	608	0
6927	734	0	126	634	0
61362	729	0	0	0	729
61350	720	0	0	0	720
9214	719	0	139	606	0
10475	712	0	102	623	0
10168	710	0	162	575	0
10702	692	0	102	611	0
10309	682	0	107	595	0
9217	674	0	57	629	0
6941	669	0	172	527	0
10114	662	0	101	580	0
6308	658	0	156	518	0
9303	657	0	72	604	0
6824	618	0	69	558	0
6309	617	0	223	433	0
61348	614	0	0	0	614
10110	609	0	79	542	0
10101	605	0	62	552	0
65385	604	0	0	0	604
65383	599	0	0	0	599
7778	593	0	233	393	0
8982	593	0	88	523	0
6418	591	0	101	505	0
9201	575	0	132	462	0
10310	571	0	42	537	0
14768	563	0	21	544	0
6850	561	0	208	384	0
5885	558	0	142	446	0
61319	548	0	0	0	548
61320	548	0	0	0	548
12602	546	0	23	528	0
10846	545	0	131	427	0
6063	542	0	144	423	0
7781	538	0	107	445	0
6165	537	0	99	454	0
8730	536	0	57	487	0
7504	535	0	139	401	0
7780	529	0	99	441	0
10115	527	0	153	405	0
10131	523	0	128	430	0
10695	523	0	175	379	0
9427	522	0	121	429	0
6526	518	0	96	433	0
7704	517	0	402	149	0
11497	515	0	104	433	0
7879	514	0	539	4	0
14421	512	0	0	512	0
61323	512	0	0	0	512
9198	510	0	131	410	0
7728	509	0	497	63	0
10111	509	0	127	406	0
8038	508	0	487	54	0
7777	503	0	102	406	0
5772	502	0	69	448	0
10844	502	0	90	430	0
6026	500	0	108	409	0
9591	497	0	121	403	0
9621	497	0	77	439	0
9412	494	0	84	423	0
16905	494	0	44	453	0
10849	488	0	88	424	0
10704	485	0	129	377	0
10214	484	0	152	344	0
7833	478	0	211	300	0
9428	478	0	134	372	0
14422	478	0	0	478	0
61478	476	0	0	0	476
10526	475	0	60	432	0
16908	473	0	35	441	0
13641	469	0	40	431	0
16114	466	0	38	429	0
16906	466	0	25	443	0
61383	466	0	0	0	466
16113	465	0	32	435	0
10847	463	0	152	317	0
9200	462	0	72	402	0
16851	462	0	18	448	0
7554	461	0	210	287	0
8537	459	0	109	377	0
10217	458	0	91	385	0
10645	457	0	60	412	0
9199	455	0	61	413	0
5786	453	0	110	354	0
6678	449	0	276	193	0
8112	449	0	167	316	0
5771	447	0	225	269	0
6317	447	0	149	318	0
8067	447	0	242	229	0
10395	445	0	140	336	0
5883	444	0	110	359	0
7481	444	0	477	3	0
10480	442	0	45	403	0
7924	440	0	130	320	0
7927	440	0	190	278	0
7326	437	0	170	291	0
6436	436	0	140	325	0
6486	436	0	124	321	0
6933	435	0	206	267	0
10428	435	0	110	345	0
10790	431	0	68	371	0
16903	430	0	33	400	0
7918	429	0	392	65	0
7630	424	0	331	133	0
16902	424	0	14	411	0
11196	422	0	72	350	0
61439	422	0	0	0	422
6676	421	0	236	219	0
8034	421	0	399	51	0
9787	421	0	57	375	0
6485	419	0	110	326	0
17244	419	0	27	394	0
16904	417	0	25	394	0
16907	415	0	19	398	0
16909	415	0	27	391	0
7032	411	0	132	304	0
10989	411	0	111	322	0
9406	410	0	177	250	0
7423	409	0	191	226	0
7665	409	0	107	318	0
7821	407	0	265	181	0
8552	406	0	152	284	0
55842	406	0	16	392	0
60546	406	0	17	392	0
6136	405	0	230	201	0
6944	405	0	138	291	0
8008	405	0	221	214	0
14523	405	0	0	405	0
17350	405	0	42	364	0
9913	403	0	76	343	0
17226	403	0	25	380	0
7679	399	0	194	232	0
7861	398	0	368	74	0
7332	397	0	225	176	0
10134	396	0	83	328	0
6945	394	0	124	283	0
9351	394	0	54	349	0
7637	393	0	274	134	0
13733	393	0	25	368	0
6814	392	0	178	244	0
10476	391	0	82	320	0
61347	390	0	0	0	390
6287	389	0	126	271	0
11117	389	0	185	218	0
9910	388	0	74	325	0
6017	387	0	146	273	0
13634	387	0	30	360	0
7026	386	0	164	251	0
7705	386	0	345	74	0
6493	385	0	190	227	0
6576	385	0	151	258	0
6946	385	0	188	229	0
8119	385	0	158	244	0
9573	385	0	92	309	0
6659	384	0	257	163	0
6441	383	0	128	275	0
13636	383	0	34	349	0
7590	382	0	144	263	0
6967	381	0	111	289	0
7834	380	0	111	289	0
10282	380	0	89	310	0
7619	379	0	160	232	0
8059	379	0	208	187	0
7977	378	0	389	22	0
11341	378	0	146	264	0
9620	377	0	53	332	0
10845	377	0	147	264	0
17565	377	0	37	341	0
6980	376	0	174	231	0
10278	376	0	87	305	0
7738	374	0	138	256	0
7628	373	0	212	174	0
10316	373	0	81	308	0
8665	372	0	109	275	0
6567	371	0	188	210	0
7589	370	0	336	71	0
7835	370	0	206	196	0
7901	369	0	101	280	0
6388	368	0	201	206	0
7479	367	0	317	69	0
8057	367	0	350	63	0
7466	366	0	213	175	0
10729	366	0	82	304	0
8551	364	0	72	306	0
6498	363	0	231	172	0
7814	363	0	371	1	0
6674	362	0	171	199	0
9203	362	0	61	304	0
7956	361	0	223	165	0
10301	361	0	147	246	0
10317	361	0	93	285	0
10939	361	0	71	304	0
7725	360	0	337	64	0
10554	360	0	129	289	0
8064	359	0	108	266	0
6703	358	0	161	216	0
6484	356	0	83	287	0
7672	356	0	374	7	0
5744	354	0	209	174	0
7848	354	0	148	234	0
10477	354	0	97	277	0
17442	353	0	23	331	0
7718	352	0	183	201	0
7826	352	0	324	56	0
61369	351	0	0	0	351
7473	350	0	318	64	0
10112	350	0	86	280	0
7472	348	0	206	163	0
7699	347	0	329	53	0
6966	346	0	212	159	0
7569	346	0	162	199	0
7857	346	0	104	257	0
9195	346	0	106	260	0
11107	345	0	134	237	0
7527	344	0	358	16	0
8011	344	0	172	177	0
7535	343	0	292	80	0
7682	343	0	328	45	0
7948	343	0	252	129	0
9810	343	0	76	283	0
14456	342	0	29	313	0
6963	341	0	148	206	0
7476	341	0	347	23	0
7571	341	0	177	179	0
8245	341	0	109	249	0
10787	341	0	96	264	0
61329	341	0	0	0	341
9576	340	0	98	270	0
6811	339	0	112	244	0
8013	339	0	159	190	0
8732	339	0	123	242	0
5884	338	0	102	255	0
7687	338	0	255	110	0
7688	338	0	361	8	0
7855	338	0	203	189	0
7475	337	0	125	223	0
7625	336	0	157	200	0
7913	336	0	259	96	0
8174	336	0	115	241	0
14692	336	0	44	300	0
10305	335	0	158	212	0
10553	335	0	116	267	0
11304	335	0	83	268	0
8048	334	0	179	181	0
