"name"	"Double_NR"	"Double_R"	"distance"
"9260"	"IGHV3-48"	0.570338816781422	0.556069240692332	-0.0201
"9261"	"IGHV3-53"	0.570338816781422	0.556069240692332	-0.0201
"9262"	"IGHV3-7"	0.570338816781422	0.556069240692332	-0.0201
"9263"	"IGHV3-9"	0.570338816781422	0.556069240692332	-0.0201
"9264"	"IGHV4-28"	0.219776800083665	0.192471887272847	-0.0306
"9265"	"IGHV4-30-2"	0.219776800083665	0.192471887272847	-0.0306
"9266"	"IGHV4-30-4"	0.219776800083665	0.192471887272847	-0.0306
"9267"	"IGHV4-31"	0.219776800083665	0.192471887272847	-0.0306
"9268"	"IGHV4-34"	0.571386757139945	0.556996878964235	-0.0201
"9269"	"IGHV4-38-2"	0.219776800083665	0.192471887272847	-0.0306
"9270"	"IGHV4-39"	0.571386757139945	0.556996878964235	-0.0201
"9271"	"IGHV4-4"	0.219776800083665	0.192471887272847	-0.0306
"9272"	"IGHV4-59"	0.571386757139945	0.556996878964235	-0.0201
"9273"	"IGHV4-61"	0.219776800083665	0.192471887272847	-0.0306
"9274"	"IGHV6-1"	0.219776800083665	0.192471887272847	-0.0306
"9275"	"IGHV7-81"	0.568925072231693	0.554630249044988	-0.0201
"9276"	"IGIP"	0.270068664651009	0.248787699730765	-0.0262
"9277"	"IGJ"	0.252147685470038	0.228718469407131	-0.0277
"9278"	"IGKC"	0.57309690163586	0.558904485156289	-0.02
"9279"	"IGKV1-12"	0.568925072231693	0.554630249044988	-0.0201
"9280"	"IGKV1-16"	0.568925072231693	0.554630249044988	-0.0201
"9281"	"IGKV1-17"	0.568925072231693	0.554630249044988	-0.0201
"9282"	"IGKV1-33"	0.568925072231693	0.554630249044988	-0.0201
"9283"	"IGKV1-39"	0.568925072231693	0.554630249044988	-0.0201
"9284"	"IGKV1-5"	0.568925072231693	0.554630249044988	-0.0201
"9285"	"IGKV1-8"	0.377572553505442	0.359256451632166	-0.0237
"9286"	"IGKV1D-12"	0.568925072231693	0.554630249044988	-0.0201
"9287"	"IGKV1D-13"	0.223053009115995	0.203518685972645	-0.0251
"9288"	"IGKV1D-16"	0.568925072231693	0.554630249044988	-0.0201
"9289"	"IGKV2-29"	0.568925072231693	0.554630249044988	-0.0201
"9290"	"IGKV2-30"	0.568925072231693	0.554630249044988	-0.0201
"9291"	"IGKV2D-28"	0.568925072231693	0.554630249044988	-0.0201
"9292"	"IGKV2D-30"	0.568925072231693	0.554630249044988	-0.0201
"9293"	"IGKV2D-40"	0.568925072231693	0.554630249044988	-0.0201
"9294"	"IGKV3-11"	0.568925072231693	0.554630249044988	-0.0201
"9295"	"IGKV3-15"	0.568925072231693	0.554630249044988	-0.0201
"9296"	"IGKV3-20"	0.68637270924744	0.6753294444018	-0.0173
"9297"	"IGKV3D-20"	0.568925072231693	0.554630249044988	-0.0201
"9298"	"IGKV4-1"	0.568925072231693	0.554630249044988	-0.0201
"9299"	"IGKV5-2"	0.568925072231693	0.554630249044988	-0.0201
"9300"	"IGLC1"	0.574172904784291	0.56000790801346	-0.02
"9301"	"IGLC2"	0.686735576804343	0.675701006922257	-0.0173
"9302"	"IGLC3"	0.568925072231693	0.554630249044988	-0.0201
"9303"	"IGLC6"	0.568925072231693	0.554630249044988	-0.0201
"9304"	"IGLC7"	0.568925072231693	0.554630249044988	-0.0201
"9305"	"IGLL1"	0.617958102227551	0.63846477916733	0.0048
"9306"	"IGLL5"	0.387730538310861	0.369140216781843	-0.0238
"9307"	"IGLON5"	0.431408576298524	0.397169732634633	-0.0347
"9308"	"IGLV"	0.568925072231693	0.554630249044988	-0.0201
"9309"	"IGLV1-40"	0.568925072231693	0.554630249044988	-0.0201
"9310"	"IGLV1-44"	0.568925072231693	0.554630249044988	-0.0201
"9311"	"IGLV1-47"	0.568925072231693	0.554630249044988	-0.0201
"9312"	"IGLV1-51"	0.568925072231693	0.554630249044988	-0.0201
"9313"	"IGLV2-11"	0.568925072231693	0.554630249044988	-0.0201
"9314"	"IGLV2-14"	0.568925072231693	0.554630249044988	-0.0201
"9315"	"IGLV2-23"	0.573945201434409	0.559734622253587	-0.02
"9316"	"IGLV2-28"	0.257680340891273	0.23283926626205	-0.0287
"9317"	"IGLV2-5"	0.26413281749018	0.244019518120008	-0.0254
"9318"	"IGLV2-8"	0.573496849949186	0.554630249044988	-0.0233
"9319"	"IGLV3-1"	0.568925072231693	0.554630249044988	-0.0201
"9320"	"IGLV3-10"	0.397940874433091	0.203518685972645	-0.1484
"9321"	"IGLV3-19"	0.568925072231693	0.554630249044988	-0.0201
"9322"	"IGLV3-21"	0.568925072231693	0.554630249044988	-0.0201
"9323"	"IGLV3-22"	0.287489560132927	0.267249409508721	-0.0254
"9324"	"IGLV3-24"	0.287489560132927	0.267249409508721	-0.0254
"9325"	"IGLV3-25"	0.568925072231693	0.554630249044988	-0.0201
"9326"	"IGLV3-27"	0.568925072231693	0.554630249044988	-0.0201
"9327"	"IGLV3-4"	0.26413281749018	0.244019518120008	-0.0254
"9328"	"IGLV3-9"	0.26200161781282	0	-0.1969
"9329"	"IGLV6-57"	0.568925072231693	0.554630249044988	-0.0201
"9330"	"IGLV7-43"	0.568925072231693	0.554630249044988	-0.0201
"9331"	"IGLV8OR8-1"	0.247844725728583	0.22606994043605	-0.0266
"9332"	"IGLVIVOR22-2"	0.295109683233828	0.25952551167225	-0.0362
"9333"	"IGLVVI-22-1"	0.287489560132927	0.267249409508721	-0.0254
"9334"	"IGSF1"	0.491166888848956	0.446427293346469	-0.042
"9335"	"IGSF10"	0.445078667243932	0.442703562824826	-0.0121
"9336"	"IGSF11"	0.45076865495094	0.46801432572047	0.0018
"9337"	"IGSF11-AS1"	0.321543993161009	0.310213047692489	-0.0189
"9338"	"IGSF21"	0.421381095562596	0.435987113035451	-1e-04
"9339"	"IGSF22"	0.49926582411806	0.450148815566742	-0.045
"9340"	"IGSF3"	0.512988011561035	0.497404546002815	-0.0212
"9341"	"IGSF5"	0.376112106761341	0.464413991926278	0.0519
"9342"	"IGSF6"	0.569541213148009	0.553979417366104	-0.021
"9343"	"IGSF8"	0.603387935701936	0.599656896166144	-0.0125
"9344"	"IGSF9"	0.470420843694024	0.434308568722276	-0.0359
"9345"	"IGSF9B"	0.448992008796238	0.441278696498452	-0.0159
"9346"	"IHH"	0.429110982150462	0.451328376129356	0.0053
"9347"	"IK"	0.654592882272611	0.638162423252525	-0.0213
"9348"	"IKBIP"	0.518532858025785	0.50081578683261	-0.0227
"9349"	"IKBKAP"	0.22223898303206	0.213096329381004	-0.0177
"9350"	"IKBKB"	0.807123899895293	0.799850832975175	-0.0142
"9351"	"IKBKE"	0.659448908912577	0.64022648859708	-0.0232
"9352"	"IKBKG"	0.823568813760065	0.819064725862151	-0.0122
"9353"	"IKBKGP1"	0.371927668077681	0.33745006453951	-0.0351
"9354"	"IKZF1"	0.643756408200536	0.631409599922492	-0.0184
"9355"	"IKZF2"	0.562013417090467	0.559788405516344	-0.0116
"9356"	"IKZF3"	0.58741679295692	0.573886944356549	-0.0195
"9357"	"IKZF4"	0.529655875220776	0.521334076081327	-0.016
"9358"	"IKZF5"	0.495772453475013	0.416406258987205	-0.0665
"9359"	"IL-18"	0.227538271706155	0.20696923695755	-0.0258
"9360"	"IL10"	0.524328847102293	0.50121775426734	-0.0265
"9361"	"IL10RA"	0.572737679598245	0.565603038576605	-0.015
"9362"	"IL10RB"	0.55708795041254	0.553661329110738	-0.0124
"9363"	"IL11"	0.529533649802474	0.536121798426194	-0.0054
"9364"	"IL11RA"	0.546277640507804	0.550586157616411	-0.007
"9365"	"IL12A"	0.644691654731622	0.625910184061881	-0.023
"9366"	"IL12B"	0.597257124719589	0.590853445028118	-0.0144
"9367"	"IL12RB1"	0.572355361818304	0.560461227452874	-0.0184
"9368"	"IL12RB2"	0.497624250805358	0.517308227116828	0.0037
"9369"	"IL13"	0.528744478938704	0.513918768539228	-0.0206
"9370"	"IL13RA1"	0.544595218590879	0.509959900660802	-0.0346
"9371"	"IL13RA2"	0.459155016827264	0.461825567331215	-0.0085
"9372"	"IL15"	0.512788226032276	0.536708046435502	0.0068
"9373"	"IL15RA"	0.571288092215997	0.552423395711093	-0.0233
"9374"	"IL16"	0.641282198348776	0.629420683782913	-0.0181
"9375"	"IL17A"	0.488590401695518	0.462182368885093	-0.029
"9376"	"IL17B"	0.464459894357002	0.445689156940824	-0.0237
"9377"	"IL17C"	0.44604228708169	0.466033382661638	0.0038
"9378"	"IL17D"	0.602540460021404	0.574414867913272	-0.0298
"9379"	"IL17F"	0.482364905512869	0.481321426613471	-0.011
"9380"	"IL17RA"	0.531477862969311	0.507310782580869	-0.0272
"9381"	"IL17RB"	0.410368052906958	0.37357409296629	-0.0366
"9382"	"IL17RC"	0.56130567363491	0.550565091709019	-0.0176
"9383"	"IL17RD"	0.45491188930572	0.486162251943605	0.0118
"9384"	"IL17RE"	0.485646974582336	0.428588832716521	-0.0507
"9385"	"IL17REL"	0.493274076749614	0.459998234443211	-0.0338
"9386"	"IL18"	0.663532595460405	0.653393617432983	-0.0168
"9387"	"IL18BP"	0.589644655764371	0.562304800000752	-0.0293
"9388"	"IL18R1"	0.468551118633431	0.429889068246802	-0.0377
"9389"	"IL18RAP"	0.47569016278541	0.483958548895598	-0.0044
"9390"	"IL19"	0.564872770461456	0.509052337187686	-0.0495
"9391"	"IL1A"	0.536177742500875	0.519098233766305	-0.0222
"9392"	"IL1B"	0.588963678488405	0.576245187562245	-0.0189
"9393"	"IL1F10"	0.478532774767604	0.49147630473789	-0.0011
"9394"	"IL1R1"	0.520392438665038	0.49392124086975	-0.0289
"9395"	"IL1R2"	0.562171529080064	0.559620878375396	-0.0118
"9396"	"IL1RAP"	0.558592277182136	0.5369735786863	-0.0253
"9397"	"IL1RAPL1"	0.503360640351057	0.495581024075621	-0.0157
"9398"	"IL1RAPL2"	0.456795127550619	0.47605491085631	0.0033
"9399"	"IL1RL1"	0.502484229943574	0.485169958840888	-0.0225
"9400"	"IL1RL2"	0.490657913568264	0.476021515556361	-0.0206
"9401"	"IL1RN"	0.581644831009592	0.576603628707869	-0.0135
"9402"	"IL2"	0.58801144739604	0.574936750215363	-0.0192
"9403"	"IL20"	0.471526430183761	0.466686770734846	-0.0137
"9404"	"IL20RA"	0.517771589994319	0.509216479182613	-0.0162
"9405"	"IL20RB"	0.47878114255722	0.481749827207251	-0.0082
"9406"	"IL20RB-AS1"	0.240034603064134	0.218244534832908	-0.0266
"9407"	"IL21"	0.445582393531079	0.489954184957019	0.021
"9408"	"IL21-AS1"	0.240984990796721	0.219855964594629	-0.0262
"9409"	"IL21R"	0.521185355293074	0.549417612346379	0.0099
"9410"	"IL22"	0.519911115951385	0.513671674652278	-0.0146
"9411"	"IL22RA1"	0.536458197730743	0.52612092028629	-0.0174
"9412"	"IL22RA2"	0.403711564144033	0.453414947083454	0.0247
"9413"	"IL23A"	0.603987241920609	0.54217275214205	-0.0536
"9414"	"IL23R"	0.436630655517893	0.416377637539328	-0.0248
"9415"	"IL24"	0.576341227560282	0.557142546094386	-0.0235
"9416"	"IL25"	0.420791264226715	0.432795293849714	-0.002
"9417"	"IL26"	0.512370950643558	0.547270791522037	0.0146
"9418"	"IL27"	0.544549451802525	0.489599900917282	-0.049
"9419"	"IL27RA"	0.464347710996587	0.435904366134321	-0.0305
"9420"	"IL2RA"	0.567610779925141	0.553947158751968	-0.0196
"9421"	"IL2RB"	0.537210546286792	0.522573837792572	-0.0204
"9422"	"IL2RG"	0.58192782373882	0.566935318638984	-0.0205
"9423"	"IL3"	0.53063167753198	0.497640712813566	-0.0335
"9424"	"IL31"	0.549882154512772	0.55816806280074	-0.0041
"9425"	"IL31RA"	0.447715918867694	0.42536881476642	-0.0262
"9426"	"IL32"	0.582068379949303	0.553520841994041	-0.0301
"9427"	"IL33"	0.585134218930256	0.562609161200883	-0.0259
"9428"	"IL34"	0.452909833813087	0.428644176886569	-0.0276
"9429"	"IL36A"	0.414500022066798	0.398058113001843	-0.0222
"9430"	"IL36B"	0.41453010524066	0.398094597041916	-0.0222
"9431"	"IL36G"	0.4553904235094	0.404885912865205	-0.0462
"9432"	"IL36RN"	0.409181529265162	0.392602419044245	-0.0223
"9433"	"IL37"	0.462478394938231	0.444209371010141	-0.0233
"9434"	"IL3RA"	0.527740297251239	0.525370935962352	-0.0118
"9435"	"IL4"	0.508927011190767	0.488853628005179	-0.0244
"9436"	"IL4I1"	0.676520571053315	0.674420116441906	-0.011
"9437"	"IL4R"	0.507706703851842	0.473748584857517	-0.0343
"9438"	"IL5"	0.5246675210265	0.510466335842854	-0.0202
"9439"	"IL5RA"	0.494520983733796	0.479611523465415	-0.0208
"9440"	"IL6"	0.562606403904659	0.549049849565953	-0.0196
"9441"	"IL6R"	0.489305334418039	0.514572417069299	0.0077
"9442"	"IL6ST"	0.550499774190487	0.538976820006715	-0.0182
"9443"	"IL7"	0.566989385699308	0.568059118091289	-0.0092
"9444"	"IL7R"	0.647388238816692	0.634660769734505	-0.0187
"9445"	"IL9"	0.540256672195722	0.524828723084066	-0.021
"9446"	"IL9R"	0.478354197353285	0.486918153267145	-0.0042
"9447"	"ILDR1"	0.428506966432239	0.40373549367904	-0.028
"9448"	"ILDR2"	0.440859690964584	0.365993694386519	-0.0635
"9449"	"ILF2"	0.671608716209921	0.660511628545061	-0.0174
"9450"	"ILF3"	0.589546896215019	0.576711809317018	-0.019
"9451"	"ILK"	0.724099289882401	0.711021475257418	-0.0186
"9452"	"ILKAP"	0.584059024680346	0.433822764538069	-0.1164
"9453"	"ILVBL"	0.505198806093893	0.478976282896308	-0.0288
"9454"	"IMMP1L"	0.381618659988315	0.393546979733419	-0.0022
"9455"	"IMMP2L"	0.489786680492781	0.477572370445571	-0.0189
"9456"	"IMMT"	0.69572119744739	0.67689429818811	-0.0228
"9457"	"IMP3"	0.812768279909519	0.805249243153052	-0.0144
"9458"	"IMP4"	0.825055083857624	0.819749792129333	-0.0128
"9459"	"IMPA1"	0.586743211646033	0.572332309291423	-0.0201
"9460"	"IMPA2"	0.523614785100201	0.517830506795791	-0.0142
"9461"	"IMPACT"	0.697322326780312	0.687040189599816	-0.0168
"9462"	"IMPAD1"	0.541785534895294	0.526692776783073	-0.0208
"9463"	"IMPDH1"	0.684965265382028	0.650245186373383	-0.0341
"9464"	"IMPDH2"	0.666733641968381	0.649229394028133	-0.022
"9465"	"IMPG1"	0.431676498196075	0.498447496225964	0.0369
"9466"	"IMPG2"	0.492770262508155	0.469161966105666	-0.027
"9467"	"INA"	0.570673712511208	0.556556153074129	-0.02
"9468"	"INADL"	0.312798380778837	0.241163018412265	-0.0617
"9469"	"INCA1"	0.590394806642519	0.524955041391021	-0.0563
"9470"	"INCENP"	0.674758560970954	0.665680391048309	-0.016
"9471"	"INE1"	0.457191503395683	0.394870651515975	-0.0546
"9472"	"INE2"	0.454493419345301	0.533911138990858	0.0459
"9473"	"INF2"	0.513642139395152	0.485737247921361	-0.0299
"9474"	"ING1"	0.515909946420605	0.506887376026801	-0.0165
"9475"	"ING2"	0.570064367761105	0.552318976046038	-0.0225
"9476"	"ING3"	0.528909973269441	0.478779940643765	-0.0456
"9477"	"ING4"	0.529700676212441	0.528240745153362	-0.0111
"9478"	"ING5"	0.568234928535033	0.559380786016646	-0.0162
"9479"	"INGX"	0.294868910736697	0.381527764552363	0.0505
"9480"	"INHA"	0.453169403839316	0.464178700591939	-0.0026
"9481"	"INHBA"	0.492358911773259	0.439202864027816	-0.0479
"9482"	"INHBA-AS1"	0.239235090382092	0.21720127384355	-0.0268
"9483"	"INHBB"	0.559752982212926	0.497057664963813	-0.0544
"9484"	"INHBC"	0.497614251056023	0.514074191982779	0.0015
"9485"	"INHBE"	0.509467589279362	0.555475370939104	0.0224
"9486"	"INIP"	0.492942349196038	0.47901723589334	-0.0201
"9487"	"INMAP"	0.424604326720755	0.410279670431783	-0.0206
"9488"	"INMT"	0.580430882309764	0.555160164523196	-0.0278
"9489"	"INO80"	0.532247719328037	0.509562706062985	-0.0262
"9490"	"INO80B"	0.56833920208224	0.50522012385824	-0.0547
"9491"	"INO80C"	0.545228138428547	0.541606106070116	-0.0126
"9492"	"INO80D"	0.559201464470744	0.532974286519504	-0.0286
"9493"	"INO80E"	0.539219768970324	0.553023029877243	-3e-04
"9494"	"INPP1"	0.498611589584921	0.484936100583965	-0.0199
"9495"	"INPP4A"	0.549719359495832	0.53589216267124	-0.0198
"9496"	"INPP4B"	0.553608291433229	0.54023864428402	-0.0195
"9497"	"INPP5A"	0.592718764120781	0.610517092564556	0.0028
"9498"	"INPP5B"	0.649745194530476	0.638730163624541	-0.0175
"9499"	"INPP5D"	0.734950052035505	0.723789928397193	-0.0172
"9500"	"INPP5E"	0.613897951237128	0.628547012920159	6e-04
"9501"	"INPP5F"	0.617782681431129	0.616148443604763	-0.0109
"9502"	"INPP5J"	0.511998795606733	0.508805211780177	-0.0124
"9503"	"INPP5K"	0.643752019444821	0.641279746491664	-0.0114
"9504"	"INPPL1"	0.685344013994136	0.668930975700777	-0.0212
"9505"	"INS"	0.669606404828335	0.658048981625276	-0.0178
"9506"	"INS-IGF2"	0.509275514717998	0.556740593386371	0.0235
"9507"	"INSC"	0.398966124224207	0.529693322939378	0.0821
"9508"	"INSIG1"	0.435145306696433	0.417988430866975	-0.0226
"9509"	"INSIG2"	0.483523846941766	0.506585542446117	0.0061
"9510"	"INSL3"	0.568498289871722	0.535584140957039	-0.0333
"9511"	"INSL4"	0.474844207972841	0.369979272428285	-0.0847
"9512"	"INSL5"	0.512471331953233	0.535413263862272	0.0061
"9513"	"INSL6"	0.419193501550266	0.492148688664917	0.0412
"9514"	"INSM1"	0.42805509626798	0.429561105406695	-0.0094
"9515"	"INSM2"	0.488676720081277	0.484206111210323	-0.0134
"9516"	"INSR"	0.544703981496317	0.528904970042548	-0.0212
"9517"	"INSRR"	0.5510758817332	0.547432229814567	-0.0126
"9518"	"INTS1"	0.818049619866521	0.811100989348926	-0.0139
"9519"	"INTS10"	0.810690733589139	0.802738419524277	-0.0147
"9520"	"INTS11"	0.706320523363476	0.696410694717505	-0.0165
"9521"	"INTS12"	0.780197371571123	0.776605836170553	-0.0117
"9522"	"INTS13"	0.706320523363476	0.696410694717505	-0.0165
"9523"	"INTS14"	0.706320523363476	0.696410694717505	-0.0165
"9524"	"INTS2"	0.811478103426431	0.80655469189858	-0.0125
"9525"	"INTS3"	0.814198593514934	0.807864678765548	-0.0135
"9526"	"INTS4"	0.821709297030582	0.814198594290121	-0.0143
"9527"	"INTS5"	0.818016578541997	0.809212257651168	-0.0153
"9528"	"INTS6"	0.817045846758445	0.808481818945668	-0.0151
"9529"	"INTS6L"	0.44173584468821	0.425890873681557	-0.0217
"9530"	"INTS7"	0.81548204779123	0.809352898639236	-0.0134
"9531"	"INTS8"	0.735601196850573	0.733042148042205	-0.0111
"9532"	"INTS9"	0.802439709242773	0.794695059499533	-0.0146
"9533"	"INTU"	0.604677926983672	0.561238683579853	-0.0406
"9534"	"INVS"	0.489987185490287	0.472444517763164	-0.0227
"9535"	"IP6K1"	0.6273798560745	0.616929289653581	-0.0171
"9536"	"IP6K2"	0.65027244851637	0.653808187818277	-0.0071
"9537"	"IP6K3"	0.611423181482893	0.598937127484275	-0.0186
"9538"	"IPCEF1"	0.639291092756584	0.628944414220829	-0.017
"9539"	"IPMK"	0.704999761719595	0.673897961195135	-0.0315
"9540"	"IPO11"	0.59297759435789	0.573099869604989	-0.024
"9541"	"IPO13"	0.534858888107428	0.495746902702893	-0.0378
"9542"	"IPO4"	0.615368022901423	0.591716367683914	-0.0265
"9543"	"IPO5"	0.615870594479981	0.608813208741418	-0.0148
"9544"	"IPO7"	0.624925309819457	0.614024856523501	-0.0175
"9545"	"IPO8"	0.60938209956989	0.597391804305267	-0.0183
"9546"	"IPO9"	0.642794203009025	0.64375535912036	-0.009
"9547"	"IPP"	0.478023933703813	0.470197104865335	-0.0158
"9548"	"IPPK"	0.626073252478312	0.593340116252589	-0.0329
"9549"	"IPW"	0.453878057793828	0.431810477159448	-0.026
"9550"	"IQCA1"	0.470287085288019	0.405613065468946	-0.0562
"9551"	"IQCA1P1"	0.251372134332127	0.226548808132293	-0.0287
"9552"	"IQCB1"	0.650288641515035	0.643607017008374	-0.0144
"9553"	"IQCC"	0.46380466077361	0.46148997381828	-0.012
"9554"	"IQCD"	0.465362563586164	0.430108217061865	-0.0353
"9555"	"IQCE"	0.438400577042557	0.38280153340508	-0.0499
"9556"	"IQCF1"	0.355555982894086	0.39261666162525	0.0155
"9557"	"IQCF2"	0.417950152587307	0.479746163156797	0.0333
"9558"	"IQCF3"	0.427851810366291	0.452442932347462	0.007
"9559"	"IQCF6"	0.261215814674633	0.239754788188787	-0.0263
"9560"	"IQCG"	0.439225462217248	0.509988710472058	0.0397
"9561"	"IQCH"	0.566503711796759	0.537420217526252	-0.0306
"9562"	"IQCJ"	0.410979570820209	0.420471199967796	-0.0038
"9563"	"IQCK"	0.460643661502341	0.439985265022744	-0.025
"9564"	"IQGAP1"	0.737539177841884	0.727412595793293	-0.0165
"9565"	"IQGAP2"	0.563322935338517	0.549579696230757	-0.0197
"9566"	"IQGAP3"	0.520852337591621	0.48444131731498	-0.0359
"9567"	"IQSEC1"	0.567473094615452	0.569164187110713	-0.0088
"9568"	"IQSEC2"	0.501830919483706	0.421397968853997	-0.0672
"9569"	"IQSEC3"	0.460074636029526	0.377147218299147	-0.0692
"9570"	"IQUB"	0.458661604450135	0.450325226305708	-0.0163
"9571"	"IRAK1"	0.600918144286366	0.590245378087619	-0.0174
"9572"	"IRAK1BP1"	0.464666054346627	0.446557948798616	-0.0232
"9573"	"IRAK2"	0.501321037965166	0.514828359407087	-6e-04
"9574"	"IRAK3"	0.448307661436627	0.459697471552341	-0.0023
"9575"	"IRAK4"	0.633824423029675	0.61742395028182	-0.0213
"9576"	"IREB2"	0.645098225978613	0.652606348733085	-0.0043
"9577"	"IRF-1"	0.457203675954512	0.441979436455107	-0.0212
"9578"	"IRF1"	0.598743575188297	0.586654565301913	-0.0184
"9579"	"IRF2"	0.553324805321218	0.539405770936493	-0.0199
"9580"	"IRF2BP1"	0.547378243221883	0.530886678448402	-0.0217
"9581"	"IRF2BP2"	0.554642657205368	0.547742672402642	-0.0149
"9582"	"IRF2BPL"	0.433634179602513	0.41927712847444	-0.0206
"9583"	"IRF3"	0.714622413260239	0.705529320332181	-0.0159
"9584"	"IRF4"	0.521552622733278	0.507307581845875	-0.0202
"9585"	"IRF5"	0.61677339743796	0.606327416114314	-0.0172
"9586"	"IRF6"	0.517636473208874	0.503977856165447	-0.0198
"9587"	"IRF7"	0.617319292535523	0.605629601218898	-0.0181
"9588"	"IRF8"	0.610055034738517	0.597995355940067	-0.0183
"9589"	"IRF9"	0.557518941132232	0.54552475781469	-0.0185
"9590"	"IRG1"	0.266900903929225	0.248140236208672	-0.0244
"9591"	"IRGC"	0.44351779513466	0.423813154542237	-0.0244
"9592"	"IRGM"	0.590911862675202	0.58216036806892	-0.0161
"9593"	"IRGQ"	0.509203946609584	0.506451632347988	-0.0121
"9594"	"IRS1"	0.59998257207781	0.587064212866439	-0.019
"9595"	"IRS2"	0.588444956668504	0.575261715699235	-0.0192
"9596"	"IRS4"	0.531604006409109	0.517498011544659	-0.0201
"9597"	"IRX1"	0.489478040187775	0.510222766934583	0.0045
"9598"	"IRX2"	0.460304919584685	0.43314662432823	-0.0296
"9599"	"IRX3"	0.49221890747839	0.510557711308868	0.0028
"9600"	"IRX4"	0.492528223653839	0.472147222242794	-0.0247
"9601"	"IRX5"	0.514746448610394	0.513360045319188	-0.0111
"9602"	"IRX6"	0.374638887839183	0.434897498888895	0.032
"9603"	"ISCA1"	0.634525106371387	0.634188049371771	-0.0099
"9604"	"ISCA2"	0.64882247762675	0.664718313693361	0.0016
"9605"	"ISCU"	0.624136942475152	0.611801103131853	-0.0185
"9606"	"ISG15"	0.769747060591817	0.764158447732534	-0.0132
"9607"	"ISG20"	0.589779731856252	0.577077554574604	-0.0189
"9608"	"ISG20L2"	0.531683292439096	0.566950527044929	0.0149
"9609"	"ISL1"	0.472023939007761	0.460373925371221	-0.0186
"9610"	"ISL2"	0.457878902774155	0.4409191685277	-0.0224
"9611"	"ISLR"	0.544498711680866	0.560700534459153	0.0014
"9612"	"ISLR2"	0.488509226925653	0.432321717234581	-0.0501
"9613"	"ISM1"	0.501803657608848	0.46974675651784	-0.0329
"9614"	"ISM1-AS1"	0.290166431747434	0.269294442826121	-0.0258
"9615"	"ISM2"	0.401709724803511	0.448595381017014	0.0227
"9616"	"ISOC1"	0.418692569200594	0.407039042309852	-0.0188
"9617"	"ISOC2"	0.442520206609496	0.409298860565141	-0.034
"9618"	"IST1"	0.596080370036826	0.577066194710978	-0.0233
"9619"	"ISX"	0.482569974075727	0.491063270471564	-0.0043
"9620"	"ISY1"	0.837673019717505	0.828893533928192	-0.0152
"9621"	"ISYNA1"	0.647993910504273	0.655416606647559	-0.0044
"9622"	"ITCH"	0.61499091081342	0.644313235181042	0.011
"9623"	"ITCH-AS1"	0.372823971613506	0.369211977085632	-0.0132
"9624"	"ITFG1"	0.363873946891619	0.42637222718137	0.0336
"9625"	"ITFG2"	0.583633931870215	0.573154523454996	-0.0173
"9626"	"ITGA1"	0.588450040509944	0.594816854594849	-0.0054
"9627"	"ITGA10"	0.541895627791002	0.527749980827766	-0.0201
"9628"	"ITGA11"	0.541929966132623	0.528004735054727	-0.0199
"9629"	"ITGA2"	0.561323846489651	0.54937860973917	-0.0185
"9630"	"ITGA2B"	0.697473052095815	0.686731859127255	-0.0171
"9631"	"ITGA3"	0.558451678188182	0.545280970843556	-0.0193
"9632"	"ITGA4"	0.782697603441705	0.774450421073481	-0.015
"9633"	"ITGA5"	0.776116117648166	0.768576531991984	-0.0145
"9634"	"ITGA6"	0.599957608839741	0.586686520029136	-0.0192
"9635"	"ITGA7"	0.549521642481515	0.529539856963509	-0.0242
"9636"	"ITGA7_VARIANT_PROTEIN"	0.519886305800482	0.505557977126319	-0.0203
"9637"	"ITGA8"	0.56802846034221	0.55489999022767	-0.0193
"9638"	"ITGA9"	0.546994892234114	0.532920743520863	-0.02
"9639"	"ITGAD"	0.536880696979088	0.521482296913028	-0.021
"9640"	"ITGAE"	0.526473994608959	0.504490663375606	-0.0257
"9641"	"ITGAL"	0.716904869579514	0.706185279688796	-0.017
"9642"	"ITGAM"	0.707342192879644	0.697453764825091	-0.0164
"9643"	"ITGAV"	0.604379076277161	0.592043889109847	-0.0186
"9644"	"ITGAX"	0.675269866830785	0.664575300004698	-0.0171
"9645"	"ITGB1"	0.839028371085068	0.832113739337773	-0.0138
"9646"	"ITGB1BP1"	0.524948836795989	0.541505800701295	0.0016
"9647"	"ITGB1BP2"	0.49421260817011	0.486719278398211	-0.0155
"9648"	"ITGB2"	0.800524822474053	0.79274312349273	-0.0146
"9649"	"ITGB3"	0.740974397415585	0.730721454329961	-0.0166
"9650"	"ITGB3BP"	0.646093137143052	0.63564026917025	-0.0171
"9651"	"ITGB4"	0.620906583207274	0.608546514897867	-0.0185
"9652"	"ITGB5"	0.610328303881547	0.596798264061503	-0.0194
"9653"	"ITGB6"	0.57818940479481	0.5646917527494	-0.0195
"9654"	"ITGB7"	0.583149508497215	0.570120287389466	-0.0191
"9655"	"ITGB8"	0.580280659100671	0.5670200210437	-0.0193
"9656"	"ITGBL1"	0.559757204245771	0.546222946148434	-0.0196
"9657"	"ITIH1"	0.515391225896129	0.475342875447338	-0.0385
"9658"	"ITIH2"	0.559230654868153	0.564401850662118	-0.0063
"9659"	"ITIH3"	0.577264722334562	0.558764731665034	-0.023
"9660"	"ITIH4"	0.537293999152755	0.52789202507266	-0.0167
