"name"	"mIDH2_R"	"mIDH1_R"	"distance"
"1"	"(10Z)-heptadecenoic"	0.566972768383504	0.584806296540492	-0.00269091645566542
"2"	"(11Z,14Z)-eicosadienoic"	0.57161835549612	0.584377650864553	0.00213567337474132
"3"	"(11Z,14Z,17Z)-eicosatrienoic"	0.572059546849821	0.583956305107699	0.00297469183646028
"4"	"(13Z)-eicosenoic"	0.572326978005363	0.58788971805435	-0.000705545944442033
"5"	"(13Z)-octadecenoic"	0.573661395358171	0.586928035806007	0.00151941968534066
"6"	"(13Z,16Z)-docosadienoic"	0.572432002349117	0.584476972130221	0.00280662577614501
"7"	"(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic"	0	0	0.0453663078991993
"8"	"(1R,2S)-naphthalene"	0.666199475345245	0.678097626755046	-0.00204503157327705
"9"	"(1S,2R)-naphthalene"	0	0	0.0453663078991993
"10"	"(3E,5Z,8Z)-Tetradecatrienoyl"	0.59487429980925	0.5978061221981	0.0107234384972458
"11"	"(3S)-3-Hydroxy-Cis-8-Tetradecenoyl"	0.597763124515831	0.601439165322969	0.00982522509865227
"12"	"(5-L-glutamyl)-L-amino"	0.583176910388211	0.591345146726129	0.00611057891248614
"13"	"(6Z,9Z)-octadecadienoic"	0.58162049595028	0.596432519547368	-0.000450240345832055
"14"	"(7Z)-octadecenoic"	0.616316568656089	0.629868708900971	-0.00103990536560437
"15"	"(7Z)-tetradecenoic"	0.567505935864374	0.585159983056369	-0.0025398571237075
"16"	"(8Z,11Z,14Z)-Eicosatrienoic"	0.554005140663237	0.558544643849442	0.0112943756490617
"17"	"(9E)-tetradecenoic"	0.581619694250198	0.596436215687556	-0.000454695449763821
"18"	"(Glc)3"	0	0	0.0453663078991993
"19"	"(S)-3-Hydroxyisobutyryl"	0	0	0.0453663078991993
"20"	"(S)-3-Hydroxyoctadecanoyl"	0.556581515597408	0.566508942221653	0.00576911303417906
"21"	"(Z,Z,Z)-7,10,13-Hexadecatrienoic"	0.588830165892978	0.59630447983008	0.00650314243606289
"22"	"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0453663078991993
"23"	"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0453663078991993
"24"	"(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0453663078991993
"25"	"(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0453663078991993
"26"	"(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0453663078991993
"27"	"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0453663078991993
"28"	"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine,"	0	0	0.0453663078991993
"29"	"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine"	0	0	0.0453663078991993
"30"	"1,1-dichloroethylene"	0	0	0.0453663078991993
"31"	"1,2-Diacyl-Sn-Glycerol"	0.554005140663237	0.558544643849442	0.0112943756490617
"32"	"1,2-diacylglycerol-LD-PC"	0.586394228469963	0.59612635728368	0.00437518041435694
"33"	"1,2-diacylglycerol-LD-PE"	0	0	0.0453663078991993
"34"	"1,2-diacylglycerol-LD-PI"	0.480514503229189	0.488059904749894	0.0122060529426257
"35"	"1,2-diacylglycerol-LD-PS"	0	0	0.0453663078991993
"36"	"1,2-diacylglycerol-LD-SM"	0	0	0.0453663078991993
"37"	"1,2-diacylglycerol-LD-TAG"	0.57303486405885	0.586405781823054	0.00144854096006133
"38"	"1,2-diacylglycerol-VLDL"	0.57473223539065	0.581231523190836	0.00822968891448641
"39"	"1,2-diacylglycerol-bile-PC"	0	0	0.0453663078991993
"40"	"1,2-diacylglycerol-chylomicron"	0.574908704966364	0.58532760888748	0.00430066570534817
"41"	"1-Acyl"	0.554005140663237	0.558544643849442	0.0112943756490617
"42"	"1-Acylglycerone"	0	0	0.0453663078991993
