nodeID nodeLabel DNA_methylation_logFC DNA_methylation_P.Value GRN_size GRN_nes GRN_pval GRN_pval.fdr fPPI_IDH2_vs_IDH1_diff fPPI_IDH2_vs_IDH1_p.val Metabolism_pvalue Metabolism_mean.diff
6256 frag_328555 0.133676684997876 0.0111113716879132 0 0 1 NA NA NA NA NA
6257 frag_328560 0 1 0 0 1 NA NA NA NA NA
6258 frag_328594 0 1 0 0 1 NA NA NA NA NA
6259 frag_328595 0 1 0 0 1 NA NA NA NA NA
6260 frag_328597 0 1 0 0 1 NA NA NA NA NA
6261 frag_328599 0 1 0 0 1 NA NA NA NA NA
6262 frag_3286 -0.124939040081444 0.0198332890701501 0 0 1 NA NA NA NA NA
6263 frag_328600 0 1 0 0 1 NA NA NA NA NA
6264 frag_328601 0 1 0 0 1 NA NA NA NA NA
6265 frag_328618 0 1 0 0 1 NA NA NA NA NA
6266 frag_328652 0 1 0 0 1 NA NA NA NA NA
6267 frag_328685 0.115835788582199 0.0222119359866183 0 0 1 NA NA NA NA NA
6268 frag_328807 0 1 0 0 1 NA NA NA NA NA
6269 frag_328938 0 1 0 0 1 NA NA NA NA NA
6270 frag_328946 0 1 0 0 1 NA NA NA NA NA
6271 frag_328955 0.12411460111423 0.00718444580212813 0 0 1 NA NA NA NA NA
6272 frag_329234 0 1 0 0 1 NA NA NA NA NA
6273 frag_329235 0 1 0 0 1 NA NA NA NA NA
6274 frag_329236 0 1 0 0 1 NA NA NA NA NA
6275 frag_329238 0 1 0 0 1 NA NA NA NA NA
6276 frag_329239 0 1 0 0 1 NA NA NA NA NA
6277 frag_329240 0 1 0 0 1 NA NA NA NA NA
6278 frag_329247 0 1 0 0 1 NA NA NA NA NA
6279 frag_329248 0 1 0 0 1 NA NA NA NA NA
6280 frag_329249 0 1 0 0 1 NA NA NA NA NA
6281 frag_329250 0 1 0 0 1 NA NA NA NA NA
6282 frag_329251 0 1 0 0 1 NA NA NA NA NA
6283 frag_329253 0 1 0 0 1 NA NA NA NA NA
6284 frag_329254 0 1 0 0 1 NA NA NA NA NA
6285 frag_329255 0 1 0 0 1 NA NA NA NA NA
6286 frag_329270 0 1 0 0 1 NA NA NA NA NA
6287 frag_329271 0 1 0 0 1 NA NA NA NA NA
6288 frag_329282 0 1 0 0 1 NA NA NA NA NA
6289 frag_329283 0 1 0 0 1 NA NA NA NA NA
6290 frag_329285 0 1 0 0 1 NA NA NA NA NA
6291 frag_329286 0 1 0 0 1 NA NA NA NA NA
6292 frag_329288 0 1 0 0 1 NA NA NA NA NA
6293 frag_329290 0 1 0 0 1 NA NA NA NA NA
6294 frag_329294 0 1 0 0 1 NA NA NA NA NA
6295 frag_329299 0 1 0 0 1 NA NA NA NA NA
6296 frag_329333 0 1 0 0 1 NA NA NA NA NA
6297 frag_329359 0 1 0 0 1 NA NA NA NA NA
6298 frag_329362 0 1 0 0 1 NA NA NA NA NA
6299 frag_329390 0 1 0 0 1 NA NA NA NA NA
6300 frag_329440 0 1 0 0 1 NA NA NA NA NA
6301 frag_329441 0.116187431766337 0.0212891235002219 0 0 1 NA NA NA NA NA
6302 frag_329490 0 1 0 0 1 NA NA NA NA NA
6303 frag_329493 0 1 0 0 1 NA NA NA NA NA
6304 frag_329494 0 1 0 0 1 NA NA NA NA NA
6305 frag_329574 0 1 0 0 1 NA NA NA NA NA
6306 frag_329603 -0.117302229714371 0.0268430165795682 0 0 1 NA NA NA NA NA
6307 frag_3297 0 1 0 0 1 NA NA NA NA NA
6308 frag_329741 0.130551319172718 0.00341568446237042 0 0 1 NA NA NA NA NA
6309 frag_330386 0 1 0 0 1 NA NA NA NA NA
6310 frag_330424 0 1 0 0 1 NA NA NA NA NA
6311 frag_330425 0 1 0 0 1 NA NA NA NA NA
6312 frag_330481 0.163922470469343 0.0143388801939774 0 0 1 NA NA NA NA NA
6313 frag_330499 -0.192220998917462 0.0118950331475173 0 0 1 NA NA NA NA NA
6314 frag_330534 0 1 0 0 1 NA NA NA NA NA
6315 frag_330548 0 1 0 0 1 NA NA NA NA NA
6316 frag_330552 0 1 0 0 1 NA NA NA NA NA
6317 frag_330557 0 1 0 0 1 NA NA NA NA NA
6318 frag_330586 0.108780194754364 0.0331163630785058 0 0 1 NA NA NA NA NA
6319 frag_330593 0.111699403736757 0.0152437442044642 0 0 1 NA NA NA NA NA
6320 frag_330761 -0.11643284399977 0.00817280952359369 0 0 1 NA NA NA NA NA
6321 frag_330945 0 1 0 0 1 NA NA NA NA NA
6322 frag_330958 0 1 0 0 1 NA NA NA NA NA
6323 frag_331047 0 1 0 0 1 NA NA NA NA NA
6324 frag_331127 0 1 0 0 1 NA NA NA NA NA
6325 frag_331132 0 1 0 0 1 NA NA NA NA NA
6326 frag_331149 0 1 0 0 1 NA NA NA NA NA
6327 frag_331152 0 1 0 0 1 NA NA NA NA NA
6328 frag_331163 0 1 0 0 1 NA NA NA NA NA
6329 frag_331177 0 1 0 0 1 NA NA NA NA NA
6330 frag_331184 0 1 0 0 1 NA NA NA NA NA
6331 frag_331207 0 1 0 0 1 NA NA NA NA NA
6332 frag_331208 0 1 0 0 1 NA NA NA NA NA
6333 frag_331227 0 1 0 0 1 NA NA NA NA NA
6334 frag_331228 0 1 0 0 1 NA NA NA NA NA
6335 frag_331229 0 1 0 0 1 NA NA NA NA NA
6336 frag_331242 0 1 0 0 1 NA NA NA NA NA
6337 frag_331252 0 1 0 0 1 NA NA NA NA NA
6338 frag_331253 0 1 0 0 1 NA NA NA NA NA
6339 frag_331255 0 1 0 0 1 NA NA NA NA NA
6340 frag_331256 0 1 0 0 1 NA NA NA NA NA
6341 frag_331257 0 1 0 0 1 NA NA NA NA NA
6342 frag_331262 0 1 0 0 1 NA NA NA NA NA
6343 frag_331263 0 1 0 0 1 NA NA NA NA NA
6344 frag_331264 0 1 0 0 1 NA NA NA NA NA
6345 frag_331265 0 1 0 0 1 NA NA NA NA NA
6346 frag_331267 0 1 0 0 1 NA NA NA NA NA
6347 frag_331272 0 1 0 0 1 NA NA NA NA NA
6348 frag_331273 0 1 0 0 1 NA NA NA NA NA
6349 frag_331286 0.156459857415492 0.0148010183964892 0 0 1 NA NA NA NA NA
6350 frag_331347 0 1 0 0 1 NA NA NA NA NA
6351 frag_331348 0 1 0 0 1 NA NA NA NA NA
6352 frag_331349 0 1 0 0 1 NA NA NA NA NA
6353 frag_331355 0 1 0 0 1 NA NA NA NA NA
6354 frag_331368 -0.110265192790104 0.0239990738079125 0 0 1 NA NA NA NA NA
6355 frag_331527 -0.112960972738493 0.00604603503624821 0 0 1 NA NA NA NA NA
6356 frag_331545 0 1 0 0 1 NA NA NA NA NA
6357 frag_331552 0 1 0 0 1 NA NA NA NA NA
6358 frag_331565 0 1 0 0 1 NA NA NA NA NA
6359 frag_331708 0 1 0 0 1 NA NA NA NA NA
6360 frag_331731 0 1 0 0 1 NA NA NA NA NA
6361 frag_331732 0 1 0 0 1 NA NA NA NA NA
6362 frag_331794 0.127373103057666 0.0100883796711134 0 0 1 NA NA NA NA NA
6363 frag_33183 0 1 0 0 1 NA NA NA NA NA
6364 frag_331856 0 1 0 0 1 NA NA NA NA NA
6365 frag_331887 0.126390115626768 0.0185360408024512 0 0 1 NA NA NA NA NA
6366 frag_331893 0 1 0 0 1 NA NA NA NA NA
6367 frag_331899 0.131615857759822 0.0226443028359315 0 0 1 NA NA NA NA NA
6368 frag_331900 0 1 0 0 1 NA NA NA NA NA
6369 frag_331907 0 1 0 0 1 NA NA NA NA NA
6370 frag_332169 0 1 0 0 1 NA NA NA NA NA
6371 frag_332170 0 1 0 0 1 NA NA NA NA NA
6372 frag_332173 0.123418498142262 0.0395509882919903 0 0 1 NA NA NA NA NA
6373 frag_332174 0 1 0 0 1 NA NA NA NA NA
6374 frag_332389 0.122311106189569 0.0170300644123922 0 0 1 NA NA NA NA NA
6375 frag_332394 -0.150870566564476 0.00378792230206573 0 0 1 NA NA NA NA NA
6376 frag_332395 0.118713378998034 0.0216588551227436 0 0 1 NA NA NA NA NA
6377 frag_332415 0 1 0 0 1 NA NA NA NA NA
6378 frag_332419 0 1 0 0 1 NA NA NA NA NA
6379 frag_332420 0 1 0 0 1 NA NA NA NA NA
6380 frag_332421 0 1 0 0 1 NA NA NA NA NA
6381 frag_332422 0 1 0 0 1 NA NA NA NA NA
6382 frag_332423 0 1 0 0 1 NA NA NA NA NA
6383 frag_332424 0 1 0 0 1 NA NA NA NA NA
6384 frag_332882 0 1 0 0 1 NA NA NA NA NA
6385 frag_332891 0 1 0 0 1 NA NA NA NA NA
6386 frag_334616 0 1 0 0 1 NA NA NA NA NA
6387 frag_334658 0.123618581361893 0.0106400348799861 0 0 1 NA NA NA NA NA
6388 frag_334668 0.117614219954311 0.0223876635801526 0 0 1 NA NA NA NA NA
6389 frag_334770 0 1 0 0 1 NA NA NA NA NA
6390 frag_3348 0 1 0 0 1 NA NA NA NA NA
6391 frag_334961 0 1 0 0 1 NA NA NA NA NA
6392 frag_334989 0.148333179001509 0.0330534993716457 0 0 1 NA NA NA NA NA
6393 frag_3350 0 1 0 0 1 NA NA NA NA NA
6394 frag_335070 0 1 0 0 1 NA NA NA NA NA
6395 frag_335071 0 1 0 0 1 NA NA NA NA NA
6396 frag_335072 0 1 0 0 1 NA NA NA NA NA
6397 frag_335073 0 1 0 0 1 NA NA NA NA NA
6398 frag_335074 0 1 0 0 1 NA NA NA NA NA
6399 frag_335075 0 1 0 0 1 NA NA NA NA NA
6400 frag_335077 0 1 0 0 1 NA NA NA NA NA
6401 frag_335080 0 1 0 0 1 NA NA NA NA NA
6402 frag_335097 0 1 0 0 1 NA NA NA NA NA
6403 frag_3351 0 1 0 0 1 NA NA NA NA NA
6404 frag_335138 0 1 0 0 1 NA NA NA NA NA
6405 frag_335147 0 1 0 0 1 NA NA NA NA NA
6406 frag_335148 0 1 0 0 1 NA NA NA NA NA
6407 frag_335151 0 1 0 0 1 NA NA NA NA NA
6408 frag_335152 0 1 0 0 1 NA NA NA NA NA
6409 frag_335153 0 1 0 0 1 NA NA NA NA NA
6410 frag_335155 0 1 0 0 1 NA NA NA NA NA
6411 frag_335168 0 1 0 0 1 NA NA NA NA NA
6412 frag_335185 0 1 0 0 1 NA NA NA NA NA
6413 frag_335247 0.129076014021053 0.0026543652961368 0 0 1 NA NA NA NA NA
6414 frag_335262 0.184786113300435 0.00269888480172211 0 0 1 NA NA NA NA NA
6415 frag_3353 0 1 0 0 1 NA NA NA NA NA
6416 frag_335524 0 1 0 0 1 NA NA NA NA NA
6417 frag_3356 0 1 0 0 1 NA NA NA NA NA
6418 frag_335672 0 1 0 0 1 NA NA NA NA NA
6419 frag_3360 0 1 0 0 1 NA NA NA NA NA
6420 frag_336113 -0.114865653219081 0.0146800900954543 0 0 1 NA NA NA NA NA
6421 frag_3363 0 1 0 0 1 NA NA NA NA NA
6422 frag_336424 0 1 0 0 1 NA NA NA NA NA
6423 frag_3365 0 1 0 0 1 NA NA NA NA NA
6424 frag_3366 0 1 0 0 1 NA NA NA NA NA
6425 frag_336725 0.114135119600961 0.040408986429571 0 0 1 NA NA NA NA NA
6426 frag_336735 0.156698673662376 0.00134174699747087 0 0 1 NA NA NA NA NA
6427 frag_336737 0.161462712835476 0.00782125908780621 0 0 1 NA NA NA NA NA
6428 frag_3368 0 1 0 0 1 NA NA NA NA NA
6429 frag_3369 0 1 0 0 1 NA NA NA NA NA
6430 frag_337327 0.12318558800947 0.0212084942204424 0 0 1 NA NA NA NA NA
6431 frag_3377 0 1 0 0 1 NA NA NA NA NA
6432 frag_337811 0 1 0 0 1 NA NA NA NA NA
6433 frag_337852 0 1 0 0 1 NA NA NA NA NA
6434 frag_337868 -0.125597706501304 0.00165537409944395 0 0 1 NA NA NA NA NA
6435 frag_337927 0.13285266659212 0.0106348615982857 0 0 1 NA NA NA NA NA
6436 frag_337964 0.119208121210849 0.0103575728710151 0 0 1 NA NA NA NA NA
6437 frag_3380 0 1 0 0 1 NA NA NA NA NA
6438 frag_338083 0.160428845626358 0.00100540373966702 0 0 1 NA NA NA NA NA
6439 frag_3381 0 1 0 0 1 NA NA NA NA NA
6440 frag_3383 0 1 0 0 1 NA NA NA NA NA
6441 frag_3389 -0.125316028974772 0.0272532064803064 0 0 1 NA NA NA NA NA
6442 frag_339221 0 1 0 0 1 NA NA NA NA NA
6443 frag_339223 0 1 0 0 1 NA NA NA NA NA
6444 frag_339224 0 1 0 0 1 NA NA NA NA NA
6445 frag_339225 0 1 0 0 1 NA NA NA NA NA
6446 frag_339228 0 1 0 0 1 NA NA NA NA NA
6447 frag_339230 0 1 0 0 1 NA NA NA NA NA
6448 frag_339267 -0.112970148255962 0.0123879920153665 0 0 1 NA NA NA NA NA
6449 frag_33967 0 1 0 0 1 NA NA NA NA NA
6450 frag_33968 0 1 0 0 1 NA NA NA NA NA
6451 frag_3397 0 1 0 0 1 NA NA NA NA NA
6452 frag_340567 0 1 0 0 1 NA NA NA NA NA
6453 frag_340583 0 1 0 0 1 NA NA NA NA NA
6454 frag_340591 0 1 0 0 1 NA NA NA NA NA
6455 frag_340639 0 1 0 0 1 NA NA NA NA NA
6456 frag_340642 0.22001110129954 0.010078655576983 0 0 1 NA NA NA NA NA
6457 frag_340865 0 1 0 0 1 NA NA NA NA NA
6458 frag_340882 0 1 0 0 1 NA NA NA NA NA
6459 frag_3409 -0.131352702145521 0.0190946448785906 0 0 1 NA NA NA NA NA
6460 frag_341108 0 1 0 0 1 NA NA NA NA NA
6461 frag_341118 0 1 0 0 1 NA NA NA NA NA
6462 frag_341183 0.123312090272228 0.0282845346251355 0 0 1 NA NA NA NA NA
6463 frag_341198 0 1 0 0 1 NA NA NA NA NA
6464 frag_3412 0 1 0 0 1 NA NA NA NA NA
6465 frag_341202 0 1 0 0 1 NA NA NA NA NA
6466 frag_341205 0 1 0 0 1 NA NA NA NA NA
6467 frag_341211 0 1 0 0 1 NA NA NA NA NA
6468 frag_341217 0 1 0 0 1 NA NA NA NA NA
6469 frag_341219 0 1 0 0 1 NA NA NA NA NA
6470 frag_341222 0 1 0 0 1 NA NA NA NA NA
6471 frag_341223 0 1 0 0 1 NA NA NA NA NA
6472 frag_341224 0 1 0 0 1 NA NA NA NA NA
6473 frag_341225 0 1 0 0 1 NA NA NA NA NA
6474 frag_341226 0 1 0 0 1 NA NA NA NA NA
6475 frag_341227 0 1 0 0 1 NA NA NA NA NA
6476 frag_341228 0 1 0 0 1 NA NA NA NA NA
6477 frag_341229 0 1 0 0 1 NA NA NA NA NA
6478 frag_341244 0 1 0 0 1 NA NA NA NA NA
6479 frag_341245 0 1 0 0 1 NA NA NA NA NA
6480 frag_341246 0 1 0 0 1 NA NA NA NA NA
6481 frag_341247 0 1 0 0 1 NA NA NA NA NA
6482 frag_341254 0 1 0 0 1 NA NA NA NA NA
6483 frag_341257 0 1 0 0 1 NA NA NA NA NA
6484 frag_341287 0 1 0 0 1 NA NA NA NA NA
6485 frag_341292 0 1 0 0 1 NA NA NA NA NA
6486 frag_341293 0 1 0 0 1 NA NA NA NA NA
6487 frag_341294 0 1 0 0 1 NA NA NA NA NA
6488 frag_341295 0 1 0 0 1 NA NA NA NA NA
6489 frag_341296 0 1 0 0 1 NA NA NA NA NA
6490 frag_341297 0 1 0 0 1 NA NA NA NA NA
6491 frag_341298 0 1 0 0 1 NA NA NA NA NA
6492 frag_341352 0.110768020317683 0.0102373383210729 0 0 1 NA NA NA NA NA
6493 frag_341356 0 1 0 0 1 NA NA NA NA NA
6494 frag_341488 0 1 0 0 1 NA NA NA NA NA
6495 frag_341491 0 1 0 0 1 NA NA NA NA NA
6496 frag_341492 0 1 0 0 1 NA NA NA NA NA
6497 frag_341500 0 1 0 0 1 NA NA NA NA NA
6498 frag_341509 -0.141913345606477 0.0233220108416671 0 0 1 NA NA NA NA NA
6499 frag_341554 0 1 0 0 1 NA NA NA NA NA
6500 frag_342389 0 1 0 0 1 NA NA NA NA NA
6501 frag_342432 0.12610642324546 0.00944284095030051 0 0 1 NA NA NA NA NA
6502 frag_342451 -0.11241200873603 0.0387877519828897 0 0 1 NA NA NA NA NA
6503 frag_343164 0 1 0 0 1 NA NA NA NA NA
6504 frag_343165 0 1 0 0 1 NA NA NA NA NA
6505 frag_343192 0 1 0 0 1 NA NA NA NA NA
6506 frag_343193 0 1 0 0 1 NA NA NA NA NA
6507 frag_343194 0 1 0 0 1 NA NA NA NA NA
6508 frag_343195 0 1 0 0 1 NA NA NA NA NA
6509 frag_343197 0 1 0 0 1 NA NA NA NA NA
6510 frag_343198 0 1 0 0 1 NA NA NA NA NA
6511 frag_343199 0 1 0 0 1 NA NA NA NA NA
6512 frag_343200 0 1 0 0 1 NA NA NA NA NA
6513 frag_343201 0 1 0 0 1 NA NA NA NA NA
6514 frag_343202 0 1 0 0 1 NA NA NA NA NA
6515 frag_343203 0 1 0 0 1 NA NA NA NA NA
6516 frag_343205 0 1 0 0 1 NA NA NA NA NA
6517 frag_343208 0 1 0 0 1 NA NA NA NA NA
6518 frag_343211 0 1 0 0 1 NA NA NA NA NA
6519 frag_343212 0 1 0 0 1 NA NA NA NA NA
6520 frag_343213 0 1 0 0 1 NA NA NA NA NA
6521 frag_343215 0.13406827936386 0.0073605362299081 0 0 1 NA NA NA NA NA
6522 frag_343229 0 1 0 0 1 NA NA NA NA NA
6523 frag_343230 0 1 0 0 1 NA NA NA NA NA
6524 frag_343232 0 1 0 0 1 NA NA NA NA NA
6525 frag_343234 0 1 0 0 1 NA NA NA NA NA
6526 frag_343235 0 1 0 0 1 NA NA NA NA NA
6527 frag_343236 0 1 0 0 1 NA NA NA NA NA
6528 frag_343237 0 1 0 0 1 NA NA NA NA NA
6529 frag_343238 0 1 0 0 1 NA NA NA NA NA
6530 frag_343240 0 1 0 0 1 NA NA NA NA NA
6531 frag_343241 0 1 0 0 1 NA NA NA NA NA
6532 frag_343242 0 1 0 0 1 NA NA NA NA NA
6533 frag_343476 0.133598460020448 0.0226518010745488 0 0 1 NA NA NA NA NA
6534 frag_343498 0.13263329348318 0.039480197814215 0 0 1 NA NA NA NA NA
6535 frag_3439 0 1 0 0 1 NA NA NA NA NA
6536 frag_344460 -0.118485681738883 0.0167277457221509 0 0 1 NA NA NA NA NA
6537 frag_344473 -0.133223404649294 0.0196840066134282 0 0 1 NA NA NA NA NA
6538 frag_344484 0.200483232332742 0.0101786041920678 0 0 1 NA NA NA NA NA
6539 frag_344501 0 1 0 0 1 NA NA NA NA NA
6540 frag_344502 0 1 0 0 1 NA NA NA NA NA
6541 frag_3454 0 1 0 0 1 NA NA NA NA NA
6542 frag_34540 0 1 0 0 1 NA NA NA NA NA
6543 frag_3455 0 1 0 0 1 NA NA NA NA NA
6544 frag_345578 0.162267501595784 0.0096023967623374 0 0 1 NA NA NA NA NA
6545 frag_345607 0 1 0 0 1 NA NA NA NA NA
6546 frag_345612 0 1 0 0 1 NA NA NA NA NA
6547 frag_345646 0 1 0 0 1 NA NA NA NA NA
6548 frag_345677 0.110911115375209 0.0160794524868906 0 0 1 NA NA NA NA NA
6549 frag_346835 0.13143455767651 0.0237980114583313 0 0 1 NA NA NA NA NA
6550 frag_346838 0 1 0 0 1 NA NA NA NA NA
6551 frag_3473 0 1 0 0 1 NA NA NA NA NA
6552 frag_3476 0 1 0 0 1 NA NA NA NA NA
6553 frag_3482 0 1 0 0 1 NA NA NA NA NA
6554 frag_3484 0 1 0 0 1 NA NA NA NA NA
6555 frag_349066 0.137151792040412 0.022534807348186 0 0 1 NA NA NA NA NA
6556 frag_349133 0.121331855475576 0.0352148833898145 0 0 1 NA NA NA NA NA
6557 frag_349172 0 1 0 0 1 NA NA NA NA NA
6558 frag_349311 0 1 0 0 1 NA NA NA NA NA
6559 frag_350027 -0.111505590303861 0.0265580121297598 0 0 1 NA NA NA NA NA
6560 frag_350062 0 1 0 0 1 NA NA NA NA NA
6561 frag_350067 0 1 0 0 1 NA NA NA NA NA
6562 frag_350070 0 1 0 0 1 NA NA NA NA NA
6563 frag_350076 0 1 0 0 1 NA NA NA NA NA
6564 frag_350077 0 1 0 0 1 NA NA NA NA NA
6565 frag_350080 0 1 0 0 1 NA NA NA NA NA
6566 frag_350082 0 1 0 0 1 NA NA NA NA NA
6567 frag_350083 0 1 0 0 1 NA NA NA NA NA
6568 frag_350085 0 1 0 0 1 NA NA NA NA NA
6569 frag_350086 0 1 0 0 1 NA NA NA NA NA
6570 frag_350087 0 1 0 0 1 NA NA NA NA NA
6571 frag_350088 0 1 0 0 1 NA NA NA NA NA
6572 frag_350090 0 1 0 0 1 NA NA NA NA NA
6573 frag_350091 0 1 0 0 1 NA NA NA NA NA
6574 frag_350092 0 1 0 0 1 NA NA NA NA NA
6575 frag_350093 0 1 0 0 1 NA NA NA NA NA
6576 frag_350094 0 1 0 0 1 NA NA NA NA NA
6577 frag_350095 0 1 0 0 1 NA NA NA NA NA
6578 frag_350096 0 1 0 0 1 NA NA NA NA NA
6579 frag_350100 0 1 0 0 1 NA NA NA NA NA
6580 frag_350109 0 1 0 0 1 NA NA NA NA NA
6581 frag_350110 0 1 0 0 1 NA NA NA NA NA
6582 frag_350113 0 1 0 0 1 NA NA NA NA NA
6583 frag_350114 0 1 0 0 1 NA NA NA NA NA
6584 frag_350115 0 1 0 0 1 NA NA NA NA NA
6585 frag_350116 0 1 0 0 1 NA NA NA NA NA
6586 frag_350128 0 1 0 0 1 NA NA NA NA NA
6587 frag_350136 0 1 0 0 1 NA NA NA NA NA
6588 frag_350137 0 1 0 0 1 NA NA NA NA NA
6589 frag_350996 0 1 0 0 1 NA NA NA NA NA
6590 frag_3510 0 1 0 0 1 NA NA NA NA NA
6591 frag_351021 0.1101556279781 0.0301081723914897 0 0 1 NA NA NA NA NA
6592 frag_351352 -0.124910965115986 0.0423848027855857 0 0 1 NA NA NA NA NA
6593 frag_351681 0 1 0 0 1 NA NA NA NA NA
6594 frag_351686 -0.129353414080558 0.0296721988597278 0 0 1 NA NA NA NA NA
6595 frag_351940 0.109793542424127 0.0184031073296163 0 0 1 NA NA NA NA NA
6596 frag_352322 0 1 0 0 1 NA NA NA NA NA
6597 frag_352333 0 1 0 0 1 NA NA NA NA NA
6598 frag_352380 0 1 0 0 1 NA NA NA NA NA
6599 frag_352402 0.122581030320218 0.0464955066289297 0 0 1 NA NA NA NA NA
6600 frag_3525 0 1 0 0 1 NA NA NA NA NA
6601 frag_352500 0.160485871042392 0.00882103045785458 0 0 1 NA NA NA NA NA
6602 frag_352555 0 1 0 0 1 NA NA NA NA NA
6603 frag_352558 0 1 0 0 1 NA NA NA NA NA
6604 frag_352560 0 1 0 0 1 NA NA NA NA NA
6605 frag_352561 0 1 0 0 1 NA NA NA NA NA
6606 frag_352562 0 1 0 0 1 NA NA NA NA NA
6607 frag_352563 0 1 0 0 1 NA NA NA NA NA
6608 frag_352565 0 1 0 0 1 NA NA NA NA NA
6609 frag_352566 0 1 0 0 1 NA NA NA NA NA
6610 frag_352567 0 1 0 0 1 NA NA NA NA NA
6611 frag_352569 0 1 0 0 1 NA NA NA NA NA
6612 frag_352570 0 1 0 0 1 NA NA NA NA NA
6613 frag_352572 0 1 0 0 1 NA NA NA NA NA
6614 frag_352574 0 1 0 0 1 NA NA NA NA NA
6615 frag_352575 0 1 0 0 1 NA NA NA NA NA
6616 frag_352576 0 1 0 0 1 NA NA NA NA NA
6617 frag_352577 0 1 0 0 1 NA NA NA NA NA
6618 frag_352578 0 1 0 0 1 NA NA NA NA NA
6619 frag_352579 0 1 0 0 1 NA NA NA NA NA
6620 frag_352580 0 1 0 0 1 NA NA NA NA NA
6621 frag_352581 0 1 0 0 1 NA NA NA NA NA
6622 frag_352582 0 1 0 0 1 NA NA NA NA NA
6623 frag_352584 0 1 0 0 1 NA NA NA NA NA
6624 frag_352585 0 1 0 0 1 NA NA NA NA NA
6625 frag_352586 0 1 0 0 1 NA NA NA NA NA
6626 frag_352587 0 1 0 0 1 NA NA NA NA NA
6627 frag_352588 0 1 0 0 1 NA NA NA NA NA
6628 frag_352589 0 1 0 0 1 NA NA NA NA NA
6629 frag_352590 0 1 0 0 1 NA NA NA NA NA
6630 frag_352591 0 1 0 0 1 NA NA NA NA NA
6631 frag_352592 0 1 0 0 1 NA NA NA NA NA
6632 frag_352594 0 1 0 0 1 NA NA NA NA NA
6633 frag_352595 0 1 0 0 1 NA NA NA NA NA
6634 frag_352596 0 1 0 0 1 NA NA NA NA NA
6635 frag_352597 0 1 0 0 1 NA NA NA NA NA
6636 frag_352599 0 1 0 0 1 NA NA NA NA NA
6637 frag_3526 0.115172564628694 0.0313817380411151 0 0 1 NA NA NA NA NA
6638 frag_352600 0 1 0 0 1 NA NA NA NA NA
6639 frag_352602 0 1 0 0 1 NA NA NA NA NA
6640 frag_352610 0 1 0 0 1 NA NA NA NA NA
6641 frag_352632 0 1 0 0 1 NA NA NA NA NA
6642 frag_352694 -0.121002089956711 0.0387881555404272 0 0 1 NA NA NA NA NA
6643 frag_3528 0 1 0 0 1 NA NA NA NA NA
6644 frag_352832 0 1 0 0 1 NA NA NA NA NA
6645 frag_352833 0 1 0 0 1 NA NA NA NA NA
6646 frag_3529 0 1 0 0 1 NA NA NA NA NA
6647 frag_352949 0 1 0 0 1 NA NA NA NA NA
6648 frag_352953 0 1 0 0 1 NA NA NA NA NA
6649 frag_3531 0 1 0 0 1 NA NA NA NA NA
6650 frag_35342 0 1 0 0 1 NA NA NA NA NA
6651 frag_35358 0 1 0 0 1 NA NA NA NA NA
6652 frag_353865 0 1 0 0 1 NA NA NA NA NA
6653 frag_353866 0 1 0 0 1 NA NA NA NA NA
6654 frag_353929 0 1 0 0 1 NA NA NA NA NA
6655 frag_353930 0 1 0 0 1 NA NA NA NA NA
6656 frag_353932 0 1 0 0 1 NA NA NA NA NA
6657 frag_353935 0 1 0 0 1 NA NA NA NA NA
6658 frag_353936 0 1 0 0 1 NA NA NA NA NA
6659 frag_35395 0 1 0 0 1 NA NA NA NA NA
6660 frag_353961 0 1 0 0 1 NA NA NA NA NA
6661 frag_353963 0 1 0 0 1 NA NA NA NA NA
6662 frag_353964 0 1 0 0 1 NA NA NA NA NA
6663 frag_353965 0 1 0 0 1 NA NA NA NA NA
6664 frag_35404 0.124695063796323 0.0400739173578429 0 0 1 NA NA NA NA NA
6665 frag_35415 0 1 0 0 1 NA NA NA NA NA
6666 frag_35426 0 1 0 0 1 NA NA NA NA NA
6667 frag_35434 0 1 0 0 1 NA NA NA NA NA
6668 frag_35435 0 1 0 0 1 NA NA NA NA NA
6669 frag_35439 0 1 0 0 1 NA NA NA NA NA
6670 frag_35440 0 1 0 0 1 NA NA NA NA NA
6671 frag_35441 0 1 0 0 1 NA NA NA NA NA
6672 frag_35442 0 1 0 0 1 NA NA NA NA NA
6673 frag_354431 0 1 0 0 1 NA NA NA NA NA
6674 frag_35444 0.13745728813265 0.0257028112452921 0 0 1 NA NA NA NA NA
6675 frag_35451 0 1 0 0 1 NA NA NA NA NA
6676 frag_35453 0 1 0 0 1 NA NA NA NA NA
6677 frag_35454 0 1 0 0 1 NA NA NA NA NA
6678 frag_35456 0 1 0 0 1 NA NA NA NA NA
6679 frag_35459 0 1 0 0 1 NA NA NA NA NA
6680 frag_35463 0 1 0 0 1 NA NA NA NA NA
6681 frag_35466 0 1 0 0 1 NA NA NA NA NA
6682 frag_35467 0 1 0 0 1 NA NA NA NA NA
6683 frag_354672 0 1 0 0 1 NA NA NA NA NA
6684 frag_354673 0 1 0 0 1 NA NA NA NA NA
6685 frag_354675 0 1 0 0 1 NA NA NA NA NA
6686 frag_354676 0 1 0 0 1 NA NA NA NA NA
6687 frag_354677 0 1 0 0 1 NA NA NA NA NA
6688 frag_354678 0 1 0 0 1 NA NA NA NA NA
