node	agg	layer1	layer2	layer3	layer4
61478	2736	0	0	0	2736
61506	2016	0	0	0	2016
6072	1302	0	130	1201	0
9224	1075	0	81	1017	0
10577	1044	0	116	979	0
10835	1025	0	145	929	0
10837	980	0	82	913	0
7027	962	0	174	800	0
10278	956	0	54	915	0
6956	930	0	160	810	0
61483	899	0	0	0	899
10836	863	0	81	795	0
10280	813	0	87	743	0
10279	809	0	71	755	0
5954	799	0	137	680	0
6455	788	0	84	721	0
9808	786	0	98	701	0
8703	764	0	91	695	0
9809	757	0	68	701	0
6958	744	0	143	612	0
6570	742	0	154	608	0
6943	734	0	126	634	0
61523	729	0	0	0	729
61511	720	0	0	0	720
9230	719	0	139	606	0
10491	712	0	102	623	0
10184	710	0	162	575	0
10718	692	0	102	611	0
10325	682	0	107	595	0
9233	674	0	57	629	0
6957	669	0	172	527	0
10130	662	0	101	580	0
6324	658	0	156	518	0
9319	657	0	72	604	0
6840	618	0	69	558	0
6325	617	0	223	433	0
61509	614	0	0	0	614
10126	609	0	79	542	0
10117	605	0	62	552	0
65546	604	0	0	0	604
65544	599	0	0	0	599
7794	593	0	233	393	0
8998	593	0	88	523	0
6434	591	0	101	505	0
9217	575	0	132	462	0
10326	571	0	42	537	0
14784	563	0	21	544	0
6866	561	0	208	384	0
5901	558	0	142	446	0
61480	548	0	0	0	548
61481	548	0	0	0	548
12618	546	0	23	528	0
10862	545	0	131	427	0
6079	542	0	144	423	0
7797	538	0	107	445	0
6181	537	0	99	454	0
8746	536	0	57	487	0
7520	535	0	139	401	0
7796	529	0	99	441	0
10131	527	0	153	405	0
10147	523	0	128	430	0
10711	523	0	175	379	0
9443	522	0	121	429	0
6542	518	0	96	433	0
7720	517	0	402	149	0
11513	515	0	104	433	0
7895	514	0	539	4	0
14437	512	0	0	512	0
61484	512	0	0	0	512
9214	510	0	131	410	0
7744	509	0	497	63	0
10127	509	0	127	406	0
8054	508	0	487	54	0
7793	503	0	102	406	0
5788	502	0	69	448	0
10860	502	0	90	430	0
6042	500	0	108	409	0
