""	"x"
"1"	"COL16A1"
"2"	"GJA9"
"3"	"MYCBP"
"4"	"TACSTD2"
"5"	"SGIP1"
"6"	"GFI1"
"7"	"HENMT1"
"8"	"FASLG"
"9"	"TNR"
"10"	"PDC"
"11"	"LAX1"
"12"	"PM20D1"
"13"	"G0S2"
"14"	"RP1-28O10.1"
"15"	"RP11-322F10.2"
"16"	"PROSER2-AS1"
"17"	"OR52A4"
"18"	"OR51B4"
"19"	"OR51B5"
"20"	"TRIM6"
"21"	"TRIM6-TRIM34"
"22"	"KCNE3"
"23"	"MIR3166"
"24"	"RAB38"
"25"	"IL18"
"26"	"CD3D"
"27"	"CD3G"
"28"	"CLEC9A"
"29"	"RP11-133L14.5"
"30"	"RACGAP1"
"31"	"DGKA"
"32"	"PABPC3"
"33"	"C13orf45"
"34"	"RP11-829H16.3"
"35"	"GPR135"
"36"	"RDH12"
"37"	"CEP128"
"38"	"GP1BA"
"39"	"ALOX12"
"40"	"RP11-589P10.5"
"41"	"CHRNB1"
"42"	"RP11-1094M14.7"
"43"	"SLFN13"
"44"	"CCL14"
"45"	"CCL15-CCL14"
"46"	"CCL15"
"47"	"RP11-104J23.1"
"48"	"CCL18"
"49"	"RARA"
"50"	"RNU7-101P"
"51"	"ABCA10"
"52"	"ABCA5"
"53"	"SLC25A52"
"54"	"BTBD2"
"55"	"MIR216A"
"56"	"PAX8-AS1"
"57"	"PAX8"
"58"	"RP11-65I12.1"
"59"	"FIGN"
"60"	"CD28"
"61"	"AC007557.2"
"62"	"AC007557.3"
"63"	"AC007563.5"
"64"	"TNP1"
"65"	"SLC52A3"
"66"	"IGLL1"
"67"	"KB-208E9.1"
"68"	"NFAM1"
"69"	"RP11-362A9.3"
"70"	"SCHIP1"
"71"	"IGF2BP2"
"72"	"CYTL1"
"73"	"TXK"
"74"	"HOPX"
"75"	"GRIA2"
"76"	"RNU6-582P"
"77"	"RP11-392C20.1"
"78"	"CTD-2201I18.1"
"79"	"THBS4"
"80"	"CTD-2363C16.1"
"81"	"RANBP17"
"82"	"RNU6-190P"
"83"	"NHLRC1"
"84"	"SLC26A8"
"85"	"GLYATL3"
"86"	"PGK2"
"87"	"SMIM11P1"
"88"	"AC005550.4"
"89"	"AC005550.5"
"90"	"MEOX2"
"91"	"HOTAIRM1"
"92"	"HOXA2"
"93"	"HOXA3"
"94"	"HOXA5"
"95"	"HOXA6"
"96"	"HOXA-AS3"
"97"	"RP1-170O19.22"
"98"	"RP1-170O19.23"
"99"	"RP4-778K6.3"
"100"	"RWDD4P1"
"101"	"RNU6-650P"
"102"	"ANGPT2"
"103"	"RP11-62H7.2"
"104"	"SNORA70"
"105"	"SLC7A2"
"106"	"COPS5"
"107"	"CSPP1"
"108"	"FAM83A"
"109"	"RP11-539E17.5"
"110"	"U3"
"111"	"OR1J4"
