""	"x"
"126"	"MPZL2"
"127"	"FLI1"
"128"	"RP11-744N12.3"
"129"	"ST14"
"130"	"LRTM2"
"131"	"DYRK4"
"132"	"VWF"
"133"	"PLEKHG6"
"134"	"ACRBP"
"135"	"ING4"
"136"	"ABCC9"
"137"	"CNTN1"
"138"	"PDZRN4"
"139"	"SLC38A4"
"140"	"RP11-386G11.3"
"141"	"RN7SL519P"
"142"	"TMPRSS12"
"143"	"ANKRD33"
"144"	"GLS2"
"145"	"RASSF9"
"146"	"SLC17A8"
"147"	"C12orf42"
"148"	"RP11-626I20.1"
"149"	"RP11-626I20.2"
"150"	"EID3"
"151"	"ALDH1L2"
"152"	"MIR4497"
"153"	"TRPV4"
"154"	"LHX5"
"155"	"RP11-82C23.2"
"156"	"C1QTNF9B"
"157"	"TEX26-AS1"
"158"	"TEX26"
"159"	"SERP2"
"160"	"SIAH3"
"161"	"MLNR"
"162"	"DLEU7"
"163"	"PCDH8"
"164"	"OXGR1"
"165"	"EFS"
"166"	"REC8"
"167"	"ADCY4"
"168"	"FOXG1"
"169"	"RP11-966I7.1"
"170"	"SLC25A21-AS1"
"171"	"SLC25A21"
"172"	"PTGDR"
"173"	"GPR135"
"174"	"PLEK2"
"175"	"CTD-2325P2.4"
"176"	"PAPLN"
"177"	"ACYP1"
"178"	"ZC2HC1C"
"179"	"TSHR"
"180"	"CEP128"
"181"	"GPR65"
"182"	"ASPG"
"183"	"SCG5"
"184"	"LTK"
"185"	"DUOX1"
"186"	"DUOXA1"
"187"	"ONECUT1"
"188"	"ANKDD1A"
"189"	"CLN6"
"190"	"HMGN2P40"
"191"	"GRAMD2"
"192"	"PKM"
"193"	"CELF6"
"194"	"CSPG4"
"195"	"CHRNB4"
"196"	"RP11-160C18.2"
"197"	"C15orf26"
"198"	"FSD2"
"199"	"LINC00925"
"200"	"MIR9-3"
"201"	"MESP2"
"202"	"ALDH1A3"
"203"	"IFT140"
"204"	"TMEM204"
"205"	"CLDN6"
"206"	"TNFRSF12A"
"207"	"RP11-276H1.3"
"208"	"MIR193B"
"209"	"TMC5"
"210"	"SCNN1B"
"211"	"CHP2"
"212"	"PRSS36"
"213"	"NOD2"
"214"	"MT1CP"
"215"	"MT1DP"
"216"	"RP11-249C24.11"
"217"	"CDH8"
"218"	"CMTM2"
"219"	"RP11-403P17.2"
"220"	"B3GNT9"
"221"	"RNU1-123P"
"222"	"TPPP3"
"223"	"LDHD"
"224"	"RP11-252E2.2"
"225"	"INPP5K"
"226"	"MYO1C"
"227"	"USP6"
"228"	"ALOX12"
"229"	"RP11-589P10.5"
"230"	"ACAP1"
"231"	"KCTD11"
"232"	"CHRNB1"
"233"	"ALOX15B"
"234"	"DNAH9"
"235"	"AC005358.3"
"236"	"KCNJ12"
"237"	"ALDOC"
"238"	"AC091177.1"
"239"	"ASIC2"
"240"	"ARL5C"
"241"	"NEUROD2"
"242"	"RAPGEFL1"
"243"	"RARA"
"244"	"PTRF"
"245"	"WNK4"
"246"	"B4GALNT2"
"247"	"RP1-117B12.4"
"248"	"ACSF2"
"249"	"CHAD"
"250"	"MYCBPAP"
"251"	"RP11-94C24.6"
"252"	"HSF5"
"253"	"RAB37"
"254"	"LAMA1"
"255"	"SKOR2"
"256"	"HMSD"
"257"	"JSRP1"
"258"	"MIR4321"
"259"	"ARHGEF18"
"260"	"CTB-133G6.2"
"261"	"ACP5"
"262"	"EPHX3"
"263"	"AC138430.4"
"264"	"TM6SF2"
"265"	"ETV2"
"266"	"ZNF565"
"267"	"C19orf33"
"268"	"RASGRP4"
"269"	"RYR1"
"270"	"FBXO17"
"271"	"IFNL2"
"272"	"IFNL4P1"
"273"	"AXL"
"274"	"CTD-2195B23.3"
"275"	"CTC-435M10.3"
"276"	"TMEM91"
"277"	"LYPD3"
"278"	"HIF3A"
"279"	"AC011484.1"
"280"	"PNMAL2"
"281"	"PPP5D1"
"282"	"IZUMO1"
"283"	"RASIP1"
"284"	"SHANK1"
"285"	"SYT3"
"286"	"IGLON5"
"287"	"CEACAM18"
"288"	"TMC4"
"289"	"ZNF154"
"290"	"AC079779.4"
"291"	"FAM150B"
"292"	"AC012457.2"
"293"	"GAREML"
"294"	"MPV17"
"295"	"TRIM54"
"296"	"UCN"
"297"	"IFT172"
"298"	"KRTCAP3"
"299"	"NRBP1"
"300"	"GALM"
"301"	"AC009501.4"
"302"	"AC092669.1"
"303"	"MEIS1-AS2"
"304"	"MEIS1"
"305"	"ANKRD53"
"306"	"CYP26B1"
"307"	"TET3"
"308"	"RTKN"
"309"	"AC005041.17"
"310"	"LBX2-AS1"
"311"	"LBX2"
"312"	"RP11-523H20.3"
"313"	"CTNNA2"
"314"	"VAMP5"
"315"	"VWA3B"
"316"	"SLC5A7"
"317"	"SULT1C4"
"318"	"PAX8-AS1"
"319"	"PAX8"
"320"	"RP11-65I12.1"
"321"	"AC140481.8"
"322"	"AMER3"
"323"	"AC133785.1"
"324"	"ARHGEF4"
"325"	"GALNT5"
"326"	"PLA2R1"
"327"	"SLC38A11"
"328"	"HOXD1"
"329"	"HOXD-AS1"
"330"	"AOX1"
"331"	"PPP1R14BP2"
"332"	"RNU6-664P"
"333"	"Y_RNA"
"334"	"ABCB6"
"335"	"AC068946.1"
"336"	"ATG9A"
"337"	"DES"
"338"	"SGPP2"
"339"	"COL4A3"
"340"	"COL4A4"
"341"	"B3GNT7"
"342"	"OXT"
"343"	"LRRN4"
"344"	"OVOL2"
"345"	"RP4-726N1.2"
"346"	"NKX2-4"
"347"	"RP11-227D2.3"
"348"	"NKX2-2-AS1"
"349"	"NKX2-2"
"350"	"FOXA2"
"351"	"LINC00261"
"352"	"RP4-753D10.3"
"353"	"SSTR4"
"354"	"VSX1"
"355"	"NINL"
"356"	"MYL9"
"357"	"BPI"
"358"	"KIAA1755"
"359"	"TOX2"
"360"	"SDC4"
"361"	"UBE2C"
"362"	"C20orf85"
"363"	"CBR1"
"364"	"RNU6-992P"
"365"	"GSC2"
"366"	"RAB36"
"367"	"RTDR1"
"368"	"GSTT1"
"369"	"ADORA2A-AS1"
"370"	"UPB1"
"371"	"CTA-85E5.10"
"372"	"HORMAD2"
"373"	"TRIOBP"
"374"	"FAM83F"
"375"	"FAM109B"
"376"	"SCUBE1"
"377"	"UPK3A"
"378"	"CHL1-AS1"
"379"	"CHL1"
"380"	"CAMK1"
"381"	"PPARG"
"382"	"IQSEC1"
"383"	"OSBPL10"
"384"	"ZNF860"
"385"	"SUSD5"
"386"	"ENTPD3"
"387"	"CCK"
"388"	"CLEC3B"
"389"	"EXOSC7"
"390"	"ALS2CL"
"391"	"C3orf62"
"392"	"MIR4271"
"393"	"USP4"
"394"	"AMT"
"395"	"NICN1-AS1"
"396"	"GRM2"
"397"	"PRKCD"
"398"	"ARHGEF3"
"399"	"RP11-157F20.3"
"400"	"FEZF2"
"401"	"PTPRG-AS1"
"402"	"PDZRN3-AS1"
"403"	"PDZRN3"
"404"	"COL8A1"
"405"	"ABI3BP"
"406"	"MAATS1"
"407"	"ILDR1"
"408"	"CASR"
"409"	"CCDC37"
"410"	"RP11-71E19.5"
"411"	"KBTBD12"
"412"	"TF"
"413"	"RP11-649A16.1"
"414"	"ZIC1"
"415"	"ZIC4"
"416"	"AGTR1"
"417"	"RPL38P1"
"418"	"WWTR1"
"419"	"P2RY12"
"420"	"MFSD1"
"421"	"RARRES1"
"422"	"RP11-379F4.4"
"423"	"SCHIP1"
"424"	"SLITRK3"
"425"	"SLC7A14"
"426"	"GHSR"
"427"	"MAP6D1"
"428"	"EHHADH"
"429"	"MAP3K13"
"430"	"JAKMIP1"
"431"	"RP11-586D19.1"
"432"	"RP11-586D19.2"
"433"	"DRD5"
"434"	"PHOX2B"
"435"	"RP11-227F19.1"
"436"	"ZAR1"
"437"	"CWH43"
"438"	"GSX2"
"439"	"C4orf40"
"440"	"CXCL5"
"441"	"CDKL2"
"442"	"RP11-359D14.3"
"443"	"NDNF"
"444"	"AC021205.1"
"445"	"FGF2"
"446"	"AC093887.1"
"447"	"POU4F2"
"448"	"EDNRA"
"449"	"FAM198B"
"450"	"RP11-597D13.9"
"451"	"TRIM61"
"452"	"MTNR1A"
"453"	"RP11-215A19.2"
"454"	"CTD-2194D22.3"
"455"	"CTD-2194D22.4"
"456"	"IRX4"
"457"	"CTD-2517O10.6"
"458"	"TTC23L"
"459"	"MARVELD2"
"460"	"CTD-2377O17.1"
"461"	"FAM169A"
"462"	"ANKDD1B"
"463"	"BHMT"
"464"	"CMYA5"
"465"	"CKMT2"
"466"	"ACOT12"
"467"	"CTC-467M3.2"
"468"	"CTC-467M3.3"
"469"	"AQPEP"
"470"	"IL3"
"471"	"CCNI2"
"472"	"NEUROG1"
"473"	"TGFBI"
"474"	"PCDHAC2"
"475"	"PCDHGA5"
"476"	"PCDHGA6"
"477"	"PCDHGB2"
"478"	"PCDHGB3"
"479"	"PCDHGA8"
"480"	"PCDHGA9"
"481"	"PCDHGA12"
"482"	"FCHSD1"
"483"	"ZNF300"
"484"	"CTB-109A12.1"
"485"	"NIPAL4"
"486"	"TLX3"
"487"	"ZFP2"
"488"	"GCM2"
"489"	"RP11-637O19.2"
"490"	"SYCP2L"
"491"	"ID4"
"492"	"RP1-167F1.2"
"493"	"HIST1H1PS1"
"494"	"HIST1H4D"
"495"	"BTN1A1"
"496"	"NKAPL"
"497"	"ZKSCAN4"
"498"	"RNF39"
"499"	"LINC00336"
"500"	"TULP1"
"501"	"GNMT"
"502"	"CRIP3"
"503"	"RP11-480N24.3"
"504"	"AARS2"
"505"	"TCTE1"
"506"	"FAM83B"
"507"	"RP11-524H19.2"
"508"	"TPBG"
"509"	"NT5E"
"510"	"SGK1"
"511"	"OLIG3"
"512"	"ECT2L"
"513"	"AKAP12"
"514"	"UNCX"
"515"	"HOTAIRM1"
"516"	"HOXA2"
"517"	"HOXA3"
"518"	"HOXA5"
"519"	"HOXA6"
"520"	"HOXA-AS3"
"521"	"RP1-170O19.22"
"522"	"RP1-170O19.23"
"523"	"HOXA7"
"524"	"RP1-170O19.21"
"525"	"FAM188B"
"526"	"ELN"
"527"	"PON1"
"528"	"PON3"
"529"	"WNT16"
"530"	"FEZF1-AS1"
"531"	"FEZF1"
"532"	"EPHA1-AS1"
"533"	"EPHA1"
"534"	"AC008060.5"
"535"	"MIR598"
"536"	"GATA4"
"537"	"MTMR7"
"538"	"FGF17"
"539"	"NPM2"
"540"	"NKX2-6"
"541"	"RP11-175E9.1"
"542"	"EPHX2"
"543"	"CTD-2544N14.3"
"544"	"HTRA4"
"545"	"PLEKHA2"
"546"	"EFCAB1"
"547"	"MCMDC2"
"548"	"PRDM14"
"549"	"RP11-347C18.3"
"550"	"TP53INP1"
"551"	"MIR875"
"552"	"GRHL2"
"553"	"KB-1562D12.1"
"554"	"DPYS"
"555"	"TMEM71"
"556"	"SLC45A4"
"557"	"ARHGAP39"
"558"	"CDKN2B"
"559"	"DMRTA1"
"560"	"TEK"
"561"	"TMEM215"
"562"	"ANKRD18A"
"563"	"FAM201A"
"564"	"CDK20"
"565"	"C9orf47"
"566"	"S1PR3"
"567"	"FRRS1L"
"568"	"ASTN2"
"569"	"TRIM32"
"570"	"BRINP1"
"571"	"GPR21"
"572"	"GPR144"
