""	"x"
"1"	"C1orf159"
"2"	"TNFRSF18"
"3"	"TNFRSF4"
"4"	"RP5-902P8.10"
"5"	"UBE2J2"
"6"	"SCNN1D"
"7"	"SNORA59A"
"8"	"RNU6ATAC18P"
"9"	"DHRS3"
"10"	"RP11-474O21.5"
"11"	"AADACL4"
"12"	"OSCP1"
"13"	"C1orf109"
"14"	"CDCA8"
"15"	"ZNF697"
"16"	"PHGDH"
"17"	"HMGCS2"
"18"	"REG4"
"19"	"ADAM30"
"20"	"RNU2-38P"
"21"	"HFE2"
"22"	"TXNIP"
"23"	"ANKRD35"
"24"	"SHE"
"25"	"TDRD10"
"26"	"UBE2Q1-AS1"
"27"	"UBE2Q1"
"28"	"CHRNB2"
"29"	"RP11-61L14.6"
"30"	"ADAR"
"31"	"PBXIP1"
"32"	"PMVK"
"33"	"RP11-307C12.13"
"34"	"PYGO2"
"35"	"RP11-307C12.12"
"36"	"FLAD1"
"37"	"KRTCAP2"
"38"	"TRIM46"
"39"	"OR10R3P"
"40"	"RP11-144L1.4"
"41"	"ZNF648"
"42"	"TEDDM1"
"43"	"TMEM206"
"44"	"FAM71A"
"45"	"RP11-338C15.5"
"46"	"RNU6-423P"
"47"	"BATF3"
"48"	"NSL1"
"49"	"TATDN3"
"50"	"FLVCR1-AS1"
"51"	"FLVCR1"
"52"	"RP11-348H3.4"
"53"	"RP11-348H3.5"
"54"	"ARF1"
"55"	"FAM96AP2"
"56"	"MRPL55"
"57"	"GJC2"
"58"	"GUK1"
"59"	"IBA57-AS1"
"60"	"IBA57"
"61"	"C1orf145"
"62"	"RNF187"
"63"	"CWF19L1"
"64"	"RNU6-422P"
"65"	"BLOC1S2"
"66"	"PKD2L1"
"67"	"RP11-34D15.2"
"68"	"SCD"
"69"	"FAM178A"
"70"	"RP11-179B2.2"
"71"	"NT5C2"
"72"	"SLK"
"73"	"MIR936"
"74"	"COL17A1"
"75"	"SFR1"
"76"	"MIR609"
"77"	"GSTO2"
"78"	"MIR4482-1"
"79"	"CCDC147-AS1"
"80"	"CCDC147"
"81"	"SMNDC1"
"82"	"DUSP5"
"83"	"RP11-525A16.4"
"84"	"ELP4"
"85"	"IMMP1L"
"86"	"EIF3M"
"87"	"CCDC73"
"88"	"CDC42BPG"
"89"	"PPFIA1"
"90"	"CTA-797E19.2"
"91"	"C11orf1"
"92"	"FDXACB1"
"93"	"DLAT"
"94"	"RP11-101K23.1"
"95"	"SCAF11"
"96"	"RP11-493L12.5"
"97"	"RP11-493L12.6"
"98"	"SNORA64"
"99"	"SMUG1"
"100"	"KRR1"
"101"	"PHLDA1"
"102"	"RP11-290L1.2"
