""	"x"
"1"	"C1orf159"
"2"	"TNFRSF18"
"3"	"TNFRSF4"
"4"	"RP5-902P8.10"
"5"	"UBE2J2"
"6"	"SCNN1D"
"7"	"SLC45A1"
"8"	"SNORA59A"
"9"	"RNU6ATAC18P"
"10"	"DHRS3"
"11"	"RP11-474O21.5"
"12"	"AADACL4"
"13"	"LYPLA2"
"14"	"OSCP1"
"15"	"C1orf109"
"16"	"CDCA8"
"17"	"SAMD13"
"18"	"DNASE2B"
"19"	"UOX"
"20"	"RPF1"
"21"	"GNG5"
"22"	"SPATA1"
"23"	"CTBS"
"24"	"CLCA2"
"25"	"CLCA1"
"26"	"RP4-612B15.3"
"27"	"SH3GLB1"
"28"	"HS2ST1"
"29"	"SEP15"
"30"	"FAM102B"
"31"	"AP4B1"
"32"	"DCLRE1B"
"33"	"HIPK1"
"34"	"RP5-1073O3.7"
"35"	"CD101"
"36"	"ZNF697"
"37"	"PHGDH"
"38"	"HMGCS2"
"39"	"REG4"
"40"	"ADAM30"
"41"	"RNU2-38P"
"42"	"HFE2"
"43"	"TXNIP"
"44"	"ANKRD35"
"45"	"S100A7A"
"46"	"S100A7"
"47"	"S100A2"
"48"	"SHE"
"49"	"TDRD10"
"50"	"UBE2Q1-AS1"
"51"	"UBE2Q1"
"52"	"CHRNB2"
"53"	"RP11-61L14.6"
"54"	"ADAR"
"55"	"PBXIP1"
"56"	"PMVK"
"57"	"RP11-307C12.13"
"58"	"PYGO2"
"59"	"RP11-307C12.12"
"60"	"FLAD1"
"61"	"KRTCAP2"
"62"	"TRIM46"
"63"	"KIRREL"
"64"	"CD1D"
"65"	"CD1B"
"66"	"OR10R2"
"67"	"OR10R3P"
"68"	"RP11-144L1.4"
"69"	"OR6Y1"
"70"	"FCRLA"
"71"	"FCRLB"
"72"	"DUSP12"
"73"	"ATF6"
"74"	"RP11-474I16.8"
"75"	"ZNF648"
"76"	"TEDDM1"
"77"	"RP5-1011O1.2"
"78"	"RGS1"
"79"	"RGS2"
"80"	"snoU109"
"81"	"TROVE2"
"82"	"UCHL5"
"83"	"RNU6-716P"
"84"	"NR5A2"
"85"	"RNU6-570P"
"86"	"AC096633.1"
"87"	"KIF14"
"88"	"C1orf132"
"89"	"LAMB3"
"90"	"G0S2"
"91"	"RP1-28O10.1"
"92"	"TMEM206"
"93"	"FAM71A"
"94"	"RP11-338C15.5"
"95"	"RNU6-423P"
"96"	"BATF3"
"97"	"NSL1"
"98"	"TATDN3"
"99"	"FLVCR1-AS1"
"100"	"FLVCR1"
"101"	"RP11-348H3.4"
"102"	"RP11-348H3.5"
"103"	"KCTD3"
"104"	"RNU6ATAC35P"
