""	"x"
"127"	"SLC38A4"
"128"	"RP11-386G11.3"
"129"	"RN7SL519P"
"130"	"TMPRSS12"
"131"	"ANKRD33"
"132"	"GLS2"
"133"	"RASSF9"
"134"	"SLC17A8"
"135"	"C12orf42"
"136"	"RP11-626I20.1"
"137"	"RP11-626I20.2"
"138"	"EID3"
"139"	"ALDH1L2"
"140"	"MIR4497"
"141"	"TRPV4"
"142"	"LHX5"
"143"	"RP11-82C23.2"
"144"	"C1QTNF9B"
"145"	"TEX26-AS1"
"146"	"TEX26"
"147"	"SERP2"
"148"	"SIAH3"
"149"	"MLNR"
"150"	"DLEU7"
"151"	"PCDH8"
"152"	"OXGR1"
"153"	"EFS"
"154"	"REC8"
"155"	"ADCY4"
"156"	"FOXG1"
"157"	"RP11-966I7.1"
"158"	"SLC25A21-AS1"
"159"	"SLC25A21"
"160"	"PTGDR"
"161"	"GPR135"
"162"	"PLEK2"
"163"	"CTD-2325P2.4"
"164"	"PAPLN"
"165"	"ACYP1"
"166"	"ZC2HC1C"
"167"	"TSHR"
"168"	"ASPG"
"169"	"SCG5"
"170"	"LTK"
"171"	"DUOX1"
"172"	"DUOXA1"
"173"	"ONECUT1"
"174"	"ANKDD1A"
"175"	"CLN6"
"176"	"HMGN2P40"
"177"	"GRAMD2"
"178"	"PKM"
"179"	"CELF6"
"180"	"CSPG4"
"181"	"CHRNB4"
"182"	"RP11-160C18.2"
"183"	"C15orf26"
"184"	"LINC00925"
"185"	"MIR9-3"
"186"	"MESP2"
"187"	"ALDH1A3"
"188"	"IFT140"
"189"	"TMEM204"
"190"	"CLDN6"
"191"	"TNFRSF12A"
"192"	"RP11-276H1.3"
"193"	"MIR193B"
"194"	"TMC5"
"195"	"SCNN1B"
"196"	"CHP2"
"197"	"PRSS36"
"198"	"NOD2"
"199"	"MT1CP"
"200"	"MT1DP"
"201"	"RP11-249C24.11"
"202"	"CDH8"
"203"	"CMTM2"
"204"	"RP11-403P17.2"
"205"	"B3GNT9"
"206"	"RNU1-123P"
"207"	"TPPP3"
"208"	"LDHD"
"209"	"RP11-252E2.2"
"210"	"INPP5K"
"211"	"MYO1C"
"212"	"USP6"
"213"	"ALOX12"
"214"	"RP11-589P10.5"
"215"	"ACAP1"
"216"	"KCTD11"
"217"	"CHRNB1"
"218"	"ALOX15B"
"219"	"DNAH9"
"220"	"KCNJ12"
"221"	"ALDOC"
"222"	"AC091177.1"
"223"	"ASIC2"
"224"	"ARL5C"
"225"	"NEUROD2"
"226"	"RAPGEFL1"
"227"	"RARA"
"228"	"PTRF"
"229"	"WNK4"
"230"	"B4GALNT2"
"231"	"RP1-117B12.4"
"232"	"ACSF2"
"233"	"CHAD"
"234"	"MYCBPAP"
"235"	"RP11-94C24.6"
"236"	"HSF5"
"237"	"RAB37"
"238"	"LAMA1"
"239"	"SKOR2"
"240"	"HMSD"
"241"	"JSRP1"
"242"	"MIR4321"
"243"	"ARHGEF18"
"244"	"CTB-133G6.2"
"245"	"ACP5"
"246"	"EPHX3"
"247"	"AC138430.4"
"248"	"TM6SF2"
"249"	"ETV2"
"250"	"ZNF565"
"251"	"C19orf33"
"252"	"RASGRP4"
"253"	"RYR1"
"254"	"FBXO17"
"255"	"IFNL2"
"256"	"IFNL4P1"
"257"	"AXL"
"258"	"CTD-2195B23.3"
"259"	"CTC-435M10.3"
"260"	"TMEM91"
"261"	"LYPD3"
"262"	"HIF3A"
"263"	"AC011484.1"
"264"	"PNMAL2"
"265"	"PPP5D1"
"266"	"IZUMO1"
"267"	"RASIP1"
"268"	"SHANK1"
"269"	"SYT3"
"270"	"IGLON5"
"271"	"CEACAM18"
"272"	"TMC4"
"273"	"ZNF154"
"274"	"AC079779.4"
"275"	"FAM150B"
"276"	"AC012457.2"
"277"	"GAREML"
"278"	"MPV17"
"279"	"TRIM54"
"280"	"UCN"
"281"	"IFT172"
"282"	"KRTCAP3"
"283"	"NRBP1"
"284"	"GALM"
"285"	"AC009501.4"
"286"	"AC092669.1"
"287"	"MEIS1-AS2"
"288"	"MEIS1"
"289"	"ANKRD53"
"290"	"CYP26B1"
"291"	"TET3"
"292"	"RTKN"
"293"	"AC005041.17"
"294"	"LBX2-AS1"
"295"	"LBX2"
"296"	"RP11-523H20.3"
"297"	"VAMP5"
"298"	"VWA3B"
"299"	"SLC5A7"
"300"	"SULT1C4"
"301"	"PAX8"
"302"	"AC140481.8"
"303"	"AMER3"
"304"	"AC133785.1"
"305"	"ARHGEF4"
"306"	"GALNT5"
"307"	"PLA2R1"
"308"	"SLC38A11"
"309"	"HOXD1"
"310"	"HOXD-AS1"
"311"	"AOX1"
"312"	"PPP1R14BP2"
"313"	"RNU6-664P"
"314"	"Y_RNA"
"315"	"ABCB6"
"316"	"AC068946.1"
"317"	"ATG9A"
"318"	"DES"
"319"	"SGPP2"
"320"	"COL4A3"
"321"	"COL4A4"
"322"	"B3GNT7"
"323"	"OXT"
"324"	"LRRN4"
"325"	"OVOL2"
"326"	"RP4-726N1.2"
"327"	"NKX2-4"
"328"	"RP11-227D2.3"
"329"	"NKX2-2-AS1"
"330"	"NKX2-2"
"331"	"FOXA2"
"332"	"LINC00261"
"333"	"RP4-753D10.3"
"334"	"SSTR4"
"335"	"VSX1"
"336"	"NINL"
"337"	"MYL9"
"338"	"BPI"
"339"	"KIAA1755"
"340"	"TOX2"
"341"	"SDC4"
"342"	"UBE2C"
"343"	"C20orf85"
"344"	"CBR1"
"345"	"RNU6-992P"
"346"	"GSC2"
"347"	"RAB36"
"348"	"RTDR1"
"349"	"GSTT1"
"350"	"ADORA2A-AS1"
"351"	"UPB1"
"352"	"CTA-85E5.10"
"353"	"HORMAD2"
"354"	"TRIOBP"
"355"	"FAM83F"
"356"	"FAM109B"
"357"	"snoU13"
"358"	"SCUBE1"
"359"	"UPK3A"
"360"	"CAMK1"
"361"	"PPARG"
"362"	"IQSEC1"
"363"	"OSBPL10"
"364"	"ZNF860"
"365"	"SUSD5"
"366"	"ENTPD3"
"367"	"CCK"
"368"	"CLEC3B"
"369"	"EXOSC7"
"370"	"ALS2CL"
"371"	"C3orf62"
"372"	"MIR4271"
"373"	"USP4"
"374"	"AMT"
"375"	"NICN1-AS1"
"376"	"GRM2"
"377"	"PRKCD"
"378"	"ARHGEF3"
"379"	"RP11-157F20.3"
"380"	"FEZF2"
"381"	"PTPRG-AS1"
"382"	"PDZRN3-AS1"
"383"	"PDZRN3"
"384"	"COL8A1"
"385"	"ABI3BP"
"386"	"MAATS1"
"387"	"ILDR1"
"388"	"CASR"
"389"	"CCDC37"
"390"	"RP11-71E19.5"
"391"	"KBTBD12"
"392"	"TF"
"393"	"RP11-649A16.1"
"394"	"ZIC1"
"395"	"ZIC4"
"396"	"AGTR1"
"397"	"RPL38P1"
"398"	"WWTR1"
"399"	"MFSD1"
"400"	"RARRES1"
"401"	"RP11-379F4.4"
"402"	"SCHIP1"
"403"	"SLITRK3"
"404"	"SLC7A14"
"405"	"GHSR"
"406"	"MAP6D1"
"407"	"EHHADH"
"408"	"MAP3K13"
"409"	"JAKMIP1"
"410"	"RP11-586D19.1"
"411"	"RP11-586D19.2"
"412"	"DRD5"
"413"	"PHOX2B"
"414"	"RP11-227F19.1"
"415"	"ZAR1"
"416"	"CWH43"
"417"	"GSX2"
"418"	"CXCL5"
"419"	"CDKL2"
"420"	"RP11-359D14.3"
"421"	"NDNF"
"422"	"AC021205.1"
"423"	"FGF2"
"424"	"AC093887.1"
"425"	"POU4F2"
"426"	"EDNRA"
"427"	"FAM198B"
"428"	"RP11-597D13.9"
"429"	"TRIM61"
"430"	"MTNR1A"
"431"	"RP11-215A19.2"
"432"	"CTD-2194D22.3"
"433"	"CTD-2194D22.4"
"434"	"IRX4"
"435"	"CTD-2517O10.6"
"436"	"TTC23L"
"437"	"MARVELD2"
"438"	"CTD-2377O17.1"
"439"	"FAM169A"
"440"	"ANKDD1B"
"441"	"BHMT"
"442"	"CMYA5"
"443"	"CKMT2"
"444"	"ACOT12"
"445"	"CTC-467M3.2"
"446"	"CTC-467M3.3"
"447"	"AQPEP"
"448"	"IL3"
"449"	"CCNI2"
"450"	"NEUROG1"
"451"	"TGFBI"
"452"	"PCDHAC2"
"453"	"PCDHGA5"
"454"	"PCDHGA6"
"455"	"PCDHGB2"
"456"	"PCDHGB3"
"457"	"PCDHGA8"
"458"	"PCDHGA9"
"459"	"PCDHGA12"
"460"	"FCHSD1"
"461"	"ZNF300"
"462"	"CTB-109A12.1"
"463"	"NIPAL4"
"464"	"TLX3"
"465"	"ZFP2"
"466"	"GCM2"
"467"	"RP11-637O19.2"
"468"	"SYCP2L"
"469"	"ID4"
"470"	"RP1-167F1.2"
"471"	"HIST1H1PS1"
"472"	"HIST1H4D"
"473"	"BTN1A1"
"474"	"NKAPL"
"475"	"ZKSCAN4"
"476"	"RNF39"
"477"	"LINC00336"
"478"	"TULP1"
"479"	"GNMT"
"480"	"CRIP3"
"481"	"RP11-480N24.3"
"482"	"AARS2"
"483"	"TCTE1"
"484"	"FAM83B"
"485"	"RP11-524H19.2"
"486"	"TPBG"
"487"	"NT5E"
"488"	"SGK1"
"489"	"OLIG3"
"490"	"ECT2L"
"491"	"AKAP12"
"492"	"UNCX"
"493"	"HOTAIRM1"
"494"	"HOXA2"
"495"	"HOXA3"
"496"	"HOXA5"
"497"	"HOXA6"
"498"	"HOXA-AS3"
"499"	"RP1-170O19.22"
"500"	"RP1-170O19.23"
"501"	"HOXA7"
"502"	"RP1-170O19.21"
"503"	"FAM188B"
"504"	"ELN"
"505"	"PON1"
"506"	"PON3"
"507"	"WNT16"
"508"	"FEZF1-AS1"
"509"	"FEZF1"
"510"	"EPHA1-AS1"
"511"	"EPHA1"
"512"	"AC008060.5"
"513"	"GATA4"
"514"	"MTMR7"
"515"	"FGF17"
"516"	"NPM2"
"517"	"NKX2-6"
"518"	"RP11-175E9.1"
"519"	"EPHX2"
"520"	"CTD-2544N14.3"
"521"	"HTRA4"
"522"	"PLEKHA2"
"523"	"EFCAB1"
"524"	"MCMDC2"
"525"	"PRDM14"
"526"	"RP11-347C18.3"
"527"	"TP53INP1"
"528"	"GRHL2"
"529"	"KB-1562D12.1"
"530"	"DPYS"
"531"	"SLC45A4"
"532"	"ARHGAP39"
"533"	"CDKN2B"
"534"	"DMRTA1"
"535"	"TEK"
"536"	"TMEM215"
"537"	"ANKRD18A"
"538"	"FAM201A"
"539"	"CDK20"
"540"	"C9orf47"
"541"	"S1PR3"
"542"	"FRRS1L"
"543"	"ASTN2"
"544"	"TRIM32"
"545"	"BRINP1"
"546"	"GPR21"
"547"	"GPR144"
