""	"x"
"1"	"AL645608.1"
"2"	"RP11-54O7.3"
"3"	"SAMD11"
"4"	"MORN1"
"5"	"RER1"
"6"	"RNU1-8P"
"7"	"RP4-549F15.1"
"8"	"UTS2"
"9"	"GPR157"
"10"	"H6PD"
"11"	"RNU6-37P"
"12"	"C1orf127"
"13"	"CLCN6"
"14"	"MTHFR"
"15"	"MFN2"
"16"	"RNU6-777P"
"17"	"RP11-426M1.2"
"18"	"AADACL3"
"19"	"PRDM2"
"20"	"SCARNA11"
"21"	"C1orf195"
"22"	"FBLIM1"
"23"	"ARHGEF10L"
"24"	"RNU4-28P"
"25"	"PLA2G2A"
"26"	"PLA2G2D"
"27"	"RP5-930J4.4"
"28"	"GALE"
"29"	"LYPLA2"
"30"	"CNR2"
"31"	"PNRC2"
"32"	"NIPAL3"
"33"	"STPG1"
"34"	"snoU13"
"35"	"SRRM1"
"36"	"PAFAH2"
"37"	"RP11-40H20.4"
"38"	"WDTC1"
"39"	"TMEM222"
"40"	"GMEB1"
"41"	"PTPRU"
"42"	"AL645859.1"
"43"	"AC092265.1"
"44"	"SNORD103B"
"45"	"FAM167B"
"46"	"RP1-27O5.3"
"47"	"ZBTB8B"
"48"	"ZNF362"
"49"	"RP11-244H3.1"
"50"	"ZMYM6NB"
"51"	"AGO1"
"52"	"COL8A2"
"53"	"MAP7D1"
"54"	"TRAPPC3"
"55"	"STK40"
"56"	"RP4-614N24.1"
"57"	"MANEAL"
"58"	"RP11-109P14.9"
"59"	"INPP5B"
"60"	"TRIT1"
"61"	"RP1-118J21.5"
"62"	"SMAP2"
"63"	"CITED4"
"64"	"RP5-1066H13.4"
"65"	"HIVEP3"
"66"	"HNRNPFP1"
"67"	"CLDN19"
"68"	"CCDC23"
"69"	"ERMAP"
"70"	"ZNF691"
"71"	"RNU6-880P"
"72"	"MED8"
"73"	"RP1-92O14.6"
"74"	"ARTN"
"75"	"DPH2"
"76"	"IPO13"
"77"	"DMAP1"
"78"	"RP4-533D7.4"
"79"	"PDZK1IP1"
"80"	"FOXD2-AS1"
"81"	"AL591415.1"
"82"	"NRD1"
"83"	"RP4-657D16.3"
"84"	"RNU7-95P"
"85"	"CYB5RL"
"86"	"MRPL37"
"87"	"RP11-446E24.4"
"88"	"SSBP3-AS1"
"89"	"RP11-67L3.2"
"90"	"TTC22"
"91"	"C1orf177"
"92"	"PCSK9"
"93"	"DAB1"
"94"	"OMA1"
"95"	"JUN"
"96"	"LINC01135"
"97"	"CYP2J2"
"98"	"ATG4C"
"99"	"EFCAB7"
"100"	"RNU7-123P"
"101"	"RNU6-809P"
"102"	"UBE2U"
"103"	"RNU6-1176P"
"104"	"SLC35D1"
"105"	"RNU4ATAC4P"
"106"	"SERBP1"
"107"	"LRRC53"
"108"	"RABGGTB"
"109"	"SNORD45A"
"110"	"SNORD45B"
"111"	"SNORD45C"
"112"	"MSH4"
"113"	"USP33"
"114"	"DNAJB4"
"115"	"FUBP1"
"116"	"GIPC2"
"117"	"ELTD1"
"118"	"PRKACB"
"119"	"RP11-486G15.2"
"120"	"SAMD13"
"121"	"MCOLN2"
"122"	"WDR63"
"123"	"RP4-651E10.4"
"124"	"GBP5"
"125"	"CCDC18"
"126"	"TMED5"
"127"	"BCAR3"
"128"	"MIR760"
"129"	"RP4-561L24.3"
"130"	"ARHGAP29"
"131"	"RN7SL440P"
"132"	"LINC01057"
"133"	"SLC44A3"
"134"	"LPPR4"
"135"	"TRMT13"
"136"	"HENMT1"
"137"	"RNU7-122P"
"138"	"CELSR2"
"139"	"GNAI3"
"140"	"RNU6V"
"141"	"WNT2B"
"142"	"RNU7-70P"
"143"	"FAM19A3"
"144"	"MAGI3"
"145"	"PHTF1"
"146"	"DENND2C"
"147"	"CASQ2"
"148"	"ATP1A1"
"149"	"HAO2"
"150"	"HAO2-IT1"
"151"	"CDC42SE1"
"152"	"GABPB2"
"153"	"RP11-74C1.4"
"154"	"TUFT1"
"155"	"RNU6-1062P"
"156"	"MRPL9"
"157"	"OAZ3"
"158"	"RP11-98D18.16"
"159"	"RP11-98D18.2"
"160"	"THEM4"
"161"	"S100A11"
"162"	"RP11-107M16.2"
"163"	"LCE3B"
"164"	"KPRP"
"165"	"LCE1F"
"166"	"SMCP"
"167"	"RP1-13P20.6"
"168"	"SPRR1A"
"169"	"DENND4B"
"170"	"NUP210L"
"171"	"SHE"
"172"	"TDRD10"
"173"	"UBE2Q1"
"174"	"KIAA0907"
"175"	"RXFP4"
"176"	"ISG20L2"
"177"	"RRNAD1"
"178"	"PEAR1"
"179"	"ETV3L"
"180"	"SPTA1"
"181"	"MNDA"
"182"	"OR10J3"
"183"	"SNORD64"
"184"	"TAGLN2"
"185"	"KCNJ10"
"186"	"AL138930.1"
"187"	"CD84"
"188"	"RP11-544M22.13"
"189"	"RP11-544M22.3"
"190"	"TSTD1"
"191"	"RP11-565P22.2"
"192"	"C1orf111"
"193"	"C1orf226"
"194"	"RP11-267N12.1"
"195"	"AL390119.1"
"196"	"DUSP27"
"197"	"DCAF6"
"198"	"MPC2"
"199"	"LINC00970"
"200"	"ATP1B1"
"201"	"RP5-1018K9.1"
"202"	"FMO6P"
"203"	"FMO1"
"204"	"DNM3"
"205"	"RNU6-693P"
"206"	"TNR"
"207"	"AXDND1"
"208"	"RN7SL374P"
"209"	"GLUL"
"210"	"NPL"
"211"	"LAMC2"
"212"	"U3"
"213"	"KCNT2"
"214"	"RP11-448G4.4"
"215"	"NEK7"
"216"	"PTPRC"
"217"	"AC105941.1"
"218"	"RNU6-570P"
"219"	"PKP1"
"220"	"PHLDA3"
"221"	"RP11-134G8.8"
"222"	"GPR37L1"
"223"	"SYT2"
"224"	"PRELP"
"225"	"GOLT1A"
"226"	"MFSD4"
"227"	"C1orf147"
"228"	"IL24"
"229"	"CD55"
"230"	"C1orf132"
"231"	"CD34"
"232"	"RCOR3"
"233"	"RP11-384C4.2"
"234"	"SNORA16B"
"235"	"TMEM206"
