""	"x"
"1"	"RP11-54O7.16"
"2"	"RP11-54O7.1"
"3"	"C1orf159"
"4"	"TNFRSF18"
"5"	"TNFRSF4"
"6"	"RP5-902P8.10"
"7"	"UBE2J2"
"8"	"SCNN1D"
"9"	"ERRFI1"
"10"	"RP11-431K24.1"
"11"	"SLC45A1"
"12"	"CASZ1"
"13"	"C1orf127"
"14"	"SRM"
"15"	"EXOSC10"
"16"	"RP4-635E18.6"
"17"	"MTOR"
"18"	"FBXO2"
"19"	"FBXO44"
"20"	"FBXO6"
"21"	"C1orf167"
"22"	"CLCN6"
"23"	"MTHFR"
"24"	"NPPA-AS1"
"25"	"NPPA"
"26"	"FAM131C"
"27"	"C1orf134"
"28"	"RSG1"
"29"	"FBXO42"
"30"	"SZRD1"
"31"	"PADI1"
"32"	"PADI3"
"33"	"snoU13"
"34"	"RP1-43E13.2"
"35"	"UBR4"
"36"	"EMC1"
"37"	"MRTO4"
"38"	"AKR7A2"
"39"	"PQLC2"
"40"	"RN7SL85P"
"41"	"RNU6-1099P"
"42"	"CAPZB"
"43"	"PLA2G2E"
"44"	"PLA2G2F"
"45"	"RP3-340N1.2"
"46"	"PLA2G2C"
"47"	"UBXN10-AS1"
"48"	"UBXN10"
"49"	"CAMK2N1"
"50"	"MUL1"
"51"	"NIPAL3"
"52"	"STPG1"
"53"	"SLC30A2"
"54"	"TRIM63"
"55"	"PDIK1L"
"56"	"FAM110D"
"57"	"RP11-96L14.7"
"58"	"ZNF593"
"59"	"FAM46B"
"60"	"TMEM222"
"61"	"GPR3"
"62"	"RP1-144C9.2"
"63"	"AL136115.1"
"64"	"TXLNA"
"65"	"CCDC28B"
"66"	"IQCC"
"67"	"RP4-622L5.7"
"68"	"ADC"
"69"	"AK2"
"70"	"OSCP1"
"71"	"SNORA63"
"72"	"LINC01137"
"73"	"ZC3H12A"
"74"	"MEAF6"
"75"	"DNALI1"
"76"	"RP3-423B22.5"
"77"	"C1orf109"
"78"	"CDCA8"
"79"	"RP5-864K19.4"
"80"	"RRAGC"
"81"	"RP11-420K8.1"
"82"	"KIAA0754"
"83"	"PABPC4"
"84"	"SMAP2"
"85"	"HECTD3"
"86"	"UROD"
"87"	"MUTYH"
"88"	"TOE1"
"89"	"RP4-533D7.4"
"90"	"FAAH"
"91"	"KNCN"
"92"	"EFCAB14"
"93"	"CYP4A22-AS1"
"94"	"LINC00853"
"95"	"PDZK1IP1"
"96"	"RP1-18D14.7"
"97"	"TAL1"
"98"	"RP5-850O15.3"
"99"	"RNU6-1026P"
"100"	"RNU6-1253P"
"101"	"FAF1"
"102"	"CDKN2C"
"103"	"CYB5RL"
"104"	"MRPL37"
"105"	"RP11-446E24.4"
"106"	"MYSM1"
"107"	"ACADM"
"108"	"RP4-682C21.5"
"109"	"RABGGTB"
"110"	"SNORD45A"
"111"	"SNORD45B"
"112"	"SNORD45C"
"113"	"PIGK"
"114"	"AK5"
"115"	"ZZZ3"
"116"	"USP33"
"117"	"FAM73A"
"118"	"RNA5SP21"
"119"	"DNAJB4"
"120"	"FUBP1"
"121"	"GIPC2"
"122"	"IFI44L"
"123"	"IFI44"
"124"	"DNASE2B"
"125"	"UOX"
"126"	"RP4-620F22.2"
"127"	"GBP6"
"128"	"ZNF644"
"129"	"TGFBR3"
"130"	"RP5-837M10.4"
"131"	"GPR88"
"132"	"VCAM1"
"133"	"RNU7-122P"
"134"	"CELSR2"
"135"	"PSRC1"
"136"	"AP4B1"
"137"	"DCLRE1B"
"138"	"HIPK1"
"139"	"RP5-1073O3.7"
"140"	"RP4-663N10.1"
"141"	"ZNF697"
"142"	"PHGDH"
"143"	"HMGCS2"
"144"	"REG4"
"145"	"ADAM30"
"146"	"RNU2-38P"
"147"	"HFE2"
"148"	"TXNIP"
"149"	"ANKRD35"
"150"	"ACP6"
"151"	"HIST2H2AA3"
"152"	"HIST2H2BD"
"153"	"HIST2H2BE"
"154"	"BOLA1"
"155"	"HIST2H2AB"
"156"	"HIST2H2AC"
"157"	"SF3B4"
"158"	"MTMR11"
"159"	"VPS45"
"160"	"PLEKHO1"
"161"	"RNU6-160P"
"162"	"PGLYRP4"
"163"	"S100A9"
"164"	"S100A12"
"165"	"NPR1"
"166"	"GATAD2B"
"167"	"DENND4B"
"168"	"CRTC2"
"169"	"CREB3L4"
"170"	"RP11-422P24.10"
"171"	"SLC39A1"
"172"	"JTB"
"173"	"RP11-422P24.11"
"174"	"RAB13"
"175"	"RP11-422P24.9"
"176"	"RPS27"
"177"	"U3"
"178"	"HAX1"
"179"	"UBAP2L"
"180"	"CKS1B"
"181"	"MIR4258"
"182"	"SHC1"
"183"	"CCT3"
"184"	"RHBG"
"185"	"C1orf61"
"186"	"TTC24"
"187"	"AL365181.1"
"188"	"APOA1BP"
"189"	"HAPLN2"
"190"	"RP11-284F21.11"
"191"	"BCAN"
"192"	"RP11-284F21.10"
"193"	"RP11-284F21.9"
"194"	"NES"
"195"	"RP11-284F21.7"
"196"	"CRABP2"
"197"	"RP11-66D17.5"
"198"	"ISG20L2"
"199"	"RRNAD1"
"200"	"NTRK1"
"201"	"SH2D2A"
"202"	"INSRR"
"203"	"PEAR1"
"204"	"OR10R3P"
"205"	"RP11-144L1.4"
"206"	"SLAMF1"
"207"	"RP11-404F10.2"
"208"	"CD48"
"209"	"ITLN1"
"210"	"ITLN2"
"211"	"USF1"
"212"	"DEDD"
"213"	"SNORD112"
"214"	"RP11-506O24.1"
"215"	"POU2F1"
"216"	"RP11-277B15.3"
"217"	"MPZL1"
"218"	"ANKRD36BP1"
"219"	"AL049798.1"
"220"	"SELL"
"221"	"C1orf112"
"222"	"METTL18"
"223"	"SCYL3"
