""	"x"
"219"	"RP3-340N1.2"
"220"	"UBXN10-AS1"
"221"	"UBXN10"
"222"	"CAMK2N1"
"223"	"MUL1"
"224"	"RP5-930J4.2"
"225"	"SH2D5"
"226"	"RP5-930J4.4"
"227"	"HP1BP3"
"228"	"RNU7-200P"
"229"	"MIR1256"
"230"	"AL031005.1"
"231"	"EIF4G3"
"232"	"RP3-329E20.2"
"233"	"ECE1"
"234"	"RP5-1071N3.1"
"235"	"RAP1GAP"
"236"	"USP48"
"237"	"HSPG2"
"238"	"LDLRAD2"
"239"	"WNT4"
"240"	"C1QA"
"241"	"C1QC"
"242"	"C1QB"
"243"	"EPHB2"
"244"	"AL611946.1"
"245"	"LACTBL1"
"246"	"C1orf234"
"247"	"KDM1A"
"248"	"RNU6-514P"
"249"	"RNU6-135P"
"250"	"LUZP1"
"251"	"HTR1D"
"252"	"PITHD1"
"253"	"RP5-886K2.3"
"254"	"LYPLA2"
"255"	"GALE"
"256"	"FUCA1"
"257"	"CNR2"
"258"	"PNRC2"
"259"	"SRSF10"
"260"	"MYOM3"
"261"	"RP11-293P20.4"
"262"	"IL22RA1"
"263"	"IFNLR1"
"264"	"RCAN3"
"265"	"SRRM1"
"266"	"CLIC4"
"267"	"RP4-706G24.1"
"268"	"C1orf63"
"269"	"RP3-465N24.6"
"270"	"SYF2"
"271"	"MAN1C1"
"272"	"SEPN1"
"273"	"AL020996.1"
"274"	"MTFR1L"
"275"	"RP1-317E23.3"
"276"	"RP1-317E23.6"
"277"	"MIR3917"
"278"	"STMN1"
"279"	"PAFAH2"
"280"	"SCARNA17"
"281"	"SCARNA18"
"282"	"EXTL1"
"283"	"SLC30A2"
"284"	"TRIM63"
"285"	"PDIK1L"
"286"	"FAM110D"
"287"	"RP11-96L14.7"
"288"	"ZNF593"
"289"	"CD52"
"290"	"UBXN11"
"291"	"AIM1L"
"292"	"ZNF683"
"293"	"LIN28A"
"294"	"RP3-476K8.3"
"295"	"RPS6KA1"
"296"	"MIR1976"
"297"	"ARID1A"
"298"	"RP5-968P14.2"
"299"	"PIGV"
"300"	"ZDHHC18"
"301"	"SFN"
"302"	"RP1-50O24.6"
"303"	"GPATCH3"
"304"	"GPN2"
"305"	"NUDC"
"306"	"C1orf172"
"307"	"RP11-40H20.4"
"308"	"WDTC1"
"309"	"TMEM222"
"310"	"RNU6-48P"
"311"	"RP11-4K3__A.5"
"312"	"SYTL1"
"313"	"CD164L2"
"314"	"FCN3"
"315"	"MAP3K6"
"316"	"GPR3"
"317"	"RP1-144C9.2"
"318"	"WASF2"
"319"	"AHDC1"
"320"	"RP11-288L9.4"
"321"	"IFI6"
"322"	"RNU6-949P"
"323"	"PPP1R8"
"324"	"RNU6-1245P"
"325"	"SCARNA1"
"326"	"EYA3"
"327"	"DNAJC8"
"328"	"PHACTR4"
"329"	"TRNAU1AP"
"330"	"SNORD99"
"331"	"SNHG12"
"332"	"SCARNA24"
"333"	"YTHDF2"
"334"	"RP1-212P9.3"
"335"	"MECR"
"336"	"RP11-467D18.2"
"337"	"PTPRU"
"338"	"AL645859.1"
"339"	"AC092265.1"
"340"	"AL645944.1"
"341"	"MATN1-AS1"
"342"	"MATN1"
"343"	"LAPTM5"
"344"	"RP1-65J11.5"
"345"	"SDC3"
"346"	"PUM1"
"347"	"SNORD103A"
"348"	"SNORD85"
"349"	"RP11-266K22.2"
"350"	"SERINC2"
"351"	"COL16A1"
"352"	"RP11-73M7.6"
"353"	"BAI2"
"354"	"RP11-84A19.3"
"355"	"TXLNA"
"356"	"IQCC"
"357"	"RP4-622L5.7"
"358"	"DCDC2B"
"359"	"EIF3I"
"360"	"TMEM234"
"361"	"FAM167B"
"362"	"HDAC1"
"363"	"MARCKSL1"
"364"	"RP4-811H24.9"
"365"	"TSSK3"
"366"	"FAM229A"
"367"	"SYNC"
"368"	"RP11-114B7.6"
"369"	"S100PBP"
"370"	"YARS"
"371"	"FNDC5"
"372"	"RNF19B"
"373"	"ADC"
"374"	"AK2"
"375"	"TLR12P"
"376"	"ZSCAN20"
"377"	"GJB5"
"378"	"RP5-997D16.2"
"379"	"SMIM12"
"380"	"SNORD112"
"381"	"ZMYM1"
"382"	"SFPQ"
"383"	"Y_RNA"
"384"	"ZMYM4"
"385"	"SNORA62"
"386"	"ZMYM4-AS1"
"387"	"KIAA0319L"
"388"	"NCDN"
"389"	"RP4-728D4.2"
"390"	"TFAP2E"
"391"	"PSMB2"
"392"	"C1orf216"
"393"	"RP11-435D7.3"
"394"	"AGO1"
"395"	"ADPRHL2"
"396"	"RP4-665N4.4"
"397"	"TEKT2"
"398"	"COL8A2"
"399"	"MAP7D1"
"400"	"TRAPPC3"
"401"	"THRAP3"
"402"	"EVA1B"
"403"	"RP11-268J15.5"
"404"	"SH3D21"
"405"	"OSCP1"
"406"	"SNORA63"
"407"	"GRIK3"
"408"	"LINC01137"
"409"	"ZC3H12A"
"410"	"DNALI1"
"411"	"RP3-423B22.5"
"412"	"C1orf109"
"413"	"CDCA8"
"414"	"RP11-109P14.9"
"415"	"C1orf122"
"416"	"YRDC"
"417"	"MTF1"
"418"	"RP11-109P14.10"
"419"	"RNU6-584P"
"420"	"RNU6-753P"
"421"	"RP5-864K19.4"
"422"	"RRAGC"
"423"	"AKIRIN1"
"424"	"RNU6-608P"
"425"	"RP11-420K8.1"
"426"	"KIAA0754"
"427"	"PPIE"
"428"	"CAP1"
"429"	"PPT1"
"430"	"RLF"
"431"	"RNU6-1237P"
"432"	"RP1-39G22.4"
"433"	"RP1-39G22.7"
"434"	"ZMPSTE24"
"435"	"SMAP2"
"436"	"ZFP69"
"437"	"ZNF684"
"438"	"NFYC-AS1"
"439"	"NFYC"
"440"	"MIR30C1"
"441"	"MIR30E"
"442"	"KCNQ4"
"443"	"CITED4"
"444"	"RP5-1066H13.4"
"445"	"RP11-399E6.1"
"446"	"SCMH1"
"447"	"RP11-486B10.3"
"448"	"GUCA2B"
"449"	"GUCA2A"
"450"	"RIMKLA"
"451"	"RNU6-536P"
"452"	"RP11-163G10.4"
"453"	"C1orf50"
"454"	"LEPRE1"
"455"	"RP5-994D16.9"
"456"	"RP11-342M1.3"
"457"	"ZNF691"
"458"	"SLC2A1-AS1"
"459"	"SLC2A1"
"460"	"EBNA1BP2"
"461"	"TIE1"
"462"	"CDC20"
"463"	"ELOVL1"
"464"	"RP1-92O14.3"
"465"	"MED8"
"466"	"SZT2"
"467"	"PTPRF"
"468"	"KDM4A"
"469"	"KDM4A-AS1"
"470"	"ST3GAL3"
"471"	"RNU6-1058P"
"472"	"RP11-184I16.4"
"473"	"ARTN"
"474"	"IPO13"
"475"	"RP11-7O11.3"
"476"	"ATP6V0B"
"477"	"B4GALT2"
"478"	"CCDC24"
"479"	"DMAP1"
"480"	"AL390776.1"
"481"	"ERI3"
"482"	"RNU6-369P"
"483"	"RNF220"
"484"	"C1orf228"
"485"	"TMEM53"
"486"	"RPS8"
"487"	"SNORD38A"
"488"	"SNORD46"
"489"	"RPS15AP11"
"490"	"SNORD38B"
"491"	"BEST4"
"492"	"BTBD19"
"493"	"PLK3"
"494"	"TCTEX1D4"
"495"	"PTCH2"
"496"	"RP5-882O7.1"
"497"	"EIF2B3"
"498"	"RP5-882O7.4"
"499"	"HECTD3"
"500"	"UROD"
"501"	"MUTYH"
"502"	"TOE1"
"503"	"TESK2"
"504"	"CCDC17"
"505"	"GPBP1L1"
"506"	"PIK3R3"
"507"	"TSPAN1"
"508"	"RP11-322N21.2"
"509"	"LURAP1"
"510"	"POMGNT1"
"511"	"RAD54L"
"512"	"LRRC41"
"513"	"UQCRH"
"514"	"KNCN"
"515"	"ATPAF1"
"516"	"EFCAB14-AS1"
"517"	"TEX38"
"518"	"EFCAB14"
"519"	"CYP4A22-AS1"
"520"	"LINC00853"
"521"	"PDZK1IP1"
"522"	"RP1-18D14.7"
"523"	"TAL1"
"524"	"CMPK1"
"525"	"FOXE3"
"526"	"RP11-511I2.2"
"527"	"FOXD2-AS1"
"528"	"FOXD2"
"529"	"AL356458.1"
"530"	"AL591415.1"
"531"	"SLC5A9"
"532"	"RP5-850O15.3"
"533"	"RNU6-1026P"
"534"	"RNU6-1253P"
"535"	"FAF1"
"536"	"CDKN2C"
"537"	"AL162430.1"
"538"	"AL162430.2"
"539"	"RP11-296A18.3"
"540"	"RNF11"
"541"	"RNU6-877P"
"542"	"EPS15"
"543"	"RP11-253A20.1"
"544"	"RP11-191G24.1"
"545"	"OSBPL9"
"546"	"NRD1"
"547"	"RP4-657D16.3"
"548"	"CC2D1B"
"549"	"ORC1"
"550"	"PRPF38A"
"551"	"GPX7"
"552"	"ECHDC2"
"553"	"MIR1273F"
"554"	"RP4-631H13.4"
"555"	"SCP2"
"556"	"RP11-334A14.8"
"557"	"MIR4781"
"558"	"TCEANC2"
"559"	"TMEM59"
"560"	"CDCP2"
"561"	"AL357673.1"
"562"	"MRPL37"
"563"	"CYB5RL"
"564"	"RP11-446E24.4"
"565"	"SSBP3-AS1"
"566"	"RP5-997D24.3"
"567"	"SSBP3"
"568"	"RP5-866L20.2"
"569"	"ACOT11"
"570"	"HNRNPA1P63"
"571"	"FAM151A"
"572"	"RP11-240D10.4"
"573"	"TTC4"
"574"	"PARS2"
"575"	"RP11-67L3.2"
"576"	"TTC22"
"577"	"C1orf177"
"578"	"DHCR24"
"579"	"RP11-67L3.4"
"580"	"RP11-67L3.5"
"581"	"RP11-12C17.2"
"582"	"BSND"
"583"	"GYG1P3"
"584"	"RP11-101C11.1"
"585"	"USP24"
"586"	"RNU6-830P"
"587"	"PPAP2B"
"588"	"PRKAA2"
"589"	"C1orf168"
"590"	"RP11-378I13.1"
"591"	"DAB1"
"592"	"OMA1"
"593"	"TACSTD2"
"594"	"MYSM1"
"595"	"JUN"
"596"	"LINC01135"
"597"	"FGGY"
"598"	"RP4-782L23.2"
"599"	"HOOK1"
"600"	"CYP2J2"
"601"	"C1orf87"
"602"	"NFIA"
"603"	"RP4-668G5.1"
"604"	"RP5-833A20.1"
"605"	"RNU6-1177P"
"606"	"USP1"
"607"	"DOCK7"
"608"	"RP11-230B22.1"
"609"	"ATG4C"
"610"	"FOXD3"
"611"	"LINC00466"
"612"	"RP4-792G4.2"
"613"	"ALG6"
"614"	"RP4-792G4.3"
"615"	"EFCAB7"
"616"	"RNU7-123P"
"617"	"DLEU2L"
"618"	"ITGB3BP"
"619"	"PGM1"
"620"	"ROR1"
"621"	"RNU6-809P"
"622"	"RP11-24J23.2"
"623"	"UBE2U"
"624"	"CACHD1"
"625"	"RAVER2"
"626"	"JAK1"
"627"	"AK4"
"628"	"DNAJC6"
"629"	"RNU2-15P"
"630"	"LEPR"
"631"	"LEPROT"
"632"	"TCTEX1D1"
"633"	"INSL5"
"634"	"SLC35D1"
"635"	"C1orf141"
"636"	"IL23R"
"637"	"RNU6-586P"
"638"	"RNU6-387P"
"639"	"RNU6-1031P"
"640"	"GADD45A"
"641"	"WLS"
"642"	"RPE65"
"643"	"RP11-181B18.1"
"644"	"LRRC7"
"645"	"LRRC40"
"646"	"SRSF11"
"647"	"RP4-677H15.4"
"648"	"ANKRD13C"
"649"	"HHLA3"
"650"	"RP3-333A15.1"
"651"	"PTGER3"
"652"	"ZRANB2-AS1"
"653"	"MIR186"
"654"	"ZRANB2"
"655"	"ZRANB2-AS2"
"656"	"LHX8"
"657"	"RP11-510C10.2"
"658"	"RP11-510C10.3"
"659"	"ACADM"
"660"	"RP4-682C21.5"
"661"	"RABGGTB"
"662"	"SNORD45A"
"663"	"SNORD45B"
"664"	"SNORD45C"
"665"	"MSH4"
"666"	"ST6GALNAC3"
"667"	"AC095030.1"
"668"	"ZZZ3"
"669"	"USP33"
"670"	"FAM73A"
"671"	"RNA5SP21"
"672"	"NEXN-AS1"
"673"	"NEXN"
"674"	"DNAJB4"
"675"	"FUBP1"
"676"	"GIPC2"
"677"	"IFI44L"
"678"	"IFI44"
"679"	"AC104837.1"
"680"	"ELTD1"
"681"	"TTLL7"
"682"	"PRKACB"
"683"	"RP11-486G15.2"
"684"	"SNORA2"
"685"	"SAMD13"
"686"	"DNASE2B"
"687"	"UOX"
"688"	"RPF1"
"689"	"GNG5"
"690"	"SPATA1"
"691"	"CTBS"
"692"	"C1orf180"
"693"	"SSX2IP"
"694"	"AC104169.1"
"695"	"LPAR3"
"696"	"C1orf52"
"697"	"AL590113.1"
"698"	"BCL10"
"699"	"RP11-131L23.1"
"700"	"CYR61"
"701"	"COL24A1"
"702"	"ODF2L"
"703"	"CLCA2"
"704"	"RP4-651E10.4"
"705"	"RP4-612B15.3"
"706"	"SH3GLB1"
"707"	"HS2ST1"
"708"	"SEP15"
"709"	"LMO4"
"710"	"PKN2"
"711"	"RP11-76N22.2"
"712"	"CCBL2"
"713"	"RBMXL1"
"714"	"GBP2"
"715"	"GBP7"
"716"	"GBP4"
"717"	"GBP5"
"718"	"GBP6"
"719"	"LRRC8C"
"720"	"RP11-302M6.4"
"721"	"RP5-1007M22.2"
"722"	"LRRC8D"
"723"	"RP5-943J3.2"
"724"	"GEMIN8P4"
"725"	"ZNF326"
"726"	"BARHL2"
"727"	"ZNF644"
"728"	"RPL5"
"729"	"SNORA66"
"730"	"SNORD21"
"731"	"SNORA51"
"732"	"FAM69A"
"733"	"RNU6-970P"
"734"	"AC093577.1"
"735"	"RNU6-210P"
"736"	"MTF2"
"737"	"FNBP1L"
"738"	"BCAR3"
"739"	"RP5-1033H22.2"
"740"	"MIR760"
"741"	"RP4-561L24.3"
"742"	"ABCA4"
"743"	"RP11-78O9.1"
"744"	"ARHGAP29"
"745"	"RN7SL440P"
"746"	"ABCD3"
"747"	"F3"
"748"	"LINC01057"
"749"	"SLC44A3"
"750"	"RP11-465K1.2"
"751"	"CNN3"
"752"	"RP4-639F20.1"
"753"	"RP11-313A24.1"
"754"	"ALG14"
"755"	"RP11-57H12.3"
"756"	"RWDD3"
"757"	"PTBP2"
"758"	"DPYD-AS2"
"759"	"DPYD"
"760"	"LPPR4"
"761"	"PALMD"
"762"	"FRRS1"
"763"	"RNU4-75P"
"764"	"AL451051.1"
"765"	"AGL"
"766"	"RP5-884G6.2"
"767"	"SLC35A3"
"768"	"RNU6-750P"
"769"	"HIAT1"
"770"	"SASS6"
"771"	"TRMT13"
"772"	"LRRC39"
"773"	"DBT"
"774"	"RP11-305E17.4"
"775"	"RP11-305E17.6"
"776"	"RTCA"
"777"	"MIR553"
"778"	"CDC14A"
"779"	"RP5-837M10.2"
"780"	"AC104457.1"
"781"	"RP5-837M10.4"
"782"	"GPR88"
"783"	"VCAM1"
"784"	"EXTL2"
"785"	"SLC30A7"
"786"	"RP11-421L21.2"
"787"	"DPH5"
"788"	"RP11-421L21.3"
"789"	"SCARNA16"
"790"	"RN7SKP285"
"791"	"RNPC3"
"792"	"RP11-153F1.1"
"793"	"AMY2B"
"794"	"VAV3-AS1"
"795"	"VAV3"
"796"	"RP11-483I13.5"
"797"	"SLC25A24"
"798"	"FAM102B"
"799"	"FNDC7"
"800"	"AKNAD1"
"801"	"CLCC1"
"802"	"TAF13"
"803"	"RP5-1065J22.8"
"804"	"TMEM167B"
"805"	"SCARNA2"
"806"	"C1orf194"
"807"	"KIAA1324"
"808"	"RNU7-122P"
"809"	"SARS"
"810"	"CELSR2"
"811"	"PSRC1"
"812"	"MYBPHL"
"813"	"SORT1"
"814"	"PSMA5"
"815"	"SYPL2"
"816"	"ATXN7L2"
"817"	"CYB561D1"
"818"	"AMIGO1"
"819"	"GPR61"
"820"	"RP5-1160K1.8"
"821"	"GNAI3"
"822"	"RNU6V"
"823"	"RP5-1160K1.3"
"824"	"AMPD2"
"825"	"GNAT2"
"826"	"RP5-1160K1.6"
"827"	"GSTM4"
"828"	"GSTM3"
"829"	"EPS8L3"
"830"	"RP11-195M16.1"
"831"	"CSF1"
"832"	"AHCYL1"
"833"	"STRIP1"
"834"	"RP4-773N10.4"
"835"	"UBL4B"
"836"	"SLC6A17"
"837"	"KCNC4-AS1"
"838"	"KCNC4"
"839"	"LAMTOR5-AS1"
"840"	"LAMTOR5"
"841"	"PROK1"
"842"	"KCNA10"
"843"	"KCNA2"
"844"	"CEPT1"
"845"	"DRAM2"
"846"	"CHI3L2"
"847"	"DENND2D"
"848"	"ATP5F1"
"849"	"WDR77"
"850"	"C1orf162"
"851"	"ADORA3"
"852"	"RNU6-792P"
"853"	"DDX20"
"854"	"FAM212B"
"855"	"CTTNBP2NL"
"856"	"WNT2B"
"857"	"CAPZA1"
"858"	"ST7L"
"859"	"MOV10"
"860"	"RP11-426L16.3"
"861"	"PPM1J"
"862"	"RHOC"
"863"	"RP11-426L16.10"
"864"	"RP11-426L16.9"
"865"	"FAM19A3"
"866"	"SLC16A1-AS1"
"867"	"SLC16A1"
"868"	"PTPN22"
"869"	"HIPK1"
"870"	"RP5-1073O3.7"
"871"	"OLFML3"
"872"	"SYT6"
"873"	"TRIM33"
"874"	"BCAS2"
"875"	"CSDE1"
"876"	"NRAS"
"877"	"SNORA42"
"878"	"VANGL1"
"879"	"CASQ2"
"880"	"SLC22A15"
"881"	"RP11-159M11.2"
"882"	"U3"
"883"	"ATP1A1"
"884"	"RNU6-817P"
"885"	"ATP1A1OS"
"886"	"CD58"
"887"	"IGSF3"
"888"	"MIR320B1"
"889"	"C1orf137"
"890"	"CD2"
"891"	"AL157904.1"
"892"	"PTGFRN"
"893"	"RP4-753F5.1"
"894"	"CD101"
"895"	"RP11-27K13.3"
"896"	"TTF2"
"897"	"SNORA40"
"898"	"GDAP2"
"899"	"WDR3"
"900"	"HAO2"
"901"	"HAO2-IT1"
"902"	"HSD3B2"
"903"	"ZNF697"
"904"	"GNRHR2"
"905"	"PEX11B"
"906"	"PDIA3P1"
"907"	"PRKAB2"
"908"	"RP11-337C18.10"
"909"	"RP11-337C18.8"
"910"	"RP11-337C18.9"
"911"	"BCL9"
"912"	"GJA5"
"913"	"RP11-433J22.2"
"914"	"RP11-433J22.3"
"915"	"HIST2H2AA3"
"916"	"HIST2H2BD"
"917"	"HIST2H2AA4"
"918"	"HIST2H2BC"
"919"	"HIST2H2BE"
"920"	"BOLA1"
"921"	"HIST2H2AB"
"922"	"HIST2H2AC"
"923"	"SV2A"
"924"	"SF3B4"
"925"	"MTMR11"
"926"	"OTUD7B"
"927"	"VPS45"
"928"	"PLEKHO1"
"929"	"CA14"
"930"	"RP4-790G17.7"
"931"	"TARS2"
"932"	"ADAMTSL4-AS1"
"933"	"ADAMTSL4"
"934"	"AL356356.1"
"935"	"MIR4257"
"936"	"RN7SL473P"
"937"	"RN7SL600P"
"938"	"RP11-54A4.2"
"939"	"HORMAD1"
"940"	"CTSK"
"941"	"UBE2D3P3"
"942"	"RNU6-1309P"
"943"	"TNFAIP8L2"
"944"	"PI4KB"
"945"	"RP11-126K1.2"
"946"	"ZNF687"
"947"	"RP11-126K1.9"
"948"	"SELENBP1"
"949"	"PSMB4"
"950"	"POGZ"
"951"	"CGN"
"952"	"SNORA44"
"953"	"RP11-74C1.4"
"954"	"TUFT1"
"955"	"MIR554"
"956"	"RP11-74C1.2"
"957"	"RP11-404E16.1"
"958"	"SNX27"
"959"	"RNU6-1062P"
"960"	"AL589765.1"
"961"	"CELF3"
"962"	"RIIAD1"
"963"	"RP11-98D18.1"
"964"	"MRPL9"
"965"	"OAZ3"
"966"	"RP11-98D18.16"
"967"	"RP11-98D18.2"
"968"	"RP11-98D18.9"
"969"	"TDRKH"
"970"	"LINGO4"
"971"	"RORC"
"972"	"AL450992.2"
"973"	"C2CD4D"
"974"	"THEM5"
"975"	"THEM4"
"976"	"NBPF18P"
"977"	"S100A10"
"978"	"S100A11"
"979"	"RPTN"
"980"	"RP11-107M16.2"
"981"	"CRNN"
"982"	"LCE3A"
"983"	"LCE2B"
"984"	"LCE2C"
"985"	"LCE2A"
"986"	"LCE4A"
"987"	"C1orf68"
"988"	"KPRP"
"989"	"LCE1F"
"990"	"LCE1D"
"991"	"LCE1A"
"992"	"LCE6A"
"993"	"SMCP"
"994"	"IVL"
"995"	"RP1-13P20.6"
"996"	"SPRR4"
"997"	"SPRR2G"
"998"	"LELP1"
"999"	"PRR9"
"1000"	"S100A9"
"1001"	"AL591704.7"
"1002"	"S100A8"
"1003"	"BX470102.3"
"1004"	"S100A3"
"1005"	"S100A4"
"1006"	"S100A5"
"1007"	"S100A6"
"1008"	"S100A2"
"1009"	"S100A14"
"1010"	"S100A16"
"1011"	"CHTOP"
"1012"	"RP1-178F15.4"
"1013"	"RP1-178F15.5"
"1014"	"S100A13"
"1015"	"S100A1"
"1016"	"SNAPIN"
"1017"	"ILF2"
"1018"	"NPR1"
"1019"	"INTS3"
"1020"	"RP11-216N14.8"
"1021"	"RP11-216N14.9"
"1022"	"SLC27A3"
"1023"	"GATAD2B"
"1024"	"DENND4B"
"1025"	"CRTC2"
"1026"	"CREB3L4"
"1027"	"RP11-422P24.10"
"1028"	"SLC39A1"
"1029"	"JTB"
"1030"	"RP11-422P24.11"
"1031"	"RAB13"
"1032"	"RP11-422P24.9"
"1033"	"RPS27"
"1034"	"MIR190B"
"1035"	"TPM3"
"1036"	"C1orf189"
"1037"	"AL590431.1"
"1038"	"UBAP2L"
"1039"	"HAX1"
"1040"	"AQP10"
"1041"	"ATP8B2"
"1042"	"RNU7-57P"
"1043"	"IL6R"
"1044"	"RP11-350G8.5"
"1045"	"SHE"
"1046"	"TDRD10"
"1047"	"UBE2Q1-AS1"
"1048"	"UBE2Q1"
"1049"	"CHRNB2"
"1050"	"RP11-61L14.6"
"1051"	"ADAR"
"1052"	"KCNN3"
"1053"	"PBXIP1"
"1054"	"PMVK"
"1055"	"RP11-307C12.13"
"1056"	"PYGO2"
"1057"	"RP11-307C12.12"
"1058"	"CKS1B"
"1059"	"MIR4258"
"1060"	"SHC1"
"1061"	"FLAD1"
"1062"	"LENEP"
"1063"	"ZBTB7B"
"1064"	"EFNA3"
"1065"	"EFNA4"
"1066"	"DPM3"
"1067"	"HMGN2P18"
"1068"	"RNU7-150P"
"1069"	"CLK2"
"1070"	"HCN3"
