""	"x"
"1"	"FASLG"
"2"	"LAX1"
"3"	"PM20D1"
"4"	"OR52A4"
"5"	"OR51B4"
"6"	"OR51B5"
"7"	"CD3D"
"8"	"CD3G"
"9"	"DGKA"
"10"	"CEP128"
"11"	"CCL14"
"12"	"CCL15-CCL14"
"13"	"CCL15"
"14"	"RP11-104J23.1"
"15"	"CCL18"
"16"	"MIR216A"
"17"	"CD28"
"18"	"AC007557.2"
"19"	"AC007557.3"
"20"	"AC007563.5"
"21"	"TNP1"
"22"	"TXK"
"23"	"PGK2"
"24"	"OR1J4"
