""	"x"
"1"	"PLA2G2E"
"2"	"PLA2G2C"
"3"	"NIPAL3"
"4"	"STPG1"
"5"	"RP5-850O15.3"
"6"	"RNU6-1253P"
"7"	"FAF1"
"8"	"CDKN2C"
"9"	"AP4B1"
"10"	"DCLRE1B"
"11"	"HIPK1"
"12"	"RP5-1073O3.7"
"13"	"SLAMF1"
"14"	"RP11-404F10.2"
"15"	"CD48"
"16"	"ITLN1"
"17"	"ITLN2"
"18"	"USF1"
"19"	"DEDD"
"20"	"SNORD112"
"21"	"RP11-506O24.1"
"22"	"RALGPS2"
"23"	"RP11-428K3.1"
"24"	"FAM20B"
"25"	"AC096643.1"
"26"	"RBM17"
"27"	"PFKFB3"
"28"	"RP11-414H17.5"
"29"	"AGAP7"
"30"	"MSMB"
"31"	"RNU6-833P"
"32"	"ANXA7"
"33"	"RNU6-883P"
"34"	"USP54"
"35"	"NOLC1"
"36"	"ELOVL3"
"37"	"GBF1"
"38"	"PITX3"
"39"	"RNU6-43P"
"40"	"SUFU"
"41"	"SYT8"
"42"	"TNNI2"
"43"	"AC051649.1"
"44"	"TNNT3"
"45"	"OR10A2"
"46"	"RBMXL2"
"47"	"MIR302E"
"48"	"SYT9"
"49"	"OVCH2"
"50"	"OR10AB1P"
"51"	"OR5P3"
"52"	"OR7E14P"
"53"	"PLEKHA7"
"54"	"AC116533.1"
"55"	"RPS13"
"56"	"SNORD14A"
"57"	"SNORD14B"
"58"	"NCR3LG1"
"59"	"GTF2H1"
"60"	"HPS5"
"61"	"HIPK3"
"62"	"AL122015.1"
"63"	"ALKBH3"
"64"	"RP11-613D13.5"
"65"	"TP53I11"
"66"	"RNU6-1302P"
"67"	"RAPSN"
"68"	"CELF1"
"69"	"NDUFS3"
"70"	"PTPMT1"
"71"	"RN7SL652P"
"72"	"RNU5E-10P"
"73"	"KBTBD4"
"74"	"C1QTNF4"
"75"	"AGBL2"
"76"	"FNBP4"
"77"	"snoU13"
"78"	"Y_RNA"
"79"	"NUP160"
"80"	"OR5W2"
"81"	"OR8K5"
"82"	"OR5T2"
"83"	"OR6Q1"
"84"	"OR5B17"
"85"	"OR5B2"
"86"	"MYEOV"
"87"	"PPFIA1"
"88"	"AP000487.5"
"89"	"CTTN"
"90"	"DHCR7"
"91"	"NADSYN1"
"92"	"RP11-660L16.2"
"93"	"DKFZP434E1119"
"94"	"PAK1"
"95"	"TRPC6"
"96"	"DSCAML1"
"97"	"RP11-728F11.3"
"98"	"FXYD2"
"99"	"RP11-728F11.4"
"100"	"AP002348.1"
"101"	"GRIK4"
"102"	"ARHGDIB"
"103"	"RP11-769N19.2"
"104"	"MED13L"
"105"	"FRY-AS1"
"106"	"FRY"
"107"	"DGKH"
"108"	"RP11-187A9.3"
"109"	"FNDC3A"
"110"	"GPR183"
"111"	"UBAC2"
"112"	"MIR623"
"113"	"RNU6-541P"
"114"	"HECTD1"
"115"	"CTD-2213F21.2"
"116"	"HEATR5A"
"117"	"DTD2"
"118"	"RP11-176H8.1"
"119"	"CTD-2213F21.4"
"120"	"CTD-2213F21.3"
"121"	"NUBPL"
"122"	"RP11-187E13.1"
"123"	"ARHGAP5-AS1"
"124"	"ARHGAP5"
"125"	"RP1-261D10.2"
