""	"x"
"1"	"RNU6-777P"
"2"	"RP11-426M1.2"
"3"	"RNF19B"
"4"	"GJB4"
"5"	"RP1-118J21.5"
"6"	"HOOK1"
"7"	"PDE4B"
"8"	"RNU4ATAC4P"
"9"	"AC092812.1"
"10"	"HENMT1"
"11"	"FAM19A3"
"12"	"CEP350"
"13"	"RP11-533E19.5"
"14"	"AC105941.1"
"15"	"RP11-275I14.4"
"16"	"RNU5E-2P"
"17"	"ZNF438"
"18"	"CCAR1"
"19"	"CNGA4"
"20"	"FAM160A2"
"21"	"RP11-732A19.6"
"22"	"NAV2"
"23"	"NAV2-AS5"
"24"	"MS4A13"
"25"	"EML3"
"26"	"MTA2"
"27"	"RP11-831H9.3"
"28"	"CDC42BPG"
"29"	"KDM4E"
"30"	"OR8B2"
"31"	"OR8C1P"
"32"	"ARHGAP32"
"33"	"ATN1"
"34"	"ENO2"
"35"	"LRRC23"
"36"	"GAS2L3"
"37"	"RP11-575G13.2"
"38"	"IRG1"
"39"	"FARP1"
"40"	"RP11-219E7.2"
"41"	"SLC38A6"
"42"	"TRMT5"
"43"	"SCAMP2"
"44"	"ULK3"
"45"	"RNU7-195P"
"46"	"C16orf45"
"47"	"AC025287.1"
"48"	"RN7SL520P"
"49"	"RNU6-799P"
"50"	"TEKT3"
"51"	"USP22"
"52"	"CCDC103"
"53"	"EFTUD2"
"54"	"FAM187A"
"55"	"TBKBP1"
"56"	"CTD-2514K5.2"
"57"	"RPL38"
"58"	"TTYH2"
"59"	"AP000897.1"
"60"	"CEBPZ"
"61"	"NDUFAF7"
"62"	"ACA59"
"63"	"RNU6-744P"
"64"	"CASP10"
"65"	"PID1"
"66"	"RNF114"
"67"	"AF064863.1"
"68"	"MIR3199-2"
"69"	"PITPNB"
"70"	"TTC28-AS1"
"71"	"CTA-85E5.10"
"72"	"HORMAD2"
"73"	"CCRL2"
"74"	"RP11-24F11.2"
"75"	"EAF2"
"76"	"IQCB1"
"77"	"FAIM"
"78"	"C3orf80"
"79"	"IL12A-AS1"
"80"	"RP11-431I8.1"
"81"	"C4orf19"
"82"	"TLR10"
"83"	"DANCR"
"84"	"MIR4449"
"85"	"SNORA26"
"86"	"RASGEF1B"
"87"	"TBCK"
"88"	"GUCY1B3"
"89"	"TRIO"
"90"	"MYO10"
"91"	"AC116366.6"
"92"	"C5orf56"
"93"	"Y_RNA"
"94"	"AC106775.1"
"95"	"SLC26A2"
"96"	"CSF1R"
"97"	"RP11-132M7.2"
"98"	"RP11-132M7.3"
"99"	"HIBADH"
"100"	"RP9"
"101"	"COL1A2"
"102"	"STRIP2"
"103"	"RNU6-1272P"
"104"	"C8orf48"
"105"	"ADAMDEC1"
"106"	"RP11-624C23.1"
"107"	"HOOK3"
"108"	"MIR4469"
"109"	"RNF170"
"110"	"GDAP1"
"111"	"JPH1"
"112"	"YWHAZ"
"113"	"ANKRD18A"
"114"	"FAM201A"
"115"	"snoU13"
